CASY,Caseys General Stores,NASDAQ
42.15,42.24,42.49,41.99
42.17,42.54,42.54,42.11
42.74,42.35,42.75,42.20
42.30,42.47,42.55,42.08
42.11,42.24,42.59,41.85
42.34,41.84,42.39,41.82
41.82,41.71,42.50,41.64
41.89,41.66,41.89,41.41
41.81,41.38,42.20,41.28
41.17,41.29,41.46,41.04
41.14,41.50,41.51,40.89
41.50,41.05,41.75,41.01
40.88,41.46,41.69,40.88
41.63,41.38,41.85,41.31
41.62,41.45,41.75,41.25
38.65,39.34,39.82,38.25
39.61,39.65,39.95,39.35
39.75,39.75,39.95,39.58
39.50,39.46,39.66,39.40
39.42,39.27,39.49,39.16
39.42,39.53,39.61,39.23
39.27,39.43,39.64,39.03
39.19,39.75,39.90,39.19
39.71,39.94,40.00,39.71
39.72,39.66,40.00,39.37
39.79,39.63,39.92,39.47
39.86,39.53,39.98,39.43
39.46,39.30,39.68,39.27
39.28,39.30,39.46,39.00
39.23,39.17,39.33,38.99
39.31,39.40,39.46,39.05
39.25,39.50,39.61,39.07
39.29,39.65,39.70,39.26
39.42,39.74,39.75,39.14
39.89,39.91,40.00,39.65
39.95,40.40,40.40,39.75
40.21,40.74,40.89,39.90
40.82,41.14,41.18,40.64
41.07,41.40,41.64,41.02
41.46,41.20,41.46,40.80
41.40,41.60,41.65,40.94
41.65,41.72,41.81,41.42
41.61,41.42,41.75,41.38
41.40,41.40,41.46,41.13
41.50,41.58,41.70,41.01
41.58,42.09,42.21,41.58
42.20,42.99,43.16,42.04
42.85,42.97,43.21,42.75
43.00,42.96,43.16,42.93
42.91,42.97,43.09,42.86
42.87,42.97,43.12,42.86
42.94,42.90,42.94,42.55
42.74,42.94,42.99,42.55
42.78,42.80,43.07,42.78
42.90,42.86,43.08,42.59
42.70,42.51,43.00,42.51
42.75,42.67,42.80,42.52
42.78,41.56,42.78,41.54
41.63,41.40,41.63,41.17
41.27,40.62,41.34,40.46
40.75,40.46,40.75,39.68
40.27,40.43,40.52,39.87
40.37,41.40,41.64,40.37
41.40,41.97,41.98,41.37
41.94,42.02,42.05,41.74
41.95,42.34,42.50,41.95
42.15,42.45,42.53,42.08
42.24,42.24,42.42,42.16
42.08,42.75,42.87,42.08
42.88,42.75,42.96,42.51
42.63,42.60,42.88,42.49
42.32,42.52,42.97,42.10
42.52,42.83,42.89,42.33
42.73,43.09,43.30,42.50
42.90,42.76,43.07,42.56
42.91,42.49,43.11,42.49
42.49,42.89,43.50,42.45
42.65,42.76,43.24,42.44
42.60,43.16,43.19,42.37
43.15,43.10,43.50,43.02
42.95,42.77,43.16,42.68
42.61,42.88,43.02,42.61
42.71,42.97,43.17,42.71
42.98,42.94,43.32,42.80
42.77,43.00,43.00,42.59
42.91,42.85,43.05,42.58
42.65,42.97,43.11,42.65
43.19,43.37,43.39,42.77
43.38,43.14,43.62,43.05
43.38,43.10,43.50,42.93
42.86,42.68,43.38,42.56
42.57,42.32,42.61,42.19
42.46,41.88,42.69,41.59
41.78,41.87,41.96,41.48
41.96,41.07,41.96,40.91
41.08,40.34,41.11,39.94
40.31,40.25,40.60,40.02
40.55,40.86,41.37,40.50
40.99,41.10,41.62,40.87
41.39,40.55,41.39,39.84
37.43,37.71,37.75,36.25
37.71,36.83,37.71,36.78
36.64,36.34,36.92,36.28
36.36,36.17,36.54,35.81
35.75,36.12,36.51,35.63
35.82,36.05,36.17,35.39
35.95,35.83,36.06,35.71
36.13,35.99,36.28,35.86
36.23,36.49,37.90,36.02
36.96,37.11,37.19,36.54
37.08,36.68,37.08,36.40
36.72,36.69,36.76,36.18
36.75,37.50,37.54,36.63
37.62,37.99,38.06,37.44
38.14,38.11,38.34,37.79
38.14,38.45,38.55,38.09
38.50,38.85,38.96,38.50
38.95,39.00,39.12,38.75
39.14,39.03,39.42,38.95
39.16,39.02,39.18,38.80
38.89,39.34,39.70,38.79
39.50,39.49,39.61,39.25
39.60,39.72,40.21,39.33
39.70,39.00,39.70,38.97
39.15,39.09,39.46,38.97
39.10,38.99,39.28,38.99
39.06,39.10,39.38,39.00
38.93,39.54,39.68,38.93
39.14,39.70,39.98,39.14
39.59,39.93,39.93,39.20
39.95,39.09,40.07,39.00
39.40,39.59,39.62,39.00
39.83,38.88,39.83,38.75
39.13,38.59,39.15,38.43
38.69,39.22,39.38,38.59
39.20,39.57,39.62,38.94
39.32,39.14,39.35,38.78
39.27,39.03,39.50,39.00
39.03,38.45,39.03,38.40
38.45,38.51,38.58,38.01
38.64,38.50,38.84,38.36
38.53,38.51,39.24,38.04
38.87,38.72,39.28,38.58
38.60,38.66,38.87,38.35
38.74,39.67,39.69,38.74
39.62,39.35,39.66,39.34
39.27,40.16,40.19,39.00
40.12,39.76,40.12,39.50
39.63,39.55,39.78,39.46
39.54,39.72,40.16,39.50
39.82,39.73,40.08,39.60
39.83,39.70,39.87,39.57
39.37,39.60,39.70,39.26
39.45,39.69,39.94,39.35
39.80,39.76,39.92,39.62
39.79,39.97,40.21,39.57
40.00,40.67,40.85,39.91
40.78,40.89,40.98,40.65
40.99,41.45,41.46,40.64
41.56,39.86,41.56,39.86
39.90,39.60,40.08,39.20
39.23,39.40,39.92,39.23
39.49,39.61,39.86,39.27
39.92,40.08,40.87,39.69
39.95,40.20,40.47,39.83
40.20,40.95,41.03,40.17
40.70,40.49,40.84,39.82
40.46,41.03,41.45,40.46
41.62,43.79,44.01,41.62
43.77,43.56,44.76,43.42
43.42,44.30,44.39,43.39
44.41,45.00,45.40,44.10
44.83,45.51,45.58,44.69
45.58,44.91,45.75,44.58
44.75,44.46,44.92,44.31
44.31,44.39,44.70,43.58
44.50,43.37,44.67,43.28
43.64,43.98,44.03,43.52
44.00,44.03,44.12,43.80
44.00,43.94,44.19,43.61
43.92,44.00,44.15,43.60
44.02,44.23,44.34,43.78
44.18,43.94,44.28,43.66
43.83,44.04,44.10,43.83
44.30,44.42,44.80,44.07
43.99,44.15,44.51,43.83
43.86,44.00,44.53,43.25
44.06,44.68,44.99,44.02
44.80,45.70,46.23,44.60
45.78,45.62,46.07,45.45
45.70,46.02,46.05,44.56
45.87,46.01,46.11,45.50
46.35,46.97,47.02,45.99
46.97,46.73,46.97,46.04
46.73,46.88,47.43,46.41
46.90,46.76,46.90,46.18
46.38,45.82,46.76,45.76
45.96,45.89,46.31,45.62
45.90,44.90,45.93,44.65
44.90,44.76,45.49,44.44
44.62,45.00,45.30,44.20
45.41,44.79,45.67,44.43
44.61,44.58,44.62,43.94
44.53,45.54,45.60,43.94
45.18,44.70,46.04,44.66
45.00,43.75,45.57,43.67
42.98,41.31,44.13,41.31
42.05,41.88,42.73,39.72
41.07,40.30,41.59,40.20
40.51,42.62,43.19,40.49
42.81,41.49,43.61,41.05
41.60,42.38,42.38,41.43
42.16,41.90,42.29,41.50
42.02,42.02,42.82,41.75
41.34,40.50,41.34,40.12
39.87,40.33,41.09,39.61
40.95,39.88,40.95,39.50
40.03,41.30,41.37,39.71
41.35,41.33,41.91,40.91
42.45,41.71,42.46,41.64
41.61,42.48,42.50,40.70
42.60,45.28,45.37,42.58
45.06,45.10,45.41,44.37
45.34,45.00,46.00,44.75
45.19,44.58,45.49,44.20
43.71,43.76,44.42,43.53
42.87,44.08,44.18,42.61
44.60,45.86,45.89,44.60
42.27,42.86,43.88,41.94
42.76,42.69,42.95,41.72
42.58,45.32,45.35,42.10
45.32,46.25,47.06,45.10
46.71,46.93,47.37,46.17
47.15,47.22,47.68,46.77
47.58,47.59,47.89,47.14
47.22,46.51,47.22,46.21
46.82,46.43,47.91,46.43
46.52,44.22,46.69,44.22
43.27,44.52,44.81,43.12
44.35,44.59,44.65,43.97
44.93,45.50,45.82,44.68
46.33,45.86,46.97,45.51
45.93,44.94,46.40,44.69
45.56,44.92,45.89,43.52
44.33,43.65,44.91,43.65
43.56,42.63,45.02,42.53
42.50,45.30,45.41,42.41
45.22,44.55,45.78,44.08
44.35,45.84,45.95,44.35
46.01,44.73,46.21,44.60
45.15,45.48,45.90,45.02
45.30,45.67,45.77,44.88
45.91,47.11,47.50,45.80
47.09,46.38,47.09,45.60
46.73,46.64,46.73,45.76
46.52,45.51,46.55,45.38
45.70,47.19,47.37,45.37
47.51,46.54,48.10,46.41
46.73,47.57,47.75,46.42
48.33,48.01,48.50,47.66
48.28,47.70,48.41,47.57
47.45,46.57,47.56,46.38
47.10,48.31,48.39,45.80
49.13,50.28,50.80,48.39
49.95,49.49,50.39,48.91
49.06,49.55,50.04,47.77
48.05,48.79,49.99,48.05
49.31,49.45,49.92,48.75
49.87,50.24,50.34,48.13
50.00,50.07,50.17,49.07
49.87,50.80,51.14,49.69
51.19,51.73,51.99,50.50
50.70,50.93,51.85,50.70
51.42,50.65,51.42,50.06
50.95,52.03,52.08,50.72
52.03,51.59,52.04,51.07
51.46,52.66,52.87,51.22
52.35,51.09,52.53,50.90
51.29,50.73,51.94,50.42
50.62,51.02,51.23,50.32
50.48,50.83,51.09,49.87
50.70,50.35,51.23,50.28
50.22,48.81,50.22,48.72
48.83,47.73,49.42,47.73
48.81,50.65,50.65,48.81
50.71,50.26,50.80,49.62
51.40,53.38,53.41,50.98
53.88,52.77,54.22,52.67
53.39,52.92,53.53,52.75
53.56,52.92,53.82,52.80
52.98,52.72,53.13,52.36
52.20,50.02,52.98,49.10
49.35,49.10,50.62,48.99
49.00,49.02,49.74,48.29
49.52,48.49,50.02,47.91
48.62,47.85,49.00,47.75
47.44,47.01,48.00,46.97
47.66,47.92,48.43,47.37
48.37,48.30,49.00,47.95
48.50,48.18,49.25,48.00
48.90,50.81,50.85,48.90
50.99,51.78,51.80,50.44
51.87,52.07,52.30,51.38
52.35,52.06,52.38,51.94
52.01,51.64,52.27,51.50
51.60,51.46,51.62,51.28
51.66,51.56,51.93,51.38
51.51,51.51,52.00,51.21
52.64,51.34,52.84,51.16
51.24,50.91,51.35,50.22
50.56,51.75,52.00,49.69
51.62,51.72,52.11,51.01
52.01,52.43,52.68,51.52
52.93,52.55,52.97,52.36
52.19,52.51,52.62,52.09
52.69,51.73,52.69,51.52
51.10,51.83,52.14,51.10
52.16,52.80,53.12,51.88
52.84,54.06,54.15,52.70
54.09,53.17,54.09,52.97
53.00,53.03,53.42,52.59
53.29,53.16,53.43,52.58
52.84,52.50,53.10,52.22
52.37,53.04,53.34,52.04
53.32,52.69,53.32,52.56
52.39,52.12,52.80,51.99
51.81,51.12,51.93,50.92
51.38,50.94,51.60,50.60
51.37,51.44,51.58,51.07
51.68,52.60,52.82,51.51
53.48,53.49,53.84,52.60
53.44,53.20,53.52,52.78
53.14,52.83,53.27,52.77
52.77,52.80,53.22,52.66
52.94,52.75,53.13,52.32
52.17,52.90,52.98,52.11
53.31,53.69,53.88,53.28
53.64,53.50,53.88,52.90
53.58,52.18,53.66,52.08
52.31,53.74,53.74,52.31
53.88,54.05,54.57,53.53
54.06,52.45,54.41,52.03
52.31,52.72,52.90,52.03
52.87,53.45,53.67,52.28
53.25,51.97,53.45,51.94
51.86,51.94,52.24,51.36
52.11,51.98,52.29,51.41
52.00,51.23,52.21,51.23
51.58,52.05,52.55,51.18
52.20,50.33,52.20,50.30
50.33,51.14,51.41,50.30
50.75,50.39,51.45,49.52
50.56,50.35,50.77,49.62
50.63,51.17,51.23,49.96
51.15,52.25,52.42,50.95
52.09,52.16,52.66,51.60
52.33,52.86,52.86,51.91
52.80,52.47,52.80,51.97
52.50,52.86,52.95,52.03
53.08,52.20,53.20,51.85
52.01,52.98,53.19,51.98
52.61,53.12,53.19,52.57
53.22,53.45,53.58,52.97
53.46,53.62,53.62,53.15
53.79,54.31,54.38,53.54
54.85,55.19,55.37,54.54
55.25,55.81,56.28,55.01
55.99,56.01,56.44,55.44
55.78,55.91,56.09,55.30
56.42,55.46,56.43,55.46
55.44,56.02,56.03,55.21
56.10,56.01,56.60,55.70
55.53,55.28,55.79,54.96
55.10,54.50,55.37,54.40
53.92,53.53,54.01,53.12
53.46,52.89,53.88,52.24
53.40,54.57,54.57,53.14
54.95,55.51,55.76,54.75
55.57,54.99,55.57,54.73
55.37,55.38,55.61,54.63
55.90,56.44,57.03,55.87
56.03,56.02,56.40,55.46
55.90,56.04,56.27,55.41
57.32,56.13,57.35,55.97
55.52,55.48,55.62,54.75
55.48,55.89,56.25,55.30
56.36,56.20,56.97,56.05
56.05,55.99,56.11,55.54
55.63,57.33,57.67,55.30
57.43,56.35,57.68,55.72
56.38,56.50,57.61,55.95
56.02,57.39,57.56,56.02
57.60,56.91,57.68,56.38
56.63,57.10,57.47,56.08
56.80,57.58,57.94,56.37
57.12,58.99,59.35,56.78
58.57,59.40,60.06,58.21
59.59,59.86,60.22,59.05
59.34,59.91,60.60,59.34
59.15,58.64,59.20,58.16
58.93,58.28,59.24,58.01
58.41,58.05,58.83,57.90
57.90,56.47,57.98,56.44
56.36,57.35,58.12,56.27
57.30,56.80,57.68,56.41
56.72,56.61,57.11,56.31
56.25,56.20,56.89,55.83
56.16,56.44,56.67,56.05
56.70,57.19,57.54,56.27
57.31,57.30,57.52,56.16
56.93,56.73,57.17,56.38
56.77,56.63,57.24,56.22
55.88,55.81,56.66,55.11
56.01,57.45,57.53,55.62
57.03,58.29,58.85,56.73
58.52,59.03,59.54,58.48
59.57,58.95,59.77,58.78
58.98,59.48,59.88,58.86
60.00,58.67,60.19,58.62
58.88,59.91,60.08,58.05
54.85,52.18,56.05,51.94
52.50,53.06,53.25,51.82
52.86,53.78,53.81,51.81
53.59,53.57,53.94,53.19
53.60,54.68,55.30,53.60
54.57,54.65,54.80,54.00
54.46,53.61,54.82,53.24
54.10,55.18,55.61,53.63
54.23,55.61,55.81,54.23
55.60,55.99,56.07,54.87
55.83,56.75,56.82,55.46
56.32,57.95,57.96,56.04
58.73,58.99,59.74,57.96
59.14,59.51,59.51,58.59
59.25,60.02,60.02,59.23
59.97,60.91,61.04,59.77
60.26,61.15,61.25,60.26
61.07,62.54,62.57,60.63
62.85,62.21,63.00,62.18
62.49,61.70,62.70,61.37
61.28,61.28,61.63,60.79
61.56,61.60,61.95,61.41
61.75,61.42,61.95,61.12
61.83,58.94,61.83,58.74
59.05,58.28,59.34,57.83
58.62,57.49,59.67,56.57
56.95,56.69,57.13,56.19
56.21,56.64,56.94,56.12
56.68,56.49,56.82,56.20
56.91,56.62,56.91,55.85
57.18,58.09,58.26,57.18
58.47,58.32,58.73,58.06
58.11,59.65,59.88,58.11
59.25,59.43,59.84,58.84
59.45,57.21,59.69,57.21
57.18,57.76,58.20,56.82
58.32,58.80,59.02,57.66
58.91,58.55,59.69,58.54
58.89,59.01,59.98,58.77
59.09,60.38,60.49,59.09
60.25,60.13,60.70,60.02
60.21,59.13,60.70,59.10
59.48,59.79,60.14,58.59
60.13,59.75,60.34,59.66
59.82,60.40,60.60,59.49
59.80,58.00,59.83,57.90
57.79,57.03,57.85,56.91
57.06,57.02,57.50,56.81
57.26,56.88,57.54,56.30
56.95,56.74,57.45,56.51
56.77,56.51,57.46,56.12
56.50,56.84,57.09,56.00
56.96,56.58,57.24,56.44
56.45,57.15,57.43,56.27
57.33,57.00,57.41,56.31
56.81,56.80,57.00,56.70
56.97,56.55,56.97,56.30
55.97,57.00,57.15,55.97
56.73,56.62,57.10,56.57
56.93,56.91,57.03,56.71
57.22,56.50,57.22,56.48
55.38,55.66,56.11,55.20
60.00,57.99,60.00,57.97
58.02,58.84,58.95,57.84
58.75,59.50,60.14,58.75
59.75,58.93,60.03,58.62
59.79,59.03,59.79,58.65
58.82,58.84,59.10,58.68
58.78,58.29,59.00,58.21
58.00,58.14,58.59,57.92
58.69,58.05,58.76,57.60
57.97,57.87,58.24,57.60
58.02,57.33,58.13,57.27
57.50,57.54,58.02,57.27
57.63,57.81,58.01,57.05
57.48,57.14,57.78,56.81
57.26,56.84,57.66,56.52
57.20,56.35,57.20,56.24
56.01,54.58,56.23,54.04
54.93,54.26,55.06,54.15
54.29,54.03,54.71,53.85
52.96,54.49,54.98,52.84
54.40,52.72,54.75,52.58
52.69,52.52,52.84,52.07
52.69,52.24,52.88,52.13
52.11,51.89,52.21,51.83
51.87,50.97,52.06,50.81
50.50,49.93,50.65,49.61
50.12,49.30,50.12,49.03
49.49,49.54,49.79,49.08
49.51,49.27,49.60,48.87
49.02,49.86,49.98,49.02
49.59,49.53,49.82,49.06
49.81,49.84,50.01,49.03
50.03,50.94,50.96,49.96
51.23,51.91,52.00,50.76
51.93,51.55,52.07,51.19
50.95,50.92,51.98,48.89
50.95,50.24,51.24,49.85
50.09,50.67,50.93,49.68
50.65,51.59,51.64,50.02
51.07,50.09,51.22,49.85
49.92,49.44,50.29,49.12
49.16,49.27,49.61,48.90
49.38,48.51,49.38,48.45
48.46,48.41,49.27,48.40
48.72,47.30,48.72,47.28
47.28,47.41,47.64,47.11
47.19,46.64,47.39,46.27
46.84,46.85,47.20,46.15
46.70,46.59,46.91,46.33
46.69,46.78,46.99,46.49
46.88,47.89,47.89,46.81
47.95,47.39,47.99,46.97
47.29,47.60,47.95,47.00
47.50,48.68,48.78,46.82
48.85,49.05,49.70,48.02
49.24,49.40,49.46,48.78
49.71,50.45,50.48,49.10
50.80,50.60,50.80,49.84
50.64,50.85,51.00,50.51
50.39,49.57,50.69,49.17
49.92,49.82,49.93,49.33
49.73,48.54,49.73,48.02
49.20,51.20,54.38,48.88
51.43,50.83,51.43,49.97
50.92,50.18,51.10,50.12
50.16,49.57,50.59,49.24
49.79,50.47,50.47,49.38
50.21,51.87,51.97,50.12
51.80,52.10,52.48,51.53
52.06,52.85,52.89,51.58
52.53,52.41,52.69,51.22
51.95,52.36,52.41,51.52
52.29,52.15,52.38,51.94
52.03,52.13,52.41,51.36
52.58,52.11,52.78,51.49
51.86,53.10,53.55,51.66
53.89,53.66,54.35,53.08
53.79,54.36,54.48,53.60
54.64,54.47,54.85,54.31
54.44,54.01,54.54,53.59
54.10,53.93,54.70,53.87
54.18,53.70,54.44,53.42
53.98,53.28,54.78,53.06
53.52,52.92,54.00,52.34
52.82,52.26,53.08,51.45
52.20,53.58,53.70,51.67
53.39,53.75,54.19,52.77
53.95,53.69,53.95,53.22
53.62,54.28,54.35,53.22
54.30,54.34,54.57,53.74
54.06,54.31,54.72,53.61
54.30,54.01,55.23,53.76
54.17,54.81,54.82,53.70
54.72,54.75,55.06,54.50
54.75,54.47,55.27,54.35
54.27,54.43,54.70,54.00
54.43,54.73,54.95,54.20
55.04,55.15,55.52,54.57
54.89,54.30,55.12,54.17
54.60,54.89,55.20,54.35
54.63,54.85,55.04,54.23
54.98,54.84,55.11,54.52
55.00,55.11,55.14,54.67
54.99,54.67,55.23,54.34
54.68,55.06,55.18,54.47
54.94,55.16,55.29,54.70
55.10,55.68,55.87,54.78
55.99,55.43,55.99,55.13
55.69,56.42,56.67,55.09
56.29,55.52,56.65,55.51
55.39,56.15,56.85,55.00
56.33,56.00,56.90,55.77
56.09,54.45,56.25,54.35
54.71,55.38,55.46,54.46
55.21,56.86,56.91,55.21
56.73,56.59,57.40,56.51
56.11,57.13,57.50,56.02
56.85,56.78,57.14,56.37
56.89,57.69,58.31,56.89
57.65,56.74,57.68,56.54
56.62,56.73,57.30,56.44
57.23,57.50,57.72,56.37
57.28,57.40,57.91,56.85
56.03,55.92,56.65,54.80
55.78,56.05,56.42,55.62
56.00,57.06,57.20,55.83
56.82,56.75,56.82,55.61
56.25,57.25,57.45,56.25
57.36,57.53,57.95,56.87
57.71,58.35,58.65,57.51
58.03,58.06,58.42,57.74
58.24,58.77,58.88,58.14
58.93,58.45,59.00,58.17
58.80,58.58,58.80,58.14
58.22,58.38,58.56,57.80
58.59,58.30,58.79,58.09
58.41,58.29,58.47,57.61
58.57,57.45,58.57,57.17
56.00,55.31,56.16,54.92
55.05,55.90,56.00,54.63
55.15,55.13,55.50,54.78
55.38,55.68,55.68,54.69
55.92,56.39,56.44,55.46
56.50,57.44,57.96,56.50
57.56,56.07,57.99,55.93
55.71,56.12,56.19,55.34
55.81,54.20,55.81,53.94
54.41,54.00,55.03,53.67
53.15,53.49,54.10,52.84
53.69,54.00,54.13,53.26
54.06,54.43,54.50,53.68
54.44,55.61,55.74,54.25
55.94,57.81,57.85,55.70
57.93,58.21,58.24,57.38
58.25,58.89,59.50,57.52
58.75,58.15,59.48,57.99
58.33,58.08,58.75,57.86
57.96,57.91,58.15,57.54
57.57,56.95,57.97,56.79
57.11,58.20,58.44,56.82
58.58,59.25,59.98,58.38
59.30,59.35,59.68,59.16
59.50,59.00,59.68,58.80
59.00,59.41,59.87,58.89
59.29,57.65,59.44,57.54
57.81,57.70,57.97,57.45
57.55,58.57,58.70,57.33
58.56,60.54,60.64,58.39
60.59,60.22,61.23,59.91
60.23,60.57,61.30,59.44
60.61,61.61,61.98,60.59
61.27,62.32,62.55,61.02
62.27,62.98,62.99,62.13
62.93,61.80,63.48,61.55
61.50,61.44,62.13,61.01
61.11,61.90,62.21,61.00
62.34,62.46,63.24,62.01
62.49,61.92,62.81,61.34
61.90,61.22,62.16,61.04
60.90,60.76,61.55,60.59
60.17,61.05,61.14,59.90
61.04,60.85,61.52,60.38
60.79,60.73,61.42,60.47
60.93,61.58,61.79,60.86
62.06,62.26,62.68,61.29
62.30,63.40,63.72,62.06
63.51,62.94,63.51,62.86
63.47,61.54,63.47,61.49
61.75,63.29,63.66,61.75
62.26,60.69,63.89,60.17
61.71,61.35,62.63,60.91
61.24,61.27,61.94,61.03
61.34,60.47,61.34,60.45
60.00,59.02,60.00,58.35
