CASY,Caseys General Stores,NASDAQ
123.09,124.22,125.72,123.09
118.00,122.00,126.21,115.86
122.15,122.67,122.84,118.32
122.81,121.87,123.99,119.36
122.27,121.59,122.27,120.33
121.66,122.35,122.91,120.48
121.88,124.64,125.42,121.38
124.49,124.57,125.15,124.02
125.23,125.61,126.34,124.84
125.47,125.97,126.49,125.38
126.12,125.34,126.40,124.73
125.61,121.22,125.61,121.13
121.51,120.10,121.73,119.88
120.15,119.87,120.71,119.03
119.81,119.06,120.00,118.32
119.45,118.84,119.76,118.51
119.23,118.88,119.48,117.45
118.50,118.95,119.05,116.21
119.33,118.84,119.75,118.10
118.80,117.83,119.12,117.57
117.30,116.93,117.71,116.21
116.69,117.04,117.17,114.68
116.92,117.51,117.95,116.40
117.00,116.74,117.08,115.81
116.68,117.76,118.21,115.51
118.07,117.40,119.18,117.35
