LOV,Spark Networks,NASDAQ
0.98,1.14,1.15,0.98
1.12,1.13,1.17,1.11
1.11,1.13,1.13,1.10
1.11,1.12,1.15,1.11
1.13,1.10,1.13,1.09
1.08,1.07,1.10,1.04
1.02,1.02,1.07,0.98
1.04,0.96,1.05,0.96
1.00,1.02,1.05,0.99
1.02,0.98,1.02,0.96
1.00,0.97,1.02,0.94
0.96,0.96,0.99,0.95
0.96,0.93,0.97,0.92
0.97,0.90,0.98,0.87
0.90,0.88,0.92,0.88
0.90,0.87,0.92,0.87
0.86,0.84,0.89,0.83
0.87,0.92,1.08,0.86
0.92,0.94,0.96,0.91
0.96,0.97,0.97,0.94
0.96,1.05,1.05,0.96
1.05,1.03,1.05,0.98
1.02,1.00,1.03,0.97
1.02,1.00,1.02,0.90
1.00,0.98,1.00,0.90
0.95,0.97,0.98,0.94
