LOV,Spark Networks,NASDAQ
3.15,3.21,3.29,3.15
3.23,3.34,3.34,3.23
3.31,3.32,3.32,3.22
3.29,3.29,3.40,3.20
3.25,3.24,3.25,3.21
3.26,3.17,3.31,3.17
3.20,3.22,3.22,3.20
3.16,3.13,3.16,3.13
3.11,3.11,3.11,3.11
3.10,3.20,3.20,3.10
3.20,3.25,3.25,3.20
3.20,3.20,3.25,3.20
3.20,3.20,3.20,3.20
3.15,3.20,3.20,3.10
3.15,3.15,3.15,3.10
3.10,3.15,3.15,3.01
3.20,3.15,3.25,3.01
3.10,3.21,3.25,3.10
3.15,3.42,3.48,3.05
3.47,3.60,3.60,3.32
3.53,3.30,3.53,3.25
3.31,3.32,3.32,3.13
3.30,3.36,3.37,3.25
3.37,3.53,3.53,3.35
3.54,3.39,3.55,3.39
3.45,3.60,3.60,3.40
3.56,3.55,3.56,3.50
3.52,3.51,3.56,3.50
3.53,3.50,3.55,3.49
3.50,3.52,3.52,3.50
3.54,3.57,3.57,3.50
3.54,3.55,3.57,3.50
3.55,3.56,3.56,3.52
3.57,3.83,3.95,3.50
3.83,3.80,3.84,3.79
3.84,3.82,3.89,3.82
3.84,3.90,3.94,3.80
3.90,3.85,3.90,3.81
3.83,3.76,3.83,3.76
3.76,3.78,3.85,3.76
3.78,3.82,3.84,3.75
3.75,3.70,3.75,3.70
3.70,3.74,3.75,3.65
3.71,3.70,3.74,3.70
3.76,3.65,3.79,3.65
3.66,3.66,3.68,3.66
3.70,3.68,3.70,3.65
3.70,3.70,3.70,3.65
3.69,3.64,3.69,3.64
3.67,3.70,3.70,3.65
3.66,3.69,3.69,3.64
3.61,3.68,3.73,3.61
3.62,3.63,3.66,3.61
3.63,3.70,3.70,3.62
3.73,3.65,3.73,3.65
3.66,3.62,3.68,3.62
3.62,3.64,3.67,3.62
3.69,3.70,3.72,3.65
3.70,3.72,3.75,3.65
3.70,3.80,3.80,3.70
3.82,3.92,3.92,3.82
3.93,3.97,4.04,3.93
4.01,3.99,4.05,3.99
3.95,4.16,4.16,3.92
4.18,4.08,4.25,4.08
4.23,4.38,4.44,4.11
4.38,4.40,4.50,4.38
4.46,4.47,4.59,4.45
4.52,4.63,4.82,4.50
4.62,4.47,4.63,4.47
4.46,4.40,4.47,4.37
4.45,4.54,4.54,4.30
4.51,4.55,4.57,4.40
4.60,4.74,4.74,4.46
4.66,4.50,4.66,4.45
4.50,4.50,4.54,4.45
4.55,4.36,4.55,4.36
4.26,4.20,4.26,4.15
4.10,4.08,4.15,4.00
4.05,4.15,4.15,4.05
4.12,4.13,4.20,4.05
4.16,4.21,4.21,4.16
4.16,4.18,4.25,4.14
4.13,4.25,4.29,4.08
4.20,4.30,4.30,4.14
4.27,4.27,4.29,4.22
4.26,4.45,4.45,4.26
4.45,4.45,4.60,4.42
4.45,4.45,4.45,4.44
4.44,4.44,4.48,4.42
4.40,4.32,4.45,4.32
4.37,4.40,4.45,4.37
4.44,4.50,4.50,4.42
4.49,4.45,4.50,4.45
4.50,4.45,4.50,4.20
4.45,4.45,4.45,4.30
4.45,4.50,4.50,4.45
4.50,4.55,4.55,4.48
4.50,4.52,4.55,4.45
4.51,4.48,4.53,4.38
4.50,4.40,4.59,4.40
4.44,4.44,4.50,4.40
4.41,4.30,4.50,4.30
4.32,4.30,4.32,4.21
4.27,4.24,4.35,4.24
4.32,4.35,4.45,4.32
4.35,4.35,4.45,4.33
4.39,4.45,4.50,4.39
4.46,4.55,4.55,4.41
4.60,4.52,4.65,4.52
4.59,4.56,4.65,4.46
4.59,4.59,4.60,4.31
4.60,4.63,4.63,4.58
4.65,4.66,4.66,4.63
4.69,4.67,4.72,4.63
4.61,4.64,4.70,4.55
4.60,4.50,4.61,4.50
4.53,4.56,4.56,4.49
4.55,4.45,4.55,4.45
4.43,4.52,4.55,4.43
4.48,4.46,4.50,4.44
4.41,4.41,4.66,4.36
4.44,4.75,4.78,4.44
4.64,4.67,4.74,4.64
4.82,4.83,4.87,4.82
4.82,4.82,4.92,4.77
4.95,5.15,5.15,4.95
5.15,5.20,5.27,5.15
5.24,5.25,5.25,5.14
5.19,5.24,5.24,5.18
5.19,5.10,5.22,4.90
5.14,4.97,5.25,4.84
5.05,5.04,5.16,4.86
5.04,5.14,5.19,4.95
5.18,5.13,5.18,5.00
5.11,5.12,5.15,5.04
5.09,5.07,5.19,4.98
5.02,5.05,5.10,5.00
5.09,4.97,5.10,4.97
4.96,5.10,5.10,4.87
5.09,5.06,5.09,4.94
5.03,5.13,5.13,4.94
5.14,5.10,5.15,5.02
5.07,5.30,5.30,5.05
5.26,5.50,5.50,5.26
5.50,5.43,5.50,5.21
5.42,5.32,5.45,5.23
5.24,5.40,5.40,5.24
5.38,5.42,5.57,5.22
5.45,5.67,5.67,5.45
5.58,5.65,5.67,5.43
5.79,5.60,5.79,5.48
5.60,5.73,5.80,5.50
5.70,5.66,5.70,5.25
5.60,5.44,5.60,5.11
5.37,5.43,5.50,5.23
5.47,5.20,5.47,5.17
5.24,5.20,5.25,5.14
5.15,5.47,5.48,5.02
5.39,5.16,5.50,4.95
5.12,5.49,5.49,5.09
5.44,5.49,5.49,5.34
5.46,5.26,5.46,5.26
5.22,5.08,5.22,5.05
5.11,5.41,5.44,5.05
5.40,5.14,5.40,5.14
5.14,5.10,5.19,5.05
5.05,5.02,5.10,5.00
5.01,5.46,5.46,5.01
5.42,5.25,5.42,5.25
5.30,5.37,5.45,5.22
5.30,5.43,5.45,5.27
5.43,5.31,5.45,5.31
5.30,5.33,5.34,5.30
5.30,5.14,5.30,5.14
5.16,5.14,5.19,5.02
5.20,5.36,5.40,5.15
5.40,5.30,5.40,5.23
5.32,5.63,5.64,5.21
5.60,5.68,5.85,5.60
5.66,5.79,5.86,5.59
5.81,5.38,5.81,5.38
5.10,5.50,5.51,5.10
5.48,6.07,6.07,5.48
6.08,6.07,6.18,5.92
6.00,6.13,6.14,5.92
6.10,5.98,6.10,5.90
5.94,5.91,5.94,5.78
5.90,5.85,5.97,5.81
5.90,5.88,6.10,5.80
5.84,5.67,5.86,5.61
5.60,5.85,5.88,5.50
5.65,6.15,6.17,5.65
6.12,6.81,6.82,6.02
6.75,6.50,6.75,6.40
6.51,6.39,6.51,6.36
6.37,6.17,6.37,6.15
6.20,6.07,6.20,6.03
6.04,5.99,6.19,5.96
6.04,5.92,6.04,5.80
5.91,5.93,5.94,5.62
5.95,5.73,5.95,5.52
5.70,5.61,5.70,5.53
5.66,5.65,5.66,5.61
5.62,5.57,5.62,5.53
5.51,5.60,5.64,5.51
5.58,5.91,5.91,5.56
5.99,5.78,5.99,5.75
5.80,5.82,5.83,5.75
5.80,5.84,5.84,5.80
5.83,5.94,5.94,5.83
5.92,6.01,6.12,5.89
5.90,5.90,5.93,5.88
5.92,5.94,5.97,5.83
5.95,6.07,6.15,5.95
6.10,5.99,6.13,5.92
5.96,5.93,5.98,5.85
6.05,6.18,6.18,6.02
6.20,6.24,6.25,6.19
6.24,6.24,6.35,6.21
6.25,6.02,6.27,6.00
6.00,6.10,6.10,5.95
6.07,6.12,6.25,6.07
6.15,6.23,6.27,6.15
6.26,6.36,6.43,6.26
6.35,6.36,6.38,6.23
6.39,6.50,6.50,6.39
6.49,6.57,6.61,6.49
6.54,6.48,6.54,6.48
6.48,6.48,6.51,6.48
6.39,6.33,6.42,6.28
6.35,6.41,6.41,6.20
6.43,6.51,6.53,6.43
6.53,6.52,6.65,6.45
6.59,6.42,6.59,6.40
6.44,6.50,6.54,6.40
6.52,6.63,6.67,6.50
6.58,6.28,6.62,6.24
6.30,6.35,6.42,6.30
6.35,6.29,6.41,6.26
6.37,6.49,6.57,6.30
6.52,6.48,6.61,6.46
6.50,6.40,6.50,6.40
6.44,6.56,6.56,6.44
6.58,6.80,6.82,6.58
6.83,6.66,6.90,6.65
6.68,6.60,6.74,6.48
6.63,6.66,6.72,6.61
6.60,6.21,6.60,6.21
6.21,6.01,6.23,6.01
5.98,6.13,6.14,5.93
6.15,6.14,6.18,6.06
6.13,6.26,6.28,6.10
6.24,5.98,6.24,5.98
5.99,5.97,6.01,5.94
5.97,5.99,6.03,5.97
6.03,6.05,6.08,6.02
6.03,6.01,6.04,6.00
6.03,6.04,6.05,6.02
6.04,6.05,6.07,6.04
6.05,6.05,6.08,6.00
6.04,6.05,6.06,6.03
6.08,6.09,6.10,6.07
6.10,6.08,6.10,6.01
6.09,6.01,6.09,6.00
6.03,6.15,6.20,6.03
6.16,6.30,6.32,6.12
6.32,6.41,6.44,6.31
6.43,6.58,6.58,6.22
6.55,6.38,6.56,6.34
6.40,6.28,6.40,6.13
6.31,6.33,6.37,6.19
6.36,6.51,6.59,6.33
6.46,6.52,6.52,6.45
6.55,7.05,7.24,6.55
7.05,7.40,7.44,6.90
7.43,7.52,7.52,7.25
7.55,7.40,7.56,7.20
7.42,7.71,7.79,7.34
7.66,7.81,7.81,7.51
7.78,7.69,7.80,7.69
7.94,7.90,8.03,7.72
7.88,7.83,7.88,7.80
7.80,7.72,7.80,7.71
7.70,7.80,7.82,7.52
7.76,7.77,7.83,7.71
7.80,7.85,7.89,7.79
7.91,7.80,7.92,7.76
7.78,7.70,7.78,7.67
7.72,8.06,8.11,7.72
8.05,8.15,8.28,8.05
8.20,7.99,8.20,7.93
7.96,7.90,7.96,7.75
7.91,7.83,8.00,7.80
7.82,7.94,8.00,7.82
7.97,7.91,7.97,7.88
7.93,7.72,7.95,7.47
7.69,7.72,7.77,7.69
7.70,7.41,7.70,7.27
7.47,7.52,7.59,7.45
7.50,7.23,7.50,7.15
7.21,7.00,7.23,6.92
6.95,7.23,7.30,6.95
7.25,7.22,7.41,7.12
7.20,7.19,7.22,7.17
7.18,7.22,7.26,7.14
7.24,7.54,7.55,7.19
7.52,7.28,7.53,7.22
7.29,7.44,7.44,7.29
7.42,7.71,7.76,7.41
7.71,7.64,7.74,7.63
7.66,7.61,7.71,7.60
7.63,7.59,7.70,7.57
7.64,7.67,7.75,7.60
7.64,7.58,7.67,7.57
7.56,7.58,7.58,7.55
7.65,7.59,7.75,7.57
7.55,7.57,7.57,7.51
7.59,7.35,7.60,7.35
7.37,7.38,7.38,7.34
7.43,7.36,7.43,7.26
7.38,7.19,7.38,7.19
7.20,7.25,7.27,7.20
7.24,7.25,7.34,7.23
7.28,7.22,7.28,7.20
7.20,7.26,7.30,7.20
7.26,7.32,7.33,7.25
7.30,7.45,7.45,7.30
7.45,7.34,7.45,7.33
7.32,7.34,7.40,7.32
7.34,7.28,7.40,7.20
7.25,7.25,7.25,7.18
7.22,7.28,7.42,7.22
7.25,7.22,7.25,7.01
7.21,7.15,7.23,6.97
7.16,7.23,7.23,7.10
7.16,7.16,7.21,7.16
7.15,7.14,7.18,7.10
7.14,7.20,7.28,7.12
7.16,7.08,7.22,7.05
7.10,7.20,7.31,7.10
7.20,7.18,7.26,7.07
7.23,7.18,7.23,7.15
7.15,7.18,7.21,7.15
7.22,7.04,7.22,7.04
7.05,6.99,7.12,6.98
7.03,6.95,7.03,6.94
6.98,6.79,6.99,6.78
6.85,6.98,7.04,6.79
6.88,6.97,7.04,6.88
7.00,6.96,7.00,6.94
6.99,6.88,6.99,6.85
6.88,6.93,6.95,6.83
6.96,6.85,6.96,6.84
6.86,6.89,6.94,6.85
6.92,6.85,6.92,6.83
6.90,6.92,6.99,6.85
6.89,6.88,7.01,6.80
6.91,6.85,6.94,6.82
6.84,6.90,6.99,6.81
6.96,7.01,7.15,6.85
7.05,7.25,7.37,6.89
7.01,6.64,7.01,6.55
6.62,6.80,6.92,6.60
6.81,6.90,6.90,6.70
6.89,6.85,7.07,6.60
6.82,6.82,6.99,6.74
6.81,6.56,6.84,6.44
6.61,6.70,6.77,6.55
6.73,6.72,6.95,6.61
6.72,7.07,7.15,6.66
7.14,7.38,7.40,7.05
7.44,8.12,8.24,7.42
8.12,8.05,8.14,7.91
8.06,7.94,8.11,7.90
8.12,8.50,8.73,8.09
8.41,8.39,8.50,8.31
8.42,8.91,8.97,8.36
9.00,9.00,9.21,8.98
9.14,8.92,9.27,8.80
8.80,8.93,9.10,8.80
8.95,8.82,9.04,8.77
8.84,8.05,8.91,7.99
8.00,7.88,8.24,7.73
8.06,8.32,8.36,7.88
8.52,8.28,8.55,8.22
8.24,8.19,8.48,8.06
8.24,8.25,8.39,8.13
8.28,8.16,8.29,8.13
8.16,8.11,8.18,7.98
8.15,7.90,8.18,7.84
7.89,7.74,7.91,7.60
7.72,7.99,8.00,7.59
8.03,7.86,8.05,7.69
7.89,8.21,8.25,7.89
8.13,8.13,8.16,7.97
8.17,8.06,8.17,7.99
8.03,8.22,8.23,7.91
8.19,8.00,8.25,8.00
8.07,8.31,8.33,8.00
8.33,8.18,8.33,8.12
8.19,8.14,8.25,8.10
8.05,7.95,8.12,7.90
