HUM,Humana Inc. Common Stock,NASDAQ
203.40,203.00,204.80,200.54
202.62,206.70,207.39,202.13
206.32,203.29,207.31,200.62
202.82,202.93,204.34,201.35
204.11,204.57,206.33,200.50
204.11,205.24,205.67,201.80
205.02,204.65,208.99,204.20
205.50,205.64,206.52,203.25
205.76,200.41,205.76,200.07
200.83,200.25,202.64,199.88
200.17,199.80,201.32,198.36
199.73,202.93,204.00,197.61
203.00,205.53,207.14,202.62
205.53,206.06,206.66,203.49
206.06,204.60,207.00,204.50
205.33,202.92,206.00,202.74
202.92,204.03,205.00,202.06
202.87,197.61,204.00,195.00
198.41,197.78,199.44,195.91
198.45,200.73,201.59,197.19
200.50,201.73,202.89,199.62
201.05,202.99,203.47,199.75
202.00,200.95,203.27,200.67
200.50,203.48,203.81,199.81
203.77,205.25,205.90,203.00
205.00,202.92,206.59,202.43
