HUM,Humana Inc. Common Stock,NASDAQ
57.34,56.93,57.65,56.50
56.95,57.36,57.73,56.69
57.47,59.35,59.48,57.30
57.59,59.29,59.39,57.59
59.19,58.36,59.35,57.96
58.10,57.80,58.53,57.39
58.26,58.01,58.40,57.79
58.06,57.80,58.38,57.56
57.69,57.99,58.23,57.50
58.00,58.60,59.01,57.82
58.67,60.08,60.41,58.40
60.21,58.18,60.21,58.04
58.24,57.97,58.68,57.77
58.32,59.54,59.89,58.21
59.24,58.95,59.52,58.76
58.74,61.21,64.21,57.96
61.80,60.54,62.45,59.75
59.17,58.74,60.44,58.51
58.47,58.31,58.82,57.97
58.33,58.57,59.23,58.16
57.85,58.58,58.63,57.80
58.45,58.31,59.02,58.24
58.35,58.72,58.88,57.70
58.60,59.46,59.50,58.59
59.49,60.55,60.66,59.47
60.46,61.78,61.92,60.44
61.25,61.44,61.90,60.66
63.95,63.95,67.00,63.29
63.47,62.92,64.70,62.87
61.28,62.72,63.70,61.28
62.99,62.60,63.17,62.36
66.49,65.01,66.82,64.90
65.05,63.26,65.29,63.26
63.17,63.31,64.40,62.65
63.99,64.34,64.65,63.78
64.50,64.56,64.96,63.79
64.62,63.04,65.00,62.66
63.22,63.18,63.86,62.30
63.20,64.65,64.67,62.95
64.10,63.79,64.18,63.21
63.71,64.45,64.73,63.54
63.99,63.52,64.19,62.66
62.40,64.01,64.30,62.02
63.80,62.89,64.07,62.83
63.85,64.12,64.43,63.49
65.00,64.91,65.94,64.75
65.64,65.24,65.73,64.57
65.77,64.79,66.37,64.77
64.63,65.79,66.03,64.06
65.93,66.30,66.52,65.83
66.43,66.08,67.13,66.01
66.29,66.10,66.40,65.53
66.10,66.74,66.75,65.80
67.09,68.77,68.85,66.97
68.62,69.94,70.00,68.07
69.78,69.99,70.33,69.51
70.00,70.98,71.06,69.82
69.99,70.38,71.08,69.33
70.50,69.63,70.55,69.48
69.38,69.83,71.08,69.38
69.97,70.13,70.63,69.52
69.95,69.35,70.24,69.18
69.36,70.58,70.70,69.35
71.27,70.71,71.27,70.32
70.52,71.19,71.33,70.08
71.37,70.78,71.40,70.16
70.13,69.62,70.13,69.21
69.74,70.55,70.79,69.70
71.25,71.40,71.66,71.10
72.48,72.34,74.65,72.03
72.32,72.68,72.75,71.80
75.96,76.69,77.80,75.50
76.68,75.82,77.06,75.14
76.74,77.35,77.48,76.00
77.48,76.12,77.75,75.70
76.55,76.48,77.06,75.00
76.18,75.42,76.38,75.38
75.60,75.26,75.95,75.14
73.65,75.24,76.11,72.50
76.03,76.95,77.28,75.99
77.04,77.09,77.79,76.91
77.16,78.18,78.28,76.94
77.87,78.50,78.77,77.41
78.11,78.50,78.53,76.65
78.50,78.33,79.60,77.67
78.08,78.54,79.24,77.35
78.15,77.66,78.41,77.36
77.88,80.05,80.16,77.66
80.33,79.44,80.38,79.28
79.68,79.79,80.42,79.24
79.13,79.24,79.80,78.33
79.27,78.00,79.32,77.26
77.67,77.52,78.98,77.25
77.30,79.28,79.58,76.69
79.46,79.40,79.78,78.61
79.86,80.53,80.79,79.86
80.47,79.91,80.83,79.90
79.95,80.01,80.78,79.49
79.11,78.02,79.48,78.00
77.14,77.11,77.73,76.82
77.51,77.29,78.11,77.26
77.19,77.71,78.53,76.61
78.37,79.99,80.81,77.73
79.52,78.19,79.88,77.71
78.32,78.22,79.15,78.22
78.96,79.71,80.25,78.48
79.45,78.27,80.18,78.23
78.46,78.20,78.90,77.17
78.86,77.51,79.28,77.28
77.09,80.26,80.37,77.09
80.88,81.64,82.00,80.35
81.69,81.62,83.40,81.50
80.85,81.46,81.61,79.01
81.44,80.38,81.59,79.92
80.50,80.92,81.29,79.67
81.21,82.55,82.90,80.94
82.94,81.57,82.94,81.45
81.85,80.54,82.31,80.46
80.90,83.12,83.22,80.90
83.30,83.02,83.42,82.05
83.01,83.55,84.32,82.39
83.96,81.74,84.02,81.40
80.83,80.82,81.05,79.82
80.08,79.87,80.16,79.48
79.71,80.40,81.53,79.65
80.40,80.90,82.27,80.40
81.14,80.98,81.95,80.69
81.16,80.55,81.31,80.20
80.33,80.47,80.88,79.29
80.61,79.74,80.61,79.02
80.06,79.45,80.19,78.53
79.89,79.83,80.97,79.61
79.81,79.59,80.28,79.32
79.18,79.10,80.05,78.78
79.57,79.10,79.93,78.26
78.37,74.77,78.37,74.63
74.99,75.00,76.40,74.47
74.17,74.58,75.29,71.27
78.69,72.36,78.76,70.43
72.26,73.07,75.11,71.60
72.87,73.27,73.50,69.79
72.26,70.09,72.82,70.07
70.47,70.92,71.62,68.75
69.23,65.65,69.67,65.50
67.63,71.75,71.90,66.76
70.40,69.71,72.55,68.88
69.40,74.09,75.07,69.16
74.52,74.21,75.45,73.64
75.10,74.04,75.39,72.84
73.10,74.53,75.04,72.90
74.99,74.29,76.05,73.67
72.16,72.04,72.57,70.79
70.85,69.76,72.52,69.45
71.32,69.66,71.46,69.25
69.88,71.87,71.90,69.13
71.42,72.67,73.28,71.16
73.27,70.79,73.74,70.49
70.54,73.29,73.42,68.58
74.21,74.89,74.91,73.33
74.89,76.80,77.26,74.20
77.18,77.64,78.81,76.83
77.69,76.35,78.68,76.02
74.92,74.18,75.96,74.14
71.83,74.03,74.38,71.36
75.33,76.48,76.94,74.77
76.06,75.44,77.34,75.16
74.60,72.46,74.75,71.97
71.66,73.50,73.73,71.21
74.02,76.60,77.01,72.90
76.51,77.82,78.86,74.57
78.47,78.26,78.65,76.34
78.75,79.40,79.53,77.38
78.26,79.24,79.60,77.85
79.59,76.87,79.80,76.74
76.55,75.00,77.71,74.95
72.57,76.27,76.69,72.57
75.26,77.08,77.80,75.18
77.81,78.63,79.00,76.65
79.81,79.41,80.64,78.52
79.51,76.33,79.51,76.14
77.50,75.07,77.72,73.62
74.20,72.73,74.89,72.69
72.72,69.16,72.72,67.40
68.20,68.43,68.59,65.20
68.43,69.54,70.45,68.05
69.74,70.38,70.89,69.21
71.03,70.11,71.37,69.22
71.38,72.35,72.37,71.12
71.49,71.81,72.50,71.21
73.22,74.77,75.82,73.22
74.62,74.02,75.59,73.30
74.95,75.17,75.19,73.99
74.71,74.22,75.86,74.09
73.56,73.56,74.60,71.60
73.66,74.09,75.59,73.36
74.54,74.29,74.74,73.10
75.20,76.29,76.33,74.92
79.09,79.93,81.49,78.73
79.82,79.70,80.55,79.14
80.60,80.54,81.19,79.65
82.60,80.93,82.81,79.89
80.24,80.35,81.39,80.01
82.75,84.89,87.32,82.01
82.81,83.76,84.36,82.76
84.56,85.92,86.66,83.88
86.93,86.62,87.04,85.60
86.22,86.58,86.89,84.89
87.01,87.15,88.32,86.09
87.41,87.15,87.47,85.71
85.84,86.31,87.15,85.58
86.89,86.57,87.11,84.96
87.38,88.11,88.33,87.38
87.51,87.72,88.60,86.79
87.65,88.66,89.22,87.08
88.93,85.03,89.06,84.91
84.69,84.79,86.20,83.94
86.44,85.12,86.50,84.85
84.13,83.94,84.67,83.50
83.68,84.44,85.16,83.30
83.59,82.01,83.59,81.50
81.93,80.89,82.43,80.89
83.19,84.16,84.61,82.88
84.34,85.48,86.75,84.34
87.56,88.68,88.68,86.54
87.99,89.03,89.38,87.99
89.98,89.11,90.00,87.98
90.04,86.87,90.76,86.02
87.10,86.56,87.39,85.80
86.38,86.82,87.28,85.36
86.51,85.37,87.16,85.24
86.13,86.85,87.07,85.93
86.49,86.54,87.42,85.98
87.01,86.00,88.23,85.66
85.94,84.54,86.52,84.38
85.11,84.59,85.88,84.41
85.31,84.75,86.33,84.47
84.71,84.67,85.62,84.42
85.82,86.63,86.73,85.46
86.43,87.93,88.05,86.26
87.99,88.27,88.77,87.77
88.81,89.60,89.86,88.56
89.70,89.83,90.95,89.28
89.91,87.63,90.40,87.37
88.03,88.25,88.77,87.59
88.40,87.61,88.40,87.50
89.21,88.33,89.50,87.84
88.34,89.93,90.39,87.78
89.43,91.68,91.76,89.20
91.98,92.25,94.85,91.75
92.98,93.25,93.45,91.78
93.87,94.31,94.99,93.72
94.44,94.52,94.77,93.20
94.88,93.89,94.88,93.41
93.69,94.71,94.76,93.18
95.75,95.50,96.46,95.08
95.69,94.52,95.78,93.64
94.44,94.94,95.45,94.00
93.92,92.15,94.36,90.95
92.29,91.78,93.63,91.19
91.53,90.82,92.15,90.53
89.93,89.55,90.28,86.35
89.85,87.11,89.99,84.55
86.99,88.26,88.82,86.91
87.37,88.19,88.35,86.76
88.83,89.02,89.93,88.43
89.64,91.65,93.00,89.05
91.41,90.28,91.41,89.51
91.01,90.12,91.60,88.69
87.35,85.25,87.72,84.51
85.25,86.17,86.22,84.82
86.13,85.15,86.40,84.75
85.16,85.16,85.54,84.04
84.74,85.74,86.05,84.36
86.02,86.89,87.23,85.52
86.88,88.60,89.34,86.70
89.30,87.50,89.72,87.26
87.32,87.79,88.10,86.91
87.90,88.61,89.23,87.90
90.49,90.14,93.00,89.32
91.69,89.16,91.69,88.09
88.89,87.78,89.61,87.68
87.68,89.00,89.09,87.65
89.24,88.65,91.60,88.58
88.66,88.57,89.27,87.83
88.14,87.10,88.95,87.02
87.11,87.72,88.07,86.85
87.45,87.24,88.04,86.93
86.83,87.48,87.93,86.79
86.58,85.71,87.86,85.17
85.79,86.44,86.94,85.38
87.00,87.80,88.08,86.74
87.70,87.06,88.26,86.52
86.63,86.26,87.27,86.02
86.65,86.96,87.13,85.69
86.66,87.30,88.41,86.54
87.41,87.02,88.00,86.53
86.95,86.64,87.30,86.53
86.24,87.17,87.76,86.10
86.86,85.34,86.91,85.28
85.41,85.30,85.75,85.26
84.91,85.30,85.60,84.68
85.41,85.91,85.99,84.87
85.66,87.99,87.99,85.05
87.87,88.10,88.41,86.56
88.12,88.64,89.26,87.93
87.89,91.54,93.36,87.82
91.76,92.48,93.34,91.15
92.49,91.85,92.55,91.07
92.04,91.00,92.37,90.80
90.61,90.81,91.41,90.14
90.53,91.27,91.46,90.13
90.32,89.21,90.32,89.19
89.09,87.84,89.56,87.66
88.66,89.33,89.52,88.29
89.38,89.85,90.11,88.53
89.33,88.61,89.66,88.56
88.66,87.46,88.79,87.30
87.71,88.36,88.56,86.76
87.87,88.43,88.73,86.43
88.47,89.75,90.64,87.92
89.96,90.00,90.81,89.49
89.24,89.24,89.46,88.34
89.19,88.84,89.22,88.39
89.35,88.73,89.94,88.35
86.50,89.17,89.88,86.20
89.70,87.82,89.97,87.73
82.98,80.68,83.90,79.60
81.26,84.33,85.07,81.10
83.54,83.96,85.18,83.54
82.87,81.39,83.42,80.23
81.23,80.23,81.55,80.05
79.62,81.22,81.49,79.50
80.53,81.39,81.76,80.07
79.74,79.11,80.37,79.00
79.56,79.40,80.63,79.23
79.06,78.32,79.65,78.23
77.55,77.77,78.10,77.14
77.80,76.98,77.93,76.86
77.24,76.06,77.56,75.92
76.19,75.68,76.72,75.13
75.80,74.53,75.88,74.20
74.51,75.75,75.99,73.71
76.69,76.83,78.18,76.52
76.52,76.97,77.24,75.75
77.12,77.31,78.34,76.44
75.65,77.28,78.27,75.65
77.78,77.65,77.93,77.11
77.11,76.82,77.83,76.64
76.78,76.39,76.97,75.78
75.28,75.90,76.59,75.02
76.72,77.12,77.20,75.63
76.88,77.77,78.25,76.23
78.18,78.99,79.26,78.11
78.01,77.08,79.10,76.98
76.81,79.41,79.64,76.80
79.58,78.54,79.74,78.27
78.81,78.74,79.05,77.79
78.76,78.40,79.08,78.08
78.64,79.02,79.54,78.09
78.79,78.70,80.00,78.55
78.29,79.32,79.48,77.61
79.53,79.83,80.53,78.38
79.94,79.99,80.09,79.22
80.28,78.48,80.33,78.40
79.11,79.58,79.96,78.03
79.33,79.05,80.25,78.50
78.94,78.38,79.21,78.16
79.23,79.54,80.36,78.70
79.56,79.56,81.35,75.77
81.25,77.44,81.42,76.88
77.69,76.98,78.20,76.19
76.99,77.03,77.45,76.67
77.24,76.27,77.85,75.90
76.13,76.48,76.58,75.65
77.62,76.31,77.79,75.80
76.37,75.84,76.74,75.52
75.75,74.50,75.90,74.38
74.35,73.61,74.58,72.82
73.69,75.41,75.57,73.55
75.35,74.50,75.35,74.24
74.63,73.50,74.98,73.37
73.33,73.41,73.60,72.66
74.23,73.52,75.48,73.03
73.17,73.62,74.51,73.17
72.81,72.44,72.81,71.79
72.33,72.08,72.58,70.60
69.60,70.07,70.65,68.45
70.73,68.20,70.75,67.98
67.40,70.52,70.70,67.20
70.53,70.55,70.88,69.65
64.12,61.60,66.28,59.92
61.29,63.91,66.51,60.95
63.90,62.88,63.90,62.00
63.33,62.70,63.80,62.33
62.98,63.25,63.48,62.42
63.25,64.67,64.70,63.23
64.33,67.64,67.70,63.90
67.69,66.84,68.29,66.47
66.76,67.62,67.78,66.53
67.81,66.95,67.85,66.11
67.15,66.69,67.50,66.40
67.10,67.72,68.04,66.45
67.76,67.93,67.99,67.12
67.89,67.80,68.00,67.29
68.13,68.24,69.39,67.92
68.22,68.24,68.62,67.92
68.10,68.89,69.00,67.66
68.75,69.23,69.56,68.35
69.10,69.95,70.06,68.82
69.89,70.02,70.07,68.84
69.81,69.91,70.23,69.52
69.73,70.73,70.95,69.60
70.19,68.94,70.19,68.82
69.26,70.08,70.25,69.26
70.92,69.72,71.30,69.35
70.37,70.42,71.18,69.94
70.83,71.67,71.75,70.71
71.69,72.23,72.24,71.40
72.26,70.10,72.44,70.06
70.26,70.10,71.00,70.04
70.36,68.84,70.51,68.81
68.85,69.41,69.52,67.97
69.76,71.12,71.44,69.75
70.95,70.63,71.25,70.16
70.71,69.83,71.27,69.76
69.94,69.81,70.41,69.77
69.40,69.92,70.02,69.00
70.12,70.28,70.30,69.48
70.03,70.30,70.41,69.41
70.17,70.77,71.20,70.12
70.44,69.67,71.12,69.40
69.98,70.40,70.72,69.47
70.10,70.15,70.66,69.67
70.55,71.32,71.73,70.28
71.89,72.71,72.78,71.58
73.01,74.08,74.16,72.86
74.85,74.85,76.84,74.85
75.23,74.05,75.40,73.56
74.07,74.22,75.02,73.73
74.05,74.79,75.05,73.72
74.83,74.55,75.49,74.43
74.79,75.33,75.63,74.79
75.59,74.82,76.27,74.39
74.88,74.73,75.49,73.89
74.57,75.11,75.49,74.02
75.61,74.81,75.78,74.21
74.76,75.72,75.87,74.76
75.27,74.98,75.29,74.51
74.76,76.20,76.32,74.75
75.52,74.70,75.52,73.92
75.10,75.35,75.57,74.72
76.65,75.55,76.99,74.95
75.54,74.47,75.81,74.06
74.46,74.27,75.19,73.71
74.39,75.94,76.20,74.39
76.10,75.21,76.53,75.20
75.88,75.52,76.77,72.88
75.52,76.16,77.02,74.57
70.83,70.16,71.84,68.07
70.17,69.13,70.78,68.46
68.52,68.77,69.51,68.33
68.81,69.16,69.30,68.48
68.80,68.29,69.03,68.13
68.48,66.62,68.94,66.48
66.48,66.11,67.28,65.75
66.38,65.50,66.80,65.17
65.89,66.95,66.97,65.89
66.78,66.66,66.97,65.99
66.65,66.56,66.70,65.89
66.49,66.69,67.18,66.18
66.20,66.12,66.48,65.40
65.78,64.39,66.30,64.38
64.20,65.14,65.25,63.93
65.15,65.73,65.97,65.15
65.69,65.41,65.80,65.14
65.75,65.06,66.36,64.85
65.16,65.14,66.13,65.07
65.35,65.06,65.82,64.46
65.05,65.19,65.21,64.56
65.49,66.65,66.72,65.48
66.37,67.00,67.36,66.12
67.15,67.81,68.15,66.68
67.85,67.60,68.67,67.49
67.50,66.87,68.19,66.78
65.85,66.11,66.79,65.78
66.12,66.80,67.42,66.07
67.05,68.33,68.51,66.79
68.49,67.81,68.49,67.81
67.91,68.23,68.61,67.68
67.69,68.39,68.42,67.31
68.42,68.12,68.60,67.76
68.22,68.40,68.76,67.84
68.37,68.00,68.60,67.53
67.63,67.51,68.17,67.30
67.26,68.63,68.75,66.76
69.74,68.44,70.10,68.10
68.26,66.25,68.28,66.07
66.83,67.47,67.75,66.45
67.14,67.28,67.80,66.65
67.25,66.01,67.78,65.99
66.21,66.91,67.09,66.20
67.34,69.24,69.48,67.25
69.67,69.56,69.77,68.75
69.60,70.24,70.36,69.40
69.87,71.58,71.75,69.78
71.40,70.76,71.57,70.62
70.76,71.51,71.70,70.62
71.66,71.40,71.74,71.20
71.26,71.93,71.99,70.70
71.93,72.58,72.58,71.52
72.61,73.86,73.95,72.48
74.00,74.93,74.97,73.52
75.13,74.76,75.26,74.57
74.54,74.52,74.82,74.01
74.29,74.37,74.90,74.03
74.10,74.36,74.60,73.33
74.77,75.35,75.39,73.98
75.45,78.86,79.96,75.02
79.25,80.63,80.70,78.93
80.53,81.24,81.32,80.11
81.20,81.52,81.63,80.47
81.87,81.35,81.87,81.19
81.16,80.18,81.20,79.96
80.40,79.20,80.63,78.82
79.48,78.09,79.48,77.70
78.08,77.83,78.17,77.73
77.87,77.99,78.82,77.53
69.97,73.01,73.34,69.78
73.25,72.60,73.42,72.26
72.74,72.65,73.72,71.82
72.64,70.61,72.94,70.27
70.78,69.66,71.21,69.66
69.71,68.96,69.81,67.82
68.91,69.21,69.36,68.09
69.14,68.26,69.50,68.01
68.05,67.88,68.26,67.52
67.55,66.85,67.78,66.65
66.95,67.44,67.78,66.88
67.46,67.00,67.77,66.68
67.09,67.39,67.71,67.01
67.47,68.03,68.60,67.23
67.74,68.33,68.49,67.74
68.26,68.54,68.54,67.61
68.49,68.84,68.89,67.95
68.90,69.23,69.27,68.41
69.31,69.79,69.79,69.06
69.35,70.36,71.37,68.99
70.49,70.27,71.07,70.04
70.72,69.45,71.18,69.31
69.07,68.36,69.66,67.86
67.56,67.10,68.07,65.88
67.25,66.70,67.31,66.17
66.70,66.70,67.48,66.44
66.85,68.72,69.80,66.80
68.63,69.11,69.45,68.05
69.34,75.02,75.67,69.07
82.47,79.11,82.47,78.66
79.18,79.81,81.41,78.83
79.79,79.60,81.28,79.02
78.50,78.27,79.58,77.60
78.35,77.67,78.35,77.04
77.91,78.03,78.61,77.49
78.49,78.83,79.35,78.41
79.00,78.82,79.19,78.43
78.55,77.56,78.74,77.25
77.24,75.94,78.42,75.90
76.44,76.25,77.34,75.58
75.81,74.55,76.14,74.40
72.88,72.21,72.88,70.58
72.51,73.05,73.45,71.65
72.99,72.32,73.36,72.12
72.54,72.88,73.72,72.23
73.40,72.10,73.71,71.95
72.39,73.05,73.07,72.19
72.86,73.49,74.00,72.86
73.56,73.12,74.00,73.09
73.15,74.11,74.15,72.13
76.18,77.56,79.88,76.09
77.62,75.31,77.94,74.92
75.47,73.93,76.00,73.63
75.90,75.49,77.12,75.45
75.50,76.88,77.32,74.81
76.79,78.73,78.82,76.69
78.44,78.06,79.01,76.88
78.12,80.09,80.27,77.98
79.82,79.77,80.17,78.79
79.63,79.49,80.21,79.13
79.12,79.50,79.89,78.54
79.18,79.35,80.00,78.85
79.37,80.45,81.39,79.05
80.34,79.62,80.34,79.46
79.52,79.52,80.05,78.84
79.40,79.17,80.55,78.65
78.46,79.84,80.01,77.98
79.42,78.93,79.65,78.23
79.39,80.55,80.98,79.34
80.31,81.22,81.44,80.15
81.25,83.03,83.40,80.72
82.75,80.78,82.91,80.66
81.17,80.63,81.17,79.33
80.46,80.18,81.25,80.00
80.00,79.20,80.37,78.55
79.20,79.98,80.03,78.79
80.44,81.02,81.19,79.82
81.06,81.77,82.11,81.04
81.01,81.39,82.29,80.36
81.78,80.91,82.00,80.76
80.90,81.46,81.87,80.15
81.32,80.93,82.05,80.80
81.26,82.24,82.44,81.15
82.09,83.60,83.71,82.03
83.60,84.16,85.36,83.38
83.51,83.63,84.79,83.15
