URI,United Rentals,NASDAQ
108.68,108.00,109.63,107.25
108.68,107.03,108.83,103.71
106.88,106.30,107.40,105.36
105.59,105.05,107.16,104.65
104.88,107.14,108.24,104.22
107.42,105.71,107.49,105.56
106.18,106.27,107.68,105.64
106.46,107.25,108.06,106.14
107.06,108.48,108.62,106.95
108.26,106.86,108.98,106.11
107.46,108.06,108.53,107.46
108.50,108.58,109.31,108.25
108.76,106.21,109.55,105.73
106.58,106.70,107.77,105.87
107.10,105.58,107.55,104.70
107.88,109.31,110.79,107.30
109.50,109.87,110.50,108.40
109.90,110.15,111.81,108.22
110.29,109.38,111.00,108.91
108.12,106.16,108.90,106.12
106.81,108.90,110.61,106.81
108.91,109.26,109.99,107.69
109.00,106.54,109.35,105.33
106.50,107.05,108.30,106.24
