URI,United Rentals,NASDAQ
10.80,10.46,10.94,10.43
10.46,10.68,10.76,10.13
10.69,10.53,10.92,10.50
10.23,9.51,10.24,9.39
9.53,9.32,9.75,9.28
9.32,8.91,9.35,8.55
8.99,8.53,8.99,8.43
8.75,8.29,8.87,8.20
8.34,8.83,8.93,8.22
8.95,9.10,9.12,8.87
9.24,9.59,9.84,9.21
9.52,9.51,9.71,9.27
9.77,10.17,10.30,9.72
10.01,10.43,10.46,10.01
10.42,10.57,10.61,10.14
10.44,10.25,10.50,10.13
10.31,10.40,10.40,10.06
10.15,10.57,10.61,10.05
11.93,11.85,12.31,11.53
11.86,12.50,12.79,11.86
12.40,12.85,12.90,12.39
12.78,13.22,13.67,12.71
13.43,13.10,13.57,12.86
13.07,12.76,13.23,12.69
12.97,13.11,13.43,12.75
12.85,13.18,13.38,12.73
13.52,13.37,13.70,13.19
13.20,13.40,13.61,13.06
13.40,13.89,13.98,13.39
13.69,13.41,13.69,13.28
13.42,13.47,13.68,12.90
13.57,13.73,13.76,13.43
13.46,13.21,13.63,12.89
12.77,12.26,12.78,12.16
11.93,12.09,12.12,11.69
12.00,12.03,12.17,11.93
11.86,12.26,12.35,11.81
12.45,12.62,12.89,12.36
12.54,12.95,13.08,12.33
12.85,12.80,12.88,12.55
12.69,12.41,12.88,12.35
12.60,11.93,12.73,11.89
11.68,11.61,11.82,11.33
11.41,11.50,11.58,11.11
11.53,11.31,11.89,11.26
11.48,11.84,11.89,11.04
11.70,11.23,11.77,11.22
11.12,11.25,11.43,10.89
11.48,11.93,11.95,11.30
11.92,12.39,12.46,11.82
12.75,12.93,13.08,12.70
12.81,12.64,12.92,12.60
12.66,13.06,13.17,12.59
13.35,13.11,13.52,13.06
13.14,13.66,13.77,13.09
13.78,13.80,14.05,13.72
13.73,13.97,14.07,13.51
13.91,13.95,14.03,13.69
13.89,13.89,14.00,13.44
14.01,14.01,14.28,13.71
14.09,14.48,14.52,13.94
14.50,14.38,14.90,14.34
14.27,14.35,14.62,14.25
14.13,14.06,14.53,13.92
14.35,14.52,14.53,14.34
14.55,14.63,14.75,14.42
14.63,14.80,14.82,14.29
14.74,14.79,14.90,14.45
14.91,14.84,15.41,14.48
14.98,14.95,15.11,14.57
14.91,14.53,15.01,14.46
14.78,14.87,14.99,14.59
14.89,14.69,15.05,14.48
14.83,14.89,14.99,14.49
14.88,14.78,15.28,14.68
14.82,15.05,15.30,14.70
15.19,16.07,16.26,15.19
16.27,16.44,16.71,16.10
16.47,16.46,16.49,15.92
16.85,16.28,16.95,16.12
16.28,16.66,16.75,16.12
16.36,16.00,16.38,15.79
17.23,17.60,18.00,16.75
17.90,18.32,18.69,17.69
18.33,18.47,18.53,17.75
18.61,18.86,19.03,18.52
18.68,18.60,19.13,18.44
18.52,18.87,18.94,18.27
19.06,18.50,19.14,18.46
18.43,18.79,18.87,18.30
18.98,18.94,19.26,18.72
19.27,19.37,19.55,19.10
19.40,19.36,19.55,19.07
19.70,19.94,20.13,19.57
20.05,20.06,20.30,19.80
19.88,20.34,20.38,19.81
20.49,20.18,20.75,20.00
20.13,20.38,20.40,19.71
19.95,20.22,20.34,19.58
20.03,19.64,20.52,19.24
19.89,19.78,20.45,19.75
19.81,19.06,19.81,18.85
19.05,19.59,19.76,19.05
20.15,19.84,20.28,19.83
19.73,19.87,20.07,19.64
19.68,19.91,19.97,19.49
19.53,19.84,20.01,19.43
20.06,20.62,20.77,19.99
20.14,20.55,20.69,20.06
20.38,20.19,20.57,19.85
19.85,19.62,20.09,19.39
20.14,20.22,20.40,19.81
20.31,20.80,20.92,20.26
20.62,21.41,21.53,20.54
21.22,21.63,21.79,21.21
22.00,21.61,22.30,21.46
22.04,22.66,23.12,21.86
22.95,23.08,23.40,22.67
23.22,23.51,23.69,23.01
23.60,22.66,23.65,22.57
22.89,22.46,23.12,22.39
22.46,21.95,22.73,21.63
21.96,22.50,22.67,21.87
22.57,22.16,22.57,22.00
22.29,22.26,22.37,21.93
21.66,22.83,22.95,21.58
22.91,22.65,23.06,22.32
22.78,22.75,22.91,22.48
22.60,22.72,22.83,22.36
22.74,22.71,22.77,22.37
22.74,22.72,22.99,22.55
22.65,22.75,22.99,22.60
22.70,22.75,23.04,22.67
23.14,22.87,23.24,22.66
23.12,23.69,23.77,22.87
23.55,24.48,24.65,23.48
24.59,24.46,24.98,24.41
24.67,25.25,25.49,24.66
25.10,25.18,25.45,24.76
25.43,25.11,25.49,24.89
25.43,25.11,25.47,24.95
25.16,25.55,26.07,25.03
25.55,26.49,26.57,25.54
26.27,26.44,26.93,26.09
26.45,25.45,26.59,25.23
25.25,24.89,25.87,24.81
25.21,25.30,25.69,24.92
25.15,26.12,26.28,25.15
25.98,26.17,26.45,25.84
26.26,27.37,27.52,26.03
27.49,27.71,27.84,27.18
27.64,26.49,27.71,26.17
26.60,26.65,27.23,26.53
27.24,27.53,27.66,26.77
27.76,28.70,29.93,27.64
28.52,29.77,29.88,28.15
29.70,30.50,30.53,29.69
30.31,31.14,31.57,30.23
31.14,30.90,31.19,30.63
30.94,31.14,31.62,30.56
30.88,31.58,31.61,30.74
31.50,31.25,31.98,31.15
32.11,32.97,33.63,31.46
32.64,32.17,32.76,32.06
32.40,32.47,33.01,32.38
32.43,33.18,33.36,32.28
33.34,32.65,33.37,32.57
32.07,31.29,32.58,30.79
31.41,30.42,31.47,29.32
30.51,30.03,30.90,29.42
30.90,32.19,32.31,30.64
32.31,30.98,32.66,30.59
31.13,30.24,31.18,29.95
30.29,31.07,31.22,29.93
31.75,32.06,32.95,31.75
31.97,31.77,32.29,31.46
31.83,31.10,32.00,30.34
31.12,31.49,31.90,30.66
31.30,31.16,31.41,30.85
30.60,30.04,30.66,29.75
30.00,30.40,30.60,29.69
29.79,30.37,30.50,29.40
28.94,30.37,30.68,28.80
30.41,30.29,31.52,29.84
31.04,30.86,31.50,30.75
31.40,30.52,31.78,30.49
31.17,31.83,31.97,30.97
32.00,31.14,32.15,30.99
30.92,31.36,31.82,30.37
31.75,31.90,32.03,31.19
32.03,32.48,33.14,31.79
32.60,32.36,32.71,32.06
32.40,32.40,32.62,31.86
32.60,32.72,33.06,32.42
32.71,33.28,33.42,32.68
33.72,33.78,34.13,33.16
34.02,33.73,34.11,33.53
33.61,34.09,34.34,33.49
34.52,33.81,34.78,33.41
33.75,33.00,33.85,32.62
33.99,32.28,33.99,31.85
32.13,31.88,32.28,31.62
31.64,31.43,31.94,31.20
31.80,31.72,32.05,31.42
31.21,31.56,31.72,30.98
31.63,32.03,32.32,31.42
31.39,30.65,31.60,30.06
30.91,31.50,31.58,30.88
30.39,28.37,30.50,27.80
28.59,29.72,30.32,28.53
29.67,29.15,29.76,29.00
29.21,29.36,29.95,29.11
29.34,29.50,29.74,28.46
29.49,28.97,29.56,28.82
29.29,29.42,29.53,28.78
29.57,29.25,29.87,29.12
29.07,28.32,29.21,27.86
28.38,27.36,28.39,26.89
27.16,27.33,28.15,26.83
27.95,27.64,28.57,27.50
27.39,27.27,27.75,27.00
27.48,28.06,28.28,27.48
27.88,27.13,28.02,26.83
26.99,26.67,27.09,26.58
26.75,26.07,26.92,25.82
25.91,25.95,26.51,25.73
25.69,25.06,25.87,24.91
25.16,25.61,25.89,25.08
25.87,25.55,26.00,25.40
25.40,25.17,25.50,24.89
24.58,24.42,24.73,24.26
24.42,24.24,24.97,24.22
24.35,25.19,25.34,24.28
24.98,25.44,25.50,24.84
25.54,25.69,26.25,25.54
26.08,27.34,27.43,26.08
27.25,25.55,27.25,25.42
25.91,25.43,25.98,25.17
24.81,24.60,25.38,24.47
24.60,23.90,24.91,23.76
24.14,23.68,24.44,23.66
23.50,22.18,23.71,22.13
22.17,22.83,23.34,22.15
22.62,22.32,22.77,22.24
22.37,22.50,22.89,22.32
22.91,23.96,24.22,22.65
23.70,23.21,24.48,23.05
23.20,23.24,23.65,22.97
23.67,23.25,23.90,23.11
23.17,23.21,23.51,22.77
23.51,24.15,24.63,23.51
24.04,24.12,24.80,23.95
23.67,23.78,23.99,23.19
23.85,22.96,24.11,22.89
22.98,23.23,23.45,22.68
23.36,24.38,24.42,23.35
24.33,24.41,24.58,23.98
24.47,25.40,25.63,24.34
25.49,26.69,26.89,25.25
26.63,25.85,26.80,25.72
25.81,25.15,25.81,25.00
25.55,26.62,27.21,25.55
26.27,25.93,26.27,25.48
25.33,24.86,25.59,24.58
24.78,24.62,25.19,24.53
24.65,23.81,24.87,23.69
23.93,23.29,24.30,23.05
23.51,23.01,23.51,22.80
22.91,22.34,23.02,21.98
22.70,23.01,23.23,22.44
23.90,24.86,25.68,23.66
25.13,25.64,25.81,24.99
25.66,26.49,26.93,25.24
26.01,25.65,26.32,25.53
25.46,25.22,25.61,24.88
24.87,23.79,24.90,23.58
23.77,23.27,24.31,23.20
22.84,23.01,23.35,22.05
23.58,22.38,23.63,21.55
22.04,20.75,22.35,20.50
20.59,20.50,21.02,19.82
20.00,17.44,20.00,17.37
18.37,17.65,18.92,17.26
17.37,14.75,17.37,14.51
15.25,15.74,16.29,14.30
15.06,14.64,15.44,14.60
14.85,16.13,16.44,14.70
16.70,16.90,17.19,16.42
17.07,17.41,17.68,17.07
17.20,17.10,17.72,17.05
17.20,16.79,17.45,16.53
15.42,14.19,15.78,13.70
13.79,13.11,14.58,12.81
13.49,13.34,13.65,12.92
13.44,14.30,14.32,13.16
14.25,14.65,14.82,14.07
14.82,14.95,15.34,14.57
14.68,16.21,16.40,14.41
16.54,17.18,17.24,16.45
17.02,16.95,17.20,16.46
17.15,16.68,17.46,16.37
16.85,16.48,17.25,16.43
15.93,15.51,16.14,15.23
14.48,15.61,15.68,14.48
16.04,17.25,17.75,15.90
17.00,16.75,17.44,16.64
16.40,15.87,16.52,15.61
15.47,15.64,16.02,15.11
15.81,16.50,16.70,15.80
16.77,17.48,17.84,16.59
17.79,18.23,18.25,17.25
18.54,18.67,18.73,17.96
17.96,18.34,18.66,17.57
18.42,17.87,19.12,17.80
17.90,16.68,18.08,16.56
15.80,15.78,16.45,15.17
15.70,16.11,16.36,15.55
16.45,17.02,17.08,15.74
17.64,17.87,18.50,17.50
18.00,17.16,18.21,17.13
17.79,17.17,18.03,16.65
16.72,16.84,17.53,16.51
16.65,15.86,17.30,15.74
15.57,17.75,17.78,15.14
17.75,18.90,19.07,17.62
18.84,20.04,20.23,18.63
20.18,19.62,20.55,19.10
20.26,20.35,20.97,19.78
20.02,20.54,20.93,20.00
20.84,20.57,21.20,20.48
20.37,20.92,21.14,20.18
21.41,21.50,22.01,21.25
21.31,20.24,21.43,20.11
20.10,21.06,21.19,19.76
22.94,23.22,24.40,22.45
23.17,24.12,24.54,22.96
24.66,24.01,24.76,23.12
24.17,24.82,25.23,24.16
24.51,23.52,24.79,23.48
24.02,23.63,24.25,22.61
24.91,24.75,25.29,24.49
24.44,24.36,24.94,23.83
23.87,23.41,24.11,23.30
22.54,22.68,23.58,22.30
23.23,23.49,23.80,22.96
23.99,24.67,24.81,23.39
24.26,24.60,24.88,23.90
24.54,24.41,24.68,23.72
24.54,25.40,25.48,24.31
24.34,23.94,25.30,23.76
24.50,25.82,26.20,24.40
26.24,26.44,26.60,25.99
26.30,26.23,26.57,25.82
26.07,26.66,26.84,25.80
26.28,26.46,27.32,26.20
26.50,25.19,26.71,24.94
25.30,25.40,25.85,25.07
24.60,24.98,25.26,24.54
24.77,25.13,25.64,24.75
24.69,24.31,24.83,23.97
24.14,24.18,24.73,24.07
25.22,25.69,26.21,25.08
25.85,26.00,26.14,25.54
26.70,28.14,28.23,26.54
28.12,27.91,28.65,27.82
28.35,27.96,28.76,27.82
28.55,28.00,28.76,27.76
27.95,27.49,28.00,27.00
27.19,27.45,27.65,26.71
27.35,27.15,28.26,26.89
27.20,27.79,28.08,27.09
27.35,27.23,27.40,26.62
27.51,26.27,27.86,25.91
25.96,25.75,26.31,25.44
26.23,26.04,26.50,25.78
27.12,27.89,28.00,26.00
28.36,28.31,29.00,28.17
28.82,29.86,30.00,28.71
29.80,30.30,30.58,29.35
30.33,29.77,30.73,29.41
30.03,30.23,30.50,29.72
30.08,30.31,30.42,29.69
30.19,29.38,30.30,29.00
29.55,29.59,30.00,29.38
29.59,29.55,30.14,29.29
30.25,28.96,30.42,27.88
29.19,29.78,29.97,28.51
29.44,29.93,30.01,28.82
29.85,29.63,30.08,29.30
29.82,29.47,30.17,29.42
30.43,31.41,32.21,30.15
31.16,31.27,31.59,31.11
31.54,31.25,31.74,30.67
30.64,31.09,31.34,30.52
31.76,31.84,32.10,31.46
32.22,34.77,35.03,32.22
34.90,34.69,35.41,34.22
34.61,34.48,34.81,33.54
34.45,33.72,35.15,33.26
33.55,33.97,34.44,32.84
33.70,34.77,34.96,33.43
37.83,37.87,38.62,37.25
37.86,38.43,38.50,37.64
37.79,38.31,38.51,37.47
38.50,38.24,38.60,37.63
38.52,38.49,39.24,38.13
38.63,38.48,39.00,38.08
39.30,40.34,41.09,39.09
40.02,41.23,41.38,39.61
41.00,40.83,41.55,40.51
41.14,41.48,41.77,40.70
41.77,40.76,41.90,40.24
40.50,40.11,40.69,39.05
41.08,41.27,41.50,40.65
40.84,41.19,41.39,40.60
41.44,40.41,42.12,40.23
40.51,41.25,41.53,40.00
41.50,40.68,41.70,40.64
40.97,39.50,41.11,38.78
39.63,41.15,41.25,39.61
40.94,42.00,42.10,40.14
42.59,42.89,44.10,42.50
42.57,43.25,43.93,42.44
43.01,42.22,43.37,41.82
42.49,41.68,42.85,41.43
42.07,42.51,43.22,42.00
42.52,43.30,43.31,42.10
43.00,42.41,43.08,42.11
41.63,41.36,42.04,41.00
41.74,42.46,42.62,41.36
42.79,43.26,43.29,42.53
43.26,42.88,44.12,42.57
42.69,42.27,42.82,41.70
42.46,43.14,43.21,42.08
42.73,42.84,42.99,42.37
43.12,43.26,43.58,42.34
43.35,42.58,43.42,42.18
42.37,42.07,42.60,41.69
41.61,41.07,41.80,40.83
41.36,42.32,42.77,41.25
41.87,41.60,42.02,40.90
41.55,41.39,41.69,40.26
41.85,42.09,42.27,41.53
42.21,42.15,42.38,41.68
42.20,42.38,42.60,41.08
41.86,42.82,43.12,41.70
43.25,42.89,43.50,42.26
42.91,44.25,44.40,42.25
44.19,44.89,45.08,44.00
44.27,43.39,44.27,42.54
43.03,42.85,43.67,42.61
41.28,41.50,41.66,40.60
41.33,38.61,41.43,37.80
39.26,39.08,39.75,38.45
39.09,40.65,40.92,38.97
40.53,40.30,40.68,40.08
40.62,40.30,41.15,39.46
40.76,40.91,41.17,40.29
44.38,45.75,46.70,43.06
45.85,45.15,46.63,44.91
45.97,45.16,46.17,44.93
44.17,44.37,44.70,43.16
44.36,44.67,45.60,43.88
45.29,45.99,46.07,45.13
45.99,44.95,46.45,44.82
45.26,46.82,47.98,45.04
46.89,46.68,47.09,45.89
44.90,44.80,45.61,44.55
44.30,45.14,45.47,43.81
45.23,43.75,45.35,42.82
43.29,42.21,43.72,41.47
42.25,42.77,43.32,42.00
42.43,42.11,42.60,40.07
41.23,42.44,43.50,41.03
43.33,43.10,44.75,42.83
42.46,43.41,43.81,42.01
42.61,40.91,43.00,40.58
41.10,39.19,41.14,38.84
39.34,37.98,39.89,37.48
38.48,33.89,38.50,33.48
33.98,33.05,34.30,32.71
33.09,35.92,36.24,33.09
35.97,35.65,37.00,35.14
35.03,36.61,36.82,34.46
36.80,36.36,37.08,35.31
36.36,36.66,36.72,35.82
37.57,38.41,38.53,37.18
37.63,36.68,37.65,36.15
36.83,34.55,36.83,33.24
32.80,31.11,32.90,30.68
31.70,30.16,31.82,29.07
30.18,31.91,32.18,29.96
32.45,32.60,33.52,32.25
33.43,33.44,35.61,33.40
33.27,32.55,33.31,31.74
33.05,30.18,33.52,30.13
30.66,32.30,32.74,30.66
31.98,31.67,32.69,31.36
31.64,33.06,33.39,31.62
33.57,34.81,35.09,33.24
34.28,34.79,35.00,33.83
34.94,36.93,37.08,34.94
36.23,35.33,36.45,34.14
36.33,34.13,36.80,33.62
34.51,33.43,34.80,32.46
32.65,31.57,32.70,30.54
31.92,31.74,32.15,30.69
31.99,31.42,32.32,30.70
30.99,32.14,32.50,30.89
33.58,34.04,34.72,33.38
34.24,33.87,34.40,33.28
33.92,35.84,36.00,33.87
35.59,35.73,36.20,35.15
35.10,34.04,35.16,33.74
33.89,35.26,35.54,33.35
35.71,33.08,36.58,32.65
33.20,32.23,33.33,31.77
31.78,33.53,33.98,31.57
33.70,34.89,34.99,33.63
34.60,34.13,34.78,33.71
34.49,34.43,34.80,33.25
33.02,29.66,34.24,28.84
29.76,29.80,30.03,28.06
29.40,30.39,31.33,28.93
29.66,30.94,31.47,29.25
30.81,28.20,31.53,28.01
29.01,27.23,29.08,26.88
28.07,27.43,28.25,26.91
27.79,29.63,30.00,27.42
29.65,29.17,30.09,28.75
29.22,28.91,29.92,28.75
28.99,27.78,29.40,27.41
27.72,28.07,28.54,27.01
28.81,30.23,30.68,28.70
30.39,31.10,31.73,30.28
31.29,31.95,32.69,30.91
31.08,32.10,32.49,31.08
32.12,32.67,32.77,31.40
32.33,32.62,32.69,32.06
32.39,32.29,32.91,31.52
32.73,32.31,32.89,32.11
32.45,32.65,32.76,32.00
32.68,34.02,34.64,32.56
34.21,35.15,35.36,33.85
34.60,33.58,35.01,33.48
33.77,33.13,34.36,33.01
33.10,32.90,33.68,32.75
32.85,31.97,33.17,31.85
31.94,32.25,32.52,31.03
32.50,31.94,32.93,31.35
31.80,31.37,32.37,31.12
31.44,31.48,31.82,30.79
31.12,31.50,31.69,30.72
31.85,32.31,32.53,31.36
32.97,34.42,34.65,32.62
34.36,34.37,34.74,33.63
34.83,36.90,37.49,34.77
36.98,37.83,38.14,36.68
37.59,37.92,38.56,37.28
38.06,37.05,38.42,36.76
36.76,36.08,37.07,35.05
35.99,37.71,38.00,34.95
37.71,37.38,38.87,37.26
37.22,35.85,37.28,35.69
35.75,35.31,35.80,34.72
35.48,37.55,38.12,35.48
37.14,36.79,37.14,36.02
37.05,36.91,37.31,36.44
36.63,36.24,37.16,36.14
36.46,34.44,36.47,34.14
34.42,32.84,34.42,32.26
33.32,33.33,33.54,32.81
33.10,32.71,33.23,32.38
32.91,32.28,33.68,31.99
32.55,32.48,32.79,32.05
32.48,32.18,32.76,32.01
32.40,33.58,33.99,32.36
34.10,33.90,35.25,33.68
33.40,33.22,33.74,33.01
33.25,33.05,33.25,32.35
33.13,32.10,33.13,31.47
32.68,32.49,33.07,32.39
32.50,32.08,32.69,31.64
32.31,33.44,33.63,32.26
33.44,33.96,34.11,32.91
36.83,39.22,39.71,35.36
38.96,39.94,40.02,38.52
39.58,38.58,39.65,38.23
38.65,38.71,39.40,37.88
37.92,38.79,39.22,37.52
39.19,38.80,39.44,38.65
39.31,39.08,39.68,38.57
38.95,38.72,39.58,37.83
39.16,40.66,41.24,39.16
40.87,42.67,43.13,40.65
42.64,40.94,42.89,40.88
41.41,41.10,41.46,40.30
41.47,41.44,41.78,40.82
40.48,40.18,41.31,39.42
40.32,38.87,40.50,38.38
38.71,39.67,41.03,38.71
40.13,40.77,41.50,39.99
40.05,41.17,41.54,39.64
41.24,39.17,41.41,39.03
39.01,37.77,39.70,37.31
38.02,38.95,39.49,37.64
39.77,40.30,40.87,39.74
40.11,40.04,40.65,39.72
40.25,41.00,41.65,40.25
41.11,41.25,41.38,40.74
40.93,41.00,41.18,40.64
41.00,39.86,41.40,39.74
39.77,40.99,41.00,38.82
41.40,41.50,41.96,40.51
41.28,41.53,41.65,40.48
41.95,41.67,42.43,41.49
41.54,42.21,42.64,40.26
42.31,42.57,43.34,41.91
42.48,42.58,42.72,41.64
43.04,42.70,43.47,42.48
42.62,43.20,43.40,42.51
43.56,43.08,44.24,42.90
43.96,43.22,44.00,43.11
43.17,42.41,43.60,41.67
42.44,42.28,42.69,42.00
42.58,42.54,42.77,42.03
42.91,44.68,44.75,42.86
44.82,44.78,45.48,43.95
44.75,45.13,45.18,44.47
43.90,44.80,45.05,43.11
44.62,44.98,45.46,44.16
44.76,44.22,45.20,44.18
44.44,43.48,44.49,42.46
43.55,42.72,43.62,42.56
42.68,45.52,45.83,42.63
47.00,47.91,48.56,46.71
47.97,48.05,48.39,47.08
48.32,48.99,49.73,47.52
48.47,48.25,48.66,47.79
48.70,48.10,48.83,47.76
48.58,48.25,49.06,48.12
48.85,48.20,48.90,47.72
48.40,47.57,48.46,46.83
47.55,47.60,47.96,47.19
47.30,48.71,49.07,47.17
48.50,48.32,48.96,47.67
48.81,49.28,49.72,48.74
49.25,50.04,50.37,49.25
50.03,48.93,50.12,48.30
48.93,49.43,49.52,48.47
49.19,49.16,51.50,46.67
49.28,51.12,51.25,49.19
50.98,51.41,51.84,49.91
51.06,51.02,51.53,50.71
51.21,49.86,51.25,49.65
49.59,50.62,50.74,49.55
50.91,52.26,53.37,50.91
51.68,50.75,52.16,50.60
51.55,51.95,52.27,51.18
51.56,52.55,52.65,51.02
52.40,52.45,52.50,51.38
52.52,53.09,53.44,52.45
53.09,53.32,53.84,52.86
54.00,54.30,55.04,53.77
54.50,55.49,55.73,54.37
55.21,55.90,56.18,54.88
55.72,54.87,56.16,54.61
55.00,55.64,55.70,54.52
55.85,53.09,56.87,52.72
52.91,50.94,53.09,49.27
51.42,52.71,53.28,51.41
53.25,50.47,54.11,50.41
50.93,51.10,51.35,49.10
51.12,52.54,53.56,50.98
52.56,53.41,54.26,52.36
52.58,52.63,53.24,51.67
52.49,52.05,52.49,50.90
54.88,54.94,55.99,54.25
55.10,54.26,55.49,54.13
54.41,53.78,54.56,53.41
54.43,54.80,54.99,53.61
54.08,54.31,54.65,53.66
54.31,53.53,54.47,53.18
53.69,54.64,54.90,53.42
54.95,54.24,55.28,53.77
53.98,52.69,54.08,52.57
52.05,52.99,53.59,51.26
53.46,53.42,54.46,52.48
54.07,55.23,55.62,53.84
54.69,54.18,55.83,53.19
54.55,53.83,54.92,53.20
54.04,53.02,54.89,52.52
53.38,52.98,53.51,52.43
52.24,53.51,53.83,51.70
53.49,54.97,55.08,53.49
54.61,53.16,54.94,51.87
54.03,52.62,55.18,52.25
52.70,51.24,53.24,49.90
51.25,50.88,51.48,50.21
49.84,51.85,51.97,48.47
52.03,53.34,53.70,52.03
53.70,53.21,53.99,53.10
53.52,54.45,54.82,53.15
54.47,55.21,57.24,54.38
54.79,54.98,55.64,53.69
54.70,50.89,54.75,50.03
51.79,52.21,52.64,51.00
50.90,51.46,52.78,50.34
51.56,50.69,51.60,49.67
50.96,51.69,52.10,50.10
51.92,51.55,51.93,50.26
52.10,50.70,52.26,50.09
50.89,50.60,51.05,49.69
50.86,52.01,52.25,50.17
51.69,52.37,52.48,51.41
52.50,52.41,53.14,52.13
52.09,52.61,53.10,51.41
52.63,50.83,52.87,50.66
50.96,51.28,51.46,50.50
52.42,54.49,56.08,52.35
54.65,56.64,57.46,54.32
57.13,57.72,58.36,57.00
57.73,58.17,58.25,57.01
58.22,57.83,58.55,57.63
57.79,58.28,58.51,57.51
58.30,57.49,59.21,57.11
57.04,59.52,59.61,56.77
59.57,58.68,59.74,58.41
58.62,57.49,59.36,57.30
58.15,58.68,59.14,58.09
58.63,57.51,58.87,57.20
57.66,57.43,58.08,56.81
57.36,55.87,57.60,54.81
55.04,56.06,57.15,54.60
55.68,56.28,56.45,54.58
57.23,57.17,57.93,56.70
56.58,57.00,57.21,55.78
57.20,57.41,57.77,56.41
57.09,56.84,58.03,56.70
56.87,55.02,57.00,53.75
55.01,52.90,55.84,51.50
52.78,51.44,52.86,51.12
51.19,50.72,51.26,49.12
51.27,51.85,52.88,50.35
52.18,50.94,52.46,50.68
50.11,49.84,51.24,49.27
50.55,48.82,50.73,48.48
48.65,49.88,50.17,48.22
49.88,50.26,50.58,49.65
50.37,49.17,50.40,48.80
49.45,51.65,52.41,49.25
51.80,51.16,52.31,51.08
50.43,50.76,52.38,49.25
51.05,49.27,51.75,48.61
