ANTM,Anthem,NASDAQ
145.01,145.10,147.43,144.67
145.06,144.09,145.53,142.77
144.44,143.55,144.92,142.91
143.54,145.20,145.60,142.71
145.26,146.61,147.50,143.61
147.00,145.88,147.00,144.36
145.22,145.79,145.99,142.70
146.41,146.58,147.25,145.07
146.61,144.69,146.61,143.77
145.38,143.67,145.47,143.19
144.35,145.46,145.87,143.60
145.81,144.88,146.98,144.32
145.50,147.66,148.26,144.94
146.91,144.98,147.48,144.15
145.24,144.58,145.46,143.86
144.83,146.02,146.04,144.00
146.02,145.68,147.14,145.41
145.75,144.26,146.60,144.01
144.75,144.76,145.95,144.33
144.88,143.77,145.50,143.11
144.54,143.24,144.78,140.50
142.68,143.05,143.85,140.86
143.03,144.57,145.89,143.00
144.38,144.35,144.76,143.28
143.24,142.79,143.74,142.46
142.39,146.34,147.49,142.04
146.19,145.83,146.74,143.99
144.77,148.19,148.39,144.34
148.37,148.53,149.58,147.41
