HUSA,Houston American Energy Corporation Common Stock,NASDAQ
13.33,12.95,13.70,12.95
13.10,13.14,13.38,12.95
13.31,13.10,13.55,13.05
13.29,13.51,13.73,13.06
13.20,13.01,13.45,12.95
12.95,12.48,12.98,11.32
12.44,11.20,12.60,10.28
11.32,10.91,12.00,10.60
11.64,11.31,12.33,11.13
11.01,11.91,12.16,11.01
12.38,12.11,12.60,11.91
12.06,12.40,12.67,12.05
12.15,11.78,12.15,11.60
11.68,11.34,11.80,10.77
11.51,10.13,11.51,9.85
10.03,9.30,10.04,8.95
9.00,9.65,9.75,8.69
9.52,10.43,10.76,9.35
10.33,10.01,10.52,10.01
9.47,10.36,10.45,9.06
10.47,10.85,11.12,10.11
11.20,11.89,12.25,11.20
11.99,12.10,12.86,11.80
11.71,11.31,12.08,11.30
11.48,12.02,12.04,11.25
12.03,12.12,12.62,11.40
11.78,12.12,12.37,11.70
12.16,11.43,12.29,11.30
11.57,10.88,11.59,10.58
10.97,11.21,11.80,10.83
11.53,11.87,12.05,11.47
11.72,13.47,13.50,11.64
13.65,13.75,14.18,13.59
14.00,14.08,14.10,13.41
13.98,14.22,14.50,13.81
14.24,14.69,14.80,14.22
14.70,13.66,14.94,13.56
13.91,13.07,13.91,12.70
13.07,12.73,13.51,12.60
12.67,12.17,13.03,12.11
12.32,12.09,12.67,12.01
12.30,12.54,12.63,11.50
11.52,10.88,11.80,10.80
10.51,9.95,10.64,9.84
9.96,9.86,10.29,9.78
9.91,9.78,9.98,9.23
9.86,9.31,9.94,9.20
9.49,9.22,9.97,9.20
9.21,9.81,9.87,9.12
9.87,9.72,10.07,9.19
9.67,9.95,10.07,9.60
9.98,9.42,9.98,9.22
9.57,9.66,9.92,9.37
9.60,9.32,9.61,9.26
9.36,9.34,9.38,8.81
9.29,9.09,9.46,9.03
9.15,8.73,9.15,8.55
8.55,8.50,8.68,8.20
8.65,8.55,8.94,8.40
8.71,9.03,9.09,8.59
8.95,9.34,9.46,8.81
9.48,9.41,9.48,9.01
9.60,9.44,9.67,9.14
9.50,10.16,10.45,9.30
10.16,10.00,10.41,9.50
9.85,10.73,10.93,9.80
10.96,10.55,11.21,10.45
10.53,10.79,11.05,10.43
10.89,10.95,11.09,10.50
11.00,10.99,11.14,10.90
10.95,10.58,10.95,9.65
10.67,10.50,10.75,10.38
10.40,10.02,10.51,9.91
9.82,9.41,9.98,9.37
9.30,9.04,9.30,9.00
9.12,8.87,9.12,8.68
8.20,10.20,10.29,6.01
10.36,10.53,10.75,10.04
10.49,10.59,10.67,10.21
10.53,9.44,10.63,9.30
9.36,9.53,9.66,9.10
9.61,9.25,9.78,9.24
9.00,8.89,9.12,8.84
8.84,8.93,9.00,8.65
9.00,8.75,9.10,8.73
9.02,9.59,9.60,8.66
9.47,9.30,9.72,9.22
9.25,9.00,9.56,9.00
9.19,9.37,9.62,9.19
9.38,9.38,9.45,9.22
9.49,9.82,9.88,9.49
9.80,9.30,9.80,9.20
9.33,9.19,9.50,9.14
9.37,9.48,9.53,9.30
9.54,9.77,9.97,9.50
9.88,9.93,10.17,9.87
9.95,9.48,9.98,9.46
9.46,9.34,9.54,9.33
9.30,9.06,9.51,8.97
9.03,8.95,9.22,8.78
9.02,9.64,9.67,9.01
9.64,9.66,9.92,9.48
9.65,9.67,9.76,9.53
9.50,9.87,9.87,9.50
10.00,10.24,10.28,10.00
10.27,10.16,10.35,10.07
10.28,10.13,10.39,9.92
10.12,10.22,10.25,9.98
10.37,10.00,10.45,9.74
10.15,10.40,10.45,10.02
10.41,10.68,10.68,10.27
10.80,11.34,11.34,10.78
11.35,11.37,11.65,11.28
11.52,11.36,11.57,11.12
11.39,11.49,11.59,11.38
11.70,11.77,12.03,11.25
11.70,12.76,13.31,11.65
13.18,13.15,13.85,12.91
13.15,12.85,13.70,12.70
13.11,13.00,13.30,12.74
13.03,13.09,13.24,12.71
12.90,12.86,13.47,12.80
12.81,12.75,13.08,12.73
12.80,12.72,13.13,12.36
12.73,13.00,13.00,12.01
13.21,13.21,13.46,13.11
13.46,14.29,14.60,12.93
14.21,14.62,14.73,13.93
14.68,14.13,14.73,14.04
14.11,14.05,14.30,13.73
14.02,13.99,14.38,13.80
14.12,14.17,14.20,13.91
14.20,14.13,14.39,13.85
13.94,14.42,14.46,13.94
14.47,14.12,14.71,13.95
14.05,14.25,14.29,13.81
14.07,14.57,14.58,13.98
14.61,15.88,15.99,14.47
15.90,15.80,16.74,15.61
15.71,15.00,15.77,14.89
15.05,15.29,15.85,15.05
15.11,15.00,15.22,14.91
14.89,15.08,15.28,14.89
15.27,15.65,15.69,15.08
15.66,16.23,16.29,15.45
16.22,15.92,16.42,15.80
15.70,16.48,16.50,15.47
16.65,16.70,16.80,16.39
16.63,16.60,16.88,16.45
16.81,16.89,16.89,16.51
16.76,17.21,17.35,16.70
17.50,17.88,17.94,17.35
17.98,18.52,18.66,17.87
18.50,18.32,18.65,18.06
18.36,18.51,18.62,18.15
18.82,18.42,19.18,18.28
18.58,16.95,18.58,15.50
17.13,17.23,17.54,16.38
17.34,17.68,17.73,17.18
17.77,17.64,17.92,17.56
17.76,17.14,17.78,17.10
16.89,16.55,17.48,16.52
16.54,16.30,16.61,15.98
16.20,17.13,17.28,15.98
17.17,17.52,17.66,16.84
17.65,18.16,18.37,17.50
18.18,18.14,18.30,17.70
18.10,18.04,18.30,17.79
18.06,18.22,18.24,17.83
18.29,18.25,18.30,18.12
18.26,18.36,18.45,18.05
18.35,18.22,18.49,18.19
18.15,18.09,18.60,18.09
18.18,18.20,18.26,17.86
18.31,17.72,18.40,17.26
17.60,18.63,19.14,17.46
18.67,18.70,18.78,18.00
18.80,18.77,18.84,18.34
18.60,18.43,18.80,18.40
18.54,18.05,18.73,17.92
18.30,17.94,18.35,17.85
17.88,17.31,18.14,16.93
17.31,17.77,17.77,17.18
17.78,16.84,17.78,16.75
16.78,15.99,16.90,15.82
15.98,15.78,15.99,15.42
15.64,15.50,15.94,15.35
15.48,15.46,15.63,15.36
15.40,15.55,15.62,15.05
15.56,15.65,16.12,15.39
15.65,15.31,15.69,15.27
15.25,15.23,15.45,15.02
15.29,15.63,16.00,15.21
15.75,16.13,16.31,15.75
16.15,16.34,16.52,15.92
16.36,16.64,16.65,16.27
16.63,16.12,16.76,16.02
16.10,16.21,16.45,16.08
16.36,16.79,16.81,16.35
16.85,16.31,17.00,16.22
16.37,16.25,16.41,15.83
16.31,16.36,16.41,16.05
16.42,16.01,16.53,15.91
16.01,15.50,16.09,15.34
15.58,15.52,15.62,15.16
15.52,16.30,16.44,15.39
16.41,15.95,16.60,15.75
15.86,15.75,16.24,15.56
15.87,15.78,15.96,15.45
15.86,15.98,16.23,15.80
16.16,16.27,16.57,16.03
16.49,16.01,16.62,15.75
16.01,15.03,16.01,15.00
14.97,15.33,15.59,14.90
15.39,15.39,15.65,15.32
15.35,15.48,15.74,15.32
15.61,14.70,15.63,14.65
14.69,14.55,14.75,14.31
14.66,14.51,15.11,14.50
14.30,13.25,14.35,13.06
13.45,13.68,13.83,13.12
13.73,14.03,14.40,13.52
13.56,14.05,14.22,13.50
14.22,14.06,14.34,13.89
14.33,14.16,14.83,14.12
14.25,13.99,14.25,13.77
14.22,14.75,14.97,14.19
14.83,14.66,14.90,14.62
14.65,14.54,14.81,14.45
14.64,14.36,14.74,14.25
14.31,14.80,15.12,14.30
14.92,14.96,15.44,14.92
14.96,15.07,15.24,14.87
15.22,15.71,15.83,15.07
15.85,15.41,16.10,15.35
15.39,15.27,15.64,15.10
15.09,15.51,15.77,15.09
15.51,15.76,16.14,15.51
15.89,15.80,16.08,15.65
15.84,15.73,15.99,15.66
15.90,15.57,15.98,15.26
15.59,15.34,15.77,15.34
15.32,14.49,15.32,14.27
14.76,14.42,14.85,14.20
14.41,14.81,14.99,14.30
14.77,14.74,14.82,14.65
14.43,14.31,14.49,14.21
14.64,13.90,14.64,13.55
14.15,14.02,14.30,13.71
14.10,15.52,15.83,14.03
15.57,15.85,16.09,15.50
16.00,17.67,17.76,16.00
17.49,17.83,17.88,16.27
17.99,17.96,18.00,17.71
18.03,18.39,18.39,17.88
17.92,17.84,18.37,17.26
17.67,16.57,18.16,16.20
16.52,16.71,17.10,15.84
16.41,16.00,17.17,15.79
16.29,16.04,16.55,15.60
16.08,16.63,16.66,16.08
16.75,17.01,17.23,16.43
17.01,16.14,17.03,16.10
15.98,16.01,16.25,15.60
16.21,16.28,16.63,16.11
16.10,16.08,16.36,15.87
15.86,16.06,16.20,15.86
16.17,16.76,16.77,16.10
16.81,16.88,16.95,16.75
16.75,17.31,17.31,16.52
16.84,17.25,17.31,16.71
17.38,17.05,17.90,17.00
16.94,17.39,17.64,16.94
17.37,17.57,17.70,16.92
17.57,18.02,18.02,17.57
18.31,18.37,18.41,17.95
18.30,17.85,18.45,17.85
17.90,17.99,18.24,17.74
17.74,17.98,18.27,17.74
18.19,17.85,18.23,17.67
18.08,17.45,18.19,17.39
17.55,17.32,17.71,17.25
17.63,17.40,17.86,17.25
17.25,17.26,17.54,16.90
17.26,16.07,17.31,16.00
18.13,16.52,18.13,16.10
16.15,15.93,16.43,15.65
16.37,16.03,16.61,15.68
16.17,15.28,16.25,15.02
15.20,15.31,15.63,15.15
15.49,15.32,15.56,15.12
15.25,15.58,16.00,15.25
15.28,15.74,15.83,14.95
15.76,15.93,16.04,15.66
16.31,16.94,16.95,16.13
17.22,17.93,18.15,17.03
18.03,17.97,18.08,17.61
18.00,18.13,18.25,17.94
18.05,17.90,18.21,17.65
18.12,19.23,19.23,17.82
18.81,20.44,20.45,18.81
20.63,19.85,20.90,19.62
19.71,19.27,19.81,18.80
19.27,19.01,19.39,18.90
18.86,18.68,19.00,18.66
18.82,19.12,19.30,18.82
19.20,19.18,19.34,18.66
19.35,19.50,19.73,19.20
19.76,19.62,20.41,19.08
19.73,18.84,19.87,18.64
18.90,17.39,18.92,17.25
17.64,17.16,18.04,17.08
17.20,17.37,17.56,17.04
17.34,17.03,17.55,17.00
17.01,17.17,17.20,16.87
17.00,16.98,17.16,16.78
16.99,16.68,17.38,16.61
16.58,16.46,16.68,16.08
16.41,16.63,16.96,16.13
16.50,16.42,16.81,16.30
16.47,15.00,16.60,14.68
14.74,13.71,14.75,13.51
13.40,13.31,13.95,12.50
12.75,12.80,13.51,12.50
13.27,15.13,15.23,12.80
14.75,13.94,14.75,13.57
13.99,14.43,14.71,13.34
14.68,14.04,14.68,13.92
14.44,14.87,14.87,14.10
14.82,14.26,14.92,14.22
14.50,14.55,14.85,13.97
14.01,13.88,14.50,13.76
14.01,13.90,15.23,13.64
14.38,13.50,14.50,12.81
13.67,14.07,14.15,13.28
13.99,14.29,14.50,13.69
14.44,13.48,14.44,13.48
13.37,13.93,14.02,13.10
14.26,14.82,14.88,14.26
14.94,15.59,16.00,14.70
15.70,17.21,17.21,15.70
17.19,19.31,19.42,16.93
18.77,18.15,19.54,18.02
17.68,18.15,18.93,16.91
18.53,19.37,19.46,18.48
19.30,18.84,19.67,18.71
18.55,18.33,19.00,18.04
18.64,19.32,19.37,17.98
19.37,19.78,19.90,18.86
20.00,19.29,20.19,19.10
19.61,18.40,19.61,17.98
18.53,17.55,18.80,17.41
17.06,16.91,17.89,16.36
17.15,16.51,17.35,16.37
16.46,15.47,16.60,15.43
14.79,14.55,15.30,14.35
14.55,14.39,14.71,14.01
14.75,14.50,14.75,14.00
14.85,15.08,15.45,14.84
15.22,14.27,15.43,14.27
14.76,13.33,15.16,13.00
13.06,13.76,14.00,13.01
13.63,13.15,14.15,12.92
13.00,15.25,15.27,12.70
15.00,14.96,15.60,14.05
14.92,15.17,15.32,14.71
15.07,14.27,15.26,14.06
14.54,15.03,15.85,14.54
14.85,15.57,15.57,14.85
15.79,15.63,15.87,15.27
15.64,16.05,16.49,15.35
16.35,16.37,16.54,16.05
16.30,16.32,16.62,16.20
16.40,16.52,16.73,15.96
16.38,15.97,16.99,15.94
15.75,15.50,16.14,15.35
15.88,15.44,15.96,15.41
15.61,16.18,16.38,15.58
16.00,15.70,16.15,15.51
16.02,15.87,16.30,15.31
16.44,16.90,16.90,16.01
16.29,16.49,17.05,15.76
16.25,15.66,16.49,15.65
15.05,15.16,15.93,15.05
15.73,16.35,16.44,15.31
16.68,16.57,16.76,15.81
16.35,16.23,16.52,16.12
16.26,16.21,16.50,15.78
16.33,16.27,16.48,15.68
15.97,14.90,16.27,14.83
15.21,14.70,15.26,14.41
15.61,15.04,15.61,14.86
14.95,15.06,15.15,14.55
15.00,15.13,15.22,14.70
14.90,14.70,15.18,14.63
14.73,14.60,15.19,14.41
14.54,14.59,14.85,14.39
14.35,14.01,14.65,13.84
14.00,13.75,14.19,13.55
13.55,13.12,13.61,13.09
13.12,12.68,13.26,12.60
13.25,13.29,13.38,13.07
13.35,13.20,13.42,13.00
14.28,14.01,14.28,13.78
13.98,14.05,14.43,13.98
14.31,14.24,14.40,14.15
14.64,14.40,14.74,14.18
14.40,14.22,14.49,13.93
14.11,13.85,14.25,13.51
13.79,12.96,13.79,12.82
12.95,13.54,13.75,12.95
13.30,13.35,13.39,13.05
13.50,13.09,13.80,12.72
12.93,12.41,12.98,12.39
12.67,11.96,12.82,11.86
12.15,11.80,12.24,11.67
11.93,11.39,11.96,11.28
11.78,12.04,12.05,11.60
12.00,11.41,12.21,10.06
11.51,11.63,12.10,11.26
11.72,11.64,11.73,11.47
11.55,11.67,11.80,11.30
11.69,11.45,11.69,11.36
11.50,11.87,11.95,11.46
11.89,12.19,12.30,11.74
12.63,12.24,12.76,12.12
12.24,12.02,12.29,11.85
11.98,12.89,13.09,11.62
12.94,12.78,13.16,12.75
13.15,14.13,14.69,13.15
14.09,14.34,14.50,14.03
14.39,14.25,14.73,14.21
14.30,13.67,14.41,13.45
13.51,13.09,13.62,13.08
13.46,12.47,13.46,12.40
12.50,13.28,13.38,12.40
13.41,13.36,13.52,13.22
13.40,13.34,13.43,13.19
13.43,13.35,13.45,13.26
13.23,13.29,13.43,13.10
13.30,13.30,13.39,13.04
13.35,12.77,13.35,12.68
12.75,12.70,12.77,12.18
12.49,12.45,12.67,12.22
12.42,12.35,12.62,12.25
12.54,12.76,12.90,12.30
12.73,13.00,13.40,12.71
13.27,13.28,13.50,13.10
13.19,13.13,13.30,13.00
13.14,13.34,13.37,12.88
13.40,13.17,13.40,13.06
12.94,12.93,13.22,12.79
12.74,12.53,12.87,12.50
12.91,12.98,13.04,12.67
13.26,12.93,13.26,12.71
12.96,12.65,12.97,12.56
12.70,12.90,13.05,12.65
13.00,12.84,13.00,12.59
12.91,12.51,13.13,12.38
12.52,12.00,12.66,11.96
12.07,11.97,12.15,11.58
11.73,11.82,12.09,11.72
11.71,11.48,11.75,11.40
11.58,11.01,11.70,10.98
11.17,10.84,11.50,10.75
10.97,7.00,11.20,6.55
7.49,7.22,7.66,7.00
7.12,6.88,7.28,6.82
6.74,6.52,6.80,6.50
6.57,6.65,6.75,6.52
6.51,6.21,6.77,5.93
6.18,6.42,6.47,6.15
6.50,6.19,6.52,6.08
6.28,6.24,6.29,6.09
6.24,5.96,6.27,5.96
5.99,5.42,5.99,5.25
5.34,6.97,7.35,5.27
6.91,6.30,6.92,6.22
6.26,6.04,6.33,5.98
6.02,5.85,6.32,5.77
5.80,5.49,5.86,5.38
5.51,5.55,5.74,5.45
5.61,5.64,5.68,5.52
5.67,5.70,6.25,5.50
5.72,5.30,5.73,5.27
5.30,5.18,5.30,5.02
5.21,5.22,5.27,5.04
5.22,5.07,5.30,5.00
5.07,4.78,5.14,4.73
4.71,4.67,5.35,4.26
4.67,4.21,4.82,4.21
4.10,4.06,4.31,4.02
4.08,3.67,4.15,3.60
3.72,4.04,4.10,3.55
4.05,3.97,4.20,3.85
3.89,3.72,3.93,3.72
3.76,3.63,3.90,3.57
3.71,3.78,3.78,3.64
3.78,3.49,3.78,3.44
2.23,2.25,2.52,1.96
2.30,1.91,2.30,1.87
1.85,1.79,1.85,1.71
1.81,1.63,1.93,1.58
1.68,1.80,1.82,1.50
1.83,2.43,2.53,1.80
2.63,2.62,3.02,2.49
2.56,2.31,2.56,2.15
2.32,2.38,2.44,2.04
2.37,2.23,2.38,2.20
1.96,1.93,1.98,1.55
2.00,1.85,2.05,1.85
1.83,1.78,1.91,1.76
1.78,1.66,1.78,1.64
1.66,1.64,1.68,1.60
1.68,1.74,1.87,1.66
1.78,1.64,1.82,1.62
1.64,1.54,1.64,1.53
1.58,1.60,1.81,1.54
1.65,1.61,1.80,1.60
1.63,1.52,1.68,1.50
1.55,1.55,1.80,1.52
1.59,1.63,1.66,1.56
1.62,1.55,1.67,1.54
1.54,1.53,1.59,1.51
1.55,1.72,1.74,1.53
1.75,1.64,1.88,1.62
1.68,1.67,1.79,1.66
1.69,1.61,1.69,1.60
1.62,1.55,1.64,1.55
1.50,1.54,1.61,1.45
1.54,1.50,1.58,1.47
1.52,1.48,1.54,1.47
1.55,1.63,1.65,1.50
1.70,1.62,1.72,1.56
1.61,1.64,1.66,1.59
1.67,1.65,1.77,1.64
1.67,1.58,1.68,1.56
1.63,1.53,1.64,1.53
1.51,1.57,1.64,1.48
1.57,1.51,1.58,1.50
1.50,1.50,1.56,1.48
1.51,1.52,1.59,1.49
1.53,1.52,1.57,1.50
1.54,1.42,1.54,1.36
1.45,1.47,1.50,1.41
1.45,1.36,1.47,1.36
1.37,1.34,1.49,1.26
1.35,1.27,1.41,1.26
0.88,1.17,1.18,0.75
1.21,1.12,1.23,1.08
1.15,1.18,1.18,1.13
1.18,1.47,1.65,1.12
1.41,1.22,1.51,1.12
1.24,1.17,1.24,1.08
1.19,1.18,1.22,1.16
1.19,1.12,1.19,1.06
1.10,1.03,1.10,1.01
1.01,0.99,1.03,0.95
0.99,1.00,1.08,0.99
1.04,1.07,1.12,1.01
1.08,1.06,1.09,1.04
1.06,1.05,1.10,1.04
1.14,1.01,1.19,0.99
1.01,0.90,1.04,0.90
0.98,0.86,0.98,0.82
0.86,0.85,0.90,0.78
0.81,0.80,0.84,0.78
0.81,0.87,0.88,0.81
0.89,0.89,0.93,0.81
0.91,0.86,0.92,0.83
0.85,0.81,0.89,0.80
0.78,0.83,0.84,0.78
0.83,0.82,0.84,0.81
0.85,0.83,0.85,0.81
0.83,0.82,0.86,0.82
0.83,0.83,0.84,0.80
0.83,0.83,0.83,0.81
0.82,0.86,0.87,0.82
0.87,1.18,1.21,0.87
1.19,1.10,1.23,1.05
1.11,1.02,1.11,0.98
1.02,1.14,1.23,0.93
1.16,1.13,1.18,1.10
1.16,1.12,1.21,1.07
1.11,1.05,1.11,1.01
1.09,1.12,1.17,1.02
1.11,1.05,1.12,1.05
1.05,1.05,1.10,1.05
1.04,1.03,1.05,1.01
1.02,1.03,1.05,1.00
0.98,1.00,1.02,0.96
1.01,0.95,1.02,0.92
0.95,0.95,0.98,0.93
0.95,0.90,0.97,0.90
0.88,0.97,1.03,0.88
0.96,0.94,0.99,0.91
0.95,0.92,0.95,0.91
0.91,0.93,1.00,0.90
0.93,1.10,1.14,0.93
1.14,1.42,1.42,1.12
1.45,1.28,1.57,1.26
1.25,1.27,1.28,1.15
1.25,1.24,1.29,1.18
1.25,1.15,1.25,1.06
1.17,1.19,1.19,1.15
1.21,1.14,1.21,1.14
1.12,1.18,1.19,1.11
1.20,1.27,1.32,1.17
1.27,1.15,1.27,1.11
1.12,1.07,1.13,1.07
1.04,1.00,1.07,0.99
1.04,0.96,1.06,0.93
0.94,0.90,0.94,0.89
0.77,0.63,1.06,0.63
0.68,0.63,0.68,0.62
0.64,0.60,0.66,0.58
0.62,0.55,0.62,0.55
0.56,0.58,0.61,0.55
0.60,0.57,0.61,0.56
0.57,0.47,0.57,0.46
0.48,0.44,0.48,0.44
0.47,0.48,0.52,0.42
0.48,0.44,0.48,0.43
0.45,0.41,0.45,0.40
0.39,0.40,0.43,0.38
0.41,0.45,0.45,0.39
0.44,0.40,0.44,0.40
0.42,0.40,0.42,0.39
0.40,0.43,0.45,0.39
0.43,0.42,0.45,0.39
0.43,0.41,0.44,0.40
0.43,0.41,0.43,0.41
0.41,0.41,0.42,0.39
0.43,0.64,0.66,0.41
0.68,0.61,0.75,0.55
0.61,0.57,0.61,0.48
0.58,0.58,0.64,0.50
0.59,0.55,0.62,0.53
0.55,0.55,0.57,0.53
0.56,0.56,0.63,0.54
0.54,0.57,0.60,0.54
0.55,0.47,0.56,0.47
0.55,0.50,0.55,0.48
0.50,0.49,0.52,0.48
0.50,0.49,0.52,0.47
0.51,0.47,0.52,0.47
0.50,0.50,0.52,0.47
0.51,0.51,0.52,0.48
0.52,0.50,0.52,0.49
0.52,0.51,0.52,0.50
0.51,0.59,0.62,0.50
0.59,0.54,0.59,0.52
0.57,0.55,0.57,0.52
0.55,0.57,0.57,0.53
0.52,0.56,0.62,0.52
0.59,0.57,0.60,0.55
0.57,0.56,0.61,0.56
0.57,0.55,0.58,0.55
0.57,0.54,0.57,0.54
0.54,0.54,0.56,0.53
0.58,0.54,0.58,0.52
0.24,0.23,0.24,0.21
0.24,0.22,0.24,0.20
0.21,0.22,0.22,0.19
0.21,0.21,0.22,0.21
0.21,0.23,0.26,0.20
0.25,0.22,0.25,0.21
0.22,0.22,0.22,0.21
0.22,0.22,0.23,0.21
0.22,0.21,0.22,0.21
0.21,0.21,0.21,0.21
0.20,0.21,0.22,0.20
0.21,0.21,0.21,0.21
0.21,0.21,0.22,0.20
0.21,0.22,0.22,0.21
0.22,0.23,0.23,0.21
0.23,0.23,0.23,0.21
0.23,0.22,0.23,0.22
0.21,0.22,0.22,0.21
0.22,0.22,0.22,0.21
0.22,0.22,0.23,0.21
0.22,0.27,0.28,0.22
0.29,0.31,0.33,0.26
0.34,0.32,0.36,0.28
0.33,0.29,0.33,0.28
0.29,0.27,0.30,0.26
0.26,0.27,0.28,0.24
0.28,0.27,0.30,0.26
0.28,0.29,0.29,0.25
0.29,0.27,0.30,0.26
0.28,0.27,0.28,0.26
0.28,0.26,0.28,0.26
0.27,0.26,0.27,0.26
0.27,0.26,0.27,0.26
0.27,0.26,0.27,0.25
0.26,0.25,0.27,0.25
0.25,0.25,0.27,0.25
0.26,0.23,0.26,0.23
0.23,0.25,0.25,0.23
0.25,0.25,0.26,0.24
0.26,0.25,0.26,0.24
0.26,0.26,0.26,0.24
0.26,0.26,0.26,0.24
0.24,0.24,0.25,0.24
0.25,0.24,0.25,0.23
0.25,0.24,0.25,0.23
0.24,0.25,0.25,0.24
0.25,0.23,0.25,0.23
0.24,0.23,0.24,0.22
0.23,0.22,0.24,0.21
0.23,0.23,0.24,0.22
0.23,0.22,0.24,0.22
0.22,0.27,0.27,0.22
0.28,0.24,0.29,0.24
0.25,0.23,0.25,0.23
0.24,0.24,0.24,0.23
0.24,0.23,0.24,0.23
0.23,0.24,0.24,0.23
0.24,0.21,0.24,0.21
0.22,0.22,0.23,0.21
0.23,0.21,0.23,0.20
0.21,0.22,0.22,0.21
0.21,0.22,0.22,0.21
0.23,0.22,0.23,0.22
0.23,0.22,0.23,0.21
0.22,0.21,0.22,0.20
0.21,0.21,0.21,0.20
0.20,0.21,0.22,0.20
0.21,0.22,0.22,0.21
0.22,0.22,0.23,0.21
0.22,0.23,0.23,0.22
0.23,0.21,0.23,0.21
0.21,0.21,0.22,0.21
0.21,0.21,0.22,0.21
0.21,0.22,0.22,0.21
0.22,0.21,0.22,0.20
0.21,0.21,0.21,0.20
0.21,0.21,0.21,0.20
0.20,0.20,0.21,0.20
0.20,0.21,0.21,0.20
0.21,0.20,0.21,0.20
0.21,0.21,0.21,0.21
0.21,0.21,0.21,0.21
0.21,0.20,0.21,0.20
0.21,0.20,0.21,0.20
0.20,0.21,0.21,0.20
0.20,0.20,0.20,0.20
0.20,0.19,0.20,0.18
0.19,0.19,0.20,0.18
0.19,0.19,0.20,0.19
0.18,0.18,0.19,0.18
0.19,0.20,0.20,0.18
0.21,0.20,0.21,0.19
0.20,0.21,0.21,0.19
0.20,0.19,0.21,0.19
0.19,0.19,0.20,0.19
0.19,0.19,0.20,0.19
0.20,0.19,0.20,0.19
0.19,0.18,0.20,0.18
0.18,0.19,0.19,0.18
0.19,0.19,0.20,0.18
0.19,0.20,0.20,0.19
0.19,0.20,0.20,0.19
0.20,0.19,0.20,0.18
0.20,0.25,0.26,0.20
0.27,0.24,0.27,0.23
0.23,0.22,0.23,0.22
0.23,0.24,0.24,0.22
0.24,0.20,0.25,0.20
0.23,0.24,0.24,0.22
0.24,0.26,0.26,0.24
0.26,0.25,0.26,0.25
0.25,0.25,0.27,0.24
0.25,0.31,0.33,0.25
0.32,0.37,0.40,0.32
0.38,0.40,0.41,0.37
0.40,0.36,0.40,0.34
0.37,0.33,0.37,0.32
0.33,0.40,0.40,0.30
0.48,0.38,0.48,0.33
0.39,0.36,0.39,0.35
0.37,0.36,0.40,0.35
0.35,0.34,0.38,0.32
0.34,0.31,0.39,0.26
0.30,0.31,0.35,0.25
0.29,0.31,0.31,0.28
0.31,0.31,0.31,0.28
0.30,0.29,0.30,0.28
0.28,0.34,0.35,0.28
0.33,0.31,0.34,0.28
0.31,0.32,0.32,0.29
0.30,0.31,0.32,0.30
