SCKT,Socket Mobile,NASDAQ
3.55,3.63,3.65,3.55
3.65,3.77,3.79,3.65
3.75,3.89,3.89,3.74
3.90,3.99,3.99,3.84
4.00,4.06,4.10,3.98
4.10,3.81,4.10,3.78
3.89,3.90,3.95,3.81
3.89,3.89,3.92,3.89
3.89,3.87,3.90,3.71
3.83,3.70,3.83,3.69
3.73,3.61,3.83,3.54
3.55,3.56,3.79,3.55
3.67,3.71,3.72,3.64
3.74,3.83,3.88,3.70
3.78,3.97,4.00,3.78
3.95,3.95,3.98,3.89
3.70,3.84,3.93,3.70
3.84,3.92,3.95,3.84
3.95,3.98,4.00,3.91
4.00,3.98,4.00,3.85
3.97,3.90,3.98,3.90
3.90,3.85,3.90,3.76
3.90,3.96,3.97,3.89
3.95,3.95,4.00,3.95
3.95,3.94,3.99,3.82
3.99,4.00,4.00,3.87
