SCKT,Socket Mobile,NASDAQ
2.89,2.83,2.89,2.74
2.88,2.89,2.94,2.70
2.70,2.88,2.88,2.70
2.75,2.94,2.94,2.75
2.87,2.88,2.88,2.87
2.76,2.88,2.88,2.76
2.77,2.68,2.77,2.68
2.83,2.83,2.88,2.77
2.90,2.88,2.95,2.88
2.80,2.82,3.00,2.80
2.81,2.85,2.90,2.81
2.98,3.04,3.04,2.93
2.76,2.94,2.98,2.76
2.94,2.94,2.94,2.94
2.78,2.80,2.80,2.66
2.70,2.74,2.75,2.70
2.88,2.82,2.88,2.82
2.70,2.88,2.88,2.70
2.76,2.76,2.76,2.76
2.71,2.94,2.94,2.71
2.71,2.78,2.79,2.71
2.86,2.85,2.86,2.75
2.74,2.82,2.82,2.71
2.72,2.80,2.80,2.72
2.72,2.80,2.80,2.72
2.75,2.79,2.79,2.72
2.72,2.79,2.79,2.72
2.72,2.77,2.77,2.71
2.72,2.95,2.98,2.70
2.95,2.95,2.95,2.95
2.73,2.92,2.92,2.71
2.75,2.85,2.94,2.75
2.99,2.94,2.99,2.94
2.98,2.91,2.98,2.90
2.75,2.94,2.94,2.75
2.91,2.90,2.91,2.77
2.91,2.91,2.91,2.91
2.88,2.88,2.88,2.72
2.88,2.88,2.88,2.88
2.88,2.88,2.88,2.88
2.74,2.85,2.85,2.74
2.71,2.72,2.73,2.65
2.70,2.70,2.70,2.70
2.66,2.65,2.75,2.65
2.65,2.65,2.65,2.65
2.77,2.63,2.77,2.58
2.61,2.49,2.63,2.32
2.56,2.57,2.57,2.42
2.60,2.54,2.60,2.42
2.49,2.57,2.57,2.43
2.50,2.59,2.59,2.50
2.51,2.58,2.63,2.40
2.57,2.57,2.57,2.57
2.45,2.44,2.51,2.37
2.40,2.40,2.40,2.40
2.40,2.39,2.40,2.33
2.34,2.28,2.36,2.28
2.29,2.41,2.41,2.29
2.38,2.47,2.52,2.33
2.37,2.36,2.39,2.30
2.36,2.36,2.36,2.36
2.28,2.44,2.44,2.28
2.44,2.49,2.50,2.44
2.40,2.58,2.58,2.39
2.58,2.64,2.65,2.58
2.56,2.63,2.63,2.52
2.60,2.61,2.61,2.50
2.56,2.64,2.64,2.54
2.63,2.64,2.65,2.56
2.56,2.56,2.58,2.56
2.49,2.64,2.64,2.49
2.60,2.61,2.61,2.56
2.51,2.48,2.51,2.38
2.47,2.51,2.51,2.39
2.40,2.53,2.53,2.40
2.52,2.49,2.54,2.40
2.49,2.49,2.49,2.49
2.38,2.56,2.56,2.32
2.43,2.35,2.43,2.30
2.32,2.32,2.35,2.25
2.32,2.31,2.32,2.26
2.31,2.35,2.35,2.30
2.31,2.30,2.31,2.14
2.19,2.25,2.25,2.19
2.33,2.25,2.33,2.16
2.32,2.32,2.32,2.32
2.35,2.35,2.35,2.35
2.20,2.23,2.23,2.20
2.33,2.30,2.33,2.25
2.30,2.30,2.30,2.30
2.16,2.24,2.24,2.15
2.16,2.16,2.19,2.09
2.09,2.11,2.20,2.03
2.05,2.05,2.05,2.05
2.05,2.10,2.11,2.05
2.17,2.12,2.17,2.06
2.21,2.20,2.21,2.19
2.13,2.16,2.16,2.13
2.08,2.08,2.08,2.08
2.05,2.02,2.05,2.00
2.02,2.03,2.05,2.02
2.03,2.07,2.08,2.03
2.09,2.16,2.16,2.08
2.12,2.08,2.16,2.08
2.04,2.02,2.04,2.02
2.12,2.12,2.12,2.12
2.04,2.11,2.11,2.04
2.03,2.10,2.10,2.00
2.00,1.97,2.00,1.97
2.03,2.05,2.06,2.03
2.05,1.91,2.05,1.91
2.00,1.96,2.01,1.89
1.90,1.95,1.96,1.89
1.90,1.83,1.90,1.83
1.77,1.87,1.90,1.69
1.87,1.87,1.87,1.87
1.77,1.80,1.81,1.77
1.80,1.76,1.85,1.75
1.76,1.51,1.76,1.51
1.55,1.92,1.98,1.55
1.99,2.00,2.20,1.92
2.20,2.12,2.20,1.90
2.19,1.99,2.19,1.93
1.90,2.03,2.05,1.89
1.92,1.95,1.96,1.92
1.95,1.95,1.95,1.95
1.96,1.88,1.96,1.88
2.11,2.04,2.11,2.04
2.25,2.00,2.25,1.96
2.09,1.84,2.09,1.81
1.83,1.77,1.85,1.73
1.75,1.80,1.86,1.75
1.75,1.71,1.75,1.70
1.65,1.70,1.78,1.65
1.65,1.73,1.81,1.65
1.67,1.78,1.78,1.67
1.71,1.75,1.78,1.71
1.67,1.65,1.80,1.65
1.64,1.79,1.81,1.64
1.79,1.79,1.79,1.79
1.68,1.68,1.68,1.68
1.68,1.68,1.68,1.68
1.64,1.62,1.64,1.62
1.65,1.78,1.78,1.65
1.68,1.65,1.68,1.65
1.68,2.00,2.11,1.68
2.10,2.00,2.10,1.97
1.96,1.85,1.96,1.81
1.85,1.75,1.85,1.75
1.91,1.90,1.99,1.90
1.90,1.85,1.94,1.78
1.94,1.93,1.94,1.93
1.91,1.93,1.93,1.91
1.91,1.95,1.95,1.91
1.85,1.87,1.90,1.79
1.80,1.82,1.91,1.80
1.82,1.77,1.89,1.77
1.76,1.76,1.88,1.75
1.88,1.76,1.88,1.75
1.87,1.87,1.98,1.86
1.93,1.98,2.00,1.93
1.98,1.98,1.98,1.97
1.97,1.97,1.97,1.94
1.96,1.97,1.97,1.96
1.79,1.78,1.95,1.78
1.91,1.81,1.97,1.81
1.84,1.80,1.98,1.80
1.88,1.77,1.90,1.77
1.82,1.90,1.97,1.79
1.98,2.00,2.00,1.95
1.94,1.82,2.00,1.82
1.95,1.95,1.95,1.95
2.01,1.88,2.01,1.88
1.89,2.01,2.01,1.80
1.99,1.95,1.99,1.85
1.86,1.99,1.99,1.85
1.99,1.92,1.99,1.89
1.99,2.02,2.02,1.94
2.03,2.00,2.05,2.00
2.07,2.01,2.07,2.01
2.01,2.01,2.01,2.01
1.99,2.04,2.05,1.99
2.04,2.05,2.05,2.04
2.07,2.02,2.07,2.01
2.02,2.02,2.05,1.98
1.98,1.98,2.01,1.98
2.00,1.85,2.03,1.85
1.89,1.91,2.00,1.82
1.87,2.04,2.04,1.86
2.02,1.90,2.08,1.86
1.90,1.90,1.90,1.90
2.04,2.01,2.04,1.98
2.00,1.90,2.02,1.85
1.90,1.90,1.90,1.90
2.05,2.03,2.05,1.98
2.04,2.07,2.19,2.03
2.07,1.95,2.07,1.95
1.90,2.07,2.07,1.90
2.06,1.99,2.08,1.99
2.07,2.07,2.07,1.95
1.95,2.10,2.10,1.95
2.08,2.12,2.12,2.00
2.14,2.14,2.15,2.08
2.02,2.20,2.40,2.02
2.30,2.57,2.59,2.30
2.76,2.68,2.76,2.63
2.69,2.68,2.82,2.41
2.66,2.90,2.99,2.50
2.93,2.89,3.00,2.89
2.95,2.79,2.95,2.79
2.78,2.83,2.85,2.74
2.85,2.88,2.90,2.84
2.87,2.85,2.88,2.80
2.86,2.74,2.86,2.74
2.79,2.75,2.79,2.62
2.74,2.89,2.90,2.74
2.91,2.95,2.96,2.79
2.91,2.90,2.93,2.85
2.93,2.97,3.00,2.93
2.98,3.01,3.19,2.98
3.01,3.05,3.10,2.93
3.01,3.09,3.10,2.95
3.05,3.05,3.10,2.86
3.05,3.00,3.05,3.00
2.93,2.97,3.00,2.80
2.91,2.84,2.97,2.84
2.82,2.86,2.93,2.82
2.85,2.86,2.93,2.81
2.85,2.90,2.90,2.81
2.92,2.88,2.92,2.85
2.86,2.88,2.90,2.76
2.88,2.89,2.91,2.75
2.79,2.86,2.86,2.79
2.86,2.85,2.86,2.85
2.86,2.84,2.89,2.75
3.09,3.06,3.09,2.75
3.00,2.80,3.02,2.80
2.77,2.45,2.80,2.45
2.51,2.52,2.67,2.51
2.56,2.60,2.60,2.56
2.64,2.53,2.69,2.52
2.62,2.52,2.62,2.52
2.52,2.51,2.59,2.51
2.59,2.21,2.59,2.16
2.27,2.21,2.39,2.18
2.23,2.13,2.23,2.10
2.15,2.25,2.40,2.15
2.25,2.25,2.27,2.18
2.25,2.43,3.10,2.25
2.39,2.36,2.39,2.28
2.33,2.32,2.33,2.30
2.32,2.36,2.38,2.29
2.33,2.30,2.38,2.29
2.30,2.39,2.46,2.28
2.31,2.36,2.36,2.30
2.37,2.34,2.39,2.34
2.30,2.30,2.30,2.30
2.30,2.34,2.40,2.30
2.57,2.67,3.85,2.50
2.61,2.44,2.71,2.35
2.33,2.40,2.60,2.29
2.40,2.43,2.58,2.40
2.54,2.53,2.60,2.32
2.44,2.45,2.55,2.41
2.45,2.37,2.85,2.29
2.36,2.36,2.42,2.35
2.34,2.40,2.40,2.34
2.31,2.37,2.37,2.31
2.35,2.33,2.35,2.33
2.33,2.23,2.35,2.23
2.24,2.28,2.32,2.11
2.12,2.05,2.12,1.70
2.27,2.19,2.27,2.11
2.36,2.19,2.36,2.02
2.13,2.00,2.13,2.00
2.00,2.15,2.29,2.00
2.47,2.25,2.76,2.16
2.20,2.14,2.25,2.13
2.16,2.10,2.16,2.03
2.06,2.07,2.12,2.00
2.09,2.06,2.20,2.03
2.09,1.95,2.09,1.95
2.01,2.03,2.17,1.89
2.03,1.94,2.03,1.91
1.98,1.94,2.10,1.90
1.86,1.92,2.10,1.86
1.90,1.83,1.92,1.83
2.05,1.86,2.44,1.79
1.96,1.93,1.97,1.75
1.93,1.97,2.10,1.85
1.93,1.98,1.98,1.90
1.93,2.07,2.10,1.90
2.00,1.98,2.05,1.89
1.98,1.96,2.05,1.91
1.97,2.05,2.10,1.93
1.85,1.90,1.96,1.85
1.93,2.00,2.38,1.93
2.04,2.07,2.09,1.96
2.00,2.06,2.08,2.00
2.03,2.08,2.09,2.03
2.03,2.08,2.08,2.00
2.08,2.20,2.24,2.08
2.23,2.17,2.25,2.00
2.12,1.97,2.17,1.95
2.06,2.08,2.12,1.96
2.10,1.99,2.11,1.98
2.15,2.02,2.17,1.96
2.05,2.26,2.30,2.05
2.19,2.24,2.33,2.13
2.28,2.28,2.28,2.11
2.24,2.25,2.30,2.24
2.20,2.19,2.20,2.15
2.06,2.11,2.11,2.06
2.11,2.12,2.23,2.10
2.13,2.26,2.26,2.13
2.21,2.25,2.31,2.21
2.25,2.21,2.25,2.21
2.35,2.20,2.35,2.20
2.25,2.35,2.38,2.12
2.34,2.30,2.34,2.29
2.30,2.29,2.30,2.25
2.38,2.17,2.38,2.17
2.35,2.28,2.35,2.20
2.28,2.28,2.28,2.28
2.35,2.30,2.38,2.25
2.28,2.40,2.45,2.28
2.44,2.41,2.45,2.20
2.41,2.23,2.41,2.12
2.12,2.46,2.46,2.12
2.35,2.30,2.35,2.30
2.19,2.25,2.49,2.19
2.47,2.47,2.47,2.47
2.34,2.32,2.34,2.22
2.26,2.32,2.32,2.25
2.17,2.35,2.35,2.17
2.26,2.23,2.26,2.19
2.34,2.21,2.34,2.21
2.21,2.21,2.21,2.21
2.21,2.21,2.21,2.21
2.14,2.14,2.14,2.14
2.34,2.33,2.34,2.12
2.32,2.19,2.33,2.13
2.32,2.32,2.32,2.32
2.23,2.30,2.49,2.18
2.45,2.34,2.50,2.34
2.26,2.21,2.28,2.21
2.20,2.38,2.50,2.20
2.24,2.04,2.24,2.03
2.00,2.03,2.03,2.00
2.02,2.03,2.06,2.00
2.09,2.09,2.09,2.09
2.13,2.20,2.24,2.09
2.07,2.18,2.18,2.02
2.10,2.08,2.14,2.02
2.09,2.18,2.20,2.09
2.18,2.12,2.18,2.12
2.08,2.23,2.23,2.08
2.08,2.00,2.17,2.00
2.04,2.18,2.18,2.04
2.08,2.11,2.18,2.08
2.12,2.15,2.20,2.10
2.15,2.15,2.15,2.15
2.08,2.06,2.14,2.05
2.07,2.07,2.07,2.07
2.10,2.05,2.10,2.05
2.06,2.03,2.17,2.03
2.02,2.12,2.12,2.02
2.04,2.04,2.14,2.00
2.07,2.03,2.16,2.03
2.03,2.03,2.04,2.03
2.03,2.09,2.09,2.03
2.05,1.92,2.09,1.92
1.91,1.87,2.00,1.85
2.04,2.07,2.07,1.97
2.13,2.10,2.13,2.06
2.04,2.14,2.14,2.04
2.10,2.04,2.11,2.04
2.15,2.14,2.18,1.96
2.19,2.11,2.19,2.11
2.05,2.03,2.10,2.03
2.10,2.10,2.11,2.03
2.06,2.06,2.15,2.06
2.15,2.14,2.15,2.14
2.02,2.04,2.09,2.02
2.10,2.04,2.10,2.04
2.04,2.05,2.05,2.04
2.10,2.09,2.10,2.03
2.01,2.08,2.08,2.00
2.01,2.09,2.09,2.01
2.09,2.05,2.10,2.05
2.05,2.10,2.10,2.05
2.05,2.09,2.09,2.05
2.11,2.24,2.56,2.11
2.22,2.17,2.25,2.13
2.17,2.17,2.17,2.17
2.35,2.28,2.35,2.27
2.23,2.18,2.23,2.18
2.10,2.13,2.16,2.06
2.31,2.22,2.31,2.19
2.23,2.16,2.28,2.07
2.06,2.10,2.20,2.06
2.13,2.22,2.22,2.13
2.15,2.23,2.24,2.10
2.11,2.24,2.24,2.10
2.25,2.39,2.39,2.23
2.37,2.33,2.40,2.27
2.38,2.56,2.56,2.38
2.54,2.72,2.85,2.54
2.31,2.35,2.43,2.17
2.35,2.28,2.40,2.24
2.28,2.36,2.36,2.26
2.31,2.25,2.37,2.15
2.25,2.36,2.37,2.18
2.29,2.31,2.37,2.29
2.36,2.37,2.37,2.36
2.37,2.36,2.37,2.25
2.25,2.29,2.29,2.25
2.26,2.31,2.37,2.26
2.34,2.30,2.34,2.30
2.34,2.34,2.34,2.34
2.34,2.45,2.45,2.34
2.41,2.49,2.50,2.35
2.50,2.54,2.54,2.50
2.88,3.34,3.90,2.88
3.38,2.91,3.38,2.81
3.21,2.88,3.21,2.81
2.86,2.99,3.18,2.72
3.02,2.86,3.18,2.84
2.86,2.78,2.86,2.72
2.77,2.95,2.96,2.77
2.93,2.90,3.02,2.89
2.89,2.86,2.90,2.86
2.86,2.86,2.86,2.86
2.74,2.50,2.74,2.44
2.55,2.60,2.60,2.34
2.36,2.49,2.54,2.36
2.41,2.37,2.42,2.32
2.37,2.43,2.51,2.37
2.39,2.59,2.59,2.38
2.42,2.37,2.42,2.29
2.30,2.45,2.46,2.30
2.49,2.49,2.49,2.49
2.42,2.48,2.48,2.39
2.42,2.45,2.50,2.40
2.43,2.40,2.43,2.29
2.36,2.41,2.41,2.36
2.40,2.41,2.41,2.39
2.37,2.47,2.47,2.37
2.48,2.49,2.49,2.35
2.49,2.57,2.60,2.49
2.41,2.42,2.50,2.34
2.40,2.22,2.40,2.17
2.21,2.06,2.23,2.00
2.06,2.15,2.15,2.06
2.18,2.36,2.36,2.13
2.53,2.19,2.53,2.17
2.19,2.20,2.23,2.19
2.19,2.15,2.38,2.15
2.15,2.39,2.39,2.14
2.20,2.25,2.37,2.20
2.26,2.15,2.26,2.15
2.17,2.15,2.17,2.08
2.15,2.05,2.15,1.95
1.97,1.96,2.05,1.95
2.00,2.00,2.00,2.00
2.00,1.95,2.10,1.95
2.36,1.97,2.36,1.97
2.00,2.29,2.29,2.00
2.02,2.02,2.12,2.02
2.02,2.02,2.03,2.02
2.04,2.26,2.26,2.04
2.24,2.19,2.24,2.06
2.09,2.06,2.10,2.06
2.06,2.06,2.06,2.06
2.09,2.09,2.09,2.09
2.10,2.10,2.10,2.10
2.20,2.11,2.20,2.09
2.18,2.18,2.18,2.18
2.19,2.16,2.19,2.16
2.05,2.07,2.07,1.97
2.02,2.05,2.10,2.02
2.02,1.98,2.02,1.98
1.99,1.98,1.99,1.98
1.98,1.98,2.01,1.98
2.12,2.12,2.12,1.95
1.95,1.96,2.03,1.95
1.96,1.96,1.96,1.95
2.09,2.02,2.09,1.95
1.96,1.96,1.96,1.96
2.03,2.03,2.03,2.03
1.98,2.03,2.03,1.95
2.02,2.02,2.02,2.02
2.02,2.02,2.02,2.02
2.02,2.15,2.20,1.96
2.29,2.13,2.29,2.02
2.23,2.05,2.23,2.05
1.96,1.99,2.19,1.95
1.95,2.05,2.05,1.95
2.06,2.12,2.12,2.06
2.15,2.02,2.15,2.01
2.02,2.11,2.22,2.02
1.95,1.99,1.99,1.95
1.99,1.99,1.99,1.99
2.06,1.95,2.06,1.95
2.21,2.20,2.22,2.04
2.19,1.95,2.19,1.95
2.04,1.95,2.04,1.93
1.93,1.86,1.93,1.86
1.88,1.77,1.90,1.61
1.74,1.74,1.76,1.74
1.74,1.80,2.25,1.74
1.93,1.93,1.93,1.93
1.72,1.72,1.72,1.72
1.60,1.59,1.66,1.42
1.52,1.59,1.59,1.50
1.58,1.65,1.69,1.58
1.61,1.44,1.61,1.43
1.34,1.35,1.70,1.30
1.35,1.25,1.35,1.21
1.24,1.20,1.24,1.20
1.24,1.19,1.30,1.19
1.30,1.40,1.40,1.20
1.21,1.20,1.39,0.99
1.20,1.05,1.20,1.05
1.20,1.21,1.50,1.19
1.22,1.21,1.22,1.21
1.21,1.11,1.21,1.07
1.11,1.11,1.11,1.11
1.23,1.22,1.23,1.22
1.25,1.22,1.26,1.22
1.30,1.26,1.30,1.26
1.11,0.96,1.14,0.96
1.06,1.45,1.45,1.06
1.16,1.22,1.22,1.16
1.40,1.40,1.40,1.40
1.40,1.45,1.45,1.40
1.45,1.45,1.45,1.45
1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.20,1.29,1.29,1.06
1.29,1.29,1.29,1.29
1.16,1.24,1.24,1.09
1.20,1.20,1.20,1.20
1.17,1.25,1.25,1.17
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.48,1.48,1.48,1.48
1.48,1.50,1.50,1.48
1.50,1.50,1.50,1.50
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.25,1.30,1.25
1.25,1.25,1.25,1.25
1.25,1.20,1.25,1.20
1.20,1.30,1.30,1.18
1.40,1.22,1.40,1.20
1.40,1.38,1.40,1.38
1.23,1.38,1.38,1.23
1.35,1.25,1.35,1.25
1.17,1.43,1.43,1.17
1.19,1.43,1.43,1.19
1.30,1.30,1.43,1.23
1.30,1.30,1.30,1.22
1.24,1.15,1.30,1.15
1.12,1.20,1.20,1.12
1.16,1.16,1.20,1.16
1.16,1.16,1.16,1.16
0.95,1.16,1.16,0.95
1.06,1.15,1.15,1.02
1.15,1.15,1.15,1.15
1.05,1.05,1.05,1.05
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.16,1.06,1.17,1.06
1.06,1.06,1.06,1.06
1.10,1.05,1.10,1.05
1.05,1.05,1.05,1.04
1.05,1.05,1.05,1.05
0.95,0.95,0.95,0.95
1.01,1.03,1.05,0.96
1.05,1.05,1.05,0.87
0.87,1.09,1.09,0.87
1.09,1.09,1.09,1.09
0.91,1.08,1.08,0.91
1.08,1.08,1.08,1.08
0.91,1.08,1.08,0.91
1.08,1.08,1.08,0.91
0.91,1.05,1.05,0.91
0.91,0.93,1.01,0.91
0.86,0.87,1.01,0.86
0.87,0.87,1.01,0.87
1.00,1.01,1.05,0.99
1.05,0.95,1.08,0.95
0.97,1.00,1.00,0.86
1.00,1.00,1.00,1.00
0.87,1.00,1.00,0.87
1.00,1.00,1.00,1.00
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.90,1.00,1.00,0.90
0.89,1.05,1.05,0.89
1.05,1.00,1.08,1.00
1.14,1.05,1.15,1.05
1.09,0.93,1.09,0.93
0.90,0.90,0.90,0.90
0.90,1.29,1.29,0.90
0.99,1.28,1.28,0.99
1.28,1.28,1.28,1.28
1.25,1.10,1.33,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
0.99,1.00,1.00,0.99
1.00,1.12,1.12,0.90
1.30,1.10,1.30,0.96
1.00,1.00,1.00,1.00
0.90,1.00,1.10,0.90
0.96,1.00,1.09,0.96
1.10,1.10,1.10,0.99
1.10,1.10,1.10,1.10
1.32,0.99,1.32,0.99
0.99,0.99,0.99,0.99
1.03,1.03,1.03,1.03
1.12,1.01,1.12,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.12,1.28,1.28,1.12
1.28,1.28,1.28,1.28
1.12,1.12,1.12,1.12
1.27,0.99,1.27,0.99
0.99,0.99,0.99,0.99
1.02,1.01,1.05,1.01
1.01,1.01,1.10,1.01
1.00,1.01,1.01,1.00
1.01,1.01,1.01,1.01
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.10,0.90
0.70,1.01,1.09,0.70
1.09,1.30,1.30,1.09
1.20,1.30,1.30,1.20
1.30,1.30,1.30,1.30
1.02,1.55,1.75,1.02
1.55,1.55,1.55,1.50
1.55,1.80,1.89,1.55
1.80,1.83,1.83,1.80
1.60,1.65,1.75,1.51
1.75,1.77,1.80,1.75
1.50,1.35,1.80,1.35
1.40,1.40,1.40,1.40
1.25,1.15,1.25,1.15
1.15,1.10,1.15,1.10
1.11,1.11,1.11,1.11
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.15,1.15,1.15,1.15
1.10,1.10,1.10,1.10
1.09,1.10,1.10,1.09
1.06,1.16,1.16,1.06
1.10,1.00,1.10,1.00
1.01,1.01,1.01,0.95
1.05,1.05,1.05,1.05
1.05,1.10,1.10,1.05
1.10,1.10,1.10,1.10
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.00,1.00,1.00,1.00
1.00,1.05,1.05,1.00
1.05,1.05,1.05,1.05
1.00,1.05,1.05,1.00
1.06,1.09,1.09,1.06
1.08,1.09,1.09,1.08
1.08,1.08,1.09,1.08
1.08,1.08,1.08,1.08
1.08,1.04,1.08,1.04
1.04,1.04,1.04,1.04
1.04,1.04,1.04,1.04
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.04,1.03,1.04,0.92
1.03,1.03,1.03,1.03
1.00,1.00,1.00,1.00
1.00,1.19,1.19,1.00
1.14,1.14,1.20,1.02
1.14,1.19,1.20,1.14
1.19,1.19,1.19,1.19
1.03,1.19,1.19,1.03
1.15,1.18,1.18,1.05
1.19,1.15,1.19,1.15
1.19,1.35,1.35,1.19
1.30,1.23,1.30,1.23
1.24,1.24,1.24,1.24
1.35,1.45,1.45,1.35
1.54,1.55,1.57,1.50
1.65,1.65,2.20,1.37
1.80,1.80,1.80,1.71
1.75,1.80,1.80,1.75
1.80,1.84,1.84,1.75
1.84,1.99,2.04,1.84
1.87,1.85,1.87,1.75
1.82,1.90,1.90,1.82
1.82,1.85,1.85,1.73
1.81,1.80,1.81,1.80
1.77,1.77,1.77,1.77
1.77,1.77,1.77,1.77
1.77,1.75,1.77,1.75
1.78,1.78,1.85,1.78
1.83,1.80,1.83,1.76
1.82,1.85,1.85,1.80
1.86,1.74,1.86,1.74
1.74,1.75,1.75,1.72
1.80,1.74,1.80,1.73
1.75,1.77,1.77,1.75
1.77,1.77,1.77,1.77
1.74,1.74,1.77,1.74
1.76,1.76,1.76,1.76
1.80,1.80,1.80,1.80
1.80,1.75,1.80,1.72
1.75,1.75,1.75,1.72
1.75,1.75,1.75,1.75
1.75,1.73,1.75,1.72
1.75,1.74,1.75,1.72
1.74,1.74,1.74,1.74
1.72,1.71,1.72,1.71
1.75,1.75,1.75,1.75
1.73,1.80,1.80,1.73
1.73,1.73,1.73,1.73
1.73,1.72,1.73,1.72
1.72,1.73,1.73,1.72
1.62,1.74,1.90,1.62
1.74,1.74,1.74,1.74
1.73,1.73,1.73,1.72
1.73,1.73,1.73,1.73
1.73,1.73,1.73,1.73
