EVI,EnviroStar,NASDAQ
1.23,1.23,1.23,1.23
1.23,1.23,1.23,1.23
1.30,1.21,1.30,1.20
1.25,1.25,1.25,1.25
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.24,1.20,1.24,1.20
1.20,1.20,1.20,1.20
1.20,1.17,1.20,1.17
1.15,1.15,1.15,1.15
1.16,1.15,1.16,1.14
1.15,1.13,1.25,1.13
1.15,1.15,1.15,1.15
1.20,1.19,1.20,1.14
1.18,1.15,1.18,1.13
1.15,1.14,1.15,1.14
1.15,1.14,1.15,1.14
1.15,1.10,1.15,1.07
1.12,1.13,1.16,1.12
1.13,1.05,1.15,1.04
1.07,1.08,1.15,1.07
1.10,1.08,1.10,1.08
1.08,1.07,1.10,1.07
1.08,0.97,1.10,0.97
1.08,1.06,1.10,1.01
1.06,1.06,1.07,1.04
1.04,1.12,1.12,1.03
1.04,1.03,1.12,1.03
1.04,1.05,1.05,1.04
1.05,1.04,1.05,1.02
1.05,1.03,1.05,1.03
1.05,1.14,1.19,1.04
0.99,0.99,0.99,0.99
1.13,1.15,1.19,1.11
1.05,1.10,1.10,1.03
1.15,1.07,1.15,1.06
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
1.08,1.15,1.19,1.05
1.15,1.15,1.19,1.11
1.14,1.10,1.14,1.10
1.09,1.10,1.14,1.05
1.10,1.10,1.10,1.10
1.11,1.06,1.11,1.06
1.10,1.05,1.10,1.05
1.04,1.04,1.04,1.04
1.05,1.20,1.24,1.03
1.15,1.14,1.15,1.14
1.14,1.15,1.18,1.14
1.14,1.15,1.15,1.14
1.15,1.14,1.15,1.14
1.14,1.15,1.15,1.14
1.13,1.14,1.14,1.13
1.14,1.13,1.14,1.13
1.13,1.13,1.13,1.13
1.13,1.13,1.17,1.13
1.13,1.13,1.13,1.13
1.17,1.17,1.17,1.17
1.13,1.13,1.13,1.13
1.15,1.17,1.17,1.13
1.11,1.17,1.17,1.11
1.13,1.13,1.13,1.13
1.16,1.16,1.16,1.16
1.17,1.13,1.18,1.13
1.13,1.13,1.13,1.13
1.13,1.13,1.13,1.13
1.13,1.13,1.13,1.13
1.13,1.13,1.15,1.13
1.13,1.13,1.13,1.13
1.12,1.12,1.12,1.12
1.17,1.10,1.17,1.10
1.11,1.10,1.14,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.08,1.11,1.11,1.08
1.11,1.11,1.11,1.11
1.13,1.14,1.14,1.13
1.11,1.11,1.14,1.08
1.10,1.10,1.10,1.10
1.18,1.10,1.18,1.10
1.10,1.10,1.10,1.10
1.17,1.18,1.18,1.17
1.15,1.12,1.15,1.12
1.09,1.10,1.10,1.09
0.98,0.98,0.98,0.98
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.07,1.07,1.07,1.07
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.13,1.07,1.13,1.07
1.06,1.06,1.06,1.06
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.08,1.08,1.08,1.08
1.06,1.06,1.06,1.06
1.08,1.08,1.08,1.08
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.09,1.09,1.09,1.09
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.08,1.08,1.08,1.08
1.11,1.11,1.11,1.11
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.11,1.05,1.11,1.05
1.05,1.05,1.05,1.05
1.08,1.08,1.08,1.08
1.10,1.08,1.11,1.08
1.08,1.08,1.10,1.08
1.10,1.08,1.11,1.08
1.12,1.05,1.12,1.05
1.08,1.08,1.08,1.08
1.05,1.06,1.06,1.03
1.05,1.05,1.05,1.03
1.05,1.05,1.05,1.05
1.05,1.10,1.10,1.05
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
1.06,1.05,1.12,1.05
1.06,1.06,1.06,1.06
1.03,1.03,1.03,1.03
1.05,1.06,1.09,1.05
1.03,1.03,1.03,1.03
1.10,1.06,1.10,1.06
1.03,1.03,1.03,1.03
1.05,1.05,1.06,1.05
1.05,1.05,1.05,1.05
1.07,1.04,1.07,1.03
1.06,1.08,1.15,1.03
1.06,1.06,1.09,1.06
1.07,1.07,1.07,1.07
1.06,1.06,1.10,1.06
1.10,1.03,1.18,1.03
1.04,1.07,1.09,1.04
1.02,1.03,1.07,1.02
1.03,1.03,1.03,1.03
1.18,1.05,1.18,1.05
1.15,1.15,1.15,1.15
1.14,1.15,1.20,1.10
1.15,1.10,1.15,1.10
1.10,1.06,1.10,1.04
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.07,1.06,1.09,1.06
1.03,1.03,1.03,1.03
1.08,1.08,1.15,1.08
1.08,1.08,1.08,1.08
1.08,1.10,1.13,1.08
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.06
1.06,1.08,1.08,1.06
1.05,1.08,1.15,1.05
1.08,1.08,1.15,1.08
1.15,1.10,1.15,1.10
1.10,1.10,1.12,1.10
1.10,1.10,1.10,1.10
1.08,1.09,1.13,1.08
1.09,1.12,1.13,1.08
1.09,1.09,1.13,1.09
1.07,1.07,1.13,1.07
1.03,1.03,1.03,1.03
1.07,1.20,1.20,1.06
1.03,1.03,1.03,1.03
1.20,1.14,1.20,1.13
1.16,1.13,1.16,1.11
1.12,1.10,1.15,1.08
1.11,1.10,1.12,1.10
1.11,1.08,1.20,1.08
1.10,1.10,1.12,1.10
1.08,1.07,1.18,1.06
1.07,1.08,1.08,1.07
1.08,1.12,1.12,1.07
1.15,1.10,1.15,1.09
1.18,1.12,1.18,1.09
1.18,1.19,1.43,1.14
1.19,1.14,1.22,1.12
1.18,1.30,1.31,1.18
1.28,1.20,1.30,1.20
1.19,1.21,1.21,1.19
1.20,1.21,1.21,1.20
1.25,1.23,1.27,1.23
1.20,1.23,1.30,1.20
1.24,1.26,1.28,1.24
1.26,1.22,1.28,1.21
1.32,1.36,1.36,1.32
1.22,1.32,1.37,1.22
1.30,1.29,1.30,1.29
1.38,1.28,1.38,1.26
1.22,1.22,1.22,1.22
1.30,1.26,1.30,1.22
1.28,1.36,1.36,1.28
1.36,1.40,1.45,1.30
1.27,1.36,1.36,1.23
1.38,1.41,1.41,1.38
1.40,1.42,1.46,1.39
1.46,1.40,1.48,1.40
1.40,1.39,1.45,1.38
1.42,1.46,1.46,1.40
1.47,1.50,1.52,1.47
1.50,1.49,1.52,1.47
1.51,1.34,1.51,1.24
1.42,1.45,1.47,1.40
1.49,1.44,1.49,1.39
1.47,1.46,1.48,1.46
1.48,1.40,1.48,1.33
1.38,1.35,1.38,1.34
1.38,1.49,1.49,1.38
1.48,1.48,1.49,1.44
1.47,1.41,1.47,1.31
1.41,1.41,1.41,1.41
1.48,1.46,1.50,1.41
1.48,1.49,1.49,1.47
1.50,1.51,1.52,1.50
1.52,1.45,1.52,1.44
1.48,1.48,1.51,1.43
1.50,1.44,1.51,1.40
1.46,1.47,1.47,1.46
1.44,1.41,1.44,1.28
1.44,1.40,1.44,1.40
1.40,1.38,1.42,1.38
1.38,1.30,1.38,1.30
1.30,1.41,1.41,1.25
1.38,1.38,1.38,1.25
1.36,1.36,1.36,1.36
1.36,1.38,1.39,1.36
1.40,1.34,1.42,1.31
1.36,1.36,1.38,1.36
1.38,1.38,1.48,1.38
1.37,1.37,1.37,1.37
1.37,1.36,1.37,1.34
1.34,1.40,1.40,1.25
1.37,1.37,1.39,1.36
1.39,1.37,1.39,1.37
1.32,1.34,1.34,1.32
1.33,1.33,1.36,1.33
1.34,1.32,1.35,1.32
1.32,1.35,1.35,1.27
1.28,1.30,1.34,1.26
1.31,1.33,1.33,1.31
1.30,1.33,1.33,1.30
1.33,1.34,1.34,1.27
1.35,1.37,1.37,1.31
1.33,1.33,1.33,1.33
1.35,1.33,1.35,1.30
1.31,1.32,1.32,1.29
1.30,1.30,1.30,1.26
1.32,1.31,1.44,1.27
1.33,1.37,1.37,1.33
1.37,1.29,1.37,1.27
1.29,1.29,1.32,1.29
1.29,1.31,1.32,1.27
1.31,1.29,1.32,1.22
1.20,1.31,1.31,1.20
1.31,1.34,1.34,1.31
1.31,1.32,1.33,1.25
1.31,1.26,1.31,1.25
1.25,1.25,1.27,1.21
1.26,1.26,1.26,1.26
1.26,1.27,1.27,1.21
1.02,1.23,1.28,1.02
1.25,1.27,1.27,1.23
1.25,1.26,1.29,1.25
1.27,1.29,1.33,1.27
1.31,1.29,1.33,1.28
1.31,1.31,1.31,1.31
1.31,1.25,1.32,1.23
1.26,1.26,1.27,1.26
1.25,1.25,1.25,1.25
1.25,1.27,1.31,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.27,1.27,1.33,1.27
1.23,1.23,1.23,1.23
1.25,1.29,1.31,1.25
1.27,1.27,1.27,1.24
1.25,1.29,1.30,1.25
1.27,1.25,1.27,1.25
1.25,1.27,1.27,1.25
1.25,1.27,1.27,1.24
1.28,1.27,1.29,1.27
1.25,1.29,1.29,1.25
1.23,1.23,1.23,1.23
1.28,1.28,1.28,1.24
1.26,1.31,1.31,1.24
1.24,1.24,1.24,1.24
1.31,1.24,1.31,1.24
1.24,1.24,1.25,1.24
1.25,1.25,1.27,1.25
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.26,1.26,1.26,1.26
1.28,1.28,1.31,1.28
1.31,1.28,1.34,1.28
1.30,1.28,1.32,1.28
1.28,1.31,1.38,1.28
1.28,1.33,1.35,1.28
1.33,1.30,1.33,1.28
1.25,1.29,1.29,1.25
1.25,1.25,1.25,1.25
1.25,1.30,1.30,1.25
1.32,1.32,1.32,1.32
1.25,1.25,1.25,1.25
1.27,1.27,1.27,1.27
1.31,1.31,1.31,1.31
1.32,1.30,1.32,1.28
1.27,1.27,1.27,1.27
1.27,1.28,1.29,1.25
1.26,1.25,1.27,1.25
1.25,1.25,1.25,1.25
1.25,1.26,1.26,1.25
1.22,1.26,1.26,1.22
1.24,1.26,1.30,1.24
1.25,1.29,1.29,1.25
1.30,1.27,1.30,1.27
1.30,1.30,1.30,1.30
1.27,1.28,1.28,1.27
1.28,1.28,1.28,1.28
1.28,1.30,1.30,1.28
1.29,1.30,1.30,1.29
1.28,1.28,1.29,1.28
1.30,1.30,1.30,1.30
1.23,1.25,1.28,1.22
1.25,1.24,1.25,1.22
1.22,1.23,1.23,1.22
1.20,1.29,1.30,1.20
1.28,1.22,1.28,1.22
1.22,1.23,1.24,1.22
1.23,1.23,1.28,1.22
N/A,N/A,N/A,N/A
1.22,1.27,1.27,1.22
1.25,1.28,1.28,1.25
0.98,0.98,0.98,0.98
1.25,1.25,1.25,1.25
1.23,1.23,1.25,1.23
1.23,1.25,1.25,1.23
1.25,1.25,1.25,1.25
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
1.25,1.25,1.25,1.25
1.25,1.29,1.29,1.25
1.22,1.22,1.22,1.22
1.29,1.29,1.29,1.29
1.28,1.28,1.28,1.28
1.26,1.26,1.26,1.26
1.28,1.30,1.30,1.25
1.22,1.22,1.22,1.22
1.25,1.26,1.26,1.25
1.30,1.30,1.30,1.30
1.25,1.30,1.30,1.25
1.30,1.30,1.39,1.30
1.26,1.26,1.26,1.26
1.22,1.22,1.22,1.22
1.26,1.26,1.26,1.26
1.26,1.35,1.38,1.26
1.26,1.35,1.38,1.26
1.33,1.27,1.33,1.27
1.03,1.25,1.30,1.03
1.30,1.31,1.38,1.30
1.38,1.38,1.38,1.38
1.27,1.37,1.37,1.27
1.10,1.10,1.10,1.10
1.37,1.35,1.37,1.35
0.98,0.98,0.98,0.98
1.39,1.39,1.39,1.39
1.40,1.41,1.42,1.40
1.40,1.40,1.40,1.40
1.42,1.40,1.45,1.39
1.42,1.45,1.45,1.42
1.45,1.45,1.47,1.43
1.43,1.44,1.44,1.43
1.48,1.43,1.50,1.43
1.49,1.50,1.50,1.44
1.50,1.50,1.50,1.50
1.51,1.50,1.51,1.50
1.49,1.46,1.49,1.43
1.50,1.50,1.50,1.50
1.49,1.41,1.49,1.41
1.39,1.39,1.39,1.39
1.38,1.41,1.41,1.38
1.41,1.34,1.41,1.34
1.30,1.30,1.30,1.30
1.41,1.34,1.41,1.34
1.31,1.27,1.31,1.26
1.04,1.04,1.04,1.04
1.04,1.04,1.04,1.04
1.27,1.34,1.34,1.27
1.27,1.26,1.27,1.26
1.26,1.32,1.32,1.26
1.26,1.25,1.26,1.25
1.23,1.27,1.27,1.21
1.30,1.35,1.35,1.30
1.35,1.39,1.49,1.35
1.39,1.39,1.39,1.39
1.05,1.05,1.05,1.05
1.39,1.48,1.50,1.39
1.20,1.20,1.20,1.20
1.49,1.50,1.50,1.43
1.19,1.19,1.19,1.19
N/A,N/A,N/A,N/A
1.40,1.28,1.40,1.25
1.28,1.25,1.28,1.22
1.25,1.33,1.33,1.25
1.30,1.30,1.30,1.23
1.25,1.25,1.25,1.25
1.26,1.27,1.27,1.26
1.27,1.30,1.30,1.27
1.27,1.27,1.30,1.27
1.30,1.46,1.46,1.30
1.44,1.44,1.45,1.40
1.34,1.46,1.48,1.24
1.46,1.37,1.46,1.32
1.40,1.45,1.45,1.40
1.41,1.37,1.42,1.37
1.30,1.30,1.30,1.30
1.22,1.22,1.22,1.22
1.25,1.25,1.25,1.25
1.26,1.26,1.30,1.18
1.25,1.28,1.30,1.19
1.25,1.23,1.26,1.23
1.23,1.23,1.23,1.23
1.23,1.20,1.23,1.20
1.23,1.22,1.23,1.22
1.23,1.23,1.23,1.20
1.26,1.35,1.35,1.26
1.35,1.40,1.40,1.35
1.35,1.40,1.40,1.35
1.35,1.35,1.35,1.35
1.35,1.40,1.40,1.35
1.37,1.37,1.37,1.37
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.45,1.45,1.38
1.22,1.22,1.22,1.22
1.46,1.46,1.46,1.46
1.12,1.12,1.12,1.12
1.31,1.35,1.35,1.26
1.30,1.35,1.35,1.30
1.36,1.36,1.36,1.36
1.26,1.26,1.26,1.26
1.36,1.36,1.36,1.36
1.26,1.26,1.26,1.26
1.12,1.12,1.12,1.12
1.30,1.31,1.31,1.20
1.29,1.24,1.31,1.24
1.33,1.34,1.34,1.26
1.12,1.12,1.12,1.12
1.27,1.38,1.38,1.25
1.38,1.38,1.38,1.38
1.31,1.32,1.32,1.31
1.38,1.47,1.47,1.38
1.43,1.49,1.50,1.43
1.47,1.47,1.47,1.47
1.44,1.40,1.44,1.35
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
nan,1.40,nan,nan
1.33,1.33,1.33,1.33
1.42,1.42,1.42,1.42
1.15,1.15,1.15,1.15
1.25,1.25,1.25,1.25
1.45,1.39,1.45,1.38
1.36,1.33,1.36,1.29
1.34,1.34,1.34,1.34
1.32,1.25,1.32,1.25
1.50,1.38,1.76,1.32
1.35,1.29,1.35,1.25
1.29,1.29,1.29,1.29
1.28,1.36,1.36,1.28
1.29,1.27,1.33,1.26
1.29,1.31,1.31,1.28
1.62,1.34,1.62,1.29
1.26,1.26,1.26,1.26
1.31,1.27,1.31,1.27
1.35,1.33,1.35,1.33
1.31,1.33,1.33,1.27
1.33,1.31,1.33,1.27
1.31,1.31,1.31,1.28
1.29,1.29,1.29,1.29
1.31,1.31,1.31,1.31
1.33,1.43,1.43,1.33
1.43,1.36,1.43,1.29
1.30,1.32,1.32,1.29
1.33,1.38,1.40,1.33
1.36,1.32,1.36,1.29
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.26,1.26,1.26,1.26
1.34,1.30,1.34,1.30
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.32,1.32,1.32,1.32
1.31,1.29,1.31,1.29
1.29,1.29,1.29,1.29
1.31,1.25,1.31,1.25
1.26,1.26,1.26,1.26
1.25,1.26,1.29,1.25
1.25,1.25,1.25,1.25
1.20,1.20,1.20,1.20
1.25,1.27,1.27,1.23
1.25,1.25,1.25,1.25
1.22,1.22,1.22,1.22
1.26,1.29,1.29,1.24
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.26,1.25,1.26,1.16
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.24,1.24,1.24,1.24
1.28,1.28,1.28,1.28
1.26,1.30,1.30,1.26
1.27,1.26,1.27,1.26
1.26,1.37,1.41,1.26
1.38,1.39,1.39,1.36
1.38,1.35,1.38,1.27
1.37,1.30,1.37,1.30
1.30,1.27,1.30,1.26
1.28,1.28,1.28,1.28
1.30,1.27,1.30,1.27
1.04,1.04,1.04,1.04
1.28,1.30,1.30,1.28
1.06,1.06,1.06,1.06
1.28,1.28,1.28,1.28
1.30,1.31,1.31,1.30
1.31,1.31,1.31,1.31
1.29,1.29,1.29,1.29
1.29,1.29,1.29,1.29
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.28,1.28,1.28,1.28
1.28,1.30,1.30,1.26
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
nan,1.26,nan,nan
1.28,1.28,1.28,1.28
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
nan,1.26,nan,nan
nan,1.26,nan,nan
nan,1.26,nan,nan
1.30,1.36,1.37,1.30
1.31,1.31,1.31,1.31
1.30,1.30,1.30,1.30
1.36,1.29,1.36,1.29
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.35,1.41,1.41,1.35
1.41,1.35,1.41,1.35
1.37,1.36,1.37,1.36
1.30,1.30,1.30,1.30
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
nan,1.37,nan,nan
1.30,1.30,1.30,1.30
nan,1.37,nan,nan
1.40,1.30,1.40,1.30
1.31,1.31,1.31,1.31
1.29,1.28,1.29,1.28
1.30,1.28,1.30,1.28
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.27,1.29,1.29,1.27
1.34,1.35,1.35,1.34
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.28,1.35,1.35,1.28
1.28,1.28,1.28,1.28
1.35,1.40,1.40,1.35
1.33,1.33,1.33,1.26
1.09,1.09,1.09,1.09
1.28,1.35,1.40,1.28
1.30,1.35,1.37,1.30
1.28,1.28,1.28,1.28
1.39,1.41,1.41,1.39
1.39,1.41,1.41,1.33
1.15,1.15,1.15,1.15
1.41,1.41,1.41,1.41
1.38,1.38,1.38,1.38
1.32,1.38,1.38,1.32
1.13,1.13,1.13,1.13
nan,1.38,nan,nan
1.13,1.13,1.13,1.13
1.32,1.45,1.45,1.32
1.49,1.46,1.50,1.46
1.06,1.06,1.06,1.06
1.19,1.19,1.19,1.19
1.45,1.45,1.45,1.45
1.19,1.19,1.19,1.19
1.45,1.45,1.45,1.45
1.19,1.19,1.19,1.19
1.38,1.38,1.38,1.38
1.13,1.13,1.13,1.13
1.36,1.35,1.36,1.28
1.11,1.11,1.11,1.11
1.35,1.35,1.35,1.35
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.40,1.42,1.42,1.40
1.30,1.30,1.30,1.30
1.43,1.43,1.43,1.43
1.41,1.58,1.58,1.40
1.49,1.61,1.76,1.40
1.60,1.51,1.65,1.51
1.50,1.64,1.64,1.40
1.65,1.61,1.65,1.51
1.60,1.58,1.62,1.57
1.59,1.56,1.59,1.51
1.28,1.28,1.28,1.28
1.59,1.50,1.59,1.50
1.23,1.23,1.23,1.23
1.57,1.52,1.57,1.52
1.50,1.45,1.50,1.45
1.45,1.45,1.45,1.45
1.46,1.46,1.46,1.38
1.40,1.51,1.51,1.35
1.24,1.24,1.24,1.24
1.45,1.50,1.65,1.39
1.51,1.55,1.55,1.51
1.60,1.51,1.61,1.51
1.50,1.55,1.55,1.45
1.50,1.55,1.55,1.42
1.45,1.52,1.60,1.41
1.50,1.49,1.50,1.47
1.52,1.50,1.55,1.50
1.23,1.23,1.23,1.23
1.56,1.56,1.57,1.56
1.51,1.58,1.58,1.51
1.59,1.60,1.60,1.59
1.56,1.51,1.56,1.45
1.45,1.47,1.52,1.45
1.45,1.45,1.49,1.45
1.40,1.36,1.43,1.36
1.36,1.36,1.40,1.36
1.60,1.52,1.65,1.47
1.53,1.66,1.70,1.47
1.65,1.82,1.89,1.47
1.89,1.95,1.95,1.85
1.94,1.89,1.96,1.85
1.93,1.97,1.98,1.93
2.03,2.00,2.06,2.00
2.02,2.01,2.03,2.01
2.05,2.01,2.20,2.00
2.06,2.06,2.18,1.90
2.07,2.08,2.16,2.05
2.11,2.14,2.19,2.11
2.19,1.90,2.19,1.90
1.90,1.99,1.99,1.85
2.02,2.05,2.09,2.00
2.01,2.00,2.01,2.00
2.00,2.18,2.18,2.00
2.15,2.24,2.24,2.05
2.19,2.20,2.30,2.19
2.10,2.10,2.10,2.10
2.10,2.19,2.20,2.00
2.22,2.12,2.22,2.12
1.62,1.54,1.70,1.40
1.50,1.45,1.50,1.30
1.40,1.37,1.42,1.31
1.39,1.38,1.42,1.34
1.41,1.44,1.46,1.41
1.44,1.44,1.45,1.43
1.39,1.57,1.57,1.35
1.56,1.55,1.58,1.55
1.51,1.53,1.57,1.50
1.55,1.59,1.60,1.55
1.59,1.59,1.60,1.52
1.57,1.69,1.69,1.57
1.68,1.73,1.73,1.66
1.73,1.64,1.75,1.50
1.70,1.51,1.70,1.40
1.60,1.65,1.65,1.58
1.64,1.63,1.64,1.45
1.60,1.62,1.62,1.60
1.62,1.62,1.62,1.62
1.62,1.67,1.67,1.62
1.65,1.62,1.65,1.62
1.61,1.52,1.61,1.52
1.57,1.55,1.58,1.55
1.60,1.60,1.60,1.60
1.61,1.64,1.67,1.61
1.65,1.60,1.66,1.56
1.60,1.60,1.67,1.60
1.61,1.61,1.61,1.60
1.59,1.57,1.65,1.56
1.50,1.51,1.52,1.50
1.58,1.58,1.58,1.58
1.50,1.58,1.50,1.50
1.56,1.55,1.56,1.52
1.52,1.51,1.52,1.51
1.52,1.55,1.55,1.52
1.51,1.51,1.51,1.51
1.53,1.52,1.53,1.51
1.54,1.55,1.58,1.47
nan,1.55,nan,nan
1.55,1.55,1.55,1.54
nan,1.55,nan,nan
1.45,1.55,1.55,1.45
1.57,1.57,1.57,1.57
1.53,1.50,1.53,1.50
1.54,1.57,1.57,1.52
1.57,1.51,1.57,1.51
nan,1.51,nan,nan
1.51,1.50,1.52,1.50
1.50,1.50,1.50,1.50
nan,1.50,nan,nan
1.50,1.49,1.50,1.49
1.46,1.35,1.46,1.35
1.32,1.37,1.37,1.32
1.37,1.37,1.37,1.37
1.39,1.39,1.39,1.39
1.35,1.35,1.35,1.35
1.39,1.44,1.49,1.36
1.45,1.44,1.45,1.44
1.44,1.44,1.44,1.44
1.44,1.45,1.45,1.44
1.45,1.50,1.50,1.45
nan,1.50,nan,nan
1.43,1.48,1.55,1.43
1.49,1.44,1.50,1.44
nan,1.44,nan,nan
1.45,1.56,1.59,1.30
1.59,1.56,1.59,1.37
1.58,1.59,1.60,1.54
nan,1.59,nan,nan
1.55,1.55,1.55,1.55
1.54,1.54,1.54,1.54
1.57,1.58,1.58,1.54
nan,1.58,nan,nan
1.58,1.58,1.58,1.58
1.58,1.55,1.58,1.55
1.58,1.58,1.58,1.58
1.57,1.50,1.58,1.50
1.55,1.50,1.55,1.50
nan,1.50,nan,nan
1.47,1.47,1.47,1.47
nan,1.47,nan,nan
1.50,1.55,1.55,1.50
1.50,1.47,1.50,1.47
1.47,1.47,1.47,1.47
nan,1.47,nan,nan
1.45,1.45,1.45,1.45
1.50,1.45,1.50,1.45
nan,1.45,nan,nan
1.50,1.50,1.50,1.50
1.42,1.40,1.42,1.34
nan,1.40,nan,nan
1.40,1.38,1.40,1.38
nan,1.38,nan,nan
1.35,1.33,1.39,1.32
1.35,1.45,1.45,1.35
1.45,1.32,1.45,1.31
1.37,1.45,1.45,1.37
1.45,1.45,1.45,1.45
1.40,1.45,1.45,1.35
1.49,1.50,1.50,1.49
1.45,1.45,1.45,1.45
1.40,1.45,1.60,1.40
1.45,1.54,1.60,1.45
1.57,1.59,1.70,1.57
1.55,1.60,1.65,1.55
1.63,1.62,1.67,1.62
1.58,1.58,1.58,1.58
1.55,1.60,1.70,1.55
1.60,1.56,1.60,1.56
1.60,1.60,1.60,1.60
1.60,1.57,1.60,1.57
nan,1.57,nan,nan
1.66,1.75,1.75,1.66
1.80,1.75,1.80,1.74
1.80,1.75,1.80,1.75
1.80,1.85,2.00,1.80
1.91,1.99,2.29,1.80
1.99,2.08,2.10,1.99
2.10,2.09,2.10,2.05
2.09,1.87,2.09,1.87
1.90,1.94,1.94,1.88
1.95,1.90,1.95,1.90
1.94,1.98,1.98,1.92
1.98,1.94,1.98,1.92
1.95,1.84,1.95,1.84
1.87,1.89,1.90,1.84
1.89,1.89,1.89,1.89
1.89,1.85,1.89,1.84
1.89,1.82,1.89,1.82
1.85,1.89,1.89,1.82
1.89,1.89,1.89,1.88
1.85,1.75,1.85,1.72
1.76,1.72,1.76,1.72
1.74,1.73,1.74,1.73
1.74,1.80,1.80,1.72
