EVI,EnviroStar,NASDAQ
15.35,14.48,15.40,14.40
14.50,14.70,15.10,14.50
14.70,14.50,15.10,14.35
14.55,14.50,15.05,14.50
14.55,14.45,15.05,14.45
14.50,14.50,14.75,14.05
14.70,14.25,14.85,14.15
14.20,14.45,14.85,14.20
14.55,14.25,14.75,14.15
14.45,14.20,14.60,14.15
14.80,14.30,14.80,14.25
14.75,14.25,14.75,14.22
14.25,14.10,14.45,14.10
