ATRI,Atrion Corporation - Common Stock,NASDAQ
491.70,491.15,492.50,489.55
492.05,490.50,493.95,488.70
490.70,499.25,502.80,490.70
492.50,497.40,499.95,492.20
497.50,500.20,500.20,495.95
499.95,502.80,505.00,499.95
505.00,506.80,506.80,501.00
508.00,509.80,522.05,508.00
514.70,499.05,514.70,496.56
500.00,496.90,500.00,492.40
496.50,495.40,501.00,493.60
496.60,496.60,504.55,494.20
496.00,497.60,502.00,495.50
500.00,500.05,500.05,495.50
502.05,506.20,506.70,502.05
500.11,504.20,506.00,500.11
503.16,508.05,508.05,503.16
505.95,507.20,509.90,505.95
508.90,502.40,512.10,500.05
504.15,492.60,505.40,489.65
493.15,482.80,494.70,480.00
484.30,479.75,486.05,479.65
476.70,477.00,480.00,476.37
477.05,477.20,480.20,474.25
478.00,470.20,478.00,469.25
469.00,460.70,469.00,460.70
458.00,461.00,464.75,454.10
