ATRI,Atrion Corporation - Common Stock,NASDAQ
209.97,208.74,213.40,205.81
209.98,216.54,218.69,209.98
216.47,217.11,219.06,213.58
217.16,212.90,217.18,210.20
213.81,212.81,213.81,211.12
211.93,210.92,213.16,210.92
212.31,207.13,212.31,207.13
207.71,201.61,207.71,199.44
202.75,204.80,205.50,199.90
202.99,199.10,202.99,195.58
200.50,197.77,200.70,196.79
198.70,196.09,199.88,196.09
196.59,196.29,198.63,196.29
196.00,195.51,197.91,195.00
199.96,195.00,199.96,195.00
193.40,186.22,203.99,186.22
190.49,201.20,203.00,187.78
197.88,198.00,200.51,194.00
198.00,202.35,203.10,194.25
198.31,199.16,205.80,197.20
201.30,200.70,202.16,200.21
198.25,192.33,198.88,192.30
194.89,195.13,196.00,192.81
191.37,189.10,193.21,187.86
187.99,192.88,193.22,187.42
194.45,192.85,194.51,190.01
194.49,202.28,202.28,193.50
201.27,203.56,203.56,199.07
203.51,200.44,203.51,199.76
199.90,206.92,206.92,199.90
207.58,213.41,213.50,207.49
212.94,214.50,214.99,210.28
215.75,214.90,218.98,214.00
214.90,210.46,214.90,208.11
209.57,204.25,209.57,202.43
200.95,201.02,206.35,197.40
204.00,206.93,207.51,202.07
204.57,200.88,208.39,200.88
198.98,194.43,201.89,194.43
199.45,193.91,199.45,192.65
194.46,202.34,202.40,194.46
202.55,208.19,208.95,201.55
207.97,209.00,210.68,204.14
210.73,204.42,210.73,203.72
200.00,199.23,202.47,198.41
199.11,198.76,202.45,198.75
197.30,194.65,198.50,194.65
193.65,189.12,197.58,189.12
189.61,196.46,196.46,189.61
198.84,203.31,203.31,198.25
206.24,209.68,211.81,204.53
208.01,202.33,210.36,202.33
206.66,206.00,207.60,203.74
208.70,207.39,208.70,206.78
207.39,200.95,208.96,200.95
200.99,213.58,214.95,200.99
210.03,215.82,216.11,210.03
215.31,218.31,218.31,215.25
217.79,212.00,217.79,212.00
216.81,216.00,217.94,214.08
215.05,219.67,219.67,215.05
222.65,224.49,225.00,219.00
221.80,224.26,226.47,221.45
225.00,227.93,227.99,225.00
226.48,218.53,226.94,218.53
218.04,226.09,226.88,218.04
223.85,223.85,223.85,223.85
225.13,221.51,226.25,218.41
225.05,227.81,227.81,225.00
228.45,229.37,229.37,226.03
227.19,223.52,229.95,223.52
225.96,223.99,226.93,219.20
230.81,227.40,230.81,225.14
226.97,224.75,228.39,223.27
221.99,225.00,226.97,219.78
219.07,221.49,226.89,219.07
223.80,221.49,225.84,221.49
222.26,222.80,223.50,220.77
220.57,220.40,220.70,220.40
220.00,223.05,224.21,219.57
225.45,230.44,230.44,225.45
225.54,223.34,227.98,223.31
226.51,228.89,229.87,226.51
232.00,233.40,233.40,228.55
230.58,231.59,231.59,230.36
232.88,232.87,232.88,232.87
231.00,228.61,233.88,228.61
230.41,229.93,232.88,227.56
230.41,228.37,230.41,227.06
226.98,226.54,226.98,223.36
228.56,227.15,230.44,227.15
227.51,225.30,228.66,225.30
225.00,228.97,230.52,225.00
232.00,232.47,232.47,229.15
233.48,231.31,235.98,231.31
236.51,242.82,242.82,236.51
243.21,236.19,243.21,236.19
238.72,234.99,238.72,234.39
237.58,237.74,239.65,235.31
237.37,236.51,238.58,233.25
237.03,237.64,237.64,234.61
232.00,234.55,234.90,232.00
237.74,243.13,243.33,237.00
240.71,241.20,241.20,236.97
241.70,235.71,244.30,235.71
239.50,239.50,239.50,237.61
239.50,242.56,242.99,239.30
243.78,239.43,243.78,237.09
238.56,234.35,241.90,234.35
240.00,241.53,242.63,239.00
240.66,241.21,242.59,238.80
242.64,242.38,242.64,241.31
242.38,243.20,243.86,240.26
242.40,241.22,242.40,240.06
238.05,238.15,239.83,238.05
238.81,242.49,242.49,238.81
242.68,240.23,242.68,240.23
241.11,240.60,241.95,238.81
236.29,238.50,240.39,236.07
236.31,240.45,240.45,236.10
238.00,239.00,241.70,238.00
241.65,237.99,241.65,236.01
239.38,241.65,241.65,239.38
240.71,241.77,241.77,239.64
240.72,243.14,243.71,240.72
240.46,238.07,241.64,237.08
239.26,239.13,241.20,238.79
239.14,239.99,240.79,239.14
239.22,238.47,239.22,238.47
238.94,240.25,240.34,237.14
242.83,239.65,242.83,238.48
238.82,239.80,241.09,238.82
239.00,242.35,242.35,238.68
244.23,242.96,244.81,240.66
241.15,242.45,244.69,241.15
240.22,243.11,243.71,240.22
242.37,244.39,245.00,241.92
244.55,249.74,250.00,244.55
249.84,249.84,251.46,246.52
251.93,259.01,259.01,251.93
257.75,260.90,260.98,257.75
261.98,259.21,261.98,257.03
260.00,261.59,261.59,259.86
259.54,257.94,260.30,257.94
256.62,256.26,259.58,256.00
256.08,257.43,260.00,256.00
255.59,251.82,255.59,251.61
252.36,248.65,252.36,246.18
248.26,243.75,252.87,243.37
244.89,246.99,249.12,230.51
254.36,248.48,254.36,246.07
246.00,209.75,246.00,205.20
210.00,211.80,217.00,209.01
212.22,210.50,215.40,210.50
210.95,209.18,212.91,209.18
210.00,210.71,212.88,209.00
210.21,206.00,210.21,206.00
207.10,201.00,207.10,200.80
201.50,199.00,201.64,199.00
198.47,201.41,201.99,197.11
200.90,202.77,204.44,200.90
204.87,209.00,211.32,203.00
209.09,210.30,211.33,208.90
209.31,210.99,211.80,209.31
211.71,210.36,215.27,210.11
211.41,209.56,211.41,207.25
209.11,207.91,209.11,207.56
207.88,208.00,208.95,207.03
208.65,207.40,208.65,206.11
206.12,207.36,207.50,204.95
206.98,206.77,207.51,206.51
207.98,209.50,209.50,207.85
209.00,212.23,213.70,209.00
213.00,216.39,216.53,213.00
217.24,223.00,223.00,216.39
221.29,213.56,222.00,213.21
215.08,210.66,215.08,209.41
210.07,210.26,212.74,210.07
210.02,210.21,210.21,210.00
209.18,211.91,211.91,207.54
208.78,212.00,212.00,208.50
211.54,212.10,214.91,211.11
213.10,211.63,213.10,210.93
209.52,208.41,210.95,205.00
209.18,211.02,214.00,204.80
212.57,216.48,216.48,212.57
216.59,216.50,216.80,214.54
216.46,210.85,216.46,210.00
211.91,213.52,213.52,208.95
210.11,214.05,215.10,210.06
214.00,214.98,214.98,214.00
214.21,213.12,214.21,210.16
216.51,219.21,219.21,215.01
217.01,220.01,220.01,216.20
220.80,220.63,221.79,220.63
223.33,233.78,234.99,222.95
232.00,230.52,235.00,230.01
231.03,231.02,232.99,230.75
230.00,230.64,232.00,230.00
230.11,228.38,230.22,228.38
225.82,228.37,230.35,225.82
228.11,229.21,231.99,226.34
229.98,229.30,230.00,228.20
228.90,230.71,231.00,228.90
229.98,229.85,230.99,229.50
228.58,229.31,230.00,228.58
228.95,234.00,235.70,226.00
234.00,231.68,234.00,228.47
229.65,230.21,230.76,227.08
229.62,230.69,234.30,229.56
230.31,229.76,230.31,227.21
230.00,230.00,231.76,228.72
228.37,228.08,231.02,227.90
228.32,231.13,231.13,228.32
228.56,210.41,228.56,204.24
209.46,211.00,215.38,205.27
210.99,203.35,210.99,203.35
205.84,202.40,205.84,202.40
201.00,199.62,201.84,199.02
199.01,199.01,200.78,199.01
199.01,200.87,200.87,198.50
197.75,200.53,205.00,197.75
202.60,202.19,202.60,202.00
204.41,206.10,208.96,204.41
207.26,209.60,213.98,207.26
210.45,205.55,210.45,203.96
204.00,207.06,207.92,203.85
205.33,200.52,205.33,200.52
199.00,200.92,200.92,198.62
202.39,197.77,202.39,197.77
200.00,200.08,201.00,199.02
199.20,199.65,200.22,197.99
195.78,201.93,201.93,195.78
200.06,201.93,202.00,200.06
203.87,202.56,203.87,201.26
200.74,200.50,201.49,198.90
201.05,202.00,203.65,199.00
203.89,201.31,203.89,201.31
203.40,205.73,205.73,203.02
205.85,204.25,205.85,204.25
200.43,201.00,201.00,199.75
203.00,204.98,204.98,203.00
205.85,208.20,208.44,205.40
206.88,207.39,207.39,203.08
205.84,206.58,206.99,204.05
205.24,207.00,207.00,205.24
206.99,208.16,208.76,206.50
209.24,207.01,210.00,207.01
206.00,208.52,208.52,206.00
208.04,211.16,212.66,207.60
208.86,213.79,213.88,208.86
213.49,208.91,213.49,205.69
208.70,209.40,209.70,207.12
210.06,209.97,212.57,209.19
211.12,207.00,211.12,202.01
207.86,207.00,208.32,204.04
203.53,208.06,208.32,203.01
209.64,209.00,211.49,208.00
209.32,208.26,210.00,208.00
211.45,211.50,212.85,211.45
211.55,213.50,214.01,211.50
212.00,211.50,212.00,211.50
210.42,206.00,210.42,206.00
211.09,214.00,222.91,211.09
214.64,217.64,218.08,214.64
218.66,223.95,223.95,218.66
223.96,222.97,223.96,217.00
223.00,219.89,223.24,217.75
219.00,214.26,219.00,214.26
218.00,220.00,220.00,218.00
221.84,218.29,221.84,218.29
217.86,217.86,217.86,217.86
218.80,213.00,218.80,213.00
213.00,212.75,213.00,212.00
212.75,218.58,218.58,212.75
216.68,218.81,219.93,213.69
218.00,219.87,223.98,217.22
221.75,219.05,221.75,219.00
222.89,221.85,222.89,219.00
219.00,219.00,219.00,219.00
220.13,223.56,225.83,219.00
219.31,221.75,221.75,219.31
226.39,223.96,226.99,221.77
223.18,221.35,223.22,219.25
218.72,216.56,218.75,216.56
217.16,217.16,217.16,217.16
215.95,219.67,219.76,215.95
218.04,217.37,218.86,217.37
217.51,220.29,220.99,217.14
219.10,220.51,220.51,219.10
218.36,219.48,219.48,218.36
219.97,218.76,219.97,218.51
216.26,216.70,216.77,214.00
214.00,218.87,218.87,214.00
215.96,217.80,218.50,214.25
217.40,216.22,217.40,216.22
214.20,215.93,216.70,213.08
214.88,214.70,216.32,211.76
211.50,215.33,215.33,211.50
217.07,219.33,219.33,217.07
216.11,222.89,222.99,216.11
221.63,223.25,226.54,221.63
220.51,220.62,222.00,220.51
218.60,220.93,221.10,218.39
220.71,221.50,226.00,220.45
221.50,221.30,223.00,218.13
218.50,218.50,218.50,218.50
218.15,218.15,218.15,218.15
217.02,220.90,222.48,217.02
219.17,220.55,220.55,218.60
nan,217.26,nan,nan
218.14,213.62,218.36,213.62
210.11,210.20,210.86,210.11
211.29,207.94,211.29,206.94
206.87,201.61,206.87,201.61
202.68,205.75,205.75,201.01
205.95,204.80,206.00,204.02
204.02,203.95,205.32,202.37
205.00,202.36,207.67,202.36
201.45,199.56,201.50,198.58
201.07,200.77,203.12,200.77
204.70,200.52,204.70,200.52
201.34,201.04,202.60,200.13
204.47,206.88,207.89,204.00
207.16,204.00,207.16,204.00
202.93,203.24,205.31,201.80
202.73,205.44,205.70,202.73
203.00,201.90,203.00,200.10
200.67,198.00,200.85,196.27
199.39,198.85,200.00,197.41
196.00,189.62,196.00,188.23
192.80,193.20,194.30,191.00
192.73,194.60,195.00,191.22
194.60,195.10,195.10,194.60
195.30,192.02,196.16,191.83
193.28,189.20,194.51,189.02
189.81,191.30,195.98,187.46
192.00,191.65,200.00,190.06
193.56,199.80,199.99,193.56
200.00,208.47,209.40,200.00
201.12,199.08,201.12,196.02
199.89,198.00,199.89,198.00
198.89,199.95,199.95,196.67
197.52,199.88,200.80,197.52
198.67,201.10,201.16,198.30
201.25,202.05,202.05,198.41
199.01,197.59,200.89,197.00
197.59,198.20,198.45,197.00
197.72,196.60,197.95,196.21
195.00,194.92,196.60,193.80
194.50,194.75,195.56,194.21
196.50,196.95,196.95,195.50
196.24,197.28,197.28,196.20
198.00,197.95,198.69,195.73
197.95,197.19,198.40,197.19
195.53,195.35,195.53,195.35
196.01,190.12,196.01,189.11
189.05,191.00,191.55,185.16
190.01,196.69,198.53,187.75
194.41,196.08,196.99,194.41
194.60,196.60,197.33,193.64
196.69,195.25,196.99,193.98
196.19,197.50,199.69,196.19
197.36,200.27,200.27,197.36
200.28,195.06,200.98,194.34
192.94,190.40,195.00,190.40
190.13,196.00,196.00,190.13
198.53,202.04,205.50,198.53
202.07,195.03,202.07,195.03
193.62,194.95,194.95,193.62
194.95,190.94,194.95,190.94
192.32,187.00,192.32,187.00
187.00,189.54,189.54,187.00
190.98,192.21,192.66,189.10
192.59,191.57,193.36,189.17
190.06,190.07,190.10,188.06
189.73,190.11,191.29,188.00
188.40,188.15,188.40,186.50
186.00,187.45,188.57,186.00
187.57,188.01,188.74,186.36
188.11,192.48,192.48,188.11
191.38,195.12,196.33,191.38
195.35,198.20,199.51,195.35
199.40,199.44,199.44,199.40
198.13,198.90,199.80,198.13
198.00,201.06,202.49,198.00
198.47,200.47,200.97,198.47
204.09,200.51,204.09,200.00
200.51,200.40,201.30,199.04
198.53,195.60,198.53,195.45
197.00,198.76,200.00,196.84
196.46,202.61,202.61,196.46
200.07,201.51,203.50,198.30
200.30,203.17,203.17,200.30
206.01,206.01,206.01,206.01
206.25,207.61,207.61,206.25
N/A,N/A,N/A,N/A
208.44,208.44,208.44,208.44
209.94,209.84,210.99,209.84
210.00,209.87,210.00,209.09
209.38,200.25,209.38,200.25
200.00,200.00,200.00,200.00
199.35,200.68,200.68,198.47
203.44,198.01,203.44,198.01
196.37,197.00,197.00,196.37
197.00,196.71,197.00,196.71
196.97,196.24,196.97,195.47
196.30,201.76,203.73,196.30
201.40,206.18,206.19,199.54
205.88,205.70,205.88,205.01
203.82,205.52,205.52,203.82
204.00,204.89,204.89,203.59
205.52,205.49,205.52,204.75
203.50,201.42,203.50,201.42
201.01,200.00,201.01,199.74
201.44,198.05,202.49,196.10
197.68,197.51,197.72,197.00
197.93,199.51,199.51,197.25
N/A,N/A,N/A,N/A
199.99,198.37,199.99,198.30
201.67,202.88,202.88,201.67
201.35,203.85,203.85,201.26
196.70,200.63,204.09,196.70
202.65,193.66,203.60,193.66
195.37,192.73,195.40,190.65
190.01,193.82,193.82,190.00
193.82,191.99,194.84,189.48
192.28,191.85,192.28,191.15
192.85,192.09,194.95,192.09
190.43,188.77,192.27,188.77
189.60,188.65,189.60,187.69
186.41,186.37,187.70,186.37
187.20,188.24,188.49,187.11
187.40,187.34,189.16,187.34
187.81,189.35,189.35,187.81
188.14,187.91,188.75,187.88
187.50,190.19,190.19,186.50
189.07,190.40,191.35,189.01
194.00,196.16,196.16,194.00
194.88,196.71,198.70,194.88
200.41,197.11,200.41,197.02
197.16,198.60,198.80,197.16
195.31,195.96,195.96,194.89
196.93,198.77,198.77,195.35
199.30,196.94,199.30,196.71
197.49,197.90,197.90,197.49
197.65,196.53,197.65,194.02
196.15,199.10,200.23,196.12
199.74,200.39,200.39,197.39
196.34,189.90,197.80,189.90
191.80,188.80,191.80,188.00
195.00,195.00,195.00,189.57
N/A,N/A,N/A,N/A
196.23,198.96,198.96,196.23
197.81,200.00,200.00,197.79
199.50,200.10,201.05,199.10
202.00,208.60,208.64,200.00
209.00,207.62,209.00,207.53
206.18,206.84,206.84,205.68
206.95,208.30,208.30,206.95
208.00,208.95,209.00,207.64
209.25,209.29,209.98,209.01
209.99,209.60,209.99,209.60
209.99,211.03,212.75,209.99
210.01,211.05,213.00,210.01
210.00,211.42,212.01,210.00
210.76,214.12,214.50,210.76
215.21,219.86,219.86,215.21
216.82,218.12,218.12,216.00
219.39,220.92,220.92,219.39
218.81,220.48,220.48,218.12
219.01,220.30,221.00,219.00
222.50,221.55,222.74,218.35
220.51,219.70,221.87,219.40
218.77,218.80,219.77,217.47
219.09,219.65,220.00,219.07
218.83,219.37,219.37,218.13
217.27,217.27,217.27,217.27
218.00,216.60,218.00,216.60
217.48,219.69,219.69,216.99
218.11,216.02,218.12,216.02
216.97,219.86,219.86,216.97
220.00,221.96,221.96,219.95
219.34,221.06,222.14,219.34
