PSA,Public Storage Common Stock,NASDAQ
215.66,221.01,221.62,214.34
219.63,221.06,221.75,218.58
222.00,219.13,224.40,218.31
217.45,217.67,218.84,215.34
218.53,218.38,218.75,215.75
218.76,215.20,218.76,214.52
214.91,216.29,219.50,214.44
218.19,218.73,221.12,215.58
220.77,220.37,222.64,218.73
220.27,217.84,221.40,216.45
217.96,215.13,219.23,215.13
215.01,217.26,218.35,213.97
217.89,218.72,219.69,216.48
218.72,220.14,221.09,217.61
220.55,218.28,220.55,217.30
218.47,220.40,221.56,216.79
220.20,223.50,223.82,219.38
224.67,223.52,225.51,221.95
224.27,225.16,225.90,223.74
222.76,227.56,227.94,219.81
225.90,228.35,228.78,225.35
228.35,226.79,229.10,226.10
226.71,225.30,227.43,224.91
224.29,219.76,224.30,218.56
219.05,217.30,219.80,213.60
217.29,214.12,217.29,213.93
