PSA,Public Storage Common Stock,NASDAQ
110.78,111.36,111.69,110.67
111.46,111.00,111.95,110.68
110.63,110.20,110.82,108.37
110.49,110.87,111.42,109.90
110.44,110.39,111.28,110.33
110.54,111.65,111.71,110.18
110.46,110.86,112.56,110.45
110.67,108.99,111.11,108.82
108.72,108.96,109.95,108.13
109.32,110.57,110.83,109.27
110.80,112.25,113.05,110.15
112.81,109.82,112.99,109.77
109.55,109.07,110.78,109.00
109.90,110.50,111.35,109.90
110.57,109.11,110.97,108.61
109.48,109.24,110.20,108.77
109.44,112.58,113.06,109.44
112.10,112.31,113.36,111.67
111.45,110.44,111.84,110.13
109.59,110.78,111.06,109.24
110.04,109.66,110.46,109.24
107.01,108.99,109.84,107.01
108.73,106.77,109.10,105.87
108.19,107.91,108.36,106.93
109.22,107.62,109.45,107.53
108.69,109.22,109.99,108.05
109.19,108.09,109.42,107.54
107.62,107.15,107.99,106.72
107.50,107.39,107.67,106.39
107.50,108.05,108.23,107.36
108.53,107.86,108.72,107.77
107.62,109.06,109.13,107.38
109.41,110.30,110.50,108.92
109.90,110.91,111.09,109.85
111.56,111.00,111.67,110.61
111.05,111.73,112.28,110.96
111.27,111.19,111.95,110.54
111.50,110.77,111.88,110.58
110.65,110.00,110.97,109.06
110.38,108.50,110.41,108.30
108.85,108.73,109.67,108.51
108.29,108.18,108.66,108.05
108.50,107.77,108.59,107.49
107.39,109.65,109.85,107.21
109.85,111.47,111.79,109.63
110.29,110.58,110.87,109.90
110.91,111.79,111.79,110.77
113.02,112.35,113.02,111.99
112.85,112.30,112.85,111.78
112.51,113.88,114.50,112.32
114.44,115.45,115.75,113.67
115.64,116.58,116.71,115.19
116.43,118.66,118.88,116.12
118.52,117.31,118.63,116.14
117.70,116.90,118.17,116.12
116.78,116.31,117.59,115.37
115.92,116.35,116.63,115.47
116.04,115.96,117.50,115.21
116.00,116.03,118.00,115.42
116.49,117.64,117.87,115.79
117.83,119.86,120.00,117.67
119.52,119.15,119.73,118.50
118.75,117.53,119.35,117.32
117.92,116.33,117.92,116.22
116.25,116.93,117.23,115.73
116.69,117.04,117.42,116.39
117.33,117.69,117.90,116.36
118.00,117.31,118.30,116.53
117.27,116.08,117.27,116.02
115.21,113.73,115.23,113.71
114.14,113.83,114.68,113.81
113.50,114.37,115.25,112.78
114.02,115.59,116.29,113.60
115.90,115.97,116.19,115.46
116.35,118.34,118.38,116.25
117.98,115.22,117.98,115.00
115.23,115.06,116.30,114.76
113.77,115.92,116.39,113.77
115.89,114.43,116.30,114.36
114.92,115.68,116.95,114.78
115.37,116.23,116.85,115.37
116.37,114.99,116.37,114.74
114.49,112.22,114.67,112.09
111.12,110.87,112.54,110.47
112.14,111.91,112.27,111.11
111.11,109.71,111.40,109.37
109.99,110.70,111.47,109.51
111.52,111.77,112.38,110.72
111.29,112.19,112.83,111.29
112.39,112.34,112.77,111.87
112.15,111.69,112.85,111.61
110.08,108.77,110.19,107.84
109.90,110.73,111.22,109.77
111.06,111.09,111.67,110.69
111.54,111.85,112.10,110.83
112.50,113.54,113.65,112.09
113.43,114.01,114.36,112.77
114.20,115.81,116.06,113.95
115.69,117.47,117.57,114.95
117.13,118.11,118.31,116.52
119.11,118.91,119.24,118.39
117.39,119.40,119.50,117.38
117.75,118.39,119.30,117.62
118.30,119.73,121.18,118.19
120.08,118.27,120.19,118.18
118.81,117.84,119.13,117.23
118.19,119.19,119.49,117.45
118.90,118.09,119.05,117.21
118.40,120.14,120.18,117.98
119.90,121.04,121.27,119.12
121.90,122.94,123.48,121.60
123.25,123.23,123.68,122.58
121.95,122.53,123.54,121.68
122.48,122.64,123.07,121.38
122.47,119.19,122.47,119.11
119.49,119.36,120.80,118.15
118.44,119.63,120.04,117.58
120.62,118.80,121.20,117.67
118.00,116.40,119.10,116.27
116.60,117.08,117.42,113.28
115.70,110.82,116.77,110.81
112.72,110.31,112.72,108.48
108.20,102.07,108.76,102.01
102.34,112.77,113.33,101.77
110.02,109.62,115.20,109.09
110.15,117.51,119.60,110.01
118.25,116.97,120.50,116.39
117.91,119.82,119.95,117.53
118.68,120.27,121.78,117.57
120.90,120.36,123.06,119.98
117.48,115.82,118.95,114.61
113.71,113.95,117.31,113.70
116.03,115.30,116.40,113.83
116.07,119.49,119.50,115.35
118.50,120.04,120.55,117.05
120.44,117.77,121.47,116.62
117.29,120.11,120.21,114.70
122.01,122.45,123.28,119.84
122.32,123.34,124.26,120.71
123.82,123.73,124.19,122.49
123.88,121.24,124.39,120.90
119.02,118.59,121.49,118.37
114.96,118.89,119.12,114.96
120.78,123.63,123.72,118.81
122.59,123.85,124.81,122.18
122.81,120.66,123.46,119.85
118.38,120.63,120.73,117.85
120.85,120.05,120.93,118.96
120.84,121.91,122.51,118.37
123.12,122.92,123.24,121.69
123.23,122.94,123.69,120.98
120.73,120.53,121.85,120.38
121.33,120.65,122.26,120.58
120.45,116.86,121.94,116.51
115.42,114.70,116.49,113.01
114.33,113.70,114.70,112.06
114.46,114.71,114.84,112.93
116.83,115.22,117.41,114.65
115.50,113.02,116.39,112.82
115.23,113.63,115.34,112.29
112.52,111.35,113.77,111.19
110.20,105.78,111.91,105.71
104.50,109.91,110.22,103.42
109.74,109.96,110.59,105.05
109.41,111.75,112.03,108.57
112.42,108.23,112.42,108.08
110.62,114.59,114.65,110.27
113.80,112.08,114.18,111.70
112.68,114.36,115.48,111.78
113.37,113.50,114.51,111.68
114.78,114.91,115.24,113.59
114.46,113.86,115.58,113.48
113.93,117.29,117.86,113.57
117.01,115.34,117.57,115.00
115.63,116.02,116.37,113.51
117.46,119.66,119.73,117.22
119.71,123.13,123.24,119.08
122.56,122.45,123.97,121.09
123.77,124.69,125.12,122.79
129.08,130.81,132.20,126.81
129.31,131.52,131.63,129.31
129.52,129.05,131.61,128.90
126.76,126.27,129.36,126.12
128.29,127.37,128.69,126.24
128.43,127.26,128.43,124.86
126.04,124.82,126.04,122.39
125.09,125.50,125.85,123.20
125.77,126.74,126.97,124.01
124.20,121.88,125.23,121.42
123.54,124.08,124.84,122.52
125.69,125.66,126.65,124.50
124.76,123.02,125.22,122.34
122.49,125.07,126.06,122.23
123.72,124.13,126.23,123.39
123.79,123.45,125.21,122.84
124.25,125.11,125.42,123.34
123.47,123.18,124.01,121.85
123.15,123.92,125.31,122.95
122.83,121.90,123.75,121.39
121.93,122.30,124.48,121.68
126.36,125.89,126.36,124.04
126.57,126.61,127.00,125.39
129.05,131.90,132.06,128.63
131.43,129.50,131.56,128.51
130.75,129.55,131.73,129.26
131.22,128.49,131.44,127.92
128.47,129.12,129.69,128.00
128.78,130.12,130.57,127.50
129.49,127.52,129.65,127.12
128.29,130.17,130.63,127.64
128.17,127.20,128.45,125.92
127.57,125.44,128.73,124.89
125.09,127.00,127.80,124.66
128.13,127.07,128.32,126.56
127.83,128.39,129.53,127.58
128.88,127.83,129.79,127.77
129.62,130.86,131.15,128.91
131.00,131.53,131.71,130.34
131.75,133.20,133.79,131.50
133.85,134.51,134.63,133.53
134.50,135.71,136.67,134.20
135.71,133.94,135.71,133.89
134.61,135.20,135.74,133.76
135.61,134.46,136.17,134.45
136.70,135.19,138.46,134.18
134.50,131.36,135.00,131.25
130.73,133.03,133.18,130.64
133.11,132.28,134.27,132.24
132.52,132.12,133.23,131.61
133.32,133.63,134.67,132.98
133.22,134.22,134.40,132.54
133.84,133.76,134.01,132.56
132.59,134.94,134.96,132.32
136.66,134.87,136.72,134.69
134.57,135.55,136.46,134.14
135.85,135.66,136.24,135.00
135.82,135.83,136.21,133.84
135.72,135.98,136.32,134.68
134.80,135.60,136.06,134.80
135.15,135.91,136.22,134.90
135.99,136.65,137.52,135.69
136.38,137.52,137.96,135.87
136.17,137.16,137.22,135.51
137.47,138.86,138.98,137.19
139.57,138.52,140.14,138.15
138.89,139.25,139.77,138.64
140.57,141.34,141.48,138.72
140.75,138.91,140.97,138.21
138.48,139.38,139.58,138.01
139.07,139.53,139.93,138.37
139.38,138.19,140.21,137.66
137.27,137.71,138.35,136.94
138.68,140.09,140.37,138.11
139.57,138.52,139.78,137.92
138.91,136.87,139.10,136.39
137.08,139.54,139.77,137.08
139.51,138.74,139.78,138.01
139.08,136.99,139.08,136.66
137.50,136.22,137.64,135.88
135.91,138.39,138.41,135.17
138.27,137.12,139.76,136.00
136.58,135.63,136.67,135.30
135.86,135.03,136.75,134.72
135.14,134.07,135.88,133.78
134.00,134.15,134.46,133.62
134.00,133.40,134.00,132.20
132.51,133.50,133.67,131.07
132.13,131.34,132.90,131.04
131.54,131.04,132.00,129.74
131.24,129.34,131.44,129.04
129.63,130.72,131.40,129.09
129.69,130.16,131.50,129.20
130.46,132.53,133.08,130.46
132.31,132.46,133.26,131.72
133.52,133.82,134.00,132.03
135.03,136.52,136.56,134.38
136.40,136.92,137.64,135.90
136.43,137.14,137.46,136.10
137.14,136.93,137.83,136.54
135.99,135.50,136.10,135.03
135.91,137.07,137.53,135.37
138.36,137.89,138.88,137.33
137.89,137.28,138.21,136.80
136.96,137.04,137.66,135.80
136.11,137.57,137.66,135.87
138.26,138.17,138.53,137.60
137.80,138.82,138.93,137.44
138.32,138.36,138.79,137.60
137.37,136.62,137.84,136.26
136.21,136.36,136.80,135.88
134.73,135.59,136.34,134.12
135.66,134.33,136.00,134.24
135.59,136.82,136.94,135.06
136.83,137.97,138.00,136.06
137.91,136.78,138.20,136.78
137.42,137.92,138.91,137.37
138.39,138.62,139.22,137.38
138.01,137.61,139.05,137.42
137.90,137.78,138.84,137.21
138.00,139.72,140.30,137.89
138.76,138.62,139.20,137.56
138.90,141.66,141.66,138.61
142.66,142.49,142.66,141.55
142.04,142.67,143.02,141.54
143.41,143.91,144.51,142.88
143.44,143.26,143.44,142.07
143.24,145.04,145.75,142.53
144.43,145.50,145.88,143.50
145.68,144.97,146.49,144.50
143.00,140.49,143.76,139.79
140.25,140.71,141.35,140.09
140.00,140.65,141.12,139.43
139.57,139.28,140.44,139.18
140.31,139.09,140.31,138.54
138.53,139.42,140.28,138.10
138.07,136.96,139.63,136.87
137.15,135.77,137.45,135.27
136.31,133.95,136.31,133.74
134.22,130.61,134.52,130.56
131.37,130.51,132.64,130.12
130.58,133.18,133.32,130.53
133.22,132.18,133.44,131.61
131.61,132.11,132.28,129.77
131.99,132.91,133.37,129.90
132.54,133.29,133.53,132.45
133.68,134.80,134.93,133.12
133.67,132.48,134.00,132.10
132.75,133.47,134.66,131.32
131.31,132.00,132.96,131.26
132.32,132.66,133.21,131.65
132.07,133.67,134.45,131.62
134.93,136.53,136.53,133.98
137.66,136.56,137.82,136.20
135.94,138.71,138.84,135.94
139.34,135.72,139.34,135.66
135.72,136.56,137.81,135.10
135.49,135.69,137.48,135.09
136.03,137.27,137.82,135.50
137.99,137.78,138.10,136.24
137.24,139.23,139.78,137.05
139.72,139.65,140.99,138.80
139.97,139.30,140.09,138.52
139.74,138.16,140.00,137.90
138.61,137.99,139.00,137.07
136.77,137.75,138.08,136.32
137.84,140.05,140.43,137.74
140.42,140.21,140.42,139.32
139.07,140.97,141.00,138.21
143.12,144.41,144.42,141.56
144.27,145.14,145.20,143.75
145.58,145.11,146.00,144.68
145.02,144.17,145.45,143.52
143.02,144.61,144.90,142.74
143.60,144.85,144.97,143.05
145.28,144.15,145.94,143.63
144.40,144.06,144.57,142.51
143.58,144.81,145.72,142.79
145.16,146.67,147.07,145.16
146.63,147.39,147.53,146.01
147.77,148.98,149.23,146.85
148.51,147.88,148.51,147.36
147.89,146.15,147.90,144.67
145.28,145.76,145.98,144.64
144.27,145.47,145.88,144.27
145.38,145.13,145.84,144.04
145.71,144.98,145.71,144.30
146.95,147.05,147.68,146.29
147.64,149.37,149.97,147.28
149.36,149.91,150.35,149.17
149.52,148.95,149.90,147.82
149.35,148.62,151.04,148.54
148.00,148.81,148.92,147.31
152.29,147.90,152.68,147.23
148.76,146.31,149.36,146.19
146.70,145.53,146.97,145.24
145.53,145.09,145.79,144.07
144.89,143.74,145.50,143.48
143.60,144.56,144.85,143.06
144.18,143.78,144.41,143.44
143.90,143.11,144.54,142.91
143.29,143.83,144.70,143.22
143.83,144.96,145.12,143.00
145.10,145.39,145.94,144.80
144.49,142.58,144.49,141.76
142.69,142.47,143.48,142.44
142.35,142.47,142.76,141.22
142.41,141.30,142.80,141.03
141.30,142.68,143.06,141.17
142.81,142.48,143.40,142.25
142.00,143.61,143.64,141.89
143.43,143.66,144.19,142.98
143.24,144.61,144.84,142.88
144.87,145.56,145.73,144.45
145.16,146.64,146.69,144.61
146.77,146.45,147.13,145.95
146.94,147.48,147.57,146.57
147.72,146.82,147.98,146.31
145.67,144.21,146.05,144.00
144.43,144.03,145.93,143.70
144.06,145.63,145.64,143.40
145.23,147.58,147.80,144.88
148.15,148.77,149.47,147.30
148.76,147.69,149.84,147.43
147.69,145.66,147.69,145.50
145.91,144.02,146.50,144.00
143.08,142.05,143.90,141.46
142.25,141.51,142.48,141.42
141.16,140.93,141.86,140.70
140.95,139.76,141.77,139.66
138.86,139.35,140.39,138.44
139.81,139.00,140.77,138.78
138.47,139.17,139.93,137.86
139.75,138.96,139.96,137.55
139.00,139.23,139.53,138.14
139.49,139.69,141.04,139.26
140.30,139.02,140.46,138.59
139.35,139.19,140.03,138.83
139.08,139.19,139.67,138.27
139.40,138.69,140.00,138.28
139.03,138.60,139.18,137.74
139.62,137.53,139.75,137.51
137.61,136.54,138.51,136.36
136.79,137.26,137.64,136.21
137.22,137.81,138.65,137.22
137.50,137.20,137.74,136.12
137.14,137.72,138.27,136.88
136.81,138.02,138.98,136.81
137.39,136.88,137.81,135.99
135.07,137.11,137.49,135.07
137.51,137.94,138.32,136.97
138.46,137.17,138.86,136.32
137.20,136.56,137.63,135.62
137.00,138.63,139.15,136.46
139.21,139.88,140.53,139.21
139.54,140.30,142.04,139.54
140.13,140.04,140.80,138.65
140.16,141.03,141.57,140.06
140.64,143.34,144.83,140.31
142.51,141.92,143.51,141.62
141.63,145.70,147.30,141.10
145.75,145.28,146.20,144.62
144.64,146.85,148.17,144.55
146.95,145.00,147.40,144.48
145.19,144.25,146.14,143.47
144.40,143.86,144.75,142.52
145.04,144.94,146.73,144.44
144.42,144.53,144.62,143.05
144.87,144.29,144.97,143.66
144.89,145.27,145.63,144.10
144.69,145.30,145.98,143.69
143.85,142.72,143.85,141.59
142.58,142.33,142.97,141.22
143.60,141.28,143.74,140.35
141.48,140.64,142.71,140.63
141.09,142.52,143.05,141.02
143.08,142.50,144.11,142.35
142.59,141.55,142.59,141.27
141.61,141.66,142.38,141.25
141.62,142.32,142.70,141.29
140.75,141.01,142.15,140.49
141.33,141.36,141.98,140.81
141.66,140.88,141.71,139.90
140.84,139.53,140.88,138.65
140.61,140.10,140.61,139.31
140.63,142.40,142.42,140.22
142.02,143.78,143.79,141.71
143.46,143.91,144.72,143.30
143.97,146.14,146.23,143.64
146.22,145.23,146.61,145.07
145.17,145.87,146.75,144.51
146.02,144.38,146.10,143.96
144.16,144.37,144.91,142.79
143.76,143.46,144.80,143.15
143.16,144.96,145.04,142.90
146.58,146.09,146.58,144.80
145.99,145.55,146.96,145.30
145.41,146.22,146.41,145.17
145.85,145.95,146.63,145.68
145.88,144.96,146.02,144.35
145.35,145.49,145.52,144.69
145.82,146.28,146.29,145.04
146.75,147.05,147.06,145.77
147.06,146.31,147.47,146.05
146.70,147.67,147.87,145.79
147.23,147.96,148.10,146.68
148.42,148.09,148.73,147.78
149.09,150.26,150.41,148.39
149.88,150.92,150.96,149.80
150.46,150.82,151.17,150.23
151.00,151.73,151.87,150.64
152.00,152.70,152.91,151.40
153.00,153.44,153.92,152.18
153.05,154.22,154.38,152.69
153.71,153.82,154.42,152.92
153.80,153.93,154.20,152.87
154.20,155.50,155.87,153.93
154.85,156.39,156.99,154.82
157.17,156.94,157.41,156.23
156.35,157.02,157.69,155.98
157.26,156.04,157.65,155.58
155.50,157.40,157.59,155.50
157.46,156.85,157.95,156.70
157.04,157.13,157.68,156.38
157.22,156.08,157.33,155.54
155.66,154.20,155.89,154.10
152.83,151.26,152.83,150.00
150.86,152.72,152.75,150.86
152.39,152.46,154.36,152.39
152.56,152.01,152.74,151.21
152.57,152.41,153.85,152.02
152.89,149.98,153.12,149.98
150.76,151.14,151.40,149.79
150.91,151.84,153.04,150.61
152.18,151.21,152.74,150.99
150.94,151.95,152.31,150.43
151.70,152.75,153.39,151.70
153.15,153.98,154.18,152.65
154.32,152.59,154.62,152.17
152.50,150.46,152.77,150.25
150.56,150.47,150.72,148.77
149.13,148.91,149.68,148.75
148.89,147.00,149.20,146.93
147.03,146.68,147.21,146.12
146.83,147.25,147.59,146.79
147.11,148.25,148.32,146.45
147.73,148.39,148.75,147.50
148.66,149.85,150.50,148.28
150.08,151.09,151.18,149.55
150.64,150.77,152.52,150.33
151.00,150.71,151.50,150.07
151.14,150.25,151.73,149.94
150.84,151.45,151.99,150.64
150.52,151.20,151.38,150.31
151.47,152.32,152.44,150.90
152.18,152.39,152.46,151.11
152.88,152.92,153.43,152.36
153.38,152.22,153.72,151.83
152.49,154.38,154.54,151.94
153.06,155.10,155.43,152.91
154.96,156.73,156.86,154.42
156.19,157.15,157.36,155.71
157.62,157.09,158.55,156.77
157.44,158.56,159.61,156.99
158.42,158.51,158.64,157.48
157.82,155.05,158.33,155.01
155.54,156.29,157.90,154.85
155.35,156.29,157.01,154.37
156.52,156.51,156.87,155.65
157.01,158.80,159.04,156.76
158.84,157.69,159.22,157.40
158.10,158.65,159.32,157.61
158.95,159.42,159.70,158.49
159.17,159.10,159.60,157.47
159.33,159.97,160.61,159.05
160.44,161.99,162.04,159.82
161.66,165.00,165.33,161.60
163.81,164.90,165.59,163.81
165.35,165.88,166.70,164.68
166.70,166.48,167.32,166.00
166.43,166.76,167.68,166.00
167.02,166.89,167.22,166.51
166.91,165.53,167.00,165.13
165.23,164.62,166.10,164.34
167.00,164.27,167.11,163.80
164.07,165.35,165.49,163.51
165.25,164.64,166.08,164.42
164.42,167.17,167.27,164.07
166.59,165.20,167.91,164.47
165.25,167.45,167.65,165.25
167.20,166.93,167.65,165.96
167.38,167.72,167.91,166.46
167.20,162.99,168.66,162.09
161.28,160.06,162.01,158.99
159.82,162.59,162.75,159.08
163.97,160.82,164.45,159.07
159.81,157.27,160.17,156.46
157.27,153.99,157.51,153.72
153.66,151.80,155.33,151.58
152.23,155.49,155.77,151.25
155.51,151.54,155.90,151.48
151.07,150.89,152.00,150.22
150.96,153.91,153.98,149.96
154.32,153.78,154.77,151.67
152.52,150.46,152.52,149.88
149.73,148.99,150.76,148.33
149.96,147.71,149.96,147.21
147.38,152.35,152.69,147.05
152.24,151.80,154.25,150.58
153.25,153.34,154.99,151.96
153.42,152.40,153.75,152.26
152.53,149.20,153.29,149.06
148.52,145.90,148.65,145.04
