NEU,NewMarket Corp Common Stock,NASDAQ
172.57,172.58,174.03,171.29
173.99,174.76,176.38,171.68
175.67,174.20,176.16,172.28
172.86,172.85,175.00,171.51
171.15,168.34,171.19,168.08
169.20,166.98,169.50,166.68
166.34,170.20,171.56,164.70
169.44,171.74,172.51,168.04
173.18,173.12,174.09,171.61
174.57,174.22,175.74,172.69
174.22,167.20,174.22,167.06
167.92,166.71,171.24,166.01
163.56,162.67,166.20,162.46
162.01,160.97,165.25,160.97
162.71,159.64,162.71,159.28
156.26,157.26,160.22,156.26
157.51,159.39,161.24,156.33
158.32,157.76,159.80,156.61
157.49,154.75,158.01,154.22
156.88,159.05,162.37,156.83
157.60,154.43,160.08,154.16
154.77,154.66,156.48,151.03
156.35,154.85,157.46,154.19
154.41,158.27,159.61,153.87
159.27,161.79,162.25,158.02
160.44,161.91,164.38,160.44
159.09,165.31,165.76,157.40
165.63,164.07,166.91,163.76
163.60,165.26,167.62,161.09
166.61,168.20,168.52,164.35
169.45,168.17,170.12,166.96
168.72,170.71,171.92,168.14
171.24,174.65,177.14,170.78
174.37,173.72,175.31,170.96
172.60,175.97,175.97,170.85
178.42,178.10,180.39,176.56
174.21,178.16,179.39,174.21
176.13,175.23,176.79,174.47
174.64,173.21,175.64,172.30
174.80,173.15,176.70,172.08
174.12,172.11,175.35,169.14
172.61,171.47,174.17,168.53
171.02,169.69,171.57,168.23
171.71,169.85,172.71,169.29
165.85,167.70,168.93,165.38
168.28,173.07,174.26,168.28
173.42,171.00,174.63,170.12
168.50,171.08,174.93,168.48
171.19,168.99,173.03,168.26
168.37,164.92,169.19,164.21
164.54,162.85,166.55,162.59
160.29,164.02,165.52,159.00
164.92,162.88,166.60,161.35
161.78,157.24,163.26,157.19
157.43,157.00,162.90,152.15
160.00,149.46,165.49,148.86
152.17,149.00,153.77,144.72
143.25,135.01,149.06,135.01
138.86,149.41,149.73,137.48
144.49,142.94,149.88,142.59
144.92,154.65,156.60,143.96
156.30,155.00,157.53,153.51
157.09,158.48,160.35,155.96
156.28,155.69,158.39,154.54
156.41,152.70,157.89,151.66
148.11,145.32,148.76,143.13
142.28,144.48,150.00,140.54
148.91,145.32,149.87,143.23
145.01,152.90,152.92,145.01
152.98,156.54,157.10,151.79
157.78,156.50,159.20,156.30
155.02,161.43,162.24,153.25
163.70,168.13,168.16,161.90
167.00,167.66,169.78,165.06
168.53,167.68,171.57,164.65
167.42,162.26,169.84,161.99
158.00,158.50,162.87,157.10
152.51,157.93,158.49,152.51
160.84,164.61,165.43,159.00
163.16,162.70,165.05,161.42
160.64,158.14,161.39,157.56
155.83,159.76,159.76,154.20
159.86,159.18,160.09,156.80
159.21,162.65,164.87,158.54
165.36,167.64,169.37,163.00
168.00,166.11,168.00,163.61
162.70,167.08,167.68,160.87
168.66,165.55,168.67,165.07
165.13,158.08,166.87,158.06
152.28,153.28,157.45,151.48
153.00,154.88,157.32,150.59
156.27,158.59,159.14,151.96
162.39,159.80,164.16,158.36
160.11,152.84,160.11,152.81
156.63,155.68,156.63,148.90
152.73,151.87,156.52,151.56
150.92,145.08,155.63,145.05
143.66,150.62,151.49,140.46
151.76,154.54,155.39,147.80
153.50,159.41,160.24,151.22
160.27,157.75,162.27,156.37
161.70,164.96,165.00,161.09
162.76,164.69,167.56,162.76
165.62,167.17,169.59,164.92
165.73,165.62,166.09,163.63
167.54,167.44,168.17,163.33
165.76,161.61,166.69,161.21
161.76,166.65,167.50,159.24
169.12,168.70,173.44,165.83
168.70,171.72,171.84,165.09
175.18,176.09,176.28,173.21
176.02,182.49,182.73,176.02
180.00,178.43,182.88,177.02
181.09,182.34,182.79,175.17
190.00,197.78,198.38,187.08
197.23,198.16,200.03,194.87
198.21,194.14,203.11,194.07
186.15,187.46,192.34,183.70
192.10,186.85,192.10,179.02
190.06,191.54,193.67,185.37
189.06,191.44,192.03,186.93
191.24,191.39,191.47,185.49
192.53,196.95,197.19,189.50
190.15,186.63,191.40,185.26
189.03,188.30,190.73,185.60
190.79,194.83,196.77,190.10
194.88,191.66,195.63,190.00
191.03,194.93,196.49,189.09
192.50,189.41,195.45,189.02
189.40,184.08,189.40,182.00
184.19,184.90,187.23,183.57
180.85,181.47,183.15,179.21
181.22,179.68,182.76,179.00
177.50,176.43,180.90,174.66
175.70,174.89,177.69,174.12
180.82,180.21,182.36,177.65
180.50,181.16,184.00,180.50
186.93,197.89,197.92,186.93
196.47,196.92,203.09,194.94
200.28,194.02,200.28,193.44
197.63,199.98,202.00,196.44
200.20,202.28,203.99,200.20
201.21,200.42,202.16,197.01
198.65,193.13,198.65,192.74
193.41,199.71,201.63,188.85
195.91,197.08,199.36,195.00
197.98,192.78,199.70,191.78
190.64,189.00,192.26,188.53
191.75,192.18,193.70,188.73
194.17,190.02,198.85,189.25
192.43,188.63,195.71,187.87
193.12,197.71,199.00,190.65
197.82,200.09,200.75,194.75
202.10,201.01,204.91,200.77
201.43,203.71,204.92,201.43
202.96,199.19,203.08,199.19
199.11,195.61,200.86,194.44
195.87,200.95,201.39,195.87
199.94,198.11,202.21,197.37
202.18,201.06,204.42,198.29
199.38,200.50,202.38,198.77
198.74,199.73,201.31,197.04
199.10,198.91,200.80,196.27
199.43,199.66,200.74,197.14
202.41,203.26,205.27,201.73
203.27,207.86,209.14,203.27
209.30,210.82,211.79,207.44
207.11,209.78,211.75,205.25
211.53,210.35,213.99,209.81
209.86,209.66,211.55,207.03
209.80,213.09,214.06,207.50
213.65,213.36,216.34,211.65
214.24,215.60,216.16,212.37
215.55,214.89,218.06,214.08
215.41,215.82,215.90,213.02
217.10,216.39,219.14,215.54
216.16,218.60,219.63,216.13
215.65,216.63,218.67,215.44
218.21,216.19,219.09,214.80
216.01,220.29,220.85,216.01
206.97,191.07,206.97,188.47
194.70,191.63,199.75,189.00
191.63,192.19,194.56,191.10
192.24,195.80,196.83,191.43
196.50,198.05,199.45,194.80
199.30,195.47,200.50,195.23
194.14,193.47,196.05,190.34
195.34,195.64,196.87,193.12
194.84,188.73,195.44,186.55
188.49,187.35,189.00,185.36
187.89,189.13,192.18,186.36
189.87,188.15,189.93,185.65
187.98,185.99,188.68,185.28
185.62,183.87,186.03,180.57
184.44,183.77,184.75,182.37
184.08,184.80,185.44,183.50
183.58,184.08,185.93,182.14
183.95,183.68,185.55,182.01
184.60,182.43,185.15,180.54
183.93,185.41,188.48,183.29
185.41,180.06,185.41,179.33
180.19,178.71,180.36,176.03
175.84,173.46,177.21,172.50
173.75,177.23,177.66,173.75
179.24,178.65,180.08,176.30
179.27,179.48,182.65,177.15
179.01,178.43,180.44,175.80
179.39,180.64,180.96,177.57
179.85,179.90,181.29,177.62
180.37,185.69,186.25,180.16
185.80,184.24,186.24,183.24
183.57,187.21,188.30,183.53
185.43,186.80,187.59,184.50
186.74,185.61,186.85,183.91
183.01,181.95,185.00,180.39
182.14,186.49,186.77,180.97
188.00,188.93,190.79,187.70
188.93,188.59,191.18,187.30
188.39,189.37,190.21,185.81
187.68,187.96,189.65,184.95
189.48,187.40,189.59,187.21
186.82,192.97,193.72,186.25
192.98,192.86,194.13,191.05
190.03,190.88,191.57,189.06
190.00,189.64,192.52,189.46
186.40,186.22,188.65,184.41
186.11,181.53,186.34,181.28
183.52,183.99,184.90,181.78
183.72,188.07,188.92,183.72
186.77,183.74,187.71,183.70
184.91,184.65,186.70,182.14
185.75,191.30,192.94,185.29
190.34,191.31,193.18,189.45
191.22,189.91,193.15,188.31
192.17,193.36,195.00,192.12
190.61,190.68,192.15,187.70
191.08,192.49,193.21,190.65
194.70,196.41,196.83,192.17
200.02,228.58,234.62,200.02
225.13,224.73,231.14,220.22
223.63,223.22,224.30,219.71
223.25,219.91,225.07,219.68
218.62,221.47,222.31,217.06
221.12,219.38,222.78,219.05
218.67,212.43,218.67,212.00
212.53,215.92,218.53,212.19
213.77,213.64,214.92,209.49
210.40,213.80,214.59,209.15
216.21,215.63,217.25,213.61
213.61,216.15,217.52,213.57
213.33,213.23,215.95,211.09
213.62,212.79,217.51,212.29
213.84,209.71,216.17,209.66
211.37,202.18,211.37,200.84
201.50,200.56,204.29,199.85
201.39,207.87,208.75,200.00
207.83,206.68,208.25,205.00
203.77,212.90,213.06,203.57
212.43,215.41,217.60,210.71
216.12,212.35,216.12,209.95
214.42,217.78,219.35,213.10
216.39,215.62,218.50,213.92
215.39,208.81,215.39,206.53
203.90,202.47,206.46,201.64
203.38,201.18,204.23,197.54
199.20,204.79,204.79,198.01
206.48,208.94,209.65,205.08
213.11,210.42,214.70,209.18
209.51,212.37,214.64,207.49
215.19,205.65,217.97,205.64
207.29,211.70,212.84,205.95
210.64,207.08,213.06,206.39
207.56,200.43,207.56,198.02
201.72,204.11,205.68,197.28
203.02,204.03,207.15,202.20
204.72,212.14,215.24,204.12
211.73,210.01,213.80,208.21
210.58,203.38,212.47,202.95
204.81,203.70,206.58,199.60
201.86,205.83,206.07,199.93
205.56,206.54,207.55,204.38
207.50,208.77,209.40,205.07
205.75,210.48,210.55,204.02
215.00,216.60,217.00,211.32
218.00,224.33,224.46,215.63
225.89,225.44,228.64,224.21
224.50,224.45,226.41,222.64
221.47,223.61,224.83,221.45
222.59,224.51,224.75,221.00
225.84,223.09,228.90,219.74
223.01,223.80,223.99,219.63
222.21,222.49,223.96,217.87
223.80,228.90,229.32,223.41
228.74,227.13,229.96,224.99
228.31,229.31,230.09,223.65
229.40,235.38,237.93,225.65
235.98,233.81,238.64,233.68
231.85,231.94,233.71,229.70
223.13,230.93,233.13,223.13
231.60,227.29,231.60,225.87
228.57,227.80,231.69,225.29
231.58,231.25,232.42,228.13
232.06,230.00,234.85,228.30
230.17,232.04,232.74,228.97
227.85,229.88,233.02,221.23
230.00,234.32,235.99,228.10
234.40,240.35,241.73,232.36
245.81,240.88,247.23,239.11
241.51,239.34,242.34,239.29
241.93,243.76,244.01,240.29
243.11,246.47,248.50,241.63
245.42,246.23,247.68,243.14
244.75,243.62,244.75,241.50
244.00,243.86,244.24,239.15
244.57,243.35,246.67,241.92
242.42,245.37,246.09,241.48
246.02,246.51,249.76,244.33
246.94,248.37,249.77,246.94
247.24,248.65,249.71,246.57
250.00,246.25,250.00,245.46
245.04,246.32,247.10,244.75
246.58,245.01,246.58,243.14
243.88,246.67,247.46,243.88
247.91,246.16,247.91,245.03
245.21,245.92,250.46,244.48
245.99,245.52,247.00,244.60
243.12,243.03,244.69,241.62
245.02,246.12,246.89,242.21
246.60,246.93,246.93,242.91
248.13,254.41,256.02,245.77
256.58,259.46,260.27,256.12
258.96,258.95,260.31,257.73
258.63,258.41,260.66,257.06
258.67,254.73,259.08,254.44
254.98,253.68,256.09,250.68
252.70,255.51,257.69,250.00
257.43,254.61,259.56,251.12
253.26,249.82,253.90,249.50
249.93,248.44,249.94,247.96
248.06,248.38,249.46,246.60
246.25,249.78,250.29,244.46
252.05,252.51,255.39,251.23
252.20,248.52,252.51,248.33
250.33,242.10,250.33,242.10
242.81,239.90,242.81,236.83
240.31,244.08,244.09,238.87
242.96,246.48,246.99,241.69
248.42,241.42,248.42,239.01
242.96,241.97,242.99,240.79
242.96,242.41,245.51,240.87
243.49,242.92,244.70,240.13
244.73,241.09,244.73,240.96
240.61,239.62,241.30,237.62
239.47,238.63,240.11,235.52
239.78,237.44,239.78,235.90
238.76,235.54,240.86,235.54
235.50,233.15,236.60,232.41
234.12,235.77,239.31,233.18
236.07,242.41,243.18,235.96
242.34,244.53,247.32,240.97
245.20,245.81,247.16,244.79
244.44,238.78,244.44,237.05
237.44,240.21,240.21,235.36
236.02,238.14,240.48,235.01
239.82,238.85,241.60,238.26
243.50,239.74,246.34,238.00
256.09,273.42,283.48,256.09
272.09,271.31,277.49,268.50
271.59,277.43,280.65,271.51
277.96,274.20,277.96,272.50
252.70,250.87,253.89,245.89
251.35,254.71,256.30,250.22
251.34,252.01,253.38,249.65
251.17,252.12,254.82,250.00
250.43,247.71,251.84,246.55
248.65,246.64,251.90,245.75
245.47,248.26,251.12,245.47
247.85,242.64,247.85,241.99
243.00,241.19,244.64,238.61
241.67,242.25,243.90,239.15
244.22,252.22,252.22,244.22
252.05,251.98,253.17,248.39
252.24,250.34,253.79,248.35
252.00,254.01,254.28,251.01
254.27,255.82,256.20,252.53
256.47,263.75,268.07,249.00
263.76,270.55,271.00,261.93
270.55,267.14,270.55,264.19
267.00,265.35,267.00,263.58
268.00,264.78,268.00,264.00
265.44,268.36,268.36,264.07
269.80,271.00,271.84,267.80
269.50,272.89,276.93,268.31
274.77,275.20,277.46,271.66
275.19,275.00,276.82,273.48
277.41,274.50,280.63,272.20
276.76,271.36,276.76,270.62
270.81,267.53,272.54,264.70
267.55,268.00,269.43,265.11
268.27,267.41,268.27,264.59
269.68,266.86,269.68,265.62
266.94,262.57,268.55,262.57
262.21,263.77,264.99,260.35
260.47,263.41,265.10,260.47
264.49,264.42,265.37,262.80
264.53,262.75,265.79,261.95
262.97,263.43,264.18,260.22
262.45,261.41,263.87,260.82
261.45,262.20,264.33,260.95
268.28,272.27,272.27,267.21
272.70,269.25,274.13,268.66
269.85,271.20,272.50,269.37
270.25,271.66,273.12,267.09
271.58,270.16,272.94,269.00
271.14,271.50,273.20,270.49
273.94,273.66,275.81,271.15
274.19,274.92,275.59,270.30
275.40,272.43,275.93,271.33
270.58,277.96,279.12,269.17
278.75,275.63,278.75,273.59
276.93,281.60,282.67,276.93
282.13,283.20,284.67,280.34
283.59,288.16,288.24,283.45
288.60,283.51,291.10,283.47
283.36,285.02,289.17,282.50
287.44,286.54,288.30,285.03
287.38,278.59,287.38,275.01
269.90,260.53,270.68,248.54
260.57,256.41,263.97,255.01
256.76,255.16,259.25,251.79
258.24,258.61,259.96,256.08
257.94,257.44,259.00,255.16
258.62,258.29,260.18,256.93
257.91,256.78,257.91,256.03
256.33,254.00,256.93,251.71
255.02,255.80,256.39,253.97
255.32,251.20,256.44,250.87
251.30,253.75,254.45,250.45
253.61,247.96,254.09,245.50
247.00,247.48,247.81,244.39
246.40,246.39,249.10,246.02
246.19,249.11,249.46,246.19
249.23,246.65,252.09,246.33
245.98,245.52,247.70,243.03
246.28,251.57,252.80,246.28
251.31,241.65,251.31,241.65
242.36,243.78,246.24,238.00
242.97,249.87,253.50,242.97
250.02,251.67,255.25,250.02
250.93,252.46,254.58,248.50
251.96,253.77,255.28,251.01
254.58,256.06,258.56,254.58
256.27,255.85,258.36,255.35
256.28,259.41,260.37,255.72
262.16,260.64,262.16,258.50
259.35,259.82,261.28,258.05
259.93,261.19,261.87,258.12
261.80,261.10,261.80,259.56
262.01,264.13,266.26,261.15
263.94,262.84,266.69,262.01
260.14,261.91,264.75,258.88
263.09,261.66,264.45,259.31
263.26,263.25,263.85,260.89
262.45,262.82,265.48,261.78
263.74,263.98,265.28,262.17
264.18,261.81,264.39,260.24
262.97,262.10,264.08,258.88
261.70,262.26,265.28,259.50
263.87,260.36,264.07,259.51
261.00,263.87,264.41,260.00
264.07,262.25,265.74,261.85
263.08,260.02,264.13,259.71
262.75,262.75,263.85,261.27
259.51,262.87,266.06,259.51
264.00,264.61,265.00,261.60
264.43,263.26,264.94,263.17
263.74,271.69,275.18,263.74
271.82,273.17,275.08,271.15
272.04,272.82,274.54,271.42
271.57,261.36,271.57,260.70
261.96,260.94,263.70,259.38
259.65,258.84,261.50,257.37
259.08,256.88,259.94,255.50
257.94,257.50,259.20,255.45
257.30,261.08,261.21,256.73
262.01,265.61,265.94,262.01
265.74,272.06,274.60,265.74
270.36,263.62,270.63,260.36
263.12,264.36,266.25,263.00
264.14,265.17,266.37,262.95
265.18,268.70,270.06,263.58
266.93,261.75,266.93,261.68
263.00,267.27,267.79,262.90
270.23,273.87,275.45,268.27
274.51,271.51,274.51,270.25
271.87,274.74,277.13,271.03
273.52,277.55,279.29,273.02
277.39,270.91,277.93,268.59
271.01,270.15,272.66,269.01
269.06,269.59,272.00,268.80
269.59,271.49,271.59,269.03
270.26,280.37,280.49,269.28
280.36,274.98,281.01,274.48
275.43,276.44,277.32,274.05
276.39,275.28,277.59,273.57
275.63,277.54,279.66,274.25
278.84,274.06,279.84,272.45
274.04,271.28,279.95,267.57
269.80,272.24,273.01,268.81
274.48,277.58,277.84,273.15
274.77,272.05,274.77,271.38
272.05,275.00,276.39,270.46
273.13,274.24,279.00,273.13
273.76,276.39,277.16,273.50
276.36,277.33,279.05,274.39
274.31,273.58,275.86,273.47
273.00,277.39,277.88,273.00
279.10,278.82,279.10,275.70
278.54,280.00,280.73,277.10
276.34,277.53,279.85,275.70
280.00,277.09,280.99,276.87
276.66,278.33,280.36,276.66
277.84,276.64,278.59,275.14
278.34,275.79,278.34,273.63
277.10,275.20,277.70,274.49
275.50,272.33,277.39,272.31
