NEU,NewMarket Corp Common Stock,NASDAQ
418.15,420.66,422.02,415.03
418.30,425.12,425.69,418.30
425.25,427.06,428.38,422.10
427.77,429.13,430.50,425.10
430.06,425.35,430.06,424.76
425.81,431.75,435.03,425.54
433.00,425.40,433.00,425.35
424.95,426.24,431.50,424.58
427.00,424.12,427.54,423.02
424.27,426.64,427.99,424.22
427.50,428.66,433.57,424.54
427.90,429.67,432.88,425.10
428.99,424.26,428.99,423.00
425.00,425.12,425.54,423.26
425.31,429.68,430.30,422.97
431.63,426.57,434.58,425.30
425.01,427.66,429.13,425.01
428.98,423.84,429.37,422.46
424.66,428.78,429.43,421.27
429.79,436.18,437.30,422.55
435.25,432.90,436.04,429.22
432.29,429.48,432.29,425.59
426.53,424.31,426.53,422.88
424.79,425.75,426.50,420.54
424.07,426.63,427.47,422.26
424.29,427.16,427.34,421.85
427.20,428.29,429.25,423.03
