PLBC,Plumas Bancorp - Common Stock,NASDAQ
16.65,16.50,16.65,16.05
16.48,16.05,16.50,15.90
16.23,16.15,16.30,16.15
16.10,16.10,16.10,16.10
16.16,16.55,16.65,15.46
16.60,16.35,16.60,16.00
16.35,16.50,16.70,16.35
16.50,16.60,16.65,16.50
16.50,16.50,16.58,16.50
16.70,19.20,19.23,16.58
19.00,17.85,19.00,16.80
17.85,17.70,17.85,17.60
17.60,17.41,17.65,17.25
17.45,17.30,17.45,17.30
17.36,17.50,17.50,17.36
17.60,17.75,17.75,17.45
17.51,17.15,17.62,17.10
17.15,19.00,19.00,17.15
18.30,16.90,18.30,16.80
16.90,17.05,17.15,16.80
16.80,16.10,16.80,16.05
16.35,16.40,16.50,16.35
16.30,16.08,16.35,16.00
16.10,16.00,16.17,16.00
16.00,15.95,16.00,15.85
16.00,16.00,16.00,15.95
15.91,16.05,16.40,15.91
