PLBC,Plumas Bancorp - Common Stock,NASDAQ
2.55,2.60,2.60,2.55
2.75,2.58,3.00,2.57
2.59,2.52,2.59,2.52
2.56,2.70,2.70,2.56
2.70,2.70,2.70,2.70
2.57,2.64,2.64,2.52
2.57,2.60,2.65,2.57
2.60,2.65,2.65,2.60
2.65,2.65,2.65,2.65
2.92,2.90,3.19,2.73
2.90,2.90,2.90,2.90
2.81,2.63,2.90,2.61
2.73,2.86,2.98,2.73
2.82,2.89,3.00,2.75
2.82,2.77,3.18,2.71
2.75,2.75,2.75,2.75
2.78,2.79,2.79,2.78
2.80,2.90,2.90,2.75
2.90,2.90,2.90,2.90
2.80,3.10,3.30,2.80
3.10,3.10,3.10,3.10
2.89,3.10,3.10,2.89
3.00,3.05,3.05,2.88
3.04,3.05,3.05,3.04
2.76,2.90,3.00,2.76
3.05,2.91,3.05,2.91
2.78,2.70,2.80,2.70
2.76,2.69,2.85,2.69
2.55,2.60,2.60,2.55
2.61,2.60,2.82,2.60
2.90,3.25,3.39,2.65
3.22,3.22,3.22,3.22
3.04,3.10,3.10,2.94
2.79,3.02,3.04,2.79
3.05,2.94,3.05,2.94
2.98,2.69,3.00,2.69
2.69,2.69,2.69,2.69
2.69,2.69,2.69,2.69
2.80,2.60,2.80,2.60
2.60,2.60,2.60,2.60
2.60,2.60,2.80,2.55
2.59,2.60,2.60,2.50
2.60,2.60,2.60,2.60
2.60,2.60,2.60,2.60
2.46,2.62,2.79,2.46
2.62,2.62,2.62,2.62
2.50,2.64,2.64,2.50
2.76,2.71,2.76,2.71
2.60,2.86,2.95,2.60
2.86,2.86,2.86,2.86
2.86,2.86,2.86,2.86
2.86,2.86,2.86,2.86
2.66,2.51,2.66,2.51
2.53,2.52,2.53,2.52
2.52,2.52,2.52,2.52
2.79,2.71,2.79,2.71
2.54,2.53,2.60,2.53
2.53,2.53,2.53,2.53
2.53,2.53,2.53,2.53
2.53,2.53,2.53,2.53
2.53,2.53,2.53,2.53
2.53,2.53,2.53,2.53
2.53,2.53,2.53,2.53
2.65,2.62,2.70,2.62
2.64,2.62,2.64,2.62
2.63,2.90,3.02,2.63
2.91,2.95,2.95,2.91
2.96,3.10,3.10,2.96
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.10,2.60,3.10,2.60
2.65,3.22,3.22,2.65
3.19,3.16,3.19,3.16
3.15,3.15,3.15,3.15
2.72,3.10,3.15,2.72
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
2.70,2.57,2.71,2.57
2.75,2.74,2.75,2.74
2.93,2.93,2.93,2.93
2.64,2.87,2.87,2.64
3.09,3.00,3.18,3.00
3.00,3.00,3.00,3.00
2.85,2.85,3.01,2.55
2.85,2.85,2.85,2.85
2.77,2.77,2.77,2.77
2.77,2.75,2.77,2.75
2.77,2.75,2.77,2.75
2.75,2.77,2.77,2.75
2.77,2.77,2.77,2.77
2.76,2.77,2.77,2.65
2.77,2.77,2.77,2.77
2.77,2.77,2.77,2.77
2.53,2.77,2.77,2.53
2.77,2.77,2.77,2.77
2.76,2.77,2.77,2.76
2.77,2.77,2.77,2.77
2.77,2.77,2.77,2.77
2.77,2.77,2.77,2.77
2.77,2.77,2.77,2.77
2.77,2.77,2.77,2.77
2.77,2.77,2.77,2.77
2.77,2.77,2.77,2.77
2.77,2.75,2.97,2.75
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.76,2.75,2.76,2.75
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.79,2.75,2.79,2.75
2.75,2.75,2.75,2.75
2.77,2.75,2.77,2.75
2.75,2.75,2.75,2.75
3.03,3.06,3.06,3.03
3.00,3.08,3.09,2.75
2.77,2.84,2.84,2.77
2.84,2.84,2.84,2.84
3.06,3.09,3.09,3.05
3.02,2.99,3.02,2.99
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
2.81,2.75,2.81,2.75
2.63,2.61,2.63,2.60
2.60,2.60,2.67,2.60
2.60,2.79,2.96,2.52
2.55,2.50,2.56,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.52,2.51,2.54,2.51
2.51,2.42,2.52,2.40
2.41,2.40,2.41,2.40
2.57,2.30,2.57,2.30
2.21,2.20,2.34,2.20
2.17,2.15,2.17,2.15
2.40,2.38,2.40,2.38
2.38,2.38,2.38,2.38
2.38,2.38,2.38,2.38
2.26,2.26,2.26,2.26
2.26,2.26,2.26,2.26
2.34,2.35,2.35,2.34
2.35,2.25,2.35,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.27,2.25
2.27,2.15,2.33,2.15
2.16,2.15,2.16,2.15
2.17,2.15,2.17,2.15
2.15,2.15,2.15,2.15
2.08,2.01,2.08,2.00
2.01,2.01,2.01,2.01
2.01,1.92,2.01,1.92
1.92,1.92,1.92,1.92
2.00,2.00,2.00,2.00
2.00,2.10,2.10,2.00
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.10,2.00,2.10,2.00
2.00,2.00,2.00,2.00
2.05,2.05,2.05,2.05
2.10,2.21,2.21,2.10
2.21,2.21,2.21,2.21
2.21,2.10,2.21,2.10
2.10,2.10,2.10,2.10
2.07,2.04,2.07,2.00
2.04,2.04,2.04,2.04
2.10,2.28,2.30,2.09
2.05,2.10,2.10,2.05
2.20,2.23,2.30,2.20
2.20,2.00,2.20,2.00
2.05,2.05,2.05,2.01
2.07,2.07,2.07,2.07
2.17,2.05,2.17,2.05
2.05,2.06,2.06,2.05
2.05,2.00,2.06,2.00
2.15,2.15,2.15,2.15
2.32,2.29,2.32,2.29
2.15,2.34,2.46,2.15
2.34,2.34,2.34,2.34
2.22,2.22,2.22,2.22
2.18,2.26,2.26,2.18
2.26,2.26,2.26,2.26
2.26,2.26,2.26,2.26
2.47,2.47,2.47,2.46
2.22,2.40,2.40,2.22
2.40,2.40,2.40,2.40
2.49,2.55,2.61,2.42
2.60,2.86,2.94,2.60
2.84,2.90,2.90,2.84
2.90,2.90,2.90,2.90
2.90,2.90,2.90,2.90
2.90,2.90,2.90,2.90
2.80,2.59,2.88,2.59
2.59,2.59,2.59,2.59
2.66,2.75,2.75,2.59
2.75,2.77,2.77,2.75
2.75,2.80,2.81,2.70
2.75,2.75,2.82,2.75
2.76,2.88,2.88,2.76
2.80,2.97,3.00,2.80
2.97,3.00,3.00,2.97
3.26,3.25,3.26,3.25
3.52,3.40,3.52,3.31
3.29,3.40,3.52,3.25
3.40,3.30,3.40,3.30
3.31,3.31,3.31,3.31
3.36,3.36,3.36,3.36
3.77,3.65,3.87,3.60
3.56,3.56,3.97,3.49
4.00,3.61,4.00,3.56
3.58,3.56,3.65,3.56
3.56,3.56,3.56,3.56
3.57,3.55,3.57,3.55
3.55,3.55,3.55,3.55
3.55,3.55,3.55,3.55
3.61,3.60,3.61,3.60
3.95,3.95,3.95,3.95
3.98,3.98,3.98,3.98
3.58,3.55,3.60,3.55
3.55,3.55,3.55,3.55
3.55,3.55,3.55,3.55
3.55,3.55,3.55,3.55
3.55,3.60,3.60,3.55
3.60,3.60,3.60,3.60
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.17,3.18,3.19,2.62
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
3.18,3.01,3.18,3.01
3.01,3.01,3.01,3.01
3.06,2.77,3.06,2.69
2.89,2.40,2.89,2.37
2.23,2.35,2.35,2.12
2.10,2.12,2.31,2.10
2.15,2.15,2.21,2.12
2.34,2.12,2.34,2.12
2.76,1.90,2.76,1.87
1.95,1.90,1.95,1.85
1.90,2.15,2.34,1.90
2.06,2.12,2.22,1.94
2.05,2.01,2.13,2.00
2.03,2.02,2.04,2.01
2.13,2.77,2.77,2.13
2.68,2.70,2.75,2.68
2.70,2.70,2.70,2.70
2.51,2.46,2.51,2.46
2.21,2.25,2.39,2.20
2.18,2.19,2.19,2.09
2.16,2.28,2.28,2.16
2.10,2.30,2.30,2.10
2.30,2.30,2.30,2.30
2.27,2.27,2.27,2.27
2.33,2.38,2.50,2.33
2.65,2.46,2.85,2.42
2.50,2.50,2.62,2.50
2.63,2.64,2.65,2.40
2.49,2.40,2.54,2.33
2.17,2.28,2.42,2.16
2.29,2.19,2.29,2.19
2.39,2.23,2.40,2.23
2.29,2.31,2.32,2.29
2.31,2.31,2.31,2.31
2.35,2.35,2.35,2.35
2.35,2.36,2.38,2.35
2.36,2.50,2.50,2.36
2.48,2.38,2.48,2.35
2.40,2.40,2.40,2.40
2.45,2.45,2.45,2.45
2.45,2.60,2.77,2.45
2.60,2.41,2.82,2.41
2.45,2.41,2.45,2.41
2.45,2.40,2.55,2.40
2.40,2.40,2.40,2.40
2.41,2.71,2.80,2.41
2.71,2.71,2.71,2.71
2.62,2.62,2.62,2.62
2.40,2.40,2.40,2.40
2.69,2.76,2.83,2.68
2.56,2.55,2.56,2.55
2.70,2.68,2.70,2.68
2.63,2.63,2.63,2.63
2.56,2.53,2.56,2.50
2.42,2.32,2.42,2.32
2.67,2.69,2.83,2.67
2.69,2.69,2.69,2.69
2.69,2.69,2.69,2.69
2.48,2.57,2.57,2.45
2.30,2.49,2.49,2.30
2.49,2.50,2.50,2.37
2.55,2.63,2.63,2.37
2.58,2.63,2.63,2.39
2.62,2.62,2.62,2.62
2.57,2.25,2.62,2.25
2.22,2.18,2.22,2.17
2.41,2.25,2.41,2.20
2.41,2.33,2.42,2.25
2.24,2.34,2.61,2.24
2.34,2.34,2.34,2.34
2.38,2.35,2.38,2.35
2.27,2.35,2.40,2.27
2.27,2.20,2.30,2.20
2.18,2.42,2.42,2.18
2.25,2.45,2.45,2.21
2.52,2.23,2.55,2.17
2.17,2.12,2.17,2.12
2.10,2.10,2.10,2.10
2.05,2.05,2.05,2.05
2.08,2.11,2.11,2.07
2.11,2.11,2.11,2.11
2.11,2.09,2.11,2.09
2.09,2.09,2.09,2.09
2.38,2.26,2.38,2.26
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.15,2.22,2.15
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.15,2.08,2.19,2.05
2.10,2.05,2.18,2.04
2.04,2.02,2.05,2.02
2.15,2.15,2.15,2.15
2.13,2.13,2.13,2.13
2.00,2.05,2.05,2.00
2.05,2.05,2.05,2.05
2.01,2.01,2.01,2.01
2.05,1.74,2.05,1.46
2.19,2.07,2.19,1.47
2.08,2.07,2.08,2.07
2.07,2.07,2.07,2.07
1.88,1.90,1.98,1.88
1.90,1.90,1.90,1.90
1.90,2.14,2.14,1.90
2.17,2.12,2.17,2.12
1.94,1.98,1.98,1.94
1.98,1.95,2.11,1.95
1.95,1.95,1.95,1.95
1.91,1.91,1.91,1.91
1.91,1.91,1.91,1.91
1.91,1.91,1.91,1.91
1.91,1.91,1.91,1.91
1.91,1.91,1.91,1.91
1.96,1.96,1.96,1.96
1.96,1.96,1.96,1.96
2.12,2.47,2.47,2.12
2.67,2.65,2.67,2.49
2.72,2.72,2.72,2.72
2.60,2.50,2.60,2.50
2.51,2.51,2.51,2.51
2.51,2.55,2.55,2.12
2.55,2.55,2.55,2.55
2.61,2.48,2.61,2.48
2.25,2.14,2.34,2.14
2.50,2.27,2.57,2.10
2.27,2.27,2.27,2.27
2.68,2.62,2.68,2.17
2.56,2.36,2.56,2.20
2.13,2.25,2.56,2.13
2.20,2.28,2.28,2.20
2.53,2.55,2.55,2.53
2.34,2.43,2.43,2.34
2.12,2.37,2.37,2.12
2.45,2.28,2.45,2.24
2.12,2.10,2.18,2.10
2.02,2.02,2.02,2.02
2.42,2.42,2.42,2.42
2.42,2.42,2.42,2.42
2.03,1.85,2.03,1.83
1.87,2.14,2.14,1.87
2.18,2.12,2.18,2.08
2.25,2.22,2.25,2.21
2.23,2.11,2.23,2.01
2.08,2.08,2.08,2.06
1.95,2.06,2.29,1.95
2.26,2.35,2.35,2.14
2.30,2.30,2.30,2.20
2.35,2.35,2.35,2.35
2.35,2.35,2.35,2.35
2.25,2.25,2.25,2.25
2.34,2.34,2.35,2.32
2.33,2.28,2.33,2.28
2.28,2.28,2.28,2.28
2.28,2.28,2.28,2.28
2.35,2.35,2.35,2.35
2.35,2.35,2.35,2.35
1.95,2.25,2.25,1.95
2.33,2.30,2.34,2.30
2.30,2.30,2.30,2.30
2.01,2.11,2.17,2.01
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.11,2.12,2.12,2.11
2.05,2.10,2.34,2.05
2.10,2.10,2.10,2.05
2.05,2.05,2.05,2.05
2.12,2.05,2.12,2.05
2.08,2.07,2.08,2.05
1.90,2.26,2.31,1.90
2.32,2.32,2.33,2.32
2.35,2.32,2.35,2.32
2.32,2.31,2.32,2.16
2.33,2.50,2.50,2.29
2.31,2.31,2.31,2.31
2.31,2.31,2.31,2.31
2.41,2.58,2.60,2.40
2.75,2.76,2.76,2.55
2.76,2.76,2.76,2.76
2.72,2.75,2.75,2.72
2.55,2.55,2.55,2.55
2.52,2.50,2.54,1.63
2.51,2.50,2.51,2.50
2.50,2.51,2.52,2.50
2.50,2.92,2.92,2.45
2.51,2.50,2.52,2.50
2.50,2.50,2.50,2.50
2.25,2.60,2.60,2.25
2.45,2.32,2.45,2.30
2.29,2.15,2.29,2.15
2.19,2.19,2.19,2.19
2.37,2.34,2.37,2.25
2.20,2.28,2.39,2.19
2.37,2.37,2.39,2.34
2.37,2.44,2.44,2.37
2.47,2.30,2.47,2.30
2.26,2.20,2.42,2.20
2.16,2.20,2.37,2.16
2.39,2.38,2.39,2.38
2.40,1.99,2.40,1.86
2.18,1.99,2.18,1.99
1.99,1.99,1.99,1.99
2.02,2.02,2.02,2.02
2.40,2.00,2.40,2.00
2.00,2.00,2.00,2.00
2.02,2.14,2.16,2.02
2.12,2.02,2.12,2.02
2.02,2.08,2.08,2.02
2.08,2.08,2.08,2.08
2.04,2.04,2.04,2.04
1.84,2.00,2.27,1.84
2.19,2.23,2.23,2.19
2.23,2.23,2.23,2.23
2.23,2.23,2.23,2.23
2.05,2.02,2.05,2.02
2.15,2.15,2.15,2.15
2.09,2.09,2.09,2.09
2.34,2.04,2.35,2.04
2.17,2.17,2.17,2.16
2.17,2.17,2.17,2.17
2.08,2.07,2.08,2.07
2.07,2.07,2.07,2.07
2.35,2.28,2.35,2.20
2.10,2.35,2.35,2.10
2.40,2.40,2.50,2.40
2.40,2.51,2.51,2.21
2.51,2.56,2.56,2.51
2.58,2.70,3.00,2.51
2.52,2.52,2.53,2.50
2.96,2.56,2.97,2.50
2.91,2.65,2.91,2.61
2.68,2.30,2.68,2.30
2.37,2.17,2.37,2.05
2.33,2.87,2.90,2.30
2.90,2.98,3.10,2.85
3.02,3.90,4.22,3.02
3.65,3.32,3.70,3.21
3.38,3.30,4.00,3.10
3.33,3.52,3.69,3.33
3.60,3.94,3.95,3.36
4.10,4.20,4.20,3.64
4.20,4.00,4.20,3.64
3.73,3.51,3.73,3.09
3.57,3.69,3.78,3.55
3.82,3.73,3.98,3.51
3.82,3.61,4.00,3.54
3.77,3.59,3.77,3.25
3.84,3.57,3.86,3.57
3.61,4.15,4.20,3.35
3.94,3.65,4.00,3.62
3.65,3.88,3.88,3.50
3.88,3.88,3.88,3.88
3.97,3.99,3.99,3.97
3.85,3.85,3.85,3.85
3.84,3.65,3.84,3.55
3.70,3.50,3.70,3.50
3.43,3.38,3.43,3.38
3.40,3.40,3.40,3.40
3.11,3.12,3.14,2.99
3.13,3.27,3.27,3.13
3.35,3.35,3.35,3.35
3.35,3.35,3.35,3.35
3.23,3.24,3.24,3.13
3.28,3.24,3.40,3.21
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.27,3.25,3.27,3.25
3.35,3.45,3.45,3.35
4.00,3.30,4.00,3.26
3.30,3.45,3.45,3.30
3.45,3.45,3.45,3.45
3.26,3.26,3.26,3.26
3.45,3.46,3.46,3.45
3.46,3.46,3.46,3.46
3.35,3.35,3.35,3.35
3.50,3.55,3.55,3.50
3.50,4.18,4.18,3.49
3.95,3.30,3.95,3.30
3.45,3.36,3.50,3.36
3.96,3.96,3.96,3.96
3.46,3.42,3.48,3.25
3.42,3.42,3.42,3.42
3.37,3.56,3.56,3.25
3.55,3.50,3.55,3.50
3.55,3.50,3.55,3.28
3.58,3.55,3.58,3.55
3.55,3.55,3.55,3.55
3.59,3.59,3.59,3.58
3.63,3.63,3.63,3.63
3.63,3.63,3.63,3.63
3.82,3.82,3.82,3.31
3.76,3.79,3.79,3.76
3.76,3.84,3.85,3.76
3.84,3.80,3.84,3.80
3.81,3.85,3.98,3.36
3.85,3.85,3.85,3.85
3.85,3.85,3.85,3.85
3.73,3.73,3.73,3.73
3.77,3.50,3.77,3.33
3.50,3.50,3.50,3.50
3.31,3.95,3.95,3.30
3.55,3.55,3.55,3.55
3.38,3.34,3.38,3.34
3.34,3.34,3.34,3.34
3.30,3.33,3.34,3.30
3.34,3.31,3.34,3.31
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.37,3.55,3.55,3.31
3.33,3.06,3.33,3.00
3.06,3.06,3.06,3.06
3.16,3.10,3.16,3.08
3.01,3.01,3.05,2.79
3.50,3.50,3.50,3.50
3.30,3.30,3.30,3.30
2.67,3.30,3.30,2.67
3.30,3.30,3.30,3.30
2.95,2.90,2.95,2.90
2.90,2.90,2.90,2.90
3.00,3.40,3.40,3.00
3.49,3.41,3.49,3.09
3.24,3.23,3.24,3.07
3.03,3.12,3.89,3.03
2.59,3.66,3.89,2.59
2.95,2.80,3.75,2.80
2.85,3.25,3.80,2.85
3.32,3.09,3.32,3.09
3.33,3.48,3.49,3.33
3.39,3.50,3.78,3.37
3.45,3.12,3.45,3.12
3.14,3.18,3.21,3.14
3.94,3.20,3.94,3.20
3.12,3.09,3.12,3.00
3.00,3.07,3.07,3.00
3.18,3.00,3.18,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.17,3.17,3.17,3.17
3.15,3.15,3.15,3.15
3.15,3.15,3.15,3.15
3.68,3.67,3.80,3.66
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.51,3.80,3.80,3.51
3.52,3.60,3.60,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.47
3.15,3.15,3.15,3.15
3.15,3.15,3.15,3.15
3.20,3.20,3.20,3.20
3.21,3.25,3.30,3.20
3.25,3.25,3.25,3.25
3.28,3.43,3.43,3.28
3.28,3.49,3.49,3.28
3.49,3.49,3.49,3.49
3.48,3.50,3.50,3.48
3.50,3.54,3.54,3.50
3.50,3.75,3.75,3.50
3.56,3.51,3.59,3.51
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.52,3.51,3.52,3.51
3.51,3.51,3.51,3.51
3.50,3.50,3.50,3.50
3.27,3.27,3.27,3.27
3.50,3.49,3.50,3.49
3.34,3.35,3.35,3.31
3.50,3.37,3.50,3.36
3.37,3.37,3.37,3.37
3.37,3.37,3.37,3.37
3.39,3.44,3.45,3.39
3.44,3.50,3.50,3.44
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.74,3.74,3.79,3.74
3.70,3.70,3.70,3.70
3.50,3.45,3.50,3.45
3.45,3.45,3.45,3.45
3.45,3.45,3.45,3.45
3.45,3.69,3.69,3.35
3.70,3.38,3.70,3.38
3.37,3.36,3.37,3.36
3.36,3.36,3.38,3.36
3.36,3.36,3.36,3.36
3.62,3.54,3.65,3.54
3.54,3.54,3.54,3.54
3.54,3.54,3.54,3.54
3.39,3.50,3.50,3.36
3.48,3.50,3.61,3.48
3.59,3.74,3.74,3.59
3.74,3.74,3.74,3.74
3.53,3.50,3.53,3.50
3.42,3.70,3.70,3.42
3.71,3.40,3.71,3.20
3.55,3.55,3.55,3.55
3.25,3.31,3.31,3.25
3.31,3.75,3.79,3.31
3.75,3.75,3.75,3.75
3.79,3.82,3.85,3.73
3.85,3.85,3.85,3.85
3.95,4.00,4.00,3.81
4.11,4.11,4.11,4.11
4.15,3.82,4.15,3.80
3.83,4.01,4.01,3.83
4.15,4.19,4.19,4.15
4.15,4.15,4.15,3.96
4.07,4.15,4.15,4.07
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.80,4.05,4.05,3.80
4.15,4.10,4.20,3.85
3.80,3.80,3.86,3.80
3.85,4.09,4.11,3.76
4.09,4.09,4.09,4.09
3.99,4.00,4.00,3.97
3.85,4.00,4.00,3.85
3.77,3.87,4.10,3.77
4.09,4.09,4.09,4.09
4.05,4.00,4.20,3.91
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.93,4.05,4.05,3.93
4.05,3.86,4.05,3.69
3.92,3.91,3.93,3.91
3.99,4.20,4.20,3.99
4.19,4.30,4.37,4.18
4.30,4.20,4.30,4.20
4.12,4.29,4.29,4.11
4.26,4.22,4.26,4.10
4.11,4.11,4.11,4.11
4.11,4.11,4.11,4.11
4.05,4.05,4.10,4.05
4.05,4.05,4.05,4.05
3.97,3.97,3.97,3.97
4.02,3.84,4.10,3.70
3.80,4.00,4.00,3.76
3.90,4.29,4.29,3.90
4.27,4.10,4.27,4.05
4.03,3.70,4.03,3.25
3.80,3.82,4.00,3.80
3.55,3.78,4.12,3.55
3.78,3.78,3.78,3.78
3.81,3.79,3.81,3.79
3.79,3.79,3.79,3.79
3.72,3.04,3.72,3.00
3.22,3.26,3.34,3.19
3.24,3.35,3.40,3.24
3.35,3.35,3.35,3.35
3.33,3.35,3.49,3.33
3.37,3.45,3.47,3.35
3.50,3.49,3.56,3.48
3.27,3.27,3.27,3.27
3.47,3.36,3.47,3.36
3.33,3.40,3.40,3.33
3.43,3.43,3.43,3.43
3.47,3.49,3.57,3.25
3.53,4.00,4.15,3.53
4.05,4.01,4.15,3.84
4.01,3.98,4.10,3.98
4.18,4.18,4.18,4.18
4.25,3.64,4.25,3.64
4.10,4.57,4.57,4.10
4.60,4.11,4.60,4.10
4.25,4.01,4.25,3.99
3.92,4.21,4.21,3.81
4.19,4.37,4.39,4.16
4.60,3.98,4.60,3.98
4.60,4.45,4.60,4.41
4.45,4.45,4.45,4.45
4.45,4.40,4.45,4.40
4.45,4.49,4.60,4.40
4.49,4.49,4.49,4.49
4.50,4.50,4.50,4.50
4.48,4.48,4.48,4.48
4.48,4.48,4.48,4.48
4.60,4.70,5.05,4.05
4.55,5.37,5.96,4.55
5.39,4.83,5.39,4.83
5.10,5.12,5.12,5.05
5.21,5.44,5.44,4.93
5.43,5.00,5.43,5.00
5.00,5.00,5.00,5.00
4.96,5.00,5.00,4.90
5.14,5.14,5.43,5.14
5.28,4.85,5.28,4.85
4.92,4.92,5.00,4.92
4.80,4.85,4.98,4.61
4.85,4.85,4.85,4.85
5.04,5.00,5.04,5.00
5.01,5.01,5.01,5.01
4.98,4.98,4.98,4.98
4.82,4.94,4.94,4.80
4.94,5.09,5.09,4.94
5.26,5.28,5.28,5.26
5.27,5.29,5.29,5.27
5.29,5.29,5.29,5.27
5.24,5.03,5.29,4.71
5.03,5.03,5.03,5.03
4.94,5.25,5.25,4.94
5.02,5.29,5.29,5.00
5.29,5.23,5.29,5.23
5.25,5.29,5.31,5.25
5.29,4.80,5.29,4.78
4.68,5.04,5.04,4.68
4.96,4.96,4.96,4.96
5.21,5.24,5.24,5.21
5.21,5.29,5.31,5.21
5.29,5.29,5.29,5.10
5.17,5.16,5.17,5.16
5.15,5.06,5.15,5.06
5.08,5.00,5.09,5.00
4.96,4.85,5.10,4.77
4.85,4.66,4.85,4.56
4.70,4.66,4.73,4.66
4.66,4.50,4.66,4.47
4.36,4.70,4.70,4.36
4.71,4.70,4.71,4.55
4.70,4.70,4.70,4.70
4.58,4.63,4.63,4.58
5.00,4.95,5.01,4.95
4.58,4.80,4.80,4.57
4.80,4.80,4.80,4.80
4.84,4.99,4.99,4.84
4.99,5.00,5.00,4.99
4.98,4.82,5.00,4.82
4.85,4.85,4.85,4.82
4.81,4.75,4.96,4.75
4.71,4.95,5.00,4.70
5.00,5.00,5.24,5.00
4.99,5.19,5.24,4.82
5.19,5.19,5.19,5.19
4.95,5.40,5.40,4.95
5.44,5.26,5.44,5.25
5.30,5.28,5.40,5.20
5.29,5.80,5.80,5.28
5.63,6.24,6.24,5.63
6.26,6.45,8.00,6.26
6.30,6.49,6.49,6.25
6.49,6.16,6.65,6.15
6.29,5.84,6.29,5.69
5.55,5.60,5.90,5.40
5.59,5.59,5.80,5.58
5.29,5.30,5.30,5.29
5.30,5.35,5.35,5.30
5.25,5.71,5.84,5.25
5.71,5.71,5.71,5.71
5.41,5.41,5.43,5.41
5.40,5.46,5.46,5.40
5.85,5.76,5.85,5.76
5.85,6.02,6.10,5.81
6.04,5.91,6.04,5.91
5.91,5.91,5.91,5.91
5.99,6.00,6.05,5.99
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.03,6.03,6.00
6.40,6.40,6.40,6.40
6.11,6.33,6.33,6.11
6.00,6.00,6.00,6.00
5.98,5.98,5.98,5.98
6.00,6.03,6.04,6.00
