VCR,Vanguard Consumer Discretion ETF - DNQ,NASDAQ
52.79,52.73,52.91,52.39
53.09,53.45,53.49,52.69
53.42,53.61,53.70,53.22
53.57,53.34,53.66,53.02
53.15,53.83,53.94,53.10
53.85,54.26,54.27,53.64
54.35,54.34,54.45,54.22
54.28,54.67,54.73,54.20
54.84,55.49,55.55,54.74
55.55,55.71,55.83,55.38
55.54,54.96,55.70,54.56
54.97,54.95,55.15,54.16
55.38,55.60,55.69,55.18
55.67,56.02,56.10,55.48
55.93,57.02,57.08,55.51
57.08,57.33,57.34,56.82
57.47,57.57,57.84,57.42
57.40,55.87,57.50,55.76
56.05,55.74,56.24,55.37
56.13,56.88,57.00,56.13
57.00,55.64,57.15,55.64
55.96,56.83,57.00,55.92
56.18,55.11,56.18,54.84
54.63,54.26,55.14,53.88
53.91,52.36,54.38,45.10
52.37,51.26,52.77,50.32
54.08,53.93,55.36,52.26
53.09,54.01,54.79,53.04
54.38,54.95,55.00,54.11
54.85,53.82,54.97,53.68
53.37,52.78,53.39,52.37
52.86,53.17,53.23,51.74
53.55,52.17,53.80,51.93
51.71,51.80,52.35,50.87
50.80,49.71,50.90,49.62
48.93,50.56,50.92,48.74
50.37,50.20,50.98,50.10
48.96,50.57,50.61,48.49
51.00,50.42,51.60,50.30
51.35,52.31,52.31,51.21
52.35,51.64,52.47,51.36
50.94,50.81,52.02,50.81
50.95,51.88,51.88,50.76
51.79,52.27,52.47,51.71
51.27,50.13,51.40,49.95
50.42,49.00,50.53,49.00
48.90,49.35,49.41,48.25
49.81,49.39,50.48,49.18
50.30,51.04,51.06,50.30
50.66,51.19,51.25,50.39
51.91,51.47,52.20,51.41
51.63,52.64,52.70,51.63
51.95,52.32,52.63,51.95
52.63,52.02,52.63,51.53
52.14,51.88,52.31,51.74
52.66,51.34,52.66,51.08
51.61,50.15,51.78,50.11
50.15,50.21,50.45,49.73
49.85,48.97,49.85,48.95
49.10,49.20,49.42,48.69
49.07,48.88,49.44,48.80
47.91,46.98,48.06,46.66
46.79,46.45,47.53,46.40
46.41,46.72,46.87,45.50
46.93,46.22,46.95,45.98
46.58,46.03,47.29,45.65
46.12,47.42,47.47,46.12
47.84,47.85,47.97,47.24
47.86,48.41,48.41,47.79
48.27,48.30,48.50,47.92
48.81,49.62,49.81,48.81
49.56,49.37,49.62,48.99
49.55,49.50,49.55,48.73
49.11,47.69,49.11,47.61
47.81,48.07,48.24,47.48
47.50,48.88,48.92,47.42
49.18,48.01,49.18,47.87
49.09,49.53,49.67,48.38
49.37,50.29,50.33,49.22
50.20,51.08,51.14,50.20
51.31,50.48,51.31,50.35
50.30,50.07,50.63,49.86
50.43,49.82,50.74,49.23
49.32,50.18,50.33,49.04
50.94,51.24,51.30,50.69
51.30,50.46,51.30,50.25
50.65,51.21,51.26,50.65
50.88,51.21,51.30,50.75
50.88,50.95,51.05,50.18
51.30,51.45,51.53,51.20
50.89,50.87,51.19,50.56
49.82,49.45,49.99,49.37
48.51,49.34,49.41,48.50
49.10,48.76,49.21,48.73
48.39,48.76,49.04,48.39
49.15,49.51,49.95,49.03
49.50,50.02,50.31,49.22
49.72,49.08,49.89,48.79
48.88,48.97,49.06,48.40
49.27,48.53,49.51,48.53
48.02,47.67,48.20,47.32
47.12,48.20,48.43,47.12
48.41,47.88,48.61,47.80
48.29,48.70,48.73,47.37
48.51,47.77,48.66,47.77
47.58,47.78,48.17,47.36
48.42,49.51,49.52,48.42
49.63,50.49,50.53,49.60
51.06,51.23,51.50,50.75
51.12,50.42,51.12,50.35
50.55,50.78,50.96,50.52
51.30,50.81,51.30,50.62
50.93,51.23,51.36,50.90
51.73,51.88,52.00,51.59
51.87,52.02,52.31,51.64
51.81,52.14,52.20,51.64
52.01,52.09,52.14,51.73
52.38,52.25,52.38,51.96
52.44,53.28,53.37,52.39
53.27,53.05,53.43,52.87
52.96,52.69,53.29,52.46
52.25,52.43,53.06,52.15
53.07,53.81,53.85,53.07
53.77,53.57,53.88,53.53
53.71,54.06,54.17,53.01
53.98,53.80,53.99,53.63
54.14,53.72,54.34,53.35
54.12,53.82,54.22,53.49
53.73,53.59,53.97,53.29
54.14,54.72,54.82,54.11
54.64,54.37,54.64,54.10
54.82,54.52,54.82,54.16
54.86,55.17,55.37,54.49
55.45,55.33,55.55,55.14
55.48,55.50,55.60,54.77
56.04,55.65,56.04,55.53
55.84,55.41,55.84,55.11
56.02,55.73,56.02,55.13
55.98,55.69,55.98,55.46
55.11,54.81,55.45,54.50
54.91,55.47,55.72,54.91
55.90,55.73,56.39,55.32
55.99,56.07,56.08,55.69
56.38,56.40,56.94,56.35
56.21,56.71,56.98,56.00
56.33,56.38,56.39,55.87
56.72,56.58,56.86,56.23
56.54,56.63,56.69,56.39
56.87,56.52,57.11,56.20
57.16,57.26,57.43,56.85
57.40,57.46,57.52,56.76
58.31,58.42,58.46,58.17
58.52,58.76,58.92,58.52
58.67,58.75,58.81,58.25
59.01,58.16,59.01,57.93
58.16,58.61,58.61,57.88
58.34,58.59,58.89,58.01
58.23,57.89,58.66,57.64
58.36,57.77,58.36,57.73
57.39,56.97,57.81,56.73
57.07,57.47,57.57,57.05
58.17,58.05,58.49,57.99
57.98,58.41,58.44,57.74
58.27,58.71,58.79,58.13
58.25,57.98,58.29,57.79
58.55,59.16,59.17,58.55
58.90,58.95,59.05,58.60
58.71,58.62,58.78,57.98
58.10,58.49,58.87,57.95
59.35,59.62,59.84,59.34
59.84,60.33,60.40,59.74
60.21,60.54,60.62,59.97
60.50,60.62,60.70,60.35
61.39,60.60,61.39,60.57
60.75,60.55,60.78,60.26
60.91,60.61,60.92,60.48
60.70,60.90,60.97,60.52
61.22,60.52,61.22,60.50
60.44,60.43,60.72,60.32
60.44,60.20,60.70,60.07
60.36,60.72,60.75,60.15
60.87,60.84,60.94,60.65
61.40,61.19,61.40,60.80
61.58,61.50,61.58,61.24
61.17,60.97,61.17,60.80
61.03,60.77,61.07,60.67
60.73,60.64,60.73,60.24
60.75,60.43,60.75,60.20
60.64,60.62,60.81,60.43
60.61,60.64,60.75,60.50
60.63,60.47,60.63,60.30
60.88,61.19,61.49,60.81
61.42,60.78,61.42,60.39
60.74,61.29,61.29,60.57
61.35,60.91,61.35,60.79
60.99,60.80,61.10,60.29
60.64,60.84,60.95,60.20
61.14,60.72,61.24,60.57
61.19,60.94,61.19,60.81
60.80,60.78,60.97,60.66
60.82,61.22,61.23,60.59
61.09,61.28,61.36,61.09
61.32,60.55,61.32,60.45
60.41,60.63,60.83,60.29
61.04,60.65,61.07,60.57
60.66,60.99,61.01,60.44
60.65,60.93,60.93,60.43
61.21,61.12,61.47,60.86
61.20,61.63,61.74,61.20
61.50,59.79,61.50,59.68
59.96,59.89,60.19,59.69
60.06,60.72,60.84,60.06
60.68,60.48,60.72,60.39
60.48,61.19,61.24,60.48
61.29,61.57,61.62,61.10
61.74,61.96,62.19,61.60
61.90,62.68,62.68,61.90
62.55,62.96,63.16,62.55
62.84,63.14,63.16,62.64
62.99,63.77,63.86,62.65
63.82,63.60,63.82,63.36
63.55,63.54,63.65,63.29
63.72,64.13,64.18,63.72
63.98,64.28,64.35,63.82
64.40,64.47,64.51,64.11
63.56,62.88,63.91,62.73
62.88,61.89,63.05,61.17
61.67,62.11,62.28,61.30
62.38,62.95,62.98,62.38
63.25,63.22,63.25,62.84
63.41,62.07,63.41,61.88
62.05,62.37,62.54,61.94
62.91,63.48,63.57,62.91
63.38,63.00,63.42,62.55
63.19,62.36,63.36,61.98
62.38,62.89,63.10,62.06
62.87,63.07,63.26,62.51
62.46,62.30,62.69,62.12
61.94,62.61,62.84,61.90
62.16,61.97,62.37,61.42
60.51,61.42,61.79,60.15
61.11,60.49,61.45,60.19
61.40,60.64,61.40,60.62
61.40,60.64,61.40,60.52
61.61,61.59,61.66,61.30
61.57,61.06,61.62,61.06
60.98,61.64,61.68,60.57
61.83,62.38,62.55,61.83
62.61,62.64,63.06,62.50
62.85,62.06,62.85,62.06
62.05,62.58,62.64,61.93
62.99,63.40,63.41,62.90
63.18,63.14,63.27,62.84
63.32,63.59,64.01,63.18
63.70,63.73,63.96,63.55
63.56,64.07,64.33,63.56
64.26,63.99,64.55,63.72
63.93,63.77,64.17,63.57
64.01,63.37,64.07,63.10
63.63,63.24,63.63,63.07
62.85,63.07,63.26,62.82
63.34,63.32,63.44,62.87
62.91,63.15,63.21,62.61
63.26,63.52,63.64,63.19
62.66,62.97,62.97,62.25
63.09,63.16,63.17,62.76
63.96,64.29,64.48,63.96
64.59,64.70,64.70,64.24
64.63,64.60,64.68,64.35
64.86,64.77,65.00,64.62
64.91,65.43,65.49,64.91
65.40,65.66,65.78,65.40
65.71,65.68,65.87,65.58
66.00,65.67,66.29,65.64
65.66,65.38,65.77,65.12
65.38,65.13,65.56,64.71
64.75,65.01,65.65,64.56
65.68,65.15,65.88,65.04
65.19,65.24,65.47,65.04
65.40,66.15,66.29,65.36
65.90,65.68,66.08,65.27
65.48,66.21,66.23,65.25
66.08,65.73,66.22,65.63
65.40,64.79,65.48,64.73
64.49,64.71,64.90,64.29
64.72,65.50,65.50,64.51
65.74,65.71,65.79,65.33
65.51,65.10,65.51,64.73
64.24,64.41,64.72,64.17
64.57,64.10,64.64,64.00
63.80,64.24,64.47,63.72
64.12,64.86,65.01,64.12
65.03,65.13,65.28,64.94
65.76,65.51,65.76,65.24
65.44,64.06,65.44,64.00
64.14,63.87,64.25,63.53
63.00,62.96,63.47,62.88
62.80,62.18,63.00,62.18
62.50,62.26,62.89,62.24
62.09,61.65,62.17,61.59
61.75,62.19,62.41,61.63
61.95,61.05,61.95,61.00
61.09,60.99,61.53,60.69
61.59,62.12,62.31,61.59
61.63,61.24,61.93,61.14
61.19,61.06,61.40,60.56
61.61,61.49,61.85,61.34
61.27,62.10,62.25,61.24
62.38,63.44,63.49,62.38
63.22,62.91,63.55,62.91
62.26,63.34,63.34,62.02
63.28,62.63,63.46,62.63
62.81,63.39,63.61,62.56
63.69,64.60,64.60,63.69
64.83,64.84,65.11,64.51
64.93,65.41,65.58,64.93
65.39,66.62,66.73,65.30
66.69,66.90,67.01,66.44
66.83,66.74,66.88,66.49
67.35,67.74,68.00,67.35
67.07,67.26,67.27,66.62
66.49,65.90,66.55,65.71
65.74,65.66,66.26,65.64
66.00,66.09,66.71,65.97
66.22,65.49,66.51,65.25
65.78,65.56,65.78,65.09
65.33,64.78,65.33,64.38
65.27,66.10,66.21,65.27
66.36,65.69,66.36,65.56
65.95,66.48,66.80,65.93
66.47,66.68,66.82,66.26
66.03,66.21,66.52,65.95
66.14,66.07,66.31,65.90
65.93,64.77,65.93,64.66
64.85,64.45,65.39,64.35
63.77,64.20,64.73,63.38
64.96,63.88,64.96,63.12
63.45,61.46,63.67,61.46
61.63,61.98,62.01,60.23
61.09,58.84,61.09,58.73
59.41,58.56,59.76,56.81
56.57,54.37,57.41,54.14
54.86,56.85,56.85,54.00
55.90,54.85,56.51,54.70
55.20,57.29,58.04,55.08
57.90,57.96,58.38,57.24
58.39,58.91,58.91,58.00
58.40,58.54,59.10,57.89
58.88,58.26,59.24,57.61
56.58,55.34,56.58,54.78
54.69,54.33,55.81,54.28
55.62,54.44,55.62,54.41
54.91,56.56,56.56,54.44
56.41,57.55,57.64,56.32
57.89,56.46,58.23,56.37
56.18,57.74,58.04,55.52
58.49,59.72,59.72,58.49
59.40,60.04,60.44,59.06
60.56,60.30,61.04,59.80
60.29,59.43,60.80,59.39
58.16,57.74,58.42,57.51
56.06,57.46,57.50,55.96
58.37,59.15,59.19,58.09
58.75,58.35,59.35,58.23
57.79,56.81,57.79,56.49
56.07,57.38,57.38,56.01
57.65,58.15,58.36,57.29
58.52,59.19,59.88,58.03
59.85,60.11,60.15,59.27
61.84,60.61,61.84,59.83
59.59,60.54,60.86,59.43
60.76,60.12,61.31,60.08
60.15,58.25,60.22,58.25
56.49,56.33,57.46,55.56
56.09,57.21,57.34,55.97
57.75,58.49,58.49,56.69
59.68,58.96,60.14,58.72
59.20,57.82,59.53,57.78
58.84,57.41,58.87,56.13
56.64,55.76,57.13,55.76
55.29,53.86,56.10,53.86
53.38,55.77,55.82,52.47
55.60,56.81,56.94,55.37
56.80,58.21,58.21,56.66
58.53,57.97,58.80,57.63
58.98,60.00,60.07,58.98
59.71,60.35,60.50,59.71
60.99,61.07,61.76,60.86
60.56,60.87,61.17,60.50
61.76,61.96,62.02,61.18
61.67,60.75,61.85,60.67
60.80,61.81,62.27,60.00
61.71,60.88,62.09,60.72
60.93,61.14,61.25,60.13
61.94,62.80,62.80,61.92
63.03,64.01,64.18,63.01
63.67,62.49,63.67,62.49
63.00,62.53,63.11,61.44
64.44,64.33,64.72,63.26
63.83,63.95,64.41,63.58
63.21,62.99,63.75,62.99
61.14,61.42,62.12,60.85
62.38,62.21,62.51,61.64
62.76,62.97,63.12,61.64
62.50,62.69,62.85,62.09
62.78,62.94,63.05,62.14
63.27,63.63,63.66,62.33
62.19,61.32,62.27,61.05
61.93,61.73,61.93,61.03
62.44,63.17,63.30,62.39
62.84,62.84,63.34,62.65
62.54,63.12,63.43,62.22
62.45,61.85,63.02,61.78
61.76,60.87,62.00,60.50
60.91,60.73,61.00,60.41
59.97,59.85,60.00,59.09
59.41,59.68,60.04,59.24
59.07,58.50,59.26,58.50
58.20,58.12,58.85,58.10
59.80,59.94,60.31,59.62
60.08,60.09,60.39,59.80
61.79,62.11,62.13,61.44
61.81,62.07,62.48,61.81
62.56,62.65,63.20,62.56
63.59,63.21,63.70,62.87
63.17,63.05,63.27,62.77
62.70,63.32,63.53,62.42
62.89,61.97,63.11,61.84
62.06,63.00,63.15,62.06
62.16,62.68,62.69,61.91
63.17,61.31,63.17,61.14
61.06,60.53,61.10,60.30
61.29,60.69,61.29,60.64
61.21,60.87,61.57,60.84
61.09,60.05,61.37,59.93
61.10,61.83,61.89,61.10
61.23,61.23,61.36,60.65
61.34,61.41,61.54,61.20
61.71,62.09,62.10,61.57
61.95,62.28,62.43,61.79
62.36,61.44,62.36,61.39
61.66,62.10,62.14,61.64
62.15,61.81,62.16,61.81
63.03,62.37,63.07,62.34
62.23,62.75,62.87,62.18
62.37,63.24,63.29,62.09
63.41,63.32,63.62,62.97
63.58,63.37,63.58,63.05
64.00,63.89,64.01,63.65
63.77,64.11,64.18,63.77
64.18,64.41,64.41,63.80
63.94,64.19,64.32,63.69
64.80,64.41,64.89,64.36
64.44,65.41,65.44,64.34
65.66,66.02,66.07,65.49
65.96,65.60,66.09,65.40
65.62,65.50,65.97,65.07
65.21,65.76,65.79,65.01
65.66,66.31,66.42,65.53
66.58,66.14,66.88,65.90
65.90,66.14,66.29,65.80
65.72,65.95,66.04,65.30
66.30,65.81,66.37,65.60
66.10,66.28,66.52,66.01
66.44,66.27,66.44,65.95
66.87,67.65,67.70,66.87
67.53,67.61,67.69,67.33
67.48,67.87,67.96,67.37
67.89,67.98,68.30,67.66
68.03,68.17,68.24,67.58
67.71,67.77,67.84,67.37
68.30,68.30,68.39,68.04
68.22,68.22,68.26,67.78
68.60,67.95,68.76,67.89
68.04,68.59,68.61,68.04
68.92,69.06,69.12,68.82
69.38,68.79,69.40,68.61
68.77,68.51,68.86,68.30
68.59,68.95,68.96,68.31
68.98,68.87,69.14,68.76
68.57,69.09,69.29,68.34
69.26,69.55,69.57,69.11
69.68,69.34,69.84,69.32
69.76,69.92,70.07,69.55
70.00,69.70,70.14,69.48
69.68,69.60,69.75,69.30
68.96,68.49,68.96,68.25
68.73,69.23,69.33,68.71
69.59,70.02,70.14,69.51
70.24,70.52,70.65,70.16
70.69,70.32,70.75,70.19
70.71,71.47,71.47,70.50
71.39,71.32,71.54,71.06
71.40,71.63,71.65,71.08
71.69,71.28,71.71,71.25
71.20,71.67,71.83,71.10
71.38,71.71,71.82,71.11
71.75,71.84,72.06,71.75
71.56,71.66,71.86,71.33
71.78,71.76,71.80,70.83
72.35,72.98,72.98,72.35
73.04,72.76,73.18,72.72
72.90,72.09,72.90,71.82
71.83,72.04,72.12,71.34
72.54,72.20,72.54,72.00
72.20,72.64,72.86,72.08
72.73,72.46,72.93,72.19
72.00,71.66,72.01,71.22
71.54,72.16,72.27,71.52
70.99,71.41,71.54,70.80
71.34,69.55,71.35,69.43
70.09,70.55,70.66,70.09
70.72,71.51,71.55,70.50
71.37,71.27,71.55,70.92
71.55,70.91,71.55,70.62
71.34,71.78,71.99,71.25
71.55,71.87,72.09,71.55
71.91,71.20,72.14,70.90
71.58,71.34,71.86,71.32
70.65,70.49,70.65,70.03
70.61,70.28,70.81,70.00
71.09,71.54,71.54,70.93
71.40,72.37,72.50,71.40
72.83,73.20,73.41,72.50
73.13,72.72,73.13,72.44
72.65,73.01,73.72,72.44
72.80,73.57,73.61,72.70
73.60,72.90,73.60,72.62
72.47,71.42,72.47,71.42
71.28,71.45,71.65,71.14
70.89,70.56,70.89,69.38
69.91,70.21,70.62,69.50
70.88,70.52,71.01,70.27
70.10,70.48,71.14,69.95
69.77,69.34,70.09,69.34
69.36,69.29,70.16,69.01
69.51,69.24,70.01,69.21
69.28,67.13,69.28,67.13
67.22,66.68,67.68,66.57
66.64,67.94,67.95,66.25
68.13,68.19,68.72,67.94
67.83,68.65,68.67,67.42
68.88,68.94,69.03,68.36
68.88,68.88,69.22,68.75
69.21,69.90,69.90,69.17
69.13,68.67,69.13,68.44
68.58,68.41,68.84,67.76
66.81,66.16,67.37,66.08
66.21,66.30,66.59,65.62
66.15,66.75,66.93,66.09
67.17,68.24,68.31,67.17
69.02,68.11,69.11,67.97
67.85,68.69,68.75,67.55
69.50,67.51,69.50,67.51
67.71,68.31,68.38,67.43
68.20,67.24,68.35,67.05
67.44,68.07,68.37,67.29
68.26,68.76,68.76,68.20
68.56,69.22,69.33,68.20
69.53,70.01,70.28,69.33
70.09,69.98,70.23,69.36
69.95,68.39,69.98,68.33
68.73,68.76,68.80,68.35
68.04,67.62,68.04,67.28
67.80,68.29,68.50,67.49
68.35,68.28,68.61,67.98
67.86,67.93,68.11,67.17
69.22,69.34,69.35,68.56
69.63,69.65,69.76,69.19
69.63,69.75,70.03,69.45
69.98,70.12,70.42,69.57
69.50,69.73,69.85,69.28
69.53,69.32,69.63,69.10
69.74,68.90,69.90,68.61
68.96,68.44,68.96,67.93
67.99,68.10,68.36,67.40
68.39,69.22,69.38,68.39
69.09,68.85,69.20,68.60
69.16,69.45,69.60,68.63
69.29,69.82,70.05,69.24
70.00,70.35,70.72,69.87
69.86,69.39,69.89,69.39
68.46,68.44,68.64,67.85
68.63,67.89,68.63,67.45
68.09,67.72,68.15,67.55
68.60,68.93,69.06,68.17
69.30,70.31,70.46,69.30
70.21,70.04,70.50,69.82
69.77,69.26,69.77,69.23
69.61,68.80,69.76,68.76
68.44,68.84,69.17,68.14
69.74,70.19,70.40,69.73
70.35,70.51,70.73,70.35
70.96,71.37,71.64,70.96
71.04,71.23,71.26,70.78
71.25,71.17,71.36,70.97
71.07,71.13,71.13,70.71
71.34,71.14,71.34,70.65
71.39,71.21,71.60,71.03
71.04,71.45,71.52,71.04
71.69,72.18,72.31,71.43
72.23,72.60,72.67,72.23
72.56,72.20,72.56,71.95
72.35,72.16,72.76,71.98
72.20,72.36,72.50,72.06
72.25,71.87,72.25,71.71
71.74,72.32,72.40,71.70
72.60,72.25,72.60,72.09
72.21,72.40,72.60,72.11
72.51,72.77,72.86,72.39
72.63,72.45,72.70,72.31
72.81,72.70,72.92,72.52
72.62,72.64,72.99,72.04
72.78,72.81,73.02,72.68
73.17,74.42,74.43,73.17
74.69,74.93,74.99,74.63
74.80,74.73,75.20,74.70
74.84,74.73,74.94,74.57
75.08,75.07,75.16,74.68
74.97,75.94,76.18,74.85
76.23,76.46,76.89,76.20
76.49,76.01,76.49,75.88
75.85,75.68,75.85,75.44
75.78,76.39,76.55,75.77
75.95,76.24,76.24,75.66
76.67,76.19,76.67,76.16
75.90,75.83,76.08,75.74
76.08,75.01,76.39,75.00
75.00,74.52,75.02,74.10
74.86,75.30,75.51,74.68
74.90,74.98,75.20,74.49
75.34,74.97,75.78,74.81
75.37,74.92,75.37,74.61
75.03,75.39,75.65,74.98
75.74,76.14,76.18,75.74
76.80,76.33,76.94,76.12
76.14,76.08,76.33,75.94
76.34,74.97,76.34,74.95
75.00,74.58,75.15,74.48
75.16,74.42,75.22,74.26
74.46,74.37,74.73,74.19
74.61,75.09,75.16,74.29
75.50,75.79,75.85,75.42
76.03,76.21,76.42,75.97
76.20,76.34,76.70,76.01
76.10,75.09,76.10,74.80
75.00,74.78,75.06,74.26
74.22,74.17,74.38,73.50
74.48,73.86,74.48,73.70
74.41,73.68,74.63,73.44
73.70,73.74,74.04,73.07
74.40,74.34,74.58,73.69
74.56,75.33,75.37,74.50
75.80,75.10,76.17,75.10
75.13,75.25,75.34,74.67
75.46,75.77,75.85,75.35
75.09,74.74,75.31,74.23
74.75,73.47,74.89,73.47
73.02,73.34,73.85,72.85
73.63,73.18,73.63,73.10
72.85,73.29,73.89,72.75
73.53,72.07,73.60,71.91
72.02,71.93,72.38,71.58
72.15,72.52,72.63,71.71
73.38,74.17,74.17,73.37
74.30,74.52,74.74,73.95
74.78,74.75,74.88,74.40
75.31,75.65,75.65,74.90
75.54,75.37,75.56,75.00
75.39,75.18,75.74,75.14
75.01,76.14,76.15,74.69
76.33,76.42,76.50,75.96
76.49,76.39,76.49,75.97
76.64,76.07,76.88,76.00
76.01,75.76,76.01,75.37
76.41,75.38,76.41,74.94
75.48,76.00,76.00,75.39
76.28,76.19,76.82,75.83
76.21,75.79,76.21,75.66
76.05,76.05,76.22,75.80
76.39,76.07,76.56,76.00
76.15,75.70,76.46,75.49
75.48,75.44,75.66,75.27
75.66,76.74,76.74,75.66
77.19,77.63,77.83,76.84
78.13,77.30,78.13,77.30
76.32,76.34,76.34,75.81
75.20,75.62,75.69,75.15
75.54,75.65,75.75,75.03
75.73,74.82,75.80,74.74
74.87,74.95,75.14,73.91
74.65,74.50,75.01,74.36
74.23,75.87,75.96,74.04
77.55,77.49,77.83,77.02
77.60,77.86,78.31,77.56
78.05,78.12,78.23,77.78
78.12,77.90,78.12,77.55
77.74,77.72,77.90,77.26
77.97,77.99,78.35,77.89
78.61,78.30,78.61,77.84
78.35,78.35,78.43,78.08
78.51,78.52,78.74,78.18
78.39,79.08,79.16,78.11
78.93,78.84,79.02,78.69
79.29,79.71,79.87,79.25
79.77,79.85,79.89,79.39
79.95,79.96,80.00,79.54
79.90,80.05,80.12,79.68
80.32,80.61,81.02,80.26
80.95,81.44,81.46,80.77
81.75,81.14,81.75,80.97
81.13,80.81,81.13,80.44
81.04,80.55,81.06,80.47
80.44,80.46,80.74,80.17
80.80,80.90,81.12,80.74
80.59,79.81,80.70,79.79
80.30,80.65,80.90,80.10
80.67,80.84,81.02,80.52
80.81,80.58,80.96,79.95
80.80,81.26,81.27,80.80
81.50,81.02,81.50,80.91
81.17,81.42,81.52,81.09
81.87,81.47,81.99,81.28
81.37,81.47,81.62,81.20
81.46,81.52,81.93,81.13
81.78,81.86,81.88,81.48
81.83,80.52,82.05,80.51
80.25,79.74,80.27,79.42
80.13,80.29,80.32,79.65
80.86,79.01,81.99,79.01
79.46,79.70,79.85,79.01
79.81,80.93,81.17,79.81
80.87,81.01,81.49,80.83
80.70,81.27,81.34,80.32
81.19,82.00,82.02,81.19
82.47,82.89,82.99,82.45
83.11,82.87,83.34,82.76
82.99,83.07,83.39,82.82
83.56,83.84,83.94,83.15
83.82,84.05,84.07,83.67
84.06,83.81,84.06,83.56
83.89,84.20,84.30,83.71
84.43,84.44,84.46,84.17
84.26,84.10,84.33,83.95
83.24,83.56,83.84,83.00
83.84,83.01,83.84,82.43
83.38,84.05,84.22,83.38
83.66,83.34,83.80,83.05
83.53,84.09,84.20,83.53
84.45,84.05,84.75,83.67
84.39,84.46,84.47,84.10
84.08,84.59,84.62,83.85
84.53,84.83,84.90,84.53
84.86,84.20,85.00,84.04
84.52,84.74,84.96,84.52
84.86,83.87,84.87,83.62
83.85,84.34,84.39,83.85
83.38,84.08,84.13,82.88
84.08,84.90,84.90,84.02
85.03,84.73,85.14,84.46
84.92,85.75,85.82,84.92
85.87,86.54,86.88,85.87
86.39,86.93,86.93,86.32
86.69,84.56,86.69,84.54
85.20,85.69,85.73,84.92
85.13,84.79,85.23,84.27
84.98,83.85,84.98,83.54
84.11,84.87,84.87,83.91
85.09,85.23,85.36,84.25
85.61,86.17,86.24,85.28
86.62,86.27,86.69,86.05
86.65,87.22,87.48,86.59
87.11,86.90,87.14,86.63
87.26,87.19,87.47,86.90
87.11,87.43,87.48,87.01
87.35,86.93,87.60,86.88
87.31,87.86,87.90,87.25
88.77,88.96,89.20,88.51
89.25,89.20,89.42,88.90
89.58,89.97,89.99,89.11
89.97,90.20,90.21,89.76
90.42,90.29,90.70,90.06
90.50,91.09,91.09,90.48
91.00,91.10,91.15,90.68
91.29,92.07,92.14,91.29
91.99,92.48,92.61,91.99
92.39,91.52,92.56,91.35
91.97,92.42,92.44,91.75
92.38,92.21,92.57,92.08
92.66,92.59,92.93,92.25
92.87,91.72,93.39,91.23
90.71,91.43,91.62,90.48
90.94,91.31,91.32,90.40
92.80,92.20,92.85,91.80
91.90,91.33,91.90,90.92
91.53,91.37,92.05,91.33
91.20,90.42,91.90,90.42
90.37,90.76,90.76,89.55
90.84,90.46,91.31,89.92
90.18,89.01,90.30,88.83
88.82,89.86,89.86,88.64
90.43,91.43,91.50,90.24
91.82,91.12,91.90,91.12
90.40,90.21,90.95,90.00
91.05,89.38,91.05,89.23
89.35,90.99,91.13,89.23
90.98,90.75,91.30,90.55
91.42,91.15,91.72,90.79
91.17,92.14,92.26,91.17
