VCR,Vanguard Consumer Discretion ETF - DNQ,NASDAQ
129.05,128.28,129.38,128.19
128.93,129.70,129.96,128.84
129.94,130.29,130.33,129.59
130.32,132.57,132.89,130.28
132.86,132.95,133.42,132.63
133.10,133.17,133.18,132.63
132.97,131.93,132.97,131.63
132.43,132.94,133.48,132.43
132.15,131.37,132.56,131.25
131.64,131.01,132.08,131.01
131.43,130.60,131.50,130.44
130.79,130.83,131.53,130.59
131.17,131.98,132.10,131.10
131.86,131.93,132.03,131.58
131.70,130.41,131.70,130.19
130.29,130.12,130.59,130.00
130.22,130.67,131.21,130.22
130.97,129.86,131.01,129.79
129.90,129.65,130.22,129.37
129.89,128.67,129.89,128.29
129.54,129.25,130.00,128.57
129.74,131.13,131.30,129.74
130.61,131.02,131.04,130.20
131.04,131.28,131.80,130.44
131.28,131.17,131.56,130.98
131.34,131.83,132.24,130.96
131.77,132.08,132.08,131.28
131.81,131.95,131.99,130.75
132.05,132.27,132.44,132.02
