SPXL,Direxion Daily S&P 500 Bull 3X Shares,NASDAQ
44.99,46.32,46.87,44.97
46.02,47.64,47.78,45.65
47.85,49.21,49.33,47.46
50.00,49.01,50.15,48.48
48.72,48.03,49.17,47.51
48.94,47.30,49.25,46.11
45.81,47.40,48.05,45.57
49.61,50.43,50.93,49.00
50.11,49.72,50.51,49.22
50.16,50.79,50.98,49.70
49.86,50.65,50.71,49.61
49.12,50.02,50.33,48.10
50.81,50.87,51.11,49.96
49.59,49.87,50.73,48.63
47.56,45.72,47.56,45.53
43.66,44.95,45.41,43.60
44.46,44.45,45.32,44.38
43.60,44.47,44.91,43.15
45.65,46.15,47.14,45.27
46.12,46.48,47.21,45.32
45.74,44.09,46.12,43.53
43.66,43.67,43.87,42.68
44.30,43.13,44.95,43.07
41.64,41.23,42.22,40.47
40.45,41.66,42.13,39.65
42.30,40.85,42.46,40.45
41.58,42.78,42.92,39.77
42.44,40.93,42.88,40.92
40.43,41.13,41.70,39.95
42.61,44.57,44.74,42.52
44.86,45.87,45.92,44.62
47.29,47.66,47.87,46.54
46.97,46.10,47.19,45.94
46.31,46.98,47.55,46.26
48.58,47.59,48.65,47.22
47.85,48.32,48.48,47.57
49.72,49.99,50.24,49.25
49.68,49.92,50.76,49.13
49.48,50.48,50.66,49.03
49.98,50.44,50.54,49.58
51.21,50.50,51.33,50.07
51.06,52.82,53.15,50.69
53.02,52.51,53.67,51.89
52.15,51.59,53.00,51.14
50.24,50.35,51.96,49.95
52.04,53.36,53.56,51.92
53.58,52.80,53.73,52.63
53.03,53.46,53.84,51.27
52.99,53.10,53.75,52.51
54.02,52.75,54.97,51.98
53.85,53.35,54.07,52.44
53.15,52.15,53.67,51.35
53.60,55.26,55.63,53.37
55.25,55.15,55.64,54.49
55.88,54.97,55.91,53.97
55.13,55.94,56.40,54.59
56.23,56.16,56.58,55.61
55.61,56.72,57.15,54.64
57.70,57.94,58.89,57.24
57.86,57.40,58.13,56.26
58.52,57.65,58.59,56.34
57.71,58.01,58.94,57.38
56.77,56.05,57.75,55.03
56.46,57.71,58.52,56.25
58.52,58.09,59.49,56.72
58.31,58.51,58.69,57.91
59.59,59.09,60.59,58.95
58.19,59.07,59.34,57.78
57.82,58.68,58.84,57.03
59.68,58.74,59.78,57.88
58.47,58.96,59.21,58.29
59.77,58.96,60.78,57.97
60.28,60.36,60.78,59.75
60.71,61.13,61.17,58.83
62.94,64.41,64.63,62.88
64.71,65.32,65.62,64.45
64.72,65.03,65.24,64.07
65.55,63.51,65.76,62.78
63.41,64.36,64.44,62.10
62.75,63.84,64.06,62.21
62.52,61.36,63.29,60.56
61.95,61.12,62.75,61.12
60.05,58.25,60.34,57.41
58.44,58.50,59.18,57.90
60.16,61.08,61.66,60.16
60.95,61.60,61.68,60.00
60.80,61.60,61.65,59.46
59.49,58.89,59.79,58.27
60.08,61.67,61.71,60.04
60.17,59.75,61.10,59.75
59.16,60.08,60.53,57.95
58.33,58.95,60.03,58.03
61.47,62.69,63.07,61.47
62.96,65.14,65.25,62.94
64.50,65.74,65.97,64.38
65.42,65.56,66.00,65.12
67.53,65.65,67.61,65.54
65.90,66.19,66.54,64.94
67.27,66.91,67.39,66.00
67.50,68.10,68.30,66.88
69.11,68.18,69.20,68.11
68.41,68.35,69.25,67.80
68.00,67.42,68.89,67.12
67.52,68.57,68.74,66.78
68.57,69.02,69.22,68.18
69.49,69.38,69.92,68.44
70.00,70.77,70.92,69.88
70.97,71.40,71.54,70.83
71.18,71.10,71.45,70.63
70.36,71.16,71.34,70.16
71.66,71.34,71.68,70.87
71.73,71.67,72.10,71.56
71.53,71.41,71.96,71.10
71.08,71.50,71.60,70.72
72.99,73.53,74.48,72.90
74.12,73.17,74.15,71.84
72.60,74.30,74.50,72.37
74.50,73.92,74.75,73.35
74.30,73.56,74.69,71.82
72.52,73.38,73.75,71.90
74.25,74.20,74.72,73.38
75.62,76.26,76.37,75.15
76.11,75.93,76.44,75.30
75.53,77.33,77.50,75.39
77.34,78.03,78.12,77.01
77.86,75.52,77.96,74.96
75.00,75.04,75.57,73.42
76.26,75.53,76.87,75.17
75.31,76.81,77.06,75.25
76.27,76.86,76.94,75.06
77.51,77.97,78.57,77.05
78.08,78.62,79.00,77.64
78.91,74.54,79.23,74.18
75.18,76.18,76.44,74.61
77.60,79.75,80.18,77.51
79.24,79.33,80.06,79.02
79.00,79.91,80.25,77.69
80.05,80.53,80.67,78.96
81.18,82.17,82.93,81.15
82.43,83.24,83.36,81.69
82.70,82.76,83.36,81.51
81.44,82.90,83.12,80.92
81.96,84.47,84.72,81.90
84.31,85.11,85.29,84.12
84.37,84.29,84.70,83.65
85.14,85.87,86.21,84.70
85.25,86.72,87.00,85.02
86.85,87.07,87.46,86.17
84.38,81.68,85.75,81.04
81.61,80.11,82.18,78.35
79.78,79.92,80.84,77.59
80.88,82.56,82.71,80.74
83.60,84.15,84.47,82.65
85.00,79.91,85.15,79.83
79.49,80.32,81.55,79.34
82.65,84.47,84.86,82.59
84.49,82.75,84.68,81.16
83.50,80.63,84.00,79.34
81.14,82.74,83.50,79.96
82.17,82.38,83.12,80.92
79.76,77.87,79.79,77.57
76.96,79.33,80.18,76.95
77.82,77.97,78.77,76.18
71.90,75.53,76.76,71.52
74.76,71.47,75.55,69.84
74.40,73.83,74.97,72.79
76.62,74.84,76.74,74.35
77.44,78.28,78.75,77.28
78.26,77.44,78.61,77.25
76.75,78.10,78.71,75.69
79.36,80.41,80.72,78.06
81.10,81.20,82.31,80.50
81.76,80.61,82.36,80.53
80.38,82.25,82.26,79.58
83.49,84.09,84.70,83.19
83.80,83.85,84.47,83.50
85.34,84.90,86.00,84.32
85.53,85.15,85.91,84.45
84.65,85.15,86.35,84.60
86.34,85.82,86.66,84.88
85.41,85.14,86.39,83.92
86.09,84.13,86.38,83.12
84.55,83.37,85.27,82.68
81.97,81.41,82.42,80.53
82.60,81.50,82.80,80.55
80.09,81.71,82.02,79.35
82.11,82.63,83.23,81.39
79.83,79.77,80.30,77.88
80.24,81.02,81.24,79.59
83.98,84.67,85.11,83.98
85.74,85.89,86.00,85.00
85.82,85.71,86.09,84.85
86.54,87.88,88.43,86.24
88.46,89.56,89.94,87.29
89.21,90.43,90.83,89.11
90.56,91.21,91.40,90.21
92.47,90.65,92.65,90.13
90.03,89.36,90.54,88.01
89.45,87.52,89.45,86.37
86.14,85.42,87.92,84.24
87.89,86.44,89.23,85.52
86.56,87.69,88.40,86.20
88.54,90.02,90.45,88.26
89.65,87.15,89.70,85.91
86.55,88.37,88.85,85.04
88.47,86.14,88.74,85.34
85.31,84.53,87.32,84.09
83.54,84.29,84.67,82.30
84.47,86.74,86.95,83.91
87.56,87.19,88.02,85.85
86.68,85.32,86.99,84.70
82.10,82.15,83.01,81.37
82.91,81.99,83.48,81.48
81.00,82.88,83.87,80.97
82.19,84.12,84.55,81.82
84.85,85.17,85.85,84.61
87.48,87.80,87.80,85.75
87.10,81.93,87.23,81.71
82.06,81.66,82.70,80.27
78.80,79.19,81.02,78.59
78.71,76.50,79.03,76.26
77.62,76.42,78.35,76.34
76.19,75.37,76.78,75.00
75.98,76.94,77.90,75.42
75.99,73.69,76.15,73.18
74.17,73.76,74.80,72.65
75.77,76.57,77.35,75.68
74.68,72.61,75.44,72.01
72.75,72.91,74.11,71.23
75.07,73.51,75.09,72.82
72.90,74.70,75.09,72.81
75.88,77.84,78.30,75.58
77.14,76.49,78.53,76.38
73.82,75.90,76.05,72.19
75.98,73.39,76.11,73.02
73.52,75.12,75.98,72.98
76.04,78.14,78.18,75.77
79.15,80.23,80.61,78.33
80.97,82.49,82.82,80.70
82.62,86.03,86.40,82.09
85.87,85.92,86.52,85.15
85.31,86.35,86.69,84.64
88.67,89.13,89.70,88.17
86.02,87.24,87.26,85.15
84.04,82.39,84.82,81.71
81.71,81.21,83.66,81.11
82.46,82.00,84.60,81.50
82.66,80.28,83.82,79.73
81.55,81.70,81.98,79.95
80.61,79.42,80.87,77.73
80.80,83.40,83.64,80.75
84.05,83.20,84.32,82.72
84.65,86.55,87.14,84.07
86.53,86.86,87.13,85.25
84.33,85.32,86.61,84.05
85.21,84.33,85.48,83.73
82.97,78.99,82.98,78.61
79.05,78.09,81.03,77.80
75.78,76.71,78.75,74.66
79.46,75.64,81.91,73.50
73.99,69.70,75.31,69.67
70.04,70.85,71.02,66.22
67.92,60.40,68.09,60.19
62.66,59.56,63.13,54.96
55.06,47.82,56.81,47.38
50.12,54.67,54.67,45.38
51.17,47.33,52.89,47.04
48.73,53.98,56.00,48.16
55.52,55.12,56.51,53.85
56.58,58.69,58.86,56.40
57.00,57.03,58.73,55.23
57.99,57.01,59.31,55.67
52.62,49.49,52.68,47.84
47.51,46.97,51.19,46.75
50.04,46.96,50.10,46.54
47.47,51.65,51.75,46.71
51.30,53.80,54.03,50.91
54.73,51.23,55.64,50.70
50.38,53.75,54.34,48.04
55.78,58.44,58.60,55.70
57.74,58.87,60.11,56.48
60.20,59.93,61.76,58.45
59.89,57.88,61.55,57.60
54.20,53.32,55.14,52.69
48.68,52.17,52.35,48.60
54.55,56.50,56.75,54.04
55.68,54.87,57.61,54.48
53.02,50.52,53.66,49.62
48.55,51.48,51.56,48.05
51.93,52.98,53.57,50.89
53.88,55.25,57.15,51.62
57.02,58.08,58.09,55.48
58.70,58.91,59.62,57.25
55.98,57.18,58.07,54.79
57.93,56.78,59.52,56.67
56.75,51.54,57.31,51.50
47.14,46.55,48.45,44.56
45.73,47.45,48.18,45.59
48.86,50.68,50.89,46.55
53.60,52.49,55.18,51.58
52.84,49.00,53.68,48.85
51.63,50.12,52.23,47.43
48.02,46.37,49.33,46.28
45.51,42.13,47.35,42.04
40.45,45.02,45.26,39.24
45.34,47.60,47.98,44.11
47.50,50.35,50.50,46.49
51.12,49.05,51.27,48.34
51.72,54.06,54.13,51.40
53.22,54.24,54.79,52.92
55.44,55.75,57.62,55.17
54.87,55.48,56.00,53.45
57.51,58.33,58.40,56.45
57.65,54.80,57.81,54.52
54.82,58.21,59.40,53.45
57.98,55.89,58.90,55.49
56.39,56.80,57.32,54.12
58.91,59.90,60.22,58.25
60.31,62.65,62.97,60.17
61.64,58.92,61.73,58.48
60.96,60.63,61.32,57.58
65.59,66.95,68.24,64.05
65.97,66.92,67.35,65.73
64.68,62.02,64.93,62.02
56.94,56.99,59.14,56.18
59.37,59.67,60.34,58.00
61.90,62.97,63.36,59.10
61.47,62.07,62.37,59.69
61.99,63.00,63.15,60.02
63.99,65.39,65.57,62.09
60.75,58.08,61.63,57.73
60.41,59.44,60.57,57.76
61.79,62.89,63.43,61.61
62.25,61.31,62.61,60.45
60.80,62.19,63.15,60.11
60.29,59.27,62.59,59.01
58.85,56.32,59.36,55.18
56.86,56.07,57.24,55.43
53.61,53.01,53.89,51.60
52.66,52.33,53.55,51.46
50.89,48.79,51.02,48.79
48.42,48.51,50.20,48.42
52.61,52.72,53.37,51.68
53.24,53.11,54.22,52.60
57.76,59.74,60.02,57.44
59.46,59.73,60.73,58.99
61.37,59.70,62.00,59.48
62.38,61.51,62.98,60.50
61.46,61.57,62.74,60.83
60.78,62.05,62.85,59.55
60.87,58.02,61.29,57.50
58.77,60.94,61.38,58.58
59.30,58.22,59.30,56.74
59.19,56.39,60.11,55.57
55.59,54.46,56.28,54.16
56.32,55.18,56.47,54.82
56.35,55.47,57.31,55.10
56.00,53.65,56.58,53.29
56.25,58.46,58.79,56.12
58.42,58.91,59.16,56.79
59.58,60.60,60.74,59.22
61.25,61.99,62.07,60.66
61.59,62.11,62.71,61.50
62.20,59.85,62.25,59.55
60.30,61.51,61.71,60.06
61.27,60.84,61.87,60.78
64.00,63.54,64.81,63.33
63.13,63.66,63.90,62.25
62.74,64.40,64.60,61.77
64.56,63.96,64.71,63.25
64.35,64.31,64.67,63.45
66.48,66.18,66.88,65.87
65.50,66.46,66.61,65.26
66.94,66.84,67.14,65.30
65.44,65.99,65.99,64.09
67.70,66.47,68.00,66.10
66.46,68.79,68.95,66.11
69.53,69.94,70.22,68.97
69.57,70.00,70.03,69.13
69.98,70.13,71.23,69.12
68.80,70.07,70.08,68.50
69.70,71.96,72.40,69.03
72.92,70.74,73.37,69.96
69.63,70.78,71.22,69.58
68.87,70.09,70.27,68.01
71.06,69.88,71.44,69.00
71.45,71.96,73.00,71.30
72.48,72.41,72.99,71.63
74.68,75.50,75.63,74.24
74.47,75.38,75.47,74.30
74.97,75.96,76.28,74.02
76.08,76.48,76.71,75.05
76.96,76.85,77.22,75.46
74.77,75.16,75.34,74.21
76.74,76.71,77.02,75.74
76.13,76.54,76.65,74.98
77.35,75.45,77.65,75.07
75.51,78.05,78.31,75.30
78.95,78.48,79.00,77.90
79.06,78.55,79.64,77.88
78.15,77.73,78.73,77.40
77.76,78.94,79.06,76.89
79.47,79.38,79.93,78.96
78.00,79.73,80.40,77.34
79.86,80.37,80.60,79.32
80.69,78.97,81.44,78.86
79.91,80.60,81.12,79.57
80.53,79.85,80.85,79.26
79.30,78.78,79.55,77.90
76.27,75.05,76.36,74.50
75.73,76.76,77.17,75.50
78.26,79.11,79.61,77.72
79.67,80.15,80.79,79.29
80.23,79.95,80.50,79.25
81.37,84.42,84.48,80.97
84.54,84.04,85.06,83.28
84.49,85.38,85.64,83.75
86.06,85.93,86.14,85.30
85.61,86.81,87.62,85.45
85.26,85.89,86.21,84.45
86.13,85.58,86.33,85.01
83.74,83.61,84.30,82.77
83.83,84.48,84.78,82.40
86.22,87.91,87.94,86.22
88.23,87.14,88.40,86.98
87.00,85.79,87.38,84.27
84.27,85.45,85.75,83.24
86.81,86.18,86.90,85.06
86.18,88.22,88.97,85.61
87.88,87.43,88.43,85.77
85.30,84.69,85.51,83.70
83.83,84.37,85.20,83.54
81.21,81.54,82.52,80.83
81.11,77.26,81.76,77.03
79.71,79.04,80.10,78.80
79.46,82.42,82.62,79.27
81.82,79.55,81.87,79.38
80.73,79.22,81.10,78.46
80.85,82.77,83.33,80.54
81.86,81.99,82.83,81.60
82.07,80.61,83.16,79.47
81.73,80.85,82.47,80.84
78.41,78.77,78.99,77.21
79.11,79.62,80.27,78.78
81.80,83.04,83.07,81.80
82.46,84.70,85.08,82.28
85.49,85.21,85.95,84.12
84.69,84.08,84.89,83.58
84.23,85.68,87.47,83.87
84.23,85.10,85.35,83.42
85.20,82.97,85.26,82.47
81.63,78.93,81.71,78.71
77.97,79.12,79.81,77.93
77.66,78.11,78.47,75.17
75.56,76.76,78.21,74.50
78.47,77.23,78.61,76.73
75.71,76.49,78.70,75.64
74.47,74.11,75.60,73.66
73.82,72.77,75.16,72.33
73.73,71.91,74.66,71.80
71.95,68.35,72.08,68.20
69.21,66.43,69.46,66.14
67.09,70.03,70.11,66.71
70.53,70.35,72.06,69.10
68.92,70.62,70.91,66.87
71.23,71.00,71.53,69.19
70.89,70.29,71.45,69.88
72.01,72.85,73.28,71.40
70.99,69.64,71.08,69.18
69.62,69.15,70.60,67.22
65.75,63.87,66.36,63.77
64.05,63.51,64.65,62.00
63.05,65.01,65.33,63.05
66.40,69.43,69.50,66.32
71.69,69.41,72.10,69.02
68.92,71.05,71.12,68.14
72.91,68.27,73.00,68.00
68.82,70.55,70.62,67.82
69.81,69.01,71.09,68.31
69.50,71.11,71.90,68.84
72.02,73.05,73.38,71.58
72.27,73.87,74.33,71.89
75.08,75.99,76.89,74.70
75.97,75.66,76.75,74.03
75.89,70.59,76.07,70.37
71.61,71.96,72.44,70.73
69.73,68.48,69.97,67.75
69.04,69.63,70.25,67.95
70.35,71.49,71.85,70.09
69.96,70.90,71.15,68.50
74.70,76.17,76.30,74.17
76.85,76.76,77.07,75.20
76.87,78.34,78.46,76.59
77.45,77.27,78.31,76.43
75.06,75.18,75.56,74.00
74.97,74.85,75.15,73.80
75.93,72.87,76.30,72.10
72.96,72.88,73.55,71.62
71.58,71.90,72.72,70.32
72.35,75.31,75.60,72.30
74.79,74.86,75.53,74.00
75.76,76.36,76.83,73.40
75.86,78.04,78.50,75.73
78.60,78.73,79.44,77.81
77.35,76.50,77.64,76.28
73.13,74.24,74.80,72.11
74.41,72.38,74.44,70.81
72.80,72.25,73.28,71.16
75.48,75.79,76.34,74.44
77.06,80.09,80.71,76.70
79.78,80.03,81.17,79.32
79.71,78.55,80.36,78.50
80.05,78.27,80.08,77.87
76.31,76.56,78.10,74.83
79.80,81.04,81.54,79.65
81.71,81.53,82.49,81.45
82.56,82.69,83.78,82.51
81.98,82.95,83.32,81.86
82.64,83.20,83.75,82.44
82.29,83.61,83.73,81.83
83.24,83.47,83.65,82.23
84.45,83.58,84.61,82.83
83.32,83.79,84.28,83.17
84.17,85.68,86.00,83.60
86.13,85.99,86.22,85.45
85.66,86.03,86.07,84.97
86.65,85.25,87.62,84.71
84.60,85.25,85.72,84.00
84.72,83.32,84.74,82.87
82.61,84.74,85.27,82.49
85.45,84.78,85.73,84.44
84.11,84.60,85.31,83.83
84.75,84.75,85.41,84.08
83.57,82.87,83.65,82.33
84.31,83.80,85.21,82.64
83.86,83.64,84.57,82.19
83.93,83.54,84.50,83.12
85.04,88.59,88.67,85.04
89.09,89.74,89.74,88.87
89.45,88.20,89.88,88.09
88.40,88.96,89.75,88.29
89.78,89.70,90.09,88.86
89.77,94.00,94.74,89.37
94.44,95.19,96.83,94.24
94.56,94.24,95.05,93.47
93.77,93.94,94.30,93.24
94.25,94.13,94.97,93.51
92.78,94.04,94.25,92.05
95.47,93.91,95.53,93.88
92.59,93.53,94.14,92.35
94.11,90.74,94.62,90.47
90.51,89.05,90.52,88.38
90.15,91.56,92.10,89.46
90.46,90.22,91.32,89.29
91.26,90.80,93.43,90.32
92.01,91.21,92.40,89.94
91.92,92.27,92.93,90.49
93.40,94.42,94.60,92.99
95.76,94.24,96.25,93.47
93.19,93.31,93.79,92.71
93.12,90.57,93.33,90.46
90.56,88.88,90.70,88.49
90.69,88.96,91.06,88.96
89.08,88.01,90.00,87.51
88.72,90.21,90.50,87.90
91.52,93.00,93.19,91.35
93.25,94.21,94.49,92.76
93.54,93.55,94.86,92.61
92.96,88.81,92.96,88.21
88.41,88.87,89.33,86.75
86.01,85.08,86.30,84.07
86.09,84.46,86.37,84.03
86.25,85.22,86.68,83.65
84.94,84.99,85.88,83.28
85.95,84.62,86.20,83.80
85.58,87.69,87.94,85.30
89.16,85.20,89.20,85.05
84.87,85.81,86.33,84.17
86.57,87.79,88.82,86.35
85.42,81.74,85.45,80.62
81.80,78.67,83.03,78.67
78.13,78.90,81.22,78.01
79.83,79.24,80.14,78.75
77.95,78.43,80.88,77.69
79.18,75.56,79.48,74.72
75.26,74.80,76.15,73.97
75.17,75.79,76.35,73.26
78.50,80.53,80.53,78.38
80.18,80.77,81.03,78.74
80.88,81.23,81.28,80.38
82.32,84.15,84.43,82.12
83.11,83.98,84.02,82.35
83.53,82.70,84.40,82.41
81.55,84.54,84.67,80.25
85.51,85.77,86.44,84.38
85.78,85.53,86.25,84.93
86.92,84.53,87.15,84.28
84.47,84.06,85.20,83.42
84.37,84.45,85.70,82.53
84.31,85.46,85.49,83.98
86.41,86.07,86.67,84.84
85.80,86.32,86.90,85.71
87.41,87.89,89.25,87.23
89.10,88.16,90.09,87.85
88.02,86.60,88.77,85.90
85.96,85.42,86.45,85.18
86.27,88.63,88.72,86.21
89.03,91.53,91.80,88.62
91.92,89.44,91.96,89.44
89.70,90.98,91.05,88.93
87.04,88.65,89.11,86.94
87.99,87.67,88.10,87.44
88.29,86.55,88.37,85.89
86.70,86.22,87.14,83.26
84.63,83.23,85.97,83.22
82.81,87.65,87.91,82.56
92.73,94.33,94.37,91.95
94.17,93.87,94.94,92.98
94.13,95.07,95.42,93.63
93.92,94.01,94.44,93.13
93.64,93.45,94.05,92.30
94.05,94.08,94.79,93.54
95.70,96.28,96.32,94.14
96.25,96.37,96.39,95.39
95.93,96.02,96.23,95.00
94.75,96.12,96.50,94.55
95.70,96.16,96.62,95.36
97.50,98.01,98.88,96.95
98.04,98.70,98.98,96.92
98.71,100.23,100.25,98.03
100.35,100.75,101.01,99.79
100.28,100.81,102.32,100.03
101.82,102.43,102.50,100.97
102.64,102.15,102.64,101.06
101.61,103.41,103.71,101.41
103.31,102.21,103.92,101.87
101.75,101.36,102.69,101.16
103.25,104.47,104.82,102.75
102.56,101.04,103.11,100.78
102.70,103.98,104.89,102.50
102.94,104.28,104.44,102.73
104.32,103.90,104.60,101.57
104.40,105.50,105.71,104.36
105.47,105.45,105.73,104.70
105.50,106.02,106.55,105.14
106.66,106.25,107.22,105.34
105.24,106.58,106.93,104.92
106.84,106.10,107.15,105.00
106.66,108.35,108.53,106.66
108.26,104.42,108.39,104.38
103.54,102.45,103.59,101.50
103.97,105.52,105.52,103.22
107.09,99.58,107.44,99.54
100.88,101.52,101.85,98.95
101.34,105.28,106.21,101.05
105.34,104.40,107.27,104.40
103.63,105.82,106.20,102.19
105.01,107.39,107.39,104.56
109.02,110.36,111.19,109.02
111.54,110.83,111.59,110.09
111.22,111.42,111.81,110.90
112.85,112.85,113.24,111.14
112.60,113.99,114.10,112.15
113.86,113.36,114.20,112.28
113.52,113.71,114.25,112.37
114.63,115.60,115.70,114.51
115.19,115.14,115.58,114.00
111.84,113.17,114.69,111.51
113.94,112.53,114.33,110.24
114.39,114.65,115.36,113.84
112.70,111.87,113.90,111.26
112.83,114.34,114.42,112.63
115.44,113.26,116.00,111.89
114.52,115.71,115.83,114.11
113.67,115.70,115.84,113.12
115.59,116.39,117.17,115.02
116.64,115.45,117.35,114.58
38.90,39.02,39.32,38.70
39.12,37.76,39.17,37.54
37.98,38.29,38.51,37.75
36.90,37.79,37.90,36.75
37.87,38.55,38.55,37.49
38.76,38.87,39.35,38.38
39.26,40.39,40.49,39.22
40.42,40.77,41.15,40.29
40.34,40.46,40.63,39.79
39.83,37.72,39.93,37.65
38.51,39.30,39.37,38.22
38.48,37.51,38.48,36.98
37.76,36.92,37.80,36.46
37.15,37.78,37.88,36.87
38.03,38.29,38.59,37.29
38.93,39.56,39.60,38.35
39.54,39.66,39.90,39.32
39.90,40.11,40.62,39.75
39.93,39.94,40.12,39.46
40.18,40.67,40.92,40.00
40.65,40.94,40.97,40.12
40.67,39.89,40.72,39.71
40.17,40.93,41.05,40.06
42.03,42.13,42.59,41.96
42.30,42.55,42.70,42.24
42.80,43.14,43.19,42.45
43.05,43.78,43.79,42.97
43.69,43.39,44.03,43.04
43.49,43.83,43.84,43.08
43.62,43.92,44.10,43.34
43.98,45.30,45.35,43.98
45.09,45.95,46.25,45.01
45.72,45.37,46.19,45.15
45.83,46.65,46.72,45.67
46.54,46.64,47.19,46.37
46.78,46.82,47.37,46.29
47.03,45.85,48.44,45.14
44.33,45.44,45.75,44.14
44.58,45.28,45.28,44.19
46.76,46.10,47.30,45.69
45.33,45.23,45.65,44.46
45.26,45.67,46.29,45.20
45.26,43.75,46.03,43.52
44.00,44.38,44.50,43.05
44.46,43.81,45.01,43.10
43.38,41.90,43.65,41.82
41.85,43.06,43.06,41.14
43.95,44.64,44.79,43.40
45.11,44.70,45.18,44.34
43.44,43.35,44.47,43.05
44.21,42.27,44.33,42.11
42.16,44.13,44.37,41.89
44.01,43.30,44.51,43.10
44.22,44.36,44.93,43.63
44.44,45.33,45.57,44.41
