BWLD,Buffalo Wild Wings,NASDAQ
169.90,172.35,172.85,167.40
172.05,173.80,173.80,170.10
173.50,174.90,175.10,172.70
175.00,174.25,175.05,173.20
172.50,170.25,172.50,169.15
170.45,166.80,170.98,166.65
166.90,165.50,168.40,165.40
165.70,166.55,168.50,165.28
166.55,165.40,168.25,164.80
165.85,165.85,168.45,165.10
165.95,162.45,166.70,162.30
162.75,158.80,165.00,158.00
158.50,160.10,160.60,158.05
160.35,160.20,162.05,160.05
160.65,158.15,161.20,157.60
158.50,158.20,159.82,157.85
158.30,154.40,158.30,153.35
155.75,151.85,156.85,149.20
152.35,153.85,155.80,151.50
149.10,150.75,151.60,145.25
150.90,151.25,151.30,148.05
151.05,151.70,153.40,150.35
151.85,153.65,154.35,151.70
153.25,154.25,154.85,152.10
153.70,153.35,154.90,152.60
153.75,150.05,154.00,149.35
