BWLD,Buffalo Wild Wings,NASDAQ
42.25,41.34,42.82,41.02
41.52,41.14,41.70,40.50
40.80,40.68,40.99,39.88
40.47,39.75,40.60,39.29
39.53,38.25,39.74,36.18
38.50,37.85,38.68,37.08
38.91,37.43,38.91,37.03
37.98,39.00,39.45,37.95
39.23,40.63,40.89,39.04
40.69,40.00,40.69,39.83
39.75,38.71,39.75,38.32
38.68,38.21,38.88,37.28
38.33,38.18,38.67,37.61
38.00,37.33,38.46,36.93
36.67,36.21,37.15,35.81
35.76,36.48,37.06,35.17
36.43,36.55,37.05,36.00
35.76,35.67,35.82,34.33
35.93,35.69,36.46,35.64
36.27,36.51,36.83,35.91
36.50,36.90,37.29,36.50
36.82,36.58,37.14,36.42
36.74,37.10,37.10,36.12
37.00,37.53,37.80,37.00
37.01,36.36,37.14,36.25
36.34,36.00,36.34,35.54
35.99,36.08,36.15,35.24
36.26,36.62,36.98,35.79
37.00,36.89,37.04,36.19
36.46,37.64,37.98,36.22
38.00,38.64,39.80,38.00
38.96,38.56,38.96,38.20
38.40,38.68,39.17,38.00
38.94,39.77,39.86,38.94
40.10,39.96,40.49,39.96
40.41,38.89,40.48,38.76
38.86,37.48,39.60,37.45
37.49,38.16,38.32,37.29
38.19,37.45,38.43,37.39
37.45,37.85,38.02,37.01
37.89,38.04,38.81,37.70
37.63,37.10,37.71,36.92
37.21,36.58,37.88,36.52
36.54,37.07,37.29,35.63
37.13,36.92,37.75,36.86
37.40,35.25,37.61,35.11
35.24,36.45,36.50,35.01
36.62,37.13,37.20,36.34
37.18,37.93,38.02,36.99
37.82,37.76,38.26,37.32
38.21,39.39,39.96,38.21
39.37,40.07,40.19,38.66
40.00,40.61,40.62,39.93
40.30,39.96,40.44,39.77
39.93,39.99,40.46,39.37
39.50,39.87,39.98,39.17
40.16,40.23,40.89,39.80
40.65,41.09,41.24,39.96
40.87,42.00,42.34,40.52
41.73,41.75,42.14,41.50
41.75,40.85,41.98,40.26
44.30,41.76,44.31,41.59
42.28,42.36,43.10,41.75
42.11,42.64,43.08,41.61
43.19,43.02,43.48,42.81
42.80,42.60,43.49,42.33
42.44,42.53,42.81,42.31
42.20,42.01,42.50,41.67
41.60,41.86,41.97,41.07
41.92,42.43,42.56,41.92
42.24,42.01,42.50,41.82
41.51,41.08,41.64,40.66
40.54,40.82,41.05,40.28
40.61,40.18,40.70,39.90
39.99,40.53,41.04,39.92
40.74,40.96,41.31,40.74
41.05,41.99,42.46,41.00
41.99,41.86,42.13,41.48
41.86,41.75,42.00,41.35
41.93,41.96,42.34,41.90
41.59,41.06,41.71,41.00
40.98,41.77,41.85,40.68
41.95,42.00,42.80,41.60
42.36,42.87,43.00,41.43
42.81,42.22,43.32,42.22
41.84,41.70,42.60,41.67
42.42,43.67,43.95,42.24
43.81,45.63,45.87,43.76
46.12,47.41,47.79,46.01
47.05,46.83,47.72,46.69
47.06,47.38,47.84,46.65
47.66,47.22,47.74,47.00
47.18,47.05,47.60,47.01
47.30,48.14,48.39,47.26
48.23,47.86,48.92,47.61
47.59,47.90,48.05,47.16
47.89,46.99,48.14,46.73
47.44,46.61,47.58,46.59
46.82,47.50,47.78,46.81
47.40,48.13,48.40,46.99
48.01,47.87,48.27,47.55
47.56,47.88,48.82,47.37
48.43,47.90,48.77,47.51
47.85,47.57,48.30,47.39
47.50,48.17,48.36,47.10
47.93,48.39,48.80,47.91
48.66,47.89,49.53,47.85
48.24,48.63,48.88,47.65
48.47,48.56,48.88,48.05
48.75,49.47,49.64,48.75
49.10,48.64,49.10,48.08
48.84,49.23,49.35,48.09
49.20,48.80,49.49,48.72
48.80,48.59,48.94,48.51
48.65,48.31,48.65,47.95
48.50,48.76,49.39,48.15
48.63,49.54,49.77,48.26
49.78,50.08,50.50,49.09
50.06,49.62,50.25,49.51
48.94,48.29,49.46,48.17
48.32,48.29,49.99,46.97
48.57,46.98,48.86,46.79
46.96,48.64,48.79,46.56
49.05,48.68,49.84,48.35
48.58,48.53,49.60,48.29
44.20,46.83,47.06,42.53
46.88,46.51,46.96,46.15
46.27,47.03,47.34,46.15
47.18,47.35,47.65,47.04
47.71,48.26,48.31,47.59
48.25,48.84,48.86,48.11
49.17,48.70,49.38,48.39
48.85,49.19,49.50,48.58
49.16,48.90,49.16,48.35
48.82,48.19,48.92,47.99
48.17,49.31,49.33,47.51
48.78,49.32,49.71,48.59
48.95,48.40,49.41,48.38
48.41,48.19,49.28,48.13
47.84,47.52,48.50,47.33
47.47,47.59,48.09,47.42
47.95,47.73,48.25,47.67
47.51,48.07,48.37,47.43
48.10,48.19,49.00,48.00
47.76,48.18,48.37,47.59
48.53,48.83,49.49,48.44
48.54,48.15,48.72,48.00
47.85,48.29,48.35,47.33
47.77,48.49,48.63,47.53
49.18,47.14,49.20,46.99
47.30,46.25,47.53,45.90
46.69,45.60,47.70,45.45
45.68,46.78,46.78,45.59
47.55,46.00,47.56,45.86
45.99,45.03,46.24,45.00
45.17,45.90,46.11,44.50
46.16,45.77,46.26,45.70
46.49,45.67,46.87,45.58
45.90,44.87,45.90,44.58
44.72,44.46,45.26,44.43
44.40,46.27,46.35,44.21
46.37,45.96,46.37,45.74
45.81,46.07,46.23,45.50
46.01,45.10,46.08,45.03
45.01,45.07,45.36,44.65
45.00,44.97,45.70,44.83
44.75,44.39,45.13,44.00
44.38,44.14,44.50,43.98
44.13,44.11,44.50,43.70
44.11,44.48,44.75,43.83
44.37,43.85,44.51,43.85
44.13,45.38,45.82,44.13
45.63,44.92,45.68,44.52
44.74,45.15,45.16,44.30
45.29,45.58,45.93,45.00
45.78,45.40,46.20,45.04
45.11,45.87,46.10,44.93
46.00,44.80,46.00,44.62
45.04,44.43,45.21,44.31
44.51,46.37,46.39,44.48
46.48,45.80,46.57,45.64
45.60,45.71,45.90,45.15
45.77,44.77,45.77,44.71
44.51,44.61,45.57,44.50
44.82,42.99,44.82,42.68
42.83,42.78,43.10,42.42
42.79,43.92,43.94,42.70
43.99,43.05,43.99,42.64
43.00,43.28,43.42,42.70
43.30,43.90,44.11,43.25
44.09,43.77,44.17,43.60
44.00,45.45,45.79,43.93
45.30,46.38,46.50,45.24
46.52,47.54,47.55,46.37
47.55,47.23,48.27,47.18
47.19,47.39,47.93,46.79
47.22,47.39,47.70,47.16
50.12,53.50,53.74,50.01
52.04,52.95,54.30,52.04
52.61,53.20,53.41,52.56
55.37,56.76,56.99,53.91
56.97,55.74,57.10,55.66
56.32,55.48,57.36,55.34
55.62,55.97,56.58,55.56
56.22,54.48,56.50,54.41
54.17,53.17,54.17,53.00
52.94,52.25,53.06,51.02
52.00,52.70,52.81,51.52
52.82,53.46,53.64,52.82
53.66,52.99,53.68,52.60
53.12,51.74,53.12,51.43
51.83,50.90,51.83,50.40
51.18,51.20,51.93,50.66
51.50,52.38,52.83,51.38
52.74,51.42,53.61,51.32
51.64,53.49,53.62,51.28
53.53,55.64,55.90,53.13
55.17,55.18,55.92,54.45
54.91,55.27,55.66,54.38
54.50,53.22,54.50,52.91
52.23,53.53,53.91,51.78
53.30,52.54,54.25,52.51
53.35,52.27,53.88,52.01
52.59,52.08,52.80,51.53
52.66,52.04,52.99,51.85
52.04,51.72,52.44,51.50
51.72,52.89,53.08,51.14
53.16,53.27,53.61,52.84
53.35,53.65,54.48,53.21
53.65,53.75,53.86,52.67
53.57,54.80,55.07,53.57
54.80,55.26,55.39,54.69
55.26,54.43,55.40,54.16
54.59,54.94,55.08,54.16
54.71,55.15,56.64,54.71
55.20,56.43,56.96,55.01
56.59,56.07,57.68,55.23
55.93,55.52,56.43,55.12
55.73,55.14,55.88,54.94
55.07,53.92,55.41,53.47
53.52,54.97,55.30,53.07
55.05,55.23,55.80,54.85
54.28,58.02,58.32,54.28
58.30,59.27,59.46,58.24
58.79,59.45,59.53,57.94
59.66,59.45,60.23,59.07
59.97,60.24,60.37,59.79
60.59,60.11,60.59,59.09
60.05,60.25,60.79,59.52
60.48,60.44,61.21,60.28
61.00,59.85,62.00,58.80
61.31,61.82,62.29,60.11
62.16,61.10,62.16,61.00
61.28,61.50,61.86,61.27
61.35,60.11,61.92,60.03
60.23,60.00,60.37,59.28
59.71,61.43,62.37,59.26
62.03,61.05,62.69,60.82
61.24,61.77,62.20,61.10
62.10,63.40,63.99,62.00
63.55,62.20,63.78,62.09
62.16,62.39,63.48,61.89
62.69,62.40,63.37,62.39
62.27,60.75,62.39,60.68
61.11,61.00,61.48,60.24
61.11,62.75,62.97,61.11
62.86,63.25,64.00,62.75
62.96,62.23,63.40,61.69
61.28,62.12,62.50,60.79
62.16,60.59,62.21,60.52
60.50,60.63,61.13,60.13
60.69,61.66,62.17,60.69
61.95,62.33,63.40,61.95
63.06,62.64,63.24,62.07
62.25,60.64,62.64,60.51
61.00,61.02,61.76,60.16
60.19,59.89,60.86,59.66
59.71,58.95,61.10,58.59
58.98,58.18,59.58,57.94
57.95,57.48,58.64,56.99
57.46,57.36,58.22,56.78
56.95,56.82,58.14,55.80
56.66,57.74,58.58,56.66
58.26,58.95,59.09,58.26
58.50,59.30,59.66,58.25
59.24,59.31,60.35,58.90
59.71,58.86,60.62,58.66
58.79,60.23,60.99,58.52
60.50,61.05,61.33,60.11
60.88,60.52,61.59,60.44
59.94,62.03,62.23,59.66
62.10,63.52,64.49,62.00
63.61,65.26,65.52,63.14
65.49,66.93,67.20,65.27
67.09,65.93,67.30,65.50
66.25,66.31,66.79,66.08
66.50,66.43,67.28,65.65
66.45,68.38,68.48,65.65
68.28,67.85,68.42,67.31
68.28,66.68,69.24,64.75
65.65,67.91,67.95,65.25
66.59,65.09,67.49,64.98
64.76,65.42,66.72,64.76
66.06,67.83,67.98,65.92
68.11,67.16,68.97,66.92
67.34,67.64,67.93,66.40
67.30,67.06,67.82,66.53
67.89,69.31,69.52,67.82
69.47,68.52,69.47,67.88
68.61,68.28,69.18,67.29
68.32,67.32,68.56,66.90
67.08,66.83,67.92,66.52
67.10,65.25,67.87,64.97
65.06,64.85,67.50,64.27
64.77,64.22,65.50,63.83
63.22,63.53,64.00,62.18
65.02,64.19,66.00,63.06
63.72,61.94,62.32,59.67
61.89,63.08,63.19,59.67
62.33,59.73,62.69,59.71
60.56,58.01,60.56,56.53
54.29,52.44,57.70,52.37
53.86,58.93,59.37,53.53
57.64,57.78,59.83,56.75
58.06,61.23,61.90,58.06
62.48,62.49,64.00,61.82
63.10,62.29,63.42,61.36
61.57,60.34,61.94,60.10
60.74,58.77,61.17,58.33
57.34,55.14,58.25,54.69
54.49,56.62,58.38,54.44
57.99,57.93,58.71,57.24
58.44,59.90,59.93,57.55
59.85,60.40,61.17,58.71
60.75,58.43,61.16,58.24
57.92,60.09,60.66,57.37
61.01,61.54,62.44,60.84
61.03,62.32,62.99,61.03
63.00,61.63,63.95,61.11
61.69,61.48,62.48,61.11
60.37,60.69,62.20,59.86
58.90,60.92,61.09,58.50
61.66,61.30,62.00,60.17
61.11,60.62,62.63,60.36
60.15,59.70,60.77,58.80
58.51,59.53,61.04,58.51
59.66,60.29,60.59,59.14
60.82,62.36,62.81,60.50
62.97,64.51,64.68,62.55
64.70,64.40,65.10,63.77
63.27,64.58,65.08,63.00
65.05,63.13,66.86,63.06
63.05,61.18,63.89,61.04
59.57,60.04,60.84,57.00
59.65,59.34,60.09,57.87
59.77,60.93,61.00,57.86
62.08,62.93,64.23,62.01
63.78,62.95,65.47,62.47
64.16,62.37,64.46,61.20
61.43,59.80,62.59,59.70
59.24,56.30,59.60,56.26
55.83,57.77,57.83,54.28
57.61,57.96,58.51,56.47
58.00,58.65,59.39,57.69
59.00,56.96,59.35,56.65
57.62,59.41,59.53,57.62
59.03,59.68,60.05,58.66
59.69,58.84,59.91,58.02
58.74,59.75,60.32,58.03
60.33,58.72,60.35,58.04
58.25,58.06,59.19,57.64
58.37,58.53,58.72,56.72
58.84,58.04,59.33,56.66
60.21,62.18,62.73,59.29
63.10,62.88,63.94,61.81
63.35,65.44,65.48,63.19
65.01,65.44,66.48,64.81
66.47,64.35,66.75,63.50
66.02,66.76,67.42,65.12
66.66,65.60,67.28,65.17
64.85,66.22,66.63,64.29
64.55,64.36,65.92,64.15
65.16,64.87,65.84,64.00
65.62,64.43,66.18,63.64
64.21,64.34,64.73,63.52
64.36,64.21,64.98,63.59
64.85,64.10,64.90,63.22
63.14,62.71,64.14,62.55
63.12,62.08,63.65,61.82
62.52,63.99,64.29,62.37
63.79,64.15,64.90,63.72
63.79,63.60,64.00,62.71
63.42,62.50,63.51,62.40
62.62,63.20,63.69,62.50
63.08,63.61,63.71,63.05
62.55,61.77,62.91,61.35
61.62,62.10,62.58,61.40
61.55,61.28,62.84,60.85
60.97,59.86,61.46,59.83
61.83,64.79,64.97,61.51
64.96,63.98,65.62,63.91
65.87,64.48,65.92,63.57
64.65,64.35,65.37,63.56
64.28,64.19,65.75,63.91
64.40,63.39,65.00,63.19
63.09,62.81,63.30,61.87
62.09,63.00,63.34,61.97
62.68,62.04,63.68,62.00
62.10,62.42,62.71,61.78
61.55,62.50,62.60,61.44
62.80,60.50,63.34,60.43
60.30,58.94,60.39,58.83
59.37,59.82,59.98,58.08
60.75,61.88,62.77,60.50
62.61,64.43,65.21,62.16
65.11,65.60,66.32,64.82
65.76,67.36,67.37,65.12
67.36,66.72,67.81,66.38
66.79,68.24,68.44,66.72
68.47,69.77,70.47,67.82
70.17,68.20,70.17,67.65
68.78,68.26,69.12,68.11
68.15,67.51,68.50,67.45
68.66,65.35,68.93,64.80
65.09,66.54,66.79,64.89
66.07,67.56,68.09,65.38
67.31,67.38,68.02,67.03
68.03,66.94,68.25,66.83
67.89,67.21,68.09,66.86
66.88,67.06,67.56,66.16
67.03,66.97,67.24,66.47
66.73,65.71,67.35,65.30
65.84,65.14,66.46,64.06
65.00,64.80,65.87,64.72
64.54,63.68,64.92,63.50
63.57,63.73,64.55,63.00
63.82,63.47,64.19,63.30
63.42,64.29,64.40,62.19
64.37,66.26,66.70,64.00
66.45,65.95,67.22,65.58
65.62,66.28,66.68,65.36
65.66,65.12,66.14,64.89
65.71,66.56,66.83,65.11
66.71,68.34,68.39,66.28
68.66,68.78,69.59,68.19
69.61,70.30,71.22,69.13
68.75,68.88,69.48,68.36
68.85,70.19,70.91,68.08
80.95,82.19,82.46,78.82
82.97,84.64,85.24,82.19
83.26,85.72,86.65,83.26
85.94,85.89,86.23,84.36
85.31,84.79,85.68,84.11
85.10,83.70,85.68,83.33
83.99,84.13,84.95,83.28
84.85,87.89,88.85,84.69
88.59,86.38,88.59,85.66
86.43,86.02,86.71,85.55
86.01,86.13,87.00,85.76
86.21,85.61,86.45,85.05
85.01,86.42,86.80,83.58
86.50,87.75,88.50,86.00
87.76,86.49,88.50,86.48
87.40,87.46,89.13,86.10
87.38,86.76,87.87,86.02
86.42,87.26,87.71,86.02
86.01,85.28,86.04,84.39
85.56,86.67,86.88,84.77
86.82,89.12,89.25,86.66
88.99,88.83,90.33,88.68
88.86,89.01,91.44,88.08
89.26,89.49,89.83,88.25
89.66,89.68,91.27,88.82
90.44,89.43,90.44,88.99
88.00,86.33,88.00,85.48
86.25,87.37,87.68,85.61
86.51,87.07,87.33,86.11
87.49,87.37,87.93,86.61
86.87,88.10,88.65,86.74
87.80,88.04,88.59,85.89
88.98,94.42,94.76,88.98
92.98,92.21,94.81,92.14
92.23,91.22,93.10,89.63
90.07,91.64,91.85,89.78
92.75,90.69,93.24,90.13
88.71,88.08,89.05,86.29
87.73,88.15,88.90,87.67
87.10,87.00,87.79,85.80
85.94,87.45,88.12,85.94
86.60,86.07,87.28,85.62
86.28,84.58,87.35,83.95
85.26,86.29,87.91,85.12
86.40,87.05,87.28,85.92
86.71,85.62,87.30,85.10
86.28,84.36,86.83,84.26
84.08,83.50,84.79,81.97
83.49,84.51,86.04,83.11
84.40,83.99,86.19,83.29
84.77,84.09,85.26,83.57
83.00,83.04,84.01,81.81
84.59,78.17,84.75,75.96
80.04,85.33,86.15,79.41
85.44,85.78,86.61,84.45
85.74,85.19,85.96,84.00
84.98,83.85,85.00,83.18
85.03,85.50,88.25,85.00
85.39,86.33,86.52,84.65
86.25,85.56,86.64,85.39
84.79,83.97,85.33,83.86
83.39,83.94,84.60,82.43
83.18,83.54,83.80,81.33
82.04,83.04,83.70,81.78
83.22,82.33,85.00,82.14
82.65,86.33,86.92,82.53
85.17,84.79,85.93,84.44
84.04,86.50,86.99,84.02
86.79,88.38,89.13,85.94
88.16,83.52,88.92,83.05
83.42,82.31,84.92,81.67
82.08,84.02,85.08,82.06
84.33,83.69,85.38,82.95
83.20,85.83,86.02,82.74
85.72,85.16,86.56,83.67
85.43,85.41,85.67,84.42
86.04,87.24,87.36,85.56
86.40,85.11,86.84,85.00
85.15,85.11,85.63,84.25
83.27,81.03,84.44,80.37
80.81,80.38,81.72,78.91
79.81,81.67,81.95,79.31
82.33,82.91,83.19,81.79
83.95,81.49,84.43,80.43
81.76,82.64,83.16,80.81
83.69,81.29,83.76,81.17
81.67,81.20,81.94,80.16
81.19,81.13,82.40,80.05
81.41,83.71,84.20,81.00
83.45,86.44,86.75,83.45
86.28,86.86,87.11,85.00
86.99,87.26,88.70,86.92
87.09,85.08,87.69,84.25
85.33,83.02,85.73,82.95
83.20,83.04,83.34,82.36
82.03,82.72,83.01,81.63
83.19,86.43,86.53,83.00
86.43,86.00,86.83,85.20
85.60,85.81,85.91,84.02
87.26,86.64,88.00,86.21
86.62,86.38,87.29,85.00
86.93,87.22,87.28,85.53
86.69,87.57,88.85,86.69
86.91,86.82,87.40,85.17
85.90,85.51,86.68,84.06
85.82,82.51,86.19,81.55
82.58,83.10,83.89,81.24
82.05,83.86,84.47,81.20
84.20,85.10,85.94,84.15
85.10,84.28,85.78,84.00
84.37,84.54,84.92,83.09
84.19,84.86,86.18,83.97
84.96,85.50,86.90,84.83
82.79,82.54,82.79,79.51
81.00,80.69,81.57,80.07
80.69,78.90,81.27,77.91
70.15,70.43,74.01,68.71
71.96,74.07,74.12,70.20
73.32,74.42,75.01,73.29
73.29,72.68,74.29,72.35
72.31,72.59,73.12,71.61
72.45,71.47,72.97,71.40
70.78,72.29,72.50,70.60
73.16,73.16,73.65,72.68
73.06,73.41,73.77,72.76
73.61,73.94,74.93,73.48
73.00,72.75,74.28,72.69
73.31,72.54,73.35,72.15
72.46,72.44,72.74,71.53
72.43,72.82,72.95,72.14
73.01,72.41,73.33,72.26
72.14,73.48,73.86,72.06
73.59,74.60,74.85,73.16
74.51,74.22,74.84,73.71
74.27,74.65,75.50,73.48
74.77,74.96,75.37,74.22
74.94,75.89,76.18,74.54
75.97,74.77,75.97,74.53
74.48,74.65,75.28,74.07
74.48,75.93,76.16,73.81
76.03,77.24,77.53,75.34
77.46,78.16,78.46,77.28
77.93,78.30,78.42,77.70
78.83,76.78,79.00,76.26
76.68,79.02,79.15,76.52
78.50,79.43,79.60,78.16
79.79,81.94,82.62,79.68
81.98,82.00,82.45,81.15
81.98,81.77,82.14,81.34
81.99,82.74,82.98,81.91
83.13,84.45,84.99,82.67
84.45,83.63,85.00,83.34
83.98,83.55,85.00,83.53
83.43,83.61,84.44,83.02
83.76,82.41,83.76,81.72
82.92,82.49,83.00,81.52
82.39,83.70,83.82,81.92
84.12,84.04,85.00,83.83
83.46,82.35,84.00,82.03
84.84,82.97,86.82,82.84
83.04,82.74,83.67,82.01
82.93,85.79,86.23,82.80
84.96,85.74,86.25,84.44
86.08,86.20,86.50,85.10
86.40,85.29,86.80,84.90
85.23,85.59,85.99,84.14
85.75,87.23,87.42,84.93
89.72,87.02,89.90,86.59
86.81,87.68,88.04,86.50
87.46,86.98,88.12,86.64
87.25,87.64,88.15,86.38
88.06,88.25,88.61,87.92
88.03,88.00,88.51,87.22
88.01,88.57,88.60,87.21
88.99,89.00,89.50,88.26
89.03,87.63,89.59,87.53
87.86,86.13,87.99,84.50
85.19,83.92,85.41,83.20
84.04,83.46,85.54,82.71
83.20,83.46,85.12,82.00
73.83,74.70,76.61,72.86
74.40,74.82,75.79,73.32
74.63,75.87,76.04,73.93
75.70,76.00,76.04,73.71
75.80,74.91,75.89,74.54
75.70,73.97,76.09,73.92
73.89,75.89,76.00,73.61
75.82,76.66,76.76,74.76
75.68,74.64,76.43,74.26
74.53,73.84,75.20,73.78
73.61,74.20,75.40,73.31
74.58,73.95,74.58,73.36
73.44,73.86,75.51,73.25
74.14,71.64,74.20,71.36
71.45,71.96,72.18,71.02
71.70,71.39,72.57,69.72
72.24,72.01,72.94,71.25
72.00,71.93,72.22,71.11
72.34,71.60,72.83,71.25
72.47,72.10,72.48,71.50
72.02,72.01,72.26,70.43
71.83,72.09,73.14,71.68
71.95,73.16,73.50,70.90
73.71,74.01,74.32,73.00
73.87,72.44,74.33,72.15
72.63,73.26,73.86,72.30
72.64,72.30,73.29,71.17
72.16,74.11,74.35,71.86
74.26,74.26,76.46,74.10
74.16,74.26,75.75,74.01
74.15,73.09,74.95,72.66
73.01,72.64,73.68,72.40
73.01,72.73,73.84,72.40
72.61,73.88,74.39,72.61
73.50,73.79,74.54,73.38
73.83,74.60,75.17,73.41
74.84,75.81,76.09,74.84
75.62,75.53,76.37,75.05
75.70,74.88,75.70,74.50
74.00,72.32,74.00,71.78
72.31,72.02,72.35,71.33
72.01,71.73,72.18,71.07
71.53,71.30,72.11,69.80
70.83,71.94,73.19,70.60
71.94,72.82,73.08,71.02
73.71,72.97,74.73,71.46
73.27,75.77,76.85,73.15
76.10,77.19,77.40,75.79
76.79,76.65,76.93,74.81
76.18,74.22,76.48,74.06
74.70,75.40,75.87,74.19
75.65,75.75,76.10,74.67
75.81,74.69,75.81,74.16
74.75,75.03,75.35,74.01
74.36,74.72,75.55,74.28
73.65,74.26,74.51,72.70
74.58,76.48,77.11,74.57
76.07,76.32,76.86,75.17
76.05,77.00,77.50,75.87
77.02,77.09,77.25,76.16
76.84,77.59,78.43,76.67
78.10,76.24,78.46,75.58
76.45,76.05,76.55,75.06
75.98,74.78,76.16,74.06
74.04,73.20,74.70,72.75
73.30,73.55,74.34,72.89
75.62,75.32,76.30,75.22
75.37,76.15,77.47,75.30
76.23,75.77,76.93,75.73
75.45,76.87,77.10,75.45
76.50,77.60,77.79,76.14
77.55,77.14,78.02,76.10
76.87,76.91,77.74,76.72
77.46,81.07,81.15,77.35
77.06,76.55,79.20,75.52
76.45,77.27,77.37,75.38
77.83,78.29,79.17,77.31
78.41,78.67,79.31,78.18
78.20,75.45,78.20,75.32
75.41,76.12,76.83,74.72
76.41,75.96,77.00,75.62
76.09,75.20,76.78,75.17
75.61,75.92,76.23,74.47
76.10,78.30,79.08,76.10
78.04,78.69,80.41,77.52
78.20,81.21,81.96,78.20
80.91,81.80,82.30,80.73
82.50,83.14,83.50,82.10
83.50,83.29,84.00,83.06
83.59,84.82,84.98,82.80
85.00,85.13,86.24,83.99
84.86,84.50,85.32,84.00
84.61,84.52,85.23,83.82
84.72,85.80,86.72,84.53
86.01,85.76,86.42,85.14
85.73,84.85,85.73,84.32
84.18,84.70,85.33,83.65
84.74,84.52,85.50,83.79
85.75,84.97,85.75,84.62
85.00,85.34,86.00,84.92
85.43,85.51,86.31,85.00
85.76,85.81,86.30,85.08
85.91,86.96,87.00,85.64
87.48,87.80,88.46,86.78
87.73,87.54,88.48,86.90
87.20,86.79,88.64,86.32
86.10,86.49,87.86,85.85
88.40,86.95,90.39,86.60
87.44,88.07,88.19,87.16
86.84,88.59,88.64,86.53
88.47,87.95,88.72,87.11
87.93,87.19,88.41,87.12
87.25,88.97,89.88,87.20
88.62,90.01,91.14,88.34
89.47,90.69,90.99,89.04
90.04,89.80,90.79,89.05
90.99,91.06,92.12,89.93
90.16,90.97,91.25,89.86
91.37,91.48,92.44,90.02
91.96,92.57,93.15,91.43
92.50,92.66,92.96,91.50
92.75,93.46,93.63,92.52
93.47,93.33,93.73,92.29
93.68,95.38,95.89,93.50
95.46,95.06,96.15,94.99
95.50,94.33,95.71,94.14
90.30,89.99,91.10,88.77
89.45,88.99,90.46,86.96
89.35,90.28,91.21,89.13
90.93,91.88,92.59,90.79
92.16,92.49,92.77,91.11
92.70,93.10,93.47,92.57
92.92,92.98,93.89,92.44
93.05,92.92,93.54,92.01
93.14,94.61,94.77,92.59
94.17,92.25,94.19,91.72
92.27,94.18,94.84,92.11
93.70,93.89,95.00,93.14
93.72,94.82,95.10,93.07
95.34,95.02,95.36,94.63
94.76,96.14,96.25,94.76
96.03,96.88,97.09,95.96
96.75,95.33,97.49,94.87
94.79,95.22,95.25,93.69
94.68,94.53,94.93,94.00
95.34,95.90,96.45,94.77
95.39,95.19,95.87,95.00
95.19,95.74,96.60,95.19
95.57,95.96,96.98,95.32
95.69,96.04,96.32,94.39
95.07,95.85,96.50,95.04
95.45,93.67,95.69,93.35
93.85,95.36,95.36,93.29
95.68,97.06,97.15,95.16
97.58,98.01,99.13,97.58
97.42,98.20,99.21,96.86
98.49,97.02,98.70,96.57
96.80,98.15,98.49,96.34
98.15,97.35,98.56,97.17
97.59,97.17,98.70,96.47
97.39,99.30,99.55,97.39
99.46,99.17,100.39,99.02
98.36,97.46,99.53,97.40
