GTXI,GTx,NASDAQ
2.56,2.61,2.61,2.51
2.62,2.61,2.66,2.50
2.60,2.64,2.65,2.55
2.63,2.60,2.65,2.57
2.65,2.59,2.65,2.58
2.61,2.75,2.84,2.59
2.76,2.81,2.81,2.69
2.83,2.76,2.85,2.72
2.75,2.69,2.77,2.69
2.64,2.76,2.76,2.62
2.76,2.65,2.77,2.64
2.69,2.67,2.70,2.60
2.68,2.68,2.72,2.61
2.72,2.88,2.89,2.69
2.87,2.85,2.90,2.80
2.87,2.85,2.96,2.85
2.92,2.87,2.95,2.86
2.90,2.90,2.90,2.85
2.92,2.90,2.92,2.86
2.90,2.85,2.90,2.83
2.89,2.89,2.92,2.87
2.90,3.02,3.10,2.87
3.06,2.87,3.12,2.83
2.90,2.94,2.97,2.82
2.92,2.88,2.96,2.88
2.88,2.88,2.95,2.85
2.85,2.94,2.95,2.85
2.92,2.86,2.92,2.82
2.88,2.89,2.92,2.87
2.90,2.93,2.93,2.71
2.93,2.86,2.93,2.83
2.88,2.76,2.88,2.74
2.75,2.77,2.81,2.71
2.75,2.78,2.81,2.74
2.77,2.77,2.77,2.70
2.79,2.74,2.80,2.71
2.75,2.70,2.75,2.67
2.72,2.67,2.73,2.62
2.67,2.64,2.67,2.61
2.64,2.66,2.69,2.64
2.65,2.67,2.67,2.64
2.67,2.70,2.77,2.65
2.75,2.78,2.81,2.68
2.79,2.74,2.84,2.74
2.73,2.75,2.75,2.70
2.79,2.65,2.79,2.65
2.67,2.64,2.67,2.59
2.84,2.71,2.84,2.61
2.74,2.61,2.74,2.59
2.60,2.58,2.66,2.58
2.61,2.58,2.64,2.55
2.57,2.31,2.57,2.31
2.30,2.37,2.41,2.30
2.40,2.41,2.49,2.35
2.45,2.35,2.45,2.32
2.30,2.36,2.38,2.27
2.37,2.40,2.51,2.34
2.42,2.45,2.50,2.40
2.45,2.42,2.47,2.40
2.38,2.40,2.43,2.38
2.36,2.34,2.40,2.32
2.39,2.31,2.39,2.28
2.33,2.32,2.35,2.30
2.34,2.38,2.39,2.30
2.37,2.42,2.49,2.37
2.44,2.48,2.50,2.42
2.50,2.39,2.50,2.39
2.44,2.46,2.47,2.42
2.45,2.48,2.62,2.40
2.50,2.50,2.52,2.47
2.53,2.47,2.57,2.46
2.53,2.57,2.68,2.53
2.59,2.57,2.73,2.45
2.60,2.76,2.78,2.60
2.79,2.82,2.86,2.70
2.81,2.76,2.83,2.73
2.78,2.84,2.84,2.64
2.85,2.80,2.85,2.72
2.79,2.76,2.80,2.71
2.78,2.88,2.88,2.66
2.83,2.75,2.85,2.75
3.10,3.68,4.18,3.05
3.39,3.80,3.88,3.38
3.78,3.85,3.92,3.65
3.84,3.98,4.05,3.74
4.01,3.95,4.11,3.85
3.98,4.00,4.05,3.90
4.21,4.11,4.28,3.99
4.25,4.22,4.28,4.05
4.24,4.15,4.25,4.06
4.16,4.26,4.27,4.08
4.25,4.23,4.28,4.18
4.23,4.26,4.27,4.16
4.28,4.75,4.92,4.26
4.62,4.98,5.15,4.52
5.01,5.17,5.26,4.83
5.19,5.29,5.38,5.06
5.35,5.40,5.60,5.20
5.57,5.13,5.72,4.76
5.38,5.58,5.81,5.33
5.73,5.46,5.73,5.31
5.43,5.81,5.85,5.27
5.85,6.00,6.13,5.59
6.14,6.02,6.26,5.90
5.99,5.99,6.04,5.70
6.03,6.00,6.03,5.90
6.00,5.98,6.03,5.65
5.92,5.73,5.98,5.66
5.61,5.31,5.62,5.16
5.35,5.52,5.70,5.25
5.48,5.67,5.76,5.30
5.64,5.85,5.96,5.60
5.88,5.72,5.95,5.72
5.77,5.89,5.90,5.55
5.87,5.86,5.94,5.72
5.85,6.06,6.10,5.77
6.00,5.89,6.20,5.84
5.91,6.00,6.35,5.86
6.01,6.27,6.33,5.96
6.25,6.57,6.75,6.23
6.75,6.30,6.86,6.29
6.25,6.06,6.37,5.97
6.12,5.66,6.31,5.62
5.69,5.51,5.81,5.38
5.48,5.55,5.60,5.37
5.53,5.45,5.63,5.35
5.48,5.25,5.52,5.24
5.24,5.83,6.08,5.20
5.81,5.37,5.81,5.24
5.39,5.23,5.43,5.20
4.83,4.63,4.90,4.56
4.71,4.77,4.78,4.49
4.39,4.53,4.63,4.26
4.55,4.70,4.73,4.55
4.79,4.71,4.79,4.58
4.74,4.79,4.79,4.70
4.75,4.71,4.80,4.65
4.73,4.73,4.76,4.65
4.71,4.75,4.87,4.70
4.82,4.80,4.86,4.70
4.75,4.80,4.82,4.67
4.78,4.67,4.78,4.61
4.65,4.61,4.67,4.60
4.64,4.69,4.74,4.55
4.69,4.62,4.74,4.59
4.64,4.66,4.75,4.62
4.64,4.44,4.66,4.25
4.43,4.31,4.58,4.26
4.59,4.68,4.93,4.53
4.76,4.92,4.93,4.63
4.89,4.79,4.92,4.75
4.77,4.73,4.83,4.65
4.75,4.46,4.77,4.41
4.45,4.30,4.54,4.29
4.30,4.38,4.46,4.16
4.38,4.19,4.38,4.17
4.24,4.25,4.32,4.16
4.23,4.00,4.28,4.00
4.02,3.88,4.04,3.73
3.79,3.55,3.88,3.54
3.58,3.33,3.67,3.23
3.26,2.97,3.26,2.92
2.90,3.04,3.17,2.67
2.98,2.78,3.03,2.75
2.80,2.85,2.99,2.77
2.88,2.97,3.09,2.87
3.00,3.30,3.30,3.00
3.26,3.40,3.46,3.25
3.43,3.54,3.60,3.30
3.47,3.32,3.47,3.28
3.28,3.26,3.34,3.23
3.32,3.18,3.49,3.17
3.19,3.30,3.32,3.16
3.28,3.33,3.34,3.18
3.38,3.28,3.42,3.19
3.26,3.41,3.52,3.22
3.44,3.71,3.71,3.40
3.68,3.66,3.75,3.55
3.68,3.62,3.69,3.46
3.60,3.45,3.75,3.43
3.38,3.35,3.48,3.30
3.22,3.33,3.45,3.14
3.41,3.45,3.50,3.40
3.42,3.40,3.45,3.34
3.37,3.32,3.37,3.25
3.27,3.33,3.39,3.25
3.35,3.54,3.55,3.27
3.62,3.62,3.68,3.49
3.65,3.71,3.72,3.50
3.74,3.68,3.74,3.63
3.63,3.49,3.67,3.48
3.54,3.64,3.73,3.49
3.64,3.54,3.84,3.53
3.37,3.32,3.46,3.25
3.34,3.50,3.56,3.27
3.57,3.59,3.61,3.39
3.69,3.65,3.71,3.54
3.65,3.43,3.67,3.42
3.54,3.49,3.54,3.35
3.43,3.35,3.59,3.33
3.33,3.19,3.34,3.14
3.15,3.44,3.50,3.13
3.44,3.44,3.59,3.34
3.44,3.50,3.54,3.42
3.51,3.54,3.59,3.45
3.58,3.55,3.58,3.47
3.51,3.52,3.58,3.26
3.56,3.40,3.56,3.33
3.38,3.34,3.38,3.26
3.50,4.02,4.18,3.44
4.00,3.83,4.13,3.80
3.87,4.22,4.38,3.78
4.24,4.23,4.47,4.15
4.48,4.18,4.57,4.12
4.28,4.24,4.49,4.16
4.25,4.41,4.47,4.25
4.41,4.37,4.55,4.33
4.45,4.51,4.56,4.22
4.68,4.61,4.74,4.54
4.56,4.43,4.65,4.35
4.35,4.37,4.57,4.22
4.20,3.96,4.34,3.81
4.03,4.07,4.16,3.77
4.11,3.81,4.17,3.75
4.04,3.85,4.05,3.72
3.83,3.74,3.83,3.63
3.76,3.72,3.82,3.69
3.60,3.68,3.76,3.60
3.73,3.58,3.75,3.51
3.62,3.72,3.74,3.58
3.70,3.49,3.70,3.46
3.47,3.36,3.53,3.33
3.33,3.16,3.40,3.07
3.16,3.01,3.22,3.01
3.03,3.00,3.12,2.99
2.95,2.91,3.02,2.84
2.92,2.72,2.98,2.71
2.71,2.51,2.78,2.43
2.49,2.36,2.58,2.34
2.48,2.71,2.75,2.40
2.69,2.59,2.72,2.53
2.65,2.72,2.73,2.62
2.71,2.96,3.00,2.56
3.00,3.02,3.06,2.96
3.07,2.94,3.07,2.81
2.96,2.88,3.10,2.82
2.86,2.94,2.95,2.75
2.95,2.72,2.95,2.71
2.72,2.87,2.88,2.69
2.82,2.76,2.85,2.68
2.77,2.59,2.78,2.59
2.54,2.76,2.90,2.50
2.79,2.69,2.82,2.66
2.71,2.71,2.81,2.69
2.75,2.59,2.86,2.59
2.66,3.03,3.03,2.62
3.00,2.98,3.00,2.52
2.98,2.96,3.00,2.84
2.97,2.96,2.97,2.87
2.94,3.03,3.03,2.94
3.03,3.00,3.10,2.99
3.00,3.06,3.07,2.98
3.04,3.36,3.42,3.04
3.46,3.34,3.46,3.15
3.34,3.38,3.39,3.25
3.35,3.44,3.44,3.28
3.44,3.58,3.66,3.40
3.59,3.51,3.62,3.47
3.57,3.61,3.64,3.57
3.60,3.79,3.80,3.52
3.80,3.81,4.04,3.74
3.78,3.87,3.89,3.73
3.92,4.01,4.14,3.88
4.01,4.17,4.17,3.89
4.18,3.89,4.18,3.88
3.88,4.05,4.05,3.88
4.03,3.75,4.03,3.75
3.73,3.90,3.90,3.62
3.90,3.93,3.95,3.80
3.95,3.81,4.00,3.75
3.79,3.94,3.99,3.67
4.81,5.88,6.24,4.81
6.12,5.85,6.34,5.82
5.86,6.23,6.44,5.54
6.25,6.08,6.55,6.01
6.20,6.13,6.20,5.92
6.11,6.14,6.20,6.06
6.10,5.97,6.12,5.90
6.02,5.94,6.02,5.81
5.92,5.79,6.00,5.71
5.74,5.70,5.78,5.64
5.78,6.04,6.08,5.78
5.99,6.01,6.18,5.85
6.01,5.83,6.06,5.81
5.81,6.01,6.02,5.81
5.98,5.80,5.98,5.80
3.42,3.69,3.99,3.40
3.77,3.58,3.77,3.49
3.57,3.51,3.59,3.42
3.50,3.43,3.54,3.42
3.42,3.65,3.70,3.33
3.65,3.54,3.65,3.49
3.54,3.46,3.56,3.45
3.48,3.30,3.48,3.25
3.30,3.35,3.38,3.27
3.33,3.39,3.58,3.33
3.36,3.38,3.42,3.24
3.40,3.43,3.47,3.37
3.45,3.41,3.50,3.36
3.42,3.48,3.51,3.41
3.53,3.41,3.54,3.40
3.42,3.57,3.58,3.37
3.57,3.45,3.64,3.41
3.47,3.65,3.79,3.42
3.65,3.70,3.78,3.65
3.74,3.52,3.74,3.51
3.51,3.40,3.55,3.29
3.40,3.54,3.63,3.40
3.53,3.44,3.57,3.37
3.43,3.46,3.46,3.37
3.50,3.78,3.83,3.46
3.82,3.85,3.94,3.68
3.85,3.90,4.07,3.84
3.87,3.79,3.92,3.73
3.85,3.85,3.99,3.76
3.85,3.83,3.87,3.76
3.82,3.81,3.85,3.76
3.79,3.76,3.79,3.60
3.76,3.85,3.92,3.62
3.79,3.59,3.80,3.55
3.60,3.42,3.64,3.35
3.48,3.49,3.58,3.42
3.50,3.40,3.50,3.35
3.40,3.25,3.40,3.21
3.25,3.30,3.44,3.12
3.32,3.29,3.35,3.27
3.29,3.31,3.38,3.25
3.32,3.29,3.50,3.23
3.33,3.40,3.45,3.32
3.36,3.30,3.37,3.27
3.30,3.31,3.33,3.25
3.36,3.25,3.36,3.24
3.26,3.20,3.29,3.20
3.20,3.23,3.25,3.18
3.22,3.13,3.25,3.13
3.11,3.21,3.33,3.00
3.19,3.28,3.32,3.18
3.28,3.16,3.28,3.10
3.18,3.02,3.20,2.97
3.01,3.10,3.14,2.85
3.46,3.41,3.76,3.23
3.35,3.55,3.55,3.27
3.57,3.55,3.58,3.41
3.51,3.56,3.64,3.44
3.52,3.47,3.52,3.40
3.45,3.36,3.48,3.32
3.38,3.27,3.45,3.26
3.28,3.19,3.28,3.12
3.18,2.97,3.18,2.95
3.00,3.12,3.13,2.93
3.13,2.98,3.18,2.97
2.96,3.04,3.07,2.93
3.04,3.00,3.06,2.95
2.98,3.07,3.10,2.98
3.11,3.14,3.15,3.10
3.10,2.94,3.12,2.92
2.94,2.92,3.00,2.85
2.82,2.79,2.87,2.76
2.79,2.71,2.80,2.62
2.70,2.82,2.85,2.69
2.85,2.90,2.90,2.80
2.94,2.86,2.98,2.85
2.87,2.96,2.97,2.82
3.01,2.92,3.05,2.90
2.94,2.95,2.99,2.92
2.93,2.94,3.05,2.93
2.93,2.99,3.06,2.93
3.00,2.96,3.00,2.83
2.95,2.82,2.99,2.80
2.82,2.89,2.91,2.82
2.89,3.02,3.04,2.87
3.01,3.00,3.07,2.96
3.02,2.99,3.07,2.95
2.97,3.05,3.14,2.95
3.06,3.63,3.66,3.04
3.60,3.57,3.61,3.47
3.54,3.42,3.57,3.35
3.50,3.52,3.60,3.41
3.56,3.60,3.60,3.44
3.52,3.55,3.60,3.41
3.55,3.49,3.58,3.47
3.44,3.44,3.47,3.40
3.44,3.69,3.72,3.39
3.69,3.48,3.70,3.45
3.48,3.66,3.68,3.45
3.63,3.69,3.71,3.58
3.69,3.72,3.92,3.69
3.65,3.64,3.78,3.52
3.66,3.61,3.80,3.55
3.63,3.70,3.72,3.55
3.73,3.75,3.77,3.58
3.73,3.57,3.77,3.47
3.52,3.50,3.53,3.39
3.53,3.36,3.53,3.30
3.39,3.36,3.61,3.32
3.43,3.51,3.55,3.38
3.51,3.79,3.80,3.51
3.76,3.68,3.82,3.67
3.68,3.52,3.74,3.49
3.55,3.44,3.59,3.41
3.43,3.39,3.45,3.34
3.45,3.49,3.66,3.41
3.48,3.62,3.70,3.48
3.62,3.82,3.83,3.59
3.79,3.41,3.79,3.30
3.38,3.45,3.47,3.35
3.43,3.30,3.43,3.30
3.31,3.44,3.45,3.29
3.45,3.53,3.66,3.45
3.53,3.60,3.61,3.34
3.60,3.65,3.67,3.49
3.63,3.64,3.65,3.57
3.61,3.48,3.61,3.46
3.49,3.62,3.63,3.47
3.62,3.67,3.72,3.59
3.68,3.64,3.70,3.61
3.63,3.80,3.80,3.63
3.80,3.74,3.80,3.69
3.75,3.76,3.80,3.71
3.76,3.73,3.80,3.71
3.72,3.67,3.72,3.55
3.71,3.68,3.71,3.47
3.64,3.73,3.75,3.55
3.69,3.56,3.75,3.54
3.59,3.76,3.77,3.49
3.78,3.80,3.80,3.64
3.77,3.79,3.79,3.68
3.78,3.79,3.79,3.70
3.78,4.52,4.59,3.76
4.49,4.43,4.54,4.26
4.43,4.50,4.63,4.17
4.46,4.24,4.50,4.15
4.22,4.34,4.38,4.20
4.40,4.54,4.60,4.33
4.50,4.47,4.55,4.39
4.57,4.70,4.77,4.48
4.65,5.00,5.00,4.65
5.00,4.90,5.35,4.70
4.90,4.66,4.99,4.64
4.72,4.69,4.81,4.54
4.66,4.58,4.79,4.55
4.63,4.62,4.69,4.39
4.67,4.61,4.68,4.53
4.63,4.52,4.69,4.49
4.55,4.56,4.58,4.40
4.59,4.51,4.65,4.42
4.50,4.57,4.63,4.40
4.56,4.31,4.66,4.20
4.33,4.54,4.57,4.24
4.57,4.60,4.72,4.49
4.62,4.63,4.67,4.54
4.63,4.74,4.79,4.56
4.78,4.72,4.82,4.57
4.74,4.80,4.92,4.59
4.78,4.55,4.80,4.48
4.49,4.16,4.56,3.98
4.07,4.24,4.25,4.04
4.17,4.26,4.31,3.88
4.29,4.11,4.30,4.06
4.16,4.23,4.27,4.08
4.24,4.23,4.29,4.12
4.31,4.01,4.49,3.93
3.99,3.95,4.10,3.93
3.98,3.84,4.04,3.81
3.85,4.08,4.16,3.84
4.12,4.11,4.17,3.98
4.07,3.86,4.16,3.72
3.85,3.85,3.96,3.82
3.83,3.88,3.96,3.82
3.91,3.75,4.02,3.71
3.73,3.79,3.83,3.73
3.81,3.63,3.83,3.60
3.62,3.51,3.65,3.42
3.54,3.77,3.85,3.39
3.79,3.97,3.97,3.72
3.99,4.24,4.30,3.77
4.23,4.21,4.41,4.19
4.25,4.18,4.30,4.10
4.18,4.18,4.29,4.05
4.18,3.92,4.18,3.85
3.88,3.93,4.06,3.61
3.99,4.21,4.21,3.93
4.22,3.97,4.22,3.94
4.01,3.93,4.01,3.75
3.95,3.89,3.95,3.79
3.93,3.87,3.98,3.80
3.83,3.84,3.91,3.75
3.86,3.85,3.89,3.80
3.87,3.91,3.91,3.82
3.98,4.50,4.57,3.86
4.50,4.42,4.51,4.30
4.41,4.24,4.51,4.19
4.21,4.44,4.45,4.21
4.48,4.56,4.68,4.45
4.59,4.56,4.65,4.47
4.62,4.52,4.65,4.37
4.51,4.50,4.54,4.44
4.47,4.41,4.56,4.29
4.42,4.34,4.56,4.28
4.32,4.20,4.47,4.14
4.21,4.22,4.35,4.02
4.13,4.15,4.38,4.02
4.14,4.20,4.22,4.04
4.38,4.52,4.57,4.18
4.54,4.50,4.70,4.36
4.56,4.74,4.81,4.49
4.69,4.75,4.80,4.66
4.98,4.53,4.98,4.49
4.75,4.84,4.89,4.60
4.94,4.89,5.09,4.76
4.92,4.90,5.01,4.88
4.89,5.10,5.19,4.89
5.05,5.26,5.32,5.03
5.27,5.24,5.41,5.12
5.31,5.12,5.35,5.08
5.10,4.96,5.15,4.82
4.97,4.94,5.14,4.87
4.93,4.97,5.06,4.89
5.08,4.96,5.08,4.91
4.99,4.87,4.99,4.80
4.88,5.00,5.05,4.85
5.03,5.05,5.12,4.95
5.03,4.91,5.05,4.89
4.92,5.00,5.08,4.85
5.05,5.05,5.08,4.91
4.99,4.92,5.09,4.90
4.97,5.14,5.16,4.97
5.12,5.05,5.16,4.96
5.14,4.99,5.14,4.96
4.99,5.02,5.07,4.93
4.92,4.83,5.00,4.75
4.83,4.84,4.88,4.80
5.03,4.75,5.10,4.75
4.75,4.89,4.99,4.75
4.86,4.80,4.91,4.79
4.84,4.85,5.00,4.80
4.87,4.55,4.95,4.50
4.55,4.48,4.82,4.45
4.50,4.55,4.62,4.40
4.58,4.22,4.60,4.20
4.27,4.57,4.62,4.18
4.60,4.66,4.81,4.57
4.66,4.55,4.67,4.53
4.49,4.61,4.72,4.48
4.61,4.79,4.83,4.61
4.80,4.84,4.88,4.74
4.87,4.75,4.90,4.70
4.76,4.62,4.76,4.54
4.68,4.75,4.77,4.58
4.71,4.70,4.77,4.65
4.70,4.64,4.70,4.58
4.63,4.49,4.63,4.46
4.50,4.50,4.60,4.36
4.51,4.50,4.64,4.39
4.44,4.45,4.55,4.43
4.36,4.39,4.46,4.33
4.36,4.42,4.47,4.33
4.35,4.33,4.44,4.29
4.30,4.40,4.49,4.25
4.41,4.35,4.42,4.30
4.38,4.26,4.42,4.25
4.22,4.20,4.26,4.17
4.21,4.15,4.29,4.15
4.16,4.04,4.28,4.04
4.05,4.09,4.15,4.05
4.09,3.96,4.09,3.93
3.98,3.96,4.01,3.85
4.10,4.21,4.32,4.03
4.25,4.04,4.26,4.03
4.07,4.17,4.31,4.03
4.20,4.10,4.30,4.02
4.06,4.24,4.35,4.06
4.25,4.28,4.39,4.17
4.25,4.02,4.57,3.99
4.09,4.17,4.19,3.90
4.06,4.09,4.14,4.00
4.13,4.36,4.45,4.12
4.42,4.64,4.83,4.30
4.72,4.94,4.99,4.53
5.00,4.93,5.00,4.79
4.93,4.89,4.95,4.62
4.90,4.71,4.90,4.69
4.70,4.84,4.88,4.70
4.89,4.68,4.90,4.66
4.72,4.62,4.74,4.47
4.58,4.63,4.73,4.39
4.67,4.54,4.67,4.42
4.75,4.85,4.89,4.57
4.88,4.97,5.14,4.80
5.02,5.24,5.35,4.97
5.28,5.07,5.30,5.00
5.10,5.24,5.27,5.00
5.28,5.61,5.63,5.09
5.66,5.80,5.85,5.51
5.83,5.70,5.89,5.51
5.66,5.54,5.72,5.52
5.56,5.55,5.71,5.35
5.59,5.66,5.67,5.51
5.68,5.60,5.74,5.58
5.70,6.35,6.38,5.59
6.50,6.30,7.14,6.16
6.21,6.48,6.61,5.95
6.48,5.89,6.48,5.89
6.01,6.18,6.27,5.78
6.10,6.23,6.24,5.86
6.25,6.13,6.43,6.10
6.00,5.91,6.30,5.87
5.93,6.01,6.06,5.73
6.01,6.29,6.31,6.01
6.26,5.91,6.44,5.87
6.00,6.23,6.25,5.98
6.28,6.67,6.68,6.24
6.73,7.00,7.10,6.61
6.95,6.82,7.10,6.73
6.93,6.87,7.03,6.81
6.86,6.92,6.98,6.77
6.94,6.97,7.10,6.85
7.05,7.01,7.22,6.94
7.01,7.14,7.24,6.86
7.15,6.84,7.22,6.83
6.76,6.49,6.80,6.37
6.53,6.58,6.69,6.23
