ROIA,Radio One,NASDAQ
2.95,2.80,2.95,2.80
2.90,3.00,3.00,2.80
2.80,2.95,2.95,2.80
2.81,2.89,2.89,2.81
2.80,2.80,2.90,2.70
2.85,2.85,2.85,2.85
2.75,2.85,2.85,2.75
2.75,2.85,2.85,2.75
2.75,3.00,3.00,2.65
2.95,2.95,2.95,2.85
2.90,2.90,2.90,2.85
2.90,2.90,2.90,2.90
2.85,3.00,3.00,2.85
2.80,2.95,2.95,2.80
2.95,2.95,2.95,2.85
3.05,2.95,3.05,2.85
2.90,2.95,2.95,2.90
2.80,2.95,2.95,2.80
2.95,2.95,2.95,2.95
2.80,2.95,2.95,2.80
3.00,2.90,3.00,2.90
2.80,2.75,2.80,2.75
2.75,2.60,2.75,2.60
2.60,2.56,2.75,2.56
2.60,2.66,2.66,2.60
2.65,2.65,2.65,2.65
