TPL,Texas Pacific Land Trust Common Stock,NASDAQ
26.31,26.35,26.36,26.02
26.88,26.31,26.91,26.30
25.73,25.72,26.12,25.67
25.67,26.10,26.10,25.67
26.00,25.83,26.35,25.59
25.73,25.70,26.63,25.59
26.05,25.95,26.33,25.69
25.65,26.65,26.65,25.58
26.59,27.10,27.10,26.59
27.15,27.12,27.48,26.73
26.82,26.53,27.03,26.17
26.53,26.71,26.84,26.50
26.50,26.21,26.73,25.96
26.00,26.18,26.33,26.00
26.18,26.96,26.96,25.89
26.61,26.53,26.61,26.24
26.91,27.01,27.57,26.91
27.10,27.36,27.39,26.37
26.94,27.00,27.45,26.94
27.42,26.96,27.42,26.70
26.57,26.49,26.57,26.19
26.49,26.54,26.76,25.99
26.54,26.42,26.54,26.24
26.51,27.37,27.96,26.25
27.12,27.34,27.68,26.27
27.06,27.77,27.96,26.94
27.87,27.78,28.24,27.35
26.81,27.49,27.61,26.81
27.46,27.47,27.51,27.40
27.11,27.15,27.25,27.11
26.85,26.83,26.90,26.80
26.69,26.35,26.69,26.26
26.31,26.17,26.42,26.17
26.26,26.38,26.39,26.26
26.84,27.16,27.52,26.60
27.37,26.99,27.37,26.49
26.71,27.04,27.04,26.39
27.33,26.67,27.33,26.67
29.99,29.86,30.70,29.51
29.79,29.94,30.27,29.74
30.13,28.98,30.14,28.56
29.23,29.55,29.55,28.80
29.60,29.11,29.70,28.82
29.26,29.34,29.49,29.00
29.59,29.98,30.40,29.37
30.82,30.00,30.82,29.70
30.02,31.35,31.71,30.00
31.35,31.35,31.35,30.57
32.48,31.85,32.48,31.18
31.87,34.95,35.19,31.87
35.49,33.77,36.17,32.98
34.19,34.69,34.86,33.48
35.00,34.57,35.45,34.32
34.59,34.89,35.18,34.26
34.95,34.40,34.95,34.19
34.22,33.50,34.70,33.39
33.77,33.68,34.25,33.35
33.95,34.88,35.03,33.95
34.98,35.18,35.35,34.88
35.45,35.40,35.79,35.09
35.42,35.46,35.81,35.17
35.45,35.84,36.12,35.45
35.86,36.75,36.80,35.86
36.57,39.50,40.18,36.57
39.10,39.53,39.96,38.70
39.96,40.03,40.29,39.27
40.26,43.82,43.97,40.26
43.30,40.75,43.89,40.20
40.75,38.78,41.30,38.71
38.60,38.00,38.61,37.82
37.69,38.01,38.33,37.52
37.40,38.21,38.40,37.33
38.36,39.08,39.23,38.21
38.88,39.16,39.23,38.60
39.00,39.38,39.48,39.00
39.45,39.01,39.45,38.65
38.60,38.91,39.08,38.60
38.60,38.63,38.99,38.52
38.60,38.01,38.82,37.81
37.91,38.20,38.36,37.05
38.52,38.08,38.73,37.87
38.25,37.73,38.25,37.64
37.73,38.10,38.34,37.44
37.91,37.78,38.00,37.67
37.40,37.53,38.25,37.32
37.45,36.84,37.72,36.38
36.50,36.15,36.50,35.83
36.60,36.45,36.60,36.20
36.30,37.15,37.30,36.22
37.05,36.75,37.18,36.68
37.29,37.80,37.96,37.20
37.54,37.31,37.73,37.22
37.31,37.40,37.60,37.00
37.77,38.75,39.13,37.50
39.00,38.66,39.00,38.41
38.71,39.58,41.59,37.88
39.48,39.22,39.82,39.14
39.64,39.75,39.75,39.36
39.75,39.90,41.14,39.50
40.00,39.64,40.00,39.01
39.83,39.80,39.85,39.20
39.38,39.64,39.99,39.05
39.60,39.64,39.77,39.40
39.30,39.70,40.00,39.09
39.53,39.53,39.83,39.29
39.15,39.15,39.17,39.07
39.00,38.35,39.30,38.13
38.10,38.47,38.99,38.10
38.30,38.05,38.36,37.71
38.06,37.54,38.06,37.01
37.50,37.22,37.61,36.03
37.20,36.46,37.23,36.45
36.45,37.02,37.27,36.45
36.78,37.30,37.30,36.56
37.16,37.05,37.43,36.95
37.41,36.89,37.41,36.75
36.59,37.01,37.60,36.59
37.50,37.03,37.51,37.03
36.98,36.51,37.05,36.51
36.50,36.79,36.81,36.50
36.81,36.45,36.81,36.45
36.45,36.99,37.37,36.18
36.85,37.07,37.07,36.55
37.37,36.75,37.52,36.75
36.55,36.71,36.99,36.51
36.57,36.12,36.79,36.02
36.06,37.56,37.98,35.00
37.42,37.00,37.42,37.00
36.56,36.77,36.82,36.45
36.28,36.48,36.48,36.20
36.15,36.80,37.63,36.15
37.34,36.90,37.46,36.80
36.74,36.78,37.07,35.27
36.35,36.94,37.18,36.21
37.25,36.93,37.25,36.44
36.65,37.28,37.48,36.62
37.00,37.85,37.85,36.72
37.86,37.75,37.86,37.53
37.60,37.28,37.86,37.03
37.13,37.38,37.57,36.83
37.25,36.60,37.25,36.20
36.41,36.32,36.71,36.22
36.58,35.85,36.58,35.80
35.47,35.50,35.87,35.05
35.06,36.35,36.35,35.06
36.05,36.52,36.52,35.80
36.16,36.60,36.71,35.87
36.63,37.36,37.39,36.50
37.50,37.50,37.75,37.24
37.38,37.75,38.00,37.25
37.50,38.33,39.00,37.50
38.25,40.12,40.18,38.06
40.00,41.07,41.38,39.74
41.03,40.12,41.06,38.59
40.26,41.32,41.57,40.12
41.42,41.40,41.75,41.13
41.87,42.00,42.00,41.57
42.16,43.67,44.05,41.98
43.96,43.95,44.95,43.67
44.10,43.39,44.10,42.68
43.25,43.69,44.68,43.02
43.93,44.91,44.91,43.32
44.55,44.71,44.85,44.55
44.60,44.43,44.79,44.38
44.34,43.08,44.52,42.81
42.65,43.90,44.43,42.31
43.57,44.40,44.78,43.57
44.40,44.46,44.70,44.16
44.17,45.19,46.16,43.91
45.19,46.00,46.00,44.89
46.23,47.25,47.42,45.90
47.58,46.94,47.79,46.85
46.79,47.19,47.48,46.79
47.38,47.21,47.82,47.21
47.15,45.76,47.15,44.06
45.53,45.32,46.11,45.32
45.06,44.76,45.06,44.25
45.00,44.44,45.00,44.42
44.50,43.57,44.50,41.26
43.13,43.73,44.14,42.53
43.00,42.87,43.25,41.64
42.87,44.00,45.57,42.27
44.44,45.00,45.36,44.44
45.88,45.85,46.15,45.66
46.00,45.83,46.24,45.40
45.97,45.99,46.25,45.97
46.20,46.00,46.40,46.00
45.57,44.85,45.84,43.80
44.62,45.17,45.65,44.54
45.20,45.30,45.65,44.61
45.24,45.29,45.85,43.96
45.46,44.66,46.01,44.18
44.74,44.53,45.45,44.21
44.72,45.85,45.85,44.42
44.93,45.37,45.50,44.93
45.35,46.50,47.23,45.10
46.82,48.00,48.00,46.49
48.39,48.89,49.54,48.09
48.06,48.86,48.99,48.06
48.33,48.32,48.83,46.64
48.43,48.46,48.98,48.40
48.00,47.48,48.00,46.69
47.25,48.80,48.88,47.25
48.70,47.08,48.85,47.00
47.08,47.32,47.32,46.70
47.48,48.87,49.02,47.47
48.50,48.77,49.03,48.43
49.22,48.84,49.47,48.39
49.31,48.79,49.31,48.01
48.37,48.31,48.79,48.17
48.31,47.64,48.79,47.64
47.63,47.50,48.05,47.47
47.50,48.08,48.44,47.47
47.69,46.98,48.02,46.98
47.59,44.90,47.59,43.07
44.40,44.32,45.59,43.71
44.32,45.26,45.75,43.67
45.71,47.00,47.47,45.71
47.00,47.61,48.89,47.00
47.40,47.06,48.05,46.93
47.10,47.51,48.25,46.79
47.60,46.91,48.20,46.90
46.90,48.02,48.02,46.90
47.33,46.60,47.33,46.40
46.05,46.74,46.97,45.81
46.39,46.59,46.74,45.71
46.40,46.37,46.50,46.03
46.00,46.30,46.60,45.54
46.50,46.56,46.60,46.15
46.55,46.60,46.60,46.04
46.44,46.41,46.60,45.86
46.50,46.60,46.60,46.50
46.60,46.52,46.60,45.76
46.13,47.17,48.33,45.73
46.86,48.07,48.08,46.26
47.62,46.96,48.93,46.96
47.26,47.90,47.90,46.75
47.74,47.65,47.97,47.01
47.84,48.75,48.99,47.74
48.44,49.08,49.25,48.44
49.20,46.69,49.32,46.38
46.41,45.45,46.50,45.45
45.70,45.98,46.60,45.51
46.15,46.95,47.27,46.00
46.90,47.25,47.97,45.87
47.01,46.75,47.49,46.75
46.75,46.57,47.48,46.42
46.30,46.57,47.15,45.89
46.18,45.45,46.53,45.43
45.14,42.65,45.14,42.26
42.65,43.67,44.85,42.65
43.28,43.50,43.90,43.01
43.50,44.34,44.55,43.50
44.53,45.13,45.46,44.00
45.13,45.21,45.57,44.57
45.64,46.05,46.09,45.56
45.58,46.98,46.98,45.58
47.10,45.74,47.10,45.41
45.80,46.39,46.96,45.80
45.89,46.57,46.77,45.58
45.81,46.27,46.99,45.67
46.10,45.75,46.56,45.66
46.23,46.02,46.54,45.70
46.06,45.60,46.85,45.58
45.71,45.79,46.31,45.71
45.10,44.92,45.27,44.30
44.53,45.77,45.94,44.53
46.10,45.83,46.10,45.43
45.85,46.07,46.35,45.85
45.97,46.01,46.33,45.61
45.19,45.83,46.38,45.04
45.69,45.39,46.13,45.16
45.12,44.50,45.12,44.50
44.55,44.08,44.74,44.02
44.05,44.92,45.49,43.38
44.42,45.48,45.89,44.18
45.00,45.19,46.17,44.36
45.00,44.19,45.00,43.46
43.97,43.11,44.51,42.33
42.69,42.65,43.60,37.21
39.17,38.75,40.50,38.75
37.84,40.12,41.86,36.00
40.05,40.38,41.58,39.31
40.73,42.00,42.00,40.41
41.88,42.50,43.41,41.87
42.94,43.16,44.14,41.89
42.30,43.53,44.41,42.30
43.50,43.87,44.30,43.50
43.76,43.56,43.91,43.12
43.69,42.44,44.00,42.44
42.75,42.50,43.32,42.00
42.30,41.85,43.13,41.70
42.02,41.90,42.81,41.52
42.25,41.97,42.73,41.52
42.00,41.69,42.95,40.75
41.95,42.50,42.81,41.52
42.00,42.02,42.64,41.91
42.39,42.15,42.65,41.93
41.89,41.44,42.53,40.81
40.72,39.93,40.72,39.00
38.73,39.87,39.90,38.43
39.99,41.45,41.59,39.99
40.79,41.00,41.60,39.75
40.41,41.17,41.20,40.33
40.44,41.20,41.23,40.20
40.94,41.58,41.61,40.61
41.62,42.05,42.25,41.42
42.25,41.80,42.25,41.65
41.95,40.64,41.95,40.41
39.52,39.99,41.44,38.92
39.70,40.45,41.06,39.70
40.05,39.57,40.18,39.51
39.42,37.00,39.56,37.00
36.60,35.25,37.50,35.00
35.21,37.15,37.15,34.76
37.50,37.62,38.40,37.50
37.55,37.95,38.35,37.51
38.25,37.44,38.25,36.89
37.43,36.34,37.57,36.34
36.00,36.05,36.80,35.49
35.49,35.36,35.69,33.62
35.14,35.97,37.08,33.64
36.09,37.56,38.12,35.81
37.90,38.18,38.84,37.60
38.35,39.45,39.92,38.35
39.03,40.25,40.25,38.91
40.06,39.95,40.24,39.74
39.94,39.53,40.46,39.35
40.00,40.91,41.66,40.00
40.62,39.25,40.71,38.70
39.06,39.99,40.31,39.05
39.58,39.77,40.08,39.57
39.90,39.37,40.24,39.31
39.87,39.99,40.04,39.50
39.88,40.51,40.95,39.55
40.16,40.30,40.62,40.05
40.34,40.69,41.58,40.34
40.69,40.98,41.96,39.11
41.25,41.99,42.00,41.25
40.73,40.50,41.29,40.26
40.26,40.07,40.92,40.07
40.88,40.76,41.37,39.90
40.27,40.52,40.70,39.95
40.05,40.30,40.32,39.83
40.30,40.85,41.40,40.20
41.58,42.89,42.89,41.58
41.86,42.71,42.80,41.45
42.55,42.57,42.75,39.40
42.81,43.38,43.68,42.78
42.90,43.31,43.50,42.90
42.90,42.96,43.89,42.21
42.87,43.04,43.54,42.75
43.04,42.95,43.04,42.46
42.87,40.00,42.87,39.96
39.28,39.27,40.30,38.80
39.35,40.42,41.10,39.27
40.00,40.09,40.64,39.56
40.53,41.06,41.10,40.53
42.50,41.01,42.50,40.47
40.78,40.15,40.78,39.84
40.51,40.33,40.59,40.01
39.75,40.65,40.70,39.75
40.97,41.96,42.00,40.67
42.05,43.20,43.60,42.00
43.32,43.13,43.33,42.92
42.77,42.97,42.99,41.06
42.97,41.88,42.97,41.69
40.83,41.00,41.00,40.25
40.50,41.11,41.23,39.61
41.02,41.18,41.61,40.50
40.99,40.30,40.99,40.14
40.26,40.25,40.40,39.88
40.59,40.53,40.82,39.95
40.35,39.39,40.90,39.39
40.01,41.05,41.05,39.75
40.78,40.30,40.78,39.50
40.23,41.60,41.96,40.23
41.43,41.65,41.75,41.00
41.81,41.77,41.81,41.34
41.41,40.32,41.41,40.32
40.42,40.73,40.73,40.35
40.46,40.69,40.69,39.82
40.34,40.53,41.31,40.34
40.67,40.73,40.90,40.05
40.83,40.94,40.94,40.27
40.47,41.15,41.30,39.86
41.42,41.53,41.88,40.82
41.51,42.53,42.56,41.51
42.37,41.32,42.70,41.32
41.63,41.33,41.74,40.88
41.47,41.29,41.47,40.62
41.71,41.56,41.99,41.15
41.40,41.63,41.63,41.00
41.35,42.28,42.32,41.33
42.54,42.67,42.95,42.06
42.05,43.86,43.86,42.05
43.05,43.14,43.56,42.46
42.75,42.92,43.19,42.08
42.67,43.20,43.25,42.50
43.20,43.03,43.87,43.03
42.28,42.35,42.72,41.92
42.20,44.00,44.00,41.78
44.00,43.71,44.54,43.71
44.11,43.78,44.11,43.37
44.15,43.65,44.15,43.16
43.40,43.90,44.04,43.10
44.06,44.58,44.74,43.57
44.75,44.67,44.99,44.50
44.78,44.70,44.99,44.46
44.64,44.85,45.27,44.40
45.26,45.19,45.39,44.66
45.12,44.64,45.12,44.48
44.70,44.40,44.70,44.00
44.52,44.52,44.60,43.03
44.62,44.70,44.70,44.29
44.70,44.85,44.89,44.25
44.94,44.70,44.98,44.52
45.00,44.97,45.49,44.90
45.24,45.50,45.51,45.00
45.55,45.28,45.78,45.28
45.00,44.89,45.20,44.77
44.84,44.85,44.95,44.25
44.66,45.00,45.61,44.33
44.68,44.54,45.00,44.34
44.48,44.18,44.73,43.28
43.59,44.44,44.44,43.59
44.36,45.10,45.18,44.33
45.01,46.21,46.21,44.99
46.21,46.25,46.60,45.82
46.53,46.31,46.53,45.94
46.20,46.40,46.60,46.20
46.57,46.12,46.75,46.04
46.46,46.17,46.53,46.07
46.55,46.01,47.00,46.01
45.98,45.60,46.25,45.42
45.20,44.99,45.48,44.65
45.13,45.02,45.38,44.80
45.05,45.63,45.67,44.70
45.31,46.48,46.58,45.29
46.22,47.00,47.30,46.22
47.33,47.14,47.34,46.76
46.84,46.65,47.00,46.45
46.50,47.50,47.67,46.40
47.34,47.14,47.34,46.69
47.79,48.40,48.50,47.32
47.41,48.70,48.70,47.41
48.50,48.99,48.99,48.12
48.60,49.35,49.75,48.57
48.92,49.95,50.00,48.92
50.20,50.00,52.88,48.00
50.61,50.06,51.00,49.23
50.90,51.49,51.49,50.43
51.49,51.40,51.50,50.87
51.78,51.92,52.56,51.78
51.91,52.78,53.67,51.91
53.50,54.44,58.17,53.50
54.97,55.59,56.30,54.01
53.20,57.81,59.49,53.20
57.68,57.65,58.64,56.22
57.87,58.16,58.65,57.28
58.50,58.47,58.65,57.75
58.28,58.02,58.67,57.25
57.78,58.82,59.00,56.50
58.01,57.18,58.39,56.19
56.91,58.01,58.80,56.91
57.73,57.75,58.45,57.50
57.74,57.78,58.05,57.30
57.42,57.51,57.99,57.25
58.00,60.00,60.00,57.25
60.40,60.12,61.51,59.18
59.99,58.68,60.41,57.99
58.84,59.77,59.90,58.40
59.37,59.75,61.08,59.01
59.50,59.96,60.98,59.02
60.00,59.63,60.00,59.05
60.00,58.12,60.00,58.02
57.99,56.20,58.20,55.30
57.19,55.82,57.19,55.18
56.00,57.67,57.76,55.27
57.52,56.78,57.99,56.63
57.31,55.79,57.31,54.22
55.95,54.60,56.14,54.52
55.12,55.13,55.51,54.27
54.97,56.11,56.39,54.74
55.90,56.00,56.28,54.20
56.01,57.22,57.40,55.15
56.60,56.77,56.90,56.01
56.74,56.61,56.95,56.15
56.26,56.99,57.17,55.68
56.80,58.36,58.36,56.50
58.32,57.70,58.34,57.00
57.10,57.86,57.93,57.01
58.00,56.73,58.00,56.45
57.17,57.67,57.97,56.40
57.00,56.31,58.11,56.31
56.36,57.66,57.94,56.36
57.25,57.41,57.83,56.61
57.18,57.85,57.90,56.41
57.75,57.29,58.04,57.08
57.56,56.40,58.12,56.40
56.87,57.71,57.99,56.42
57.41,57.90,58.00,56.40
57.70,57.85,57.92,56.91
57.56,57.09,57.90,56.99
57.52,56.85,57.90,56.50
56.97,56.90,57.70,56.43
57.57,57.08,57.82,56.91
56.97,57.09,57.12,56.41
57.36,56.78,57.36,56.52
56.60,56.37,56.65,55.10
55.93,55.34,55.93,55.00
55.12,56.12,56.12,55.04
56.49,56.07,56.49,55.55
56.37,55.90,56.37,55.59
55.15,56.09,56.13,55.10
55.71,56.19,56.19,55.57
56.14,55.48,56.74,55.42
55.50,55.71,56.15,55.15
55.59,55.84,56.40,55.59
55.64,56.84,57.18,55.64
56.59,56.55,57.24,55.00
55.99,55.90,56.65,55.38
55.62,56.30,56.51,55.57
56.31,56.35,56.50,55.38
56.25,56.06,56.67,55.79
56.27,56.34,56.50,56.00
56.23,56.46,57.87,56.10
56.50,56.06,57.00,55.72
56.06,55.75,56.34,55.75
55.60,57.10,57.15,55.45
57.31,58.00,58.18,56.92
57.73,58.40,58.79,57.73
58.78,58.98,58.98,57.56
58.59,59.90,60.70,58.45
59.85,59.15,59.90,59.15
58.86,58.45,59.92,58.45
58.30,59.85,60.00,58.28
59.18,60.07,60.50,58.78
59.90,60.63,60.94,59.90
60.91,59.90,60.91,58.98
58.26,58.90,58.90,58.01
58.60,58.94,59.53,58.59
59.43,60.20,60.57,59.19
60.20,60.15,60.20,59.84
59.77,59.80,60.33,59.77
60.12,59.90,60.44,59.23
59.98,59.85,60.94,59.73
59.63,59.70,59.90,59.57
59.60,59.64,59.88,59.39
59.64,59.29,59.64,57.73
59.84,58.79,59.89,58.59
59.51,58.92,59.51,58.77
59.30,59.00,59.82,58.96
59.25,58.90,59.84,58.69
59.04,58.99,59.04,58.51
57.56,58.62,59.00,57.56
58.25,58.03,58.25,57.97
58.30,57.65,59.06,57.30
57.61,56.09,58.65,55.00
57.51,55.64,57.51,55.00
55.82,55.41,55.99,54.94
55.69,54.62,56.39,53.85
53.36,55.65,55.99,53.36
55.65,56.96,57.15,55.65
56.95,56.74,57.19,56.51
56.88,55.09,57.06,55.01
55.73,55.16,55.93,55.02
55.47,54.87,55.47,54.67
54.31,54.41,54.93,54.16
54.42,54.90,55.66,53.95
54.70,54.48,55.32,54.39
54.51,54.40,54.51,54.40
54.70,54.29,54.71,53.90
54.50,55.57,56.57,54.50
55.52,54.74,55.52,54.31
54.76,55.77,55.90,54.39
56.03,55.91,56.33,55.50
56.00,56.08,56.39,55.30
56.19,55.06,56.19,54.75
55.00,55.80,55.80,54.61
56.04,55.63,56.04,55.61
55.68,56.01,56.20,55.50
56.00,56.33,56.49,55.59
56.35,55.95,56.49,55.61
55.62,55.85,56.11,55.62
55.90,54.33,55.90,54.01
54.34,53.90,54.34,53.14
53.56,53.66,54.29,53.55
53.58,53.23,53.58,52.00
52.82,53.91,53.91,52.01
53.18,52.62,54.00,52.62
52.60,53.25,53.30,52.35
53.14,53.04,54.28,52.01
52.93,55.75,56.00,52.89
55.22,57.20,58.22,54.14
57.50,57.06,57.50,56.59
57.30,57.25,57.43,56.68
56.96,56.88,57.25,55.54
57.25,57.70,57.82,55.71
57.40,57.03,57.67,56.02
57.19,57.25,57.83,55.80
57.47,57.50,57.50,56.56
57.83,57.63,57.83,56.44
57.80,58.29,59.20,57.01
58.18,58.90,58.99,57.60
58.26,58.90,59.40,58.00
59.43,59.06,59.50,58.64
58.98,57.46,59.29,57.40
56.79,56.59,57.08,56.06
56.19,55.00,56.93,55.00
55.79,56.42,56.49,55.11
55.98,57.30,57.75,55.61
57.25,57.85,57.90,56.16
57.00,58.00,58.23,55.88
56.82,57.20,57.50,56.50
56.86,57.10,57.18,56.70
57.24,56.60,57.50,56.60
57.16,57.07,57.89,56.65
57.25,55.66,57.48,55.32
55.82,56.25,56.56,55.46
56.14,55.00,56.17,55.00
56.00,55.60,56.00,55.45
55.08,54.81,55.40,54.71
55.05,55.44,55.82,54.75
55.25,55.29,55.44,54.43
55.49,55.71,56.84,54.50
55.36,54.60,55.36,54.25
54.00,53.90,54.59,53.90
54.21,53.41,54.21,53.26
53.14,52.39,53.82,52.00
52.28,52.90,53.06,52.26
53.25,53.43,54.00,52.00
54.21,52.79,54.57,52.01
52.79,53.25,53.68,52.79
53.29,52.91,53.30,52.55
52.56,54.22,54.22,52.06
53.89,53.61,54.39,53.60
53.89,55.00,55.00,53.02
55.00,54.75,55.00,54.50
54.99,53.71,54.99,53.62
53.42,53.63,54.66,53.20
53.02,53.85,54.49,53.00
53.80,53.51,54.26,53.27
53.33,53.66,54.10,53.25
53.40,54.34,54.50,53.40
54.44,54.30,54.44,53.88
54.05,53.10,54.25,53.05
53.54,52.65,53.54,52.64
52.65,52.52,52.70,52.29
52.50,51.59,53.13,51.50
51.59,52.06,52.48,51.59
51.89,52.00,52.49,51.75
52.26,51.85,52.45,51.14
52.33,52.50,53.39,52.01
52.26,52.49,52.74,52.26
52.47,52.87,53.59,52.45
52.87,53.15,53.35,52.51
52.89,52.81,53.48,52.50
52.78,53.04,53.60,52.56
52.94,54.17,54.20,52.94
54.18,54.18,54.83,54.18
53.66,54.09,54.09,53.07
53.06,53.90,53.95,51.61
53.05,54.00,54.70,53.05
54.00,54.11,54.20,53.12
54.00,54.72,54.75,54.00
54.19,54.02,54.96,53.51
53.99,54.94,54.97,53.99
54.49,55.58,55.65,54.31
55.33,55.46,56.00,55.01
55.46,56.56,56.80,55.45
56.13,56.00,56.50,56.00
56.10,56.36,56.60,54.85
56.05,56.60,56.80,55.03
56.36,56.50,57.73,55.90
56.77,56.50,57.00,56.10
56.19,57.60,57.74,56.19
57.32,57.99,57.99,57.01
57.95,58.90,59.00,57.80
59.00,58.63,59.00,57.77
58.56,59.25,59.25,58.13
59.22,59.73,60.00,59.08
59.53,60.00,60.86,58.37
60.02,61.21,61.53,59.80
61.56,58.71,61.56,58.30
59.75,60.47,61.49,59.50
60.84,61.50,62.00,60.43
61.99,61.78,62.48,61.50
61.80,63.81,64.32,61.80
63.98,65.50,65.62,63.95
65.45,66.34,67.20,65.20
66.78,70.48,70.91,66.78
70.58,72.43,72.78,68.90
72.44,73.10,73.93,72.33
74.15,71.46,74.15,71.33
72.00,72.26,72.56,71.00
71.50,71.99,72.44,71.00
72.00,72.00,72.42,71.90
72.01,73.47,73.58,72.01
73.00,73.00,73.09,72.40
73.00,72.80,73.27,72.70
72.47,72.99,73.09,72.45
72.00,71.05,73.06,67.43
71.00,71.97,72.11,70.46
72.16,71.12,72.16,68.77
70.92,70.97,71.07,70.25
70.60,72.50,73.05,70.59
71.08,70.35,71.53,70.05
70.17,71.89,71.89,70.17
71.61,72.01,72.58,70.60
72.56,72.36,72.73,71.32
72.00,72.90,73.60,72.00
73.00,72.67,73.00,72.13
71.39,71.63,73.10,71.39
72.47,73.00,73.73,72.25
72.66,72.57,72.99,71.83
72.71,72.61,73.76,72.38
72.24,72.86,73.04,71.66
72.55,73.68,73.96,72.55
73.76,74.53,75.00,73.53
74.85,74.50,75.00,74.50
74.50,75.80,75.99,74.10
75.88,76.39,77.14,75.47
75.95,75.11,77.90,74.57
75.40,76.80,76.83,75.11
76.53,77.21,77.30,76.11
77.74,77.76,77.78,77.00
78.00,79.21,79.42,77.83
79.50,79.47,79.66,78.41
79.59,77.89,79.73,77.75
77.69,78.31,79.00,76.00
79.21,79.54,79.70,79.05
79.07,81.50,81.67,78.64
81.70,80.94,82.20,80.50
80.97,80.79,81.00,80.44
80.89,81.83,83.03,80.75
82.50,83.00,83.10,81.93
83.01,81.22,83.01,81.06
81.00,81.50,82.06,80.74
81.50,82.68,82.95,81.50
83.10,83.19,83.95,82.69
83.81,87.40,88.91,83.02
85.00,87.79,88.39,85.00
87.05,85.84,88.51,85.01
85.67,84.31,85.92,83.77
83.70,83.89,84.75,82.93
83.64,85.39,85.99,83.64
85.82,86.00,86.00,84.38
86.61,86.76,87.90,86.56
