TPL,Texas Pacific Land Trust Common Stock,NASDAQ
296.99,295.84,299.39,288.19
293.51,300.69,301.67,293.51
297.41,303.60,303.60,294.50
303.29,304.40,307.00,295.01
307.79,297.59,307.79,296.49
297.11,303.01,305.00,297.11
301.99,298.20,302.60,298.20
300.80,298.96,302.15,296.98
297.83,299.13,301.00,297.02
302.45,297.91,304.54,293.67
299.00,300.19,301.63,298.00
294.00,300.02,300.02,294.00
299.95,300.50,301.00,295.00
300.97,299.00,300.97,299.00
298.00,300.25,301.00,298.00
301.19,298.01,301.19,298.00
298.00,297.57,298.00,296.03
297.41,296.77,299.62,295.99
297.82,299.59,301.34,294.80
300.00,308.08,308.08,298.37
317.90,323.68,328.00,313.00
323.56,320.01,325.00,319.00
321.99,321.59,321.99,319.50
321.59,323.00,324.58,321.59
323.47,317.50,323.91,315.10
319.62,319.36,329.97,310.64
319.14,327.49,330.13,305.82
