DIA,SPDR Dow Jones Industrial Average ETF,NASDAQ
188.88,189.34,189.41,188.60
189.92,190.02,190.25,189.42
189.93,190.59,190.64,189.87
191.09,191.30,191.34,190.98
190.93,190.78,191.21,190.52
190.83,191.19,191.42,190.68
191.97,191.40,192.25,191.34
191.84,191.90,192.16,191.57
191.91,191.74,191.98,191.43
192.48,192.22,192.78,191.89
192.16,192.49,192.57,191.87
192.47,195.48,195.69,192.42
195.83,196.28,196.80,195.41
196.44,197.69,197.72,196.37
197.84,198.08,198.39,197.68
198.96,199.23,199.72,198.64
198.97,198.14,199.83,197.61
198.54,198.66,199.68,198.34
198.70,198.19,198.97,197.94
198.30,198.60,198.90,198.21
199.16,199.42,199.61,199.06
199.43,199.16,199.61,199.14
199.10,198.97,199.17,198.58
198.96,199.05,199.06,198.73
199.16,199.21,199.54,199.13
199.52,198.08,199.56,198.00
197.99,197.99,198.52,197.63
198.25,197.51,198.27,196.92
198.91,198.42,199.10,197.48
198.76,199.15,199.36,198.60
198.95,198.75,199.27,197.90
198.73,199.51,199.83,198.17
199.09,198.76,199.27,198.75
198.72,198.40,199.41,198.21
198.63,199.33,199.57,198.15
198.88,198.75,198.91,197.53
198.91,198.70,199.35,198.32
