WHLM,Wilhelmina International,NASDAQ
8.77,8.75,8.77,8.75
9.05,9.47,9.47,9.05
8.77,9.07,9.07,8.77
9.07,9.07,9.07,9.07
9.07,9.07,9.07,9.07
9.50,9.50,9.50,9.50
9.50,9.50,9.50,9.50
8.80,9.50,9.50,8.75
9.50,9.50,9.50,9.50
9.50,9.50,9.50,9.50
9.50,9.50,9.50,9.50
8.95,8.86,8.95,8.75
9.19,8.75,9.22,8.75
8.75,8.75,8.75,8.75
8.75,8.75,8.75,8.75
8.75,8.75,8.75,8.75
8.75,8.75,8.75,8.75
8.75,8.75,8.75,8.75
8.75,8.73,8.75,8.73
8.87,7.98,8.87,7.98
8.38,7.50,8.38,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
