TCBIW,Texas Capital Bancshares,NASDAQ
14.40,14.40,14.40,14.40
14.40,14.40,14.40,14.40
14.40,14.40,14.40,14.40
14.40,14.40,14.40,14.40
14.40,14.40,14.40,14.40
14.40,14.40,14.40,14.40
14.40,14.40,14.40,14.40
14.40,14.40,14.40,14.40
14.40,14.40,14.40,14.40
14.20,14.20,14.20,14.20
14.20,14.20,14.20,14.20
14.20,14.20,14.20,14.20
14.20,14.20,14.20,14.20
14.20,14.20,14.20,14.20
14.20,14.20,14.20,14.20
14.90,14.90,14.90,14.90
14.90,14.90,14.90,14.90
14.90,14.90,14.90,14.90
14.90,14.90,14.90,14.90
15.51,15.51,15.51,15.51
15.51,15.51,15.51,15.51
15.51,15.51,15.51,15.51
15.51,15.51,15.51,15.51
15.63,15.63,15.63,15.63
15.63,15.63,15.63,15.63
15.63,15.63,15.63,15.63
15.63,15.63,15.63,15.63
15.63,15.63,15.63,15.63
15.63,15.63,15.63,15.63
15.87,15.87,15.87,15.87
17.00,18.35,18.35,17.00
18.35,18.35,18.35,18.35
18.35,18.35,18.35,18.35
18.35,18.35,18.35,18.35
18.18,15.65,18.18,15.65
17.96,16.20,17.96,16.20
16.20,16.20,16.20,16.20
16.20,16.20,16.20,16.20
16.53,16.50,16.53,16.50
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
15.50,14.75,15.50,14.75
14.50,13.75,14.50,13.75
13.75,13.75,13.75,13.75
12.13,12.13,12.13,12.13
12.52,13.25,13.25,12.50
13.25,13.25,13.25,13.25
12.74,13.28,13.31,12.74
13.28,13.28,13.28,13.28
13.28,13.28,13.28,13.28
13.28,13.28,13.28,13.28
12.25,12.15,12.25,12.00
12.15,12.15,12.15,12.15
12.31,12.38,12.38,12.31
12.68,12.90,12.90,12.68
12.90,12.90,12.90,12.90
12.90,12.90,12.90,12.90
12.72,12.75,12.75,12.72
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.76,12.81,12.81,12.76
12.81,12.81,12.81,12.81
11.86,11.86,11.86,11.86
11.86,11.86,11.86,11.86
12.70,12.67,12.70,12.67
12.67,12.67,12.67,12.67
12.67,12.67,12.67,12.67
12.67,12.67,12.67,12.67
12.67,12.67,12.67,12.67
12.67,12.67,12.67,12.67
12.67,12.67,12.67,12.67
11.80,10.53,11.80,10.53
10.53,10.53,10.53,10.53
10.53,10.53,10.53,10.53
10.53,10.53,10.53,10.53
10.53,10.53,10.53,10.53
10.53,10.53,10.53,10.53
10.51,10.54,10.54,10.51
10.54,10.54,10.54,10.54
10.54,10.54,10.54,10.54
11.67,11.67,11.67,11.67
13.50,14.23,14.23,13.50
13.64,13.62,13.64,13.61
13.62,13.62,13.62,13.62
13.62,13.62,13.62,13.62
14.14,14.99,14.99,14.14
14.99,14.99,14.99,14.99
14.99,14.99,14.99,14.99
14.99,14.99,14.99,14.99
14.97,15.25,15.25,14.97
15.62,15.64,15.64,15.62
15.64,15.64,15.64,15.64
15.64,15.64,15.64,15.64
15.64,15.64,15.64,15.64
15.64,15.64,15.64,15.64
15.64,15.64,15.64,15.64
15.64,15.64,15.64,15.64
15.64,15.64,15.64,15.64
15.64,15.64,15.64,15.64
15.64,15.64,15.64,15.64
15.64,15.64,15.64,15.64
15.64,15.64,15.64,15.64
15.64,15.64,15.64,15.64
15.64,15.64,15.64,15.64
15.64,15.64,15.64,15.64
15.24,15.19,15.24,15.19
15.19,15.19,15.19,15.19
15.19,15.19,15.19,15.19
15.19,15.19,15.19,15.19
15.19,15.19,15.19,15.19
15.19,15.19,15.19,15.19
15.19,15.19,15.19,15.19
15.19,15.19,15.19,15.19
15.19,15.19,15.19,15.19
15.19,15.19,15.19,15.19
15.19,15.19,15.19,15.19
15.19,15.19,15.19,15.19
15.19,15.19,15.19,15.19
15.19,15.19,15.19,15.19
15.19,15.19,15.19,15.19
15.19,15.19,15.19,15.19
16.95,17.00,17.00,16.95
17.22,17.74,17.74,17.22
17.74,17.74,17.74,17.74
17.74,17.74,17.74,17.74
17.74,17.74,17.74,17.74
17.74,17.74,17.74,17.74
17.74,17.74,17.74,17.74
17.74,17.74,17.74,17.74
17.74,17.74,17.74,17.74
16.90,16.90,16.98,16.90
16.90,16.90,16.90,16.90
17.26,17.26,17.26,17.26
17.87,16.91,17.87,16.91
16.91,16.91,16.91,16.91
16.91,16.91,16.91,16.91
16.91,16.91,16.91,16.91
16.91,16.91,16.91,16.91
16.91,16.91,16.91,16.91
16.91,16.91,16.91,16.91
16.91,16.91,16.91,16.91
18.95,19.25,19.25,18.95
19.74,19.74,19.74,19.74
19.74,19.74,19.74,19.74
19.74,19.74,19.74,19.74
19.74,19.74,19.74,19.74
20.51,20.51,20.51,20.51
20.51,20.51,20.51,20.51
20.51,20.51,20.51,20.51
20.51,20.51,20.51,20.51
20.51,20.51,20.51,20.51
20.51,20.51,20.51,20.51
20.51,20.51,20.51,20.51
20.51,20.51,20.51,20.51
20.51,20.51,20.51,20.51
20.51,20.51,20.51,20.51
20.51,20.51,20.51,20.51
19.50,19.50,19.50,19.50
19.50,19.50,19.50,19.50
19.50,19.50,19.50,19.50
19.50,19.50,19.50,19.50
19.50,19.50,19.50,19.50
19.50,19.50,19.50,19.50
19.50,19.50,19.50,19.50
21.00,21.29,21.29,21.00
21.29,21.29,21.29,21.29
20.10,19.99,20.10,19.80
19.99,19.99,19.99,19.99
19.99,19.29,19.99,19.29
19.52,19.52,19.52,19.52
19.52,19.52,19.52,19.52
19.52,19.52,19.52,19.52
19.52,19.52,19.52,19.52
19.52,19.52,19.52,19.52
19.52,19.52,19.52,19.52
19.52,19.52,19.52,19.52
20.93,20.83,20.93,20.83
20.25,20.01,20.28,20.01
20.01,20.01,20.01,20.01
20.73,20.73,20.73,20.73
20.73,20.73,20.73,20.73
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.08,21.09,21.09,21.08
21.09,21.09,21.09,21.09
20.17,20.43,20.43,20.17
20.62,21.00,21.00,20.62
21.24,21.25,21.25,21.24
21.25,21.25,21.25,21.25
21.50,21.77,21.77,21.50
21.77,21.77,21.77,21.77
21.33,21.33,21.33,21.33
21.33,21.33,21.33,21.33
22.45,22.45,22.45,22.45
22.45,22.45,22.45,22.45
22.45,22.45,22.45,22.45
22.45,22.45,22.45,22.45
21.72,21.72,21.72,21.72
21.72,21.72,21.72,21.72
21.72,21.72,21.72,21.72
21.72,21.72,21.72,21.72
21.72,21.72,21.72,21.72
21.72,21.72,21.72,21.72
21.72,21.72,21.72,21.72
21.72,21.72,21.72,21.72
21.13,21.13,21.13,21.13
21.57,20.60,21.57,20.60
20.02,20.02,20.02,20.02
20.00,19.50,20.00,19.50
19.45,19.80,19.80,19.45
19.80,19.80,19.80,19.80
19.82,19.78,19.82,19.78
19.78,19.78,19.78,19.78
20.42,20.42,20.42,20.42
20.42,20.42,20.42,20.42
20.42,20.42,20.42,20.42
20.78,20.74,20.78,20.74
20.74,20.74,20.74,20.74
20.74,20.74,20.74,20.74
20.74,20.74,20.74,20.74
21.95,23.28,23.82,21.95
24.49,24.95,25.08,24.49
24.95,24.95,24.95,24.95
24.95,24.95,24.95,24.95
24.95,24.95,24.95,24.95
24.95,24.95,24.95,24.95
24.95,24.95,24.95,24.95
24.95,24.95,24.95,24.95
24.95,24.95,24.95,24.95
24.95,24.95,24.95,24.95
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
24.85,24.85,24.85,24.85
24.85,24.85,24.85,24.85
24.85,24.85,24.85,24.85
24.85,24.85,24.85,24.85
24.85,24.85,24.85,24.85
25.25,25.25,25.25,25.25
25.25,25.25,25.25,25.25
25.25,25.25,25.25,25.25
25.25,25.25,25.25,25.25
25.25,25.25,25.25,25.25
25.25,25.25,25.25,25.25
25.25,25.25,25.25,25.25
25.25,25.25,25.25,25.25
25.25,25.25,25.25,25.25
25.25,25.25,25.25,25.25
26.76,26.76,26.76,26.76
26.76,26.76,26.76,26.76
26.76,26.76,26.76,26.76
26.76,26.76,26.76,26.76
26.76,26.76,26.76,26.76
26.76,26.76,26.76,26.76
26.76,26.76,26.76,26.76
26.76,26.76,26.76,26.76
26.76,26.76,26.76,26.76
26.76,26.76,26.76,26.76
28.05,28.93,28.93,28.05
28.93,28.93,28.93,28.93
28.93,28.93,28.93,28.93
28.93,28.93,28.93,28.93
28.93,28.93,28.93,28.93
28.93,28.93,28.93,28.93
26.05,25.51,26.05,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
25.51,25.51,25.51,25.51
30.13,30.08,30.13,30.08
30.08,30.08,30.08,30.08
30.08,30.08,30.08,30.08
30.08,30.08,30.08,30.08
30.08,30.08,30.08,30.08
31.13,31.12,31.13,31.12
30.96,30.88,30.96,30.86
30.88,30.88,30.88,30.88
31.83,32.60,32.60,31.83
32.60,32.60,32.60,32.60
32.60,32.60,32.60,32.60
32.60,32.60,32.60,32.60
32.60,32.60,32.60,32.60
32.60,32.60,32.60,32.60
32.60,32.60,32.60,32.60
33.64,33.53,33.64,33.53
34.46,35.32,35.32,34.46
35.32,35.32,35.32,35.32
35.32,35.32,35.32,35.32
35.32,35.32,35.32,35.32
35.32,35.32,35.32,35.32
35.32,35.32,35.32,35.32
35.32,35.32,35.32,35.32
35.32,35.32,35.32,35.32
35.32,35.32,35.32,35.32
35.32,35.32,35.32,35.32
34.96,34.85,34.96,34.82
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
33.09,33.11,33.11,33.09
33.11,33.11,33.11,33.11
33.11,33.11,33.11,33.11
33.11,33.11,33.11,33.11
33.11,33.11,33.11,33.11
33.11,33.11,33.11,33.11
33.11,33.11,33.11,33.11
29.93,29.76,29.93,29.76
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
33.34,33.34,33.34,33.34
33.34,33.34,33.34,33.34
33.34,33.34,33.34,33.34
33.34,33.34,33.34,33.34
33.34,33.34,33.34,33.34
33.34,33.34,33.34,33.34
33.34,33.34,33.34,33.34
33.34,33.34,33.34,33.34
33.34,33.34,33.34,33.34
33.34,33.34,33.34,33.34
28.34,28.34,28.34,28.34
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
28.58,28.58,28.58,28.58
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
27.17,27.17,27.17,27.17
26.95,26.94,26.95,26.94
26.94,26.94,26.94,26.94
26.94,26.94,26.94,26.94
26.94,26.94,26.94,26.94
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
25.71,25.71,25.71,25.71
30.44,30.44,30.44,30.44
30.44,30.44,30.44,30.44
30.44,30.44,30.44,30.44
30.44,30.44,30.44,30.44
30.44,30.44,30.44,30.44
30.27,30.30,30.30,30.27
30.30,30.30,30.30,30.30
30.30,30.30,30.30,30.30
28.50,28.83,28.83,28.50
28.83,28.83,28.83,28.83
28.83,28.83,28.83,28.83
28.83,28.83,28.83,28.83
28.83,28.83,28.83,28.83
30.92,30.92,30.92,30.92
30.92,30.92,30.92,30.92
30.92,30.92,30.92,30.92
30.92,30.92,30.92,30.92
30.92,30.92,30.92,30.92
30.92,30.92,30.92,30.92
30.35,30.31,30.35,30.31
30.31,30.31,30.31,30.31
30.31,30.31,30.31,30.31
30.31,30.31,30.31,30.31
30.31,30.31,30.31,30.31
30.31,30.31,30.31,30.31
30.31,30.31,30.31,30.31
30.31,30.31,30.31,30.31
30.31,30.31,30.31,30.31
