MMM,3M Company Common Stock,NASDAQ
172.38,176.05,176.06,171.97
176.08,175.88,176.35,174.77
175.36,178.49,178.87,175.30
178.25,179.64,179.81,177.57
179.57,178.83,180.06,176.77
179.16,176.60,179.39,176.41
177.26,176.02,177.58,175.05
176.56,177.45,178.50,176.55
177.61,178.16,178.67,177.32
178.34,178.65,179.33,178.06
178.60,178.43,179.53,178.42
178.89,179.20,179.46,177.98
179.09,178.75,179.29,178.53
178.66,178.92,179.20,178.57
178.88,178.08,179.45,178.02
178.29,178.41,179.14,178.03
179.00,178.57,179.48,178.29
178.83,178.05,180.00,177.22
178.03,178.32,178.90,177.61
178.26,177.71,179.14,176.89
177.29,178.23,178.60,175.80
178.37,177.27,178.38,177.20
177.36,176.58,177.49,176.31
176.63,177.89,178.45,176.39
176.97,177.44,177.70,175.75
177.58,177.39,177.91,176.83
