MMM,3M Company Common Stock,NASDAQ
87.00,86.88,87.42,86.62
86.68,84.19,87.07,83.81
83.23,84.68,84.82,83.23
84.98,84.11,85.05,83.72
84.35,84.32,84.42,83.75
84.54,85.30,85.72,84.43
85.23,85.84,85.91,85.02
85.84,85.81,87.00,85.45
85.89,86.40,86.58,85.15
86.39,86.37,86.65,85.90
86.60,87.34,87.82,86.11
87.52,86.53,87.60,86.23
86.41,86.72,86.90,85.83
86.79,86.47,86.86,86.23
86.38,87.01,87.25,86.00
87.01,86.74,87.42,86.44
86.84,86.76,87.20,86.55
86.78,86.54,87.03,86.37
86.53,86.30,86.98,86.01
86.75,86.79,87.33,86.74
87.00,86.67,87.28,86.28
86.29,86.67,87.90,86.12
86.86,86.14,87.19,85.63
86.55,86.23,87.31,85.95
85.72,87.15,87.33,85.72
87.33,87.74,88.34,87.33
88.02,88.66,88.76,87.92
88.47,88.04,88.87,87.76
87.74,88.10,88.11,87.45
87.84,88.14,88.50,87.71
88.25,87.96,88.74,87.66
87.86,88.04,88.38,87.25
88.66,89.29,89.39,88.37
89.21,90.32,90.50,89.06
89.40,88.50,89.50,87.20
88.58,89.57,89.72,88.43
89.20,89.19,90.29,89.02
89.43,87.44,89.69,87.25
87.93,87.92,88.19,87.31
88.02,87.79,88.30,87.44
87.68,87.75,88.45,87.68
87.82,87.95,88.27,87.55
87.92,88.29,88.39,87.65
88.17,88.79,89.25,87.81
88.97,89.47,89.50,88.78
89.67,90.78,90.84,89.65
90.24,90.46,90.68,89.96
90.34,91.80,91.95,90.06
91.72,91.90,92.30,91.72
91.52,92.00,92.14,91.00
91.46,92.33,92.95,91.45
92.14,92.73,92.96,92.02
92.73,92.96,92.97,92.05
92.73,92.00,93.65,91.82
92.57,90.26,92.58,89.87
90.43,90.03,90.73,89.27
89.75,90.25,90.67,89.69
91.90,92.23,92.64,91.10
92.19,90.46,92.35,90.44
90.24,91.32,92.20,90.24
91.85,92.81,93.40,91.85
92.71,92.19,93.29,91.35
92.58,92.40,93.55,92.02
92.37,93.75,94.16,92.30
93.52,93.17,93.74,92.58
92.32,90.01,92.32,90.00
89.71,91.61,92.05,89.71
91.21,91.02,91.21,89.90
89.05,89.50,90.09,88.06
89.06,87.55,89.24,86.91
88.59,88.69,88.97,88.05
89.72,88.98,90.10,88.53
90.27,90.95,91.80,90.17
90.96,90.70,91.48,90.41
90.62,92.14,92.66,90.60
92.61,92.58,92.98,91.89
92.87,92.27,92.96,92.13
92.42,92.12,92.82,92.12
92.27,92.84,92.90,91.90
92.84,92.47,93.16,92.33
92.41,93.50,93.67,92.36
93.53,93.13,94.33,92.62
92.68,93.64,93.83,92.68
93.51,93.39,94.00,93.02
93.94,93.82,94.10,93.22
93.51,93.19,93.93,92.60
93.59,93.22,93.75,92.62
93.59,93.80,94.64,93.40
93.20,92.37,93.27,92.03
93.07,92.86,93.25,92.55
92.43,92.94,93.22,91.75
92.89,92.82,93.14,91.98
91.94,91.45,91.94,90.58
91.65,91.86,92.03,91.47
92.97,93.76,94.42,92.93
94.09,93.92,94.43,93.65
93.91,94.12,94.32,93.27
95.01,95.94,96.59,94.39
95.67,96.47,96.54,95.38
96.11,97.23,97.30,96.09
96.92,97.21,97.50,96.86
97.58,96.92,97.95,96.65
96.93,96.83,97.50,96.58
96.55,96.20,97.00,95.74
95.61,94.92,96.28,94.40
95.73,95.60,96.83,95.36
95.30,95.99,96.46,95.30
96.24,95.71,96.43,95.63
95.77,95.52,96.00,94.44
95.18,96.65,96.94,95.11
96.61,96.01,97.18,95.19
95.54,95.46,96.23,95.27
95.28,93.86,95.46,93.14
93.72,93.94,94.18,92.75
94.34,94.71,95.00,93.93
94.55,93.56,94.65,93.13
92.29,92.49,92.88,91.76
92.92,91.97,92.92,91.93
91.54,92.69,93.03,91.38
92.65,92.82,93.20,92.03
93.46,93.47,93.99,93.10
94.05,94.38,94.68,93.49
94.33,91.44,94.33,91.33
91.35,91.46,92.11,90.97
90.19,90.70,91.23,90.19
90.38,90.62,90.93,90.24
90.86,90.85,91.99,90.74
90.94,90.91,91.35,90.36
91.36,91.96,92.43,90.99
91.44,90.73,91.90,90.64
91.14,91.30,91.87,90.90
92.28,92.59,92.99,92.04
91.70,91.03,92.08,90.58
91.07,91.58,91.88,90.66
92.30,91.78,92.63,91.53
91.42,92.56,92.87,91.41
92.81,93.43,93.79,92.33
93.33,92.80,93.92,92.72
92.04,92.34,92.42,90.73
92.34,90.89,92.53,90.68
91.08,92.25,92.65,90.84
92.63,93.02,93.02,92.42
93.42,93.11,93.64,92.68
93.38,94.85,95.06,93.35
94.83,96.67,96.95,94.83
96.40,96.14,96.86,96.06
96.12,97.24,97.50,96.10
97.73,97.97,98.19,97.17
97.12,97.62,97.67,96.99
96.45,96.56,97.00,96.06
97.11,95.88,97.22,95.80
96.09,96.19,97.30,96.03
94.82,94.98,95.78,94.56
95.20,95.47,95.63,94.72
95.10,94.60,95.12,93.71
94.94,94.27,94.94,93.38
94.83,94.25,94.92,94.15
95.01,95.84,96.09,94.50
96.09,95.38,96.38,95.11
94.84,95.07,95.53,93.90
91.92,89.93,92.50,89.56
89.69,88.08,89.72,87.75
88.19,87.57,88.72,87.41
86.94,87.14,87.71,86.60
87.98,86.77,88.17,85.54
85.67,85.27,87.25,85.25
85.56,86.18,86.45,84.82
85.07,82.23,85.07,82.11
83.44,82.75,84.22,81.24
80.75,78.59,81.37,78.53
80.23,82.69,82.86,78.06
81.00,78.23,81.22,78.01
78.69,81.22,82.36,78.29
81.89,82.54,82.76,80.80
82.66,83.31,83.66,81.97
82.53,82.13,82.68,81.05
82.19,80.93,83.03,80.58
79.83,77.42,80.02,76.74
76.65,76.87,78.82,76.60
78.34,76.95,78.52,76.50
77.17,79.67,79.81,76.87
79.40,80.29,80.45,78.85
80.45,78.19,80.65,77.79
77.73,80.01,80.26,76.50
81.30,82.10,82.23,80.90
81.68,82.07,82.61,80.71
82.70,82.98,83.37,82.20
83.02,81.61,83.95,81.28
80.02,79.35,80.33,78.92
77.44,78.08,78.26,76.70
79.36,80.57,80.64,78.66
79.88,79.26,80.65,78.78
78.06,76.65,78.18,76.00
76.21,78.22,78.28,76.00
78.28,77.81,78.79,77.19
77.96,79.44,80.39,76.91
80.18,80.63,81.03,79.48
81.43,80.53,81.65,80.01
79.57,79.21,79.57,77.88
79.44,79.21,79.92,78.46
79.33,76.34,79.76,76.27
74.82,72.90,74.90,72.00
72.64,73.99,74.33,72.34
74.39,75.19,75.26,73.45
76.37,76.28,77.77,75.82
76.42,73.60,77.20,73.50
74.97,74.53,75.68,73.50
73.91,71.79,73.94,71.71
71.13,70.93,73.24,70.93
70.13,72.01,72.18,68.63
71.74,72.53,72.84,71.01
72.72,74.65,74.69,72.00
75.20,73.82,75.45,73.07
75.12,76.72,76.74,75.09
76.55,76.42,76.87,75.89
76.73,78.36,79.34,76.73
78.27,77.80,78.40,76.67
78.94,78.89,79.23,78.12
78.63,75.88,79.05,75.66
76.18,78.36,79.15,75.71
78.26,77.70,78.86,77.27
77.77,78.68,79.06,77.11
79.38,80.48,80.56,78.98
80.32,82.18,82.40,80.23
76.88,77.04,79.02,76.28
77.98,77.02,78.40,75.97
79.51,81.41,82.33,78.92
81.53,81.00,81.84,80.50
79.88,79.02,80.59,78.93
77.89,76.53,78.22,76.26
77.39,78.06,78.64,77.35
78.86,79.64,79.82,77.89
78.97,79.30,79.54,78.12
79.27,79.69,80.19,78.30
80.29,81.83,82.00,80.00
80.13,79.00,80.31,78.47
80.31,80.32,81.16,79.65
81.30,82.29,82.66,81.30
81.56,81.87,82.49,81.38
81.44,81.87,82.38,81.06
81.29,81.87,83.10,80.86
81.53,80.43,81.67,79.67
80.70,80.54,81.02,79.98
79.28,78.39,79.64,77.54
77.63,77.83,78.94,77.45
77.08,75.54,77.16,75.49
75.55,76.13,76.86,75.55
77.20,77.72,78.01,77.05
78.00,77.24,78.18,77.03
79.71,81.04,81.05,79.43
81.25,80.30,81.31,80.25
81.39,79.76,81.46,79.05
81.33,80.93,81.60,80.34
82.13,82.13,82.80,81.61
82.03,82.39,82.73,80.78
81.83,80.46,82.14,80.26
80.92,82.20,82.42,80.77
81.90,80.59,81.99,80.03
81.00,79.41,81.22,78.91
79.18,78.51,79.45,78.26
79.43,78.86,79.78,78.60
79.52,78.87,80.02,78.42
79.02,77.82,79.50,77.51
79.19,80.31,80.40,78.87
80.43,80.00,80.47,78.97
80.27,80.97,81.18,79.93
81.24,82.20,82.21,80.78
81.91,82.28,82.64,81.62
82.22,81.15,82.44,80.94
81.37,82.11,82.20,81.19
82.23,81.73,82.45,81.60
83.76,83.49,84.44,83.36
83.13,84.18,84.26,83.11
83.53,83.80,83.87,82.70
83.78,83.37,84.24,83.32
83.58,83.87,84.06,83.26
84.59,84.30,85.19,84.04
83.24,83.77,83.89,83.08
84.37,84.28,84.64,83.76
83.75,83.60,84.12,83.07
84.85,84.23,85.36,84.13
84.14,85.07,85.12,84.02
85.10,85.80,86.23,84.92
85.45,85.65,85.70,84.96
85.70,85.61,86.06,85.31
85.26,85.93,85.94,84.63
85.30,86.48,86.66,85.00
87.51,87.58,87.99,87.00
87.15,87.46,87.80,86.67
86.50,87.34,87.59,86.42
87.88,86.71,87.88,85.79
87.52,87.35,87.98,87.23
87.25,87.43,87.77,87.06
88.08,87.73,88.29,87.47
87.15,87.56,87.94,87.15
87.32,87.89,88.22,86.69
88.12,87.97,88.29,87.68
87.54,88.02,88.18,87.46
87.20,87.14,87.56,86.75
87.57,88.03,88.09,87.16
87.60,87.99,88.00,87.22
87.42,87.01,87.72,86.75
86.99,87.65,87.76,86.96
87.99,87.56,88.15,87.48
87.74,87.60,88.05,87.40
87.65,87.76,88.09,87.45
87.88,87.90,88.18,87.27
88.04,88.20,88.46,87.88
87.41,88.07,88.32,87.10
87.83,87.77,88.20,87.23
88.14,87.60,88.32,87.25
87.72,87.49,88.22,87.17
87.47,87.52,87.57,87.04
87.40,87.06,87.45,86.38
85.72,84.95,85.86,84.83
85.24,85.47,85.67,84.88
86.06,86.71,86.93,85.98
86.81,86.80,87.27,86.65
87.10,87.54,87.75,86.96
87.76,88.75,88.77,87.51
88.60,88.87,89.25,88.60
89.00,90.00,90.00,88.82
89.88,89.56,90.00,89.37
89.52,89.74,89.90,89.20
89.17,89.35,89.73,88.75
89.42,88.91,89.64,88.80
88.50,88.57,88.78,87.72
88.63,88.46,88.67,88.02
88.92,89.12,89.35,88.60
89.38,89.14,89.42,88.93
89.29,88.45,89.61,88.04
87.88,88.77,88.82,87.72
89.22,89.21,89.29,88.76
88.79,89.23,89.36,88.05
89.22,88.79,89.22,88.20
87.98,87.84,88.05,87.15
87.36,87.27,87.79,86.97
86.24,86.33,86.77,85.90
86.19,84.58,86.40,84.44
85.36,85.35,85.69,85.12
85.71,86.86,86.93,85.08
86.49,85.69,86.59,85.57
86.04,86.40,86.93,85.92
86.70,87.45,87.67,86.66
86.90,87.13,87.63,86.69
87.19,86.80,87.55,86.13
86.99,87.48,87.80,86.91
86.52,87.13,87.24,86.02
89.33,88.49,89.75,88.38
88.98,88.80,89.26,88.50
88.60,89.32,89.56,88.51
89.41,89.36,89.54,88.75
89.25,89.36,89.46,88.72
89.13,89.60,89.95,88.74
89.16,89.52,89.59,88.89
89.50,89.39,89.85,89.11
89.17,88.67,89.24,88.30
87.70,88.01,88.62,87.70
87.12,87.56,87.88,86.30
86.64,87.27,87.84,85.98
87.14,87.13,87.69,86.88
86.47,86.73,87.48,86.24
85.46,85.83,86.55,85.24
85.95,85.78,86.46,85.50
85.91,85.35,86.27,85.26
85.56,84.34,85.64,84.25
84.78,83.51,84.78,83.27
83.88,84.46,84.63,83.75
84.69,84.13,84.99,83.68
83.37,84.80,84.88,82.95
84.96,84.98,85.00,84.03
84.87,84.78,85.20,84.40
85.38,85.73,86.00,85.13
85.06,84.45,85.12,84.10
84.45,84.41,85.05,83.87
83.05,82.85,83.98,82.72
82.79,82.62,82.99,81.99
82.59,82.51,82.86,82.25
83.22,84.63,84.64,83.03
85.59,85.50,86.19,85.33
85.18,86.00,86.09,84.99
86.54,85.18,86.54,85.08
85.67,86.73,86.74,85.22
86.30,86.13,86.80,85.72
86.31,86.86,87.23,86.06
87.57,87.44,87.91,87.01
87.07,87.31,87.61,86.67
87.82,87.82,88.17,87.52
87.93,87.54,88.28,87.35
88.04,86.73,88.38,86.62
87.11,86.83,87.14,86.38
85.87,85.85,86.31,85.46
85.91,86.18,86.47,85.29
86.39,87.16,87.60,86.24
86.36,87.16,87.25,85.98
88.62,89.60,89.60,88.35
89.29,89.28,89.69,88.28
89.11,89.70,89.75,89.08
89.20,89.57,89.95,88.86
88.81,88.99,89.38,88.35
88.86,88.96,89.08,88.31
89.08,88.25,89.82,87.96
88.38,87.85,88.76,87.01
86.60,86.41,86.97,85.34
86.32,87.59,87.83,86.32
88.12,88.10,88.65,87.77
88.25,88.98,89.35,87.55
88.75,90.87,90.99,88.56
90.87,90.83,91.20,90.40
90.18,89.99,90.49,89.84
88.44,89.36,89.56,87.78
89.28,88.24,89.51,87.58
88.69,88.75,89.16,87.96
90.00,90.59,92.00,89.53
90.94,91.71,92.08,90.66
91.41,91.28,91.95,90.91
91.00,91.23,91.66,90.87
91.65,91.20,91.80,90.61
90.11,90.08,90.73,89.23
91.03,91.70,91.79,91.01
92.00,91.41,92.34,91.41
91.70,91.70,92.31,91.62
91.48,91.63,92.08,91.25
91.50,91.59,92.07,91.33
91.37,92.29,92.30,90.95
92.29,92.40,92.59,91.74
92.36,92.30,92.50,92.01
92.00,92.54,92.74,91.94
92.75,93.74,93.87,92.21
93.93,94.24,94.30,93.59
94.00,93.89,94.17,93.55
93.98,93.21,94.10,92.99
92.56,92.68,93.36,92.43
92.65,91.98,92.68,91.79
92.03,92.83,92.97,91.94
92.92,92.59,92.97,92.40
92.36,92.30,92.77,92.20
92.50,92.43,92.80,92.30
92.05,91.76,92.15,91.30
92.44,92.60,93.00,91.90
92.03,91.68,92.33,91.10
91.92,91.75,91.99,91.11
92.37,93.28,93.38,92.06
93.38,92.82,93.65,92.70
92.27,90.67,92.31,90.61
90.73,91.17,91.59,90.65
91.60,90.81,91.66,90.46
90.92,92.06,92.43,90.46
92.86,93.98,93.98,92.56
93.66,93.78,94.09,93.49
93.78,93.43,93.99,93.22
92.88,93.63,94.06,92.73
93.20,93.58,93.63,92.91
94.06,93.21,94.07,92.94
92.85,93.73,94.09,92.76
93.95,92.83,94.10,92.72
92.88,92.59,93.40,92.54
92.89,92.82,93.21,91.96
92.47,92.42,92.86,91.70
92.90,93.29,94.27,92.21
94.23,93.54,94.29,93.10
93.81,93.78,94.00,93.00
94.05,94.43,94.53,93.66
94.74,94.96,95.20,94.45
94.55,95.37,95.46,94.50
95.29,93.94,95.29,93.90
93.95,93.28,94.00,93.15
93.86,92.83,93.87,92.78
92.95,92.75,93.34,92.40
92.71,92.79,93.06,92.37
94.02,94.23,94.34,93.29
94.94,94.81,95.10,94.55
94.68,94.74,95.00,94.17
94.61,92.94,94.61,92.69
92.41,92.53,93.06,91.50
89.67,88.73,90.52,88.58
89.03,88.39,89.54,88.15
88.57,87.81,88.84,87.41
87.90,88.03,88.54,87.59
88.03,87.60,88.69,87.49
87.94,89.25,89.40,87.84
89.61,88.97,89.97,88.78
88.08,89.60,89.84,88.08
89.95,90.86,91.23,89.87
90.34,89.38,90.34,88.71
89.11,88.55,89.83,88.46
88.60,88.81,89.56,88.10
88.96,89.18,89.67,88.50
88.60,89.08,90.19,88.36
89.17,87.31,89.38,87.07
86.74,88.02,88.29,86.74
88.12,88.50,89.38,87.75
89.25,89.57,89.70,88.77
89.08,89.02,89.68,88.40
89.08,88.94,89.15,88.66
89.29,90.28,90.33,89.15
89.54,90.09,90.25,89.54
90.19,90.31,90.96,90.12
90.10,90.93,91.00,89.48
91.35,90.65,91.97,90.51
90.68,90.95,91.19,90.49
91.41,90.30,91.68,90.12
90.31,90.12,90.69,90.00
90.30,90.76,91.20,89.60
90.80,90.95,91.09,90.31
91.24,91.51,91.67,90.68
91.37,91.87,92.48,91.35
92.65,93.68,93.90,92.50
93.72,93.12,94.00,92.52
92.95,92.50,93.45,92.16
92.00,92.28,92.58,92.00
92.39,93.03,93.11,92.13
93.13,93.85,94.00,93.00
93.92,93.02,93.98,92.97
93.35,94.13,94.14,93.21
92.78,93.10,93.66,91.94
92.70,93.19,93.72,92.69
93.35,93.07,93.73,92.75
93.11,92.64,93.17,91.67
91.98,91.78,92.80,91.61
91.55,92.85,92.92,91.40
94.19,94.78,94.79,93.96
94.34,94.67,94.93,94.13
94.79,95.37,95.48,94.54
95.02,95.49,95.73,94.76
95.17,95.50,95.75,95.10
95.87,96.41,96.74,95.71
96.71,96.89,96.99,96.33
95.84,96.28,96.66,95.21
96.40,97.08,97.39,96.10
96.83,97.29,97.40,96.57
97.00,97.60,97.70,96.92
97.79,98.08,98.50,97.51
98.42,98.74,98.80,98.04
98.39,99.33,99.33,98.10
98.97,99.49,99.70,98.81
99.38,99.67,99.82,98.80
99.79,100.59,100.87,99.58
100.98,100.65,100.98,100.27
100.33,101.81,101.87,100.06
101.80,100.80,101.95,100.69
100.69,100.55,100.95,100.07
101.44,101.56,101.99,101.16
100.77,100.77,101.21,100.58
101.31,101.49,101.92,101.25
101.13,102.69,102.99,101.08
102.65,102.22,102.74,101.46
102.34,102.66,103.33,102.04
102.39,102.62,102.88,102.04
102.66,103.46,103.59,102.63
103.03,102.86,103.39,102.58
102.43,102.78,103.14,102.22
103.06,103.23,103.38,102.62
103.42,104.18,104.39,103.32
104.18,103.15,104.40,103.15
102.88,102.72,103.14,102.39
102.99,103.54,103.70,102.82
103.91,101.75,104.04,101.75
102.11,102.31,102.66,101.91
102.10,103.57,103.93,101.95
103.60,104.00,104.56,103.14
103.39,103.77,103.94,102.72
103.51,103.28,103.51,102.59
103.76,104.45,104.81,103.65
104.73,104.66,105.42,104.47
104.80,104.54,105.15,104.49
105.00,105.71,105.81,104.82
105.33,105.81,105.96,105.33
105.82,105.13,105.98,104.96
105.13,105.09,105.57,104.88
105.33,106.02,106.02,105.26
105.90,106.40,106.88,105.85
105.23,105.41,105.96,105.22
105.83,105.18,105.98,104.64
105.91,105.66,106.17,105.38
105.39,104.94,105.46,104.72
105.10,106.42,106.49,105.10
106.53,105.17,106.80,104.68
105.41,106.07,106.22,105.41
105.35,105.29,105.50,104.97
105.67,106.31,106.34,105.28
106.00,105.65,106.17,105.42
105.80,106.52,106.80,105.79
106.60,105.68,106.97,105.43
105.82,105.82,106.22,105.30
104.45,105.78,105.88,104.35
105.86,105.75,106.42,105.10
106.00,105.95,106.69,105.39
106.09,107.69,107.93,106.03
107.86,108.25,108.72,107.86
107.89,107.68,108.27,107.31
107.15,105.76,107.91,105.74
106.69,106.15,106.85,105.70
105.47,105.48,105.80,104.93
105.84,104.98,105.97,104.28
105.31,105.71,105.88,104.82
105.71,105.80,106.10,105.14
106.24,107.39,107.51,105.86
107.61,107.87,108.15,107.24
104.46,104.88,105.64,103.50
104.97,103.79,105.18,103.46
103.91,103.83,104.20,102.89
103.98,104.71,104.74,102.97
104.78,104.55,105.12,104.42
105.04,106.04,106.38,104.91
106.96,107.83,108.60,106.85
107.63,107.84,107.99,107.45
107.61,108.01,108.37,107.55
108.03,108.20,108.29,107.77
108.11,109.92,110.51,108.11
110.08,110.48,110.64,109.75
109.99,110.50,110.72,109.71
110.32,110.59,110.79,110.27
110.40,111.50,111.71,110.29
111.21,111.07,111.70,110.95
111.16,111.39,111.78,110.94
111.13,111.72,112.06,110.96
112.11,112.01,112.34,111.52
111.59,110.79,112.29,110.57
110.06,110.41,110.70,109.58
109.86,110.27,110.49,109.49
111.15,111.59,112.38,111.04
111.04,111.13,111.36,110.48
111.34,111.42,112.00,111.01
110.79,110.27,112.21,110.27
110.70,110.61,110.95,109.69
110.65,110.02,111.20,109.53
109.80,108.59,109.89,108.39
108.46,108.67,108.78,107.64
109.38,111.11,111.12,108.97
111.41,110.81,111.45,110.54
109.90,110.22,111.08,109.51
110.99,109.03,111.06,108.95
108.95,111.20,111.44,108.58
111.30,111.03,112.07,110.75
111.85,111.91,112.87,111.64
112.07,112.97,113.23,111.90
112.96,111.57,113.25,111.53
110.71,108.78,110.76,108.52
