UPS,United Parcel Service,NASDAQ
116.27,118.62,118.79,116.27
119.00,118.98,119.27,118.15
118.91,119.60,119.79,118.44
119.41,120.13,120.44,119.33
120.33,120.16,120.43,119.36
119.85,117.26,119.92,116.93
117.21,117.28,117.88,116.44
117.38,115.81,117.53,115.09
116.26,116.98,117.30,116.06
117.19,117.52,117.77,117.11
117.04,116.10,117.42,116.02
116.64,116.30,116.74,115.79
116.32,115.97,116.54,115.88
116.30,116.13,116.78,116.07
116.18,115.20,116.28,115.13
115.23,114.98,115.50,114.53
115.24,114.64,115.43,114.36
115.52,115.08,116.07,114.64
115.30,115.11,115.85,114.96
115.00,115.17,115.98,114.85
115.00,115.40,115.66,114.52
115.00,114.77,115.19,114.50
114.63,113.92,114.81,113.41
113.64,114.18,114.47,113.64
114.21,113.91,114.21,113.30
114.20,114.24,114.60,114.03
