UPS,United Parcel Service,NASDAQ
68.19,67.37,68.28,67.02
67.56,67.53,67.75,66.92
67.45,67.35,67.60,66.96
67.10,67.24,67.45,66.26
67.91,68.66,69.45,67.73
68.55,69.40,69.40,68.53
69.71,69.31,69.91,69.00
69.44,69.50,69.75,68.73
68.83,68.74,69.09,67.69
68.74,69.65,69.89,68.74
69.95,69.59,70.00,68.61
69.61,69.83,69.95,69.12
69.94,69.32,69.99,69.25
69.04,69.42,69.63,68.67
68.94,67.98,69.10,67.45
68.25,67.66,68.40,66.97
67.46,67.34,67.54,67.00
67.38,67.34,68.03,66.93
67.98,68.30,68.54,67.91
68.31,68.63,68.70,67.70
69.09,69.37,69.64,68.68
69.34,69.79,69.96,69.28
69.61,69.48,69.61,68.95
69.83,68.99,69.88,68.74
68.26,68.07,68.51,67.61
67.77,68.28,68.34,67.48
68.09,68.12,68.36,67.76
68.23,68.07,68.73,67.94
67.70,67.51,67.91,66.90
67.40,67.24,67.62,66.97
67.93,68.17,68.63,67.75
68.21,69.11,69.11,67.87
68.77,68.79,69.08,68.15
68.01,68.16,68.26,67.43
68.55,69.59,69.87,68.55
69.09,69.10,69.48,68.95
68.96,69.88,69.98,68.59
69.26,70.13,70.65,69.06
70.97,71.44,71.90,70.87
71.45,71.86,72.20,71.43
71.44,71.80,71.88,70.87
71.67,71.69,72.02,71.22
72.15,71.69,72.42,71.60
71.74,72.01,72.17,71.39
72.31,73.04,73.59,72.30
73.35,72.89,73.57,72.35
73.24,72.77,73.24,72.71
73.04,72.60,73.08,72.14
72.16,72.25,72.80,72.02
72.25,73.76,73.94,71.57
73.74,73.06,73.88,72.88
73.43,72.74,73.54,72.33
73.00,72.88,73.18,72.86
73.06,72.86,73.18,72.67
72.88,72.73,72.97,72.50
72.50,72.81,73.15,72.37
72.95,72.81,73.13,72.68
72.79,72.68,72.98,72.54
72.67,72.68,73.10,72.52
72.65,72.58,73.06,72.50
73.18,72.95,73.89,72.86
72.89,72.79,73.14,72.34
72.16,72.90,73.21,72.14
72.88,72.49,72.99,72.21
72.81,72.15,72.92,71.00
71.74,72.14,72.53,71.47
72.30,71.75,72.33,71.28
72.24,71.95,72.40,71.76
71.85,72.25,72.47,71.56
72.06,72.48,72.87,72.03
72.70,73.02,73.20,72.65
72.90,72.18,73.09,71.79
72.39,72.66,72.85,71.98
73.02,72.89,73.09,72.45
72.77,73.21,73.25,72.44
73.18,72.83,73.40,72.46
73.03,72.87,73.30,72.48
73.15,72.91,73.40,72.45
72.93,70.73,72.96,70.64
70.81,71.62,71.66,70.35
74.00,74.59,75.19,73.78
74.78,74.04,74.84,73.90
74.02,74.29,74.56,73.90
74.46,74.34,74.60,73.60
74.25,74.25,74.44,73.55
74.11,74.47,74.58,73.84
74.19,74.58,74.58,73.46
73.69,74.77,75.00,73.56
74.65,75.32,75.63,74.39
75.10,74.80,75.32,74.59
74.78,74.80,75.19,74.19
74.86,75.66,75.80,74.86
75.33,76.33,76.39,75.17
76.47,76.47,77.00,76.09
75.58,74.61,75.87,74.31
74.75,73.47,75.30,72.83
73.23,73.68,74.17,73.02
73.98,73.46,74.05,73.30
73.78,73.80,74.38,73.46
73.76,72.35,73.95,71.96
72.15,72.27,72.90,71.27
72.75,73.46,73.72,72.53
73.56,72.44,73.65,71.63
72.67,71.80,72.94,71.28
72.17,72.82,73.28,71.87
72.47,73.25,73.54,72.03
72.36,73.11,73.77,72.25
73.00,74.09,74.52,73.00
73.34,73.19,73.61,72.30
71.90,71.81,72.28,71.43
71.76,70.38,71.78,70.21
72.61,71.61,72.80,71.16
72.58,71.60,72.60,71.28
72.57,72.84,73.40,72.34
72.79,72.05,72.92,71.85
71.66,71.62,71.91,71.34
71.81,72.10,72.14,71.60
72.14,72.04,72.59,71.99
72.26,73.52,74.06,72.26
73.29,73.85,73.90,73.09
74.16,74.50,74.90,73.95
74.36,74.32,74.95,74.24
74.99,74.48,75.14,74.28
74.59,74.74,74.85,74.40
74.43,74.15,74.88,74.07
74.30,74.47,74.61,73.95
74.24,74.00,74.41,73.69
74.11,73.25,74.13,72.84
73.13,73.21,73.30,72.55
72.76,73.23,73.85,72.76
73.46,72.61,73.52,72.32
72.29,72.41,72.97,72.12
72.60,72.71,72.96,72.35
71.81,71.92,72.04,71.48
71.85,71.98,72.15,71.69
72.75,72.71,73.42,72.39
72.98,73.17,73.50,72.78
73.08,73.64,74.09,72.82
74.92,74.30,75.00,74.04
74.64,74.27,74.65,73.68
73.99,74.81,74.99,73.99
74.85,74.97,75.34,74.62
75.34,74.87,75.58,74.50
74.66,75.09,75.24,74.50
74.97,74.25,75.24,73.74
73.75,73.96,74.93,73.58
74.90,74.10,74.95,74.00
74.01,73.70,74.06,73.58
73.86,74.37,74.71,73.86
74.50,74.65,74.95,74.22
74.28,74.34,74.43,73.69
74.43,74.14,74.71,73.79
74.00,73.80,74.30,73.63
73.59,73.42,73.74,73.02
73.41,73.84,74.06,72.93
74.00,74.30,74.65,73.96
74.07,74.05,74.39,73.95
73.37,73.50,73.65,72.70
73.55,72.91,73.58,72.71
72.68,72.80,73.04,72.59
72.60,72.97,73.30,72.29
73.34,72.96,73.42,72.74
73.27,73.49,73.83,73.14
73.51,72.30,73.68,72.26
72.60,72.32,72.99,71.87
71.76,71.15,71.76,70.84
70.94,70.36,71.17,70.12
70.35,69.75,70.54,69.69
69.46,69.26,69.81,69.02
69.56,69.29,69.71,69.25
69.05,68.50,69.29,68.13
68.42,68.46,68.88,68.27
69.24,69.21,69.59,68.80
68.79,69.11,69.30,68.48
69.01,69.05,69.58,68.62
69.64,69.17,69.83,69.17
68.95,69.30,69.77,68.80
69.78,70.65,70.87,69.70
71.18,71.11,71.75,71.08
70.19,71.32,71.53,70.11
71.25,71.12,71.49,70.51
71.15,71.44,71.61,70.86
71.62,72.05,72.29,71.47
72.36,71.98,72.48,71.56
72.30,72.93,73.18,72.16
73.09,73.96,74.12,72.90
74.00,73.78,74.00,73.36
73.75,74.50,74.98,73.73
74.92,75.37,75.80,74.60
74.79,74.57,74.95,74.13
74.15,73.74,74.16,73.21
73.50,73.25,74.07,73.17
73.65,73.42,74.15,73.21
73.41,73.36,74.02,72.96
73.65,73.08,73.65,72.33
72.91,72.42,73.00,72.14
72.84,73.40,73.52,72.71
73.47,73.52,73.74,73.15
73.84,74.40,74.99,73.77
74.24,74.16,74.67,73.96
73.56,74.05,74.39,73.23
72.34,71.59,72.39,69.62
71.14,70.21,71.18,69.91
70.21,69.14,70.60,68.97
68.64,69.22,69.68,68.36
69.86,67.62,69.86,67.00
67.18,66.28,67.40,66.21
66.40,67.26,67.49,66.05
66.48,65.23,66.81,65.20
66.17,65.69,66.97,64.40
64.18,62.40,65.75,61.95
62.13,64.10,64.21,60.74
63.43,61.99,63.97,61.69
62.51,64.72,65.95,62.03
65.04,65.20,65.74,64.40
65.85,65.88,65.96,64.95
65.12,65.20,65.61,64.50
65.42,65.08,66.06,64.53
63.25,62.28,63.31,61.24
61.54,61.70,63.08,61.53
62.97,62.00,63.16,61.62
62.20,63.84,63.93,61.87
63.71,64.82,65.07,63.58
64.96,63.66,65.19,63.37
63.25,64.70,64.94,62.21
65.37,66.73,66.95,65.37
66.49,67.23,67.70,66.27
67.74,67.39,68.54,67.00
67.33,66.67,68.42,66.50
66.00,65.61,66.20,65.28
64.28,64.35,64.70,63.33
65.27,64.99,65.41,64.38
64.70,64.90,65.77,64.54
64.25,64.22,64.78,63.61
63.13,63.87,63.94,62.39
63.93,64.67,65.26,63.90
65.34,66.16,67.45,64.77
67.03,66.18,67.49,65.69
66.32,66.59,66.77,65.20
65.55,65.80,66.00,64.71
66.15,66.21,67.30,65.33
66.10,64.34,66.10,64.31
62.59,62.17,63.36,61.37
61.89,62.00,62.53,61.12
62.46,63.21,63.32,61.84
64.76,64.01,65.19,63.68
64.27,63.15,64.50,63.06
64.17,64.67,64.68,63.51
64.02,63.15,64.69,63.12
63.11,62.22,64.16,62.21
61.63,64.06,64.17,61.27
64.11,65.57,65.87,63.95
65.29,66.52,66.63,64.86
66.95,66.26,67.00,65.51
67.50,67.86,67.86,67.11
67.43,67.95,68.15,67.26
68.25,68.56,69.32,68.24
68.01,68.09,68.40,67.75
68.94,68.96,69.29,68.30
68.54,68.01,69.20,67.79
67.96,69.25,69.93,67.61
69.30,68.82,69.71,68.51
68.96,69.20,69.76,68.15
69.86,70.06,70.71,69.51
70.34,70.87,71.64,70.21
69.30,69.35,70.00,68.22
69.50,69.38,70.20,68.25
70.77,71.55,72.00,70.34
71.17,71.49,72.04,71.12
70.73,70.24,71.21,70.22
69.20,68.60,69.70,68.34
69.47,69.35,70.00,68.73
69.88,70.56,70.80,69.18
70.06,69.99,70.19,69.02
69.88,70.46,70.74,69.36
70.65,71.55,71.67,70.37
69.97,68.99,70.18,68.60
69.93,69.88,70.33,69.42
70.72,70.78,71.30,70.65
70.43,70.25,70.78,69.89
70.07,70.57,71.05,70.07
70.06,69.31,70.22,69.14
69.01,68.93,69.81,68.49
69.30,69.14,69.47,68.80
68.12,68.22,68.38,67.61
68.20,68.04,68.75,67.84
67.54,66.90,67.57,66.90
66.52,66.46,67.15,66.46
68.19,68.24,68.78,67.74
68.60,68.41,69.12,68.34
70.02,71.75,71.80,69.95
71.57,71.13,71.73,71.00
71.76,71.07,72.09,71.00
71.94,71.95,72.44,71.51
72.19,71.80,72.25,71.49
71.72,73.31,73.66,71.50
72.89,72.02,73.30,71.80
72.38,72.45,72.64,71.76
71.83,71.84,71.89,71.03
72.05,71.05,72.46,70.66
70.78,70.64,71.40,70.38
71.72,71.55,72.24,71.38
72.09,71.76,72.40,71.36
71.99,70.80,72.31,70.55
71.81,72.56,72.78,71.62
72.75,72.47,72.92,71.91
72.73,73.00,73.43,72.64
73.15,73.47,73.48,72.91
73.40,73.49,73.81,73.13
73.48,72.73,73.54,72.50
72.83,73.53,73.63,72.82
73.55,73.19,73.75,73.11
74.01,74.16,74.92,73.83
73.93,73.84,74.37,73.52
73.46,73.12,73.50,72.15
73.13,73.48,73.94,73.05
73.25,73.45,73.50,72.83
73.97,74.19,74.74,73.30
73.98,74.61,74.76,73.78
74.41,74.74,74.96,74.41
73.19,74.16,74.27,73.00
74.64,74.20,74.75,73.90
74.27,74.93,75.14,74.09
74.97,75.31,75.58,74.97
75.31,75.42,75.61,75.00
75.45,75.13,75.49,74.68
74.67,75.00,75.09,74.46
74.76,75.62,75.75,74.60
75.69,75.84,76.39,75.56
75.89,76.04,76.51,75.62
75.55,76.15,76.41,75.50
76.54,75.65,76.93,74.84
76.37,76.78,77.18,75.75
76.98,76.38,77.16,76.27
77.08,76.70,77.34,76.64
76.53,76.92,77.04,76.53
76.56,77.29,77.55,76.34
77.18,76.92,77.30,76.75
76.85,76.57,77.03,76.25
76.10,76.69,76.76,75.97
76.96,77.16,77.26,76.52
77.03,77.11,77.22,76.65
77.33,76.73,77.33,76.36
76.20,76.76,76.86,76.06
77.09,76.76,77.29,75.46
76.96,76.40,77.09,76.06
76.29,75.90,76.57,75.81
76.00,76.64,76.79,75.79
76.59,76.50,76.78,76.27
76.34,76.77,77.14,75.84
76.66,76.86,77.09,76.45
76.86,76.99,77.10,76.33
77.15,76.89,77.26,76.59
76.09,76.54,77.00,76.09
76.54,76.32,76.57,75.93
75.69,75.61,76.22,75.38
75.59,76.00,76.16,75.57
76.28,76.72,76.89,76.04
76.92,77.16,77.42,76.44
77.39,77.69,77.79,77.12
77.77,78.37,78.43,77.56
78.33,78.24,78.45,78.01
78.25,78.94,78.98,77.90
78.93,78.41,79.13,78.40
79.63,81.11,81.79,79.38
80.35,80.39,80.72,79.95
80.40,80.51,80.74,79.96
79.72,80.28,80.44,79.48
80.19,79.71,80.25,79.30
80.26,80.57,80.84,80.26
80.94,80.39,81.00,80.34
80.21,80.04,80.42,79.45
79.74,79.85,80.04,78.85
80.23,80.72,80.80,80.01
80.31,80.67,80.97,80.12
80.79,80.52,80.79,79.94
80.19,79.86,80.37,79.63
79.50,80.18,80.25,79.32
79.35,79.19,79.57,78.95
78.93,78.33,79.05,78.03
78.93,78.79,79.49,78.72
78.94,79.42,79.61,78.74
79.29,79.56,79.70,78.62
79.78,79.56,79.88,79.10
79.83,80.30,80.65,79.77
80.10,80.49,80.97,79.94
80.58,79.86,80.64,79.41
79.99,80.27,80.53,79.29
80.06,79.03,80.06,78.47
79.30,79.46,80.14,79.16
79.94,79.65,80.09,79.43
77.58,78.25,78.29,76.56
78.41,78.44,78.99,77.97
78.25,78.14,78.75,77.90
78.14,78.47,78.91,77.96
78.27,78.42,78.62,78.06
78.48,78.07,78.64,78.06
77.90,77.73,78.25,77.24
77.35,77.80,78.37,77.23
77.53,77.66,77.94,77.41
77.20,77.15,77.57,76.71
77.47,76.61,77.72,76.49
76.37,76.43,77.08,76.29
75.94,76.21,76.85,75.66
76.01,76.08,76.78,75.86
76.33,75.92,76.95,75.90
75.94,74.81,76.13,74.78
75.16,74.03,75.34,73.86
74.29,74.64,74.82,74.03
74.59,74.76,75.30,74.29
74.27,75.00,75.20,73.56
75.22,75.18,75.77,74.57
75.67,74.94,75.67,74.72
75.39,75.51,76.07,75.11
75.18,74.61,75.47,74.52
74.64,74.94,75.26,73.61
74.00,73.25,74.21,73.13
73.36,72.99,73.56,72.56
72.70,72.80,73.05,72.15
73.05,74.98,74.98,73.05
75.47,75.47,76.10,75.24
75.42,76.63,76.65,75.42
77.01,75.83,77.12,75.71
76.15,76.19,76.31,75.45
76.09,76.27,76.81,75.73
76.45,77.37,77.83,76.34
77.99,77.53,78.05,77.18
77.41,77.79,78.12,77.07
77.65,78.16,78.50,77.65
78.31,78.17,78.46,77.50
78.49,77.10,78.60,77.02
77.27,77.71,77.94,76.79
77.04,76.44,77.13,76.10
76.43,76.36,76.72,75.62
76.30,76.79,76.93,76.30
76.56,77.11,77.28,75.88
77.42,78.76,78.76,77.28
78.23,78.69,78.78,77.61
78.51,79.47,79.73,78.18
79.30,79.91,80.21,78.99
79.42,79.37,79.88,78.93
79.28,79.20,79.57,78.92
79.64,78.58,79.67,78.16
78.67,78.88,79.11,78.32
78.60,78.59,79.10,77.88
78.50,79.44,79.74,78.50
79.62,79.17,79.62,78.95
79.44,79.33,79.50,78.36
79.01,80.21,80.53,79.00
80.10,79.97,80.40,79.67
79.80,78.45,79.80,78.34
77.82,77.95,78.15,76.39
75.24,74.34,76.75,73.51
74.27,74.27,74.95,73.77
75.22,74.87,75.71,74.53
75.23,76.00,76.46,75.10
75.93,76.23,76.36,75.59
76.09,75.61,76.24,75.54
75.81,75.15,76.00,74.78
74.94,75.00,75.30,74.07
75.83,75.76,76.50,75.69
75.99,75.62,76.40,75.59
76.03,76.09,76.25,75.79
76.00,75.78,76.11,75.57
75.68,76.03,76.14,75.32
75.96,76.30,76.35,75.61
76.00,76.15,76.17,75.64
76.45,76.18,76.53,75.99
76.14,76.58,76.81,75.99
76.17,76.37,76.69,76.04
76.69,76.49,76.69,76.33
76.40,76.44,76.72,76.22
76.43,75.90,76.88,75.83
75.99,76.14,76.46,75.71
75.98,75.68,76.27,75.27
75.53,75.72,75.87,75.28
75.78,75.26,75.95,75.13
75.07,74.59,75.19,74.50
74.64,74.30,74.72,74.23
73.97,73.82,74.16,73.74
74.07,73.81,74.35,73.57
73.57,73.70,73.92,73.30
72.50,71.94,72.77,71.79
72.14,71.94,73.06,71.62
72.01,72.60,72.61,71.88
72.24,73.05,73.31,72.24
72.93,73.54,73.77,72.59
73.83,73.64,73.93,72.92
73.37,74.73,75.25,73.10
74.60,73.68,74.64,73.55
73.51,74.23,74.50,73.44
73.87,73.51,74.27,73.32
74.12,74.27,74.87,73.40
73.79,72.61,74.10,72.36
72.33,71.88,72.94,71.18
71.78,72.03,72.33,71.50
72.25,72.07,73.53,72.03
72.10,71.78,72.26,71.69
71.92,72.02,72.24,71.58
71.87,71.57,71.89,71.25
72.09,72.01,72.91,71.71
72.27,72.02,72.50,71.69
72.27,73.39,73.46,72.03
73.08,72.97,73.64,72.82
73.31,73.10,73.88,72.98
73.07,73.76,73.88,72.75
73.88,73.02,74.00,72.92
73.83,72.26,73.88,72.24
72.91,72.30,73.08,72.26
72.57,72.11,72.85,71.98
72.20,72.59,72.82,72.15
72.42,73.11,73.39,72.30
73.32,73.29,73.44,72.92
73.31,73.61,73.88,73.11
73.03,72.30,73.46,71.91
72.04,71.56,72.13,71.02
73.21,73.73,74.14,72.76
73.97,73.12,74.06,72.99
73.41,73.20,73.44,72.88
73.39,73.02,73.57,72.75
73.45,73.25,74.10,73.00
73.38,73.90,74.12,73.05
74.23,73.48,74.50,73.39
73.55,73.45,73.62,73.23
73.67,73.57,74.18,73.20
73.82,73.00,73.82,72.30
72.56,72.59,73.40,72.50
72.26,72.25,72.87,71.94
72.24,72.30,72.63,71.87
71.90,71.86,72.69,71.82
71.83,70.30,72.15,70.07
70.00,70.33,70.39,69.56
70.84,70.02,70.84,69.72
70.70,71.44,71.44,70.33
71.27,71.34,71.48,70.91
71.46,71.40,71.69,71.23
71.52,71.98,72.08,71.38
71.83,72.58,72.61,71.83
72.67,72.16,72.85,72.11
72.02,72.71,72.74,71.76
73.00,73.56,73.83,72.97
73.45,73.11,73.50,72.69
73.50,72.27,73.50,72.20
72.27,73.04,73.37,71.96
73.15,73.50,73.68,72.69
73.75,72.93,73.83,72.64
73.09,73.17,73.48,72.75
73.12,73.68,73.95,73.09
73.73,73.76,74.26,73.34
73.87,73.43,74.05,73.33
73.50,73.35,73.84,73.02
73.24,72.85,73.56,72.72
73.15,73.36,73.40,72.96
73.31,75.05,75.06,73.00
75.32,75.61,76.20,75.11
75.40,75.13,75.56,74.64
74.60,74.84,75.05,74.28
74.74,74.64,74.93,74.39
74.65,74.26,74.84,74.05
74.16,73.91,74.31,73.20
73.55,72.83,73.95,72.81
72.80,73.73,73.83,72.58
75.09,76.31,76.31,75.02
76.25,76.38,76.52,75.98
76.51,76.57,76.96,76.41
76.45,76.35,76.70,76.22
76.16,76.14,76.43,75.81
76.30,77.00,77.10,76.25
77.16,78.20,78.22,77.00
78.36,77.92,78.43,77.77
78.66,79.24,79.82,78.54
78.74,79.33,79.40,78.58
79.05,79.66,79.71,79.00
79.81,79.79,80.05,79.60
79.95,80.25,80.31,79.31
79.95,80.68,80.69,79.90
80.36,80.34,80.88,80.22
80.96,82.14,82.49,80.80
82.39,82.45,82.76,81.84
82.62,82.51,82.75,81.86
82.42,82.21,82.50,82.04
81.94,81.23,82.17,81.20
79.75,79.29,80.83,79.25
79.20,79.97,80.00,79.00
79.61,79.91,80.25,79.51
80.24,80.80,80.96,80.04
80.42,80.91,80.96,80.28
80.86,81.80,81.81,80.67
81.75,82.38,82.46,81.66
82.11,82.69,82.73,82.11
83.07,82.31,83.08,82.23
82.44,82.50,82.69,82.39
82.19,82.69,82.83,81.89
83.14,83.48,84.11,82.79
83.50,84.76,84.87,83.48
84.64,83.81,84.69,83.81
82.87,82.61,83.14,82.27
82.99,82.94,83.19,82.67
83.28,81.94,83.67,81.94
82.33,81.94,82.51,81.51
81.84,82.83,83.09,81.78
82.99,82.65,83.20,82.65
82.55,82.87,82.99,82.28
82.85,82.93,82.95,82.40
83.23,84.07,84.46,83.12
84.52,84.43,84.74,84.21
84.44,84.30,84.65,83.98
84.70,84.44,84.75,84.24
84.33,84.68,84.95,84.33
84.80,84.53,84.95,84.12
84.53,85.18,85.32,84.48
85.22,85.63,85.70,85.18
85.15,85.47,85.66,84.98
84.81,85.43,85.62,84.59
85.56,85.08,85.85,84.82
84.17,84.03,84.96,83.83
83.79,83.00,84.15,82.67
83.30,84.76,84.86,83.27
84.98,84.61,85.03,84.11
84.85,85.04,85.08,84.52
84.84,85.43,85.54,84.65
85.16,85.90,85.93,85.01
85.81,84.47,85.95,84.33
83.84,83.92,84.35,83.65
84.01,83.33,84.08,83.11
83.46,83.67,83.86,83.27
82.81,83.54,83.64,82.33
83.55,83.23,83.70,82.85
83.50,83.55,83.82,82.97
83.73,84.56,84.82,83.67
84.66,84.32,84.78,84.17
84.15,84.14,84.38,83.88
83.97,82.41,84.09,82.37
82.87,83.22,83.23,82.50
82.89,82.52,83.00,82.09
83.05,82.37,83.19,81.95
82.68,82.99,83.43,82.41
83.01,83.26,83.43,82.24
83.38,83.74,83.99,83.01
83.80,83.50,83.94,83.12
84.55,85.42,85.88,84.18
85.36,85.71,85.98,85.13
85.77,86.27,86.46,85.60
86.39,85.84,86.39,85.61
85.82,84.82,85.90,84.65
84.83,85.33,85.45,84.80
85.93,86.09,86.48,85.80
86.13,87.04,87.55,86.07
87.43,88.66,88.95,87.31
88.39,89.03,89.96,87.84
88.50,88.23,89.00,88.03
88.16,88.34,88.83,88.11
88.14,88.04,88.38,87.80
88.26,88.40,88.72,88.16
88.34,88.60,88.69,88.10
88.39,87.85,88.65,87.70
87.96,88.70,88.74,87.87
88.62,88.55,88.85,88.35
88.55,88.78,89.42,88.51
88.73,88.14,89.54,87.77
87.60,87.31,87.81,87.00
86.72,86.83,86.90,86.38
87.23,86.75,87.50,86.36
86.35,86.34,86.61,86.06
86.41,86.36,86.77,86.31
86.32,85.90,86.78,85.87
85.87,86.25,86.42,85.62
86.25,85.96,86.84,85.78
85.77,84.96,85.91,84.68
84.71,84.76,85.05,84.20
85.21,86.37,86.50,85.10
86.54,86.35,86.57,85.94
85.74,85.65,86.25,85.50
86.22,85.51,86.42,85.14
85.51,86.32,86.48,85.11
86.23,85.91,86.81,85.59
86.44,86.54,86.80,85.96
86.80,87.43,87.82,86.77
87.52,86.37,87.66,86.31
85.82,84.89,85.84,84.38
