OCC,Optical Cable Corporation - Common Stock,NASDAQ
2.39,2.26,2.40,2.21
2.39,2.35,2.40,2.35
2.32,2.25,2.32,2.25
2.22,2.28,2.39,2.16
2.21,2.20,2.21,2.20
2.56,2.78,2.86,2.40
2.98,2.90,2.98,2.85
2.78,2.81,2.99,2.78
2.85,2.92,2.92,2.75
2.87,2.90,2.90,2.81
2.92,2.89,2.92,2.79
2.92,2.96,2.97,2.91
2.89,2.97,3.00,2.89
2.95,2.92,2.98,2.92
2.83,2.84,2.92,2.83
2.90,2.91,2.92,2.80
2.89,2.82,2.89,2.80
2.80,2.80,2.81,2.80
2.75,2.84,2.84,2.75
2.84,2.88,2.90,2.84
2.80,2.72,2.80,2.72
2.88,2.79,2.90,2.79
2.89,2.89,2.90,2.89
2.87,2.85,2.90,2.82
2.83,2.82,2.83,2.82
2.80,2.80,2.80,2.80
2.79,2.80,2.90,2.75
2.79,2.82,2.82,2.78
2.79,2.79,2.79,2.79
2.87,2.80,2.87,2.80
2.80,2.80,2.80,2.67
2.69,2.75,2.75,2.65
2.75,2.70,2.75,2.70
2.86,3.10,3.39,2.86
3.19,3.20,3.55,3.19
3.16,3.28,3.35,3.16
3.23,3.25,3.35,3.21
3.25,3.19,3.27,3.03
3.19,3.21,3.25,3.10
3.20,3.22,3.27,3.15
3.22,3.18,3.25,3.05
3.15,3.18,3.23,3.13
3.20,3.31,3.31,3.20
3.04,3.20,3.28,3.04
3.22,3.18,3.22,3.00
3.18,3.13,3.20,3.05
3.13,3.13,3.13,3.05
3.06,3.13,3.13,3.06
3.05,3.10,3.15,3.05
3.06,3.06,3.08,3.00
3.02,2.98,3.02,2.90
3.02,3.03,3.03,2.96
3.00,3.03,3.03,3.00
3.03,3.02,3.03,2.98
2.97,2.95,2.99,2.90
2.87,3.03,3.03,2.85
3.06,3.06,3.08,3.02
3.05,3.01,3.10,2.96
3.06,3.05,3.07,3.05
3.05,3.05,3.05,3.05
3.00,2.91,3.00,2.85
3.03,2.96,3.03,2.90
2.95,2.94,2.98,2.90
2.90,2.98,3.00,2.88
2.94,2.96,2.96,2.87
2.97,2.95,2.97,2.89
2.86,2.90,2.93,2.85
2.88,2.80,2.90,2.75
2.80,2.75,2.88,2.75
2.75,2.78,2.88,2.67
2.78,2.90,2.90,2.71
2.85,2.96,2.96,2.77
2.99,3.00,3.00,2.98
2.99,3.09,3.09,2.96
3.04,3.02,3.10,3.02
3.07,3.16,3.16,3.02
3.18,3.18,3.18,3.09
3.10,3.17,3.17,3.08
3.04,3.16,3.16,3.02
3.09,3.14,3.14,3.08
3.10,3.16,3.16,3.08
3.08,3.18,3.18,3.08
3.12,3.12,3.12,3.05
3.10,3.22,3.22,3.10
3.22,3.27,3.29,3.22
3.30,3.30,3.36,3.29
3.31,3.30,3.31,3.21
3.27,3.30,3.33,3.15
3.30,3.30,3.35,3.30
3.33,3.40,3.40,3.28
3.33,3.47,3.47,3.33
3.47,3.56,3.59,3.47
3.59,3.70,3.82,3.50
3.79,3.74,3.85,3.74
3.71,3.50,3.71,3.46
3.43,3.45,3.70,3.43
3.52,3.70,3.77,3.52
4.50,4.91,5.40,4.42
5.25,5.10,5.25,4.75
5.22,5.24,5.41,4.92
5.19,5.74,5.75,5.19
5.72,5.67,5.85,5.10
5.77,6.10,6.11,5.62
6.15,6.22,6.47,5.94
6.33,6.32,6.50,6.05
6.48,5.38,6.48,5.30
5.52,5.80,5.89,5.44
5.96,6.05,6.16,5.80
6.05,5.67,6.05,5.35
5.65,5.93,6.15,5.65
6.03,5.82,6.04,5.67
5.88,6.23,6.24,5.80
6.25,6.75,6.88,6.23
6.71,6.36,6.75,6.36
6.45,6.60,6.80,6.20
6.66,6.60,6.95,6.59
6.57,5.85,6.62,5.76
6.23,6.09,6.23,5.51
6.03,6.17,6.25,5.67
6.22,6.20,6.69,5.96
6.28,6.25,6.40,5.95
6.16,6.50,6.55,6.16
6.47,6.31,6.70,6.22
6.32,6.45,6.54,6.26
6.55,7.02,7.41,6.34
7.10,6.57,7.18,6.54
6.65,5.87,6.65,5.50
5.85,5.82,5.90,5.39
5.78,5.76,5.98,5.63
5.63,5.40,5.74,5.26
5.28,5.50,5.58,5.00
5.51,5.31,5.56,5.30
5.00,4.87,5.09,4.68
4.76,4.80,5.24,4.66
4.85,4.51,4.96,4.50
4.56,4.31,4.56,4.21
4.27,4.48,4.57,4.17
4.52,4.38,4.56,4.30
4.40,4.75,4.90,4.40
4.89,4.68,5.04,4.65
4.72,4.61,4.76,4.55
4.63,4.63,4.73,4.60
4.63,4.54,4.71,4.50
4.50,4.46,4.63,4.35
4.32,4.90,5.05,4.32
5.04,5.05,5.11,4.90
5.10,5.13,5.26,5.07
5.14,5.14,5.17,5.06
5.08,5.06,5.14,4.91
4.96,4.98,5.05,4.93
4.54,4.84,4.91,4.52
5.02,4.75,5.02,4.52
4.77,4.58,4.77,4.58
4.64,4.62,4.66,4.58
4.57,4.63,4.67,4.57
4.59,4.74,5.11,4.58
4.52,4.69,4.69,4.52
4.93,4.91,5.01,4.75
5.10,4.92,5.10,4.91
4.89,4.86,5.06,4.78
4.81,4.80,4.93,4.75
4.71,4.59,4.87,4.58
4.70,4.54,4.77,4.53
4.54,4.40,4.56,4.30
4.39,4.49,4.49,4.30
4.41,4.47,4.58,4.40
4.71,4.71,4.83,4.42
4.65,4.51,4.69,4.34
4.45,4.45,4.49,4.45
4.49,4.79,4.79,4.45
4.72,4.60,4.84,4.60
4.59,4.81,4.81,4.55
4.69,4.63,4.69,4.60
4.66,4.83,4.83,4.56
4.85,4.82,4.97,4.71
4.74,4.92,5.29,4.74
4.76,4.61,4.77,4.58
4.61,4.42,4.61,4.39
4.45,4.47,4.57,4.40
4.45,4.47,4.47,4.41
4.45,4.38,4.60,4.25
4.50,4.45,4.60,4.31
4.54,4.44,4.60,4.43
4.46,4.34,4.55,4.25
4.17,4.22,4.32,4.17
4.28,4.43,4.43,4.28
4.42,4.22,4.56,4.22
4.22,4.27,4.29,4.20
4.27,4.36,4.37,4.26
4.34,4.14,4.34,3.88
4.17,4.30,4.48,4.17
4.38,4.10,4.46,3.91
4.10,4.26,4.26,3.93
4.19,4.30,4.45,4.19
4.37,4.16,4.37,3.99
3.79,3.89,4.11,3.60
3.88,3.71,3.89,3.59
3.82,3.70,3.84,3.52
3.72,3.83,3.83,3.72
3.52,3.90,3.94,3.42
3.89,3.96,3.96,3.89
4.04,4.12,4.12,4.00
3.98,4.19,4.19,3.98
4.19,4.38,4.38,4.15
4.25,4.25,4.25,4.11
4.24,4.10,4.24,4.00
4.07,4.05,4.08,3.98
3.98,4.05,4.10,3.98
4.09,4.06,4.15,4.06
4.08,4.21,4.21,4.08
4.20,4.21,4.32,4.08
4.21,4.18,4.21,4.02
4.02,4.06,4.15,4.02
4.09,4.14,4.20,3.99
4.02,4.11,4.11,4.02
4.11,4.10,4.19,4.10
4.17,4.11,4.20,4.01
4.09,4.23,4.24,4.04
4.22,4.18,4.37,4.08
4.11,4.39,4.46,4.11
4.44,4.39,4.47,4.36
4.42,4.52,4.54,4.42
4.59,4.51,4.59,4.40
4.41,4.29,4.41,4.24
4.39,4.27,4.40,4.27
4.33,4.10,4.33,4.10
4.08,3.96,4.08,3.96
3.93,4.03,4.03,3.93
4.04,3.82,4.05,3.71
3.98,3.85,4.19,3.85
4.00,4.08,4.08,3.98
4.09,3.59,4.09,3.59
4.07,3.95,4.07,3.89
3.68,3.49,3.94,3.30
3.51,3.30,3.59,3.30
3.53,3.49,3.64,3.41
3.49,3.70,3.93,3.48
3.83,4.00,4.09,3.79
4.03,4.01,4.09,3.95
4.04,3.83,4.18,3.77
3.84,3.71,3.84,3.67
3.59,3.64,3.64,3.59
3.62,3.62,3.62,3.60
3.76,3.74,3.76,3.65
3.88,3.68,3.88,3.65
3.98,3.96,4.00,3.66
3.74,4.05,4.05,3.73
4.00,4.00,4.00,3.65
3.99,3.90,3.99,3.76
3.88,3.85,3.88,3.83
3.90,3.80,3.90,3.80
3.80,3.80,3.80,3.80
3.70,3.80,3.80,3.70
3.70,3.80,3.80,3.70
3.80,3.68,3.80,3.63
3.73,3.65,3.73,3.65
3.65,3.65,3.65,3.65
3.65,3.59,3.67,3.39
3.59,3.49,3.59,3.39
3.40,3.30,3.40,3.26
3.39,3.44,3.49,3.39
3.45,3.75,3.81,3.45
3.75,3.70,3.75,3.70
3.66,3.51,3.66,3.49
3.66,3.66,3.88,3.66
3.67,3.42,3.67,3.31
3.40,3.66,3.66,3.40
3.59,3.47,3.72,3.43
3.75,3.74,3.76,3.64
3.74,3.58,3.74,3.58
3.41,3.40,3.41,3.40
3.27,3.27,3.27,3.16
3.19,3.24,3.24,3.19
3.28,3.28,3.28,3.23
3.28,3.32,3.32,3.26
3.37,3.42,3.42,3.35
3.21,3.27,3.72,3.18
3.20,3.42,3.50,3.20
3.20,3.28,3.28,3.20
3.47,3.26,3.50,3.21
3.26,3.25,3.26,3.24
3.25,3.30,3.30,3.06
3.69,3.50,3.69,3.50
3.25,3.32,3.32,3.25
3.35,3.40,3.70,3.35
3.49,3.35,3.49,3.35
3.32,3.45,3.50,3.25
3.50,3.48,3.51,3.47
3.45,3.45,3.50,3.39
3.79,3.70,3.79,3.63
3.69,3.88,3.90,3.59
3.53,3.54,3.56,3.52
3.51,3.58,3.58,3.45
3.49,3.80,3.85,3.49
3.90,3.79,3.90,3.78
3.79,3.79,3.79,3.79
3.48,3.72,3.72,3.48
3.48,3.46,3.50,3.46
3.48,3.48,3.54,3.46
3.45,3.45,3.54,3.45
3.50,3.47,3.64,3.42
3.47,3.47,3.47,3.47
3.44,3.52,3.60,3.44
3.50,3.45,3.50,3.45
3.48,3.50,3.74,3.48
3.52,3.53,3.71,3.52
3.72,3.73,3.75,3.70
3.77,3.78,3.78,3.40
3.77,3.69,3.78,3.40
3.63,3.65,3.65,3.63
3.65,3.65,3.65,3.65
3.35,3.26,3.37,3.26
3.33,3.34,3.60,3.33
3.53,3.52,3.53,3.25
3.24,3.39,3.48,3.24
3.33,3.34,3.48,3.25
3.52,3.60,3.60,3.48
3.60,3.60,3.60,3.60
3.35,3.31,3.58,3.31
3.37,3.30,3.37,3.30
3.60,3.31,3.60,3.31
3.29,3.37,3.59,3.26
3.34,3.26,3.60,3.25
3.60,3.37,3.60,3.36
3.24,3.05,3.27,3.00
3.15,3.36,3.36,3.10
3.02,3.17,3.40,3.01
3.35,3.20,3.35,3.20
3.03,3.02,3.20,3.02
3.05,3.04,3.15,3.03
3.14,3.10,3.14,3.06
3.16,3.04,3.16,2.74
2.87,3.05,3.20,2.87
3.01,3.01,3.01,2.91
3.00,3.19,3.19,3.00
3.48,3.38,3.48,3.17
3.33,3.49,3.49,3.33
3.36,3.46,3.51,3.36
3.41,3.48,3.48,3.40
3.54,3.51,3.54,3.46
3.50,3.49,3.51,3.41
3.54,3.54,3.54,3.54
3.45,3.46,3.47,3.45
3.42,3.59,3.59,3.42
3.60,3.50,3.70,3.50
3.54,3.68,3.69,3.50
3.70,3.55,3.77,3.50
3.50,3.76,3.78,3.20
3.75,3.48,3.77,3.28
3.57,3.55,3.57,3.50
3.51,3.68,3.68,3.51
3.71,3.68,3.72,3.62
3.59,3.59,3.59,3.59
3.56,3.42,3.56,3.42
3.42,3.54,3.54,3.40
3.50,3.55,3.55,3.50
3.54,3.55,3.55,3.40
3.50,3.46,3.55,3.40
3.40,3.41,3.57,3.26
3.45,3.38,3.46,3.38
3.27,3.38,3.49,3.27
3.46,3.46,3.46,3.46
3.46,3.46,3.46,3.46
3.54,3.34,3.54,3.26
3.45,3.39,3.45,3.35
3.44,3.47,3.54,3.44
3.52,3.50,3.62,3.50
3.59,3.56,3.61,3.52
3.61,3.45,3.62,3.37
3.45,3.45,3.45,3.45
3.52,3.40,3.54,3.40
3.38,3.50,3.50,3.38
3.50,3.41,3.50,3.41
3.41,3.49,3.52,3.40
3.50,3.52,3.52,3.50
3.52,3.51,3.52,3.40
3.51,3.51,3.51,3.51
3.51,3.46,3.52,3.45
3.32,3.36,3.51,3.31
3.36,3.36,3.36,3.36
3.26,3.44,3.44,3.26
3.44,3.48,3.50,3.31
3.36,3.34,3.36,3.28
3.34,3.40,3.40,3.26
3.34,3.35,3.35,3.34
3.36,3.36,3.36,3.36
3.35,3.55,3.55,3.31
3.54,3.42,3.58,3.42
3.42,3.45,3.45,3.42
3.42,3.40,3.42,3.35
3.51,3.40,3.51,3.35
3.44,3.48,3.48,3.44
3.39,3.35,3.39,3.35
3.36,3.36,3.36,3.36
3.42,3.48,3.50,3.40
3.48,3.48,3.48,3.40
3.50,3.51,3.53,3.50
3.54,3.45,3.54,3.45
3.53,3.45,3.61,3.45
3.45,3.45,3.45,3.45
3.55,3.55,3.55,3.55
3.53,3.45,3.55,3.45
3.52,3.52,3.52,3.41
3.54,3.53,3.55,3.41
3.53,3.53,3.53,3.53
3.37,3.28,3.49,3.11
3.29,3.14,3.29,3.12
3.11,3.10,3.22,3.10
3.20,3.20,3.26,3.10
3.19,3.25,3.25,3.19
3.12,3.10,3.23,3.10
3.19,3.22,3.22,3.10
3.22,3.22,3.22,3.22
3.20,3.08,3.20,3.08
3.06,3.10,3.20,3.06
3.20,3.17,3.20,3.17
3.08,3.15,3.15,2.98
3.15,3.16,3.16,3.15
3.12,3.18,3.18,3.02
3.07,3.15,3.15,3.07
3.12,3.02,3.15,3.00
3.02,3.02,3.02,3.02
3.01,3.09,3.09,3.00
3.00,2.98,3.01,2.86
2.98,2.99,3.05,2.98
2.98,3.09,3.19,2.98
2.99,2.98,2.99,2.98
3.11,3.11,3.11,2.98
3.11,2.99,3.11,2.99
2.98,2.98,3.09,2.98
2.98,2.68,3.00,2.68
2.89,2.83,2.89,2.69
2.91,2.85,2.91,2.85
2.90,2.69,2.90,2.69
2.71,2.95,3.00,2.71
2.87,2.70,2.87,2.68
2.69,2.86,2.91,2.69
2.69,2.66,2.70,2.65
2.72,2.80,2.80,2.72
2.76,2.74,2.87,2.74
2.73,2.73,2.76,2.73
2.87,2.87,2.87,2.78
2.88,2.94,2.94,2.88
2.94,2.92,2.99,2.90
3.70,3.80,4.44,3.55
3.58,3.86,4.00,3.58
3.65,3.69,3.80,3.34
3.69,3.67,3.80,3.64
3.84,3.71,3.92,3.66
3.72,3.88,3.95,3.71
3.85,4.40,4.40,3.85
4.48,4.25,4.48,4.03
4.23,4.25,4.46,4.23
4.21,4.49,4.49,4.20
4.37,4.45,4.47,4.26
4.28,4.52,4.65,4.28
4.54,4.69,4.70,4.27
4.60,4.63,4.70,4.41
4.45,4.33,4.54,4.31
4.50,4.50,4.61,4.50
4.68,4.50,4.68,4.29
4.58,4.33,4.68,4.33
4.50,4.61,4.75,4.50
4.67,4.60,4.67,4.60
4.53,4.69,4.79,4.53
4.70,4.74,4.75,4.51
4.65,4.74,4.83,4.64
4.50,4.72,4.76,4.50
4.66,4.79,4.84,4.58
4.79,4.78,4.87,4.78
4.84,4.70,4.89,4.68
4.75,4.60,4.77,4.37
4.60,4.35,4.60,4.35
4.24,4.27,4.43,4.20
4.28,3.93,4.29,3.71
3.99,3.95,4.15,3.95
4.01,3.78,4.18,3.72
3.93,3.99,4.08,3.93
4.00,3.88,4.00,3.81
3.88,3.94,3.97,3.85
3.87,3.68,3.87,3.68
3.72,3.79,3.86,3.63
3.68,3.76,3.77,3.52
3.75,3.75,3.75,3.75
3.70,3.58,3.70,3.53
3.49,3.59,3.60,3.49
3.53,3.66,3.73,3.51
3.65,3.75,3.75,3.65
3.75,3.78,3.78,3.75
3.73,3.96,3.98,3.58
3.68,3.89,3.89,3.68
3.76,3.85,3.85,3.73
3.85,3.83,3.85,3.83
3.77,3.90,3.90,3.77
3.83,3.90,3.90,3.77
3.81,4.05,4.05,3.81
3.92,3.97,3.97,3.92
3.94,3.94,3.94,3.94
3.93,3.99,3.99,3.72
3.86,4.00,4.00,3.86
3.99,3.99,3.99,3.99
3.99,3.80,3.99,3.78
3.75,3.98,3.98,3.65
3.71,3.90,3.90,3.71
3.76,3.84,3.84,3.73
3.80,3.96,3.96,3.80
3.97,3.83,3.97,3.79
3.95,3.86,3.95,3.76
5.00,4.45,5.16,4.40
4.53,4.52,4.70,4.45
4.67,4.36,4.67,4.21
4.37,4.49,4.50,4.35
4.45,4.65,4.65,4.39
4.71,4.57,4.71,4.51
4.52,4.42,4.52,4.27
4.40,4.59,4.60,4.40
4.49,4.49,4.49,4.36
4.60,4.80,4.80,4.57
4.80,4.68,4.80,4.67
4.60,4.56,4.63,4.56
4.69,4.56,4.70,4.56
4.56,4.38,4.56,4.38
4.53,4.40,4.53,4.40
4.40,4.40,4.51,4.39
4.60,4.47,4.60,4.47
4.55,4.49,4.55,4.49
4.41,4.49,4.58,4.39
4.49,4.47,4.49,4.43
4.54,4.33,4.54,4.31
4.49,4.50,4.50,4.33
4.53,4.51,4.66,4.45
4.59,4.52,4.65,4.51
4.45,4.39,4.45,4.37
4.41,4.29,4.41,4.28
4.37,4.45,4.49,4.33
4.31,4.35,4.46,4.31
4.40,4.30,4.40,4.30
4.35,4.31,4.40,4.31
4.24,4.38,4.42,4.24
4.38,4.41,4.46,4.38
4.41,4.41,4.41,4.41
4.23,4.15,4.40,4.15
4.15,4.20,4.21,4.15
4.20,4.15,4.25,4.01
4.17,4.26,4.30,4.17
4.28,4.26,4.30,4.26
4.27,4.27,4.27,4.27
4.39,4.29,4.42,4.22
4.38,4.23,4.38,4.23
4.25,4.20,4.28,4.20
4.20,4.25,4.27,4.20
4.28,4.25,4.28,4.25
4.25,4.24,4.25,4.20
4.24,4.17,4.24,4.16
4.17,4.20,4.20,4.15
4.19,4.20,4.25,4.17
4.20,4.17,4.32,4.15
4.17,4.08,4.20,4.05
4.08,4.08,4.08,4.08
4.06,4.12,4.12,4.06
4.07,4.10,4.10,4.06
4.06,4.07,4.08,4.06
4.06,4.21,4.21,4.02
4.34,4.14,4.34,4.14
4.15,4.16,4.16,3.99
4.19,4.42,4.44,4.14
4.29,4.17,4.43,4.17
4.21,4.22,4.22,4.21
4.28,4.33,4.41,4.26
4.27,4.20,4.27,4.20
4.08,4.22,4.29,4.08
4.21,4.20,4.25,4.20
4.26,4.20,4.26,4.20
4.06,4.20,4.20,4.06
4.17,4.21,4.21,4.05
4.07,4.20,4.23,4.06
4.19,4.25,4.25,4.19
4.28,4.38,4.45,4.24
3.95,3.78,3.95,3.22
3.78,3.77,3.78,3.61
3.78,3.76,3.80,3.70
3.80,3.75,3.80,3.70
3.79,3.72,3.81,3.65
3.70,3.72,3.83,3.70
3.87,3.73,3.88,3.69
3.80,3.94,4.14,3.80
4.06,4.03,4.06,3.70
4.03,3.85,4.05,3.79
3.84,3.89,4.18,3.84
3.95,4.06,4.06,3.95
4.07,4.05,4.08,3.95
4.00,4.01,4.01,4.00
4.03,4.00,4.03,3.86
4.00,3.97,4.00,3.90
3.94,3.99,4.01,3.94
4.02,3.90,4.02,3.90
3.98,3.91,3.98,3.90
3.95,3.95,3.95,3.95
3.98,4.00,4.04,3.98
4.04,4.03,4.19,3.95
4.05,3.95,4.05,3.94
4.00,4.05,4.05,4.00
4.10,4.08,4.18,4.06
4.17,4.17,4.20,4.02
4.30,4.31,4.43,4.03
4.35,4.16,4.35,4.05
4.29,4.31,4.31,4.20
4.30,4.22,4.30,4.17
4.30,4.26,4.31,4.18
4.23,4.24,4.24,4.23
4.19,4.18,4.19,4.15
4.19,4.10,4.21,4.03
4.10,4.02,4.10,4.02
4.03,4.09,4.21,3.99
4.15,4.18,4.30,4.05
4.06,4.03,4.08,3.90
3.96,4.02,4.02,3.93
4.02,4.00,4.26,3.91
4.00,4.00,4.02,4.00
4.00,4.09,4.15,3.97
4.06,4.02,4.06,4.01
4.04,4.08,4.15,3.92
4.07,4.05,4.08,3.99
4.22,4.05,4.22,3.93
4.05,4.04,4.05,4.04
4.05,4.05,4.05,3.97
3.93,4.07,4.07,3.93
3.94,4.10,4.19,3.94
4.16,4.11,4.20,4.11
4.19,4.25,4.25,4.11
4.17,4.22,4.30,3.94
4.22,4.25,4.30,4.22
4.26,4.30,4.30,3.98
4.30,4.25,4.31,4.20
4.30,4.17,4.37,4.02
4.00,4.18,4.29,4.00
4.20,4.10,4.20,4.00
4.05,4.05,4.10,3.99
4.02,4.10,4.11,3.98
4.10,4.13,4.13,4.10
4.13,4.08,4.13,4.08
4.07,4.01,4.08,4.00
4.04,4.15,4.15,4.00
4.15,4.20,4.20,4.15
4.16,4.22,4.22,4.04
4.12,4.17,4.17,4.06
4.15,4.15,4.15,4.15
4.00,4.15,4.15,4.00
4.06,3.98,4.06,3.98
3.87,4.04,4.27,3.83
4.15,4.15,4.16,3.94
4.08,4.14,4.14,4.08
4.13,4.17,4.26,4.13
4.25,4.25,4.25,4.25
4.21,4.19,4.23,4.19
4.24,4.20,4.31,4.06
4.28,4.19,4.30,4.19
4.15,4.25,4.25,4.15
4.30,4.16,4.36,3.95
4.19,4.31,4.31,4.18
4.29,4.18,4.31,4.18
4.27,4.30,4.31,4.16
4.00,4.00,4.00,4.00
4.56,4.13,4.56,4.06
4.20,4.20,4.20,4.20
4.27,4.20,4.27,4.12
4.21,4.18,4.21,4.11
4.03,4.17,4.17,4.03
4.28,4.26,4.28,4.26
4.25,4.30,4.30,4.05
4.20,4.20,4.20,4.20
4.24,4.18,4.33,4.08
4.10,4.25,4.25,4.10
4.24,4.24,4.24,4.24
4.14,4.20,4.24,4.14
4.18,4.23,4.23,4.18
4.43,4.11,4.43,4.11
4.15,4.30,4.48,4.15
4.20,4.45,4.50,4.20
4.36,4.52,4.52,4.31
4.47,4.48,4.56,4.47
4.46,4.42,4.50,4.37
4.49,4.52,4.56,4.49
4.16,4.30,4.31,4.16
4.40,4.45,4.62,4.40
4.57,4.35,4.58,4.35
4.32,4.67,4.67,4.32
4.83,4.44,4.94,4.37
4.40,4.42,4.50,4.40
4.47,4.47,4.47,4.47
4.48,4.40,4.50,4.40
4.45,4.50,4.60,4.45
4.53,4.30,4.53,4.30
4.40,4.50,4.52,4.31
4.51,4.69,4.69,4.42
4.61,4.50,4.69,4.50
4.31,4.20,4.36,4.20
4.13,4.10,4.15,4.08
4.00,4.20,4.25,4.00
4.12,4.10,4.34,4.01
4.16,4.27,4.32,4.12
4.13,4.20,4.43,4.13
