AGQ,ProShares Ultra Silver,NASDAQ
525.20,526.80,536.32,518.00
527.32,548.32,550.52,512.48
549.80,552.80,561.88,541.17
558.64,564.16,568.00,552.92
576.76,601.44,602.46,575.20
604.40,596.52,607.76,590.72
584.48,594.00,599.32,582.00
592.20,584.44,597.12,576.06
600.36,613.64,616.48,599.81
617.92,615.84,622.96,610.20
617.24,613.16,626.16,598.28
620.20,656.68,658.24,618.12
659.08,689.08,703.04,658.56
720.88,709.04,726.84,693.04
714.20,730.16,741.40,712.92
720.12,663.92,724.68,650.52
700.64,719.28,720.96,688.28
727.32,745.04,749.28,720.72
766.36,779.20,780.60,760.48
787.88,777.00,792.92,759.00
768.84,758.40,775.72,736.36
779.16,816.76,818.36,778.84
856.64,841.07,866.52,827.76
843.04,837.40,843.20,818.00
853.28,841.32,854.20,818.29
803.08,798.24,806.60,773.84
753.20,825.66,839.12,750.76
830.28,824.80,844.08,815.64
735.64,757.04,773.20,696.72
762.44,743.00,784.84,729.76
752.00,749.80,766.12,739.44
777.84,785.08,792.44,775.28
818.56,831.00,835.00,812.32
823.20,842.24,846.00,821.00
846.32,887.68,888.96,843.48
903.80,871.44,925.84,862.20
894.36,881.12,904.00,863.24
852.20,872.00,879.40,850.96
862.40,871.00,877.76,855.00
896.96,887.64,898.56,866.64
907.36,900.36,913.40,889.52
882.24,903.20,907.92,870.56
940.24,939.88,943.68,928.00
933.88,975.92,975.92,932.20
992.28,989.28,999.88,971.64
985.00,995.00,995.80,977.92
1024.60,1052.64,1054.96,1014.00
1072.36,1017.20,1077.60,994.92
1039.00,1011.72,1041.52,992.04
1033.88,1035.92,1046.80,1012.36
1056.48,1114.56,1114.56,1052.00
1131.16,1156.28,1156.68,1117.66
1170.44,1186.04,1192.28,1118.52
1177.48,1220.48,1225.68,1158.56
1255.08,1282.24,1293.04,1226.32
1315.68,1363.84,1366.00,1294.68
1450.48,1379.00,1450.56,1305.08
1312.52,1273.77,1313.96,1247.20
1320.56,1447.00,1455.68,1260.00
1464.88,1461.04,1528.32,1390.08
1481.36,1435.83,1505.51,1416.16
1265.20,1186.00,1396.84,1163.20
1177.56,1059.88,1205.08,1006.25
1040.16,936.80,1047.28,924.40
852.00,717.36,868.00,712.12
727.20,746.24,795.92,712.00
818.00,857.36,858.19,801.04
868.56,881.60,897.76,858.80
830.24,730.40,835.16,720.68
649.88,662.16,714.12,612.00
701.80,698.96,722.80,646.20
674.08,634.80,700.32,633.00
625.56,645.84,648.72,610.16
680.16,691.40,709.72,669.64
700.00,691.96,706.00,669.35
679.00,687.76,701.88,656.00
673.08,690.92,694.37,671.68
723.60,752.48,755.80,716.88
777.84,800.72,806.56,772.20
784.12,782.80,791.80,753.00
806.96,804.00,815.36,784.00
832.96,828.80,834.72,804.04
805.76,748.48,824.24,736.92
767.24,728.04,771.60,704.04
703.40,727.28,736.72,699.00
762.72,743.52,770.52,732.20
772.08,759.80,772.72,736.00
736.20,754.18,754.32,730.96
767.28,781.56,782.64,760.04
743.36,721.16,751.48,718.76
696.44,664.08,704.00,657.60
660.52,695.56,697.52,660.00
684.08,704.28,711.84,677.80
693.12,694.40,704.76,680.24
688.16,706.80,709.56,688.16
706.32,712.28,717.84,697.76
717.00,729.60,735.40,715.40
731.68,728.56,743.16,724.52
698.20,683.56,698.60,660.00
666.36,642.32,670.84,640.36
627.84,614.00,636.00,610.72
624.00,627.96,634.64,615.56
640.84,665.64,667.64,635.52
672.92,659.72,673.68,649.80
627.60,626.40,634.88,612.24
667.00,688.92,694.76,663.48
697.32,707.84,718.00,694.84
720.48,723.64,732.44,714.20
738.16,734.00,740.00,715.12
734.44,700.80,738.12,688.68
677.24,710.72,721.80,672.76
755.08,791.12,796.36,753.16
825.32,796.40,838.00,791.12
801.08,831.12,832.00,800.00
874.80,883.24,892.88,865.00
882.08,817.32,882.08,800.60
795.84,862.98,864.00,783.64
856.48,829.52,860.40,809.36
852.00,861.48,870.16,849.16
883.32,871.70,893.00,851.36
873.20,897.40,898.44,857.12
916.88,865.36,917.60,860.88
866.48,847.88,870.32,827.16
864.52,851.20,872.56,842.84
825.60,825.20,857.48,814.80
862.80,891.20,892.48,844.44
901.04,925.76,944.00,896.04
950.48,790.52,954.88,784.16
822.96,780.12,829.92,747.84
811.36,806.92,834.80,745.88
766.04,738.72,784.92,726.00
782.52,824.68,828.44,773.32
788.56,797.87,810.00,761.84
783.56,810.80,814.28,777.04
817.88,833.00,838.12,813.04
829.16,849.00,854.00,826.88
855.60,862.48,871.72,840.00
880.44,877.00,886.24,862.48
947.96,966.28,968.00,906.72
985.52,1009.28,1016.60,976.00
973.84,917.96,993.64,906.84
892.84,834.00,904.00,800.04
815.36,881.08,885.60,800.36
880.52,897.20,898.40,840.00
873.92,868.00,877.92,847.04
893.32,896.88,903.60,867.40
903.96,899.16,921.92,884.28
896.04,901.52,912.40,884.44
957.60,975.60,980.88,948.00
928.00,924.32,948.84,899.16
860.00,901.56,910.44,847.92
942.96,931.21,943.88,919.56
900.48,900.32,930.88,880.04
867.60,839.96,884.71,817.60
856.56,869.60,885.40,846.24
864.00,857.56,866.33,840.00
834.00,822.88,844.40,801.32
831.20,846.40,867.08,829.64
838.92,818.00,843.72,785.36
799.92,820.88,839.40,794.76
832.52,809.55,856.88,801.04
711.64,660.40,715.60,645.44
536.40,474.56,561.32,443.63
391.04,453.44,459.69,387.00
514.24,484.92,516.96,466.88
470.96,414.40,478.60,410.00
447.00,445.72,453.56,420.08
435.32,414.72,442.52,414.72
447.44,431.00,452.40,429.64
435.52,422.64,437.72,385.76
412.64,433.92,438.88,401.68
441.32,477.08,482.16,437.48
485.52,448.06,492.60,437.51
477.68,478.24,486.08,469.04
470.16,481.64,482.80,466.00
493.44,492.64,499.28,480.00
238.32,233.60,238.40,228.68
239.44,239.36,244.00,232.84
239.84,235.04,240.20,228.72
222.44,239.20,240.80,215.00
233.24,221.48,235.60,220.00
217.88,214.88,226.40,206.14
225.00,225.56,226.80,220.40
227.12,230.64,236.00,226.68
230.36,254.60,255.84,225.76
260.44,255.68,262.32,251.60
263.40,278.12,286.36,259.48
283.40,283.20,285.36,275.52
271.80,269.48,272.32,265.60
241.96,251.77,257.96,238.88
262.24,265.40,269.84,259.04
274.48,271.24,274.68,259.92
266.00,264.20,268.88,259.94
271.84,278.08,278.40,271.04
276.80,277.24,283.72,272.20
273.28,263.12,275.00,258.64
264.48,262.64,265.24,249.00
263.80,272.00,275.08,263.68
269.76,266.32,270.68,261.20
270.72,270.60,274.88,263.28
262.72,257.48,266.40,254.88
247.04,223.76,247.96,217.16
230.36,235.20,239.96,227.36
221.44,225.22,226.40,212.00
227.72,242.04,246.00,226.72
227.04,227.20,232.04,222.00
217.60,216.68,227.28,216.44
232.52,232.08,235.00,230.00
228.56,228.92,233.04,226.64
234.56,242.44,243.43,234.00
244.64,240.24,250.52,237.52
248.20,237.08,248.72,233.72
241.56,227.64,243.52,226.92
226.40,240.88,241.72,223.36
239.16,236.03,240.74,232.56
228.96,222.00,231.72,219.76
227.32,231.16,233.48,225.72
217.16,219.20,219.32,212.84
218.08,209.48,228.36,206.24
188.80,185.08,193.56,180.81
190.00,186.72,190.56,180.20
192.68,194.64,197.16,190.40
187.16,182.60,189.61,182.28
191.84,193.24,194.29,190.20
190.68,191.72,193.72,187.80
189.36,187.68,190.66,186.08
190.60,186.80,191.20,186.40
184.00,181.28,187.88,181.00
177.56,160.64,177.64,158.76
153.96,168.76,169.28,153.00
171.00,166.60,176.36,165.88
179.84,190.80,191.88,179.28
185.40,185.12,189.76,183.60
180.00,186.40,188.48,179.24
187.68,178.60,187.88,177.68
184.16,181.72,185.32,179.76
195.76,193.44,197.64,192.64
192.00,194.60,197.92,190.50
200.92,196.48,204.08,194.04
191.52,189.88,194.44,187.52
197.44,194.68,200.52,193.40
196.52,200.80,202.40,195.80
200.72,202.36,203.20,199.04
201.40,222.08,222.12,200.04
220.72,224.48,230.40,220.72
222.84,219.48,224.80,218.80
217.76,237.55,239.20,213.72
244.68,238.40,244.76,237.04
239.32,246.44,247.00,239.04
239.32,240.16,243.20,237.28
248.00,236.32,248.36,232.56
246.00,243.52,247.64,241.00
244.00,252.16,253.32,242.52
246.00,241.80,247.52,237.40
237.80,242.32,245.36,237.20
239.40,250.40,252.32,237.28
250.12,246.84,252.96,241.96
251.80,244.64,253.24,243.40
239.36,238.92,244.72,237.08
241.88,242.44,244.40,238.68
242.92,239.44,244.20,236.00
244.36,238.00,244.64,233.76
230.32,239.32,240.16,228.60
240.56,235.08,240.62,233.04
244.44,251.24,252.80,243.40
246.92,252.40,253.76,246.28
258.28,266.68,270.00,255.00
267.08,266.04,270.52,263.92
265.68,266.16,270.08,263.20
276.32,289.32,294.12,274.60
291.40,251.52,298.60,241.84
254.44,264.96,267.72,253.68
257.40,254.24,258.80,248.04
251.32,243.12,251.64,236.28
225.48,227.96,230.92,221.60
228.28,234.00,237.00,226.12
238.80,240.28,242.08,233.60
233.96,245.64,248.60,231.88
240.96,236.48,241.16,233.76
232.52,231.40,239.24,228.40
224.08,217.14,229.88,209.56
216.56,221.20,226.80,213.88
222.48,221.44,224.44,219.80
221.60,226.96,229.20,220.64
218.48,215.44,221.08,211.33
215.76,216.24,220.04,213.64
207.00,206.88,210.08,202.64
211.44,216.52,218.28,209.80
223.36,226.32,226.88,222.00
227.96,221.12,229.58,220.68
220.00,215.00,220.84,211.12
213.24,217.68,217.80,209.28
220.96,217.84,222.56,217.20
219.84,227.10,230.44,219.24
227.12,221.11,231.20,220.00
207.20,203.04,209.32,200.20
206.20,208.44,210.60,205.72
209.20,206.24,210.08,204.00
207.80,209.32,211.16,201.64
208.48,207.32,210.72,204.92
208.00,217.40,220.56,207.76
215.56,205.58,215.72,203.60
206.92,205.60,208.68,203.24
209.84,208.68,211.28,204.24
206.36,206.56,208.08,204.04
209.72,208.68,212.88,207.72
208.12,207.68,209.36,206.60
195.68,197.36,197.64,192.48
199.64,196.68,200.84,194.88
197.60,195.88,197.80,186.00
196.44,200.32,203.00,194.92
204.04,202.96,204.68,201.24
196.00,199.72,200.24,193.64
202.28,198.40,203.44,197.64
193.52,194.56,194.60,191.28
191.00,188.16,192.08,184.08
187.00,189.64,191.92,186.36
189.44,187.08,189.44,182.20
179.12,180.12,180.60,175.44
172.68,176.04,177.64,171.44
177.36,174.40,179.28,174.12
168.20,172.32,174.80,166.68
167.28,164.42,167.52,164.00
162.92,157.60,164.80,156.84
155.28,151.80,161.36,147.52
158.64,161.84,165.08,155.87
166.52,168.60,171.96,166.20
162.80,167.00,167.24,161.91
165.00,162.88,170.50,160.64
158.32,159.44,159.96,151.08
166.28,164.04,166.84,161.08
164.12,166.32,167.76,163.04
167.52,160.04,168.88,158.00
156.20,160.08,162.80,153.88
160.12,158.00,162.28,155.52
163.84,165.72,168.52,162.40
165.16,163.76,165.16,160.56
164.48,166.88,167.12,163.84
179.36,176.04,182.16,174.40
178.88,166.80,179.00,164.16
161.44,166.40,166.52,161.28
167.52,166.76,167.52,162.91
169.76,170.80,171.84,167.28
171.40,169.24,172.28,168.76
169.64,167.00,169.64,160.96
166.92,166.80,168.44,165.92
163.64,167.52,168.92,162.72
168.00,164.38,168.56,162.76
161.64,159.92,167.20,156.00
154.60,146.96,155.67,146.36
145.40,146.88,147.00,143.04
145.40,153.44,154.68,144.75
150.36,148.60,151.56,145.36
150.16,146.48,150.81,144.92
145.12,141.04,145.36,137.80
153.12,152.52,155.88,149.71
152.52,152.96,154.16,150.99
159.92,162.00,163.36,159.24
153.92,154.96,157.16,153.24
149.48,148.16,150.20,146.32
149.52,150.64,152.40,148.92
151.60,145.04,151.80,144.00
146.76,147.56,149.65,144.68
142.32,148.60,150.72,141.52
149.36,149.48,152.84,149.12
150.36,149.76,151.00,148.09
149.76,149.08,151.08,144.00
147.32,148.84,149.94,147.02
150.28,148.92,151.20,147.80
145.04,149.52,150.80,144.72
144.80,146.36,148.28,143.88
147.92,146.24,148.08,142.04
149.12,150.00,152.17,147.12
153.20,151.80,154.28,150.08
153.16,154.56,154.88,150.00
153.88,159.16,159.56,153.52
159.08,156.40,159.72,155.88
148.72,149.52,152.68,147.37
148.12,146.92,149.44,145.20
149.80,154.16,155.88,149.04
153.44,155.68,156.60,152.97
157.68,157.80,158.72,156.52
156.80,156.96,159.40,156.32
156.52,157.80,158.72,156.32
154.32,157.68,160.28,153.56
156.60,154.12,157.20,153.60
153.76,154.24,154.76,153.36
155.12,154.40,156.60,153.84
155.44,158.72,159.64,154.20
159.44,157.44,159.56,156.60
157.80,165.68,165.96,157.52
170.12,170.96,173.64,170.00
172.96,177.56,178.32,172.04
186.44,185.60,188.96,183.84
185.12,187.32,187.72,184.12
189.32,187.12,193.44,187.12
189.24,189.40,190.20,187.00
189.44,187.08,189.72,185.40
188.88,182.92,189.16,181.08
187.32,200.16,200.24,181.60
205.32,207.36,208.40,202.28
206.52,206.13,207.36,204.08
211.04,211.40,215.00,208.80
220.40,223.92,224.52,218.24
221.96,219.08,226.00,218.08
224.28,220.88,225.44,219.80
225.04,217.96,225.20,207.44
216.84,236.64,238.24,210.40
235.60,236.64,237.20,232.48
234.48,227.60,236.04,224.80
232.00,237.56,241.31,230.80
235.84,235.56,237.80,232.76
233.28,235.64,236.69,228.28
241.72,234.20,242.52,231.52
225.12,226.28,229.96,224.48
229.80,222.78,231.44,222.10
222.56,225.52,227.20,218.88
230.28,235.08,236.56,228.56
235.04,233.40,236.44,230.12
237.84,236.12,242.16,234.12
236.96,234.32,237.80,231.24
236.52,234.20,236.72,232.76
236.68,239.44,240.72,235.40
237.08,232.76,238.56,230.00
225.28,225.96,227.64,224.48
224.76,224.16,226.76,219.64
224.12,225.96,227.76,222.80
227.44,225.16,229.60,225.16
221.72,219.00,223.72,218.52
214.56,208.16,214.56,206.52
211.04,211.72,212.92,209.40
211.76,214.40,215.80,210.56
210.28,209.12,213.52,208.16
206.48,200.56,206.86,198.68
201.28,204.80,205.20,200.96
198.96,195.32,198.96,194.00
197.92,195.72,198.48,193.48
201.20,201.08,202.50,199.04
202.80,200.40,203.68,199.32
201.52,202.76,204.44,201.08
206.00,202.08,206.00,201.60
197.24,185.72,197.64,184.44
186.96,188.76,189.48,185.52
190.16,199.08,202.00,187.92
197.76,196.65,198.76,189.00
196.08,203.60,204.04,196.05
205.04,205.68,208.36,204.00
205.44,203.48,206.08,200.80
201.04,203.76,208.96,200.84
206.28,206.64,210.00,203.20
207.32,205.44,207.68,200.40
202.80,201.08,205.80,198.52
210.48,212.28,213.40,208.04
211.88,212.72,213.12,208.92
210.84,215.16,215.64,209.88
216.52,224.16,225.48,215.94
224.40,224.76,225.76,222.60
223.72,223.48,225.28,222.20
210.16,219.24,220.48,209.64
222.52,226.40,228.64,222.28
224.20,215.36,226.20,211.85
217.56,217.76,221.04,217.40
208.64,209.40,212.00,206.00
208.40,208.28,209.40,204.00
205.84,209.88,213.32,205.52
211.00,210.80,213.32,208.64
214.60,212.48,214.80,212.20
208.80,209.20,209.56,206.92
212.80,215.28,220.00,210.24
202.68,204.40,205.68,200.10
202.96,199.52,204.40,199.52
200.40,199.92,201.28,197.52
201.76,192.85,202.18,189.12
186.72,186.24,189.84,185.16
175.20,172.40,176.48,168.16
171.92,172.55,176.00,171.44
173.44,171.48,174.20,170.72
174.32,172.24,175.12,170.80
172.40,175.00,178.12,171.32
173.24,173.28,173.80,171.20
173.04,176.40,177.64,172.00
188.68,183.16,189.80,182.72
181.76,173.92,184.35,172.12
169.28,173.96,174.60,166.72
171.12,173.08,174.20,170.72
176.48,175.60,178.00,173.56
175.20,175.40,175.84,172.24
179.16,180.44,182.36,179.00
179.84,176.96,179.92,173.28
184.00,183.68,184.84,180.16
185.72,187.52,189.96,184.36
185.96,188.72,189.60,184.84
185.08,191.48,193.92,184.64
195.76,193.04,195.96,191.36
194.00,197.04,199.20,193.68
199.32,197.88,200.56,196.04
192.00,190.76,194.16,189.76
188.12,185.12,188.88,184.00
182.04,180.84,183.28,179.40
183.92,186.56,188.00,183.64
193.04,194.20,197.60,192.13
191.84,187.84,192.68,183.56
194.80,192.20,195.36,188.20
188.00,190.88,193.20,187.60
193.40,192.00,193.88,189.45
190.00,192.04,192.76,189.80
187.00,187.88,192.72,186.14
187.20,187.76,190.20,185.92
182.56,182.05,183.32,179.96
179.96,183.36,183.76,178.76
182.44,179.28,182.72,179.00
181.08,175.48,181.80,173.00
170.68,168.32,171.72,166.64
168.60,163.48,168.72,161.48
158.68,153.76,159.05,151.15
154.52,155.60,157.48,154.16
154.12,156.52,156.52,152.04
158.40,159.15,160.48,157.96
158.04,163.04,164.00,154.40
160.64,158.32,161.20,157.12
158.00,153.16,158.28,152.28
154.36,153.76,155.60,152.32
153.80,153.52,155.12,152.32
158.08,155.08,159.06,153.40
154.68,158.84,159.60,153.36
158.48,156.93,158.96,155.68
153.16,157.80,161.20,152.72
156.36,158.32,158.44,155.88
160.52,160.08,162.08,159.72
160.20,157.16,161.20,156.64
154.40,155.40,157.00,154.36
156.48,155.36,158.52,155.12
157.88,157.12,158.64,156.20
156.16,156.84,159.28,155.92
156.36,155.64,156.76,152.08
160.20,159.80,161.32,159.48
154.64,154.74,156.60,154.24
155.36,155.92,157.04,154.28
155.48,154.80,155.92,154.04
150.72,154.40,155.36,148.40
152.28,151.00,153.76,149.36
147.32,147.48,148.08,145.63
142.84,139.24,143.40,138.76
139.12,136.44,140.08,133.92
134.08,135.48,136.44,132.92
137.76,139.64,140.08,136.44
138.00,138.96,139.60,137.84
140.56,146.37,147.44,140.32
145.76,142.72,145.96,141.64
142.56,142.84,145.12,142.00
136.00,127.64,136.76,126.84
103.24,95.92,104.28,95.92
102.80,100.00,103.20,98.00
99.60,98.04,102.20,96.84
98.00,97.72,99.96,97.12
100.12,97.72,100.16,95.40
100.76,99.44,101.12,98.56
95.80,95.76,96.48,94.12
97.28,97.80,98.32,95.00
101.36,107.00,107.80,101.04
107.24,103.64,109.12,101.24
106.64,107.44,108.68,105.29
107.20,106.89,107.20,104.76
100.00,101.32,103.88,97.88
104.32,102.72,105.00,102.04
103.52,105.08,107.80,102.84
104.68,104.20,105.04,102.96
100.68,103.64,103.96,99.80
103.40,103.60,104.20,101.44
102.52,101.32,104.04,100.28
97.96,102.32,102.64,97.12
102.00,100.80,102.60,100.64
98.24,98.64,101.08,98.08
95.04,91.68,95.71,91.36
90.96,93.00,93.88,90.60
92.16,88.56,92.73,88.52
83.64,95.08,97.04,83.56
88.96,90.08,91.88,87.60
93.00,89.04,97.76,88.52
90.20,92.00,92.52,88.68
90.04,89.80,91.56,89.48
90.12,89.28,92.00,88.24
89.80,90.68,91.08,89.16
94.68,92.96,95.84,92.40
89.60,88.40,90.36,88.28
90.32,92.72,94.62,89.52
90.64,91.20,91.40,89.20
91.24,91.16,93.08,90.64
90.80,92.44,94.08,90.20
86.88,83.48,88.44,83.40
85.12,85.96,87.40,84.52
83.12,84.12,85.04,82.72
84.32,84.72,86.80,83.96
84.40,84.96,86.28,83.32
