VISN,VisionChina Media,NASDAQ
5.67,5.37,5.67,5.26
5.20,5.22,5.22,5.20
5.40,5.39,5.40,5.29
5.32,5.27,5.47,5.12
5.21,5.23,5.63,5.16
5.23,5.18,5.26,5.13
5.46,5.21,5.46,5.21
5.12,5.12,5.27,5.12
5.13,5.12,5.21,4.95
5.17,5.10,5.59,5.10
5.06,5.15,5.58,4.87
5.03,4.99,5.06,4.87
4.97,4.72,4.97,4.60
4.78,5.67,5.95,4.78
5.25,4.86,5.50,4.86
4.98,4.20,4.98,4.00
4.01,4.12,4.40,4.01
4.11,4.00,4.24,3.82
4.05,4.05,4.05,3.94
4.15,4.00,4.19,3.85
3.95,3.92,4.20,3.89
3.90,3.90,4.07,3.90
3.90,3.94,3.94,3.90
4.00,4.13,4.36,3.95
4.12,4.00,4.27,4.00
4.24,4.06,4.24,4.00
