VISN,VisionChina Media,NASDAQ
4.10,4.03,4.10,3.90
4.07,4.08,4.20,3.96
4.10,4.16,4.16,4.05
4.15,4.13,4.15,4.06
4.12,4.10,4.20,4.00
4.01,4.12,4.15,4.01
4.12,4.33,4.38,4.12
4.35,4.30,4.38,4.26
4.32,4.35,4.43,4.32
4.32,4.26,4.40,4.11
4.25,4.14,4.31,4.07
4.13,4.15,4.25,4.11
4.10,4.50,4.67,4.10
4.39,4.52,4.68,4.39
4.52,4.45,4.65,4.35
4.44,4.34,4.55,4.25
4.17,4.24,4.30,4.10
4.25,4.22,4.26,4.11
4.16,4.18,4.30,4.16
4.30,4.10,4.30,4.10
4.09,4.13,4.19,4.00
4.15,4.14,4.20,4.10
4.13,4.14,4.16,4.05
4.10,3.95,4.12,3.93
3.98,3.94,4.09,3.91
3.94,3.99,4.06,3.94
3.97,4.00,4.00,3.94
4.00,4.00,4.05,3.97
4.03,3.81,4.03,3.78
3.78,3.62,3.83,3.57
3.62,3.79,3.79,3.55
3.74,3.70,3.85,3.67
3.77,3.37,3.78,3.37
3.37,3.37,3.44,3.29
3.32,3.24,3.59,3.24
3.28,3.25,3.34,3.19
3.22,3.01,3.23,2.96
3.00,2.73,3.02,2.73
2.76,2.77,2.88,2.70
2.76,2.83,2.93,2.74
2.85,2.79,2.98,2.72
2.81,2.39,2.83,2.38
2.39,2.51,2.53,2.22
2.52,2.76,2.87,2.44
2.73,2.64,2.85,2.63
2.63,2.59,2.66,2.49
2.60,2.55,2.73,2.54
2.55,2.57,2.60,2.44
2.75,2.67,2.82,2.56
2.65,2.81,2.84,2.65
2.78,2.83,2.83,2.72
2.81,2.99,2.99,2.76
2.96,2.82,2.98,2.81
2.77,2.80,2.81,2.75
2.82,2.97,2.98,2.82
2.89,2.90,2.95,2.86
2.86,2.70,2.89,2.65
2.71,2.78,2.85,2.70
2.78,2.78,2.82,2.77
2.77,2.80,2.81,2.70
2.79,2.76,2.79,2.70
2.71,2.55,2.72,2.42
2.55,2.55,2.59,2.51
2.54,2.52,2.59,2.50
2.57,2.56,2.57,2.51
2.55,2.90,2.96,2.55
2.79,2.81,2.86,2.73
2.80,2.80,2.81,2.78
2.73,2.67,2.73,2.64
2.70,2.83,2.96,2.70
2.79,2.71,2.80,2.68
2.76,2.55,2.78,2.51
2.53,2.26,2.55,2.20
2.26,2.42,2.44,2.25
2.38,2.34,2.38,2.30
2.36,2.45,2.52,2.25
2.00,2.16,2.26,2.00
2.24,2.23,2.40,2.02
2.14,2.16,2.22,2.10
2.17,2.31,2.35,2.17
2.33,2.19,2.35,2.10
2.24,2.12,2.28,2.05
2.11,2.03,2.18,1.98
2.02,1.94,2.06,1.92
1.86,1.92,1.92,1.75
1.88,1.78,1.99,1.73
1.81,1.63,1.81,1.58
1.66,1.78,1.79,1.65
1.76,1.74,1.79,1.72
1.77,1.73,1.78,1.66
1.71,1.80,1.80,1.71
1.82,1.84,1.88,1.79
1.84,1.78,1.89,1.78
1.76,1.87,1.92,1.75
1.92,1.97,2.05,1.90
1.94,1.86,1.95,1.82
1.79,1.96,1.98,1.70
2.01,1.96,2.01,1.90
1.94,1.89,1.98,1.87
1.88,1.83,1.88,1.77
1.81,1.88,1.88,1.79
1.89,1.88,1.89,1.84
1.87,1.87,1.91,1.87
1.90,1.91,1.92,1.87
1.91,1.78,1.91,1.66
1.73,1.77,1.79,1.68
1.77,1.73,1.79,1.71
1.72,1.64,1.74,1.63
1.58,1.62,1.80,1.58
1.64,1.70,1.78,1.64
1.72,1.77,1.84,1.67
1.80,1.86,1.95,1.75
1.88,1.88,1.95,1.83
1.93,1.88,1.93,1.72
1.85,1.83,1.88,1.79
1.79,1.44,1.94,1.30
1.43,1.50,1.58,1.39
1.52,1.46,1.52,1.42
1.45,1.46,1.50,1.43
1.45,1.45,1.48,1.43
1.47,1.45,1.48,1.38
1.41,1.44,1.48,1.36
1.46,1.64,1.66,1.46
1.63,1.70,1.77,1.63
1.76,1.90,1.92,1.74
1.87,1.74,1.87,1.72
1.78,1.76,1.80,1.70
1.77,1.82,1.85,1.77
1.86,1.76,1.86,1.75
1.80,1.75,1.88,1.70
1.76,1.79,1.83,1.72
1.78,1.71,1.80,1.63
1.73,1.70,1.80,1.67
1.73,1.75,1.90,1.70
1.74,1.89,1.90,1.74
1.84,1.81,1.87,1.78
1.75,1.77,1.84,1.75
1.79,1.80,1.89,1.77
1.83,1.86,1.88,1.80
1.76,1.74,1.80,1.72
1.74,1.72,1.78,1.70
1.72,1.67,1.76,1.53
1.61,1.58,1.70,1.58
1.63,1.58,1.69,1.58
1.59,1.52,1.59,1.51
1.35,1.48,1.53,1.30
1.41,1.39,1.57,1.35
1.37,1.29,1.42,1.29
1.28,1.30,1.33,1.28
1.30,1.37,1.40,1.30
1.31,1.28,1.36,1.24
1.26,1.26,1.35,1.20
1.21,1.20,1.34,1.15
1.18,1.10,1.26,1.10
1.15,1.18,1.24,1.14
1.15,1.09,1.16,1.08
1.13,1.10,1.15,1.10
1.09,1.13,1.14,1.09
1.10,1.44,1.64,1.10
1.36,1.28,1.45,1.26
1.31,1.35,1.38,1.22
1.34,1.38,1.39,1.24
1.37,1.36,1.39,1.31
1.33,1.40,1.41,1.33
1.35,1.30,1.35,1.27
1.32,1.33,1.36,1.30
1.30,1.30,1.32,1.28
1.32,1.30,1.34,1.30
1.30,1.32,1.36,1.30
1.33,1.30,1.35,1.27
1.32,1.30,1.34,1.25
1.30,1.32,1.32,1.28
1.33,1.28,1.33,1.28
1.28,1.25,1.33,1.22
1.25,1.25,1.29,1.23
1.24,1.26,1.30,1.23
1.25,1.33,1.38,1.25
1.32,1.24,1.37,1.24
1.28,1.26,1.28,1.24
1.26,1.23,1.26,1.22
1.23,1.25,1.30,1.22
1.25,1.19,1.25,1.18
1.19,1.19,1.19,1.15
1.20,1.18,1.23,1.18
1.18,1.23,1.26,1.17
1.26,1.28,1.29,1.24
1.27,1.28,1.29,1.24
1.28,1.38,1.43,1.27
1.39,1.39,1.41,1.37
1.39,1.44,1.45,1.38
1.44,1.54,1.57,1.40
1.54,1.55,1.60,1.48
1.47,1.57,1.60,1.47
1.55,1.55,1.59,1.50
1.54,1.57,1.58,1.54
1.55,1.56,1.57,1.53
1.57,1.53,1.57,1.49
1.56,1.55,1.56,1.51
1.56,1.59,1.65,1.46
1.63,1.60,1.63,1.55
1.65,1.64,1.67,1.59
1.70,1.63,1.70,1.57
1.62,1.59,1.62,1.53
1.59,1.61,1.61,1.50
1.60,1.58,1.60,1.55
1.57,1.50,1.57,1.45
1.51,1.49,1.51,1.45
1.47,1.45,1.49,1.38
1.43,1.49,1.50,1.43
1.48,1.54,1.54,1.47
1.54,1.63,1.63,1.50
1.62,1.61,1.69,1.58
1.64,1.64,1.66,1.58
1.62,1.63,1.66,1.58
1.63,1.63,1.68,1.61
1.62,1.69,1.71,1.59
1.67,1.78,1.82,1.66
1.80,1.79,1.82,1.73
1.78,1.79,1.82,1.71
1.78,1.81,1.86,1.75
1.82,1.73,1.82,1.66
1.71,1.68,1.71,1.54
1.68,1.69,1.69,1.61
1.70,1.68,1.70,1.62
1.68,1.67,1.70,1.60
1.69,1.69,1.70,1.63
1.70,1.69,1.70,1.63
1.66,1.65,1.66,1.52
1.62,1.66,1.66,1.56
1.66,1.63,1.66,1.56
1.61,1.64,1.68,1.58
1.63,1.65,1.65,1.57
1.64,1.64,1.64,1.59
1.61,1.60,1.63,1.55
1.58,1.58,1.59,1.54
1.57,1.62,1.64,1.52
1.61,1.65,1.67,1.58
1.64,1.64,1.64,1.57
1.61,1.59,1.64,1.54
1.59,1.58,1.59,1.55
1.60,1.59,1.62,1.53
1.61,1.58,1.61,1.55
1.56,1.57,1.60,1.52
1.63,1.47,1.63,1.46
1.44,1.43,1.49,1.42
1.40,1.44,1.45,1.37
1.44,1.38,1.44,1.38
1.40,1.40,1.41,1.37
1.37,1.36,1.37,1.32
1.39,1.34,1.39,1.30
1.33,1.28,1.35,1.23
1.27,1.31,1.32,1.27
1.29,1.32,1.33,1.27
1.30,1.35,1.38,1.29
1.32,1.38,1.38,1.28
1.38,1.39,1.39,1.34
1.39,1.38,1.39,1.32
1.36,1.35,1.38,1.31
1.34,1.36,1.38,1.32
1.35,1.33,1.35,1.29
1.32,1.34,1.35,1.28
1.33,1.34,1.37,1.21
1.32,1.30,1.36,1.26
1.29,1.30,1.31,1.24
1.30,1.30,1.32,1.26
1.30,1.27,1.30,1.21
1.30,1.12,1.30,1.08
1.12,1.03,1.20,0.97
1.02,1.02,1.02,0.93
1.00,0.99,1.04,0.94
0.98,1.00,1.01,0.95
0.99,0.92,1.03,0.88
0.90,0.90,0.93,0.85
0.86,0.87,0.90,0.84
0.90,0.88,0.92,0.85
0.95,0.94,0.95,0.87
0.90,1.00,1.00,0.90
0.99,1.05,1.08,0.96
1.05,1.04,1.07,1.00
1.05,1.04,1.05,1.01
1.02,1.02,1.06,0.97
1.03,0.96,1.03,0.95
0.95,0.98,1.00,0.86
0.92,0.98,1.04,0.91
0.95,1.01,1.02,0.95
1.01,0.97,1.07,0.90
0.99,0.98,1.01,0.90
0.96,0.99,1.02,0.95
0.96,0.93,0.98,0.93
0.96,0.92,0.96,0.89
0.95,0.91,0.95,0.87
0.87,0.88,0.93,0.87
0.88,0.83,0.93,0.83
0.80,0.78,0.82,0.74
0.78,0.78,0.84,0.71
0.78,0.88,0.90,0.78
0.84,0.88,0.90,0.80
0.88,0.87,0.90,0.85
0.85,0.86,0.90,0.83
0.83,0.89,0.90,0.83
0.88,0.89,0.93,0.86
0.88,0.90,0.90,0.86
0.92,0.93,0.94,0.88
0.80,0.93,0.97,0.80
0.96,0.93,0.96,0.89
0.67,0.73,0.84,0.52
0.70,0.70,0.72,0.66
0.71,0.69,0.71,0.65
0.69,0.69,0.69,0.66
0.67,0.70,0.70,0.62
0.68,0.70,0.77,0.65
0.67,0.65,0.72,0.62
0.62,0.63,0.66,0.58
0.62,0.61,0.69,0.54
0.57,0.59,0.61,0.55
0.58,0.52,0.63,0.44
0.52,0.48,0.54,0.45
0.48,0.35,0.48,0.30
0.35,0.27,0.35,0.23
0.27,0.30,0.31,0.26
0.32,0.25,0.32,0.15
0.23,0.25,0.27,0.19
0.26,0.30,0.31,0.23
0.30,0.26,0.30,0.25
0.26,0.26,0.27,0.25
0.26,0.25,0.27,0.25
0.25,0.29,0.31,0.25
0.26,0.27,0.31,0.26
0.28,0.25,0.28,0.25
0.25,0.27,0.27,0.25
0.26,0.26,0.30,0.26
0.27,0.26,0.29,0.26
0.27,0.26,0.29,0.26
0.26,0.26,0.27,0.26
0.26,0.25,0.28,0.25
0.26,0.22,0.26,0.20
0.22,0.24,0.25,0.22
0.27,0.23,0.27,0.23
0.23,0.25,0.25,0.22
0.25,0.24,0.25,0.24
0.23,0.23,0.25,0.23
0.23,0.24,0.25,0.23
0.23,0.23,0.26,0.23
0.24,0.25,0.26,0.24
0.25,0.29,0.29,0.25
0.27,0.30,0.35,0.27
0.30,0.31,0.33,0.28
0.31,0.29,0.31,0.28
0.29,0.28,0.30,0.28
0.27,0.28,0.30,0.26
0.27,0.30,0.30,0.27
0.31,0.30,0.31,0.28
0.29,0.29,0.31,0.28
0.29,0.27,0.30,0.26
0.26,0.27,0.28,0.26
0.29,0.26,0.29,0.26
0.27,0.27,0.30,0.26
0.27,0.24,0.29,0.24
0.25,0.25,0.26,0.24
0.26,0.26,0.29,0.24
0.26,0.25,0.26,0.21
0.25,0.24,0.27,0.24
0.24,0.24,0.26,0.24
0.23,0.23,0.25,0.22
0.23,0.24,0.28,0.23
0.23,0.23,0.25,0.23
0.23,0.23,0.24,0.22
0.24,0.22,0.24,0.22
0.22,0.22,0.23,0.21
0.22,0.22,0.24,0.22
0.22,0.22,0.23,0.22
0.22,0.22,0.23,0.22
0.22,0.21,0.22,0.21
0.21,0.21,0.23,0.21
0.21,0.21,0.22,0.21
0.21,0.22,0.22,0.21
0.22,0.21,0.22,0.21
0.21,0.22,0.23,0.21
0.23,0.22,0.23,0.21
0.23,0.22,0.24,0.21
0.22,0.22,0.22,0.22
0.22,0.21,0.22,0.21
0.21,0.21,0.22,0.21
0.21,0.21,0.21,0.20
0.21,0.21,0.22,0.21
0.21,0.22,0.25,0.21
0.22,0.22,0.23,0.21
0.21,0.22,0.23,0.21
0.21,0.21,0.25,0.21
0.21,0.21,0.24,0.21
0.21,0.21,0.23,0.21
0.21,0.21,0.23,0.21
0.22,0.21,0.22,0.21
0.21,0.22,0.23,0.21
0.22,0.23,0.23,0.22
0.25,0.22,0.25,0.22
0.23,0.23,0.24,0.23
0.23,0.22,0.23,0.22
0.22,0.21,0.22,0.21
0.21,0.20,0.21,0.20
0.20,0.21,0.21,0.20
0.20,0.20,0.21,0.20
0.20,0.21,0.22,0.20
0.20,0.21,0.23,0.20
0.21,0.21,0.22,0.20
0.20,0.20,0.28,0.20
0.20,0.22,0.23,0.20
0.22,0.22,0.24,0.22
0.21,0.21,0.23,0.21
0.24,0.22,0.24,0.21
0.24,0.23,0.24,0.22
0.24,0.24,0.24,0.23
0.23,0.23,0.23,0.21
0.23,0.21,0.23,0.21
0.21,0.20,0.23,0.20
4.40,3.98,4.40,3.80
3.88,3.60,3.92,3.50
3.68,3.60,3.97,3.34
3.60,3.46,3.60,3.37
3.41,3.31,3.46,3.25
3.30,3.20,3.30,3.15
3.19,3.26,3.50,3.18
3.24,3.35,3.40,3.24
3.35,3.55,3.64,3.35
3.56,3.59,3.60,3.38
3.59,3.56,3.60,3.50
3.50,3.45,3.51,3.45
3.40,3.05,3.40,3.05
3.20,3.50,3.50,3.20
3.55,3.93,4.55,3.54
3.97,4.28,4.45,3.60
4.25,4.49,4.50,4.00
4.50,4.35,4.50,4.12
4.20,4.27,4.39,4.10
4.17,4.20,4.49,4.06
4.19,4.16,4.43,3.92
4.29,4.30,4.41,4.20
4.24,4.19,4.34,4.18
4.18,4.15,4.30,4.00
4.15,3.99,4.19,3.82
3.98,3.93,3.98,3.61
3.84,3.95,4.02,3.70
3.95,3.92,4.02,3.74
3.87,3.85,3.90,3.82
3.98,3.95,3.99,3.70
3.95,4.15,4.17,3.90
4.18,4.38,4.38,4.18
4.23,4.38,4.41,4.23
4.40,4.25,4.40,4.25
4.25,4.25,4.25,4.25
4.16,4.34,4.40,3.89
4.20,4.04,4.38,3.70
4.34,4.01,4.34,3.78
3.99,3.98,4.03,3.77
3.86,4.00,4.00,3.85
3.99,3.90,3.99,3.85
3.88,3.90,3.95,3.86
3.86,3.87,3.90,3.82
3.78,3.88,3.88,3.78
3.80,3.89,3.90,3.70
3.91,3.95,3.99,3.70
3.85,3.95,3.95,3.85
3.91,3.90,3.96,3.71
3.84,3.78,3.88,3.71
3.78,3.96,3.96,3.70
3.70,3.88,3.92,3.50
3.61,3.79,3.84,3.61
3.80,3.84,3.85,3.66
3.79,3.84,3.85,3.79
3.79,3.80,3.84,3.65
3.80,3.80,3.83,3.67
3.80,3.75,3.84,3.75
3.79,3.79,3.85,3.64
3.74,3.68,3.85,3.68
3.78,3.70,3.78,3.66
3.64,3.75,3.78,3.56
3.78,3.70,3.78,3.68
3.78,3.73,4.00,3.12
3.96,3.70,3.96,3.52
3.95,3.90,3.95,3.75
3.95,3.70,3.95,3.70
3.80,3.81,3.86,3.50
3.70,3.81,3.95,3.61
3.70,3.74,3.85,3.62
3.70,3.68,3.83,3.60
3.83,3.73,3.83,3.55
3.86,3.69,3.86,3.55
3.68,3.51,3.73,3.51
3.58,3.57,3.58,3.40
3.57,3.75,3.75,3.57
3.75,3.75,3.75,3.75
3.70,3.69,3.70,3.57
3.69,3.70,3.70,3.31
3.68,3.51,3.68,3.51
3.50,3.29,3.54,2.81
3.28,3.07,3.37,3.00
3.00,2.70,3.00,2.24
2.39,2.49,2.69,2.35
2.28,2.89,2.89,2.14
3.22,2.99,3.22,2.53
2.73,2.72,2.80,2.70
2.67,2.61,3.00,2.45
2.63,2.50,2.63,2.00
2.50,2.58,2.71,2.40
2.58,2.39,2.58,2.11
2.50,2.37,2.63,2.36
2.42,2.61,2.61,2.42
2.57,2.79,2.80,2.47
2.68,2.72,2.79,2.52
2.53,2.53,2.63,2.53
2.53,2.60,2.66,2.51
2.60,2.77,2.86,2.60
2.64,2.84,2.84,2.64
2.84,2.58,2.84,2.58
2.55,2.61,2.75,2.51
2.63,2.63,2.67,2.63
2.96,2.72,2.96,2.62
2.77,2.73,2.77,2.73
2.69,2.69,2.79,2.69
2.83,2.69,2.83,2.69
2.61,2.63,2.70,2.61
2.64,2.66,2.70,2.64
2.62,2.64,2.67,2.61
2.60,2.41,2.63,2.40
2.41,2.42,2.55,2.41
2.39,2.45,2.70,2.22
2.45,2.26,2.46,2.20
2.31,2.30,2.38,2.20
2.30,2.32,2.35,2.30
2.33,2.29,2.33,2.27
2.21,2.25,2.34,2.20
2.25,2.28,2.37,2.25
2.26,2.38,2.38,2.25
2.37,2.28,2.39,2.27
2.32,2.46,2.58,2.25
2.42,2.42,2.42,2.42
2.40,2.42,2.50,2.40
2.42,2.42,2.42,2.42
2.43,2.45,2.50,2.43
2.44,2.39,2.45,2.39
2.31,2.38,2.39,2.30
2.30,2.30,2.35,2.28
2.30,2.31,2.39,2.24
2.31,2.31,2.31,2.27
2.31,2.34,2.35,2.20
2.30,2.32,2.35,2.30
