VRTS,Virtus Investment Partners,NASDAQ
119.00,119.90,120.50,117.70
120.15,127.00,127.10,120.10
126.85,127.90,128.00,125.80
127.60,121.95,128.10,121.58
122.95,118.95,126.00,118.80
119.10,115.35,120.33,114.75
115.35,113.85,117.60,112.70
117.00,115.55,127.55,114.00
115.45,115.50,116.65,113.43
115.90,119.95,120.00,115.90
120.15,122.55,122.85,119.04
120.50,121.05,121.40,119.60
120.90,122.45,123.60,120.90
122.15,121.10,123.20,120.95
121.35,119.35,123.00,117.55
118.90,118.80,120.15,116.05
118.70,118.05,119.40,117.35
119.20,121.60,121.98,118.05
122.20,124.85,125.05,121.15
124.05,122.90,124.10,120.00
123.65,122.05,124.65,121.45
122.15,122.75,123.00,119.75
122.55,121.70,123.42,120.95
121.50,124.85,124.85,121.50
124.25,122.15,124.25,119.00
124.95,123.10,126.00,121.70
