COL,Rockwell Collins,NASDAQ
58.79,58.22,59.01,58.09
58.20,58.24,58.50,57.77
58.51,57.90,58.52,57.79
58.08,58.19,58.40,57.79
58.33,57.93,58.45,57.90
58.10,58.24,58.40,58.01
58.05,57.54,58.21,57.50
57.56,58.15,58.18,57.36
58.04,58.33,58.42,57.67
58.56,57.69,58.72,57.53
58.04,57.96,58.29,57.66
57.96,58.32,58.32,57.79
58.16,58.31,58.36,58.03
58.21,57.98,58.21,57.52
58.07,58.27,58.27,57.66
58.30,58.13,58.40,58.08
58.13,58.14,58.39,58.07
58.07,58.26,58.34,57.94
58.69,58.65,58.96,58.24
58.86,58.59,58.86,58.15
58.26,58.95,58.96,57.87
58.87,59.43,59.60,58.77
59.56,60.10,60.37,59.31
59.88,60.20,60.32,59.50
60.34,60.22,60.67,59.89
60.47,60.84,60.95,60.47
60.91,61.95,62.41,60.84
61.83,62.17,62.45,61.63
62.21,63.42,63.58,62.21
63.31,63.26,64.20,63.07
63.08,62.84,64.49,62.64
63.98,63.71,64.15,63.36
63.86,63.60,63.86,63.31
63.63,64.36,64.40,63.45
64.40,64.27,64.96,64.00
64.27,64.90,65.33,64.22
64.81,63.81,65.03,63.18
64.02,64.14,64.30,63.69
64.56,65.17,65.28,64.26
64.93,65.46,65.76,64.79
65.34,65.98,66.15,65.16
65.91,66.05,66.38,65.62
66.25,66.49,66.65,66.07
66.60,66.96,66.97,66.45
66.58,67.00,67.06,66.56
66.78,67.20,67.20,66.23
66.79,66.89,67.05,66.66
66.83,66.54,66.99,66.27
66.40,66.11,66.40,65.55
66.34,66.10,66.48,65.37
65.96,65.59,66.11,65.09
65.73,66.87,67.30,65.71
66.26,64.58,66.26,64.39
64.67,63.55,65.07,63.12
63.39,64.25,64.47,63.39
64.75,64.76,65.24,64.53
64.95,64.44,65.03,64.25
64.70,63.13,64.77,62.96
63.07,63.17,63.38,62.57
63.92,64.64,65.00,63.83
64.66,64.37,64.98,63.72
64.56,63.50,64.97,63.22
63.75,64.55,64.84,63.49
64.33,64.62,65.00,64.08
63.90,63.14,64.40,62.81
63.00,63.70,64.00,62.54
63.12,63.07,63.95,62.70
61.45,62.37,62.80,61.28
62.05,61.01,62.49,60.55
61.94,61.82,62.13,61.38
62.65,62.78,62.99,62.25
63.45,63.78,64.40,63.41
63.65,63.51,63.90,63.50
63.24,63.38,63.57,62.78
63.61,63.51,63.78,63.28
63.70,63.49,63.92,63.23
63.57,63.44,63.84,63.44
63.28,63.50,63.59,63.00
63.77,63.97,64.08,63.56
63.71,64.83,64.90,63.55
65.11,65.16,65.45,64.97
65.19,64.54,65.20,64.32
64.44,64.40,64.51,64.01
64.67,64.38,64.74,63.96
64.21,64.50,64.94,64.13
64.78,63.63,65.10,63.39
63.65,64.12,64.39,63.65
63.66,63.49,64.12,63.46
63.74,62.92,63.88,62.52
62.53,62.14,62.57,61.39
62.47,63.22,63.28,62.06
62.41,62.31,62.52,61.71
62.35,62.71,62.98,62.34
63.29,63.78,64.18,63.29
63.81,62.93,64.49,61.75
62.93,61.88,62.93,61.41
62.01,62.27,62.72,61.81
62.21,62.09,62.61,61.85
61.96,62.36,62.60,61.82
62.45,63.10,63.26,62.40
63.35,63.36,63.78,63.01
63.31,63.85,64.33,63.31
63.90,63.31,64.38,63.23
62.92,62.84,63.79,62.68
63.74,63.94,64.90,63.59
63.90,63.93,64.26,63.64
64.01,64.18,64.58,64.01
63.92,63.57,64.25,63.29
63.19,63.55,63.96,62.88
63.52,62.61,63.88,62.46
62.33,62.01,62.47,61.91
61.80,61.23,61.94,60.66
61.46,61.51,61.65,61.16
61.90,61.87,62.34,61.51
61.88,61.66,62.00,61.44
60.94,60.43,60.99,60.09
60.48,60.09,60.61,59.77
59.73,60.14,60.44,59.63
59.97,60.06,60.43,59.92
60.10,60.20,60.47,60.06
60.83,61.13,61.13,60.59
61.01,59.61,61.13,59.58
59.80,59.99,60.28,59.65
59.06,59.65,60.06,59.01
59.57,59.46,60.24,59.45
59.79,59.57,60.00,59.57
59.37,59.21,59.54,59.08
59.36,59.68,59.92,59.10
59.34,58.67,59.80,58.63
58.87,58.63,59.07,58.57
59.16,59.37,59.52,58.91
58.94,59.10,59.46,58.65
59.11,59.61,59.96,59.06
60.08,60.25,60.61,59.95
60.05,60.76,60.98,60.02
61.02,61.17,61.28,60.70
60.96,61.10,61.67,60.91
60.21,60.52,60.83,59.53
60.50,60.19,60.65,59.88
60.00,59.92,60.13,59.47
60.14,60.49,60.55,59.91
60.67,60.84,61.02,60.54
61.00,61.69,62.00,60.93
61.86,62.57,62.71,61.72
62.48,61.94,62.50,61.76
61.96,62.02,62.38,61.88
62.66,62.57,62.82,62.10
62.05,61.87,62.37,61.69
61.23,60.74,61.53,60.63
60.65,60.44,60.96,60.19
60.63,60.17,61.07,60.04
60.32,59.25,60.32,58.99
59.09,58.68,59.25,58.34
58.35,57.92,58.52,57.47
58.36,58.47,58.68,57.99
59.74,59.07,59.88,59.01
59.45,60.40,60.86,59.45
58.00,57.41,58.71,57.18
57.41,57.38,58.27,56.69
57.25,56.97,57.31,56.69
56.71,55.04,56.76,54.90
54.82,54.60,55.63,54.47
53.90,55.09,55.75,53.77
55.47,54.37,55.47,53.75
53.92,52.91,54.69,52.89
52.91,53.20,53.57,51.81
52.55,51.21,52.67,51.19
51.99,50.79,52.06,49.92
49.61,46.95,50.17,46.43
47.38,48.37,48.45,45.79
47.46,44.89,47.46,44.79
44.75,45.22,45.79,43.82
45.67,46.57,46.62,45.08
46.98,47.68,47.70,46.85
46.86,47.53,47.78,46.68
47.87,47.47,47.99,47.18
46.15,44.92,46.16,44.33
44.50,45.25,45.90,44.31
46.24,45.86,46.28,45.52
45.22,46.94,46.97,45.22
46.82,47.22,47.53,46.61
47.38,46.72,47.88,46.42
46.36,47.48,47.69,45.59
48.21,48.86,48.86,47.90
48.83,50.53,50.80,48.72
50.86,50.46,51.18,50.00
50.42,48.84,50.42,48.80
47.93,47.00,48.00,46.69
45.49,46.76,46.83,45.25
47.34,48.99,48.99,47.11
48.64,48.90,49.53,48.40
48.40,47.90,48.82,47.34
47.21,47.74,47.90,46.76
47.91,48.77,49.00,47.75
49.00,49.94,50.56,48.61
50.95,52.14,52.17,50.82
52.43,56.21,57.68,52.12
53.20,53.87,54.16,52.70
54.78,53.89,55.64,53.89
53.98,52.59,54.36,52.59
50.96,51.71,51.99,50.51
51.37,51.55,52.19,51.13
52.00,53.19,53.31,51.67
54.39,53.25,54.69,52.80
53.30,52.85,53.58,52.80
53.91,53.57,54.34,52.69
52.86,52.76,54.02,52.55
52.52,51.09,53.08,51.07
50.19,52.80,52.82,50.04
52.94,54.12,54.19,52.76
53.97,54.93,55.22,53.97
55.41,54.85,56.13,54.56
55.89,55.95,56.53,55.21
55.53,56.86,57.19,55.50
57.19,56.49,57.19,56.27
56.07,55.98,56.31,54.86
57.16,55.58,57.34,55.28
55.17,53.79,55.37,53.64
53.60,54.48,54.70,53.48
54.48,53.56,54.95,53.37
53.74,53.86,54.34,53.31
54.39,55.16,55.19,54.24
55.15,55.78,55.88,54.90
55.70,54.63,55.77,54.52
55.50,54.15,55.78,53.75
55.82,55.96,56.83,55.34
55.49,55.81,56.12,53.38
55.04,55.83,56.77,55.04
54.06,53.48,54.54,53.41
54.19,54.09,54.67,53.91
53.89,55.15,55.28,53.51
54.67,54.50,54.79,53.89
54.73,55.42,55.51,54.19
55.82,56.27,56.35,55.21
54.40,54.17,55.22,54.08
54.96,54.95,55.64,54.72
55.78,55.26,55.99,54.90
55.15,55.01,55.80,54.79
54.84,55.12,55.48,54.59
54.38,54.35,55.46,54.24
54.00,53.14,54.14,52.45
53.48,53.71,53.99,53.01
52.71,52.55,52.86,51.83
52.39,52.37,52.73,52.08
51.67,51.16,51.78,51.07
51.00,51.55,52.20,50.89
52.73,53.24,53.37,52.69
53.46,53.18,53.85,53.09
54.82,54.90,55.94,54.38
54.95,55.42,55.61,54.80
55.86,54.34,55.90,54.26
55.24,55.03,55.68,54.64
55.02,54.61,55.25,54.59
54.17,54.50,55.00,53.58
54.13,53.08,54.50,52.93
53.33,53.94,54.16,53.20
53.44,53.65,53.77,52.94
53.92,53.65,54.53,53.28
53.34,53.18,53.66,53.05
53.65,53.59,53.92,53.11
54.04,53.70,54.67,52.90
54.18,53.19,54.27,53.05
54.05,55.18,55.25,54.03
55.26,55.06,55.30,54.55
55.15,55.66,55.82,54.92
55.62,55.64,55.89,55.19
55.66,55.63,55.71,55.20
55.73,54.84,56.19,54.77
54.93,55.35,55.62,54.85
55.51,55.37,56.00,55.18
56.41,56.15,56.91,56.15
55.93,56.45,56.52,55.32
56.08,56.42,56.45,55.54
56.36,56.55,57.00,56.04
56.53,57.00,57.11,56.32
57.45,57.20,57.62,57.12
57.20,57.20,57.26,56.69
57.20,57.50,57.71,57.13
57.02,57.15,57.30,56.81
57.74,56.80,57.96,56.66
56.75,56.84,57.10,56.40
59.71,59.96,61.46,57.60
59.93,59.87,60.69,59.46
59.70,59.18,59.85,58.73
58.71,59.26,59.50,58.64
58.95,59.65,60.00,58.75
59.85,58.62,59.85,58.39
58.50,58.23,58.76,58.00
57.84,57.95,58.22,57.70
58.33,57.89,58.52,57.61
58.37,59.12,59.72,58.37
59.11,58.77,59.11,58.40
59.17,59.33,59.39,58.23
58.77,58.63,58.93,58.57
58.43,59.00,59.22,58.14
58.90,59.10,59.36,58.64
59.19,58.99,59.50,58.89
58.61,59.03,59.24,58.61
59.34,59.90,59.90,58.87
59.60,59.61,60.10,58.95
59.69,58.48,59.69,58.30
58.33,58.77,58.85,57.95
59.07,59.45,59.53,58.66
59.66,59.12,59.68,58.94
58.81,59.22,59.40,58.65
59.09,59.40,59.51,58.99
59.39,59.88,60.53,59.20
59.41,59.54,59.95,58.97
59.61,59.01,59.71,58.69
59.01,59.29,59.65,59.01
59.36,59.62,59.66,58.97
59.53,58.78,59.65,58.67
58.69,58.58,58.87,58.18
58.08,57.41,58.25,57.32
57.36,58.01,58.10,57.15
58.44,58.64,59.02,58.22
58.72,58.85,59.25,58.40
58.78,58.88,59.26,58.77
59.16,58.74,59.20,58.28
58.53,58.79,59.17,58.49
58.76,58.90,58.96,58.52
58.89,58.74,59.08,58.36
58.55,58.62,59.07,58.55
58.17,57.66,58.37,57.50
57.82,57.71,58.07,57.27
57.23,57.29,57.49,56.50
57.38,57.55,57.64,56.96
58.01,58.74,58.84,57.89
58.74,58.60,58.90,58.54
58.50,57.87,58.56,57.43
57.46,57.58,57.68,57.04
57.79,57.56,57.97,57.47
57.56,58.31,58.41,57.13
58.30,58.00,58.43,57.42
57.40,56.94,57.54,56.92
56.60,56.19,57.00,55.96
55.39,55.64,56.00,55.20
55.43,55.06,55.57,54.92
55.78,56.07,56.34,55.66
56.09,57.21,57.34,55.99
57.27,57.00,57.27,56.80
57.24,57.50,57.56,56.97
57.75,58.55,58.85,57.59
58.41,58.66,58.94,58.19
57.05,55.85,57.22,55.76
55.97,55.56,56.00,55.23
54.96,55.39,55.52,54.94
55.54,55.33,55.65,55.11
55.75,55.05,56.04,54.85
54.99,55.63,55.73,54.90
55.70,56.27,56.47,55.46
56.23,55.89,56.36,55.54
55.82,55.58,56.05,55.24
55.26,55.05,55.26,54.83
55.03,54.59,55.09,54.53
54.43,53.47,54.61,53.46
53.42,53.53,53.88,53.31
53.09,53.39,53.42,52.81
52.73,53.07,53.88,52.55
53.14,52.26,53.20,52.14
52.06,51.99,52.71,51.93
51.35,51.85,52.39,51.30
51.77,51.42,52.16,51.37
51.63,50.89,51.80,50.86
50.97,50.39,51.32,50.36
50.61,50.15,51.26,50.06
50.35,50.94,51.00,50.34
51.14,51.08,51.51,50.89
50.72,51.32,51.44,50.13
51.39,50.62,51.39,50.10
50.62,50.15,50.88,50.04
50.40,50.39,50.51,49.97
50.13,50.38,50.58,50.05
50.41,50.37,50.62,49.97
49.62,49.27,50.00,49.22
49.50,49.09,49.74,48.69
48.89,50.37,50.51,48.87
50.52,50.45,50.82,50.05
51.11,50.45,51.38,50.41
50.25,50.31,50.59,50.21
50.69,49.91,50.74,49.89
49.67,50.38,50.53,49.67
50.15,49.75,50.37,49.58
49.79,50.07,50.34,49.61
50.11,49.07,50.12,48.98
48.85,49.89,50.18,48.55
49.91,50.18,50.37,49.82
47.01,49.36,49.44,47.01
49.38,48.26,49.63,48.06
48.44,48.29,48.44,47.93
47.79,47.61,48.10,47.46
47.64,46.92,47.66,46.82
46.78,47.67,47.85,46.78
47.40,47.75,47.82,46.95
48.44,49.35,49.44,48.40
49.62,49.18,49.76,48.80
49.20,49.47,49.59,49.08
49.33,49.11,49.44,48.85
48.73,48.23,48.74,47.87
48.24,48.53,48.61,48.14
48.74,48.23,48.94,47.96
48.28,48.24,48.46,47.99
47.86,47.96,48.16,47.69
47.96,48.58,48.82,47.92
48.45,47.76,48.50,47.60
47.84,47.88,48.21,47.19
47.73,48.90,49.23,47.67
49.09,50.63,51.09,49.03
50.27,49.28,50.48,49.16
48.68,49.18,49.45,48.01
49.00,47.23,49.00,46.37
47.00,48.76,49.09,47.00
49.31,49.61,49.71,48.64
49.91,50.29,50.42,49.67
50.22,50.67,50.86,49.91
50.50,50.57,50.88,50.36
50.89,50.16,50.89,50.04
49.96,49.55,50.04,48.70
50.48,50.80,51.50,50.15
51.07,50.64,51.16,50.61
50.92,50.94,51.51,50.89
50.74,50.90,51.09,50.69
50.69,50.31,50.72,50.00
50.12,49.95,50.20,49.70
49.80,49.79,50.00,49.27
50.06,49.23,50.14,49.06
49.24,49.33,49.53,49.08
49.30,50.02,50.12,49.30
50.15,50.08,50.25,49.75
49.99,51.04,51.47,49.97
51.24,50.82,51.36,50.70
50.66,50.16,50.78,49.70
50.09,49.38,50.11,49.33
49.11,49.41,49.57,48.96
49.45,49.30,49.83,49.23
49.09,49.08,49.37,49.00
49.27,48.94,49.40,48.72
48.71,48.65,48.86,48.17
48.94,48.87,49.26,48.45
48.49,48.66,49.47,48.08
48.62,48.68,48.88,48.35
48.98,49.78,49.84,48.98
49.87,51.15,51.30,49.81
50.95,51.13,51.35,50.69
51.16,51.38,51.62,51.00
51.68,52.75,52.98,51.68
52.67,52.98,53.16,51.91
52.96,53.11,53.47,52.75
52.97,52.71,53.18,52.61
52.75,52.79,53.04,52.38
52.72,52.55,52.79,52.34
52.31,52.39,52.47,51.84
52.96,52.91,53.28,52.11
53.20,52.66,53.25,52.02
52.86,52.35,53.10,52.35
52.30,52.69,53.12,52.00
52.85,54.14,54.34,52.60
53.72,53.64,53.90,52.94
53.86,54.25,54.73,53.69
54.47,53.77,54.47,53.48
53.87,53.55,54.40,53.38
53.86,53.60,54.16,53.27
53.79,54.52,54.86,53.79
54.27,54.02,54.62,54.01
54.04,53.51,54.41,53.35
53.26,52.59,53.38,52.53
52.98,52.83,53.32,52.79
52.95,53.26,53.64,52.86
53.35,53.99,54.00,53.29
54.28,54.56,54.67,54.17
54.52,54.57,54.98,54.45
54.31,54.81,54.99,53.88
54.57,54.04,54.85,53.89
53.83,53.88,54.20,53.54
53.39,52.89,53.39,52.56
53.14,52.75,53.71,52.67
53.18,53.31,53.36,52.24
53.29,54.30,55.84,53.29
54.33,53.58,54.75,53.22
53.79,54.27,54.50,53.44
54.42,53.80,55.00,53.76
53.53,54.44,54.55,53.36
54.74,55.37,55.89,54.74
54.52,53.86,54.64,53.24
53.78,53.43,54.05,53.18
53.21,53.58,53.91,53.21
53.71,54.37,54.63,53.50
54.04,54.05,54.61,53.99
54.27,53.72,54.44,53.47
53.74,54.41,54.83,53.68
54.41,54.13,54.47,53.54
54.60,55.01,55.22,54.40
55.00,55.59,55.59,54.84
55.59,56.02,56.17,55.33
56.18,56.57,56.58,55.85
56.18,56.49,56.61,56.18
56.50,56.08,56.73,56.02
55.75,56.53,56.69,55.61
56.13,56.90,56.94,55.53
56.92,57.18,57.39,56.49
57.26,56.04,57.29,55.83
56.06,55.90,56.32,55.74
56.10,56.01,56.21,55.46
56.01,55.90,56.16,55.29
56.18,56.37,56.49,55.97
56.31,56.95,57.00,56.23
57.00,57.00,57.40,56.89
57.25,56.96,57.75,56.92
56.96,56.58,57.25,56.54
56.51,56.39,56.92,56.32
56.61,56.88,57.00,56.45
56.89,58.26,58.30,56.83
58.26,58.47,59.02,58.23
58.62,58.40,58.70,58.22
57.87,58.60,58.63,57.87
58.41,58.45,58.71,57.90
58.55,58.26,58.72,58.23
58.21,58.14,58.29,57.56
57.72,57.51,58.24,57.45
57.33,58.17,58.20,56.87
59.27,59.30,59.47,58.78
59.30,59.64,59.86,59.02
59.76,59.54,59.81,59.20
59.28,59.63,59.88,59.14
59.38,59.21,59.66,58.68
59.50,59.65,59.70,59.41
59.80,59.53,59.83,59.25
59.45,59.20,59.56,59.00
59.15,59.49,59.50,59.05
59.14,59.73,59.77,59.14
59.39,59.15,59.45,58.87
59.33,60.15,60.33,59.18
61.36,58.99,61.84,58.61
59.08,59.52,59.64,58.92
59.11,59.72,59.86,58.77
59.80,59.74,60.10,59.55
59.91,59.42,59.91,59.14
59.48,59.03,59.48,58.84
59.03,59.21,59.28,58.75
59.25,59.23,59.63,59.10
59.05,58.88,59.36,58.80
59.14,58.88,59.40,58.84
58.58,58.39,58.87,58.25
58.86,59.65,59.90,58.79
59.34,59.50,59.68,59.20
59.35,60.18,60.32,59.25
60.18,60.49,60.80,60.17
60.27,60.22,60.38,59.96
60.36,59.49,60.44,59.37
59.64,59.14,59.71,58.97
58.84,59.13,59.54,58.64
59.01,59.10,59.34,58.81
59.20,59.12,59.30,58.90
59.12,58.77,59.46,58.75
58.58,57.89,58.72,57.75
58.30,58.82,59.09,58.28
59.08,57.92,59.28,57.92
58.15,58.50,58.64,58.08
58.44,59.92,60.04,58.35
60.00,60.11,60.55,59.90
59.82,60.03,60.32,59.27
59.81,59.47,59.89,58.78
59.71,60.20,60.40,59.65
60.39,60.17,60.48,59.57
60.22,60.69,61.04,60.04
60.94,60.95,61.08,60.68
60.83,61.50,61.62,60.81
61.50,61.81,61.90,61.23
61.90,63.36,63.37,61.75
63.38,63.20,63.78,62.99
62.99,63.41,63.60,62.71
63.12,63.38,63.69,62.92
63.49,63.55,63.78,62.94
63.77,63.82,64.16,63.52
63.41,63.03,63.77,62.66
63.24,62.74,63.48,62.68
62.88,62.53,63.31,62.26
62.78,62.70,63.02,62.43
62.40,62.58,62.78,61.86
62.68,63.12,63.22,62.44
62.94,62.34,63.07,62.18
62.56,61.89,62.59,61.64
62.01,62.08,62.75,61.91
62.24,62.41,62.70,62.15
61.81,62.09,62.26,61.68
62.18,62.35,62.42,61.44
62.56,62.72,62.79,61.90
62.80,63.69,63.69,62.69
63.77,63.69,63.93,63.48
63.37,62.88,63.39,62.55
62.52,61.13,62.83,61.13
61.54,61.40,61.64,60.83
60.64,59.59,60.70,59.54
59.69,59.68,59.80,58.79
60.33,61.10,61.30,60.25
61.09,61.05,61.31,60.16
61.46,61.35,61.53,60.76
61.66,61.67,62.50,61.63
61.71,61.92,62.45,61.65
62.01,61.90,62.21,61.68
61.96,62.25,62.28,61.70
62.25,62.92,63.10,61.98
62.65,62.44,63.36,62.44
62.50,63.40,63.51,62.50
64.00,64.41,64.47,63.89
64.23,64.89,65.07,64.23
65.00,65.35,65.36,64.67
65.39,65.37,65.48,64.95
65.18,65.31,65.68,64.95
65.28,65.38,65.59,65.05
65.23,65.28,65.77,65.17
65.28,65.75,65.75,65.28
65.67,66.49,66.67,65.44
66.29,65.66,66.62,65.66
65.71,66.46,66.66,65.71
66.28,66.70,66.92,66.28
66.58,66.76,66.92,66.31
66.80,65.92,67.11,65.77
65.47,66.05,66.47,65.37
65.81,66.18,66.29,65.53
66.76,66.79,67.58,66.47
66.37,66.33,66.83,65.96
66.34,65.93,66.76,65.88
65.71,64.75,66.25,64.75
64.93,65.12,65.24,64.17
65.07,64.92,65.50,64.42
64.68,63.91,64.94,63.87
63.90,64.72,64.74,63.63
65.07,65.51,65.68,64.90
65.60,64.99,65.79,64.68
64.39,64.88,65.39,64.23
65.33,64.63,65.38,64.59
64.49,64.87,65.03,64.19
64.93,64.48,65.13,64.23
64.98,64.44,65.13,64.14
64.50,64.70,64.83,64.18
64.66,63.77,64.89,63.76
63.16,62.36,63.36,62.07
