XEC,Cimarex Energy Co Common Stock,NASDAQ
75.30,73.84,75.60,73.63
73.57,73.58,73.93,73.36
73.80,72.99,74.03,72.68
72.90,73.52,73.85,72.41
72.31,70.97,72.64,70.19
71.32,71.67,72.40,70.40
72.84,72.56,73.50,71.60
72.69,72.60,73.09,72.16
72.90,72.18,73.41,71.94
71.72,72.09,72.27,70.91
71.33,75.08,75.30,70.77
75.46,76.28,76.99,74.75
76.56,76.75,77.30,76.07
77.30,77.52,78.74,77.00
78.20,78.96,79.46,77.68
79.13,77.88,79.65,74.54
79.09,80.48,80.82,78.80
80.36,79.88,80.42,79.22
79.18,80.96,81.00,78.83
81.41,81.79,83.25,81.29
81.62,81.89,82.47,80.87
81.20,82.39,83.15,81.20
81.97,81.21,82.49,80.79
81.74,81.61,82.83,81.47
80.02,79.81,80.36,78.78
79.67,80.94,81.34,79.04
82.14,82.25,82.65,81.56
82.16,82.02,82.25,81.50
81.65,82.72,82.89,80.72
81.73,80.82,82.39,80.58
81.34,82.41,82.53,80.81
81.38,81.71,82.05,81.00
81.19,81.58,81.99,79.43
80.39,80.54,81.22,80.16
82.02,83.74,83.82,81.72
84.06,85.83,85.88,83.75
85.08,86.83,87.07,84.96
86.94,87.28,87.95,86.66
88.27,87.03,88.69,86.77
86.90,85.38,87.51,84.91
86.15,86.28,87.13,85.12
86.28,85.74,86.28,85.18
86.36,86.00,86.62,85.63
85.87,86.34,87.15,85.25
86.01,87.30,87.61,85.83
87.33,88.40,88.45,86.88
89.49,88.22,89.49,87.59
88.40,88.57,88.76,86.44
88.97,89.51,89.67,88.24
90.00,89.85,90.56,89.32
89.91,89.39,90.37,89.19
89.14,89.14,89.56,88.59
89.57,88.88,89.70,88.63
89.18,89.05,89.41,88.62
88.96,89.55,90.86,88.90
89.42,88.53,89.61,88.51
89.69,90.00,91.74,89.55
90.17,88.85,90.96,87.60
88.44,90.17,90.24,88.04
90.52,89.21,92.79,88.50
89.24,90.75,90.95,88.85
90.49,91.65,92.19,88.97
92.30,92.93,93.67,91.94
93.40,94.56,94.56,92.93
94.39,95.96,97.00,94.23
95.45,97.28,97.49,95.23
97.00,99.38,99.38,96.64
99.16,95.31,99.16,95.04
94.94,96.37,96.83,93.08
96.90,95.50,98.58,94.87
95.49,97.76,97.84,95.06
97.37,97.05,97.54,95.94
97.64,100.81,101.00,97.18
100.84,100.49,101.68,100.23
100.83,100.23,101.49,99.30
100.24,104.13,104.39,100.21
104.46,104.93,106.07,104.13
105.17,105.25,106.10,104.46
105.11,103.87,105.73,102.79
103.81,103.45,104.18,101.79
103.88,102.97,104.98,102.60
103.34,105.83,106.06,102.56
105.78,106.29,107.27,105.33
105.73,105.66,107.36,105.11
105.34,105.87,106.33,104.80
106.15,109.09,109.25,106.00
108.74,107.10,108.80,106.08
108.46,112.40,113.08,106.69
111.74,114.00,114.59,111.67
113.98,114.62,115.00,111.72
113.59,112.49,116.91,110.58
112.24,114.09,114.81,112.24
114.46,114.59,115.12,112.85
115.60,116.72,116.75,114.94
117.14,116.13,117.95,114.94
116.64,114.21,117.30,113.66
113.86,112.53,114.67,111.94
113.00,114.97,115.52,112.98
115.08,114.01,115.75,112.93
114.60,113.63,115.98,111.69
113.63,111.63,113.63,110.87
111.82,110.50,112.98,109.89
109.03,105.84,109.03,103.40
104.87,107.80,109.05,103.70
106.86,106.99,107.69,104.16
103.96,106.54,107.64,102.73
106.79,104.19,108.49,102.53
106.14,108.33,108.90,105.35
109.57,107.73,109.83,106.64
109.08,111.67,111.72,108.76
111.57,111.88,112.32,109.53
111.73,110.48,112.02,109.09
111.12,110.05,111.56,109.13
110.28,113.13,113.49,109.56
112.62,110.97,114.65,110.82
110.90,114.25,115.23,109.39
114.54,115.01,116.23,113.59
114.97,115.24,116.63,114.12
116.43,117.07,117.89,115.90
117.55,117.56,117.73,116.68
117.58,116.83,117.93,116.67
117.25,115.34,117.94,113.27
115.14,116.02,116.09,113.28
116.46,117.12,117.77,116.14
117.11,113.15,117.24,112.61
112.21,107.98,112.21,107.08
108.91,107.31,109.67,106.55
106.58,107.79,108.15,105.56
108.09,107.68,108.58,106.53
105.75,105.05,106.21,103.48
105.17,105.00,106.22,104.25
107.11,108.92,109.12,106.44
108.63,109.12,109.32,107.45
109.04,108.98,109.74,108.00
109.38,110.01,110.19,108.10
110.15,110.10,111.21,107.99
110.06,109.80,110.83,108.59
109.80,110.59,111.07,109.27
110.48,108.40,111.00,107.88
107.55,104.90,108.41,103.81
104.85,100.34,104.85,100.03
98.85,97.76,100.98,96.55
97.43,95.30,104.22,90.92
94.96,96.50,97.40,91.46
95.85,96.55,97.44,95.60
95.72,92.65,95.72,90.98
92.00,91.01,93.18,90.15
91.54,92.62,93.05,90.40
91.93,91.24,93.79,90.69
91.06,91.55,91.69,88.25
92.02,92.21,94.14,91.36
93.05,91.13,93.82,90.19
91.15,91.76,91.85,90.19
90.07,90.06,90.94,89.00
91.11,90.08,91.54,89.43
89.78,91.34,91.83,89.78
91.00,90.13,91.56,89.45
90.44,92.67,93.15,90.28
94.61,95.93,96.06,93.05
95.47,93.60,96.41,93.32
93.50,93.74,95.42,93.41
92.66,92.91,94.59,91.77
92.73,89.47,93.38,88.98
90.16,87.57,90.27,87.42
87.54,87.16,89.49,86.69
87.47,87.64,88.60,86.86
87.00,86.96,87.86,86.69
86.97,85.31,87.41,85.06
86.49,85.54,87.03,85.32
84.31,84.37,85.96,83.83
85.03,83.48,85.07,82.61
84.24,83.16,84.40,82.45
82.69,82.34,83.70,81.65
83.08,85.64,85.98,82.97
84.98,85.72,87.20,84.82
83.92,85.79,85.95,82.40
85.67,83.95,86.33,83.73
83.82,84.80,85.20,82.92
85.12,87.74,87.74,85.12
88.06,89.10,89.95,87.77
89.36,89.92,90.34,89.12
89.76,90.77,90.91,88.37
90.49,90.86,91.92,90.14
90.82,90.99,91.30,89.90
92.24,88.57,92.55,87.93
88.39,89.07,89.43,87.86
87.61,84.88,87.70,84.66
84.61,85.00,85.99,84.07
85.26,85.45,87.08,84.93
85.76,83.54,85.89,83.34
84.49,87.62,87.74,84.49
86.91,86.47,86.95,85.14
87.36,89.58,89.74,87.31
89.90,89.99,91.45,89.39
90.69,92.52,92.89,90.53
92.05,92.76,93.24,91.49
91.18,91.38,92.76,91.17
91.12,91.57,93.00,90.51
90.84,89.33,90.98,88.83
88.88,88.19,89.94,87.83
86.45,88.12,88.66,86.27
89.30,86.30,89.59,85.51
85.67,82.16,86.34,82.08
82.14,80.80,82.21,77.89
75.00,71.95,77.05,71.55
72.18,67.66,72.99,66.50
64.84,63.68,66.62,62.56
66.09,68.39,68.45,63.71
66.51,65.91,68.81,65.81
66.40,68.07,68.95,65.01
69.24,66.50,69.81,65.80
67.53,70.00,70.00,67.53
68.73,66.53,69.20,65.78
67.63,67.66,68.93,67.06
65.22,62.47,65.89,61.41
61.37,61.58,64.14,61.20
63.19,59.81,63.31,58.97
60.23,62.73,62.73,58.94
62.47,64.12,64.35,61.66
64.81,61.85,65.28,61.58
61.58,64.14,64.47,59.78
65.59,67.63,67.79,65.10
67.08,69.08,69.72,66.42
69.47,71.09,71.40,69.29
71.05,71.05,71.97,70.70
68.99,67.34,69.67,66.45
64.61,66.50,66.58,64.08
67.78,68.10,68.76,67.27
67.69,67.10,68.97,66.60
66.08,65.18,67.90,64.78
63.95,63.82,64.97,62.15
64.14,64.95,65.60,63.71
65.40,66.72,67.67,64.60
67.65,68.21,68.30,66.94
68.32,68.08,69.21,67.40
65.92,66.08,67.08,65.04
66.65,64.77,68.02,64.62
64.58,61.75,65.53,61.71
59.45,58.65,59.99,57.40
57.62,57.88,58.85,57.21
58.24,59.44,59.55,56.07
61.34,60.01,62.82,59.48
59.87,57.72,60.56,57.59
59.43,57.42,59.43,55.76
56.11,55.70,56.63,55.29
55.23,53.37,55.59,52.80
52.48,54.69,54.84,50.80
55.08,55.53,56.02,53.54
55.53,57.01,57.03,54.65
57.32,55.94,57.69,55.05
57.52,57.95,58.82,56.68
57.22,57.32,58.52,56.93
58.05,59.23,60.19,57.62
58.47,58.04,58.64,56.79
59.36,60.02,60.12,58.61
59.45,58.68,59.66,57.95
58.80,61.87,62.84,58.62
61.78,63.28,64.33,61.45
62.95,62.29,63.13,60.95
62.81,64.06,64.36,62.07
64.19,64.26,65.25,63.58
64.15,61.21,64.44,61.12
61.93,62.70,63.17,60.40
64.61,65.71,67.44,64.30
65.11,67.79,67.97,64.89
66.60,64.00,66.66,63.78
61.52,63.00,63.50,60.73
64.51,67.64,67.86,63.83
69.61,62.33,70.00,59.87
62.50,64.87,65.18,61.75
64.95,66.43,66.63,64.31
64.15,65.50,66.35,63.00
63.15,63.62,66.18,63.15
64.08,64.82,66.45,63.10
65.74,67.25,67.65,65.40
66.97,67.63,67.90,66.04
67.39,66.53,68.43,66.46
66.13,67.30,69.09,65.76
67.16,64.45,67.99,64.09
65.13,63.68,65.37,63.24
62.44,61.86,62.82,60.70
61.81,61.57,62.12,60.49
60.45,60.20,61.13,59.63
59.90,58.85,60.57,58.81
60.90,61.94,62.48,60.86
62.29,63.53,64.60,62.18
66.11,67.08,67.10,65.53
66.70,66.71,67.92,66.19
67.58,66.50,67.88,66.15
67.56,68.49,69.05,67.21
68.49,70.07,70.61,67.91
69.67,70.46,71.22,69.06
70.00,67.20,70.66,66.90
67.47,68.23,69.01,67.47
67.52,66.55,67.52,65.23
67.57,63.42,68.09,62.31
62.79,60.05,62.91,59.72
61.20,60.34,61.48,59.63
60.53,61.74,61.89,60.00
62.13,59.80,62.43,59.61
61.53,62.36,62.80,61.11
62.36,62.79,62.93,61.16
62.79,63.28,63.58,62.27
63.66,63.13,63.66,62.51
62.99,63.13,63.85,62.34
63.28,61.56,63.45,61.39
61.72,62.28,62.58,61.42
62.11,61.90,63.07,61.85
63.32,65.84,66.27,63.32
65.00,63.96,65.00,62.63
63.62,62.39,63.70,61.72
62.42,62.04,62.74,61.74
62.05,61.03,62.26,60.97
61.75,61.19,62.50,60.70
60.75,60.35,60.89,59.88
60.34,60.80,61.23,60.24
60.41,60.23,61.00,59.63
60.73,61.05,61.76,60.59
61.22,60.97,61.40,60.23
61.41,59.28,62.87,59.01
59.04,57.56,59.54,56.92
58.28,59.72,60.48,58.28
58.98,58.41,59.01,58.08
58.41,59.95,60.06,57.53
60.21,57.53,60.49,57.07
57.23,57.65,58.11,57.23
56.57,57.70,58.01,55.87
58.17,58.38,58.64,57.39
58.84,58.50,59.20,57.71
58.72,59.77,59.79,58.32
60.56,61.45,61.53,59.71
60.92,63.90,63.94,60.82
63.70,67.33,68.08,63.01
67.54,67.83,68.53,66.81
67.98,67.99,68.14,66.72
67.19,66.93,67.30,65.96
66.64,67.14,67.75,66.46
67.10,68.78,69.33,67.10
74.79,81.59,82.42,74.57
79.66,80.96,81.14,79.52
81.33,82.78,83.28,80.90
83.30,83.60,84.41,81.79
83.45,83.73,84.52,82.42
83.72,86.40,86.50,82.59
86.55,86.41,87.85,85.99
86.26,84.30,86.36,84.13
84.23,84.04,84.80,82.08
84.00,80.67,84.00,80.28
81.24,82.97,83.14,81.10
82.87,81.22,83.04,80.96
81.23,79.56,81.53,78.94
78.59,77.74,79.13,77.00
77.76,79.63,80.07,77.22
79.84,81.44,81.69,78.68
81.24,82.46,83.05,80.86
82.22,81.83,82.51,80.78
82.21,81.90,82.32,80.28
81.01,79.85,82.27,79.22
80.16,80.21,81.21,79.18
80.79,81.66,82.43,80.53
82.18,81.91,82.89,81.47
81.65,79.57,81.65,78.12
79.85,78.63,80.17,77.77
78.18,75.78,78.18,74.73
76.09,77.01,77.57,75.08
77.86,78.37,78.74,77.49
78.23,77.86,78.68,77.20
77.54,75.80,77.59,75.18
75.03,75.08,75.48,73.34
75.53,75.47,76.45,74.25
76.70,75.80,76.74,74.91
75.73,75.75,76.05,74.55
74.48,72.40,75.14,72.19
72.25,71.14,73.16,70.80
69.73,70.44,71.14,69.57
70.46,69.19,71.27,68.43
70.05,68.49,70.40,68.26
68.80,70.94,71.20,68.45
69.92,68.14,70.44,67.96
68.80,66.24,68.80,65.75
66.87,66.98,68.09,66.82
66.62,66.22,66.62,65.63
66.32,65.01,66.95,64.76
65.68,63.60,65.93,63.50
62.33,63.84,64.72,62.13
63.72,65.25,65.74,63.55
65.87,67.04,67.07,65.43
66.70,67.75,68.68,65.87
67.87,69.11,69.29,67.73
68.91,69.11,69.40,67.15
69.16,69.45,69.78,67.94
68.24,66.90,68.29,66.05
67.05,64.73,68.24,64.08
63.81,63.47,63.81,62.22
62.85,65.24,65.31,62.48
65.43,65.64,65.82,62.97
64.52,65.81,66.14,64.08
66.67,65.28,67.77,65.08
64.47,63.34,65.46,63.07
62.13,61.70,62.90,61.51
61.84,59.69,61.90,59.34
60.03,58.30,61.24,58.22
57.56,55.97,58.00,55.78
56.27,55.43,56.87,55.09
55.65,58.30,58.49,55.60
59.39,56.79,59.39,56.18
56.07,56.73,56.81,54.54
57.00,54.21,57.00,53.17
54.39,54.05,54.63,53.61
54.77,55.19,55.48,54.51
54.42,53.16,54.42,52.72
53.16,53.27,53.61,51.59
51.84,51.29,52.06,51.13
51.50,50.20,51.83,49.22
49.91,50.75,51.24,49.52
51.52,51.14,52.25,50.60
52.15,50.12,52.45,50.00
49.69,49.42,49.85,48.47
49.91,48.28,50.39,48.21
48.65,49.38,49.56,47.90
49.06,46.96,49.14,46.69
47.05,48.03,48.17,46.67
48.13,49.22,49.29,47.54
48.75,48.68,48.88,47.59
48.80,51.43,51.78,48.80
51.19,51.26,52.08,50.52
51.19,49.00,51.79,48.78
49.35,49.24,49.66,48.08
48.36,47.26,48.48,47.00
47.19,47.11,48.12,46.19
47.32,49.46,49.86,47.32
48.96,50.71,50.94,48.86
52.64,55.12,55.36,52.55
54.20,54.37,54.75,53.16
54.91,55.98,56.24,54.61
55.58,55.26,56.30,54.59
54.46,53.67,54.59,53.24
53.65,53.17,53.88,52.66
53.67,52.56,53.85,51.99
52.84,52.94,53.41,52.22
51.75,51.19,52.01,50.03
51.48,52.31,52.57,51.26
52.22,53.33,53.41,51.59
53.73,57.34,57.84,53.07
57.00,58.40,58.57,56.99
58.42,59.54,60.32,58.37
58.71,57.04,59.02,56.89
55.20,55.65,56.00,54.32
55.81,54.26,56.06,53.46
54.58,53.95,54.99,52.93
55.02,55.66,56.19,54.35
56.24,58.21,58.77,55.17
58.12,58.41,58.62,57.53
58.16,56.69,58.76,56.40
57.03,56.79,57.53,54.28
55.72,54.13,58.08,53.88
55.49,55.50,56.50,53.17
55.85,56.12,57.09,55.65
56.72,59.52,60.01,56.62
59.20,59.69,61.39,59.20
59.35,61.27,61.81,58.86
60.35,62.70,62.90,59.85
62.50,62.02,63.36,61.51
62.59,62.18,62.78,61.22
62.22,61.74,62.51,61.39
61.78,61.72,62.16,61.28
61.97,61.42,62.12,61.24
61.39,61.37,61.53,61.07
61.76,60.30,61.96,60.14
59.97,59.44,60.58,58.85
59.30,58.00,59.88,57.95
57.84,58.06,58.61,57.51
58.38,57.63,58.59,57.47
57.45,58.33,58.54,57.43
58.32,57.59,58.38,57.29
57.29,56.68,57.49,56.54
57.37,57.21,57.39,55.83
57.32,57.58,57.80,56.40
57.72,56.59,57.99,56.32
57.22,59.00,59.99,57.22
59.33,60.77,60.95,59.04
60.37,59.39,60.90,59.21
59.78,60.52,60.80,59.62
60.17,60.25,61.33,59.61
60.54,61.34,61.60,59.52
61.73,63.40,63.42,61.71
63.06,63.01,63.91,62.88
62.83,62.39,63.19,61.49
62.33,61.92,62.43,61.29
61.02,61.89,62.07,60.75
62.68,61.19,62.84,61.16
60.89,60.00,60.99,59.89
60.40,58.52,60.43,58.50
58.44,57.82,58.55,57.25
58.05,58.83,59.01,57.84
58.39,58.55,59.13,57.90
58.94,58.39,59.53,57.97
59.68,59.63,60.30,59.07
59.61,58.01,59.83,57.69
58.40,57.70,58.50,57.60
58.27,57.75,58.37,57.42
57.49,57.22,57.50,56.77
57.33,59.20,59.57,57.02
59.40,59.41,59.86,58.35
60.24,60.89,61.90,60.19
60.94,60.92,61.57,60.58
61.13,60.94,61.50,59.98
61.43,62.01,62.17,61.04
62.43,63.75,64.22,62.04
63.60,63.74,64.01,62.60
63.47,62.44,64.26,62.11
62.57,61.67,62.98,60.64
60.54,59.73,60.54,59.31
60.09,58.48,60.63,58.35
59.16,58.55,59.33,57.47
58.37,58.19,59.12,57.98
58.49,57.18,58.49,56.97
57.78,59.24,59.24,57.20
59.77,62.97,64.19,59.24
62.82,61.36,63.04,61.20
62.50,63.52,63.85,62.37
61.86,60.65,62.51,60.35
60.75,58.98,61.03,58.97
58.60,59.06,60.22,58.31
60.29,59.73,60.70,59.22
58.78,59.93,60.86,58.23
60.30,60.76,61.35,59.90
60.48,60.77,61.14,60.13
60.62,60.73,61.01,59.57
61.50,63.55,63.64,61.32
63.01,62.37,63.48,61.74
62.31,62.02,62.63,61.65
62.24,63.00,63.00,62.01
62.50,61.40,62.80,61.15
61.26,60.75,61.83,60.56
60.54,60.25,60.62,59.50
61.48,60.63,61.62,60.15
60.66,60.12,60.93,59.70
60.31,59.78,60.84,59.55
59.52,59.69,60.17,59.36
60.09,60.90,61.40,59.80
60.80,59.87,60.88,59.65
59.84,58.07,59.86,57.75
57.90,57.05,58.04,56.62
57.35,56.76,57.64,56.08
56.88,57.89,58.45,56.88
57.71,56.72,57.75,56.45
56.44,56.26,56.76,55.81
56.35,56.89,57.14,56.24
56.86,58.92,59.08,56.56
58.73,58.23,59.03,57.68
58.62,59.28,59.42,58.46
58.90,59.07,59.77,58.37
58.75,57.25,58.75,57.15
57.55,56.86,57.69,56.85
56.94,57.04,57.17,55.89
56.56,56.31,56.62,55.74
56.26,57.73,57.83,56.08
59.22,58.25,59.35,56.96
58.28,59.34,60.66,58.04
59.44,60.52,60.78,59.28
59.82,61.21,61.32,59.80
61.03,61.14,61.51,60.81
61.13,60.18,61.35,59.55
60.79,61.00,61.11,59.76
60.87,61.40,61.49,60.56
61.45,62.25,62.35,61.40
61.68,62.85,62.88,61.67
62.66,62.75,62.97,62.10
63.00,62.96,63.10,62.28
63.03,63.84,63.93,62.00
63.72,64.04,64.07,62.82
63.92,62.90,64.25,62.83
63.11,63.23,63.66,62.88
63.40,64.00,64.20,63.03
64.10,64.01,64.12,62.95
63.89,64.06,64.78,63.64
64.27,63.75,64.52,63.35
63.46,63.86,64.18,62.52
64.50,64.53,64.63,63.68
63.86,63.77,64.06,63.20
64.26,65.10,65.25,64.09
64.70,66.30,66.39,64.65
66.47,65.96,66.50,65.48
66.14,66.60,66.83,65.97
66.36,66.75,66.81,65.81
66.62,67.00,67.37,66.58
67.16,67.75,67.88,66.65
67.42,67.25,68.14,67.24
67.08,64.95,67.12,64.81
66.48,66.95,67.09,64.95
67.02,67.33,68.59,66.95
68.52,68.81,68.90,66.56
69.94,68.84,70.36,68.55
69.34,66.53,69.46,66.52
66.98,67.00,67.18,65.47
66.51,68.10,68.60,66.51
68.11,67.31,68.46,66.95
66.87,65.47,67.04,65.10
65.29,63.67,65.44,63.12
64.28,64.86,65.23,64.16
65.18,65.01,65.49,64.65
65.10,67.49,67.57,65.00
67.88,70.61,70.75,67.57
70.25,71.65,71.71,69.44
71.47,72.12,72.53,71.15
72.12,74.03,74.71,72.00
74.17,76.86,77.00,74.11
77.16,78.10,79.23,76.88
77.38,78.16,79.69,76.61
78.36,76.88,78.43,76.41
76.40,75.00,76.54,74.00
74.37,74.29,75.14,73.44
75.03,75.89,75.92,74.91
75.88,75.97,76.67,75.35
76.45,76.08,76.54,75.60
75.07,75.74,76.24,75.07
75.75,75.44,76.18,75.16
74.03,73.56,74.67,73.08
74.04,71.53,74.22,71.06
71.82,68.85,72.40,68.43
68.65,69.72,69.75,68.05
68.71,70.89,71.58,68.43
71.01,71.67,71.85,70.43
71.97,72.80,72.99,70.88
72.85,72.53,73.25,71.81
72.63,73.07,73.19,71.78
72.35,72.33,72.68,70.60
71.72,67.87,71.72,67.53
69.06,70.11,70.20,67.55
69.69,69.28,69.73,67.36
69.28,70.67,71.73,68.17
71.00,69.89,71.13,68.91
70.25,71.24,71.59,69.08
71.49,70.62,71.49,69.94
70.84,72.38,73.11,70.84
72.70,71.98,74.30,71.88
71.92,70.72,71.95,69.46
71.12,72.69,73.35,69.59
72.55,73.18,73.26,72.13
72.53,71.98,73.04,71.39
72.10,71.90,72.54,70.88
72.64,74.03,74.25,72.64
73.86,75.00,75.26,73.86
74.89,72.84,76.61,72.75
72.90,72.91,73.55,71.92
72.80,71.74,73.29,71.42
71.37,70.53,71.51,69.66
70.20,70.25,70.72,69.65
70.29,70.95,71.20,70.11
70.41,69.86,70.96,69.29
69.94,68.82,70.13,68.75
69.30,70.64,70.66,69.22
70.89,71.53,71.99,70.68
71.50,70.55,72.08,70.38
70.64,68.76,71.96,68.52
68.41,71.62,71.69,67.92
70.78,72.31,72.48,70.12
72.95,73.54,74.24,69.25
73.25,73.12,74.30,72.66
73.09,72.59,73.09,71.98
72.13,70.14,72.30,70.12
70.37,70.12,70.63,69.15
69.93,70.87,71.06,69.69
70.84,70.76,71.25,70.47
71.03,72.59,72.67,71.02
72.93,75.15,75.34,72.78
75.37,74.75,75.44,74.28
73.52,72.62,73.80,72.21
73.40,71.11,73.40,70.85
71.07,71.77,72.09,70.80
71.89,72.38,72.82,71.36
73.31,72.84,73.69,72.28
72.53,72.38,73.23,72.10
72.41,71.16,73.06,70.86
