TCFC,The Community Financial Corporation - Common Stock,NASDAQ
29.96,28.30,30.00,27.04
28.40,30.00,30.00,28.40
30.00,30.00,30.00,30.00
28.96,28.80,29.00,28.80
28.08,28.00,28.08,28.00
28.00,28.50,28.50,28.00
28.50,27.04,28.75,27.04
29.00,28.75,29.00,28.75
28.98,27.55,28.98,27.55
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
30.40,29.00,30.40,27.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.01,28.98,29.01,28.98
27.56,28.28,29.00,27.51
28.56,27.00,28.57,27.00
28.40,29.00,29.00,28.40
27.35,28.58,28.58,27.21
29.00,28.40,29.00,28.40
28.40,28.40,28.40,28.40
27.16,29.00,29.00,27.16
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
28.99,29.71,30.00,28.99
29.63,28.95,29.63,28.95
30.00,30.00,30.00,30.00
