PXD,Pioneer Natural Resources Company Common Stock,NASDAQ
61.73,62.02,62.46,60.31
62.56,62.69,62.83,61.69
62.71,62.39,63.37,62.24
61.77,60.74,62.24,60.30
60.21,61.40,61.55,59.74
62.05,63.30,63.50,61.98
63.01,63.28,63.63,62.41
62.01,64.80,64.89,62.01
64.51,66.09,66.24,64.07
66.15,66.09,66.82,65.82
65.35,62.55,65.46,62.28
63.20,63.14,63.45,61.54
63.71,63.92,64.36,62.64
64.15,64.13,66.15,63.74
64.71,66.23,66.96,64.54
64.51,64.13,64.75,62.91
61.15,62.86,63.44,60.00
61.66,61.43,63.55,56.91
61.34,58.50,61.72,57.13
61.86,63.89,64.09,61.42
63.00,63.85,65.47,62.93
64.76,65.50,66.04,64.35
65.15,64.82,66.49,64.65
63.93,62.91,64.26,61.70
62.91,60.93,63.81,59.00
62.16,60.52,62.90,60.11
60.16,59.53,60.69,57.70
57.43,56.40,58.09,55.93
54.72,59.45,59.55,54.72
58.95,58.08,60.15,57.97
55.97,58.60,58.73,55.77
59.84,60.00,61.54,59.55
62.07,63.49,63.49,61.69
63.15,63.70,65.23,62.92
62.38,61.74,64.15,61.62
62.39,65.78,65.78,61.90
66.03,67.51,67.89,64.43
66.35,63.24,66.94,62.55
63.85,62.30,64.62,62.06
62.10,63.95,64.93,61.73
64.86,64.56,67.31,64.00
66.34,68.87,68.87,66.14
67.90,70.10,70.24,67.10
71.30,69.64,72.59,69.54
71.03,71.03,71.29,69.83
70.77,71.66,72.39,70.55
71.72,71.52,72.12,70.24
71.42,71.65,71.98,70.79
73.44,71.03,74.00,70.36
70.49,66.97,70.57,66.38
66.89,67.19,68.12,65.50
66.00,64.97,66.80,63.54
65.21,65.24,66.28,63.76
65.57,63.93,65.79,63.72
62.79,60.52,63.11,60.05
60.59,59.45,61.44,59.06
58.98,58.92,59.67,56.47
59.91,57.26,59.91,57.18
59.46,56.96,60.42,56.42
56.96,59.21,59.27,56.88
61.11,60.36,61.52,58.65
60.16,60.87,61.04,59.85
60.72,60.69,61.12,59.71
61.78,62.27,62.88,61.16
61.64,62.05,63.16,60.99
61.93,61.45,62.16,60.09
60.59,58.85,60.59,58.65
59.23,59.27,59.76,58.26
57.92,60.53,60.80,57.88
60.82,59.64,61.26,59.07
60.41,59.59,61.07,59.18
59.12,58.84,59.34,58.00
59.13,60.19,60.25,58.51
60.50,59.06,60.59,58.34
59.04,59.31,60.66,58.55
59.44,58.40,59.97,54.89
57.36,57.92,58.36,57.30
59.20,60.90,61.24,58.97
60.41,61.47,61.87,59.66
61.35,61.51,61.96,60.39
60.85,61.39,61.62,60.30
60.08,60.35,61.43,59.22
60.66,60.50,60.90,59.72
59.61,59.69,60.08,59.09
58.11,57.64,58.49,57.11
56.67,56.47,57.75,56.28
56.28,56.37,57.37,56.22
55.96,55.84,56.34,55.49
56.57,58.01,58.45,56.42
57.93,58.58,58.81,56.85
58.03,58.00,58.63,57.60
57.37,57.95,58.12,56.86
57.99,58.48,59.21,57.97
57.30,57.24,58.45,56.31
56.82,57.41,57.66,55.80
57.82,57.12,58.71,56.85
57.55,58.95,59.08,56.15
58.76,58.13,59.66,58.06
57.61,57.82,58.67,57.07
58.85,60.38,60.50,58.66
60.51,61.25,61.34,59.72
61.98,62.50,62.68,61.52
62.96,61.83,63.00,61.11
61.85,63.10,63.26,61.85
64.34,63.62,64.60,62.95
63.74,64.77,65.05,63.49
65.70,65.11,65.73,64.70
65.05,65.02,65.89,64.36
64.37,65.35,65.42,63.90
64.78,64.85,65.45,64.44
65.25,65.38,65.88,64.15
65.70,66.89,67.39,65.21
66.73,66.46,67.13,65.76
66.57,65.79,67.77,65.63
64.91,66.03,67.14,64.90
62.50,64.76,65.53,62.50
64.72,64.36,65.49,64.16
64.61,64.26,64.68,63.61
64.00,65.37,65.75,64.00
65.86,65.03,66.36,64.61
65.80,66.06,66.32,64.97
65.87,65.56,66.43,65.01
66.36,69.33,70.05,65.81
69.38,69.54,70.18,68.88
70.00,68.71,70.00,68.05
68.92,71.67,71.90,68.92
71.50,71.57,72.83,71.31
71.17,71.86,71.98,70.32
72.43,73.87,74.49,72.13
73.75,72.91,73.92,71.92
73.62,73.57,73.76,72.05
73.48,73.55,74.00,72.88
71.88,71.53,73.18,70.99
71.30,72.37,72.92,71.30
72.90,71.84,73.84,71.13
71.96,72.61,72.66,71.72
73.28,73.19,74.48,73.00
72.47,72.00,73.64,71.66
69.47,69.90,71.86,68.18
70.65,69.18,71.20,68.66
68.94,69.80,70.51,68.94
70.55,71.00,72.10,70.49
71.76,72.58,72.92,70.82
72.90,73.37,73.61,71.42
74.42,75.24,75.75,73.62
75.22,76.32,76.68,74.52
75.65,76.82,77.20,74.90
77.29,76.95,78.31,76.24
77.10,77.66,77.75,75.97
76.94,78.03,78.30,76.75
77.12,77.00,77.63,76.01
77.38,77.11,78.00,76.87
76.34,76.34,76.56,75.29
76.35,76.78,78.46,75.66
77.90,78.78,79.13,77.66
78.52,80.06,80.07,77.75
79.49,79.53,79.75,77.44
78.55,77.45,78.61,77.05
78.28,79.25,79.59,78.01
78.22,78.29,79.50,77.87
77.78,80.15,80.33,77.10
79.10,80.11,80.78,78.27
81.84,84.27,84.61,81.05
84.27,83.92,84.81,83.77
83.34,84.05,84.84,83.34
84.07,84.79,85.81,84.01
86.25,84.55,86.90,84.22
84.74,83.24,84.90,82.81
83.75,83.25,84.12,82.55
83.47,84.29,84.47,82.31
84.84,84.20,85.32,84.07
84.49,84.64,85.46,83.92
84.47,84.60,85.76,84.17
84.61,85.37,85.66,83.55
85.07,85.06,85.65,84.67
85.22,85.61,86.00,84.53
85.99,87.26,87.56,85.61
87.19,87.51,87.81,86.65
87.41,86.62,87.51,86.14
86.18,86.06,86.43,85.66
86.46,85.85,86.82,85.66
86.02,87.53,87.78,85.88
87.39,86.94,88.00,86.41
86.75,86.82,87.34,86.51
87.86,88.38,89.00,87.40
88.38,87.52,88.63,86.14
87.62,88.15,88.76,87.60
89.25,87.98,90.03,86.96
88.17,87.88,88.58,86.01
87.56,87.86,88.04,85.90
88.44,89.87,90.36,88.40
90.47,91.89,92.60,90.35
92.09,92.64,93.49,91.68
92.33,93.41,93.96,91.82
92.91,93.61,93.81,91.99
93.63,91.95,94.85,91.33
91.58,90.44,91.58,88.75
91.40,89.85,91.64,89.27
89.95,90.51,91.18,89.53
90.06,88.45,90.06,87.40
88.79,91.36,91.78,88.75
90.57,89.38,90.97,89.02
89.79,91.15,91.58,89.43
91.38,95.16,95.25,91.27
95.45,95.53,97.39,95.16
95.02,95.52,96.89,94.62
95.41,94.83,96.05,94.25
95.12,95.75,96.62,94.18
96.57,95.00,96.98,94.41
94.75,93.97,94.90,92.20
93.62,94.28,94.89,93.62
93.95,96.33,96.44,93.57
95.95,96.40,97.29,95.73
96.52,98.69,98.73,96.52
98.07,97.76,98.99,97.39
98.00,99.86,101.65,98.00
99.63,100.54,100.84,99.63
100.39,99.23,100.44,98.86
99.43,98.72,101.00,97.87
99.06,100.67,101.62,98.80
100.93,100.40,101.43,99.65
100.86,102.86,102.86,100.50
103.19,102.34,103.66,101.11
102.70,99.27,102.88,98.84
99.23,99.35,99.86,98.34
100.05,100.02,100.67,98.62
100.08,100.00,101.03,98.65
100.58,99.28,101.24,97.83
99.34,97.45,99.80,97.22
97.37,97.37,98.67,96.68
95.59,94.50,95.85,93.59
93.18,95.07,96.05,92.78
94.31,97.14,97.56,93.65
95.65,96.95,97.95,94.29
96.96,95.75,99.35,94.56
97.68,99.69,100.10,97.00
101.32,98.72,101.32,98.07
99.99,100.94,101.35,99.97
100.83,99.80,101.24,99.18
99.16,98.00,99.86,97.59
98.45,99.35,99.45,96.31
99.45,100.04,100.80,98.78
100.13,99.90,101.35,99.61
101.44,102.77,103.57,100.80
103.22,102.81,104.29,101.65
103.29,101.92,103.92,101.78
102.92,103.81,104.84,102.43
103.98,104.66,105.14,103.85
104.30,104.03,105.30,103.56
104.50,102.34,105.04,101.86
102.01,103.75,103.78,101.75
104.42,104.38,106.07,103.83
104.30,102.33,104.30,101.61
101.39,97.19,101.39,96.59
98.40,97.40,99.49,96.41
96.68,98.24,98.74,95.79
98.51,100.04,100.48,96.88
98.28,98.50,99.23,96.81
98.61,99.32,99.39,97.89
101.40,102.00,102.86,100.55
102.43,100.94,102.52,100.33
101.17,100.37,101.46,99.56
100.82,100.50,100.83,99.58
101.06,100.88,101.38,98.27
100.46,100.12,101.38,99.19
100.23,102.23,102.42,99.90
102.62,101.20,103.32,100.10
100.22,96.22,100.22,93.96
95.58,92.33,95.75,89.18
90.83,88.71,91.52,87.96
90.58,89.08,91.12,88.24
89.83,93.92,94.62,89.44
93.85,95.20,95.86,92.98
94.72,93.21,94.72,91.79
93.20,92.97,94.44,91.00
93.10,92.15,94.16,91.40
91.64,89.95,92.78,89.72
88.85,89.44,90.48,88.06
89.96,91.83,93.00,89.64
92.37,90.96,92.90,90.00
90.93,90.94,91.72,89.26
89.17,89.22,89.63,88.15
90.50,90.73,92.24,90.14
90.03,91.30,92.07,89.84
90.90,91.12,91.72,90.32
91.79,91.14,92.23,90.55
92.96,91.82,93.48,91.00
92.74,91.28,94.89,90.94
91.28,91.55,92.76,90.24
90.24,91.18,92.53,89.49
90.78,88.08,91.35,87.75
88.72,88.00,89.40,87.17
87.96,86.95,89.47,86.74
87.30,88.39,89.23,87.08
87.82,86.43,88.18,86.34
86.56,83.66,86.82,82.41
84.82,85.46,86.33,84.82
84.38,84.23,85.46,83.65
84.32,84.80,85.49,83.48
85.68,84.40,85.68,83.50
83.78,84.49,84.75,83.32
85.01,87.07,87.54,84.84
86.52,86.36,87.72,86.16
84.58,85.84,86.03,83.66
85.91,84.44,86.05,84.09
84.21,85.07,85.50,83.63
85.68,87.14,87.50,85.54
87.23,88.87,89.48,87.15
89.11,89.57,90.41,89.11
89.57,90.10,90.43,87.69
90.09,90.99,92.00,90.09
90.81,91.28,91.35,89.47
92.65,92.51,93.32,91.79
91.16,91.14,92.19,90.18
89.74,87.57,90.15,87.32
87.10,87.37,88.80,86.74
87.93,87.63,88.98,87.44
88.18,86.09,88.37,85.94
90.81,95.03,95.35,90.47
94.59,93.36,94.93,92.83
94.44,97.41,97.77,94.38
98.35,97.02,98.55,96.65
97.75,98.39,99.54,97.51
98.43,99.53,99.64,97.60
98.05,98.40,99.57,97.53
98.44,97.56,98.88,97.29
96.97,94.86,97.12,94.51
94.99,93.20,96.05,93.13
92.60,92.99,94.24,91.89
94.62,93.00,94.91,92.01
92.08,88.99,93.84,88.89
89.61,87.59,89.61,84.90
85.51,81.09,85.99,80.89
82.41,78.58,82.80,75.78
75.24,70.58,75.77,69.65
72.16,76.14,76.34,71.08
75.11,73.42,77.22,73.14
73.90,77.40,78.66,72.86
78.46,77.55,78.51,76.26
77.89,80.66,80.86,77.89
79.26,79.14,79.94,77.33
79.67,78.94,81.28,78.12
75.87,73.75,76.19,72.47
72.98,71.91,74.90,71.70
73.99,71.50,74.66,70.53
71.76,73.82,73.83,70.84
73.39,74.48,74.65,72.56
75.24,72.48,76.34,71.99
71.76,74.09,74.37,70.49
75.41,76.22,76.31,74.62
75.48,76.48,77.12,74.65
77.54,78.17,79.91,77.31
78.95,78.19,79.78,77.81
76.14,74.39,76.68,73.86
71.51,73.11,73.25,71.28
74.96,77.13,77.19,74.31
76.21,75.54,77.93,75.09
74.32,72.70,75.08,71.95
71.30,72.94,73.06,70.94
73.06,73.97,74.35,71.69
74.28,75.42,76.55,72.84
76.50,78.99,79.19,75.48
79.41,80.63,80.74,78.42
78.42,77.71,78.60,76.27
78.50,76.28,79.52,76.17
76.42,74.34,78.44,74.29
71.08,68.44,71.27,66.61
67.70,67.56,68.84,66.88
67.91,70.30,70.45,65.95
72.60,71.98,73.99,71.52
72.24,68.66,73.41,68.54
70.72,68.50,70.90,66.68
67.10,65.77,67.89,65.73
64.87,61.82,65.64,61.68
60.23,65.31,65.49,58.63
64.98,68.23,68.40,63.71
68.18,70.41,70.71,67.24
71.11,68.45,71.23,67.56
69.28,71.42,72.00,68.54
70.40,69.87,72.09,69.46
70.43,69.75,70.95,69.66
68.91,69.95,70.30,67.76
71.59,75.44,75.53,71.36
75.21,73.93,76.17,73.72
73.75,79.19,79.85,73.44
78.75,79.52,81.86,78.45
79.33,80.09,80.57,76.97
81.71,82.03,83.26,80.47
82.72,84.67,84.80,82.58
83.93,82.82,84.03,81.34
84.32,83.96,85.31,81.25
86.42,88.01,89.43,85.44
87.20,88.49,89.33,86.82
86.80,83.90,86.97,83.70
79.07,80.97,82.85,77.85
87.79,91.16,91.25,85.01
91.91,94.15,94.80,91.47
92.97,93.17,94.05,91.45
93.57,92.03,94.25,91.64
88.85,88.59,89.05,87.02
86.32,86.30,88.82,86.13
87.98,92.12,93.50,87.98
91.17,93.37,93.79,90.76
92.93,93.03,93.53,91.20
93.12,93.24,94.50,92.15
92.70,94.27,97.10,92.58
93.95,91.07,94.41,90.10
91.83,89.82,92.39,89.69
88.59,88.58,89.26,86.71
88.40,87.51,89.78,86.84
86.44,84.07,86.45,83.51
83.72,83.44,85.18,83.41
86.54,87.91,88.81,86.33
88.26,89.38,90.20,87.44
93.30,94.54,94.99,92.93
94.16,93.74,95.69,93.00
94.86,92.85,95.00,92.58
94.33,93.38,95.38,92.62
93.68,94.40,95.15,92.42
93.93,92.32,93.93,90.53
91.87,88.45,92.53,88.10
88.64,91.16,91.71,88.53
89.52,88.21,89.67,87.25
88.84,87.03,90.71,85.98
85.60,82.84,85.79,80.95
84.24,82.81,85.56,82.28
83.40,83.78,84.85,82.60
83.95,81.38,84.27,80.99
83.00,86.15,86.45,83.00
86.15,87.48,87.65,84.73
87.60,89.29,89.56,87.33
89.51,88.51,89.63,87.84
88.60,90.02,90.64,88.60
89.86,87.83,90.29,87.44
88.20,88.97,89.07,87.53
88.70,89.48,90.07,88.40
91.84,92.63,93.32,90.26
92.23,93.56,93.67,91.24
92.70,95.50,95.63,92.13
96.13,94.01,96.29,94.01
94.00,95.01,95.01,93.27
96.32,97.66,98.83,96.18
97.17,94.35,97.58,94.10
94.97,96.56,98.62,94.82
95.35,97.63,97.82,95.02
99.38,99.15,99.80,97.53
99.30,99.60,100.17,98.20
99.94,100.89,101.69,99.64
100.61,97.71,100.78,96.77
97.89,100.09,100.50,97.77
96.86,98.23,98.80,96.86
98.01,101.49,101.82,96.80
102.00,98.71,102.49,97.86
98.61,97.42,99.50,96.44
96.00,97.64,97.78,95.09
98.22,99.30,99.78,97.34
100.29,98.91,100.29,98.24
101.69,102.66,104.66,101.00
103.97,104.39,105.88,103.27
104.12,105.74,106.84,104.12
105.00,108.35,108.48,102.11
108.75,109.84,112.41,108.55
110.18,110.17,110.71,108.35
107.94,109.17,109.19,107.60
110.44,111.85,112.31,108.65
112.12,110.79,112.31,109.73
111.55,113.46,115.23,111.30
113.29,114.88,115.14,112.33
115.63,113.67,119.19,113.10
114.77,113.76,115.00,112.90
113.44,113.70,114.96,112.87
113.48,114.70,114.95,111.95
115.20,116.24,117.91,114.93
115.10,113.90,115.49,113.76
114.18,111.91,114.18,110.99
113.14,109.64,113.41,108.67
110.62,111.90,112.13,109.58
110.92,108.40,111.51,107.69
108.15,106.16,108.15,103.41
105.14,103.27,105.14,101.16
103.31,105.34,106.21,101.62
106.22,107.70,108.15,104.79
108.23,108.55,109.80,107.19
108.54,106.96,108.64,106.48
108.06,107.93,108.06,105.27
107.69,106.40,108.88,105.81
106.74,106.55,107.63,105.27
107.21,110.01,110.57,107.21
109.43,111.31,111.42,108.84
109.84,106.35,109.84,105.57
106.10,103.79,106.10,103.13
102.19,100.69,103.14,99.82
100.73,101.75,102.80,100.47
103.00,105.00,105.14,102.75
104.88,106.65,107.18,104.39
106.35,105.36,106.56,103.50
104.11,105.20,105.39,102.44
105.52,111.59,112.58,105.52
111.54,112.10,113.51,110.44
112.54,111.93,112.54,110.51
110.48,109.63,110.48,108.33
109.35,109.60,111.34,109.00
107.34,107.48,108.08,106.25
107.50,105.12,108.38,104.39
106.47,103.64,106.65,103.50
103.99,107.83,108.27,103.82
107.45,106.69,108.24,106.55
107.27,104.60,108.41,103.85
106.00,107.69,109.22,105.81
107.13,105.72,107.13,104.66
106.34,105.89,107.74,104.96
105.70,104.98,106.94,104.57
102.55,105.49,105.86,102.35
105.56,106.71,107.34,104.72
107.82,113.61,114.27,107.21
113.20,115.64,115.95,112.87
115.74,115.64,116.13,113.76
114.87,115.82,116.13,112.55
116.19,116.16,117.05,114.72
114.51,112.64,115.37,111.93
114.15,110.86,117.63,109.75
108.79,106.93,109.28,105.77
106.06,105.47,107.35,104.66
104.59,103.88,104.63,100.43
102.02,102.19,102.62,99.43
104.08,104.23,106.19,103.06
103.01,101.95,105.05,101.78
100.00,98.76,100.63,98.57
98.55,97.95,99.70,97.01
98.22,97.66,99.95,97.58
98.10,96.72,99.20,96.69
97.79,95.36,98.93,94.80
95.36,99.84,99.92,95.34
99.99,100.68,102.37,98.44
99.59,99.30,99.64,94.87
99.99,98.03,100.00,96.09
97.82,99.21,99.54,97.82
100.22,102.71,103.17,99.88
100.89,98.35,100.89,97.26
98.23,96.70,98.69,94.57
94.46,88.30,95.17,87.69
89.85,86.82,89.85,84.23
86.33,89.52,89.73,86.26
91.28,94.53,95.98,91.28
96.14,95.27,98.29,94.24
94.10,94.29,94.81,91.67
95.14,90.29,95.91,90.17
90.94,92.76,92.93,89.35
91.45,88.95,92.29,88.23
89.24,88.17,90.40,86.31
89.05,89.85,89.93,87.55
89.69,87.05,89.69,86.84
87.94,90.32,91.23,87.57
90.22,86.00,90.39,84.99
86.16,80.84,86.25,80.54
81.59,83.13,83.98,79.85
81.25,78.78,81.53,77.41
79.12,80.69,81.24,78.64
81.02,82.24,82.85,80.99
81.53,83.31,83.47,80.71
86.00,88.21,88.33,86.00
88.61,86.72,89.27,85.23
87.59,91.05,92.16,87.45
90.06,88.04,90.73,87.81
86.34,86.16,87.44,85.04
85.79,85.98,87.34,85.05
86.41,82.80,86.76,82.18
83.14,85.08,85.70,83.14
83.58,83.88,84.64,82.75
84.41,85.05,85.29,84.23
84.60,84.87,85.47,83.83
85.81,88.36,88.51,84.53
87.56,89.90,90.56,87.44
88.85,93.49,94.74,88.85
91.92,92.75,93.50,90.35
89.84,88.71,90.45,88.00
89.00,86.96,89.44,85.69
87.71,87.79,88.27,85.40
90.11,89.52,90.84,88.59
90.40,92.36,92.80,89.05
92.20,90.38,92.32,89.73
90.50,88.63,91.48,88.37
90.00,93.86,95.17,90.00
91.63,92.00,94.25,90.60
95.41,97.43,98.08,94.37
97.48,96.87,97.86,96.53
98.22,98.57,99.43,97.77
97.87,99.43,101.98,97.77
98.92,99.87,99.97,98.68
97.23,98.29,98.73,97.12
98.43,97.26,99.00,96.69
98.28,97.18,98.34,96.65
97.41,98.75,98.88,97.18
99.19,100.07,100.55,97.95
100.45,100.43,100.54,99.23
99.98,98.31,100.11,97.97
99.23,96.82,99.80,96.44
96.74,97.38,97.60,96.11
97.38,96.13,97.96,96.10
96.01,98.65,98.97,95.56
98.64,98.06,99.97,97.24
98.01,98.37,99.19,97.26
98.24,98.54,98.89,97.50
97.50,96.14,97.55,96.00
97.13,97.36,98.36,96.59
97.44,97.26,97.94,96.00
97.15,96.02,97.38,95.94
97.95,99.31,101.38,96.13
99.29,103.17,103.21,99.27
103.10,103.20,104.36,102.31
103.31,105.57,105.92,103.30
106.35,106.57,107.15,105.55
106.95,109.28,110.59,105.57
110.46,113.16,115.69,109.59
113.09,112.02,114.78,111.46
111.57,108.72,111.92,107.15
108.71,107.14,108.98,106.58
106.12,106.52,106.90,104.42
107.99,106.23,108.29,106.01
105.54,104.08,105.54,103.73
104.73,103.01,105.78,103.00
102.27,101.58,103.18,100.34
103.22,104.66,104.97,102.21
104.00,104.40,105.19,102.71
105.27,103.90,107.52,103.47
105.31,104.67,105.31,103.21
104.60,102.93,104.81,102.66
103.60,104.00,104.27,102.86
104.67,102.94,104.99,102.54
101.84,102.59,102.82,101.03
103.03,105.33,106.30,102.72
105.23,102.56,105.76,102.04
103.85,104.11,105.69,103.77
104.23,102.15,105.35,101.84
101.94,105.47,105.74,100.68
105.84,108.36,110.05,105.84
108.39,108.18,109.57,107.59
107.40,107.78,108.56,106.98
107.66,105.30,108.22,104.28
104.05,104.84,106.65,103.18
102.71,102.55,102.96,99.75
103.30,101.65,104.36,101.32
103.23,104.27,104.56,102.13
104.04,103.63,104.91,102.80
107.03,105.65,110.19,102.67
103.15,109.34,110.49,101.80
108.66,105.96,109.99,105.48
105.81,107.77,108.00,104.94
108.31,109.10,110.67,108.07
107.47,105.56,107.47,103.76
105.12,102.35,105.56,102.33
102.28,103.90,106.72,101.67
104.60,102.74,104.65,102.61
102.22,103.63,105.30,101.41
104.18,101.79,104.68,101.51
107.00,102.82,107.00,101.16
102.57,102.78,104.57,100.48
103.82,105.15,106.49,103.82
104.42,105.52,105.53,103.28
103.04,106.22,107.27,103.04
106.71,107.99,108.01,106.11
106.49,106.35,106.74,104.79
105.99,104.83,106.54,104.70
103.94,104.74,104.86,102.57
105.96,106.64,107.21,105.41
106.37,107.00,108.09,105.15
107.74,104.83,108.80,104.56
104.50,102.39,104.87,102.10
102.60,104.85,105.05,101.97
104.49,103.25,105.13,102.66
103.01,102.95,104.19,102.55
102.81,101.70,103.20,101.09
102.25,104.23,105.41,101.70
104.29,105.60,106.74,103.80
105.34,103.18,105.46,102.51
102.91,102.95,103.85,102.27
103.40,104.52,104.69,102.70
104.53,107.75,108.47,104.09
107.70,107.22,109.00,107.00
107.51,108.79,109.22,107.28
107.14,108.52,108.72,106.43
107.69,107.63,109.19,106.37
108.19,106.30,109.77,106.14
106.28,104.95,106.49,103.48
103.97,102.41,104.47,102.03
101.88,106.59,106.75,101.88
109.43,109.75,110.08,107.29
109.30,111.32,112.95,108.31
111.42,113.17,114.36,111.35
112.04,112.13,113.36,110.70
112.04,112.41,112.90,110.88
112.83,111.20,113.73,110.89
112.21,112.56,113.25,111.09
112.68,111.85,113.57,110.58
111.74,111.74,112.34,110.36
111.01,110.86,111.37,110.06
110.65,113.00,113.01,110.01
114.25,114.14,115.00,112.77
114.03,113.73,114.74,111.60
114.13,114.41,114.58,112.04
113.90,112.00,114.40,111.65
112.71,113.87,114.56,111.32
113.37,115.61,116.30,113.37
115.94,114.99,116.99,114.33
115.11,117.37,117.61,114.44
120.00,116.21,123.86,116.00
115.20,117.54,118.40,113.57
118.28,119.92,120.00,117.74
117.99,119.67,120.57,117.79
120.96,121.62,121.82,119.46
121.15,125.11,125.12,120.97
125.12,124.54,125.37,123.06
125.00,128.97,129.25,124.58
128.97,128.55,129.26,125.75
128.93,128.50,130.36,128.09
130.80,126.76,130.80,125.92
122.43,130.05,133.68,120.03
128.99,130.56,131.75,128.60
131.42,132.45,132.87,131.13
132.20,127.84,132.20,127.65
127.70,125.52,127.99,123.27
126.83,127.00,128.25,124.64
128.06,121.09,128.38,121.02
122.17,124.28,124.69,119.83
124.12,126.10,126.67,123.95
125.96,125.81,126.85,124.53
124.75,123.69,124.84,122.45
123.30,123.00,123.99,120.95
124.28,125.23,126.19,122.96
126.07,125.11,126.07,124.45
124.88,127.65,128.00,123.25
128.26,127.64,129.39,126.92
127.28,127.67,128.10,126.18
128.09,127.11,128.13,126.17
126.89,126.29,127.12,125.58
126.61,127.62,127.82,125.11
126.82,129.31,129.97,126.25
127.49,126.99,128.48,126.51
126.84,124.02,127.62,123.21
125.45,124.46,126.43,122.83
123.56,121.83,124.93,121.39
122.66,122.73,123.73,121.99
123.28,122.12,125.00,121.01
123.30,126.07,126.15,122.42
125.90,126.25,126.71,123.34
125.79,124.25,126.70,124.07
124.20,122.91,124.96,121.64
122.38,123.48,123.82,122.38
124.16,120.93,124.40,120.16
120.41,117.82,120.81,116.66
115.46,118.59,119.49,114.31
118.88,121.38,121.40,118.75
121.29,123.20,123.79,120.11
123.58,122.90,123.96,122.53
123.45,123.52,123.97,122.12
122.08,118.61,122.50,117.44
115.79,110.17,117.50,110.17
112.59,113.61,115.40,109.89
111.96,111.59,112.33,109.18
111.60,112.35,113.56,109.73
112.75,110.59,113.30,109.64
111.05,112.71,113.32,109.90
112.88,113.78,114.07,111.87
114.11,115.72,116.16,114.11
115.75,117.49,119.26,115.53
117.44,118.12,118.37,115.79
118.89,121.01,121.59,117.94
120.71,122.23,122.85,120.16
121.09,118.97,121.09,118.07
119.36,126.31,127.86,119.13
128.42,129.64,130.62,128.42
131.48,133.54,134.88,130.53
134.76,137.79,138.87,134.29
136.43,138.07,138.74,135.70
137.47,136.97,138.95,136.31
136.28,137.13,137.31,133.07
136.82,137.72,138.58,136.69
137.64,139.95,140.57,137.40
139.35,138.83,139.91,137.47
138.75,138.58,139.82,137.48
139.70,142.25,142.59,139.15
142.48,140.15,143.39,139.88
139.96,138.97,141.64,138.89
144.00,143.53,146.68,142.80
140.90,144.02,144.65,138.63
142.79,141.20,142.99,140.45
143.91,145.24,145.83,143.25
143.62,144.65,146.44,143.32
143.53,144.47,145.61,142.52
143.83,138.68,144.30,138.62
139.80,140.83,142.19,138.55
140.32,140.00,142.22,138.18
139.46,138.00,140.10,137.99
137.66,142.02,142.12,137.44
142.15,144.29,144.94,141.71
142.28,145.56,145.73,142.28
142.53,143.13,144.51,142.35
144.57,142.88,145.18,142.36
142.80,146.95,147.99,142.39
147.12,146.62,148.72,145.99
149.36,152.32,154.26,149.14
153.46,154.65,157.81,152.57
154.65,153.06,155.14,152.68
