PXD,Pioneer Natural Resources Company Common Stock,NASDAQ
186.33,184.77,187.89,184.41
184.87,185.78,187.36,184.00
187.30,187.01,190.70,184.58
188.64,187.06,189.80,185.20
193.16,188.96,195.00,187.62
190.51,191.25,192.72,187.20
189.74,187.59,193.79,187.26
186.02,187.45,187.99,183.98
188.19,184.99,188.36,184.19
185.31,186.02,187.11,184.10
186.47,185.68,187.95,184.97
186.60,184.84,186.88,184.26
184.64,186.94,187.85,183.87
186.11,185.01,187.50,184.91
186.01,185.00,186.83,184.17
184.67,181.81,185.77,181.04
182.04,181.65,182.88,181.05
181.70,180.07,182.28,179.30
182.99,186.60,187.77,181.92
186.52,184.17,186.69,183.94
185.20,185.70,186.95,183.65
186.43,185.07,188.43,184.58
183.94,182.60,184.81,181.06
183.29,181.27,183.29,180.24
182.35,182.89,184.33,179.82
184.25,182.56,184.63,181.53
181.46,181.97,182.84,180.55
