TQQQ,ProShares UltraPro QQQ,NASDAQ
121.32,121.26,121.95,119.84
120.55,125.76,126.36,119.50
126.08,126.53,127.55,125.35
127.96,129.49,129.71,127.96
127.72,127.69,128.54,126.22
129.08,132.68,134.73,128.90
132.94,131.71,134.38,130.58
132.07,132.51,134.70,131.36
133.13,130.90,133.99,130.17
131.45,132.50,134.90,130.86
133.54,134.10,134.75,133.30
134.15,133.63,134.42,132.79
133.69,132.47,133.87,131.04
131.93,132.88,132.94,131.50
133.60,134.82,137.13,133.46
135.64,131.70,136.07,131.41
131.63,131.06,132.46,129.88
131.81,127.23,131.89,126.00
129.61,130.31,131.89,128.37
130.91,132.53,133.26,130.74
132.42,134.88,135.05,132.30
135.13,138.30,139.36,134.10
138.64,139.70,140.40,138.36
139.64,140.50,141.82,138.91
140.60,141.58,141.68,138.54
70.09,70.43,70.64,68.53
70.66,71.24,71.58,70.64
