TQQQ,ProShares UltraPro QQQ,NASDAQ
76.58,75.45,76.98,74.80
75.48,75.78,76.86,74.78
74.75,72.30,75.26,72.19
72.61,72.35,73.46,71.62
73.98,75.04,75.67,73.96
73.01,70.94,74.31,70.45
70.98,69.95,71.65,68.21
71.93,69.43,72.20,68.82
68.75,70.35,71.06,68.75
71.26,75.04,75.18,70.31
74.04,73.35,75.34,73.30
70.94,75.38,75.48,70.28
74.26,71.41,74.49,71.06
71.75,74.88,75.86,71.34
75.42,78.24,78.28,75.14
78.93,79.22,79.60,77.50
80.05,82.23,82.47,79.91
82.50,86.04,86.36,81.79
86.33,87.28,87.56,85.78
87.06,88.21,88.58,86.20
90.15,91.78,92.55,89.83
89.45,91.02,91.05,87.99
88.24,86.14,89.53,85.18
86.02,84.04,86.58,83.92
85.91,85.16,87.72,84.27
85.91,82.23,87.01,81.26
85.06,85.50,85.50,83.30
84.22,84.09,85.18,81.70
86.62,90.02,90.15,86.60
91.45,88.76,91.50,88.40
89.03,90.56,92.00,87.60
90.48,93.37,93.73,90.22
91.06,92.82,94.30,90.61
92.51,93.33,94.46,92.07
91.63,86.25,91.80,85.60
86.41,86.71,89.94,85.39
84.58,85.87,88.54,83.37
88.98,84.71,89.44,81.60
83.42,78.28,84.56,77.95
78.48,80.31,80.71,74.46
77.00,69.38,77.38,69.36
71.68,67.85,72.57,62.17
61.87,55.93,65.23,55.80
58.14,63.59,63.79,53.59
59.33,56.09,62.10,55.76
58.27,63.29,65.21,57.56
64.73,64.90,66.05,62.47
65.71,67.70,67.72,64.81
65.86,65.96,67.72,63.38
66.36,64.89,67.94,62.88
59.60,55.48,59.62,53.69
53.59,52.37,57.62,52.20
56.05,52.84,56.17,52.41
53.97,59.38,59.42,53.35
59.07,60.78,61.12,57.48
60.65,57.86,61.51,57.22
57.34,62.04,62.75,55.57
64.00,67.32,67.55,64.00
66.60,68.69,69.89,65.50
69.96,69.09,71.59,67.29
69.54,67.14,71.15,66.75
63.36,62.44,64.35,61.37
58.03,62.43,62.71,57.60
65.14,67.15,67.20,64.61
66.08,66.22,69.04,65.63
65.00,61.86,65.71,60.62
59.82,64.18,64.32,59.69
64.92,66.67,67.16,64.02
67.83,69.55,71.90,65.76
71.96,72.71,73.05,69.78
73.28,74.61,74.92,72.78
71.97,74.80,75.95,70.08
75.88,73.74,77.69,73.27
74.89,69.99,76.02,69.93
64.67,63.18,66.43,60.10
61.57,65.15,65.95,61.44
66.16,67.36,67.72,61.80
70.90,69.42,72.60,68.10
70.40,66.15,71.76,65.95
69.49,64.19,69.66,60.76
61.65,59.20,63.06,59.00
57.52,54.56,60.32,54.48
52.86,57.88,58.23,51.25
57.48,62.28,62.85,56.15
62.20,65.48,65.48,61.29
65.29,64.13,66.25,62.90
67.40,70.71,70.71,67.12
70.22,72.22,72.72,69.88
74.37,73.38,75.75,73.14
72.94,75.35,75.63,72.69
78.21,79.50,79.50,76.92
78.37,75.82,79.11,74.56
75.55,78.57,79.85,73.37
77.56,74.04,78.07,73.35
73.87,73.10,74.24,69.85
75.31,75.70,77.12,73.71
76.59,80.43,81.04,76.34
79.57,75.87,79.72,75.19
77.00,75.57,77.46,71.26
80.84,81.66,83.00,78.48
80.16,81.93,82.25,80.16
79.74,77.87,80.72,77.71
72.25,71.84,73.90,70.57
73.91,73.61,74.51,71.59
75.41,78.09,78.45,72.80
76.94,76.88,77.91,74.61
76.89,78.59,78.74,74.50
80.26,81.21,81.68,77.61
76.49,72.81,76.89,72.22
74.94,72.51,75.10,70.50
74.57,76.58,77.33,74.23
76.13,75.28,77.36,74.41
74.71,77.70,78.66,74.40
76.04,73.87,77.81,73.50
73.34,68.79,73.40,67.40
68.78,67.14,69.00,66.78
64.54,63.24,64.67,61.27
62.69,63.79,64.49,61.68
62.48,59.55,62.66,59.50
58.90,58.20,60.89,58.20
62.46,64.21,64.50,62.42
64.01,63.05,65.61,62.56
68.21,69.97,70.21,67.63
70.05,71.47,72.03,69.87
73.58,70.79,73.63,70.72
74.19,73.11,74.66,72.00
73.46,72.55,74.00,71.90
72.00,72.66,73.60,69.78
71.20,68.96,72.84,68.53
69.57,72.23,72.87,69.39
70.00,69.86,70.07,68.00
71.19,67.50,72.03,66.63
66.69,64.36,66.90,63.22
66.18,63.86,66.20,63.54
64.91,64.66,67.40,64.48
65.54,62.87,65.96,62.38
65.85,68.45,68.66,65.85
67.28,65.60,67.28,63.20
65.86,67.20,67.30,65.68
67.58,68.94,68.95,67.19
68.68,69.47,70.20,68.40
69.30,67.24,69.55,66.58
67.43,68.55,68.71,66.86
68.15,67.99,69.04,67.95
71.82,71.86,72.94,71.38
71.52,72.72,73.07,70.60
72.35,74.51,74.75,71.50
74.71,75.28,75.83,73.79
75.90,74.65,76.02,73.90
77.06,76.18,77.66,75.66
76.18,76.71,77.20,75.36
77.32,77.62,77.90,75.57
76.42,76.73,76.83,74.79
78.88,78.79,79.83,78.00
79.36,81.92,82.00,78.91
83.08,83.56,83.97,82.71
82.44,83.19,83.26,82.29
83.17,83.18,84.98,81.80
82.12,82.72,83.43,81.67
85.33,85.88,86.50,83.43
86.98,84.97,87.45,83.77
84.48,85.81,86.18,84.34
83.62,85.95,86.30,82.64
87.18,86.25,87.69,84.65
87.73,88.37,89.33,86.90
89.24,89.28,90.08,88.18
91.75,92.83,93.15,91.27
91.78,92.74,92.75,91.14
92.50,93.14,93.78,91.24
93.28,94.69,94.69,92.27
95.72,96.79,97.10,94.11
94.74,94.72,95.52,93.74
96.84,97.27,97.71,95.61
96.72,98.12,98.12,95.74
99.53,95.93,101.13,95.61
96.22,99.94,100.34,95.43
100.03,99.09,100.27,97.80
99.47,99.93,101.20,98.04
99.32,98.61,100.19,98.13
98.95,100.48,100.79,97.50
101.32,101.46,102.05,100.78
99.72,101.95,102.92,98.55
102.16,105.00,105.00,101.85
105.32,103.62,106.30,102.66
104.83,106.14,106.39,103.91
105.78,105.82,106.88,104.86
105.71,102.52,106.05,101.54
99.64,99.58,100.20,97.94
100.96,101.84,102.50,100.52
103.57,105.07,106.00,103.00
105.69,106.34,106.99,105.44
106.21,106.51,106.89,104.97
108.38,112.51,112.53,107.67
112.84,113.77,114.95,111.64
114.71,114.64,115.35,113.03
115.20,114.39,115.22,113.63
114.96,116.88,117.65,114.15
115.09,117.52,117.89,114.14
117.63,117.48,119.46,117.05
115.39,116.77,117.59,115.32
117.23,116.61,117.31,114.60
118.78,122.70,122.70,118.65
122.83,123.17,124.72,122.78
123.40,121.73,124.81,119.56
120.01,120.48,121.69,117.77
122.00,119.64,122.14,118.21
119.31,123.29,123.84,118.70
123.83,123.30,124.97,121.19
120.41,118.27,120.68,116.15
117.62,120.43,120.73,117.32
115.85,117.66,119.16,115.31
117.44,111.98,118.88,110.90
115.08,113.60,115.85,112.77
114.27,117.41,117.88,113.85
116.23,112.10,116.33,112.01
113.97,108.57,114.03,107.40
109.92,114.97,116.01,109.32
113.94,114.13,116.11,113.08
112.93,110.44,117.00,109.05
112.04,109.25,113.54,108.87
106.44,106.50,106.85,103.45
105.83,104.62,107.07,103.31
111.12,112.93,113.14,110.62
112.77,114.95,115.73,112.50
116.36,116.92,118.13,114.57
115.88,114.49,116.63,114.24
113.86,115.14,118.89,113.71
113.28,115.90,116.32,112.63
116.30,112.30,116.53,111.50
109.23,104.06,109.75,104.00
102.08,104.21,105.73,101.97
102.21,103.06,104.12,98.05
99.55,102.49,103.79,98.21
103.51,101.44,103.60,100.32
50.11,50.67,52.33,50.09
49.45,49.27,50.47,49.07
49.83,48.84,50.90,48.56
49.36,47.78,49.76,47.53
47.86,44.84,48.07,44.82
45.26,43.04,45.56,42.93
43.29,46.66,46.77,43.15
47.01,46.49,47.63,45.46
45.34,46.75,47.11,44.13
47.00,45.91,47.11,44.80
45.99,45.65,46.21,45.25
46.95,47.35,48.04,46.15
46.10,46.20,46.70,45.33
46.04,45.54,46.38,44.55
43.18,41.96,43.96,41.92
42.33,42.86,43.10,41.19
42.47,43.45,43.68,42.41
44.46,46.42,46.52,44.30
47.81,45.90,47.86,45.74
45.61,47.25,47.38,45.18
48.23,44.99,48.36,44.73
45.36,46.41,46.49,44.55
46.05,45.50,47.09,44.99
45.45,46.01,46.50,44.73
46.33,47.71,47.87,46.30
47.18,48.94,49.37,46.89
49.76,50.55,51.16,49.69
50.83,50.73,51.31,49.51
50.53,46.93,50.73,46.73
47.31,48.39,48.55,46.99
47.15,45.52,47.20,45.15
45.98,46.40,46.79,45.38
46.93,47.25,47.86,46.79
46.16,45.55,46.28,44.20
48.30,50.00,50.00,47.85
50.15,50.40,50.50,49.30
50.49,51.60,51.68,50.26
51.56,51.78,52.54,50.72
51.09,49.74,51.18,48.77
49.68,49.57,50.19,48.85
50.39,48.05,50.75,47.55
47.96,47.39,48.32,46.14
46.23,46.02,46.55,44.71
46.37,48.02,48.38,46.28
47.76,47.66,48.37,47.10
48.53,48.39,48.88,46.36
48.09,50.36,50.80,48.08
51.44,52.00,52.50,51.15
52.04,50.00,52.04,49.90
47.06,48.15,48.68,45.96
48.42,47.05,48.61,46.11
45.97,46.00,46.98,45.22
48.07,47.80,48.70,47.03
48.92,51.42,51.53,48.50
51.69,51.11,52.34,50.65
51.42,51.14,52.00,50.98
52.20,50.64,52.23,50.10
49.45,50.11,51.63,49.01
52.56,52.96,54.04,52.01
53.83,54.15,54.87,53.48
54.96,55.49,56.18,54.64
55.08,55.40,55.81,54.83
55.42,55.87,56.15,55.13
55.41,56.10,56.10,54.93
56.06,56.44,56.44,55.15
57.08,56.52,57.42,56.05
56.38,56.92,57.18,56.34
57.61,58.96,59.38,57.37
59.35,59.77,59.77,58.97
59.66,60.00,60.04,58.94
60.58,59.31,61.23,58.60
58.86,59.95,60.39,58.42
59.28,58.62,59.78,58.10
58.12,59.66,60.08,57.87
60.44,59.95,60.65,59.54
59.76,59.94,60.42,59.18
60.01,59.96,60.40,59.19
59.16,58.13,59.22,57.84
59.40,59.37,60.02,57.53
59.01,59.12,59.75,57.35
58.99,58.85,59.76,58.43
59.99,62.74,62.86,59.96
62.42,62.47,62.87,62.03
62.09,60.17,62.45,60.03
60.14,59.91,60.86,59.58
60.49,60.43,60.87,59.29
60.59,62.84,63.63,60.34
63.60,64.45,65.20,63.46
64.66,64.57,64.66,63.90
64.08,64.69,64.83,64.08
64.76,65.12,65.61,64.18
64.17,64.97,65.09,63.67
65.92,64.97,66.05,64.80
63.34,63.77,64.16,62.95
64.35,61.21,64.75,61.05
60.86,59.60,60.99,58.72
60.05,62.13,62.52,59.78
61.46,60.64,62.05,60.40
61.50,60.38,62.57,59.72
61.12,60.77,61.64,59.42
61.32,61.92,62.27,60.58
62.35,62.64,63.13,61.69
63.56,61.56,63.80,61.14
60.55,59.93,60.91,59.49
59.39,56.85,59.45,56.64
57.04,56.16,57.48,55.90
57.52,55.66,57.55,55.56
55.72,55.65,56.53,55.28
56.23,56.76,57.01,55.22
57.07,59.23,59.40,57.01
58.30,59.05,59.65,58.06
58.53,57.03,59.09,56.40
56.84,52.91,56.93,52.75
52.80,53.74,54.17,52.52
52.48,52.15,53.60,51.73
53.11,51.63,53.37,51.44
52.76,51.63,52.98,51.19
51.70,52.17,52.74,50.46
51.95,51.16,52.18,50.60
52.09,53.33,53.63,51.69
54.05,51.38,54.13,51.38
51.67,52.64,52.92,51.30
52.87,52.96,53.99,52.32
51.26,49.16,51.40,48.51
49.50,46.86,49.91,46.86
46.93,47.37,48.95,46.84
48.27,47.44,48.41,47.01
46.33,46.41,47.77,45.98
47.07,44.75,47.24,44.56
44.85,44.35,45.33,43.83
44.40,44.85,45.26,42.78
46.35,48.08,48.20,46.32
48.07,48.09,48.33,46.75
48.22,48.43,48.64,47.69
49.31,50.65,50.65,49.18
50.30,51.30,51.35,49.80
51.20,50.72,51.80,50.52
50.02,52.08,52.18,49.09
52.90,52.98,53.54,52.23
53.00,52.79,53.14,52.27
53.99,52.53,54.11,52.37
52.55,52.19,52.65,51.30
52.12,50.58,52.13,49.74
50.12,51.51,51.96,49.70
52.36,50.63,52.49,50.13
50.25,51.08,51.86,50.22
52.23,53.05,53.94,52.02
53.88,52.69,53.90,52.30
52.44,51.50,53.53,50.81
50.52,50.04,50.93,49.50
50.12,51.99,52.04,49.94
52.79,54.40,54.63,52.37
54.84,53.62,54.90,53.58
53.96,53.66,54.04,52.87
51.19,51.99,52.17,50.50
51.72,51.55,51.81,51.31
51.71,50.33,51.91,49.82
50.41,50.05,50.62,48.19
49.02,48.60,50.10,48.60
48.37,51.77,52.02,48.16
55.50,56.60,56.68,54.92
56.59,55.78,56.97,55.23
55.82,55.23,55.82,54.82
54.75,55.29,55.50,54.26
55.22,54.97,55.64,54.06
55.15,55.53,55.97,55.03
56.63,56.51,56.80,55.00
56.45,56.72,56.83,56.13
55.82,55.99,56.46,55.28
55.22,55.16,55.41,54.44
55.48,55.78,56.40,55.13
56.53,56.64,57.28,56.24
56.09,56.32,56.42,55.49
56.47,56.55,56.62,55.41
57.46,57.47,58.05,57.22
55.22,55.18,56.76,54.93
55.75,56.00,56.50,55.40
56.07,56.40,56.96,55.84
56.17,56.40,56.78,55.06
56.77,56.09,57.20,55.67
56.00,55.73,56.87,55.53
56.86,57.56,57.94,56.18
56.59,54.63,57.13,54.60
55.31,57.03,57.54,54.97
56.45,56.50,57.25,55.99
56.67,56.64,56.83,54.79
57.55,58.36,58.73,57.42
58.49,58.34,58.56,57.85
58.24,57.66,58.54,57.54
58.18,58.33,58.96,57.78
57.53,58.21,58.52,57.41
58.29,57.71,58.67,57.26
58.12,58.97,59.03,58.03
58.96,56.28,59.00,56.28
55.67,54.45,55.80,53.85
55.39,56.05,56.09,54.80
57.19,53.96,57.75,53.87
54.29,54.61,54.93,53.16
54.68,56.27,57.29,54.42
56.27,56.06,57.53,56.02
55.37,56.64,56.90,54.54
56.08,57.37,57.40,55.87
58.48,59.89,60.15,58.42
60.50,59.51,60.55,59.26
59.68,60.03,60.24,59.37
60.58,60.10,60.82,59.47
59.99,60.72,60.74,59.40
60.18,59.98,60.57,59.18
60.20,59.79,60.49,59.18
60.43,60.40,60.77,60.00
60.50,59.83,60.64,59.43
58.27,59.42,60.19,57.85
59.99,59.18,60.35,57.55
60.39,60.31,60.75,59.56
58.80,58.38,59.18,57.92
59.04,59.99,60.14,58.86
60.58,59.38,60.96,58.51
60.08,60.29,60.37,59.65
59.15,60.61,60.69,58.85
60.57,60.96,61.20,60.15
61.15,59.78,61.30,59.28
60.57,61.13,61.74,60.47
61.26,59.51,61.50,59.05
59.45,59.54,59.97,58.58
56.73,58.08,58.31,56.31
58.13,58.97,59.01,57.61
59.46,60.13,60.86,58.62
60.76,63.65,63.92,60.69
63.22,63.54,64.03,63.00
63.13,63.47,63.59,62.01
62.68,59.61,63.05,59.50
60.79,62.10,62.26,60.36
60.43,58.47,60.47,57.37
58.96,55.94,58.96,55.26
56.39,58.26,58.66,56.07
58.90,60.05,60.70,58.27
61.15,61.82,62.43,60.18
61.34,61.67,62.38,60.93
62.27,62.67,63.40,62.16
62.28,62.14,62.66,61.33
62.67,63.79,64.53,62.67
64.08,65.19,65.25,63.35
65.19,64.36,65.56,63.92
64.61,66.69,67.14,64.46
68.66,69.02,69.69,68.55
69.42,69.91,70.21,69.27
70.24,69.74,70.39,69.02
69.57,70.83,70.94,69.34
70.31,70.58,71.90,70.07
70.89,71.78,71.85,70.57
71.43,72.06,72.54,71.20
72.05,73.12,73.79,72.03
72.79,73.66,73.79,72.19
73.81,73.39,74.87,73.22
74.44,75.46,75.54,73.77
74.87,75.12,75.85,74.22
75.07,75.40,76.18,74.23
75.64,73.56,77.42,72.23
71.45,72.76,73.56,71.00
71.40,72.72,72.77,70.80
75.26,74.22,76.10,73.50
73.30,73.10,73.90,71.85
73.12,74.29,75.26,73.12
73.37,72.17,75.09,72.02
72.33,72.59,72.63,69.80
73.00,71.50,73.90,70.58
70.75,68.76,71.56,68.52
68.95,69.60,69.66,67.00
70.61,72.51,72.73,70.00
72.97,72.54,73.58,72.15
70.39,70.44,72.37,69.71
71.73,68.00,71.74,67.67
67.70,70.44,70.97,67.15
70.54,69.20,70.78,68.84
70.80,71.12,72.35,70.07
71.44,72.80,73.31,71.41
72.91,70.51,73.17,70.22
