UDOW,ProShares UltraPro Dow30,NASDAQ
136.49,136.21,137.92,135.50
137.24,138.92,140.84,136.83
137.24,132.85,137.40,132.42
133.98,133.26,135.00,132.56
135.80,137.21,138.66,135.80
133.74,131.18,135.06,130.25
131.12,133.43,134.20,130.76
136.32,134.82,136.99,133.68
133.53,137.33,137.96,133.33
138.75,141.06,141.94,138.02
139.21,138.00,141.48,138.00
133.92,136.35,136.44,130.13
136.16,132.57,136.16,132.00
132.88,135.79,137.48,132.32
137.32,140.64,140.70,137.13
142.02,143.35,144.00,140.45
144.78,148.51,149.00,144.76
149.11,154.77,155.14,148.43
154.51,154.27,155.40,153.07
153.83,156.45,157.14,153.56
159.28,160.33,161.31,158.57
155.99,157.57,157.59,154.31
152.90,152.10,153.80,150.80
151.86,149.99,154.20,149.85
152.08,151.67,155.55,150.78
152.12,149.43,154.64,148.67
151.81,150.95,151.83,148.52
148.75,147.66,149.15,144.66
150.42,154.51,155.48,150.39
155.48,154.37,155.49,153.72
156.47,160.09,161.00,155.32
159.51,158.42,160.03,156.97
153.78,155.15,157.23,153.00
153.75,151.87,154.23,151.28
150.18,144.62,150.18,144.03
144.24,142.60,147.16,142.00
138.30,139.04,142.37,137.00
144.15,138.43,144.78,133.99
135.81,129.37,138.00,129.37
129.84,130.57,130.73,124.23
125.40,113.61,126.35,113.61
118.22,115.32,119.21,106.73
106.29,96.74,111.59,96.46
100.80,107.74,107.74,91.20
101.86,93.02,103.04,92.36
96.03,103.71,107.72,94.97
107.40,107.80,109.89,104.75
110.89,113.81,113.87,109.85
111.10,111.50,113.70,108.44
113.51,112.20,115.50,109.74
104.33,100.44,104.42,96.72
95.95,95.10,102.34,94.77
101.08,95.94,101.14,95.48
97.45,104.11,104.38,96.45
103.53,108.60,108.71,103.00
110.00,103.60,110.84,102.63
102.05,107.53,108.50,97.71
111.39,114.60,114.87,111.25
113.68,115.40,117.63,111.89
117.85,117.20,120.15,115.05
117.42,113.37,120.25,113.37
107.40,106.16,108.91,105.26
98.22,103.14,103.72,97.33
107.56,110.75,110.75,106.40
108.89,107.46,112.61,107.16
104.05,98.85,104.08,97.25
94.81,100.79,100.80,94.45
101.18,101.81,103.00,98.75
103.42,105.89,109.80,99.25
108.80,111.24,111.27,107.10
112.65,113.35,114.11,110.44
108.17,110.12,111.49,106.00
111.46,110.68,114.50,109.32
110.50,101.70,111.50,101.70
93.45,91.26,94.93,87.53
89.72,92.07,93.11,88.82
94.36,99.27,99.51,92.31
105.35,103.18,107.85,101.72
104.43,98.19,106.66,97.88
103.74,102.17,105.19,97.19
97.94,95.51,101.50,95.45
93.65,88.66,97.20,88.60
85.49,92.40,93.08,82.54
92.59,96.15,96.43,91.03
96.38,100.89,101.19,94.29
102.97,100.50,103.88,99.00
105.33,109.43,109.43,104.95
107.59,108.93,109.80,107.46
111.20,111.63,114.72,110.00
109.95,110.61,111.66,107.70
114.15,115.50,115.50,112.24
114.23,108.20,114.23,107.50
107.00,112.94,115.29,105.23
112.78,110.81,114.94,110.09
111.43,112.20,113.50,108.00
116.25,120.06,120.31,116.06
121.09,123.29,124.20,120.65
121.36,116.89,121.53,116.13
121.60,121.57,122.47,116.50
129.74,132.31,134.53,127.90
130.93,132.90,133.58,130.93
128.42,123.89,128.96,123.89
116.53,114.89,118.79,113.69
119.16,119.71,121.04,117.23
123.38,126.15,126.86,120.10
124.00,124.33,124.59,120.10
124.30,127.00,127.08,121.20
128.94,130.63,131.06,125.31
123.17,118.09,124.45,116.70
121.93,121.41,123.57,118.81
125.65,129.58,130.22,125.65
129.21,126.91,129.89,125.52
126.03,127.61,129.74,124.74
124.47,121.61,128.33,121.43
121.80,118.03,123.16,114.93
119.40,118.64,120.30,117.41
113.65,111.13,114.23,108.25
110.40,109.71,111.82,107.98
106.75,103.00,107.06,102.89
102.66,102.59,105.77,102.54
109.53,110.24,111.20,108.21
110.96,111.53,113.33,110.40
119.85,125.17,125.54,119.85
124.24,124.72,126.00,123.41
128.47,124.73,128.69,124.45
130.02,127.36,130.05,125.10
127.58,128.83,130.89,126.57
127.83,130.48,132.40,126.27
129.25,124.04,129.75,123.05
125.52,129.74,130.56,125.49
127.00,124.81,127.00,122.13
127.00,122.57,128.63,121.15
121.07,118.77,122.41,117.80
122.68,120.27,123.00,119.59
122.50,119.83,123.14,118.61
120.93,117.03,121.90,116.12
122.26,126.98,127.46,122.09
127.11,127.14,127.45,123.76
128.09,129.35,129.62,127.75
130.28,133.13,133.26,129.47
132.86,133.09,134.32,132.42
133.25,128.75,133.37,128.21
129.35,132.66,133.03,129.26
132.22,130.31,132.86,130.31
137.31,136.27,138.99,136.02
135.18,137.18,137.50,134.47
135.47,137.14,137.76,132.82
137.61,135.54,137.61,134.47
136.49,136.35,136.84,134.46
140.31,138.57,140.53,138.33
137.54,138.27,138.73,136.61
138.93,138.91,139.49,136.18
136.28,137.50,137.50,133.72
140.76,139.28,142.30,138.85
139.01,142.69,142.86,138.62
143.89,144.51,144.52,142.46
144.60,147.73,147.73,144.40
147.51,147.31,149.12,145.76
144.90,146.15,146.38,144.05
144.62,148.65,149.63,142.75
150.91,148.05,151.69,146.76
146.10,145.91,147.00,144.50
142.32,145.24,145.27,140.91
147.44,144.70,147.60,142.25
148.00,147.51,149.86,147.11
148.11,147.30,148.32,146.07
151.58,152.57,153.00,150.78
150.78,151.70,151.92,150.27
151.11,153.15,153.92,149.76
153.51,153.72,154.06,151.37
154.79,154.09,155.27,152.46
150.37,150.77,150.79,148.80
153.66,153.36,153.93,151.60
152.46,153.56,153.59,150.49
155.00,150.69,155.00,149.72
151.12,154.99,155.27,151.00
157.09,156.64,157.29,155.38
158.14,157.15,158.59,155.75
156.81,156.27,157.67,155.30
155.79,157.90,158.29,154.22
158.61,157.96,159.04,156.78
155.53,158.06,159.55,154.23
158.07,158.98,159.52,157.22
159.60,157.03,160.75,156.13
157.99,157.92,160.00,156.84
158.03,157.88,158.70,156.07
157.22,157.26,157.90,154.40
151.81,149.83,152.50,149.11
150.60,153.02,153.56,150.15
155.12,155.43,156.49,153.92
156.47,156.22,157.66,155.41
156.05,157.28,157.90,155.96
159.51,165.51,165.61,158.66
165.84,166.24,167.14,165.08
166.66,168.15,168.35,165.25
169.49,167.72,169.80,167.56
166.91,167.74,168.99,166.68
165.09,165.15,166.34,163.36
165.42,163.23,165.58,162.61
160.32,160.22,161.46,159.02
160.18,161.72,162.14,158.63
164.72,167.35,167.45,164.53
167.76,165.75,168.21,165.64
165.92,163.09,166.36,160.96
160.35,163.89,163.99,159.57
165.85,166.24,166.73,163.99
165.30,168.02,169.40,164.00
167.37,165.68,168.38,163.28
161.54,161.21,162.41,159.21
159.68,160.74,161.93,159.35
155.55,156.23,157.68,155.06
155.15,148.32,155.87,148.09
152.39,151.29,152.77,150.93
152.21,158.00,158.00,151.99
156.51,153.05,156.51,152.82
155.97,155.57,157.59,154.17
158.25,162.24,162.91,158.25
159.74,159.31,161.58,159.00
159.71,156.78,161.14,154.52
159.13,159.09,161.07,159.01
154.56,155.44,155.89,152.49
156.48,158.23,159.95,156.48
160.97,161.56,162.14,159.70
161.21,165.88,166.55,161.20
167.03,166.54,168.04,165.46
166.07,165.99,166.74,164.66
166.00,168.54,170.79,164.28
166.81,168.04,168.33,165.40
168.04,165.84,168.79,164.71
163.31,159.26,163.73,158.94
157.03,158.42,159.87,156.97
155.95,155.66,156.50,151.56
151.63,152.90,155.34,149.50
154.65,153.21,156.03,152.41
50.33,50.81,51.92,50.23
49.56,49.24,50.12,48.90
49.24,48.54,50.03,48.29
49.12,48.37,49.75,48.36
48.45,46.52,48.46,46.52
47.02,45.59,47.04,45.34
46.03,47.22,47.24,45.82
47.35,47.22,48.00,46.56
46.28,47.09,47.23,45.00
47.40,47.58,47.59,46.43
47.34,46.67,47.57,46.34
47.75,48.12,48.48,47.37
46.90,46.29,46.94,46.00
46.36,46.05,47.05,45.23
44.28,42.94,44.51,42.85
43.00,42.71,43.20,42.11
42.53,43.11,43.24,42.53
44.02,46.12,46.12,43.93
47.45,46.70,47.67,46.48
46.25,47.68,47.73,46.00
48.79,46.05,48.94,45.97
46.55,47.86,47.94,46.15
47.54,47.06,48.27,46.60
47.33,48.92,49.34,47.13
49.46,50.08,50.25,49.31
49.44,49.84,50.35,49.29
50.58,50.96,51.70,50.38
51.01,50.74,51.45,49.87
51.04,47.80,51.21,47.70
48.61,48.69,48.97,48.21
47.32,47.01,47.38,46.46
47.31,47.38,47.80,46.43
47.75,48.42,48.64,47.68
47.23,48.13,48.23,46.37
50.48,51.35,51.35,50.08
51.38,51.08,51.56,50.35
51.05,52.03,52.10,50.96
51.37,51.53,52.34,51.01
50.35,50.13,50.38,49.30
49.86,49.68,50.06,49.10
50.52,48.67,50.77,48.21
48.78,48.16,48.78,47.39
47.37,47.85,48.46,46.87
48.14,50.10,50.17,48.13
49.63,49.51,49.95,49.09
50.04,50.40,50.64,48.63
49.94,51.69,51.86,49.88
52.10,52.14,52.56,51.57
51.13,50.76,51.50,50.56
48.40,49.51,49.81,47.87
49.51,48.29,49.55,47.20
49.12,48.97,49.61,48.41
50.97,51.38,51.87,50.70
51.95,53.75,54.14,51.88
53.51,53.58,54.31,53.23
53.42,52.75,53.70,52.75
53.64,52.36,53.69,52.16
51.37,51.23,52.95,50.08
53.28,53.84,54.30,53.16
54.16,54.13,54.97,54.10
54.69,54.69,55.31,54.63
54.24,54.92,55.26,54.10
54.86,54.89,55.25,54.35
54.46,55.38,55.38,54.00
55.12,54.98,55.33,54.27
55.52,54.98,55.62,54.73
54.86,55.12,55.42,54.86
55.24,56.19,56.40,54.90
56.45,56.52,56.52,56.15
56.16,56.38,56.45,55.88
56.66,55.59,57.19,55.33
55.32,55.24,55.61,54.57
54.98,53.82,54.98,53.68
53.61,55.03,55.27,53.45
55.14,54.70,55.28,54.52
54.44,54.42,54.86,54.05
54.39,54.52,54.88,54.13
53.85,53.19,53.85,52.88
54.10,54.32,55.02,53.40
54.22,53.56,54.29,52.88
53.90,53.74,54.25,53.41
54.76,56.77,56.80,54.76
56.82,56.96,57.13,56.55
56.70,56.39,57.19,56.28
56.49,57.13,57.55,56.49
57.62,57.35,57.82,57.14
57.30,60.02,60.47,57.30
60.43,60.76,61.50,60.16
60.34,60.21,60.68,59.90
59.84,60.39,60.60,59.80
60.71,60.57,61.19,60.33
59.80,60.81,60.85,59.59
61.58,60.51,61.60,60.48
59.79,60.29,60.90,59.77
60.61,58.97,61.04,58.94
59.06,58.41,59.19,58.32
59.12,59.33,59.76,58.41
58.41,58.65,59.16,57.73
59.31,59.49,60.73,59.24
60.04,59.22,60.27,58.43
59.46,59.43,59.97,58.71
60.09,60.53,60.74,59.83
61.37,61.05,61.76,60.50
60.49,60.69,60.90,60.38
60.40,59.25,60.79,59.23
59.04,57.52,59.05,57.30
58.38,57.33,58.57,57.25
57.45,57.33,58.12,56.84
57.60,58.49,58.69,57.34
59.27,60.09,60.23,59.23
59.74,60.25,60.32,59.53
60.14,60.20,60.75,59.75
59.76,57.45,59.76,57.10
57.22,57.44,57.73,56.12
55.57,54.42,55.57,54.15
54.75,54.11,55.02,53.89
54.90,54.37,55.13,53.62
54.25,54.45,55.00,53.61
55.06,54.14,55.48,53.77
54.68,55.92,56.50,54.67
56.72,54.32,56.73,54.04
53.92,54.51,54.76,53.54
55.05,56.03,56.70,54.91
54.57,52.38,54.67,51.66
52.34,50.94,52.91,50.94
50.18,50.94,51.83,50.03
51.17,50.93,51.51,50.53
50.15,50.31,51.97,50.15
50.67,48.23,50.84,47.91
48.00,47.92,49.28,47.40
48.04,48.35,48.60,47.04
49.67,50.82,50.82,49.48
50.32,50.76,51.00,49.75
50.79,51.31,51.45,50.68
51.95,53.45,53.45,51.95
52.47,53.00,53.00,52.10
52.57,51.89,53.30,51.76
51.36,51.76,53.20,50.54
53.79,53.70,54.20,52.96
53.93,53.60,54.07,53.26
54.42,52.96,54.51,52.94
53.06,52.81,53.66,52.72
53.23,53.75,54.45,52.47
53.90,54.33,54.42,53.61
55.13,55.34,55.45,54.53
55.51,55.65,55.95,55.50
56.25,56.60,57.32,56.25
57.24,56.60,57.68,56.39
56.64,55.74,56.82,55.39
55.60,55.21,55.89,55.03
55.53,56.49,56.62,55.48
56.86,57.95,58.13,56.52
58.11,56.76,58.11,56.71
56.61,57.44,57.49,56.29
55.13,56.04,56.47,54.90
55.57,55.24,55.68,55.15
55.44,54.95,55.75,54.51
55.01,54.70,55.27,53.00
53.61,52.66,54.36,52.60
52.24,54.73,54.86,52.08
57.57,58.39,58.62,57.43
58.36,58.29,58.89,57.99
58.41,58.86,59.05,58.17
58.44,58.28,58.46,57.70
57.89,57.62,58.13,57.24
58.15,58.40,58.77,58.06
59.09,59.51,59.55,58.33
59.50,59.65,59.82,59.10
59.75,59.99,60.10,59.35
59.19,60.26,60.45,59.13
59.64,59.95,60.18,59.52
60.55,61.18,61.66,60.43
61.38,61.71,61.80,60.87
61.75,62.64,62.64,61.56
63.27,63.63,63.86,63.22
63.80,64.27,65.00,63.80
64.95,65.23,65.24,64.45
65.50,65.06,65.61,64.85
64.98,66.12,66.30,64.98
66.10,65.42,66.30,65.32
65.29,64.91,65.94,64.84
66.33,66.79,67.04,65.85
65.44,64.97,65.71,64.87
66.07,66.29,66.91,66.04
65.52,66.54,66.70,65.50
66.48,65.99,66.67,64.73
66.17,66.68,67.15,66.17
66.76,66.53,66.76,66.00
66.55,67.13,67.43,66.42
67.59,66.89,67.60,66.38
66.20,66.78,67.03,66.08
66.93,66.84,67.18,65.80
67.04,67.55,67.80,66.94
67.60,66.13,67.98,65.97
65.64,65.52,65.98,64.16
66.41,67.20,67.20,65.97
68.07,63.76,68.34,63.76
65.04,65.78,66.00,64.62
65.51,68.27,68.62,65.51
68.13,67.74,69.31,67.74
67.22,68.52,68.73,66.25
68.02,69.01,69.04,67.58
69.85,70.81,71.34,69.85
71.73,71.55,71.86,71.09
71.79,72.10,72.40,71.69
73.35,72.99,73.50,72.17
72.99,73.85,73.90,72.77
73.72,74.03,74.44,73.45
74.02,74.19,74.40,73.47
74.60,75.37,75.42,74.54
75.13,74.99,75.15,74.35
73.51,74.08,75.14,73.27
74.55,74.17,75.03,73.00
75.05,74.90,75.47,74.67
73.90,73.58,74.63,72.97
74.28,75.01,75.04,74.18
75.47,73.95,75.71,73.13
74.66,75.58,75.65,74.66
74.28,75.10,75.35,73.71
75.40,75.61,76.00,74.97
75.73,75.79,76.33,75.15
76.50,77.15,77.50,76.43
77.14,75.56,77.47,75.12
75.79,76.31,76.68,75.34
73.82,75.64,75.91,73.66
75.72,76.51,76.52,74.78
76.76,77.44,78.17,76.31
78.25,79.47,79.93,78.20
79.66,80.63,80.99,79.29
79.84,80.62,80.64,79.45
79.83,76.19,79.83,76.19
78.21,78.74,78.84,77.23
77.43,76.44,77.59,75.59
76.75,75.31,76.81,74.71
74.80,75.34,75.57,74.27
75.83,75.78,76.12,74.04
76.96,77.85,78.13,75.43
78.24,77.50,78.65,77.36
77.85,77.95,78.95,77.35
77.72,78.09,78.52,77.64
78.76,79.66,80.12,78.21
79.68,80.01,80.07,78.34
79.26,77.85,79.57,77.64
78.53,79.77,79.94,78.28
82.08,81.51,82.80,81.51
81.75,82.11,82.42,81.65
82.73,83.46,83.57,82.25
83.38,84.60,84.67,83.30
84.68,84.41,85.38,83.77
84.78,84.89,84.96,83.65
84.43,84.52,85.25,83.90
84.61,86.60,86.65,84.52
86.20,87.81,88.32,86.20
87.53,87.13,88.30,86.82
87.93,89.04,89.20,87.58
88.88,88.86,89.81,88.45
89.30,89.74,90.57,88.73
90.10,88.47,92.51,87.68
86.48,88.36,89.23,86.35
87.21,88.46,88.50,86.67
90.81,90.26,92.22,89.70
88.91,88.47,89.25,87.10
88.50,88.96,90.12,88.09
88.01,85.09,90.05,85.09
86.33,87.49,87.54,85.45
87.41,86.51,88.50,84.96
85.82,82.42,85.84,82.34
82.47,83.82,83.88,80.76
85.30,87.28,87.55,84.73
88.19,87.23,88.32,86.78
85.09,85.24,87.43,84.55
87.11,83.23,87.35,82.97
83.00,86.24,86.67,82.55
86.14,84.46,86.75,84.03
86.19,86.25,87.61,85.20
86.59,88.53,88.98,86.59
88.24,85.17,88.64,85.17
