MVV,ProShares Ultra MidCap400,NASDAQ
42.40,41.23,42.74,41.22
40.00,39.88,40.66,39.20
39.25,40.49,40.72,38.81
40.72,39.99,41.19,39.78
40.73,41.65,41.71,39.26
41.20,40.25,41.71,40.22
40.00,40.22,40.83,39.50
41.43,42.90,42.91,41.37
42.96,44.04,44.10,42.80
45.19,45.28,45.58,44.69
44.98,43.98,45.01,43.89
44.20,44.57,45.00,44.20
45.68,44.76,45.68,44.43
44.96,45.05,45.35,44.72
46.03,46.63,46.77,45.95
46.44,46.64,47.19,46.13
46.45,47.05,47.26,45.98
46.86,46.78,47.16,46.46
47.25,47.03,47.28,46.17
47.37,48.57,48.70,46.96
48.55,48.06,48.83,47.82
47.83,47.22,48.49,46.87
46.58,46.52,47.84,46.28
47.75,48.78,48.86,47.75
48.82,48.76,49.19,48.28
48.97,49.48,49.60,47.63
49.16,49.41,49.85,49.01
50.07,49.62,50.83,49.08
50.41,49.84,50.54,49.23
49.57,48.78,50.14,48.23
49.88,50.79,51.03,49.60
50.65,50.08,50.90,49.65
50.52,49.99,50.54,49.33
50.00,50.74,51.01,49.60
50.64,50.89,51.34,50.56
50.58,51.21,51.50,49.81
51.82,52.18,52.79,51.51
52.10,51.69,52.44,51.16
52.60,51.79,52.63,51.10
51.95,52.13,52.37,51.67
51.06,50.59,52.03,49.99
50.94,51.83,52.24,50.85
52.17,51.64,52.83,50.74
51.79,52.37,52.46,51.68
53.07,53.00,53.97,52.91
52.40,52.83,53.53,51.94
52.17,52.78,52.84,51.72
53.43,52.67,53.59,52.14
52.44,52.90,53.23,52.34
53.54,52.83,54.19,52.22
53.90,54.00,54.26,53.28
54.09,54.33,54.43,53.10
55.79,56.35,56.42,55.45
56.34,57.13,57.31,56.27
56.88,57.05,57.19,56.44
57.35,55.82,57.48,55.35
56.00,56.76,56.76,55.03
55.59,56.54,56.84,55.38
55.75,54.83,56.33,54.45
55.45,55.14,56.19,55.07
54.24,53.17,54.54,52.62
53.36,53.79,54.02,53.28
54.95,55.26,55.96,54.90
55.08,55.62,55.77,54.59
55.16,56.45,56.56,54.97
55.16,55.19,55.51,54.65
55.99,57.44,57.47,55.96
56.59,56.83,57.29,56.39
56.08,56.63,56.84,55.21
55.59,55.94,56.57,55.33
57.69,58.25,58.36,57.59
58.35,59.76,59.81,58.31
59.45,60.49,60.73,59.26
60.32,60.54,60.71,60.09
61.97,60.65,61.98,60.58
60.92,60.50,61.38,60.20
61.30,60.85,61.33,60.32
61.21,62.21,62.33,61.03
62.58,61.87,62.63,61.76
62.23,61.73,62.43,61.47
61.70,61.22,62.77,61.18
61.34,62.47,62.47,61.01
62.52,62.72,63.17,62.05
63.03,62.86,63.19,62.27
63.33,63.83,63.89,63.16
63.98,64.14,64.51,63.83
64.25,63.92,64.37,63.79
63.50,63.99,64.10,62.99
64.23,63.73,64.28,63.48
64.01,64.16,64.34,63.94
64.14,64.22,64.68,64.09
64.16,63.68,64.26,63.44
64.48,65.04,65.80,64.45
65.41,63.69,65.51,62.78
63.62,64.45,64.62,63.29
64.73,64.16,65.00,63.98
64.60,63.80,64.99,62.55
63.27,64.53,64.90,62.45
65.06,65.07,65.46,64.56
66.06,65.95,66.15,65.41
65.97,65.84,66.16,65.42
65.63,66.72,66.78,65.49
66.50,67.77,67.80,66.29
67.77,65.81,67.91,65.46
65.27,64.73,65.79,64.10
65.52,64.28,65.56,64.23
64.34,65.36,65.73,64.34
64.83,65.58,65.58,64.40
65.95,66.71,67.23,65.54
66.62,67.27,67.56,66.53
67.42,64.81,67.66,64.56
65.28,65.73,66.58,65.01
66.80,67.73,68.03,66.68
67.55,67.51,68.32,67.43
67.46,67.90,68.18,66.43
67.98,68.68,68.82,67.65
69.15,69.80,70.40,69.15
70.04,70.54,70.55,69.57
70.27,70.28,70.78,69.77
69.58,70.94,71.06,69.54
70.49,72.41,72.42,70.47
72.52,72.97,73.09,72.31
72.65,72.48,72.82,72.18
72.96,73.48,73.79,72.94
73.17,74.10,74.34,73.03
74.40,74.13,74.54,73.67
72.87,70.72,73.43,70.56
70.71,68.72,71.17,67.45
68.75,68.68,69.75,67.35
69.34,71.55,71.55,69.32
72.37,71.74,72.71,71.15
72.26,69.37,72.44,68.98
69.26,70.04,70.91,69.16
71.40,73.01,73.35,71.40
73.18,72.05,73.21,71.22
72.83,70.12,72.85,69.17
70.45,71.85,72.45,69.60
71.58,71.42,72.05,70.64
69.78,68.84,69.98,68.36
67.91,69.71,70.20,67.91
68.74,69.12,69.87,68.05
66.06,68.15,69.04,65.00
67.76,66.78,69.05,66.13
68.75,67.55,68.83,67.33
69.05,68.28,69.13,67.90
69.94,70.99,71.23,69.94
70.95,70.03,71.28,69.85
69.74,69.77,70.27,68.53
70.65,71.17,71.50,69.30
71.69,72.30,73.41,71.27
72.56,71.75,72.99,71.64
71.55,72.90,73.07,70.93
73.65,74.38,74.67,73.50
74.25,75.10,75.24,74.23
76.02,76.19,76.54,75.59
76.58,76.30,76.84,75.86
76.01,76.84,77.55,76.01
77.62,76.92,78.03,76.27
77.00,76.03,77.39,75.62
76.85,74.89,77.05,74.10
75.15,73.87,75.40,73.37
73.11,72.40,73.61,72.07
73.24,72.84,73.54,72.00
71.77,72.87,73.06,71.50
73.04,74.21,74.34,72.67
72.22,71.69,72.38,70.42
72.22,72.30,72.59,71.43
74.51,74.98,75.07,74.30
75.83,75.92,75.98,75.01
75.88,75.84,76.11,75.11
76.30,77.35,77.82,76.30
77.58,78.40,78.42,76.90
78.22,78.52,79.08,78.07
78.80,79.00,79.24,78.20
79.55,78.27,79.61,77.99
77.81,76.59,78.14,75.68
76.76,75.19,76.89,74.55
74.20,74.70,76.06,73.81
76.08,74.99,76.81,74.36
74.84,76.47,76.71,74.79
76.98,77.98,78.36,76.82
77.85,76.41,78.03,75.70
75.69,77.35,77.75,74.93
77.37,75.79,77.65,75.42
75.02,74.39,76.42,74.23
73.43,73.40,74.06,72.37
73.42,75.60,75.72,73.23
76.41,75.85,76.58,74.77
75.49,74.65,75.55,73.93
72.54,72.34,73.00,71.97
72.69,71.90,73.02,71.47
71.49,72.94,73.31,71.36
72.49,74.27,74.43,72.48
74.91,75.17,75.57,74.72
76.77,76.86,76.86,75.41
76.68,72.97,76.80,72.75
73.11,72.80,73.73,72.12
70.69,70.78,72.33,70.58
70.55,68.77,70.82,68.69
69.48,69.32,70.24,69.06
68.86,67.99,69.01,67.86
68.18,68.58,69.11,67.63
67.88,66.43,67.97,66.21
66.57,66.15,67.40,65.61
67.39,68.54,68.96,67.32
67.35,66.48,68.16,66.06
66.47,66.33,67.29,65.14
67.60,66.61,67.60,66.34
66.24,67.70,68.08,66.24
68.63,70.29,70.50,68.28
69.69,69.67,70.96,69.63
68.00,69.62,69.81,66.80
69.88,68.62,70.23,68.29
68.66,69.16,69.63,67.85
69.59,71.32,71.34,69.49
71.92,72.42,72.82,71.12
72.80,73.24,73.94,72.66
73.71,75.79,75.95,73.34
76.09,75.97,76.19,75.09
75.88,76.77,77.00,75.26
78.11,78.43,78.65,77.85
76.58,77.31,77.35,76.00
75.69,74.06,75.99,73.71
73.48,73.47,74.63,73.29
74.19,73.92,75.64,73.78
74.34,72.02,75.03,71.71
72.48,72.82,72.92,71.74
72.39,70.84,72.49,70.00
71.99,73.71,73.77,71.99
73.79,73.45,73.84,72.74
73.99,74.84,75.44,73.73
74.59,75.14,75.42,74.12
73.49,73.98,75.01,73.17
73.74,73.05,73.99,72.75
72.30,68.96,72.31,68.80
69.00,68.34,70.52,68.26
66.49,68.01,68.79,65.76
69.42,67.18,69.87,65.80
66.34,63.09,67.39,62.98
63.15,63.62,63.65,60.14
61.69,56.01,61.72,56.01
57.41,54.19,57.52,51.80
50.42,45.33,51.95,45.30
47.53,51.17,51.17,44.67
48.86,47.68,51.21,47.55
48.19,52.62,53.90,48.00
53.58,53.32,54.18,52.22
54.25,56.09,56.13,54.21
54.57,54.56,55.54,53.50
55.48,54.02,55.93,53.11
50.66,48.16,50.85,47.23
46.72,46.35,49.34,46.22
48.78,46.42,48.83,45.92
46.74,50.08,50.20,46.09
49.73,51.58,51.75,49.29
52.50,49.30,52.82,48.98
48.67,51.86,52.24,47.45
53.21,55.95,56.06,53.20
55.23,56.42,57.16,54.67
57.14,56.90,58.76,55.93
57.10,55.01,58.06,54.81
52.42,51.46,53.50,51.07
47.86,50.87,51.05,47.84
52.59,54.55,54.69,52.34
53.61,53.12,55.04,52.72
52.04,50.25,52.73,49.43
48.68,50.74,50.74,48.31
51.32,52.19,52.58,50.49
52.88,54.14,55.34,51.06
55.33,55.46,55.68,53.75
55.78,55.49,56.33,54.55
53.20,53.95,54.76,52.36
54.33,52.67,55.43,52.59
52.52,48.96,52.99,48.95
45.85,45.42,47.24,44.09
44.98,46.48,46.71,44.90
47.34,48.32,48.46,45.16
50.36,49.99,52.14,49.40
50.34,46.77,50.54,46.64
48.72,47.65,48.87,45.35
46.00,44.90,47.02,44.86
44.19,40.77,45.50,40.67
40.10,44.06,44.17,39.24
44.21,45.93,46.34,43.09
45.68,48.17,48.28,45.22
48.75,46.70,48.95,46.31
48.67,50.00,50.00,48.34
49.16,50.14,50.79,49.14
50.95,51.54,52.55,50.82
50.75,51.58,52.05,49.71
52.87,53.49,53.74,52.04
52.84,50.40,52.98,50.18
50.72,53.06,53.64,49.33
52.67,51.39,53.40,51.05
51.69,51.79,51.89,49.42
52.99,54.01,54.22,52.68
54.38,57.15,57.38,54.31
56.52,54.42,56.53,54.25
56.03,55.76,56.32,53.21
59.46,60.61,61.54,58.23
60.25,60.22,60.87,59.55
58.79,57.20,59.30,57.17
53.25,53.63,55.46,52.16
55.07,55.78,56.34,54.27
57.10,58.41,58.76,55.13
57.32,58.73,58.85,56.30
58.60,58.51,59.08,56.24
59.33,59.62,59.81,57.12
56.69,54.51,56.92,54.25
55.95,54.94,55.99,54.03
56.29,57.59,58.08,56.10
57.08,56.37,57.40,55.74
55.96,57.41,58.00,55.30
56.33,55.86,58.20,55.72
55.63,53.74,55.94,53.26
54.16,53.56,54.27,53.00
51.90,51.40,52.04,50.33
51.25,50.88,51.75,50.19
49.77,48.09,49.82,47.93
47.54,47.69,48.87,47.54
50.67,51.06,51.59,50.22
51.37,51.15,51.90,50.69
54.74,56.32,56.32,54.54
55.95,55.52,56.97,55.47
56.80,55.85,57.50,55.69
57.83,57.37,58.50,56.67
57.37,57.12,57.61,56.43
56.29,56.80,57.20,54.84
55.95,53.88,56.28,53.58
54.19,56.36,56.69,54.13
55.02,54.47,55.03,53.39
55.42,52.38,55.69,51.66
51.57,50.79,51.93,50.46
52.02,51.57,52.04,50.81
52.46,52.57,53.85,52.09
53.23,50.75,53.61,50.57
52.71,54.28,54.51,52.71
53.84,54.44,54.74,52.87
54.88,55.52,55.95,54.75
55.98,56.22,56.23,55.44
55.80,56.45,57.02,55.70
56.42,54.47,56.48,54.45
54.87,55.99,56.11,54.81
55.82,55.36,56.34,55.36
57.82,56.56,58.28,56.20
55.98,56.24,56.68,55.50
55.65,57.06,57.30,54.78
56.94,57.04,57.74,56.19
57.51,57.68,57.88,56.62
58.95,59.19,59.40,58.80
58.81,59.44,59.61,58.70
59.73,59.71,59.81,58.44
58.85,59.10,59.17,57.94
60.07,59.29,60.38,59.07
59.26,61.28,61.28,59.02
61.74,62.24,62.50,61.39
62.23,62.07,62.26,61.70
62.19,62.11,63.11,61.21
61.44,62.55,62.65,60.96
62.28,63.85,64.11,61.85
64.72,63.05,64.78,62.49
62.43,63.70,63.94,62.43
62.67,63.06,63.48,61.75
63.93,62.84,64.05,62.29
63.85,65.43,65.49,63.76
65.63,65.61,66.21,65.22
67.26,67.72,67.91,66.92
67.04,67.55,67.69,66.91
67.39,67.75,68.04,66.67
67.99,68.02,68.59,67.01
68.40,68.21,68.52,66.94
66.78,66.72,67.24,66.18
68.14,68.09,68.45,66.99
67.45,67.92,68.06,67.08
68.73,67.70,68.93,67.10
67.77,69.68,69.82,67.71
70.33,69.56,70.44,69.36
69.88,68.97,70.10,68.41
68.75,68.39,69.38,68.02
68.52,69.56,69.66,67.68
69.78,69.60,70.31,69.43
68.62,69.61,70.21,67.72
69.67,69.44,70.21,68.71
69.63,68.51,70.21,68.34
68.99,69.64,70.19,68.97
69.50,68.52,69.88,67.96
68.20,68.00,68.35,67.30
66.60,65.39,66.65,65.01
65.68,66.68,66.83,65.50
67.55,68.23,68.50,66.81
68.32,69.58,70.17,68.26
69.69,69.02,69.80,68.66
69.89,71.71,71.72,69.51
71.56,70.68,71.83,70.30
70.66,72.01,72.12,70.34
71.94,71.76,72.17,71.59
71.55,72.15,73.01,71.40
71.21,71.19,71.50,70.64
71.35,70.97,71.72,70.60
69.80,69.55,70.13,68.54
69.72,70.45,70.59,68.56
71.77,72.56,72.56,71.60
72.49,71.87,72.73,71.87
71.87,71.13,71.94,69.96
70.29,70.96,71.21,69.40
71.85,70.84,71.89,70.46
70.66,71.63,72.38,70.25
71.33,71.97,72.24,70.77
70.56,70.00,70.81,69.25
69.61,69.41,70.12,69.18
67.31,67.68,67.92,66.89
67.29,64.44,67.69,64.29
65.69,65.96,66.27,65.45
65.99,68.30,68.59,65.99
67.91,66.65,68.01,66.53
67.44,66.71,67.73,65.81
67.67,68.86,69.56,67.62
68.22,68.38,68.76,68.00
68.42,67.92,69.51,67.10
68.59,68.13,69.26,68.10
66.39,66.76,66.76,65.27
66.87,67.08,67.67,66.56
68.59,69.40,69.54,68.41
69.21,70.77,71.09,69.19
71.23,71.41,71.72,70.06
71.39,70.11,71.42,69.95
70.44,70.85,72.46,69.99
69.93,71.15,71.38,69.65
70.88,68.83,70.92,68.43
67.97,66.68,68.00,66.18
66.38,67.18,67.39,66.37
66.20,66.86,66.98,64.46
65.30,66.36,66.88,64.70
67.34,66.33,67.37,66.05
65.52,66.63,67.70,65.52
65.18,65.04,65.98,64.51
64.95,64.46,65.71,64.12
64.84,63.37,65.60,63.34
63.35,59.99,63.37,59.96
60.14,58.48,60.79,58.43
58.78,61.19,61.25,58.36
61.50,61.49,62.48,60.82
60.40,62.31,62.43,59.67
62.62,62.68,62.82,61.24
62.76,62.40,63.02,62.09
63.36,63.88,64.30,62.70
62.76,61.51,62.87,61.30
61.44,61.22,61.81,59.65
58.85,57.29,59.16,57.29
57.54,56.65,57.84,55.60
56.14,58.18,58.31,56.14
59.12,60.76,60.76,59.04
62.36,60.17,62.48,60.06
60.08,61.16,61.30,59.18
62.37,58.79,62.52,58.65
59.32,59.99,60.02,58.82
59.48,58.33,60.09,57.96
58.53,59.19,59.52,58.08
59.54,60.34,60.62,59.27
59.69,61.39,61.55,59.33
62.07,62.69,63.28,61.89
62.75,62.55,63.40,61.81
62.58,59.22,62.74,59.09
59.77,59.80,60.15,59.08
58.20,57.68,58.20,57.14
57.98,58.41,58.70,57.25
58.86,59.45,59.60,58.52
58.41,59.80,59.80,58.08
62.35,63.27,63.27,61.77
63.65,64.02,64.26,62.97
64.12,65.53,65.60,64.08
65.54,65.54,65.84,64.61
64.32,64.01,64.41,63.34
63.91,63.55,63.92,62.88
64.36,62.11,64.53,61.63
62.26,61.77,62.49,61.11
60.99,61.42,61.86,59.93
61.80,63.16,63.41,61.80
62.90,62.53,62.99,61.82
63.19,63.24,63.39,61.40
62.88,64.10,64.53,62.82
64.54,64.22,64.77,63.83
63.16,62.90,63.72,62.80
60.74,61.28,61.55,59.91
61.50,59.56,61.50,58.79
59.96,59.68,60.43,59.17
61.64,61.55,62.00,60.55
62.24,64.08,64.52,61.92
64.16,63.68,64.57,63.31
63.52,62.83,63.97,62.83
63.38,61.73,63.70,61.71
60.52,61.07,61.70,60.13
63.00,63.41,63.88,62.85
63.66,64.05,64.51,63.63
64.90,65.29,66.00,64.77
64.79,65.48,65.66,64.79
65.31,65.68,66.08,65.29
65.17,65.74,65.82,64.81
65.69,65.53,65.83,64.49
66.18,65.45,66.22,64.98
65.22,66.15,66.16,65.13
66.19,67.37,67.55,65.94
67.53,67.99,68.08,67.30
67.77,67.48,67.87,67.06
68.06,67.75,68.84,67.39
67.53,67.49,67.83,66.85
67.29,66.59,67.34,66.21
66.41,66.94,67.33,66.02
67.57,66.87,67.57,66.59
66.84,67.42,67.64,66.55
67.37,67.54,67.85,67.03
66.84,66.57,66.98,65.94
67.60,67.29,67.70,65.94
67.42,68.78,69.05,66.30
68.83,68.53,68.95,68.12
69.36,71.17,71.47,69.34
71.39,71.90,72.24,71.17
71.67,71.27,72.04,71.19
71.29,71.42,71.85,71.10
71.85,72.13,72.13,71.30
72.02,73.48,73.94,71.41
74.03,75.06,75.60,73.91
74.69,73.63,74.69,73.40
73.23,72.66,73.30,72.37
72.91,73.04,73.33,72.43
72.19,72.03,72.26,71.37
73.10,72.13,73.28,72.06
71.40,71.78,72.20,71.29
72.40,69.56,72.47,69.50
69.75,68.63,69.88,68.01
69.06,70.13,70.36,68.76
69.50,69.57,70.15,68.92
70.22,68.87,70.29,67.99
69.30,69.44,69.64,68.74
69.74,69.44,70.09,68.78
69.80,70.75,70.77,69.31
71.35,70.76,71.93,70.38
69.95,70.09,70.56,69.76
69.99,68.67,70.29,68.61
68.88,68.16,68.88,67.87
69.03,68.80,69.57,68.63
68.68,67.66,68.89,67.49
68.21,68.84,68.92,67.50
69.45,70.34,70.39,69.40
70.43,71.45,71.74,70.28
71.28,71.32,71.67,70.75
70.78,69.29,70.91,68.93
69.17,69.06,69.48,68.20
67.62,68.11,68.49,66.47
68.69,67.69,68.89,67.52
68.51,68.02,68.91,66.91
68.05,67.57,68.29,66.68
67.67,68.24,68.37,67.19
68.53,71.62,71.65,67.99
72.06,69.42,72.06,69.40
69.33,70.21,70.35,68.97
70.70,71.48,71.78,70.44
69.91,68.40,70.07,67.79
68.27,66.63,68.67,66.63
66.01,66.89,67.88,65.97
67.22,66.71,67.30,66.59
66.07,66.37,67.47,65.83
66.71,64.18,66.90,63.90
64.01,63.61,64.61,63.00
63.73,64.56,64.67,62.93
65.88,67.15,67.15,65.75
66.83,67.67,67.71,66.67
67.74,68.18,68.18,67.38
68.71,69.66,69.66,68.65
69.14,69.47,69.73,68.79
69.43,69.14,69.97,69.09
68.66,70.19,70.19,67.68
71.04,71.15,71.22,70.19
71.48,71.08,71.48,70.62
72.07,70.80,72.07,70.46
70.80,70.80,71.13,70.03
71.28,71.10,71.56,69.97
71.05,71.37,71.66,70.83
71.88,71.53,71.89,71.03
71.48,72.32,72.46,71.39
73.03,72.97,73.39,72.59
73.50,72.84,73.74,72.59
72.83,71.86,73.19,71.51
71.67,71.51,72.06,71.39
71.83,72.87,72.89,71.81
73.15,74.91,74.91,72.87
75.09,74.51,75.31,74.51
74.88,75.72,75.72,74.52
73.58,74.66,74.68,73.34
74.19,74.09,74.30,73.69
74.40,72.76,74.40,72.76
73.16,72.72,73.24,71.34
71.95,71.64,72.70,71.64
71.59,74.05,74.21,71.02
77.98,77.86,77.98,76.48
77.94,78.18,79.05,77.77
78.74,79.29,79.44,78.07
78.65,78.79,79.08,78.46
78.75,78.40,79.01,77.91
78.96,79.38,79.45,78.81
80.19,79.70,80.26,78.88
79.78,79.48,79.81,78.93
79.41,79.80,80.08,79.27
78.98,80.52,80.64,78.98
80.33,80.16,80.51,79.80
80.80,81.53,81.83,80.74
81.59,81.99,82.00,81.09
81.90,83.20,83.21,81.89
83.19,83.25,83.50,83.01
83.34,84.03,84.60,83.32
84.81,85.53,85.53,84.30
85.88,85.33,85.90,84.56
85.29,85.33,85.38,84.60
85.25,84.15,85.41,84.06
84.10,84.86,85.24,84.08
85.52,86.29,86.57,85.13
85.32,84.70,86.05,84.23
85.53,85.76,86.15,85.06
85.40,86.60,86.66,85.27
86.72,86.34,86.85,85.27
86.75,87.43,87.43,86.64
87.43,87.06,87.43,86.66
87.04,87.80,88.00,87.04
88.09,88.43,88.48,87.61
87.90,88.76,88.94,87.82
88.94,88.38,89.08,88.21
88.75,89.67,89.70,88.66
89.64,86.51,89.76,86.51
86.42,85.01,86.58,84.12
85.78,87.00,87.00,85.54
87.46,83.07,87.55,83.07
83.61,84.07,84.31,82.62
84.13,86.46,87.00,84.03
86.24,86.06,87.58,86.06
85.21,85.67,86.08,83.65
85.20,86.11,86.16,84.59
86.97,88.44,88.50,86.97
88.78,88.64,89.16,88.28
88.74,89.08,89.43,88.74
90.26,90.68,90.80,89.10
90.12,90.87,90.87,90.01
90.75,90.73,91.00,90.02
90.93,91.41,91.60,90.55
91.88,92.73,92.73,91.69
92.30,92.46,92.72,91.91
90.89,91.60,92.57,90.66
92.34,91.40,92.50,89.85
92.43,93.10,93.32,92.05
91.79,91.51,92.87,91.00
92.22,92.17,92.39,91.80
92.64,91.65,93.28,90.90
92.50,92.86,92.91,91.89
91.84,93.21,93.31,91.08
93.25,94.38,94.61,93.07
94.32,92.42,94.49,91.86
92.93,91.79,93.58,91.27
92.22,88.76,92.24,88.31
88.95,89.86,89.88,88.69
87.42,89.72,89.72,86.93
90.02,91.02,91.08,88.98
91.33,91.05,91.81,90.27
91.48,93.63,93.67,91.48
93.51,94.24,94.95,93.37
93.70,93.61,93.97,92.65
92.63,87.56,92.77,87.30
89.03,90.36,90.48,88.37
88.93,87.46,88.97,86.26
87.85,86.38,87.99,85.75
87.56,88.98,89.15,86.63
89.05,89.48,89.90,87.31
90.51,91.36,91.55,89.79
91.43,92.07,92.20,91.13
92.53,92.92,93.79,92.30
92.73,92.12,93.07,91.53
92.78,93.48,93.86,92.59
93.60,95.20,95.20,93.01
94.57,91.71,94.57,91.61
92.42,93.51,93.69,92.04
95.45,95.97,96.87,94.79
95.91,96.88,97.07,95.78
97.30,98.72,98.72,96.96
98.09,99.52,99.52,98.03
99.54,98.78,99.73,98.60
99.07,100.09,100.11,98.84
99.70,99.70,100.21,99.05
99.96,101.96,101.99,99.92
101.50,102.76,103.18,101.41
102.45,101.81,103.32,101.48
102.60,103.83,103.83,102.49
103.40,103.90,104.66,103.38
103.98,104.30,104.87,103.59
104.54,100.70,105.94,99.81
98.43,100.64,100.64,98.00
99.42,99.40,99.86,98.00
102.39,101.09,103.04,100.32
100.03,99.59,100.30,97.97
100.27,101.08,101.48,99.90
100.18,99.14,101.94,99.14
99.32,98.56,99.53,96.80
98.71,97.09,99.61,96.15
96.66,94.47,97.02,94.47
94.44,96.83,96.83,94.28
97.84,98.69,98.87,96.42
99.34,98.69,99.45,97.71
96.65,96.40,97.89,95.54
97.61,94.52,97.80,94.15
94.36,97.95,98.21,94.15
97.00,97.18,98.42,96.84
98.70,98.29,99.08,97.62
98.45,99.85,100.27,98.45
99.85,97.04,100.06,97.03
