MVV,ProShares Ultra MidCap400,NASDAQ
92.74,94.19,94.19,92.30
94.44,96.32,96.52,94.08
96.93,98.53,98.60,96.58
98.59,98.01,98.72,97.78
97.50,96.89,98.58,96.44
97.89,97.29,97.93,96.37
97.10,94.94,97.36,94.66
95.33,95.61,96.54,94.57
95.50,95.20,96.89,95.07
95.44,96.34,96.41,95.44
97.10,97.46,97.58,96.73
97.12,96.43,97.34,96.39
96.41,95.26,96.41,94.79
95.30,95.67,95.78,95.27
95.70,96.47,96.74,95.70
96.63,94.47,96.63,94.23
94.56,95.03,95.49,94.35
95.41,94.24,95.41,93.97
96.07,95.27,96.92,94.13
95.74,98.20,98.46,95.74
97.78,96.76,98.07,96.04
96.83,96.58,97.47,96.41
96.31,95.33,96.31,95.00
95.70,96.48,97.10,95.64
96.60,97.18,97.30,96.18
96.92,96.16,96.92,94.23
96.49,97.27,97.95,96.49
