CKX,CKX Lands,NASDAQ
11.35,11.35,11.35,11.35
10.95,10.95,10.95,10.95
11.46,11.46,11.46,11.46
12.25,12.25,12.25,12.25
11.46,11.46,11.46,11.46
12.42,12.50,12.50,12.12
12.48,12.48,12.52,12.48
12.61,12.85,12.85,12.61
10.95,10.95,10.95,10.95
10.95,10.95,10.95,10.95
12.82,12.85,12.85,12.82
12.78,12.78,12.78,12.78
11.20,11.20,11.20,11.20
11.20,11.20,11.20,11.20
11.20,11.20,11.20,11.20
12.41,12.99,12.99,12.41
12.44,13.00,13.25,12.33
13.35,12.58,13.35,12.56
12.57,12.33,12.95,12.33
11.95,11.50,12.70,11.06
11.44,10.80,11.85,10.50
11.20,10.95,11.20,10.80
10.85,10.85,11.00,10.85
11.30,10.92,11.30,10.92
10.98,11.00,11.02,10.82
10.90,10.90,10.97,10.90
11.00,11.00,11.00,11.00
11.35,11.72,11.92,11.33
12.04,13.25,13.25,11.80
13.09,13.07,13.15,12.99
12.10,12.00,12.22,11.61
10.90,10.90,10.90,10.90
12.01,11.86,12.02,11.86
11.80,12.13,12.25,11.80
11.54,11.54,11.54,11.54
12.00,11.80,12.00,11.79
11.80,11.80,11.80,11.78
11.72,11.40,11.72,11.40
11.80,11.34,11.80,11.34
11.25,11.19,11.25,11.19
11.06,11.06,11.06,11.06
10.73,10.73,10.73,10.73
8.97,10.57,10.81,10.35
10.85,9.70,10.85,9.70
9.80,10.10,10.10,9.75
10.70,10.25,10.70,10.25
9.13,9.13,9.13,9.13
10.70,10.40,10.70,10.40
10.40,10.40,10.40,10.40
9.44,9.44,9.44,9.44
12.09,11.05,12.09,11.05
10.03,10.03,10.03,10.03
11.06,11.05,11.06,11.05
nan,11.05,nan,nan
9.63,9.63,9.63,9.63
9.63,9.63,9.63,9.63
9.99,9.99,9.99,9.99
9.99,9.99,9.99,9.99
11.00,11.42,11.42,10.99
nan,11.42,nan,nan
9.99,9.99,9.99,9.99
9.57,9.57,9.57,9.57
10.54,10.54,10.54,10.54
10.66,10.66,10.66,10.66
11.25,11.25,11.25,11.25
nan,11.25,nan,nan
11.25,11.20,11.89,11.20
10.17,10.17,10.17,10.17
11.20,11.20,11.20,11.20
10.35,10.35,10.35,10.35
11.40,11.20,11.40,11.20
11.20,11.20,11.20,11.20
10.17,10.17,10.17,10.17
11.20,11.20,11.20,11.20
11.20,11.35,11.35,10.50
11.20,11.00,11.88,11.00
9.78,9.78,9.78,9.78
11.44,11.44,11.44,11.44
11.69,12.25,12.25,11.69
10.12,10.12,10.12,10.12
10.20,10.20,10.20,10.20
10.20,10.20,10.20,10.20
10.44,10.44,10.44,10.44
11.50,11.23,11.50,11.23
10.20,10.20,10.20,10.20
10.20,10.20,10.20,10.20
9.93,9.93,9.93,9.93
9.93,9.93,9.93,9.93
11.00,11.00,11.00,11.00
11.34,11.25,11.34,11.25
11.60,11.60,11.60,11.60
10.93,10.93,10.93,10.93
10.92,10.92,10.92,10.92
11.59,11.61,11.61,11.59
10.08,10.08,10.08,10.08
10.11,10.11,10.11,10.11
11.14,10.75,11.14,10.75
9.83,9.83,9.83,9.83
11.00,11.00,11.00,11.00
10.79,10.79,10.79,10.79
10.85,10.80,10.85,10.79
10.80,10.75,10.89,10.75
10.75,10.75,10.75,10.75
11.75,10.91,12.25,10.91
9.93,9.93,9.93,9.93
9.90,9.90,9.90,9.90
9.99,9.99,9.99,9.99
10.01,10.01,10.01,10.01
11.00,11.00,11.00,11.00
11.90,11.90,11.90,11.90
11.90,11.90,11.90,11.90
10.12,10.12,10.12,10.12
10.38,10.38,10.38,10.38
11.89,11.89,11.89,11.89
11.43,11.00,11.43,11.00
9.76,9.76,9.76,9.76
9.76,9.76,9.76,9.76
9.76,9.76,9.76,9.76
9.76,9.76,9.76,9.76
10.76,11.23,11.23,10.76
10.53,11.00,11.00,10.50
9.96,9.96,9.96,9.96
10.00,10.00,10.00,10.00
11.25,11.25,11.25,11.25
9.53,9.53,9.53,9.53
11.28,11.61,11.61,11.28
11.89,11.89,11.90,11.65
11.42,11.42,11.42,11.42
10.14,10.14,10.14,10.14
10.37,10.37,10.37,10.37
12.39,12.58,12.58,12.09
10.57,10.57,10.57,10.57
10.78,10.78,10.78,10.78
11.90,11.90,11.90,11.90
12.65,12.65,12.65,12.65
10.74,10.74,10.74,10.74
10.37,10.37,10.37,10.37
10.35,10.35,10.35,10.35
10.90,10.90,10.90,10.90
10.87,10.87,10.87,10.87
12.65,12.50,12.65,12.50
10.25,10.25,10.25,10.25
12.01,12.01,12.01,12.01
12.20,12.02,12.20,11.90
10.14,10.14,10.14,10.14
12.65,12.15,12.65,12.15
10.36,10.36,10.36,10.36
10.36,10.36,10.36,10.36
10.94,10.94,10.94,10.94
11.40,11.89,11.89,11.40
10.36,10.36,10.36,10.36
11.14,11.78,12.10,11.14
10.23,10.23,10.23,10.23
11.70,11.70,11.70,11.21
9.95,9.95,9.95,9.95
11.25,10.60,11.25,10.60
11.40,11.60,11.60,11.40
11.75,11.31,11.75,11.25
10.15,10.15,10.15,10.15
9.76,9.76,9.76,9.76
9.82,9.82,9.82,9.82
12.02,12.02,12.02,12.02
10.62,10.62,10.62,10.62
12.06,12.06,12.06,12.06
9.89,9.89,9.89,9.89
12.10,12.33,12.65,12.10
12.65,12.65,12.65,12.65
12.02,11.75,12.02,11.75
11.52,11.90,11.90,11.52
11.00,11.00,11.00,11.00
12.01,12.02,12.02,12.01
11.00,11.00,11.00,11.00
12.20,12.20,12.20,12.20
11.00,11.00,11.00,11.00
12.35,12.10,12.35,12.10
11.01,11.01,11.01,11.01
11.01,11.01,11.01,11.01
11.01,11.01,11.01,11.01
11.98,11.98,11.98,11.98
11.01,11.01,11.01,11.01
12.24,12.25,12.25,12.24
11.01,11.01,11.01,11.01
11.01,11.01,11.01,11.01
11.01,11.01,11.01,11.01
11.01,11.01,11.01,11.01
11.01,11.01,11.01,11.01
11.01,11.01,11.01,11.01
11.01,11.01,11.01,11.01
11.01,11.01,11.01,11.01
12.35,12.55,12.59,12.35
12.03,12.52,12.52,12.03
11.01,11.01,11.01,11.01
11.01,11.01,11.01,11.01
12.90,12.90,12.90,12.90
11.20,11.20,11.20,11.20
11.01,11.01,11.01,11.01
11.01,11.01,11.01,11.01
11.01,11.01,11.01,11.01
11.01,11.01,11.01,11.01
12.80,12.90,12.90,12.80
13.24,13.01,13.50,13.01
12.26,12.26,12.26,12.26
12.27,12.27,12.27,12.27
11.05,11.05,11.05,11.05
12.60,13.30,13.60,12.60
13.50,12.92,13.50,12.92
13.50,13.50,13.50,13.50
13.50,13.50,13.52,13.50
11.07,11.07,11.07,11.07
11.07,11.07,11.07,11.07
11.07,11.07,11.07,11.07
11.07,11.07,11.07,11.07
11.07,11.07,11.07,11.07
12.75,12.31,12.75,12.31
12.61,13.47,13.47,12.61
10.87,10.87,10.87,10.87
13.30,12.55,13.30,12.50
12.94,12.86,12.94,12.86
N/A,N/A,N/A,N/A
10.49,10.49,10.49,10.49
12.86,12.95,12.95,12.85
10.62,10.62,10.62,10.62
10.62,10.62,10.62,10.62
13.05,12.89,13.05,12.89
12.89,12.98,12.98,12.89
13.00,13.00,13.00,13.00
13.60,14.05,14.05,13.35
14.00,14.00,14.00,13.52
13.27,13.25,13.27,13.25
10.87,10.87,10.87,10.87
13.78,13.75,13.78,13.75
11.28,11.28,11.28,11.28
10.04,10.04,10.04,10.04
13.50,13.50,13.50,13.50
13.90,13.80,13.90,13.80
11.32,11.32,11.32,11.32
13.90,13.71,14.00,13.71
11.24,11.24,11.24,11.24
11.24,11.24,11.24,11.24
13.99,13.41,13.99,13.41
13.18,13.16,13.67,13.16
10.79,10.79,10.79,10.79
N/A,N/A,N/A,N/A
10.79,10.79,10.79,10.79
13.47,13.91,13.91,13.47
11.41,11.41,11.41,11.41
13.16,13.16,13.16,13.16
11.41,11.41,11.41,11.41
11.41,11.41,11.41,11.41
14.30,14.30,14.30,14.30
14.05,14.05,14.05,14.05
11.52,11.52,11.52,11.52
14.40,14.30,14.40,14.13
14.45,14.90,14.94,14.45
14.90,14.11,14.90,14.11
13.75,14.14,14.23,13.75
11.59,11.59,11.59,11.59
13.42,12.80,13.42,11.93
10.50,10.50,10.50,10.50
12.00,12.00,12.00,12.00
12.04,12.01,12.04,12.01
9.85,9.85,9.85,9.85
12.41,12.41,12.41,12.41
12.15,12.15,12.15,12.15
13.15,12.21,13.15,12.00
10.01,10.01,10.01,10.01
12.15,12.15,12.15,12.15
9.96,9.96,9.96,9.96
N/A,N/A,N/A,N/A
9.96,9.96,9.96,9.96
12.87,12.26,12.87,12.26
12.22,12.26,12.26,12.22
10.05,10.05,10.05,10.05
10.05,10.05,10.05,10.05
11.71,11.71,11.71,11.71
11.90,11.71,11.90,11.71
11.80,11.41,11.80,11.40
9.36,9.36,9.36,9.36
11.10,11.38,11.38,11.01
11.75,11.70,11.75,10.75
9.59,9.59,9.59,9.59
9.59,9.59,9.59,9.59
11.68,11.70,11.70,11.68
11.61,11.74,11.75,11.61
12.53,12.50,12.53,12.50
14.00,13.97,14.56,13.97
13.88,12.75,15.04,12.25
12.75,12.75,12.75,12.75
N/A,N/A,N/A,N/A
12.96,12.75,13.00,12.72
12.75,12.75,12.75,12.75
13.00,12.60,13.00,12.60
10.84,10.84,10.84,10.84
N/A,N/A,N/A,N/A
12.98,12.98,12.98,12.98
10.64,10.64,10.64,10.64
12.95,12.94,12.95,12.94
N/A,N/A,N/A,N/A
10.61,10.61,10.61,10.61
12.94,12.47,12.94,11.99
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
10.23,10.23,10.23,10.23
13.34,13.34,13.34,13.34
12.27,12.27,12.27,12.27
11.98,11.98,11.98,11.98
12.24,12.24,12.24,12.24
12.94,12.94,12.94,12.94
10.61,10.61,10.61,10.61
10.61,10.61,10.61,10.61
10.61,10.61,10.61,10.61
12.10,12.50,12.50,12.06
10.25,10.25,10.25,10.25
12.04,11.99,12.04,11.99
11.99,10.69,11.99,10.53
10.75,11.08,11.57,10.53
9.09,9.09,9.09,9.09
9.09,9.09,9.09,9.09
10.60,11.45,11.45,10.60
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
9.93,9.93,9.93,9.93
11.03,11.27,11.27,11.03
9.93,9.93,9.93,9.93
11.10,11.61,11.61,11.10
9.93,9.93,9.93,9.93
12.03,12.03,12.03,12.03
9.93,9.93,9.93,9.93
12.00,12.45,12.45,12.00
12.89,12.89,12.89,12.89
13.39,12.90,13.39,12.90
12.95,12.95,12.95,12.95
12.75,12.75,12.80,12.75
11.99,11.99,11.99,11.99
9.93,9.93,9.93,9.93
9.93,9.93,9.93,9.93
9.93,9.93,9.93,9.93
9.93,9.93,9.93,9.93
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
9.93,9.93,9.93,9.93
9.93,9.93,9.93,9.93
12.41,12.41,12.41,12.41
10.18,10.18,10.18,10.18
9.93,9.93,9.93,9.93
9.93,9.93,9.93,9.93
9.93,9.93,9.93,9.93
11.98,12.54,12.80,11.98
10.28,10.28,10.28,10.28
10.28,10.28,10.28,10.28
9.93,9.93,9.93,9.93
11.67,11.72,11.72,11.50
9.93,9.93,9.93,9.93
9.93,9.93,9.93,9.93
9.93,9.93,9.93,9.93
11.85,12.08,12.18,11.85
12.24,12.24,12.24,12.24
9.93,9.93,9.93,9.93
10.04,10.04,10.04,10.04
10.04,10.04,10.04,10.04
10.04,10.04,10.04,10.04
11.80,12.00,12.00,11.75
11.50,11.50,11.50,11.50
9.93,9.93,9.93,9.93
12.10,12.10,12.10,12.10
9.93,9.93,9.93,9.93
12.01,12.25,12.85,12.01
12.00,12.00,12.01,12.00
12.25,12.25,12.25,12.25
12.25,12.25,12.25,12.25
9.93,9.93,9.93,9.93
12.25,12.25,12.25,12.25
12.25,12.25,12.25,12.25
12.25,12.10,13.30,12.10
9.93,9.93,9.93,9.93
12.08,12.28,12.28,12.08
12.20,12.20,12.25,12.14
12.20,12.07,12.20,12.07
9.93,9.93,9.93,9.93
9.93,9.93,9.93,9.93
12.00,11.99,12.00,11.51
9.93,9.93,9.93,9.93
9.93,9.93,9.93,9.93
9.93,9.93,9.93,9.93
11.22,11.00,11.22,11.00
10.97,10.97,10.97,10.25
10.97,11.12,12.50,10.97
11.45,11.46,11.48,11.45
9.86,9.86,9.86,9.86
11.46,11.00,11.46,11.00
11.74,11.40,11.74,11.16
9.86,9.86,9.86,9.86
11.20,11.28,11.28,11.20
11.28,11.28,11.28,11.28
11.03,11.03,11.03,11.03
11.05,11.05,11.05,11.05
9.86,9.86,9.86,9.86
11.00,11.10,11.10,11.00
11.00,11.09,11.80,10.98
11.31,11.80,12.79,11.30
10.34,10.34,10.34,10.34
11.50,10.92,11.53,10.92
11.11,11.00,11.11,11.00
11.21,11.20,11.87,11.20
11.55,11.55,11.59,11.55
11.55,11.55,11.55,11.55
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
11.56,12.00,12.00,11.20
11.80,11.65,11.80,11.30
11.70,11.62,12.95,11.62
11.50,11.35,12.70,11.17
11.85,11.40,11.85,11.40
11.41,11.50,12.58,11.41
9.43,9.43,9.43,9.43
11.50,11.50,11.50,11.50
11.52,11.51,11.52,11.51
11.60,11.60,11.60,11.60
11.25,11.39,11.39,11.25
11.40,11.10,11.40,11.10
N/A,N/A,N/A,N/A
11.25,11.07,11.30,11.07
11.25,11.25,11.25,11.25
11.45,11.40,11.45,11.40
11.45,11.45,11.45,11.45
9.39,9.39,9.39,9.39
9.39,9.39,9.39,9.39
9.39,9.39,9.39,9.39
9.39,9.39,9.39,9.39
11.10,11.10,11.10,11.10
11.10,11.00,11.10,10.95
11.20,11.20,11.20,11.20
10.16,10.16,10.16,10.16
10.15,10.15,10.15,10.15
11.27,11.39,11.39,11.27
11.68,11.68,11.68,11.68
11.28,11.28,11.28,11.28
12.15,12.00,12.15,12.00
12.18,12.15,12.18,12.15
12.11,12.11,12.11,12.11
nan,12.11,nan,nan
11.97,11.52,11.97,11.52
9.45,9.45,9.45,9.45
9.45,9.45,9.45,9.45
9.45,9.45,9.45,9.45
11.29,11.58,11.58,11.29
nan,11.58,nan,nan
11.73,11.73,11.73,11.73
9.62,9.62,9.62,9.62
9.62,9.62,9.62,9.62
9.62,9.62,9.62,9.62
9.62,9.62,9.62,9.62
9.62,9.62,9.62,9.62
9.62,9.62,9.62,9.62
12.09,12.09,12.09,12.09
11.75,11.75,11.75,11.75
9.91,9.91,9.91,9.91
11.87,11.98,11.98,11.66
9.82,9.82,9.82,9.82
12.08,12.08,12.08,12.08
9.91,9.91,9.91,9.91
9.91,9.91,9.91,9.91
9.91,9.91,9.91,9.91
9.91,9.91,9.91,9.91
nan,12.08,nan,nan
9.91,9.91,9.91,9.91
11.66,11.85,11.86,11.66
9.72,9.72,9.72,9.72
12.00,12.15,12.15,12.00
9.96,9.96,9.96,9.96
9.96,9.96,9.96,9.96
13.58,12.98,13.58,12.67
12.70,12.99,13.28,12.70
12.95,12.90,12.95,12.90
13.09,13.02,13.09,13.02
10.62,10.62,10.62,10.62
10.62,10.62,10.62,10.62
13.14,13.30,13.43,13.14
12.81,12.81,12.81,12.81
nan,13.30,nan,nan
13.27,12.81,13.27,12.81
13.19,13.65,14.47,13.19
13.65,13.65,13.65,13.65
13.25,13.25,13.25,13.25
13.02,13.02,13.02,13.02
13.00,13.35,14.95,13.00
13.03,12.02,13.03,11.69
11.80,11.92,11.92,11.78
11.90,11.90,11.90,11.90
12.04,12.04,12.04,12.04
12.69,12.69,12.69,12.69
8.98,8.98,8.98,8.98
12.72,12.52,13.57,12.52
12.27,12.27,12.27,12.27
10.27,10.27,10.27,10.27
12.56,12.50,12.56,12.11
12.53,12.53,12.53,12.53
12.29,12.29,12.29,12.29
12.50,12.50,12.50,12.50
12.30,12.46,12.46,12.30
12.31,12.31,12.31,12.31
11.73,11.73,11.73,11.73
12.45,12.01,12.45,12.01
12.23,12.23,12.23,12.23
12.76,12.76,12.76,12.76
12.40,12.40,12.40,12.40
12.76,12.28,12.76,12.28
12.11,12.11,12.11,12.11
10.07,10.07,10.07,10.07
10.01,10.01,10.01,10.01
10.01,10.01,10.01,10.01
12.85,12.60,13.91,12.40
12.94,12.53,12.94,12.53
10.27,10.27,10.27,10.27
12.20,12.20,12.20,12.20
10.00,10.00,10.00,10.00
12.60,12.30,12.60,12.30
11.60,11.60,11.60,11.60
10.09,10.09,10.09,10.09
10.09,10.09,10.09,10.09
12.35,12.35,12.35,12.35
12.30,12.30,12.30,12.30
12.34,12.34,12.34,12.34
nan,12.34,nan,nan
9.40,9.40,9.40,9.40
12.27,12.27,12.27,12.27
12.30,12.30,12.30,12.30
12.40,13.58,13.58,12.40
13.91,13.91,13.91,13.87
13.44,13.44,13.44,13.44
13.26,13.26,13.26,13.26
14.27,14.75,14.75,14.00
14.75,14.20,14.75,14.20
14.96,14.28,14.96,14.28
14.29,14.29,14.29,14.29
13.50,13.78,13.78,13.50
13.61,14.30,14.30,13.61
13.32,13.32,13.32,13.32
12.94,12.94,12.94,12.94
14.30,14.30,14.30,14.27
14.30,14.25,14.30,14.20
15.06,15.06,15.06,15.06
14.50,14.50,14.50,14.50
11.89,11.89,11.89,11.89
14.50,14.95,15.00,14.50
14.97,15.06,15.25,14.86
15.65,15.65,15.65,15.65
16.20,16.20,16.20,16.20
16.05,15.61,16.05,15.61
15.66,16.20,16.77,15.66
16.17,16.30,17.95,16.17
16.30,16.30,16.30,16.30
15.61,16.70,17.00,15.61
15.66,16.18,16.48,15.66
13.27,13.27,13.27,13.27
16.06,15.86,16.50,15.86
16.07,16.99,17.80,16.07
17.75,17.50,17.75,17.49
16.52,17.35,19.35,16.04
17.02,17.02,17.02,17.02
15.70,15.70,15.70,15.70
nan,17.02,nan,nan
15.34,15.34,15.34,15.34
17.14,17.18,17.18,17.14
14.09,14.09,14.09,14.09
17.00,16.98,17.00,16.40
16.96,16.52,17.25,16.41
16.38,16.38,16.38,16.38
15.75,15.60,15.75,15.60
14.85,14.25,14.85,14.25
14.15,13.61,14.15,13.61
11.16,11.16,11.16,11.16
13.70,13.75,13.75,13.70
14.86,13.81,14.86,13.81
13.81,13.85,13.85,13.81
13.82,13.81,13.86,13.81
14.87,13.89,14.87,13.89
13.83,13.83,13.83,13.83
13.85,13.85,13.85,13.85
13.85,13.85,13.85,13.85
11.36,11.36,11.36,11.36
13.61,14.00,14.00,13.61
13.95,13.70,14.83,13.70
11.23,11.23,11.23,11.23
11.23,11.23,11.23,11.23
11.23,11.23,11.23,11.23
13.51,13.51,13.51,13.51
11.23,11.23,11.23,11.23
13.19,13.19,13.19,13.19
13.57,13.70,13.70,13.57
14.00,14.00,14.00,14.00
11.48,11.48,11.48,11.48
11.48,11.48,11.48,11.48
11.48,11.48,11.48,11.48
11.48,11.48,11.48,11.48
14.40,14.45,14.45,14.40
13.89,13.87,13.89,13.87
13.00,13.00,13.00,13.00
13.51,13.51,13.51,13.51
13.00,13.00,13.00,13.00
14.26,14.21,14.30,14.21
13.00,13.00,13.00,13.00
13.00,13.00,13.00,13.00
13.30,13.45,13.45,12.64
13.00,13.00,13.00,13.00
13.21,13.21,13.21,13.21
10.66,10.66,10.66,10.66
10.83,10.83,10.83,10.83
10.83,10.83,10.83,10.83
13.22,13.22,13.22,13.22
13.22,13.55,13.87,13.22
13.69,13.69,13.69,13.69
11.11,11.11,11.11,11.11
11.23,11.23,11.23,11.23
11.23,11.23,11.23,11.23
11.23,11.23,11.23,11.23
13.99,13.76,13.99,13.76
13.51,13.51,13.51,13.51
13.50,13.50,13.50,13.50
11.07,11.07,11.07,11.07
13.50,13.54,13.54,13.50
13.50,13.50,13.50,13.50
13.60,13.60,13.60,13.60
13.98,13.98,13.98,13.98
14.00,14.00,14.00,13.96
nan,14.00,nan,nan
14.00,14.00,14.00,14.00
13.74,13.74,13.74,13.74
13.97,14.24,14.24,13.97
14.20,14.24,14.24,13.80
13.65,13.65,13.65,13.65
14.05,13.88,14.05,13.58
13.60,13.60,13.60,13.60
13.60,13.60,13.60,13.60
13.63,13.63,13.63,13.63
13.53,13.53,13.53,13.53
13.54,13.54,13.54,13.54
13.54,13.54,13.54,13.54
13.60,13.60,13.60,13.60
13.60,13.60,13.60,13.60
13.08,13.08,13.08,13.08
13.98,14.00,14.25,13.96
13.97,13.97,13.97,13.97
13.78,13.78,13.78,13.78
13.85,13.85,13.85,13.85
14.05,14.20,14.25,14.05
14.00,14.00,14.00,14.00
13.90,13.90,13.90,13.90
13.93,13.90,13.93,13.90
13.51,13.51,13.51,13.51
nan,13.90,nan,nan
13.95,13.95,13.95,13.91
13.51,13.51,13.51,13.51
13.30,13.56,13.56,13.25
13.70,13.70,13.70,13.70
13.97,14.00,14.00,13.97
14.00,14.00,14.00,14.00
13.01,12.75,13.01,12.49
13.07,13.10,13.10,13.07
13.25,13.25,13.28,13.25
nan,13.25,nan,nan
13.97,13.75,13.97,13.75
13.75,13.78,13.78,13.75
13.87,14.00,14.00,13.86
14.00,14.00,14.04,14.00
13.36,14.00,13.36,13.36
13.77,14.00,13.77,13.77
13.97,14.25,14.25,13.97
13.95,14.25,13.95,13.95
13.95,14.25,13.95,13.95
nan,14.25,nan,nan
14.35,14.35,14.35,14.35
14.25,14.25,14.25,14.25
14.26,14.25,14.26,14.26
14.26,14.25,14.26,14.26
14.26,14.25,14.26,14.26
14.27,14.25,14.27,14.27
14.27,14.25,14.27,14.27
14.50,14.74,15.99,14.50
14.90,15.08,15.08,14.81
15.10,15.08,15.10,15.10
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
15.75,15.73,15.75,15.73
15.25,15.73,15.25,15.25
15.72,15.72,15.72,15.72
nan,15.72,nan,nan
15.80,15.80,15.80,15.80
nan,15.80,nan,nan
nan,15.80,nan,nan
nan,15.80,nan,nan
15.75,15.75,15.75,15.75
nan,15.75,nan,nan
nan,15.75,nan,nan
nan,15.75,nan,nan
nan,15.75,nan,nan
N/A,N/A,N/A,N/A
15.72,15.72,15.72,15.72
15.77,15.41,15.77,15.41
14.50,13.08,14.69,11.58
12.80,13.03,13.35,12.80
13.13,12.92,13.13,12.92
13.04,13.04,13.04,13.04
13.70,13.80,13.80,13.70
nan,13.80,nan,nan
nan,13.80,nan,nan
nan,13.80,nan,nan
14.20,13.05,14.20,13.05
nan,13.05,nan,nan
nan,13.05,nan,nan
13.50,13.50,13.50,13.50
13.26,13.26,13.26,13.26
nan,13.26,nan,nan
13.36,13.75,13.75,13.36
13.61,13.90,14.00,13.61
13.90,14.05,14.05,13.90
14.45,14.75,14.75,14.44
14.03,14.03,14.03,14.03
14.17,14.19,14.86,14.05
14.35,15.07,15.72,14.35
nan,15.07,nan,nan
14.89,14.16,14.89,14.16
14.40,14.40,14.40,14.40
15.25,15.25,15.25,15.25
15.09,15.09,15.09,15.09
nan,15.09,nan,nan
nan,15.09,nan,nan
14.75,14.75,14.75,14.75
14.50,14.50,14.50,14.50
nan,14.50,nan,nan
15.50,15.25,15.50,15.25
15.01,14.55,15.01,14.52
14.56,14.56,14.56,14.56
nan,14.56,nan,nan
nan,14.56,nan,nan
nan,14.56,nan,nan
nan,14.56,nan,nan
nan,14.56,nan,nan
14.56,14.56,14.56,14.56
13.60,14.09,14.09,13.60
nan,14.09,nan,nan
14.22,14.19,14.30,14.16
nan,14.19,nan,nan
14.31,13.22,14.31,13.05
13.49,13.95,14.01,13.49
15.05,14.26,15.14,14.26
nan,14.26,nan,nan
nan,14.26,nan,nan
nan,14.26,nan,nan
14.48,14.50,14.50,14.47
nan,14.50,nan,nan
14.63,14.50,14.63,14.50
14.71,14.56,14.71,14.56
14.52,14.31,14.60,14.31
14.21,14.21,14.21,14.21
14.29,14.26,14.29,14.25
14.24,14.21,14.24,14.20
14.15,14.24,14.24,14.05
14.02,14.02,14.10,14.02
14.41,14.50,14.86,14.41
14.68,14.73,15.44,14.67
nan,14.73,nan,nan
15.49,15.49,15.49,15.49
nan,15.49,nan,nan
14.32,14.25,14.32,13.50
13.51,14.00,14.00,13.51
14.25,14.25,14.25,14.25
14.29,14.35,14.35,14.29
14.99,14.99,14.99,14.99
14.74,14.74,14.74,14.74
14.40,14.40,14.40,14.40
14.32,14.27,14.34,14.27
14.41,14.00,14.41,14.00
14.25,14.25,14.25,14.25
14.07,14.28,15.46,14.07
14.75,14.75,14.75,14.75
14.30,14.29,14.75,14.29
14.50,14.29,14.50,13.71
nan,14.29,nan,nan
14.46,14.38,14.46,14.19
14.19,15.40,15.40,14.19
14.80,15.06,15.40,14.80
15.19,15.19,15.19,15.19
15.46,15.45,15.46,15.45
nan,15.45,nan,nan
nan,15.45,nan,nan
15.43,15.26,15.43,15.26
15.18,14.75,15.18,14.75
N/A,N/A,N/A,N/A
