KMB,Kimberly-Clark Corporation Common Stock,NASDAQ
113.63,114.39,114.46,113.53
113.79,114.34,114.37,113.42
113.95,113.40,114.34,113.35
113.50,114.61,114.71,113.35
114.72,114.78,115.57,114.48
114.58,115.34,115.65,114.19
115.65,114.61,116.21,114.42
114.50,115.39,115.63,114.18
115.63,116.24,116.59,115.34
116.45,114.87,116.49,114.79
114.91,114.42,115.31,114.03
114.50,114.61,115.36,114.50
114.50,115.02,115.15,114.00
115.32,114.82,115.35,114.62
114.87,115.11,115.50,114.83
115.00,114.15,115.24,114.02
114.84,115.08,115.28,114.34
114.89,114.12,115.15,113.80
114.16,114.56,114.91,113.71
114.91,115.18,115.43,114.76
115.25,116.01,116.09,114.60
116.01,116.43,116.61,115.43
115.52,114.64,116.00,114.64
114.50,114.36,114.63,113.97
114.11,114.41,114.83,114.11
114.26,114.46,114.59,113.98
114.19,114.59,114.89,114.19
