KMB,Kimberly-Clark Corporation Common Stock,NASDAQ
66.48,66.07,66.49,65.40
66.20,66.58,66.97,66.17
66.83,66.86,67.07,66.58
66.56,66.56,66.92,66.31
66.86,66.47,66.98,66.37
64.89,62.61,64.90,62.41
62.80,62.35,63.07,62.10
62.67,62.54,62.83,62.30
62.45,63.34,63.37,62.41
63.34,62.17,63.37,62.00
62.51,62.95,63.06,62.14
62.98,62.97,63.00,62.47
63.21,62.98,63.25,62.85
63.00,63.03,63.09,62.50
62.93,62.82,63.03,62.57
62.71,62.16,62.71,61.99
62.25,61.86,62.40,61.80
61.76,62.15,62.29,61.75
61.68,62.02,62.04,61.66
62.37,62.18,62.47,62.13
62.12,61.53,62.28,61.29
61.48,61.67,61.88,61.44
62.05,62.10,62.33,61.83
62.13,61.84,62.26,61.63
61.78,62.12,62.12,61.45
62.02,61.46,62.02,61.41
61.63,61.29,61.70,61.10
61.28,61.64,62.17,61.25
61.29,61.53,61.67,61.06
61.35,61.89,62.17,61.35
62.35,62.46,62.88,62.26
62.53,61.68,62.74,61.61
61.62,62.01,62.23,61.62
62.02,61.68,62.19,61.66
62.13,61.94,62.15,61.75
61.27,61.93,62.01,61.22
61.94,61.98,62.10,61.71
61.86,61.70,62.24,61.68
61.93,61.64,62.03,61.47
61.73,62.01,62.30,61.73
62.05,61.99,62.30,61.92
62.08,62.23,62.29,61.80
62.14,62.74,62.78,62.01
62.78,63.05,63.25,62.72
63.43,63.03,63.50,62.88
62.99,63.19,63.19,62.78
63.35,63.22,63.40,63.18
63.16,63.15,63.24,62.93
63.05,63.38,63.43,62.93
63.48,63.16,63.50,63.10
63.01,63.04,63.32,62.65
63.00,63.04,63.26,62.98
63.18,62.63,63.22,62.60
62.85,62.90,63.04,62.33
62.97,63.11,63.21,62.56
63.18,63.02,63.36,62.79
63.04,62.99,63.10,62.67
62.84,62.91,63.10,62.62
62.89,62.78,62.96,62.61
62.78,63.87,63.89,62.77
63.96,63.60,63.96,63.44
63.70,63.64,63.75,63.35
63.79,63.88,63.96,63.55
63.87,64.05,64.17,63.50
64.11,64.54,64.90,64.08
64.81,64.28,64.88,63.95
64.54,63.97,64.54,63.72
65.97,65.61,66.66,65.33
65.22,65.13,65.50,65.10
64.86,65.13,65.34,64.86
65.27,64.73,65.51,64.66
64.93,64.73,65.05,64.62
64.84,64.52,64.92,64.18
64.44,63.98,64.52,63.76
64.00,64.82,65.05,64.00
64.83,65.01,65.02,64.45
65.04,64.94,65.11,64.71
64.98,65.07,65.21,64.75
65.00,65.08,65.25,64.83
65.01,64.99,65.48,64.68
64.72,65.85,66.00,64.70
65.50,65.06,65.50,65.00
65.08,64.96,65.24,64.76
64.92,65.06,65.13,64.73
64.95,65.37,65.42,64.89
65.34,65.66,65.69,65.22
65.06,65.06,65.67,65.00
65.13,65.21,65.54,65.13
65.13,64.82,65.18,64.44
64.87,65.08,65.09,64.79
65.08,65.90,66.00,65.04
65.61,65.47,66.20,65.44
64.85,64.45,64.87,64.38
64.86,65.23,65.35,64.58
65.30,64.77,65.41,64.35
64.87,64.29,64.98,64.10
64.40,64.60,64.80,64.26
64.60,64.75,64.88,64.08
64.46,64.88,65.02,64.41
64.61,64.65,64.98,64.35
64.47,64.37,64.54,64.04
63.58,63.77,63.99,63.51
63.64,63.26,63.80,63.06
63.76,63.79,63.96,63.64
64.39,64.29,64.62,63.88
64.60,65.18,65.33,64.53
65.19,65.01,65.55,64.91
64.91,64.85,65.39,64.58
64.91,65.24,65.30,64.59
65.18,65.10,65.27,64.79
65.23,65.22,65.49,64.40
65.21,65.40,65.55,65.12
65.59,65.77,65.98,65.59
65.77,65.27,65.95,65.16
65.05,65.38,65.62,65.05
65.94,65.86,66.00,65.42
65.93,65.38,65.93,65.33
65.67,65.73,66.06,65.51
65.60,65.53,65.70,65.23
65.65,65.43,65.85,65.28
65.58,65.43,65.77,65.43
65.25,65.70,66.15,65.25
65.81,65.23,65.81,65.15
65.00,65.37,65.55,65.00
65.44,65.59,65.72,64.72
65.20,65.75,65.94,65.01
65.60,65.82,65.95,65.48
66.00,66.27,66.36,65.87
66.26,66.05,66.50,65.82
64.47,64.24,64.90,63.40
64.33,64.81,65.25,64.04
65.15,65.00,65.21,64.79
64.91,65.58,65.70,64.63
65.60,66.06,66.39,65.57
66.18,66.26,66.30,65.95
65.94,66.96,66.97,65.94
66.90,67.24,67.30,66.60
66.59,66.83,67.25,66.43
67.24,66.88,67.37,66.60
66.94,67.20,67.45,66.73
67.15,67.67,67.78,67.13
67.67,67.48,67.91,67.24
67.47,68.40,68.49,67.41
68.33,68.29,68.49,67.91
68.00,68.09,68.43,67.91
68.10,68.35,68.49,68.07
68.35,68.29,68.36,67.91
68.21,68.43,68.49,68.10
68.36,68.18,68.44,68.03
67.85,67.94,68.12,67.79
67.94,68.35,68.49,67.85
68.18,67.62,68.27,67.27
67.59,67.71,67.87,66.96
67.87,67.66,67.95,67.46
68.09,68.30,68.38,67.81
68.14,67.50,68.27,67.46
67.58,66.90,67.58,66.33
66.26,66.02,66.30,65.54
66.03,66.15,66.44,65.81
66.32,65.90,66.37,65.90
65.40,65.46,65.80,65.15
65.75,65.43,65.98,65.35
65.27,64.62,65.37,64.57
64.92,64.90,65.22,64.59
65.05,65.60,65.95,64.96
65.23,65.16,65.59,64.82
65.15,65.72,65.83,65.13
65.96,66.22,66.32,65.88
66.25,66.78,66.92,66.19
67.03,66.85,67.15,66.61
66.72,66.41,66.99,66.33
66.13,66.08,66.16,65.40
66.11,65.36,66.29,65.17
65.29,65.42,65.80,65.29
65.72,65.72,65.75,65.31
66.02,66.17,66.42,65.91
66.34,66.56,66.61,66.10
66.35,66.90,66.98,66.26
67.16,66.52,67.35,66.51
66.64,66.41,66.96,66.36
66.75,66.71,67.00,66.62
66.39,66.62,66.62,66.11
66.24,66.60,66.94,66.08
66.79,66.71,67.24,66.53
66.93,66.74,67.20,66.58
66.84,66.38,66.84,66.24
66.62,67.10,67.19,66.47
66.93,66.38,66.93,66.23
66.51,66.83,67.01,66.28
67.02,66.97,67.41,66.83
67.12,67.81,67.99,67.11
67.75,67.90,67.95,67.30
67.33,66.48,67.93,66.42
66.72,66.93,67.90,66.72
66.85,66.20,66.97,66.07
66.31,65.80,66.53,65.64
65.45,65.36,65.99,65.15
65.88,65.17,65.95,64.80
64.86,64.53,65.10,64.40
64.59,64.55,64.59,63.73
64.15,63.04,64.40,63.02
63.90,64.07,64.41,62.64
63.31,62.86,64.20,62.79
63.55,64.24,64.40,61.00
64.09,62.57,64.51,62.41
62.95,64.60,65.22,62.70
65.14,65.14,65.39,64.31
65.56,66.10,66.20,65.25
65.91,66.09,66.42,65.58
66.18,65.97,66.68,65.52
65.32,65.59,65.74,64.66
65.25,65.35,66.12,65.11
66.19,65.77,66.30,65.15
66.33,67.26,67.29,66.02
67.12,67.93,68.00,66.85
67.99,67.30,68.00,67.04
67.04,67.83,67.94,66.19
68.21,68.43,68.49,67.94
68.05,68.52,68.78,67.55
68.65,69.16,69.39,68.64
69.05,68.78,69.63,68.74
67.90,68.13,68.59,67.75
67.10,68.26,68.36,66.95
68.23,68.48,68.67,67.95
68.39,68.11,69.12,68.08
67.81,67.23,67.85,66.84
66.89,67.25,67.38,66.29
67.21,67.50,67.69,66.73
67.91,68.21,68.86,67.06
68.48,68.76,68.76,68.06
68.91,69.78,69.88,68.79
68.86,69.89,70.00,68.84
69.98,70.45,70.91,69.79
70.50,69.29,70.89,69.24
68.22,69.20,69.37,67.83
69.25,69.97,70.00,68.48
70.13,70.80,70.85,70.00
71.07,71.18,71.78,70.82
70.22,69.82,70.99,69.73
70.59,71.23,71.35,70.49
71.05,71.01,71.65,70.97
71.09,70.66,71.38,70.53
69.91,70.38,70.53,69.02
70.71,70.34,70.94,69.91
70.29,70.98,71.01,69.84
71.10,70.96,71.44,70.48
71.50,71.66,71.69,70.99
71.35,71.45,71.66,71.08
71.59,71.99,72.28,71.30
71.59,71.40,71.86,71.03
71.79,71.91,72.16,71.40
71.61,71.22,72.20,71.13
71.00,71.78,72.30,70.61
71.55,71.57,71.98,71.42
71.73,71.70,72.19,71.56
72.30,73.00,73.23,72.19
70.89,69.65,70.89,69.06
69.76,69.55,70.57,69.50
70.25,70.28,70.30,69.30
70.95,71.02,71.38,70.10
70.97,70.37,71.08,70.27
70.00,69.71,70.44,69.65
68.71,68.70,69.38,68.52
69.36,69.10,69.50,68.61
69.50,69.69,69.78,68.95
69.34,69.71,69.73,69.00
69.50,70.19,70.22,69.28
70.66,70.88,70.96,70.02
70.15,69.77,70.39,69.41
70.41,70.45,70.58,69.80
70.91,71.10,71.18,70.86
70.85,71.17,71.30,70.56
71.23,71.38,71.50,70.87
70.81,70.30,71.10,70.27
70.15,70.03,70.55,69.55
70.38,70.10,70.64,70.01
69.16,69.45,69.65,69.00
69.56,69.40,69.85,69.12
69.00,68.52,69.08,68.30
68.30,68.69,69.12,68.27
69.57,69.67,69.90,69.40
69.62,69.75,69.97,69.41
70.94,71.47,71.51,70.75
71.24,71.30,71.62,71.03
71.75,70.73,71.77,70.60
71.47,70.42,71.56,70.20
70.53,70.79,71.08,70.23
69.93,70.62,70.80,69.73
70.44,69.82,70.57,69.66
69.89,70.14,70.35,69.89
69.96,69.91,70.20,69.44
69.96,70.12,70.78,69.96
70.21,70.21,70.58,70.11
70.54,71.25,71.40,70.35
71.53,71.28,71.62,70.90
71.27,71.19,71.85,71.04
71.70,72.60,72.69,71.43
72.82,73.05,73.10,72.56
73.06,72.92,73.23,72.67
73.20,73.73,73.76,72.97
73.69,73.82,74.00,73.38
73.89,73.38,73.99,73.34
73.67,74.00,74.06,73.57
73.55,73.56,73.77,73.30
73.96,73.22,73.98,73.18
73.29,72.99,73.50,72.79
73.00,72.79,73.17,72.50
72.72,72.63,72.89,72.43
72.83,72.71,72.91,72.45
73.18,72.88,73.26,72.77
72.87,72.53,73.10,72.43
72.53,72.84,72.94,72.36
72.68,72.70,72.90,72.33
73.26,73.65,73.79,73.22
73.70,73.97,74.06,73.52
74.00,74.16,74.20,73.64
74.15,73.83,74.25,73.25
73.82,73.52,73.91,73.26
71.96,72.27,72.74,70.80
71.55,71.87,72.20,71.27
71.85,71.98,72.43,71.66
71.98,71.13,72.09,71.09
70.97,71.34,71.61,70.50
71.47,71.56,71.83,71.30
71.63,72.05,72.31,71.57
72.26,72.31,72.44,71.95
72.59,72.23,72.73,72.06
72.16,72.20,72.65,72.06
72.02,71.74,72.27,71.74
71.92,71.70,71.99,71.50
71.70,71.88,71.90,71.40
71.67,71.56,71.72,71.37
71.88,71.74,72.00,71.65
71.55,71.63,71.89,71.24
71.29,71.20,71.53,71.04
71.50,71.43,71.72,71.25
71.80,71.57,71.91,71.30
71.57,71.40,71.74,71.18
71.72,71.23,71.72,70.94
71.07,71.90,72.01,71.06
71.85,71.81,71.85,71.31
71.50,71.85,71.97,71.48
71.98,72.23,72.33,71.76
72.19,72.88,73.11,72.16
72.76,72.17,73.00,71.86
72.42,72.35,72.57,72.15
72.36,72.66,72.78,72.35
72.46,72.60,72.85,72.40
71.91,71.44,71.91,71.26
71.76,71.79,72.00,71.58
71.91,71.77,71.99,71.64
71.67,72.21,72.29,71.67
72.36,73.05,73.07,72.36
73.00,72.81,73.26,72.54
72.77,72.92,73.10,72.51
72.91,72.92,73.00,72.64
72.83,73.01,73.15,72.57
72.64,73.39,73.48,72.64
73.33,73.42,73.64,73.25
73.30,73.36,73.53,73.12
73.47,73.13,73.57,73.00
73.29,73.70,73.73,73.17
73.83,73.68,73.93,73.65
73.60,73.90,73.92,73.48
73.77,73.84,73.95,73.24
73.93,73.89,74.39,73.84
73.76,74.57,74.84,73.71
74.51,74.44,74.74,74.26
74.28,74.22,74.71,74.15
74.12,74.37,74.41,73.82
74.06,74.03,74.23,73.87
73.92,73.53,74.03,73.33
74.16,73.94,74.16,73.63
73.92,74.17,74.25,73.56
74.09,74.35,74.79,74.01
74.48,74.73,74.94,74.39
74.86,75.50,75.50,74.68
75.36,75.66,75.76,75.32
75.63,75.27,75.77,74.98
76.03,76.47,77.09,75.90
75.89,76.65,76.75,75.51
76.65,78.70,78.73,76.57
78.68,78.73,79.21,78.42
78.53,79.04,79.25,78.47
79.08,78.68,79.08,78.53
77.90,78.47,78.52,77.81
77.91,78.28,78.88,77.85
77.86,78.54,78.66,77.74
78.26,78.74,79.02,78.26
78.61,78.29,79.00,78.24
78.01,79.00,79.20,78.01
78.69,78.88,79.21,78.61
78.56,79.54,79.80,78.50
79.88,79.74,79.93,79.53
79.73,79.39,79.78,79.35
79.18,79.53,79.75,79.18
79.61,79.69,79.84,79.15
79.88,79.76,80.00,79.58
79.89,79.01,79.94,79.01
79.10,78.83,79.57,78.65
78.86,78.64,78.88,78.20
78.64,78.68,79.07,78.49
78.49,78.49,78.80,78.05
78.48,79.21,79.35,78.44
79.04,79.46,79.71,79.04
79.63,79.76,79.87,79.34
79.37,79.26,79.92,79.21
79.35,79.35,79.75,79.14
78.89,78.28,79.00,78.17
78.33,78.86,78.89,77.80
78.77,79.25,79.27,78.26
78.85,80.23,80.25,78.67
80.50,80.60,80.80,80.19
80.55,81.20,81.34,80.40
81.46,81.14,81.68,81.02
81.28,81.51,81.51,80.83
81.28,81.65,81.72,80.95
81.88,82.57,82.58,81.49
82.71,82.48,82.93,82.36
82.44,82.79,82.79,82.20
82.96,83.21,83.33,82.59
82.69,81.61,82.84,81.45
81.74,80.71,81.83,80.61
81.31,81.38,81.59,80.87
81.00,81.00,81.31,80.80
81.26,81.67,81.90,80.91
81.97,81.86,82.32,81.78
81.66,82.56,82.59,81.30
82.99,83.77,83.77,82.39
83.45,83.90,83.90,83.05
84.00,84.00,84.18,83.79
84.11,84.10,84.21,83.81
83.75,83.91,84.23,83.60
83.91,84.30,84.35,83.75
84.50,84.77,84.77,84.21
84.70,84.35,84.90,84.16
84.30,84.33,84.58,84.03
84.47,85.21,85.35,84.39
84.91,85.20,85.74,84.91
85.72,85.82,86.14,85.26
85.72,86.07,86.25,85.54
86.08,85.88,86.24,85.45
85.33,84.83,85.78,84.64
84.40,84.70,85.10,84.40
84.64,83.49,84.74,83.06
83.49,83.40,84.06,83.22
84.00,85.72,86.25,83.88
85.78,87.32,87.69,85.26
87.12,87.93,88.00,86.90
87.74,86.91,87.90,86.89
87.10,87.17,87.73,86.89
87.32,86.88,87.58,86.37
87.60,85.35,88.25,85.19
85.45,83.71,85.63,83.51
84.01,82.72,84.19,81.29
82.50,83.25,83.66,82.50
83.00,82.85,83.25,82.67
82.75,82.82,83.06,82.66
82.69,82.49,82.89,82.43
82.83,82.94,82.99,82.45
82.88,83.03,83.40,82.55
82.90,83.45,83.58,82.80
83.48,83.95,84.05,83.26
83.82,84.08,84.20,83.68
84.24,84.17,84.50,84.03
84.03,83.85,84.30,83.63
83.73,83.42,83.97,83.33
83.30,83.66,84.00,83.30
83.60,83.62,83.87,83.60
83.44,83.67,83.96,83.44
83.67,83.49,83.77,83.42
83.39,83.48,83.58,82.49
83.70,83.60,83.90,83.28
83.78,83.73,84.39,83.37
82.89,82.60,83.32,82.60
82.87,83.62,83.63,82.87
83.76,82.93,84.00,82.66
82.90,82.37,82.91,82.23
82.47,82.35,82.77,82.03
82.43,82.34,82.81,82.15
82.05,83.27,83.34,82.05
83.29,82.68,83.39,81.89
82.65,83.02,83.11,82.23
82.91,83.63,83.63,82.83
83.63,84.37,84.37,83.63
84.38,85.00,85.16,84.38
85.18,85.32,85.50,85.06
85.20,85.60,85.75,84.81
85.80,85.50,86.19,85.50
85.50,85.36,85.85,85.31
85.52,85.69,85.92,85.08
85.58,85.78,85.87,85.02
85.78,86.43,86.64,85.61
86.71,86.37,86.91,86.08
86.65,86.45,86.67,86.14
86.51,86.79,87.00,86.51
87.09,86.89,87.15,86.71
86.83,86.65,86.92,86.45
86.68,86.07,86.85,86.04
86.20,85.99,86.81,85.90
86.41,85.99,86.43,85.82
86.12,85.65,86.47,85.50
85.62,86.27,86.56,85.54
86.37,86.66,86.72,86.20
86.75,87.44,87.55,86.64
87.30,87.68,87.80,87.03
87.50,86.88,87.62,86.58
86.69,86.54,86.84,85.90
85.97,85.94,86.43,85.26
86.43,84.22,86.88,84.01
84.46,82.84,84.97,82.42
82.87,82.75,83.01,82.27
82.76,83.45,83.54,82.60
83.39,83.76,84.17,83.06
84.26,83.34,84.47,83.27
83.04,83.13,83.36,82.86
83.31,83.43,83.75,83.07
83.07,83.09,83.38,82.15
82.79,82.60,83.71,82.60
82.50,83.13,83.50,82.50
83.12,83.64,83.76,82.77
83.38,84.39,84.75,83.38
84.55,83.86,84.74,83.59
83.85,83.83,84.16,83.40
84.07,85.03,85.03,83.81
85.50,86.00,86.22,85.41
85.89,86.22,86.29,85.52
86.44,86.28,86.47,85.77
86.47,87.34,87.34,86.35
87.00,86.38,87.00,86.22
86.57,85.58,86.83,85.52
85.70,86.03,86.31,85.46
86.02,85.67,86.24,85.45
85.73,85.72,86.02,85.46
85.83,85.69,86.10,85.31
85.52,85.81,86.00,85.15
85.20,84.84,85.50,84.69
84.89,84.99,85.18,84.57
85.05,85.91,85.93,85.04
85.74,85.71,85.90,85.39
85.90,85.78,86.10,85.56
86.00,85.50,86.06,85.32
85.50,85.78,86.21,85.44
85.58,85.05,85.99,84.89
85.18,85.52,85.60,85.02
85.52,86.16,86.43,85.18
86.16,85.00,86.27,84.94
85.05,84.95,85.40,84.69
84.73,84.05,85.00,83.90
83.67,83.79,83.99,83.61
83.77,83.49,84.09,83.27
83.49,83.93,84.01,83.18
83.64,83.13,84.06,83.12
82.79,84.43,84.45,82.71
85.37,86.38,86.40,85.00
86.50,86.01,86.50,85.70
86.18,86.36,86.38,85.59
85.92,84.46,85.94,84.38
84.28,84.03,84.58,83.92
84.31,84.61,84.86,84.03
84.79,84.93,85.08,84.45
85.10,85.10,85.28,84.71
85.24,85.65,85.84,85.05
85.66,85.70,86.00,85.31
85.68,85.49,85.68,85.19
85.73,86.33,86.67,85.59
86.48,86.82,86.85,86.00
86.84,87.20,87.30,86.55
86.86,87.00,87.62,86.86
87.00,86.58,87.24,86.14
87.61,86.26,87.69,86.03
86.46,86.80,86.99,86.26
86.59,88.14,88.45,86.59
88.10,88.15,88.89,87.91
88.20,89.51,89.60,87.52
89.88,90.01,90.19,89.68
89.42,89.30,89.90,89.22
89.71,90.24,90.80,89.69
89.86,90.90,90.93,89.36
90.78,90.98,91.16,90.44
90.98,90.90,91.57,90.63
90.24,90.40,90.92,90.21
90.54,89.90,90.58,89.75
89.85,89.89,90.08,89.38
89.87,90.19,90.54,89.79
90.43,91.20,91.27,90.26
91.33,92.21,92.22,91.31
92.21,91.74,92.67,91.73
91.51,91.86,92.27,91.13
91.88,94.50,94.51,91.88
94.61,94.24,95.90,94.24
94.36,94.22,95.04,93.82
94.00,95.19,95.47,93.74
95.18,94.28,95.91,94.28
94.22,94.30,94.56,93.75
94.30,95.04,95.05,94.17
95.36,95.87,96.50,95.36
95.25,94.64,95.45,94.40
94.80,93.97,95.22,93.97
94.32,94.19,94.38,93.62
94.23,93.88,94.68,93.79
93.68,94.08,94.42,93.62
94.00,93.40,94.24,93.30
93.64,93.78,94.07,93.60
93.52,93.26,93.98,92.66
92.20,92.90,93.21,91.91
92.90,93.90,94.00,92.89
94.04,95.54,95.75,94.03
95.31,94.93,95.35,94.31
95.00,95.66,95.90,94.96
95.90,94.54,95.95,94.44
94.99,97.32,97.38,94.99
96.75,96.91,97.16,96.37
96.67,97.98,97.99,96.47
97.57,97.93,98.11,97.30
98.29,99.79,99.89,97.81
99.88,97.89,100.00,97.55
98.15,98.47,98.61,97.85
97.61,99.31,99.71,97.35
99.12,99.45,99.45,98.23
99.40,99.31,99.56,98.75
99.62,100.30,100.45,99.44
100.36,101.12,101.21,100.07
100.87,101.23,101.68,100.64
100.90,100.21,101.84,100.19
100.81,101.58,102.03,100.44
101.28,100.66,101.68,100.33
100.64,101.36,102.48,100.64
105.00,106.10,106.54,103.88
105.23,105.59,105.72,104.61
105.80,105.49,106.24,104.26
105.16,103.40,105.40,103.31
104.13,103.46,104.13,103.32
103.55,103.12,104.09,102.98
103.07,103.31,103.61,102.80
102.99,103.19,103.32,102.54
103.25,103.29,104.55,102.96
103.46,104.55,105.00,103.27
105.05,105.38,105.68,104.09
105.11,104.47,105.38,103.93
104.60,104.51,104.92,104.16
104.43,104.27,104.62,103.73
104.23,102.97,104.41,102.64
102.94,103.43,103.45,102.54
103.46,103.71,104.00,102.97
103.94,105.06,105.07,103.87
104.64,104.62,104.76,104.15
104.28,103.75,104.35,103.51
103.85,104.35,104.39,103.28
104.13,102.87,104.17,102.65
103.01,101.91,103.01,101.49
101.75,102.15,103.03,101.58
101.31,102.54,103.25,101.09
102.51,103.51,103.53,102.02
104.26,104.53,104.62,103.86
103.82,99.49,103.88,99.43
99.76,100.31,100.96,99.63
100.00,96.83,100.16,96.82
97.00,96.70,97.12,95.51
96.61,97.58,98.09,96.49
96.68,95.71,96.68,95.68
95.41,96.35,96.35,94.57
97.18,97.12,98.00,96.56
97.09,97.57,97.61,96.18
96.98,97.95,98.51,96.56
98.77,96.81,98.95,96.79
96.93,97.57,98.05,96.57
97.57,97.86,98.75,97.47
98.31,99.54,99.59,98.30
99.68,99.44,99.68,98.87
98.99,96.50,99.40,96.46
