HUBB,Hubbell Inc Common Stock,NASDAQ
59.85,59.35,60.59,59.14
59.63,60.39,60.47,59.52
60.16,61.01,61.01,60.01
60.99,60.92,61.63,60.55
60.89,61.00,61.33,60.71
60.74,61.10,61.51,60.73
60.89,61.03,61.15,60.39
61.00,60.94,61.05,60.50
61.14,60.26,61.26,59.15
60.52,60.45,60.90,60.25
60.24,60.68,60.85,60.16
60.71,60.50,60.74,60.33
60.22,60.74,60.82,59.90
60.91,60.43,60.91,60.02
60.62,60.27,60.77,60.20
59.83,59.99,60.65,59.83
59.98,60.13,60.74,59.80
60.56,60.79,61.13,60.36
60.91,60.37,61.19,59.75
59.76,60.44,60.64,59.72
60.60,60.37,60.94,60.23
60.51,59.40,60.80,58.97
59.19,59.22,59.39,58.59
59.57,59.46,59.97,59.17
59.99,59.94,60.00,59.55
60.00,60.55,60.73,59.95
60.46,60.59,60.72,60.32
60.46,61.35,61.38,60.34
61.20,59.92,61.48,59.66
59.71,59.28,60.08,59.04
59.70,59.46,60.04,59.34
59.59,60.32,60.47,58.43
60.22,60.51,60.51,59.85
60.76,60.15,61.68,59.88
60.40,62.39,62.71,60.21
62.42,60.53,62.60,60.46
60.86,61.24,62.08,60.67
61.78,62.80,63.11,61.45
62.57,62.73,63.20,62.34
62.81,62.30,62.91,61.81
62.27,63.38,63.61,62.21
63.69,63.43,64.45,63.10
63.57,64.02,64.17,63.45
64.10,64.46,64.65,63.77
64.15,65.15,65.21,64.15
65.03,66.11,66.20,65.03
66.03,65.82,66.38,65.65
65.77,65.32,65.87,65.05
65.68,66.09,66.36,65.21
65.70,66.58,66.61,65.49
66.72,67.19,67.19,66.34
66.57,66.10,67.12,65.92
65.67,64.70,66.00,63.65
64.77,65.59,66.08,64.10
66.16,67.74,67.74,66.00
67.96,67.51,68.48,67.19
67.71,66.50,67.91,66.42
66.60,66.43,67.41,66.00
66.75,67.60,68.16,66.54
67.71,67.76,67.96,67.01
68.25,67.49,68.91,66.81
67.40,68.76,69.18,67.40
68.87,69.05,69.45,68.53
68.09,67.87,68.89,67.35
67.60,68.94,69.35,67.56
68.34,68.07,69.36,67.44
66.22,68.12,68.77,65.80
68.17,66.60,68.21,66.29
67.76,67.56,68.23,67.38
68.16,68.34,69.35,68.05
69.18,69.48,70.00,69.09
69.66,68.62,69.95,68.48
68.45,68.50,68.81,67.37
68.88,69.12,69.28,68.42
69.22,69.36,69.96,68.86
69.50,69.16,69.99,69.10
69.21,69.00,69.24,68.38
69.66,70.53,70.63,69.40
70.46,71.03,71.26,70.11
71.78,72.70,72.77,71.43
73.05,71.84,73.05,71.16
71.55,71.23,71.75,71.03
71.61,70.51,71.76,70.13
70.59,70.06,70.72,69.67
70.53,68.95,70.53,68.42
69.00,68.37,69.13,68.08
68.00,67.75,68.17,67.11
68.33,67.97,68.51,67.41
67.56,67.99,68.11,66.68
68.03,67.81,68.16,67.42
66.81,66.07,67.01,65.18
66.44,65.86,66.51,65.44
66.93,68.46,68.84,66.92
66.40,69.09,69.09,66.40
70.23,68.65,70.59,68.32
69.16,69.70,70.05,69.16
69.99,70.24,70.24,69.51
70.21,70.10,70.77,69.98
70.25,69.99,70.73,69.80
70.38,69.40,70.67,69.31
69.28,68.18,69.33,67.84
68.29,66.59,68.61,66.41
66.29,66.33,67.34,65.98
67.42,66.51,67.98,66.16
66.56,67.11,67.58,66.39
67.59,68.57,68.92,67.38
68.21,67.16,68.67,66.76
66.96,68.18,68.53,66.30
68.26,66.91,68.69,66.47
66.49,65.91,66.77,65.78
65.45,65.25,65.95,64.63
65.07,66.45,66.56,65.07
66.90,66.04,67.13,65.81
65.95,65.34,66.23,65.27
64.31,63.92,64.60,63.90
64.29,63.55,64.39,62.98
63.42,63.97,64.21,62.87
63.63,64.63,65.31,63.33
65.01,65.02,65.59,64.63
65.49,66.16,66.48,65.27
66.10,64.76,66.47,64.76
64.67,65.61,65.91,64.59
64.40,64.48,65.20,63.91
64.44,63.95,64.44,63.81
64.23,64.38,64.95,63.83
64.01,63.99,64.77,63.63
64.21,64.14,64.60,63.78
63.73,63.29,64.01,62.85
63.45,63.24,63.80,62.67
64.05,64.70,65.18,63.91
64.05,63.22,64.48,63.03
63.04,62.53,63.04,61.96
63.03,62.75,63.27,62.52
62.69,63.42,63.45,62.39
63.90,65.00,65.23,63.58
64.81,63.36,64.81,63.24
62.54,62.91,63.08,61.55
63.05,62.07,63.16,62.02
62.21,62.07,62.57,61.70
62.42,63.27,63.31,62.30
63.62,63.98,64.33,63.23
64.23,64.95,65.47,64.21
65.19,66.49,66.52,64.97
66.44,66.00,66.59,65.67
66.00,65.99,66.29,65.41
66.81,67.01,67.10,66.21
66.20,66.18,66.30,65.64
64.99,64.96,65.71,64.70
64.89,64.10,64.97,63.96
64.55,64.46,65.44,64.25
64.59,63.26,64.82,63.07
63.61,63.33,63.61,62.50
63.20,63.08,63.48,62.37
63.89,64.02,64.05,63.30
64.31,64.19,64.58,63.60
65.00,65.44,66.03,64.73
65.44,65.82,66.54,65.44
65.21,65.69,66.74,65.18
65.60,64.22,65.60,64.14
63.79,61.57,64.00,61.42
61.53,60.41,61.98,60.07
59.61,59.47,60.10,59.03
60.31,58.96,60.64,58.58
58.57,56.58,58.96,56.53
56.75,57.43,57.49,55.16
56.46,54.42,56.79,54.35
55.27,53.25,55.27,52.03
51.46,49.17,52.25,48.66
50.41,52.03,52.04,48.77
50.51,49.61,51.68,49.46
49.66,52.00,52.63,49.51
52.48,53.42,53.94,52.22
53.82,54.24,54.62,53.82
53.54,53.28,54.00,53.10
53.64,53.25,53.94,52.70
52.01,50.09,52.01,49.63
49.61,49.26,51.12,49.17
50.50,50.02,50.53,48.84
50.04,52.50,52.50,49.58
52.15,53.65,53.89,52.15
54.20,53.52,54.64,53.19
52.81,54.39,55.06,52.36
55.34,57.30,57.40,54.92
57.08,57.67,58.00,56.44
58.07,59.13,60.18,57.94
59.38,58.43,59.99,58.27
56.84,56.23,57.23,56.02
54.25,55.56,55.78,54.01
56.63,57.32,57.61,56.62
56.66,56.52,57.29,55.87
56.15,54.79,56.54,54.45
53.78,54.88,54.95,53.71
55.43,55.75,56.30,54.91
56.23,58.01,59.00,55.77
58.49,58.03,58.49,57.32
58.05,56.54,58.11,56.20
55.18,56.41,56.82,54.90
56.48,54.53,56.97,54.50
54.98,52.12,54.98,52.03
50.00,50.17,50.63,48.95
49.53,49.83,51.13,49.53
50.30,50.66,50.76,48.78
52.00,52.37,53.34,51.79
52.22,50.90,53.30,50.82
51.99,51.86,52.70,50.49
50.59,49.54,51.45,49.53
49.57,47.97,49.93,47.29
47.23,48.81,48.84,46.81
49.06,50.26,50.54,48.86
50.36,51.58,51.60,50.03
51.80,51.18,52.19,50.77
52.25,53.00,53.06,51.86
52.76,53.50,53.78,52.63
54.15,54.08,55.07,53.91
53.84,54.28,54.40,53.28
55.12,55.85,58.77,54.86
55.50,53.96,55.51,53.22
54.01,55.87,56.28,53.41
55.61,54.76,56.18,54.44
55.33,57.20,57.20,54.78
57.88,58.67,58.72,57.54
59.10,60.58,61.16,58.77
60.09,59.59,60.95,59.56
60.73,60.13,60.73,58.69
62.74,62.66,63.46,61.79
62.29,61.58,62.75,61.12
60.63,59.79,61.17,59.46
57.16,57.52,59.13,56.86
58.49,59.04,59.64,58.23
59.69,61.41,62.08,59.47
60.92,61.98,62.02,60.30
62.09,62.63,62.81,61.04
63.49,63.76,64.03,62.03
62.90,61.66,63.18,60.78
62.69,62.37,62.90,61.57
63.13,64.04,64.27,62.95
63.50,63.50,64.27,62.92
63.42,64.01,64.40,63.00
63.37,62.43,64.34,62.26
62.21,62.43,63.69,62.04
62.76,62.21,63.10,61.63
61.17,61.85,62.29,60.26
61.58,60.76,61.74,60.54
59.96,59.42,60.31,59.09
59.26,59.06,59.86,58.67
60.90,61.40,61.99,60.60
61.80,62.08,62.42,61.57
64.67,65.42,65.55,63.94
64.98,64.32,65.75,64.17
64.99,64.00,65.20,63.87
65.42,65.11,66.00,64.55
65.49,65.65,66.13,65.05
64.92,64.85,65.56,63.57
64.25,63.07,64.71,62.86
63.50,65.21,65.63,63.35
64.78,63.70,64.82,62.93
64.45,63.02,65.21,62.56
62.78,61.73,62.82,61.39
62.54,62.50,62.95,61.39
62.49,63.65,63.75,62.44
64.26,62.65,64.92,62.35
63.94,64.57,65.19,63.44
64.13,64.53,64.71,63.42
64.65,66.11,66.83,64.50
66.22,66.46,66.75,65.70
66.01,67.00,67.26,65.78
66.97,66.18,66.97,65.94
66.52,67.15,67.85,65.98
67.26,66.86,67.46,66.63
68.41,67.80,69.50,67.65
67.41,68.09,68.30,66.67
68.03,68.00,68.33,66.49
68.14,68.09,68.71,67.50
68.01,69.00,69.04,67.85
69.87,69.68,70.00,69.11
69.74,70.10,70.57,69.41
70.46,70.19,70.50,69.48
69.52,69.48,69.89,68.81
70.09,69.29,70.39,69.29
69.38,70.32,70.33,69.04
70.68,70.05,70.99,70.01
70.14,69.55,70.75,69.53
69.63,69.80,70.29,69.09
69.55,70.34,70.54,69.29
70.26,72.51,72.63,69.93
73.07,72.26,73.88,70.77
72.46,72.33,73.37,72.25
74.04,72.64,74.44,72.43
72.60,71.96,73.43,71.95
72.30,72.51,72.89,71.71
72.73,72.76,73.13,72.58
73.72,73.19,74.07,73.18
72.74,73.27,73.59,72.64
73.27,74.40,74.95,73.02
74.46,74.53,74.73,73.84
74.86,75.22,75.47,74.58
74.25,74.97,75.00,74.24
75.67,75.66,75.68,74.73
74.67,75.37,75.55,74.67
75.76,74.85,75.87,74.56
74.84,75.75,76.23,74.68
75.89,75.79,76.62,75.68
75.70,77.11,77.34,75.70
76.87,77.20,77.75,76.33
77.21,76.74,77.59,75.42
76.64,75.91,76.74,75.83
75.09,75.30,75.68,74.46
75.50,75.35,75.74,74.33
75.52,75.22,76.28,74.80
75.49,75.64,75.98,74.94
75.47,75.82,76.02,75.47
75.75,76.20,76.38,75.59
75.09,75.03,75.59,74.24
75.05,75.18,75.64,74.89
75.62,76.54,76.79,74.87
76.50,77.96,78.10,76.50
77.93,77.99,78.68,77.90
78.00,79.39,79.39,77.98
79.45,78.74,79.49,78.41
78.68,78.97,79.30,78.23
79.50,79.19,79.50,78.78
78.92,78.69,79.01,78.32
78.32,77.56,78.32,77.45
77.84,77.92,78.38,77.07
77.00,76.73,77.14,75.95
76.59,77.63,78.04,76.59
78.55,78.34,78.96,78.05
78.24,78.25,78.60,78.16
78.02,77.36,78.30,76.33
76.66,77.66,77.93,76.37
78.26,78.58,78.87,77.39
78.28,80.12,80.71,78.23
79.84,79.91,79.95,79.00
79.03,78.63,79.77,78.32
78.23,77.03,78.24,76.72
75.71,76.28,76.70,75.57
76.25,75.05,76.33,74.99
75.93,75.64,76.32,75.52
75.79,77.20,77.31,75.75
77.43,76.16,77.43,75.81
76.35,77.10,77.84,75.94
77.94,78.26,78.72,77.85
77.99,77.95,78.26,77.66
79.00,78.38,79.99,77.57
79.00,79.53,80.00,79.00
78.66,78.00,79.04,77.44
78.07,78.52,78.96,78.07
78.89,78.86,79.15,78.42
78.65,79.73,80.16,78.32
80.17,80.62,80.98,79.87
80.39,80.24,80.49,79.39
80.34,80.43,81.60,80.02
79.73,81.31,81.39,79.31
81.49,80.05,81.62,79.77
79.83,78.98,79.83,78.62
78.73,79.10,79.49,78.56
78.50,78.79,79.21,78.16
78.00,77.10,78.03,76.31
77.61,76.56,77.92,76.22
76.29,76.20,76.88,75.75
75.60,75.39,76.27,74.69
75.64,74.85,75.81,74.62
74.96,74.36,75.75,74.24
74.31,72.82,74.76,72.33
72.99,73.03,73.39,72.40
75.21,77.01,81.40,75.21
76.98,78.84,79.53,76.88
77.80,79.32,79.58,77.38
79.58,79.83,80.00,78.84
79.54,79.00,79.75,78.57
79.76,80.00,80.26,79.18
79.08,79.65,79.73,78.74
79.51,78.92,79.95,78.22
77.50,76.55,77.92,76.53
76.65,76.00,77.52,75.28
75.79,76.20,76.47,75.56
76.47,78.52,78.62,76.47
79.45,78.75,79.86,78.57
78.84,78.95,79.09,78.14
79.80,77.99,79.88,77.84
78.30,78.74,78.89,78.10
78.73,78.24,79.03,77.85
78.00,77.31,78.40,76.69
77.54,77.96,78.50,76.38
77.61,78.06,78.83,77.16
78.22,77.67,79.11,77.39
77.33,76.22,77.38,76.09
76.44,73.16,76.50,72.75
73.34,74.70,75.46,71.35
75.05,74.21,75.05,73.40
74.45,73.71,74.85,73.00
74.03,75.50,75.51,73.67
74.73,76.45,76.47,74.42
78.00,77.94,78.38,77.40
77.66,80.34,80.47,77.26
80.09,81.68,81.83,79.97
81.20,82.55,83.12,81.20
81.43,81.25,81.59,80.74
81.28,80.54,81.56,80.24
81.02,80.81,81.14,80.32
81.22,80.31,81.50,79.98
79.94,80.41,80.80,79.10
80.60,80.51,81.75,80.20
80.53,79.34,80.53,79.23
80.10,79.93,80.23,79.22
79.55,81.54,81.85,79.41
82.26,81.85,83.43,80.96
81.31,81.86,83.28,80.36
80.11,80.80,81.16,79.95
80.94,80.70,81.24,80.25
80.70,80.44,81.36,80.33
82.05,80.69,82.05,80.47
81.38,83.06,83.38,80.67
83.00,83.34,84.00,82.77
82.96,82.28,83.29,81.85
82.41,80.85,82.70,80.62
79.81,80.60,81.50,79.37
82.24,82.13,83.32,81.74
82.31,81.90,82.83,81.83
82.57,82.13,83.03,82.03
82.00,81.96,82.26,81.42
81.76,80.67,82.24,80.50
80.40,80.76,81.00,80.21
80.79,80.31,80.85,79.91
80.89,80.40,81.19,79.99
80.50,80.81,80.97,80.34
80.94,81.56,81.59,80.19
81.58,82.92,83.08,81.58
82.92,82.22,83.25,81.78
82.30,82.87,82.98,82.30
82.90,82.68,83.31,82.42
82.68,82.48,83.42,82.19
82.31,82.78,83.31,82.01
83.30,82.84,83.30,82.42
82.82,82.88,83.22,82.27
82.97,82.46,83.21,82.39
82.02,81.31,82.54,80.70
82.01,80.82,82.01,80.27
80.68,81.49,81.79,79.49
77.12,80.69,81.88,77.12
81.45,81.68,82.76,80.73
81.69,82.17,82.69,81.14
81.23,81.56,82.07,80.88
81.43,80.58,81.73,80.31
80.83,80.35,80.86,79.75
80.69,80.19,80.69,79.47
80.38,80.40,80.56,79.46
80.04,78.85,80.88,78.85
78.94,79.47,79.84,78.41
79.76,81.37,81.63,79.16
80.34,81.64,81.81,80.02
82.38,81.92,82.77,81.25
81.91,81.31,82.52,81.20
81.79,80.38,81.79,80.17
80.51,79.17,80.67,78.65
79.59,79.80,80.26,78.82
79.31,80.74,80.90,79.10
80.64,79.08,80.71,78.59
79.08,78.95,79.92,78.14
78.98,80.97,81.07,78.98
81.74,82.70,83.48,80.94
82.93,83.81,83.99,82.85
83.58,84.50,84.96,83.38
84.50,83.68,84.74,83.48
83.83,83.44,84.16,83.03
84.60,83.91,84.95,83.51
83.98,83.88,84.57,83.63
84.13,84.91,85.25,83.23
85.45,84.84,86.36,84.76
84.91,84.64,85.46,84.64
84.00,84.70,87.37,82.95
84.20,83.06,85.04,82.92
83.18,83.06,83.60,82.48
82.28,82.03,82.57,81.63
82.80,81.06,82.80,80.67
81.69,80.84,81.82,80.56
81.03,80.35,81.03,79.99
80.14,83.72,84.74,80.14
83.37,86.10,86.22,83.17
86.25,84.08,86.25,83.96
83.86,85.59,85.73,83.34
86.08,86.48,86.91,85.75
85.44,84.26,85.45,83.26
84.26,83.15,84.70,83.15
82.97,82.30,83.76,81.84
82.51,82.82,83.03,82.00
82.15,81.51,83.59,81.35
81.62,79.78,82.29,79.08
79.41,79.01,80.32,78.58
79.50,80.26,80.52,78.72
81.07,81.74,82.13,80.23
81.39,84.01,84.36,80.51
83.78,84.25,84.36,83.49
84.21,84.33,84.50,83.69
83.90,84.11,84.32,83.60
84.00,83.75,84.33,83.39
83.28,83.45,83.59,82.09
83.85,83.04,83.85,82.36
82.86,84.25,84.33,82.86
84.18,82.56,84.94,82.50
82.50,82.47,83.09,81.63
81.42,83.65,84.39,81.41
83.39,82.98,83.48,82.24
83.00,82.86,83.48,82.60
83.00,83.99,85.13,82.88
84.24,84.70,84.88,83.86
84.88,83.57,84.88,83.39
83.66,82.51,84.11,82.08
82.57,82.46,83.85,82.16
82.51,82.46,83.11,81.87
82.55,83.55,83.90,82.38
83.75,83.49,84.13,83.40
83.46,85.08,85.17,83.21
84.04,84.49,84.49,83.27
84.03,84.19,84.77,83.89
84.54,83.14,84.73,83.13
83.46,83.78,84.08,82.73
83.55,83.32,83.90,82.81
82.83,84.63,84.78,82.83
86.00,86.66,87.04,85.12
86.59,86.87,87.50,86.30
87.16,87.19,87.92,86.35
86.32,86.62,86.71,84.90
85.00,84.80,86.18,83.43
85.59,86.71,86.88,84.84
87.27,86.50,87.27,85.07
88.32,87.50,89.39,87.02
87.60,87.26,87.60,86.58
86.73,87.23,87.48,85.87
86.74,86.41,86.98,86.14
86.32,87.37,87.57,86.32
87.75,87.09,87.75,86.68
87.12,87.09,87.60,86.38
87.27,87.68,88.42,86.62
88.44,88.47,90.07,87.18
88.98,91.00,91.06,88.70
90.98,90.53,90.98,90.10
90.45,91.69,91.77,90.04
91.87,91.21,92.00,91.03
91.15,91.05,91.42,90.54
91.97,92.02,92.13,91.13
91.48,91.32,91.88,90.72
91.88,92.51,93.23,91.67
92.39,93.15,93.28,92.38
93.48,92.59,93.48,92.55
93.19,93.20,93.64,92.94
93.37,93.09,93.46,92.73
93.13,93.57,93.96,93.13
93.83,94.34,94.34,93.49
94.00,93.93,94.70,93.47
93.88,93.93,94.25,93.15
94.07,94.76,95.07,93.90
94.52,93.48,94.85,93.41
93.59,92.07,93.80,91.31
92.84,93.31,93.60,92.46
93.22,92.65,94.08,92.35
93.19,93.34,93.72,92.09
91.21,93.33,94.31,90.36
93.45,92.91,93.56,92.46
92.12,92.31,92.92,90.46
92.26,91.97,92.27,90.77
92.66,93.10,93.38,92.44
93.48,93.57,93.72,93.24
93.74,93.98,94.32,93.31
94.56,94.98,95.00,93.92
95.25,95.26,95.27,94.54
95.25,94.84,95.63,94.37
95.16,95.61,95.81,94.48
96.00,96.24,96.24,95.48
96.25,96.71,96.85,95.66
96.05,96.44,97.00,95.51
96.93,96.57,97.16,95.14
97.29,97.19,97.41,96.44
96.69,96.53,97.72,96.19
96.61,97.73,97.80,95.63
98.38,96.34,98.38,95.80
97.19,96.95,97.76,95.26
96.67,97.28,97.28,95.71
97.50,97.11,97.66,96.83
96.38,95.00,96.90,94.83
95.90,94.62,96.09,94.37
94.97,93.58,95.54,92.92
93.88,95.17,95.51,93.88
93.52,94.77,94.96,93.38
94.99,94.44,95.01,93.68
94.90,94.23,94.92,94.16
94.70,95.65,95.84,94.31
95.71,95.83,96.58,94.35
95.43,95.65,95.95,95.20
95.17,93.42,95.17,93.12
94.42,94.64,95.18,93.49
93.78,92.90,94.27,92.44
92.96,91.94,94.08,91.66
92.14,93.21,93.50,91.22
93.15,93.10,93.85,91.47
93.34,93.14,93.68,92.53
93.31,93.23,93.97,92.97
93.69,93.49,94.46,93.43
93.68,93.51,94.60,92.72
93.93,94.70,94.97,93.56
94.79,95.96,96.00,94.15
95.27,93.28,95.95,92.72
93.95,95.17,95.42,93.01
96.54,96.56,97.46,95.65
96.59,96.53,97.12,96.11
96.62,97.37,97.38,96.04
97.38,97.20,97.80,96.78
97.13,97.34,97.73,96.83
97.67,97.90,98.00,96.31
97.89,97.40,97.89,97.05
97.71,97.99,98.87,96.95
97.73,98.76,98.93,97.52
98.66,97.98,99.39,97.66
98.17,99.67,99.70,98.09
99.20,100.22,100.82,99.20
100.04,102.68,103.50,100.04
102.57,101.12,102.68,100.60
99.98,100.40,100.62,99.26
100.00,99.55,100.14,99.00
100.84,99.47,101.19,98.62
98.90,99.32,99.46,98.52
99.68,100.89,102.57,99.39
100.82,100.43,101.63,99.95
100.58,98.25,100.58,98.01
98.14,96.95,98.72,96.47
96.87,96.76,97.33,96.37
96.74,96.95,97.29,96.38
97.73,98.04,98.08,96.79
98.00,97.50,98.29,97.21
96.27,96.16,96.94,95.58
96.65,96.06,96.65,95.99
96.14,97.82,97.96,95.92
97.87,98.47,99.02,97.45
99.49,99.00,99.49,98.83
99.09,100.04,100.25,99.09
100.10,99.52,100.96,99.36
