HUBB,Hubbell Inc Common Stock,NASDAQ
113.36,113.59,114.26,113.30
113.59,114.91,115.02,113.04
115.40,114.75,116.30,114.18
114.91,116.25,116.37,113.95
115.89,116.78,117.43,114.89
117.07,117.02,118.75,116.84
117.11,115.52,117.73,115.50
115.15,115.36,116.79,114.01
116.05,117.00,117.23,115.65
116.61,116.73,117.73,115.89
118.85,118.54,119.05,117.80
118.32,117.84,118.67,117.65
117.61,117.81,118.30,116.94
117.48,118.17,118.50,117.48
118.60,118.48,118.89,118.13
118.52,117.13,118.69,116.69
117.29,117.36,118.45,116.80
117.84,116.70,117.99,116.33
116.96,117.64,118.74,116.67
118.44,118.63,119.09,117.78
118.36,118.18,118.75,117.16
118.35,118.44,119.07,117.35
117.00,116.62,117.29,115.08
116.44,117.47,118.46,115.54
117.88,118.58,118.96,117.68
118.51,118.47,118.68,116.70
119.00,119.66,119.68,118.47
