TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,NASDAQ
11.50,11.55,11.55,11.50
11.50,11.51,11.52,11.50
11.50,11.75,11.99,11.50
11.75,11.75,11.75,11.75
11.75,12.10,12.10,11.75
12.10,12.10,12.20,12.10
11.75,11.75,11.75,11.75
11.75,11.75,11.75,11.75
11.60,11.75,11.75,11.60
11.75,11.15,11.75,11.15
11.25,11.25,11.25,11.25
11.25,11.25,11.25,11.25
11.25,11.25,11.25,11.25
11.20,11.20,11.20,11.20
11.50,11.40,11.50,11.40
11.45,11.44,11.45,11.15
11.40,11.15,11.40,11.15
11.40,11.40,11.40,11.40
11.15,11.15,11.15,11.15
11.15,11.44,11.44,11.15
11.44,11.75,11.75,11.44
11.75,11.75,11.75,11.75
11.86,11.60,11.86,11.52
11.10,11.58,11.58,11.10
11.58,11.60,11.60,11.20
11.58,11.40,11.58,11.40
11.25,12.20,12.20,11.25
12.19,12.90,12.90,12.00
12.00,12.90,13.10,12.00
12.00,12.75,12.87,12.00
12.05,12.05,12.05,12.05
12.01,12.01,12.01,12.01
12.10,12.10,12.10,12.10
12.10,11.90,12.10,11.90
11.90,12.00,12.00,11.90
11.90,12.25,12.25,11.90
11.80,11.50,11.85,11.50
11.40,11.50,11.55,11.40
11.45,11.45,11.50,11.45
11.47,11.32,11.75,11.32
11.30,11.13,11.30,11.11
11.13,11.00,11.17,11.00
11.00,11.02,11.30,10.83
11.26,11.00,11.26,11.00
11.00,10.95,11.00,10.90
10.90,11.00,11.00,10.90
11.00,11.02,11.05,11.00
10.91,10.80,11.00,10.80
10.80,10.80,10.80,10.80
11.00,11.00,11.00,11.00
10.71,11.00,11.00,10.71
10.72,10.72,11.00,10.72
10.72,10.72,10.72,10.72
10.99,10.76,10.99,10.76
10.76,10.76,10.76,10.76
10.70,10.90,10.90,10.70
10.95,10.90,10.95,10.90
10.95,10.82,11.00,10.82
10.86,10.99,11.00,10.86
11.25,11.00,11.25,11.00
11.05,11.04,11.11,11.04
11.75,11.01,11.75,11.01
11.35,11.65,11.75,11.25
11.75,11.65,11.75,11.46
11.75,13.49,13.49,11.65
13.50,14.24,14.25,13.50
14.25,14.40,14.50,14.25
14.20,14.35,14.40,13.60
14.00,14.20,14.25,14.00
14.30,14.05,14.30,14.00
13.80,14.00,14.10,13.70
13.75,14.05,14.05,13.75
14.19,14.20,14.25,14.00
14.20,14.25,14.25,14.20
13.90,14.05,14.25,13.90
14.10,14.25,14.25,14.01
14.25,13.90,14.25,13.90
14.10,14.10,14.10,14.10
13.95,14.10,14.10,13.95
14.20,14.15,14.20,14.00
14.00,13.95,14.12,13.90
14.00,14.10,14.10,13.65
13.67,13.67,13.67,13.67
13.86,13.76,13.99,13.71
14.00,14.00,14.00,13.76
14.00,13.73,14.00,13.60
13.99,13.85,13.99,13.70
13.60,13.75,13.80,13.60
13.60,13.65,13.80,13.60
13.75,13.75,13.76,13.75
13.75,13.65,13.75,13.65
13.60,13.75,13.81,13.06
13.75,13.75,13.85,13.63
13.70,13.85,13.85,13.70
13.90,14.00,14.00,13.80
13.90,14.00,14.00,13.90
14.15,14.00,14.15,14.00
14.00,14.08,14.08,14.00
14.08,14.10,14.11,14.01
14.08,14.13,14.13,14.08
14.06,14.15,14.15,14.06
14.10,14.20,14.30,14.10
14.05,14.20,14.40,14.05
14.40,14.30,14.40,14.25
14.15,14.50,14.50,14.15
14.50,14.40,14.50,14.40
14.40,14.49,14.49,14.10
14.45,14.35,14.49,14.35
14.30,14.45,14.49,14.30
14.40,14.50,14.50,14.40
14.60,14.70,14.70,14.55
14.70,14.65,14.70,14.65
14.60,14.60,14.65,14.55
14.55,14.65,14.65,14.55
14.50,14.65,14.75,14.50
14.80,14.78,14.90,14.60
14.72,14.75,14.75,14.72
14.30,14.68,14.75,14.10
14.70,14.75,14.75,14.65
14.75,14.70,14.75,14.65
14.60,14.70,14.75,14.60
14.26,14.65,14.75,14.26
14.65,14.65,14.73,14.35
14.75,14.60,14.75,14.30
14.45,14.65,14.65,14.45
14.45,14.70,14.75,14.45
14.65,14.65,14.65,14.00
14.75,14.70,14.75,14.54
14.45,14.74,14.75,14.45
14.65,14.75,14.75,14.45
14.60,14.65,14.70,14.60
14.70,14.70,14.70,14.70
14.55,14.70,14.70,14.55
14.50,14.50,14.50,14.50
14.55,14.50,14.55,14.50
14.55,14.50,14.55,14.50
14.50,14.50,14.50,14.15
14.50,14.50,14.50,14.50
14.30,14.50,14.50,14.30
14.15,14.52,14.52,14.15
14.52,14.52,14.52,14.52
14.25,14.40,14.52,14.25
14.10,14.10,14.55,14.07
14.07,14.13,14.13,14.00
14.13,14.15,14.55,14.13
14.17,14.54,14.54,14.17
14.15,14.13,14.15,14.13
14.55,14.13,14.55,14.13
14.20,14.16,14.20,14.16
14.16,14.27,14.27,14.16
14.15,14.15,14.15,14.15
14.20,14.20,14.55,14.13
14.15,14.15,14.15,14.15
14.11,14.31,14.40,14.11
14.39,14.39,14.39,14.39
14.11,14.25,14.25,14.11
14.11,14.11,14.25,14.11
14.15,14.13,14.17,14.13
14.11,14.11,14.13,14.11
14.30,14.20,14.30,14.20
14.20,14.20,14.20,14.20
14.11,14.20,14.40,14.11
14.12,14.12,14.12,14.12
14.20,14.20,14.25,14.20
14.25,14.25,14.25,14.20
14.20,14.20,14.20,14.20
14.20,14.25,14.25,14.20
14.25,14.25,14.25,14.25
14.25,14.25,14.25,14.25
14.30,14.30,14.30,14.30
14.11,14.40,14.40,14.11
14.45,14.50,14.60,14.20
14.50,14.50,14.50,14.50
14.50,14.50,14.50,14.50
14.50,14.40,14.50,14.40
14.15,14.50,14.50,14.11
14.21,14.50,14.50,14.21
14.20,14.23,14.30,14.20
14.35,14.45,14.45,14.35
14.50,14.50,14.50,14.35
14.36,14.36,14.36,14.36
14.41,14.55,14.55,14.41
14.50,14.50,14.50,14.45
14.50,14.50,14.50,14.45
14.50,14.40,14.65,14.40
14.45,14.45,14.48,14.45
14.45,14.55,14.55,14.45
14.55,14.55,14.55,14.55
14.50,14.65,14.65,14.50
14.60,14.95,14.95,14.60
14.93,15.00,15.11,14.93
15.00,15.00,15.00,15.00
15.00,15.00,15.00,15.00
15.00,15.00,15.00,15.00
15.00,15.00,15.00,14.90
15.00,14.85,15.00,14.85
15.00,15.00,15.00,15.00
15.00,15.00,15.00,15.00
14.75,15.00,15.00,14.75
14.85,15.00,15.10,14.85
14.76,15.02,15.02,14.76
14.76,15.10,15.18,14.76
15.10,15.10,15.10,15.10
15.10,15.24,15.50,15.10
14.75,16.00,16.00,14.75
16.30,15.60,16.30,15.60
15.78,16.00,16.00,15.50
15.70,17.99,18.00,14.80
18.00,19.50,19.50,18.00
19.25,19.50,19.70,19.11
19.75,19.60,19.75,19.50
19.25,19.60,19.68,19.25
19.70,20.00,20.00,19.70
19.50,19.50,19.50,19.50
19.80,19.55,19.90,19.50
19.55,19.40,19.60,19.40
19.30,19.50,19.55,19.25
19.50,19.95,20.10,19.50
20.00,19.50,20.00,19.50
19.50,19.50,19.75,19.50
19.50,19.70,19.75,19.50
19.50,20.20,20.20,19.50
19.50,19.51,20.10,19.50
20.10,19.95,20.20,19.95
19.50,20.88,20.88,19.50
20.70,20.50,20.70,20.50
20.50,20.50,20.50,20.50
20.00,20.00,20.20,20.00
19.75,19.55,20.10,19.50
19.50,20.00,20.00,19.50
20.00,20.50,20.50,20.00
19.80,20.65,20.85,19.80
20.85,20.90,21.00,20.85
20.90,20.90,20.90,20.51
20.51,20.69,20.90,20.51
20.59,22.00,22.00,20.55
22.00,22.00,22.23,21.25
22.00,21.35,22.00,21.35
21.10,21.80,21.80,21.00
21.90,22.00,22.00,21.60
21.85,22.00,22.20,20.79
22.00,22.00,22.00,22.00
21.00,22.00,22.00,21.00
21.50,21.50,22.00,21.50
21.01,21.61,21.61,21.01
21.50,21.40,21.50,21.40
21.40,21.40,21.40,21.40
21.25,21.40,21.50,21.25
21.25,21.70,21.70,21.25
21.30,21.40,21.70,21.30
21.30,21.30,21.35,21.20
21.10,21.74,21.74,21.00
20.95,20.85,21.50,20.85
20.50,21.10,21.49,20.50
20.40,20.90,20.90,20.40
20.90,20.50,20.90,20.15
20.15,20.50,20.50,20.00
20.50,19.50,20.50,19.50
19.50,19.30,19.50,19.00
19.00,18.95,19.00,18.40
18.51,19.50,19.64,18.51
19.50,20.90,20.90,19.50
19.23,21.30,21.50,19.23
20.10,20.45,20.50,20.10
20.33,20.49,21.00,20.00
20.00,20.00,20.48,20.00
19.56,19.99,20.00,19.50
19.25,20.00,20.00,18.60
19.50,19.00,20.00,19.00
19.00,18.65,19.50,18.65
18.56,18.65,19.00,18.50
18.65,18.25,18.70,18.25
19.00,20.02,20.02,19.00
19.70,20.35,20.35,19.00
20.35,20.35,20.35,19.90
20.35,20.35,20.35,20.35
20.35,20.35,20.35,20.35
20.30,20.00,20.30,19.50
20.00,20.49,20.49,17.90
19.50,20.00,20.49,19.50
19.96,19.95,20.00,19.95
19.95,19.51,19.95,19.50
19.51,19.95,19.95,19.51
18.00,19.55,19.90,18.00
19.00,20.45,20.47,19.00
19.50,20.35,20.35,19.50
20.00,20.00,20.00,20.00
20.00,20.05,20.30,20.00
19.80,19.60,20.00,19.50
19.55,20.05,20.25,19.55
19.60,20.00,20.00,19.55
19.86,20.40,20.40,19.80
19.80,20.34,20.40,19.80
20.35,20.35,20.35,20.00
20.35,20.26,20.35,20.06
20.25,20.30,20.30,19.75
19.75,19.90,20.01,19.60
19.60,19.40,19.67,19.40
19.44,19.35,19.50,19.30
19.70,19.40,19.70,19.40
19.70,19.50,19.70,19.50
19.40,19.40,19.50,19.40
19.40,19.40,19.50,19.25
19.40,19.45,19.70,19.35
19.45,19.50,19.80,19.40
19.75,19.45,19.75,19.45
19.45,19.45,19.45,19.45
22.00,24.00,24.05,22.00
24.01,23.95,24.01,23.81
23.56,24.18,24.18,23.56
24.00,24.18,24.25,24.00
23.90,24.25,24.27,23.90
24.30,24.30,24.30,24.05
24.30,24.25,24.30,24.15
24.25,24.35,24.35,24.25
24.25,24.35,24.35,24.25
24.35,24.50,24.50,24.25
24.30,24.40,24.40,24.30
24.25,24.50,24.50,24.25
24.50,25.00,25.00,24.50
25.00,25.50,25.50,24.90
25.01,25.50,25.50,25.01
25.40,25.40,25.75,25.35
25.30,25.30,25.50,25.20
25.35,26.85,26.95,25.35
26.50,28.87,29.50,25.85
28.60,29.00,29.00,28.55
28.70,28.95,29.00,28.56
28.72,29.15,29.25,28.72
29.20,29.05,29.25,29.05
29.05,29.00,29.05,29.00
29.39,29.00,29.39,28.75
29.39,28.55,29.39,28.00
28.55,28.70,28.70,28.55
28.60,28.83,28.90,28.60
29.00,28.95,29.00,28.75
28.70,28.65,28.76,28.65
28.79,28.90,28.90,28.00
28.75,28.75,28.80,28.75
28.75,28.90,28.90,28.70
28.40,28.90,29.00,28.40
28.70,29.00,29.15,28.60
28.80,28.50,28.80,28.50
28.70,28.40,28.70,28.40
28.15,28.40,28.40,28.15
28.50,28.56,28.70,28.50
28.56,28.50,28.57,28.50
28.50,28.50,28.50,28.50
28.45,28.51,28.51,28.40
28.45,28.55,28.60,28.40
28.11,28.35,28.60,28.11
28.50,28.40,28.50,28.40
28.45,28.35,28.45,28.30
28.40,28.45,28.50,28.38
28.15,28.50,28.70,28.15
28.00,28.20,28.40,28.00
28.49,28.90,28.99,28.35
27.50,29.30,29.30,27.50
29.00,29.50,29.50,29.00
28.65,29.42,29.51,28.65
29.10,29.15,29.15,29.10
29.15,29.10,29.15,29.10
29.10,29.10,29.10,29.00
29.10,29.25,29.30,29.10
29.00,29.65,29.98,29.00
29.60,32.00,32.80,29.60
30.00,32.00,32.25,30.00
32.00,32.50,33.00,32.00
32.50,32.25,32.75,32.00
32.75,32.25,33.00,32.00
32.00,32.45,32.65,32.00
32.25,32.00,32.25,32.00
32.16,31.80,32.25,31.80
32.00,31.75,32.00,31.75
30.00,31.75,31.90,30.00
31.90,31.75,31.90,31.75
31.70,31.70,31.70,31.60
31.65,31.65,31.74,31.60
31.60,31.75,31.80,31.50
31.50,31.63,31.80,31.50
31.00,31.45,32.25,30.50
31.50,31.75,31.75,31.40
31.40,31.50,31.75,31.30
31.55,31.55,31.65,31.10
31.05,31.60,31.60,31.05
31.00,31.50,31.50,30.95
31.50,34.75,34.95,31.50
34.75,35.00,35.00,34.60
34.00,35.75,35.75,33.10
35.50,35.50,35.74,35.10
35.10,36.60,38.50,35.10
36.50,36.89,36.89,36.00
37.50,37.23,37.50,37.00
37.25,37.50,37.50,37.25
37.30,38.39,38.39,37.30
38.25,38.21,38.25,38.21
38.21,38.60,38.60,37.95
38.50,38.15,38.50,38.05
38.15,38.00,38.15,38.00
38.00,38.00,38.05,34.05
38.00,38.00,38.00,38.00
38.00,38.00,38.00,37.00
37.50,37.09,37.50,37.00
37.00,37.50,37.70,37.00
37.70,38.02,38.02,37.20
38.15,38.15,38.30,38.10
38.27,38.10,38.50,38.02
38.00,38.41,38.70,38.00
38.65,38.00,38.65,38.00
38.50,37.70,39.00,37.70
37.30,36.50,37.30,36.50
36.00,35.36,36.00,34.00
35.20,37.90,38.50,35.20
38.50,39.60,39.95,37.80
39.50,39.50,39.70,39.40
39.50,39.40,39.50,39.40
39.40,39.35,39.50,39.30
39.80,39.35,39.80,39.11
39.30,39.00,39.40,39.00
38.95,38.90,39.41,38.85
38.80,38.11,38.80,38.00
38.30,38.45,38.46,38.21
38.95,39.80,40.00,38.90
39.95,40.89,41.10,39.90
41.50,42.96,46.14,41.15
43.39,43.69,43.80,43.32
44.25,45.13,45.40,43.74
44.98,47.28,49.00,44.56
48.00,47.80,49.90,46.50
48.10,48.17,49.47,47.76
48.00,46.47,48.56,46.00
46.51,44.19,46.73,43.51
42.97,42.10,43.04,40.99
40.01,43.83,43.97,40.01
45.00,44.53,45.50,44.25
45.14,44.69,45.18,44.45
44.99,44.03,44.99,44.01
44.70,44.14,44.72,43.60
44.50,43.92,44.50,43.91
43.95,44.39,44.50,43.92
44.40,44.08,44.65,44.03
44.01,44.32,44.50,44.01
44.70,43.95,44.70,43.51
43.50,41.84,43.70,41.50
41.60,41.71,41.84,41.00
41.51,41.60,41.70,41.44
41.70,41.90,43.46,41.50
42.11,41.99,42.66,41.85
42.25,42.00,42.45,41.69
42.09,41.68,42.14,40.00
41.75,41.99,42.00,41.26
42.00,41.52,42.48,41.52
41.52,41.20,42.12,40.82
41.52,40.81,41.52,40.49
40.24,41.11,42.20,40.24
41.40,40.77,41.40,40.57
41.00,41.26,41.85,40.85
41.35,41.29,41.60,40.65
42.00,40.72,42.00,40.72
40.50,39.43,40.50,38.01
38.97,37.91,39.09,37.29
37.25,37.25,37.82,36.60
36.88,37.00,37.00,34.85
36.92,35.82,36.92,35.64
34.88,35.95,35.96,34.84
35.70,35.55,35.99,35.55
36.00,36.24,36.49,35.70
36.31,36.55,37.11,35.92
36.70,37.89,38.18,36.59
38.11,39.19,39.66,38.11
39.20,38.22,39.20,37.71
37.35,37.54,38.49,37.23
37.43,36.60,37.70,36.59
36.50,36.99,37.00,36.50
36.86,37.14,38.17,36.65
37.00,37.23,38.25,36.75
38.00,37.82,38.14,37.42
37.95,36.99,37.95,36.90
37.00,36.99,37.34,36.99
36.49,35.96,36.67,35.83
35.96,36.01,37.21,35.96
36.00,36.20,36.60,35.80
36.25,36.89,36.98,36.20
37.05,37.07,37.76,36.75
37.02,36.87,37.31,36.64
37.10,36.54,37.24,36.29
36.38,37.22,37.26,36.05
37.06,36.53,37.06,36.39
36.35,36.45,36.51,36.19
36.30,37.13,37.76,36.30
36.83,36.75,36.96,36.50
36.82,36.95,36.95,36.62
37.10,36.76,37.10,36.50
36.52,35.74,36.64,35.60
35.60,35.74,35.93,35.50
35.70,35.69,35.86,35.58
36.31,36.59,37.86,36.31
36.36,36.94,37.25,35.88
36.42,36.75,44.80,36.42
37.00,37.98,38.13,36.92
38.10,39.30,39.30,38.10
40.00,39.54,40.21,39.45
40.00,39.92,40.00,39.10
39.55,40.10,40.21,39.55
40.85,40.70,40.85,40.06
41.59,40.85,41.59,40.85
40.83,40.74,40.83,40.68
41.00,41.00,41.13,40.48
41.33,41.41,41.86,40.95
40.70,41.00,42.00,40.29
41.36,40.66,43.24,39.58
40.67,40.95,41.23,40.67
40.73,40.97,41.52,40.73
40.34,39.51,40.36,39.25
39.50,39.46,39.50,39.25
39.49,39.50,39.58,39.36
39.71,39.60,39.99,39.52
39.84,40.40,40.42,39.83
40.20,41.75,41.95,39.91
41.82,41.81,41.99,41.04
41.65,42.25,42.47,41.21
42.10,42.02,42.40,41.78
41.86,41.83,42.45,41.77
41.85,41.79,42.05,41.69
41.50,41.45,42.22,41.29
41.50,41.54,41.81,41.36
41.66,41.76,42.00,41.50
41.60,42.74,42.92,41.60
43.00,43.43,44.01,42.78
43.21,43.93,44.29,43.21
44.00,43.25,44.15,43.00
43.43,43.45,44.00,43.00
43.58,43.44,43.87,43.01
43.60,43.35,43.60,43.20
43.20,42.98,43.44,42.75
42.85,43.40,43.40,42.63
43.25,43.27,43.29,42.55
43.50,44.24,44.25,43.30
44.05,43.94,44.15,43.83
44.00,45.45,45.64,43.83
45.26,46.70,46.93,45.26
46.70,46.35,46.70,46.00
46.00,45.72,46.00,45.31
45.30,45.01,45.61,45.00
49.07,44.92,49.07,44.90
44.85,45.34,45.40,44.85
45.28,45.69,45.88,45.11
45.70,45.76,46.00,45.60
45.55,45.40,45.69,45.38
45.25,45.77,45.93,45.18
45.90,46.15,46.46,45.56
45.87,46.14,46.45,45.78
46.41,46.01,46.46,45.84
46.20,46.39,46.43,46.00
46.31,46.08,46.35,46.00
46.15,46.10,46.20,45.85
46.17,46.11,46.44,46.08
46.05,46.18,46.45,45.85
46.00,46.10,46.39,46.00
45.92,46.21,46.25,45.92
46.29,46.12,46.40,46.10
46.10,46.11,46.19,46.10
46.01,46.10,46.29,46.00
46.10,46.19,46.31,46.03
46.20,46.39,46.45,45.68
46.19,46.40,46.61,46.19
46.34,46.34,46.46,45.96
46.33,46.25,46.55,45.96
46.50,46.40,46.53,46.16
46.09,46.79,46.79,46.06
46.58,46.30,46.75,46.30
46.24,46.96,46.96,46.05
46.51,46.65,46.65,46.28
46.76,46.51,46.81,46.40
46.33,46.41,46.48,46.14
46.49,46.49,46.81,46.17
46.32,46.31,46.33,46.05
46.51,46.00,46.51,45.95
45.98,45.81,46.46,45.45
45.63,46.10,46.10,45.63
46.47,46.40,46.50,45.82
46.36,46.08,46.50,45.94
45.90,46.15,46.18,45.90
46.11,46.50,46.50,46.11
46.50,46.06,46.50,45.99
46.00,46.12,46.35,45.99
46.02,46.05,46.19,46.00
46.15,46.19,46.35,46.15
46.19,46.31,46.31,46.13
46.32,46.17,46.34,46.00
46.04,45.95,46.09,45.50
45.50,46.00,46.29,45.50
45.74,45.32,45.91,44.00
45.30,46.15,46.15,45.00
46.05,47.89,47.92,46.05
47.81,48.00,48.95,47.38
48.28,48.91,49.04,48.00
48.90,48.73,48.96,48.38
48.71,47.80,49.00,47.80
47.74,47.93,48.25,47.74
48.10,48.46,48.60,48.10
48.58,48.69,48.71,48.10
48.40,48.25,48.40,47.00
48.48,48.30,48.50,48.02
48.08,48.35,48.35,48.08
48.26,48.10,48.34,47.95
48.64,48.08,48.64,48.00
48.05,48.15,48.15,47.78
47.86,48.48,48.50,47.86
48.50,48.79,49.50,48.50
48.80,49.07,49.07,48.80
49.30,49.64,50.00,49.11
49.75,49.68,49.75,49.28
49.40,49.44,49.71,49.21
49.63,49.50,49.63,49.38
49.72,49.29,49.77,49.26
49.03,48.30,49.09,48.14
48.24,48.00,48.30,47.51
48.05,48.11,48.19,47.95
48.05,48.01,48.73,47.95
47.91,48.18,48.19,47.90
48.05,48.05,48.05,47.80
47.80,47.80,47.95,47.56
47.99,47.17,47.99,47.17
47.00,46.74,47.18,46.55
46.60,46.20,46.82,46.13
46.47,46.21,46.47,45.80
46.25,46.05,46.25,46.05
46.30,46.40,46.44,46.05
46.29,46.63,46.63,46.20
46.87,48.76,49.19,46.85
48.75,48.49,49.28,48.20
49.63,50.40,51.61,49.63
50.40,50.46,50.50,50.02
50.47,50.55,50.80,50.23
52.05,51.96,53.28,51.00
51.88,52.84,52.95,51.82
53.16,53.36,53.36,52.32
53.00,53.35,53.50,53.00
53.25,53.40,53.49,53.00
53.40,53.53,53.80,53.30
53.30,53.30,53.57,52.72
53.28,53.49,53.50,52.97
53.45,53.40,53.50,53.20
53.50,54.40,54.73,53.07
54.54,55.17,55.49,54.50
55.00,54.56,55.00,53.80
54.65,55.74,56.00,53.90
56.00,57.04,57.97,56.00
57.38,57.42,57.83,57.30
57.45,57.55,57.92,57.45
57.74,57.46,57.74,57.38
57.25,56.84,57.42,56.61
56.61,57.65,57.77,56.61
57.50,57.95,58.00,57.07
57.39,58.64,59.00,57.39
58.94,58.90,59.00,58.62
58.63,59.00,59.00,58.62
58.79,58.79,58.89,58.00
58.78,58.92,58.92,58.21
58.23,58.73,58.85,58.13
58.85,58.77,59.00,58.73
58.81,59.10,59.24,58.81
58.90,59.31,59.41,58.84
59.19,59.04,59.74,59.02
59.19,59.10,59.49,58.90
58.99,59.06,59.20,58.80
58.79,58.90,59.09,58.41
58.55,58.69,58.74,58.55
58.60,58.64,59.02,58.17
59.35,58.77,59.35,58.38
58.79,58.60,59.00,58.32
58.39,58.98,58.98,58.25
58.80,58.44,58.80,57.91
58.39,58.30,58.39,58.00
58.39,58.28,58.69,58.00
57.98,58.05,58.24,57.60
57.90,57.97,58.00,57.20
57.84,57.98,58.26,57.75
58.28,58.50,59.00,58.01
58.39,58.30,58.53,57.94
57.85,58.03,58.34,57.80
58.20,58.18,58.39,58.07
58.09,58.01,58.14,57.58
58.23,58.31,58.58,58.00
58.39,58.36,58.50,58.30
58.39,59.40,59.44,58.30
59.50,59.22,59.50,59.07
59.49,59.30,59.50,59.06
59.22,59.47,59.50,59.05
59.50,60.50,61.39,59.49
60.25,60.50,60.86,60.03
60.83,61.30,61.74,60.83
61.41,61.62,61.66,61.20
62.11,61.56,62.11,61.36
61.60,61.59,61.60,61.45
61.60,61.69,61.73,61.59
61.65,62.02,63.01,61.51
62.44,62.03,62.77,62.03
62.58,62.54,62.79,62.50
62.50,62.24,62.67,62.08
62.24,62.29,62.70,62.05
62.56,62.86,62.95,62.56
62.89,63.97,64.24,62.89
64.00,63.74,64.00,63.26
63.23,63.98,64.00,63.23
63.80,63.82,63.99,63.43
63.25,63.22,63.80,62.87
63.00,60.42,63.00,57.91
60.24,59.30,61.09,59.00
58.91,57.95,58.91,57.91
57.91,57.80,58.25,56.60
57.80,58.50,58.90,57.67
59.00,58.37,59.00,57.63
57.50,57.88,58.00,57.43
57.80,57.51,57.99,57.51
57.53,57.20,57.75,57.12
57.27,57.22,57.67,57.16
57.00,58.00,58.00,57.00
57.57,58.34,58.71,57.19
58.20,58.40,58.48,58.06
58.26,58.02,58.40,58.02
58.29,58.30,58.30,57.50
58.03,58.05,58.24,57.75
57.99,57.58,57.99,57.00
