TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,NASDAQ
100.64,103.78,103.86,99.67
103.51,105.12,105.49,103.04
105.07,105.46,106.00,103.50
104.59,104.95,105.70,103.62
104.32,105.66,105.98,103.58
105.61,106.49,107.50,105.51
106.49,106.34,106.98,104.50
106.24,107.37,107.57,105.86
106.82,107.55,108.31,106.59
107.56,105.18,107.64,104.50
105.31,105.49,106.11,104.31
104.94,105.88,107.88,104.94
102.84,105.78,107.26,102.84
105.90,105.62,106.07,104.07
106.00,105.28,107.51,104.57
104.79,107.31,107.48,104.69
106.85,106.64,107.69,105.96
106.11,105.21,106.74,104.44
104.56,104.70,106.20,104.01
104.96,105.27,105.62,103.69
105.34,107.66,109.62,105.21
107.33,108.21,109.15,107.18
107.56,107.98,109.49,107.18
108.60,107.34,108.64,107.04
108.00,107.00,108.63,106.64
106.88,107.22,108.11,106.52
107.22,104.43,107.47,104.40
104.90,105.28,105.67,104.26
105.39,104.85,105.80,104.32
