PRK,Park National Corporation Common Stock,NASDAQ
50.02,51.75,51.85,50.02
52.26,52.54,53.25,51.60
52.86,53.42,53.92,52.00
54.00,54.36,54.36,53.11
54.74,53.56,54.82,53.39
52.52,52.29,53.20,51.71
52.29,51.88,53.03,51.88
52.00,51.00,52.50,49.47
50.25,49.00,51.11,49.00
52.85,50.60,52.85,49.51
51.03,52.07,52.20,50.57
51.97,53.66,53.99,51.97
53.75,51.25,53.85,51.18
53.99,53.95,54.32,51.98
53.61,52.88,54.23,52.73
52.49,49.80,53.63,49.80
50.07,54.00,55.00,49.60
53.88,53.45,53.88,52.67
53.38,54.55,54.60,52.90
54.71,52.28,54.71,52.00
53.44,55.31,55.31,53.05
54.61,55.90,56.41,54.36
56.50,56.33,57.25,55.56
56.33,54.39,56.33,53.60
54.98,55.37,55.51,53.53
54.75,52.30,54.75,52.30
52.97,56.93,57.70,52.97
56.35,57.00,57.46,55.34
57.65,58.41,58.55,55.89
60.00,60.93,61.50,58.69
61.00,62.64,62.64,60.18
60.20,57.35,61.64,57.05
57.96,58.40,58.63,56.70
60.01,61.00,62.81,59.44
60.66,60.30,61.53,60.05
59.85,59.71,61.20,59.66
57.22,56.25,59.31,56.25
57.12,58.16,58.63,56.97
59.00,60.38,60.40,57.32
59.91,58.26,59.91,58.00
58.42,58.95,59.42,57.49
59.42,59.54,59.98,58.35
58.11,56.00,58.58,56.00
57.31,57.35,57.85,56.87
57.82,58.98,58.98,57.75
58.97,57.70,59.27,57.15
57.21,59.20,59.49,57.21
59.00,58.23,59.85,58.03
58.48,58.80,60.45,58.27
59.00,60.33,60.50,58.10
58.11,56.90,58.71,56.55
57.04,57.57,58.65,57.00
57.47,55.71,57.74,55.55
56.00,56.00,57.00,56.00
58.37,57.11,58.37,56.07
57.23,55.89,57.23,55.81
58.38,60.90,60.90,57.48
60.35,59.08,60.35,58.60
59.97,59.99,60.59,59.22
60.66,60.92,61.35,60.16
60.68,60.75,61.30,59.50
60.25,61.05,61.30,59.69
60.25,58.98,60.69,58.86
59.45,61.61,61.68,59.32
60.88,60.21,60.95,59.67
60.50,60.63,62.70,60.13
60.00,60.00,61.99,60.00
60.96,60.63,61.22,60.00
61.32,61.22,62.35,60.82
61.74,61.03,62.49,60.67
62.32,63.28,63.28,61.63
62.72,63.93,64.00,62.55
64.00,65.67,66.61,63.78
65.59,65.18,65.74,64.85
64.80,65.60,65.90,64.80
65.23,64.79,66.00,64.73
64.77,65.70,65.98,64.77
65.43,65.06,65.50,64.66
65.99,66.07,66.74,65.46
65.42,66.29,66.78,64.82
65.38,67.18,67.67,64.83
66.00,66.35,66.87,65.86
67.10,67.59,67.78,66.19
68.37,68.49,68.75,67.58
68.00,68.50,68.50,67.17
68.73,68.71,68.75,67.42
67.44,68.27,68.64,67.44
69.00,68.45,69.00,68.09
68.01,69.36,69.37,67.52
69.31,68.83,69.40,68.30
68.63,69.29,69.50,68.45
69.50,69.00,69.85,68.81
68.50,69.92,69.92,67.89
69.93,71.10,71.22,68.43
71.32,69.97,71.32,68.16
69.41,69.44,69.75,68.54
68.65,69.44,69.95,68.35
69.70,69.23,69.74,68.70
69.53,70.20,70.34,69.09
69.98,70.35,72.00,69.73
71.33,72.35,72.50,71.13
71.90,71.42,72.14,71.24
71.09,71.46,72.15,70.45
71.24,70.83,71.24,69.99
70.89,70.74,70.93,70.40
70.00,70.26,70.50,70.00
70.86,71.50,71.50,70.46
70.88,70.96,71.34,70.25
71.20,70.61,71.50,70.55
70.45,72.00,72.00,70.45
72.03,72.33,72.75,71.91
72.47,72.75,72.75,71.80
71.60,70.12,71.60,70.12
70.03,72.00,72.00,69.57
71.65,70.10,71.91,70.07
69.74,71.42,71.75,69.06
71.28,70.00,71.28,69.80
70.48,68.84,70.48,68.84
69.10,68.47,69.80,68.47
69.01,66.29,69.01,66.00
66.37,67.07,67.24,65.70
67.35,65.06,67.35,64.59
65.53,66.33,66.33,64.76
66.74,67.09,67.09,65.86
67.22,69.10,69.19,66.98
68.97,68.76,69.30,68.18
69.16,71.51,71.51,68.87
68.91,70.50,71.00,68.91
70.50,70.68,70.98,70.05
70.67,69.93,71.36,69.89
69.93,71.07,71.50,69.75
70.45,70.23,70.95,69.93
70.21,70.26,70.76,69.75
69.70,69.23,69.90,68.75
69.04,70.16,70.16,68.60
70.23,71.26,71.48,70.23
70.93,70.69,71.13,70.46
70.77,70.47,71.20,70.05
69.98,69.67,70.05,68.61
70.19,69.17,70.24,68.88
68.75,69.93,70.14,68.64
69.65,68.91,69.84,68.25
68.10,67.52,68.55,67.46
67.42,67.63,67.72,66.92
66.51,66.12,67.00,65.79
66.82,64.93,66.82,64.68
65.46,66.42,66.42,65.33
66.10,66.37,66.91,65.85
65.86,64.90,66.11,64.64
65.10,66.03,66.04,65.00
66.39,66.79,67.19,66.39
66.04,65.05,66.16,65.02
65.27,64.97,66.03,64.85
66.49,66.24,67.33,65.63
64.97,64.83,65.69,64.74
65.13,66.05,66.19,65.13
66.67,67.01,67.58,66.32
67.08,67.39,67.58,66.83
67.35,67.55,67.65,66.36
67.21,67.25,67.48,66.55
67.02,66.29,68.12,66.25
66.26,66.54,66.95,65.76
66.30,66.08,66.98,66.01
66.09,65.24,66.25,65.12
65.03,65.41,66.12,65.03
65.20,66.12,66.42,64.82
65.09,65.20,65.84,65.05
67.88,66.14,67.89,65.52
65.24,65.74,66.20,65.00
65.14,64.89,65.53,64.77
64.74,64.60,65.14,64.50
64.97,64.54,65.48,64.51
64.50,64.04,64.82,63.81
63.84,64.64,65.40,63.84
64.07,65.37,65.40,63.42
65.91,67.09,67.33,65.13
66.35,66.72,67.10,65.76
67.04,66.42,67.06,65.53
66.18,65.68,66.33,65.44
66.18,65.78,66.18,65.05
65.28,64.37,65.53,64.37
64.31,64.53,64.79,64.01
63.05,62.72,63.59,62.61
62.75,62.18,63.03,61.77
62.18,61.94,62.68,61.67
62.28,63.79,63.80,61.95
64.91,64.27,64.91,63.88
64.35,66.36,66.74,64.09
67.31,63.42,67.31,63.42
63.63,63.27,64.40,63.05
63.35,63.22,64.67,62.76
63.41,64.17,64.44,63.24
63.87,64.99,65.59,63.87
64.53,64.47,64.94,64.13
64.57,65.70,65.94,64.57
65.55,66.14,66.26,65.22
66.28,64.70,66.70,64.57
65.09,67.65,67.71,65.09
66.65,66.50,66.94,65.40
66.52,66.98,67.25,66.36
66.89,68.04,69.06,66.50
67.67,67.90,68.00,66.54
69.20,69.75,69.80,68.95
69.84,70.50,70.50,68.96
68.69,70.76,70.87,68.69
70.43,70.26,70.43,69.57
69.20,70.09,70.50,69.10
69.92,70.41,70.80,69.00
70.73,70.39,70.95,69.62
70.32,70.83,70.98,70.04
70.33,70.67,71.00,70.33
71.00,71.59,71.59,70.87
71.05,71.35,71.80,70.96
71.62,72.18,72.37,70.87
71.84,71.61,72.10,71.13
71.68,71.50,71.82,71.02
71.00,69.41,71.02,69.13
68.52,68.96,69.63,68.04
68.99,67.96,69.11,67.42
68.46,67.56,68.69,67.56
68.51,68.10,68.76,68.01
68.33,69.17,69.51,67.69
69.10,68.42,69.45,68.35
68.37,67.74,68.75,67.60
68.41,65.30,68.70,65.30
65.85,66.11,66.28,65.30
66.60,68.57,68.60,66.60
68.23,68.07,68.65,67.90
68.29,69.17,69.78,67.90
68.62,68.87,69.25,68.51
68.72,68.75,69.02,68.41
68.55,68.20,68.94,68.15
68.12,68.24,68.41,67.08
68.31,68.30,68.80,68.09
68.00,68.81,68.81,67.76
68.56,69.79,69.83,68.32
69.57,71.24,71.24,69.45
70.06,69.98,70.30,69.42
69.99,69.47,70.85,69.00
69.30,68.66,69.48,68.18
68.79,67.66,68.79,67.29
67.25,67.74,67.97,67.25
67.90,67.75,67.98,67.40
67.65,67.98,68.29,67.56
68.31,68.54,68.81,67.71
68.11,67.76,68.61,67.76
68.25,67.35,68.25,67.35
67.50,68.62,68.95,67.01
68.92,68.20,68.95,67.46
68.70,69.97,70.00,68.62
69.90,69.72,70.80,69.34
70.04,69.63,70.39,69.56
69.50,69.50,69.74,68.75
69.36,69.66,69.66,68.86
69.50,70.25,70.53,68.88
70.25,69.97,71.00,69.75
69.55,69.49,69.62,68.80
69.13,69.91,70.07,69.13
69.91,69.42,70.09,69.00
68.98,68.05,69.00,67.64
69.65,68.50,69.65,68.50
68.46,69.59,69.75,68.00
69.60,69.29,70.36,69.29
69.55,69.72,70.25,69.31
69.72,70.65,70.78,69.20
70.18,70.02,70.42,69.93
70.22,70.65,70.92,69.78
70.77,70.35,70.77,70.03
70.28,70.68,71.00,70.03
70.76,71.00,71.00,70.01
71.09,71.25,71.50,70.84
70.70,70.42,71.09,70.42
70.52,69.64,70.62,69.45
69.62,70.05,70.27,69.62
70.08,69.91,70.41,69.87
69.72,68.35,69.72,68.34
68.40,68.42,68.65,68.00
68.76,67.64,69.00,67.50
67.81,67.73,67.81,67.10
67.56,67.00,67.73,66.68
67.01,66.54,67.19,66.25
66.32,66.62,67.14,66.32
66.00,66.38,66.96,65.90
66.47,65.99,66.47,65.55
66.39,66.46,66.46,65.82
66.24,65.82,66.55,65.82
65.80,66.55,66.55,65.50
66.46,66.59,67.34,66.22
66.66,65.30,66.91,65.29
65.30,65.52,65.98,65.10
65.56,66.13,66.28,65.38
65.28,63.81,65.28,63.81
63.88,62.80,65.07,62.80
62.18,62.70,63.41,61.91
63.01,62.66,63.20,62.48
62.51,62.43,63.26,62.40
62.75,61.44,62.79,61.33
61.54,61.80,63.00,61.50
61.60,62.01,62.60,61.20
62.23,62.35,63.39,61.94
61.41,62.15,62.25,60.91
62.70,62.62,62.70,61.80
62.62,63.35,63.62,62.50
63.01,64.00,64.00,62.96
63.80,61.95,64.39,61.75
61.95,62.08,62.40,60.80
62.56,62.79,63.01,62.41
62.84,63.09,63.09,62.37
63.09,63.63,63.72,62.34
63.70,63.80,64.14,63.05
63.86,63.60,64.19,63.41
63.79,64.14,64.41,63.64
64.50,64.31,64.70,64.00
64.58,63.97,64.95,63.82
64.15,64.22,64.59,63.84
64.17,63.30,64.44,63.28
63.18,62.61,63.47,62.50
62.63,62.40,63.41,62.05
62.65,63.49,63.63,62.09
63.44,64.51,64.53,63.44
64.34,64.59,64.79,64.27
64.70,65.02,65.15,64.20
62.28,64.29,65.18,62.28
64.03,64.48,64.73,63.85
64.40,63.74,64.60,63.52
63.72,64.07,64.44,62.96
63.68,63.08,64.25,63.01
63.08,64.63,64.88,63.08
65.82,66.35,66.52,65.81
66.21,65.98,66.29,65.44
66.40,66.48,66.67,65.73
66.25,65.81,66.43,65.55
65.74,66.17,66.22,65.30
66.14,65.95,66.66,65.61
66.07,65.92,66.25,65.67
66.06,65.62,66.06,65.21
65.34,65.90,65.98,65.11
64.79,65.76,65.95,64.79
65.39,65.37,65.59,65.05
65.53,65.89,66.15,65.37
65.75,65.58,65.85,65.42
65.69,66.26,66.26,65.14
66.21,65.85,66.42,65.30
66.06,65.94,66.40,65.51
66.30,65.69,66.30,65.15
65.98,65.98,66.24,65.20
65.98,65.63,65.98,65.25
65.56,65.15,66.00,65.02
65.08,65.45,65.60,65.00
65.78,65.97,66.00,65.55
65.78,65.50,65.90,65.13
65.70,65.90,66.00,65.36
65.96,65.81,65.97,65.52
65.97,65.81,66.08,65.35
65.85,66.08,66.30,65.81
65.94,66.42,66.64,65.91
66.75,66.95,66.95,66.35
66.92,67.40,67.42,66.86
67.30,68.03,68.12,67.30
68.31,68.03,68.64,67.96
68.20,68.84,68.84,68.16
67.89,66.92,68.19,66.73
67.14,67.19,67.66,66.47
67.84,67.33,67.84,66.51
67.32,66.07,67.77,66.07
66.67,66.38,66.94,65.87
66.01,66.15,67.99,65.81
65.86,65.98,66.76,65.81
65.71,66.33,66.41,65.50
65.88,65.72,66.23,65.10
65.78,65.82,66.19,65.22
65.92,66.23,66.25,65.76
66.06,66.95,66.95,66.06
67.15,66.99,67.52,66.75
67.47,67.00,67.47,66.76
66.94,67.03,67.25,66.82
67.00,67.00,67.25,66.98
67.05,67.39,67.46,66.84
67.30,69.70,69.70,67.18
68.66,68.49,69.00,68.12
68.50,68.33,68.89,68.12
68.28,68.35,68.40,68.09
68.13,68.22,68.67,67.76
68.63,68.90,69.20,68.29
69.20,69.64,70.31,68.76
69.33,70.00,70.00,69.27
69.45,69.93,70.00,69.43
69.75,69.79,70.15,69.61
69.61,69.13,69.87,68.53
69.32,68.16,69.32,67.97
68.11,67.46,68.36,67.46
67.29,68.12,68.44,67.29
68.76,67.80,68.76,67.42
67.80,67.97,68.45,67.23
68.07,67.16,68.48,67.16
67.36,68.84,68.90,67.25
68.76,68.25,68.76,67.97
68.00,68.37,68.65,67.82
68.50,67.00,68.50,67.00
67.40,67.55,68.19,67.00
67.00,66.20,67.43,66.00
66.14,66.00,66.58,66.00
66.00,67.41,67.75,66.00
67.50,66.77,67.53,66.32
67.27,68.40,68.40,67.15
68.15,68.20,68.38,67.82
67.90,68.30,68.38,67.90
68.15,67.62,68.19,67.28
67.92,68.01,68.05,67.55
68.32,68.38,68.38,67.73
68.33,66.01,68.33,66.01
66.46,67.30,67.57,66.35
67.90,68.24,68.36,67.90
68.05,69.00,69.00,68.02
68.94,70.24,70.25,68.49
69.87,69.80,69.99,69.34
69.80,69.50,69.85,69.32
69.80,69.63,69.80,69.26
69.80,70.11,70.18,69.38
69.98,70.91,70.91,69.61
70.71,71.12,71.37,70.62
71.00,71.60,71.85,70.99
71.85,71.58,72.00,71.40
70.25,71.00,71.27,70.07
70.78,70.76,71.00,70.06
70.62,69.19,71.35,69.01
68.96,69.61,69.61,68.56
69.48,69.83,69.92,69.03
70.00,70.06,70.98,69.15
69.91,69.07,69.99,68.57
69.17,70.01,70.07,69.17
69.50,69.08,69.56,69.05
69.47,70.88,71.00,69.00
70.76,69.57,70.76,69.41
69.34,68.98,69.62,68.72
68.80,69.63,69.63,68.52
69.91,69.45,70.00,69.00
69.80,70.25,70.25,69.16
69.75,69.83,70.50,69.13
70.20,69.25,70.50,69.01
69.28,70.48,70.49,69.03
70.20,69.36,70.45,69.25
69.58,69.04,70.00,68.75
69.06,69.70,70.22,69.05
69.48,69.35,69.87,69.04
68.38,68.97,69.51,68.38
