SYPR,Sypris Solutions,NASDAQ
4.00,3.95,4.00,3.93
3.95,4.02,4.02,3.76
4.12,4.15,4.18,4.06
4.19,4.28,4.28,4.10
4.27,4.34,4.36,4.21
4.35,4.37,4.37,4.26
4.30,4.25,4.30,4.20
4.22,4.27,4.33,4.19
4.06,4.06,4.16,3.90
4.06,4.10,4.15,4.05
4.15,4.19,4.19,4.15
4.28,4.42,4.42,4.08
4.40,4.53,4.56,4.34
5.00,5.36,6.20,4.98
5.72,5.63,5.92,5.40
5.63,5.61,5.68,5.61
5.53,5.30,5.53,5.26
5.40,4.99,5.40,4.93
4.98,4.50,4.98,4.50
4.50,4.35,4.60,4.32
4.27,4.16,4.40,4.11
4.22,4.21,4.29,4.21
4.23,4.24,4.24,4.18
4.25,4.28,4.29,4.23
4.26,4.23,4.30,4.18
4.26,4.20,4.27,4.16
4.21,4.21,4.21,4.15
4.15,4.13,4.18,4.11
4.13,4.33,4.37,4.13
4.31,4.61,4.61,4.22
4.60,4.48,4.60,4.24
4.48,4.57,4.66,4.38
4.56,4.56,4.59,4.55
4.57,4.59,4.59,4.51
4.49,4.56,4.56,4.49
4.47,4.27,4.48,4.18
4.28,4.33,4.36,4.28
4.28,4.40,4.40,4.28
4.60,4.43,4.60,4.42
4.43,4.45,4.50,4.41
4.46,4.46,4.46,4.46
4.40,4.11,4.41,4.10
4.13,4.05,4.15,4.03
4.01,3.95,4.11,3.90
4.00,4.01,4.02,3.96
4.14,4.20,4.20,4.10
4.15,4.24,4.24,4.00
4.21,4.32,4.32,4.12
4.36,4.43,4.43,4.22
4.43,4.31,4.43,4.31
4.40,4.46,4.46,4.31
4.48,4.58,4.58,4.44
4.56,4.75,4.86,4.53
4.55,4.63,4.68,4.53
4.60,4.58,4.60,4.50
4.59,4.36,4.59,4.19
4.18,4.01,4.28,3.97
3.55,3.74,3.78,3.50
3.75,3.77,3.97,3.75
3.79,3.98,3.98,3.75
3.99,4.43,4.43,3.97
4.43,4.50,4.50,4.30
4.49,4.43,4.49,4.43
4.53,4.54,4.56,4.46
4.37,4.36,4.49,4.31
4.30,4.26,4.30,4.25
4.26,4.26,4.26,4.26
4.35,4.25,4.35,4.25
4.28,4.24,4.28,4.24
4.24,4.11,4.24,4.05
4.02,3.92,4.02,3.91
3.91,3.75,3.91,3.69
3.75,3.79,3.80,3.75
3.77,3.77,3.80,3.75
3.76,3.82,3.91,3.76
3.82,3.80,3.82,3.76
3.77,3.77,3.80,3.76
3.82,3.80,3.82,3.78
3.76,3.76,3.79,3.76
3.77,3.75,3.79,3.75
3.75,3.76,3.78,3.70
3.76,3.76,3.76,3.76
3.82,4.00,4.00,3.81
4.10,4.56,4.85,4.10
4.51,4.54,4.63,4.50
4.54,4.54,4.64,4.50
4.50,4.92,5.03,4.40
4.92,4.91,5.02,4.91
4.96,5.02,5.03,4.95
5.01,5.04,5.04,4.97
5.04,5.04,5.06,4.97
4.96,4.96,4.96,4.96
4.95,4.81,5.05,4.74
4.53,4.41,4.90,4.41
4.49,4.69,4.69,4.49
4.69,4.63,4.69,4.54
4.41,4.49,4.49,4.41
4.46,4.45,4.50,4.45
4.46,4.48,4.55,4.45
4.49,4.50,4.51,4.47
4.60,4.40,4.60,4.18
4.37,3.99,4.40,3.95
3.99,3.89,4.06,3.72
3.89,3.84,3.93,3.84
3.76,3.79,3.82,3.74
3.77,3.92,3.95,3.73
3.88,3.98,3.98,3.86
3.98,3.94,4.00,3.87
3.96,3.99,4.00,3.95
4.11,3.91,4.11,3.91
3.94,3.91,3.94,3.91
3.91,3.90,3.98,3.90
3.90,4.00,4.11,3.90
4.09,4.00,4.09,3.92
4.06,4.05,4.06,3.99
4.01,3.99,4.02,3.95
4.00,4.18,4.23,4.00
4.14,4.07,4.14,3.90
4.10,3.76,4.10,3.75
3.80,3.77,3.86,3.54
3.72,3.84,3.84,3.65
3.80,3.67,3.80,3.56
3.69,3.69,3.79,3.50
3.63,3.59,3.65,3.58
3.61,3.57,3.62,3.56
3.50,3.56,3.61,3.50
3.55,3.61,3.61,3.42
3.61,3.59,3.61,3.48
3.53,3.66,3.67,3.45
3.72,3.87,3.97,3.66
3.91,3.98,4.04,3.82
4.05,4.12,4.12,4.05
4.10,3.96,4.20,3.74
4.00,4.17,4.23,4.00
4.22,4.20,4.23,4.08
4.19,4.19,4.25,4.09
4.19,4.22,4.25,4.19
4.15,4.17,4.21,4.11
4.18,3.89,4.18,3.64
3.90,4.05,4.18,3.85
3.99,4.05,4.05,3.99
4.08,4.07,4.13,4.06
4.07,4.06,4.15,4.03
4.10,4.25,4.25,4.06
4.16,4.12,4.16,4.12
4.07,4.08,4.11,4.07
4.06,4.08,4.11,4.03
4.05,4.09,4.10,3.89
4.06,4.03,4.06,4.00
4.03,3.80,4.03,3.69
3.89,3.78,3.90,3.70
3.69,3.63,3.72,3.56
3.74,3.70,3.95,3.63
3.61,3.59,3.75,3.41
3.50,3.51,3.60,3.27
3.44,3.47,3.54,3.25
3.48,3.94,4.14,3.16
3.66,3.46,4.14,3.46
3.54,3.61,3.71,3.48
3.54,3.54,3.96,3.54
3.67,3.68,3.75,3.62
3.70,3.67,3.70,3.60
3.68,3.57,3.68,3.43
3.51,3.18,3.51,3.13
3.17,3.23,3.40,3.17
3.16,3.12,3.30,3.12
3.20,3.08,3.20,3.05
3.02,3.08,3.10,3.00
3.04,3.05,3.05,2.92
2.99,3.17,3.18,2.99
3.16,3.08,3.16,3.00
3.02,3.19,3.19,3.02
3.19,3.26,3.30,3.18
3.15,3.36,3.39,3.15
3.39,3.37,3.42,3.26
3.39,3.40,3.45,3.34
3.40,3.40,3.40,3.40
3.44,3.44,3.44,3.43
3.50,3.44,3.50,3.34
3.64,3.44,3.65,3.44
3.44,3.50,3.50,3.44
3.47,3.39,3.47,3.33
3.28,3.30,3.34,3.15
3.31,2.99,3.31,2.77
3.16,3.11,3.22,2.97
3.09,3.23,3.23,2.94
3.00,3.01,3.01,3.00
3.00,3.02,3.02,2.90
3.15,3.00,3.15,2.98
2.98,3.00,3.04,2.90
3.04,3.00,3.04,2.90
3.09,3.01,3.09,2.94
2.99,2.90,2.99,2.90
2.90,2.90,2.90,2.90
2.90,2.90,3.00,2.90
2.90,2.90,2.90,2.90
2.90,2.90,3.05,2.90
3.00,2.93,3.00,2.91
3.08,3.19,3.19,3.03
3.22,3.22,3.22,3.22
2.88,3.03,3.03,2.87
2.96,3.18,3.18,2.96
3.15,3.05,3.16,2.98
3.22,3.07,3.30,2.90
3.04,3.13,3.13,3.04
3.10,3.23,3.23,3.10
3.19,3.17,3.24,3.03
3.01,2.96,3.30,2.96
2.97,2.94,3.19,2.94
2.96,2.98,3.08,2.86
2.90,2.85,2.90,2.85
3.21,2.95,3.21,2.79
3.21,2.99,3.21,2.84
2.75,2.90,2.98,2.75
3.00,2.95,3.00,2.85
2.95,2.95,2.95,2.95
3.25,3.10,3.25,3.00
3.00,2.85,3.04,2.85
2.85,3.07,3.07,2.85
3.07,2.98,3.18,2.81
3.05,3.12,3.12,2.85
3.12,2.85,3.12,2.85
3.24,3.74,3.74,2.97
3.52,3.60,3.74,3.52
3.70,3.53,3.70,3.53
3.68,3.79,3.79,3.57
3.79,3.69,3.79,3.63
3.71,3.57,3.75,3.57
3.60,3.99,3.99,3.56
3.99,3.97,4.00,3.74
4.01,4.00,4.01,3.90
3.97,3.96,4.00,3.75
3.75,3.91,3.99,3.75
3.78,3.90,3.98,3.75
3.97,3.86,3.97,3.86
3.84,3.96,3.97,3.84
3.97,3.84,3.97,3.84
3.92,3.94,3.95,3.82
4.04,3.75,4.10,3.53
3.80,3.98,4.11,3.75
3.98,4.08,4.25,3.91
4.08,4.00,4.25,4.00
4.05,4.20,4.35,4.05
4.17,4.14,4.45,4.06
4.17,4.12,4.35,4.12
4.13,4.20,4.23,4.12
4.12,4.00,4.20,3.91
4.30,4.21,4.34,4.01
4.20,4.04,4.24,4.04
4.04,3.94,4.05,3.94
4.20,3.94,4.20,3.94
3.94,3.95,4.15,3.93
4.15,3.98,4.17,3.91
4.05,4.04,4.10,3.94
4.10,3.97,4.10,3.94
4.07,4.07,4.20,3.92
4.02,4.15,4.25,3.91
4.24,3.96,4.24,3.96
3.94,3.92,4.08,3.90
4.07,3.96,4.16,3.88
3.98,3.98,4.03,3.94
4.03,3.94,4.04,3.94
3.94,3.92,4.10,3.91
3.92,3.95,4.09,3.90
4.09,4.18,4.31,3.88
4.23,4.21,4.23,4.10
4.23,4.12,4.40,4.12
4.18,4.07,4.25,4.07
4.21,4.09,4.23,4.09
4.07,4.15,4.18,4.07
4.24,4.05,4.24,3.97
4.05,4.07,4.15,4.00
4.09,4.15,4.19,4.00
4.20,4.19,4.20,4.06
4.16,4.18,4.22,4.16
4.20,4.19,4.21,4.13
4.19,4.09,4.24,4.08
4.11,4.17,4.18,4.09
4.19,4.17,4.20,4.10
4.14,4.25,4.27,4.14
4.28,4.06,4.28,4.05
4.01,3.99,4.20,3.97
3.96,4.00,4.12,3.95
4.01,4.20,4.20,3.99
4.09,4.07,4.19,4.02
4.07,4.10,4.19,4.07
4.11,4.19,4.20,4.11
4.31,4.25,4.31,4.18
4.24,4.23,4.24,4.15
4.20,4.19,4.25,4.10
4.20,4.18,4.20,4.14
4.20,4.20,4.20,4.10
4.14,3.95,4.15,3.93
3.96,4.07,4.14,3.95
4.00,3.95,4.04,3.95
4.01,3.91,4.11,3.91
3.93,3.88,4.06,3.78
3.84,4.04,4.04,3.84
3.66,3.77,3.89,3.62
3.70,3.83,3.93,3.70
3.90,3.95,3.97,3.86
3.96,3.88,3.97,3.86
3.86,3.78,3.86,3.78
3.75,3.87,3.87,3.75
3.85,3.94,4.00,3.85
4.01,4.02,4.19,4.00
4.19,4.14,4.20,4.02
4.25,3.93,4.25,3.90
4.00,3.84,4.00,3.75
3.95,3.93,4.00,3.83
3.95,3.85,4.00,3.84
3.90,3.82,3.95,3.81
3.85,3.80,3.90,3.80
3.87,3.85,3.93,3.65
3.81,4.00,4.00,3.81
3.98,4.12,4.12,3.83
4.22,4.01,4.22,3.92
4.05,3.84,4.17,3.81
3.84,3.97,4.17,3.84
3.95,3.95,4.06,3.90
3.99,4.05,4.20,3.98
4.13,4.00,4.15,4.00
4.12,4.14,4.21,4.00
4.18,4.10,4.18,4.00
4.14,4.00,4.14,4.00
4.00,4.18,4.18,4.00
4.17,4.09,4.21,4.09
4.09,4.16,4.17,4.06
4.12,4.13,4.17,4.08
4.15,4.11,4.16,4.07
4.15,4.20,4.20,4.11
4.19,4.19,4.19,4.14
4.18,4.18,4.18,4.10
4.11,4.11,4.17,4.10
4.13,4.17,4.17,4.10
4.17,4.16,4.18,4.16
4.20,4.20,4.20,4.11
4.17,4.20,4.20,4.10
4.19,4.11,4.19,4.00
4.01,4.02,4.18,4.01
4.07,4.02,4.07,4.02
4.04,4.09,4.10,4.02
4.12,4.07,4.15,4.07
4.10,4.09,4.10,4.08
4.09,4.10,4.12,4.00
4.16,4.15,4.16,4.12
4.14,4.12,4.15,4.02
4.12,4.15,4.15,4.03
4.10,4.10,4.15,4.10
4.09,3.99,4.09,3.95
3.97,3.95,4.05,3.95
4.45,4.78,5.05,4.45
4.94,4.82,5.00,4.70
4.80,4.77,4.85,4.66
4.72,4.64,4.90,4.55
4.66,4.83,4.88,4.55
4.85,5.04,5.05,4.77
5.19,5.29,5.77,5.19
5.35,5.43,5.75,5.32
5.48,5.48,5.75,5.48
5.79,5.76,5.89,5.53
5.80,5.90,5.96,5.53
5.90,5.90,6.40,5.90
5.75,5.72,5.84,5.56
5.95,6.01,6.04,5.70
6.12,5.90,6.37,5.82
6.00,5.90,6.05,5.76
5.91,6.14,6.26,5.91
6.12,6.22,6.42,6.12
6.50,6.25,6.50,5.90
6.28,6.49,6.55,6.15
6.51,6.42,6.65,6.34
6.35,6.53,6.59,6.35
6.58,6.46,6.71,6.40
6.53,6.59,6.73,6.49
6.65,6.55,6.65,6.50
6.59,6.40,6.59,6.30
6.40,6.32,6.58,6.19
6.29,6.30,6.40,6.25
6.30,6.00,6.30,5.80
5.99,6.21,6.23,5.92
6.19,6.51,6.55,6.19
6.47,6.49,6.50,6.34
6.59,6.97,7.09,6.46
6.97,7.28,7.34,6.88
7.37,7.53,7.57,7.29
7.54,7.23,7.63,7.20
7.27,7.25,7.32,6.92
7.25,7.18,7.30,7.11
7.30,7.54,7.65,7.16
7.40,7.39,7.59,7.30
7.31,7.02,7.31,6.85
7.08,7.24,7.35,7.08
7.20,7.15,7.21,7.11
7.20,7.20,7.35,7.16
7.23,7.38,7.49,7.23
7.40,6.44,7.40,6.36
6.44,6.00,6.50,5.73
5.89,5.65,5.92,5.56
5.65,5.74,5.93,5.65
5.74,6.02,6.03,5.74
6.10,6.01,6.18,5.85
6.00,6.10,6.20,5.88
6.15,6.46,6.52,6.11
6.46,6.21,6.46,6.14
6.21,5.72,6.31,5.71
5.71,5.82,5.94,5.71
5.96,6.09,6.12,5.85
5.87,6.39,6.49,5.87
6.68,6.95,7.10,6.60
6.99,6.41,6.99,6.30
6.38,6.19,6.45,6.00
6.15,6.44,6.58,6.04
6.56,6.08,6.59,6.05
6.11,6.08,6.27,6.05
6.13,6.33,6.35,5.98
6.35,6.48,6.49,6.35
6.45,6.82,6.84,6.45
6.84,6.90,7.03,6.82
6.98,7.13,7.28,6.94
7.16,7.26,7.40,7.04
7.28,6.79,7.33,6.77
6.80,6.73,6.90,6.60
6.72,6.51,6.88,6.48
6.54,6.58,6.75,6.53
6.61,6.67,6.79,6.51
6.69,6.73,6.80,6.62
6.76,6.81,6.90,6.69
6.83,6.95,7.07,6.67
6.93,6.99,7.08,6.90
7.06,6.99,7.16,6.85
7.02,6.98,7.05,6.97
6.92,7.04,7.10,6.92
7.01,7.09,7.19,7.00
7.10,7.06,7.10,7.02
7.10,7.30,7.30,7.10
7.30,7.33,7.35,7.27
7.33,7.56,7.60,7.33
7.50,7.41,7.50,7.32
7.40,7.06,7.40,6.98
7.04,7.05,7.11,6.98
7.14,7.37,7.45,7.02
7.18,7.11,7.37,7.07
7.12,7.22,7.30,7.10
7.23,7.13,7.31,7.10
7.18,7.18,7.22,7.12
7.14,7.14,7.24,7.08
7.24,7.10,7.24,7.07
7.13,7.08,7.27,7.07
7.12,7.14,7.22,7.10
7.18,7.16,7.19,7.11
7.18,7.02,7.21,6.98
6.92,6.79,6.95,6.69
6.77,6.65,6.79,6.53
6.68,6.75,6.86,6.65
6.83,6.86,6.95,6.75
6.86,7.02,7.09,6.86
7.08,7.21,7.21,7.00
7.16,7.18,7.21,7.03
7.21,7.26,7.30,7.06
7.28,7.28,7.30,7.18
7.23,7.13,7.30,7.08
7.19,7.05,7.19,6.98
6.90,6.78,6.94,6.64
6.79,6.75,6.87,6.71
6.79,6.82,6.84,6.77
6.84,6.60,6.84,6.60
6.58,6.30,6.60,6.13
6.30,6.59,6.63,6.13
6.60,6.66,6.75,6.60
6.79,6.72,6.79,6.55
5.74,4.40,5.86,4.03
4.51,3.73,4.57,3.53
3.67,3.59,3.79,3.51
3.60,3.66,3.83,3.45
3.66,3.68,3.92,3.64
3.66,3.58,3.77,3.52
3.65,3.79,3.88,3.65
3.80,3.75,4.08,3.71
3.71,3.82,3.87,3.71
3.82,3.71,3.91,3.65
3.73,3.69,3.77,3.66
3.70,3.70,3.71,3.66
3.68,3.84,3.87,3.67
3.83,3.91,4.01,3.77
3.89,3.86,4.07,3.86
3.85,4.03,4.03,3.85
4.05,4.02,4.18,3.93
4.00,4.08,4.10,3.92
4.09,4.00,4.12,3.94
4.00,4.04,4.12,3.87
4.03,4.07,4.16,4.00
4.08,4.15,4.16,4.03
4.16,4.03,4.16,4.01
4.01,4.11,4.16,4.00
4.15,4.16,4.19,3.98
4.16,3.98,4.17,3.97
4.00,3.85,4.04,3.81
3.85,3.96,3.98,3.85
3.97,3.99,4.01,3.91
3.99,4.08,4.13,3.96
4.09,4.01,4.09,3.85
4.00,4.12,4.14,3.96
4.10,4.06,4.13,3.90
4.04,3.98,4.10,3.92
4.00,3.89,4.08,3.85
3.89,3.75,3.89,3.68
3.72,3.80,3.84,3.62
3.79,3.96,4.00,3.75
4.01,4.01,4.04,3.65
4.00,4.06,4.10,3.88
4.08,4.10,4.10,3.98
4.08,4.14,4.28,4.03
4.15,4.20,4.21,4.04
4.12,4.03,4.16,3.99
4.03,3.98,4.03,3.90
3.99,3.99,4.08,3.99
3.99,3.92,4.09,3.90
3.90,3.68,3.93,3.65
3.68,3.60,3.71,3.59
3.60,3.64,3.77,3.60
3.66,3.79,3.80,3.66
3.81,3.98,3.99,3.80
3.97,3.99,4.05,3.95
4.01,3.98,4.06,3.93
4.02,4.01,4.05,3.95
4.03,4.08,4.08,3.92
4.07,4.15,4.15,4.00
4.13,4.14,4.15,4.10
4.16,4.14,4.20,4.04
4.16,4.23,4.29,4.06
4.17,4.17,4.25,4.14
4.25,4.10,4.27,4.03
4.06,4.12,4.12,4.02
4.12,4.05,4.12,4.02
4.05,4.00,4.12,4.00
4.00,4.06,4.09,4.00
4.09,4.07,4.09,4.04
4.08,4.26,4.29,4.05
4.26,4.20,4.27,4.10
4.17,4.26,4.39,4.10
4.25,4.49,4.63,4.25
4.49,4.38,4.49,4.36
4.37,4.32,4.44,4.23
4.37,4.32,4.37,4.25
4.31,4.07,4.31,4.05
4.08,4.09,4.21,4.04
4.13,4.08,4.13,4.04
4.07,4.14,4.16,4.07
4.15,4.29,4.38,4.14
4.30,4.19,4.33,4.16
4.23,4.20,4.35,4.15
4.24,4.18,4.29,4.16
4.16,4.08,4.22,3.99
4.12,4.39,4.41,4.06
4.39,4.20,4.39,4.12
4.15,4.10,4.28,4.01
4.05,4.06,4.14,4.03
4.06,3.96,4.09,3.87
3.96,3.89,4.06,3.87
3.86,3.89,3.95,3.86
3.89,4.03,4.03,3.87
4.04,4.26,4.26,4.04
4.21,4.05,4.21,3.98
4.08,4.08,4.19,4.05
4.13,4.04,4.13,4.00
4.07,4.09,4.09,4.00
4.06,4.32,4.39,4.06
4.31,4.18,4.34,4.17
4.18,3.96,4.18,3.96
3.97,3.75,3.99,3.75
3.80,3.66,3.88,3.65
3.69,3.66,3.76,3.61
3.62,3.60,3.69,3.57
3.64,3.58,3.65,3.56
3.60,3.55,3.65,3.53
3.57,3.58,3.67,3.51
3.57,3.78,3.82,3.53
3.75,3.65,3.78,3.64
3.62,3.53,3.68,3.51
3.56,3.43,3.61,3.38
3.39,3.28,3.49,3.21
3.30,3.33,3.46,3.30
3.33,3.30,3.39,3.28
3.35,3.29,3.35,3.28
3.30,3.30,3.32,3.28
3.29,3.28,3.33,3.27
3.28,3.19,3.30,3.16
3.19,3.19,3.23,3.17
3.22,3.20,3.22,3.16
3.19,3.20,3.27,3.15
3.20,3.14,3.36,3.14
3.18,3.20,3.24,3.18
3.23,3.19,3.23,3.15
3.21,3.57,3.71,3.21
3.60,3.57,3.62,3.51
3.60,3.60,3.62,3.50
3.61,3.61,3.66,3.57
3.64,3.56,3.65,3.53
3.51,3.63,3.64,3.51
3.60,3.58,3.60,3.50
3.56,3.38,3.57,3.31
3.35,3.36,3.44,3.35
3.39,3.30,3.40,3.26
3.28,3.16,3.35,3.16
3.18,3.23,3.28,3.18
3.25,3.27,3.27,3.20
3.25,3.29,3.38,3.25
3.28,3.28,3.33,3.27
3.33,3.38,3.43,3.27
3.35,3.31,3.39,3.27
3.27,3.34,3.38,3.27
3.31,3.30,3.38,3.27
3.23,3.30,3.35,3.23
3.28,3.28,3.30,3.25
3.35,3.20,3.35,3.19
3.21,3.14,3.21,3.05
3.17,3.07,3.18,3.06
3.09,3.11,3.14,3.03
3.10,3.07,3.14,3.07
3.10,3.06,3.29,3.06
3.07,3.06,3.16,3.00
3.07,3.19,3.27,3.06
3.22,3.19,3.25,3.14
3.29,3.22,3.29,3.20
3.22,3.20,3.27,3.20
3.16,3.16,3.23,3.11
