AXE,Anixter International Inc. Common Stock,NASDAQ
50.58,51.73,51.76,47.81
50.38,48.12,51.02,48.02
48.51,50.99,51.93,48.15
51.32,51.73,52.47,50.53
52.35,53.83,53.87,51.95
52.85,53.29,54.17,52.63
53.28,53.03,54.64,52.46
51.19,49.09,51.36,48.64
48.13,48.70,50.44,48.05
50.05,48.72,50.09,48.49
48.95,51.29,51.32,48.95
51.03,51.97,52.16,50.45
52.45,52.07,53.18,51.44
51.40,54.19,54.51,51.02
55.04,57.36,57.52,54.66
56.84,57.94,58.53,56.51
58.23,59.01,59.48,58.09
58.90,58.46,60.20,58.16
56.83,56.11,57.67,55.88
54.20,55.85,56.08,53.90
56.88,57.93,58.00,56.63
57.66,56.56,58.21,56.15
56.17,54.15,56.39,53.54
53.44,55.17,55.21,53.25
55.22,55.70,55.90,54.76
56.28,57.51,58.18,54.91
58.20,58.61,58.82,57.35
59.01,58.63,59.37,57.93
57.22,57.74,58.22,56.73
57.85,55.51,58.06,55.43
55.65,53.07,56.06,53.00
51.16,49.33,51.18,48.37
48.99,49.48,49.94,48.75
50.00,48.91,50.02,48.22
50.07,52.13,53.67,49.92
52.25,49.30,52.40,49.18
50.56,49.83,50.81,48.35
48.79,47.44,49.39,47.38
46.96,45.10,47.51,45.05
44.65,48.14,48.23,44.52
48.44,48.27,49.30,47.66
47.85,48.05,48.32,47.41
48.43,49.37,51.09,48.03
50.60,51.31,51.31,50.07
50.59,50.34,50.88,49.69
50.81,52.04,52.87,50.81
51.54,50.84,51.85,50.21
51.51,52.90,53.00,51.35
52.30,49.92,52.30,49.76
49.85,51.37,51.74,49.26
51.03,48.68,51.03,48.36
48.75,48.82,49.49,47.90
49.76,50.50,50.65,48.73
50.62,52.68,53.15,50.62
57.00,56.12,59.45,51.81
57.52,57.66,58.22,56.00
59.63,58.50,60.14,57.97
59.08,59.30,60.00,58.71
58.24,58.69,59.99,57.69
56.24,56.62,57.34,55.57
57.66,57.64,58.18,57.00
58.45,59.63,60.09,56.93
58.87,58.69,59.23,57.94
58.37,58.50,58.74,57.27
58.96,61.96,62.52,58.55
59.61,56.70,60.27,56.61
57.45,58.25,58.25,56.26
59.09,60.32,60.71,58.93
60.26,60.22,60.82,59.51
59.76,60.95,61.29,59.41
60.14,60.07,60.88,59.62
59.75,58.98,60.34,58.58
59.11,59.63,60.14,58.89
58.39,58.09,58.68,57.65
57.91,56.82,58.15,56.41
56.00,54.05,56.11,54.01
53.66,53.28,54.56,53.26
55.18,56.56,56.56,54.92
56.50,56.25,56.94,55.72
58.36,61.41,61.41,58.03
61.01,60.53,61.67,60.36
60.95,60.01,61.46,59.45
60.91,62.08,62.68,60.41
61.98,62.62,62.99,61.55
61.93,62.23,62.55,60.87
61.45,60.01,61.70,59.91
60.39,61.61,61.93,60.33
60.70,60.25,60.70,59.60
60.75,58.66,61.50,58.21
58.07,57.51,58.10,56.57
58.23,57.12,58.61,56.80
57.68,58.30,58.68,57.00
58.84,57.08,59.09,56.97
58.40,59.79,59.88,57.97
59.42,58.94,59.86,57.84
59.12,60.11,60.32,58.97
60.25,61.04,61.04,59.93
60.48,61.15,61.57,60.14
61.02,59.80,61.26,59.52
59.84,60.35,60.59,59.79
60.19,59.64,60.59,59.64
61.32,61.35,62.11,60.39
60.89,61.25,61.75,60.21
60.76,61.23,61.46,59.85
61.32,61.69,62.15,60.62
62.11,61.99,62.46,61.42
62.99,63.45,63.87,62.62
63.64,64.50,65.00,63.54
64.99,65.11,65.65,64.09
64.15,64.68,65.29,64.15
65.04,64.31,65.43,63.95
64.32,65.35,65.62,64.31
65.44,66.66,67.12,64.79
66.53,66.60,66.99,66.00
66.25,66.90,67.33,66.00
66.53,67.14,67.96,65.85
66.84,67.45,67.63,66.52
68.02,68.11,68.72,67.71
67.69,68.29,68.64,67.63
67.73,67.75,68.50,67.39
66.48,65.51,67.00,63.85
65.99,66.57,66.74,65.33
66.63,68.02,68.16,66.63
69.32,70.78,71.27,69.32
70.21,70.23,70.71,69.79
69.89,70.43,70.55,69.59
70.43,70.62,70.91,70.10
70.61,70.24,70.94,69.98
69.41,69.20,69.65,68.83
70.18,69.93,70.61,69.54
69.33,69.57,70.02,68.81
69.86,68.86,70.04,68.53
68.96,69.57,69.85,68.93
69.90,69.43,69.97,69.20
69.44,70.08,70.56,69.04
69.68,68.75,70.01,68.63
68.49,69.02,69.36,67.78
69.58,69.54,70.58,68.90
68.78,68.68,69.21,67.52
68.68,69.51,69.85,68.36
69.71,69.54,70.19,68.80
69.77,69.40,70.39,69.32
69.26,68.26,69.85,67.82
67.84,68.36,68.46,67.35
67.60,67.53,67.60,67.00
67.66,68.50,68.76,67.51
68.97,69.60,69.89,68.48
69.49,70.92,71.45,69.07
70.86,70.84,70.93,69.88
71.40,72.37,72.39,70.94
72.20,71.34,72.76,70.98
71.19,71.74,72.00,70.98
71.86,71.58,72.15,71.32
71.68,72.37,73.13,71.31
71.77,70.98,72.20,70.34
71.11,71.38,71.67,70.47
70.60,70.98,71.10,69.85
71.11,71.90,72.10,70.81
72.86,73.16,74.00,72.16
73.30,73.37,73.96,72.88
73.26,72.13,73.26,71.32
71.66,72.27,72.52,70.92
72.94,72.53,73.32,72.16
72.32,73.06,73.15,71.04
72.76,72.13,72.98,71.69
71.27,71.29,71.48,69.89
70.83,70.71,71.19,70.49
69.31,70.13,70.69,69.16
69.78,69.26,70.06,68.82
69.58,70.09,70.30,69.01
70.02,70.87,71.25,70.02
70.69,70.34,71.39,70.12
70.68,70.71,71.05,69.78
71.29,71.48,71.91,71.29
71.08,70.71,71.32,70.29
70.57,69.65,71.07,69.44
70.45,70.31,70.71,69.99
69.20,69.68,69.86,68.53
69.88,69.53,71.27,68.16
69.60,66.98,69.60,66.68
66.64,68.56,68.59,66.55
68.93,69.42,69.61,68.82
69.39,68.58,69.39,68.43
68.36,68.82,69.71,67.87
68.50,69.43,69.59,68.13
69.44,69.23,69.94,68.92
68.87,67.91,69.04,67.49
67.65,68.06,68.42,67.43
67.47,68.21,68.28,66.39
67.38,68.16,68.53,66.86
68.61,67.60,68.64,67.34
67.30,67.74,68.22,67.30
62.68,61.71,62.99,61.08
61.87,61.63,62.70,61.50
61.85,60.50,62.01,60.41
60.42,58.54,60.93,58.51
58.48,58.07,59.73,57.77
58.40,59.01,59.28,57.94
59.00,59.47,59.53,58.50
58.88,58.50,59.55,58.33
58.73,58.50,58.74,57.84
59.00,58.43,59.20,58.19
58.79,60.07,60.32,58.79
59.60,59.00,59.60,58.53
59.00,57.51,59.31,57.12
55.83,55.56,56.92,55.43
55.89,55.05,56.11,54.43
54.77,56.24,56.39,54.51
56.62,56.86,57.17,56.07
57.67,56.05,58.11,55.96
55.84,56.40,56.59,55.34
56.87,54.53,57.22,54.47
54.84,54.72,55.28,53.90
54.73,53.23,54.87,53.08
53.35,53.11,53.85,52.48
53.11,53.03,53.58,52.76
52.66,53.90,53.94,52.23
54.32,55.31,55.48,54.21
55.28,55.95,56.30,54.83
55.87,53.80,56.22,53.66
54.23,54.47,54.69,53.67
53.50,52.85,53.53,52.59
52.94,52.22,53.43,52.10
52.25,52.52,52.86,51.84
52.06,51.14,52.40,50.75
52.33,53.05,53.18,51.99
53.35,53.72,53.73,52.82
53.60,55.12,55.12,53.60
54.88,55.11,55.38,54.19
54.61,53.84,55.06,53.35
53.58,53.17,53.92,52.83
53.30,52.00,53.93,51.80
52.05,52.59,52.84,51.63
51.97,52.69,52.95,51.59
52.95,53.58,53.90,52.82
53.20,52.09,53.43,51.93
52.30,51.62,52.54,51.24
51.35,53.70,53.76,51.13
54.09,54.47,54.75,53.65
54.10,52.87,54.20,52.85
51.76,51.97,52.43,51.63
48.13,49.92,51.66,47.98
50.38,49.76,50.68,49.23
50.39,51.04,51.14,49.76
51.85,54.67,54.98,51.67
54.76,55.54,55.72,54.46
55.40,56.91,57.61,55.35
57.09,55.65,57.09,55.50
55.28,55.27,55.79,54.15
56.27,56.72,57.11,56.03
56.60,57.15,57.62,55.94
57.35,59.65,60.49,57.14
59.63,59.64,60.09,59.34
59.40,59.90,60.09,58.95
59.75,60.15,60.24,59.30
59.96,60.23,60.40,59.72
60.48,59.96,60.91,59.84
59.65,60.70,60.88,59.65
60.52,61.43,61.69,60.37
61.41,61.37,61.76,61.11
61.47,61.29,61.47,60.91
61.45,61.21,61.90,60.81
61.19,61.06,61.37,60.57
60.95,60.92,61.27,60.65
60.62,61.07,61.28,60.28
61.21,60.92,61.21,60.68
60.77,61.26,61.46,60.77
61.33,61.24,61.85,61.05
60.83,60.00,60.83,59.97
60.54,60.13,60.85,59.95
59.89,60.75,61.32,59.60
60.66,60.81,61.24,60.31
61.34,62.10,62.96,60.98
62.20,62.13,62.76,61.90
62.24,62.25,62.42,62.11
62.12,62.31,62.61,62.11
62.59,62.93,62.93,62.11
63.00,63.01,63.19,62.44
63.32,63.63,63.92,63.23
63.33,63.18,63.57,62.83
63.00,62.65,63.25,62.38
62.65,62.75,63.23,62.64
62.30,62.05,62.50,61.73
62.73,62.56,63.09,62.40
62.15,62.19,62.53,61.59
59.22,57.30,60.49,57.15
57.30,56.36,57.42,56.17
56.40,57.58,57.59,56.40
57.24,57.46,57.78,56.83
57.67,57.74,58.31,57.18
58.00,57.05,58.24,56.98
57.25,57.04,57.29,56.61
57.28,57.00,57.42,56.69
57.36,56.99,57.70,56.86
56.63,56.91,57.15,56.61
56.78,55.36,56.78,55.20
55.10,54.70,55.25,54.26
55.14,55.15,55.49,54.56
54.99,54.36,55.32,54.11
54.45,55.29,55.29,54.17
55.51,55.74,56.00,55.41
55.78,56.80,56.91,55.68
57.25,56.49,57.25,56.28
55.94,55.77,56.16,55.65
55.76,55.73,56.10,55.00
54.98,56.34,56.90,54.80
56.49,56.13,56.77,55.90
56.58,57.52,57.52,56.26
57.40,57.27,57.75,56.55
57.36,58.62,58.62,57.36
58.42,59.51,59.71,58.39
59.89,58.94,59.92,58.80
59.10,60.03,60.18,59.10
60.22,60.94,61.08,60.01
59.81,59.45,60.40,59.27
59.45,59.00,59.66,58.26
58.58,59.57,60.01,58.54
59.82,59.15,59.82,58.80
58.61,58.64,59.20,58.38
58.95,58.18,59.17,58.18
58.07,57.92,58.52,57.62
58.17,57.50,58.17,57.04
58.05,58.91,59.00,57.87
58.64,58.60,58.81,58.20
58.84,58.83,59.03,58.43
59.18,59.96,60.51,58.31
59.62,59.70,59.91,59.20
59.54,59.59,59.98,58.86
59.21,59.99,59.99,58.80
60.48,61.00,61.00,59.87
61.13,61.08,61.15,60.58
61.50,60.92,61.50,60.50
60.95,61.53,61.61,60.71
61.86,61.67,62.00,61.16
61.49,61.47,61.80,61.11
61.96,61.71,61.98,61.39
62.20,61.68,62.20,61.27
62.00,61.75,62.30,61.29
61.98,61.36,62.41,60.99
61.35,61.07,61.76,60.74
60.98,61.04,61.57,60.73
61.28,61.81,61.87,61.23
62.12,63.02,63.11,61.75
62.90,62.86,63.28,62.54
63.01,63.45,63.54,62.76
62.77,63.20,63.25,62.25
63.18,62.87,63.37,62.54
63.04,63.00,63.26,62.79
62.94,63.14,63.26,62.28
62.66,62.64,63.19,62.47
62.45,63.98,64.00,62.00
64.50,65.92,65.98,63.99
66.09,65.70,66.89,65.43
66.03,66.50,66.72,65.63
66.24,66.51,66.82,66.24
66.29,65.01,66.56,64.85
64.99,64.80,65.64,64.70
64.91,64.51,65.21,63.92
64.58,64.84,65.03,64.09
64.78,64.80,65.28,64.52
64.57,64.98,65.39,64.31
64.91,66.79,67.51,64.91
67.17,67.84,68.20,67.08
67.58,66.42,68.13,65.60
66.38,66.68,66.77,65.81
66.59,67.02,67.15,66.55
67.10,66.94,67.80,66.71
67.19,67.72,68.15,67.03
67.65,67.56,68.42,67.37
67.26,66.16,68.19,64.90
65.90,67.25,67.47,65.90
67.46,67.28,67.55,66.56
67.67,68.13,68.31,67.16
67.71,68.13,68.71,67.71
68.23,69.91,70.37,68.13
69.34,69.75,70.06,69.09
69.64,69.81,70.70,69.34
69.90,70.90,71.43,69.90
70.68,70.66,71.11,69.99
70.66,70.34,70.90,70.10
70.49,70.13,70.68,69.38
70.06,70.39,70.60,69.88
70.30,70.36,70.94,69.95
70.48,70.60,71.02,70.05
70.63,69.90,70.83,69.55
69.86,69.50,69.86,68.84
69.90,69.98,70.23,69.45
70.25,68.57,70.49,68.54
68.87,68.56,68.87,68.14
68.62,68.96,69.79,68.36
69.01,68.92,69.67,68.65
68.60,68.64,69.00,67.86
68.50,68.14,68.81,67.22
68.52,68.76,69.76,68.52
68.98,68.82,69.29,68.57
68.83,69.19,69.57,68.72
69.64,69.51,69.85,69.11
69.42,69.74,69.91,69.26
69.39,69.84,69.98,69.39
69.77,70.04,70.41,69.61
70.33,70.62,70.67,70.21
70.69,70.71,70.81,70.37
69.90,70.63,70.76,69.51
70.65,70.51,70.87,69.92
70.82,70.87,71.25,70.63
70.52,70.61,70.87,69.87
70.76,70.36,70.98,70.07
70.91,70.47,70.91,69.61
70.45,70.15,70.97,69.91
69.71,69.83,70.28,69.40
69.91,69.92,70.08,69.26
69.74,69.09,69.83,68.49
69.38,69.20,69.52,68.60
69.35,68.54,69.35,68.26
68.62,68.74,68.76,68.24
67.82,68.51,68.56,67.37
68.51,68.92,68.97,67.78
69.24,69.11,69.64,68.97
69.14,70.34,70.61,69.09
70.38,70.42,70.87,70.04
70.16,69.96,70.36,68.90
69.54,67.76,69.94,67.59
68.24,68.23,68.46,67.55
67.73,66.81,67.73,66.26
66.80,65.86,66.95,65.39
65.87,65.40,66.12,65.05
65.54,65.91,66.42,64.94
66.75,68.70,69.69,66.10
68.59,70.07,70.16,68.59
70.49,70.96,71.60,70.22
70.87,70.60,71.00,70.23
71.19,70.81,71.49,70.59
70.83,71.74,71.74,70.43
71.43,69.51,71.47,69.48
69.79,69.86,70.10,69.58
70.33,71.34,71.89,70.33
71.37,71.49,72.27,71.25
71.81,72.16,72.42,71.23
72.13,72.61,72.61,71.84
72.34,72.28,72.85,72.06
72.50,72.96,73.03,72.30
72.72,72.24,72.86,72.08
72.28,73.18,73.27,72.28
72.97,74.00,74.22,72.87
73.91,73.97,74.92,73.72
74.39,74.89,74.95,74.23
74.76,75.88,76.25,74.76
75.98,76.37,76.83,75.65
76.31,75.46,76.84,74.90
74.78,75.56,75.86,74.78
75.34,75.72,76.15,74.71
76.71,76.46,77.36,76.03
76.13,76.09,76.39,75.26
76.18,76.95,77.36,76.11
76.62,76.73,77.95,76.37
76.72,77.32,77.38,75.50
77.36,76.70,78.22,75.96
76.03,75.80,76.81,75.31
75.86,76.77,76.81,75.60
77.27,77.35,78.12,76.86
77.44,77.35,77.76,76.83
76.28,76.97,77.55,75.80
77.54,75.85,77.68,75.49
75.66,77.07,77.21,74.58
76.95,76.55,77.44,76.39
77.29,76.93,77.43,76.57
77.10,77.90,78.19,76.94
77.82,77.07,78.04,76.66
