WLL,Whiting Petroleum Corporation Common Stock,NASDAQ
81.25,80.57,81.79,79.91
80.39,81.52,81.78,78.83
81.56,81.93,82.17,79.99
81.22,78.23,81.43,78.04
78.54,79.56,80.03,77.43
79.04,82.35,82.93,78.15
82.88,82.11,83.40,81.48
83.09,84.72,85.55,82.88
84.42,85.48,85.76,83.13
85.90,86.15,86.35,84.86
86.48,83.49,86.81,82.44
83.84,83.13,84.36,81.70
86.20,87.18,89.15,86.20
85.49,88.01,88.47,85.29
90.00,92.73,93.23,89.54
92.36,92.74,93.49,90.98
93.59,92.90,93.59,91.17
92.43,92.02,92.62,91.13
91.61,91.65,91.74,89.76
92.00,92.83,92.99,91.45
92.42,91.92,92.54,90.48
90.42,87.94,90.42,86.86
86.00,86.97,88.00,85.73
86.57,87.73,89.00,86.57
87.09,88.45,89.01,86.73
89.44,91.07,92.20,88.98
90.83,91.62,91.97,89.52
91.08,90.28,91.83,89.57
89.60,88.06,89.65,86.36
88.73,87.03,89.32,86.85
85.21,83.86,85.49,83.22
83.30,84.41,84.81,81.89
85.02,84.29,86.68,84.24
85.04,86.54,86.90,83.03
86.26,85.14,87.21,84.97
84.82,84.84,86.45,83.98
85.92,89.23,89.66,85.83
89.23,90.56,90.93,88.51
91.52,92.06,92.47,90.55
90.78,91.28,91.76,90.36
91.64,92.19,92.88,91.50
93.69,91.52,93.69,90.63
91.58,91.22,92.41,90.87
91.68,91.69,92.66,90.30
91.49,90.65,92.72,90.43
89.98,89.08,90.35,88.86
88.82,90.60,91.49,88.06
90.63,92.78,93.20,89.67
92.61,96.28,96.57,92.55
97.27,96.88,98.24,96.03
96.91,95.04,98.27,94.11
93.74,92.78,95.11,92.09
94.73,95.28,96.31,93.54
95.52,95.90,96.28,94.95
95.84,96.41,96.77,93.43
96.71,96.26,98.00,95.52
96.74,95.51,97.15,93.30
96.94,97.47,97.91,95.90
97.01,97.71,98.18,96.85
98.72,100.23,101.11,97.42
100.37,100.22,102.22,99.63
101.02,101.15,101.41,99.65
101.10,103.51,104.10,100.70
103.79,103.67,105.43,103.40
103.28,103.91,104.38,101.16
104.93,104.34,105.00,103.72
104.36,104.86,106.76,104.33
105.51,104.46,105.97,103.66
104.42,105.00,105.46,104.11
103.52,100.78,103.57,99.12
101.22,101.56,102.60,100.72
101.82,101.48,102.24,99.48
100.96,100.97,101.37,99.17
101.88,100.57,103.27,100.42
100.50,100.50,102.17,100.28
99.51,100.01,100.25,98.14
100.25,98.53,102.15,96.84
98.59,100.44,100.94,98.42
101.02,99.84,102.00,99.15
100.77,102.68,102.99,100.40
102.81,103.02,103.19,100.93
104.40,106.86,108.00,104.36
106.55,106.47,107.21,105.57
105.79,107.35,107.80,105.38
108.00,105.80,109.04,104.56
106.03,107.29,107.30,105.33
106.33,108.61,109.12,106.33
107.86,106.22,107.86,105.34
107.50,105.36,107.56,105.33
104.23,103.96,104.23,102.45
104.04,104.94,106.40,103.51
106.34,107.91,108.19,105.82
107.30,109.38,109.53,106.64
108.66,109.75,110.00,107.51
108.30,107.05,109.00,106.56
107.76,109.01,109.40,107.63
107.95,108.75,109.48,107.54
108.09,109.35,110.36,106.61
108.18,110.05,112.35,105.16
111.84,112.22,112.87,111.03
110.99,112.85,113.04,110.99
112.12,113.49,114.22,112.07
113.10,113.64,114.07,112.73
115.20,115.00,116.24,113.71
115.37,111.45,115.84,110.74
112.59,112.16,113.12,110.33
112.42,113.61,114.25,112.25
114.39,112.38,114.87,111.94
112.50,113.09,114.08,112.21
112.88,112.60,114.16,112.16
112.85,113.39,113.94,112.13
113.48,113.84,114.87,113.20
114.07,114.18,114.30,112.95
114.67,117.50,117.71,114.45
117.86,118.16,118.80,117.18
118.16,118.21,118.64,117.25
117.88,117.33,117.88,115.97
117.73,117.29,117.98,116.64
117.48,117.21,118.10,116.95
117.30,116.19,117.60,115.77
116.22,117.19,117.88,116.01
118.21,115.78,118.68,114.30
115.69,116.00,116.31,114.53
114.53,115.77,116.24,113.16
115.89,112.72,117.00,111.76
112.53,113.44,113.62,110.52
113.01,115.37,116.00,112.40
115.78,116.65,117.30,114.62
117.87,118.14,118.75,117.44
118.22,116.18,118.40,115.76
115.49,117.10,117.48,114.77
117.24,120.57,120.68,117.20
120.61,120.07,122.05,119.72
119.70,116.24,119.70,115.17
117.23,114.87,117.71,113.50
115.00,116.12,116.83,114.23
115.42,113.81,116.12,112.74
115.01,118.86,119.05,114.70
118.87,118.13,119.02,116.82
118.54,122.75,123.83,118.09
123.17,126.28,127.21,122.75
127.50,127.21,129.52,126.34
127.22,126.82,129.33,126.35
127.04,125.91,127.57,124.78
126.48,124.73,126.99,123.04
125.58,125.23,127.12,124.83
125.53,125.17,126.31,122.91
124.79,123.61,125.95,122.99
122.81,122.95,124.28,121.65
123.09,121.59,123.23,121.40
121.81,123.78,123.94,121.81
123.77,121.23,125.35,121.13
122.15,121.10,122.75,120.87
121.42,124.56,124.95,120.75
124.54,124.08,125.38,123.35
126.37,123.91,129.87,122.62
62.22,63.51,63.75,62.20
62.71,64.00,66.10,62.40
64.04,65.42,65.67,63.07
65.65,65.34,66.51,64.23
65.70,65.26,66.33,64.38
65.10,67.71,67.98,64.68
67.70,68.37,68.55,67.51
68.44,68.62,68.93,67.38
69.43,67.63,69.74,66.97
67.63,67.13,67.99,66.36
66.42,66.06,66.89,65.25
64.86,62.72,64.86,61.96
62.15,63.40,64.21,61.74
63.21,63.79,64.21,62.23
61.47,63.54,65.58,60.43
63.79,63.97,66.29,63.14
68.37,67.29,68.55,65.46
68.44,65.90,68.44,65.59
67.59,68.40,68.41,66.84
68.60,68.38,68.96,68.00
68.35,68.53,69.06,67.61
68.93,68.99,69.37,67.67
69.42,70.00,70.26,68.85
70.04,69.76,72.61,69.71
69.76,72.10,72.15,68.81
72.95,74.40,75.91,72.76
74.72,73.45,75.33,73.38
74.22,74.26,74.95,73.73
74.96,74.46,75.06,73.90
73.78,74.50,74.96,73.28
74.98,72.64,75.40,71.79
72.48,72.84,73.20,71.45
73.57,73.93,75.24,73.57
74.26,71.43,74.38,71.03
70.50,68.16,70.51,67.70
68.92,69.45,71.42,68.80
68.58,69.81,69.98,68.31
70.02,70.61,71.08,68.94
69.44,69.73,70.18,68.19
69.76,69.89,70.40,68.80
71.03,71.73,71.76,70.01
72.00,72.32,72.43,71.41
72.49,72.67,72.77,71.06
72.79,72.78,73.23,71.82
72.93,72.35,73.06,70.77
68.51,69.00,69.75,66.02
69.20,69.50,69.62,68.20
69.68,66.80,69.70,66.32
66.59,66.05,66.98,64.70
65.76,64.05,65.85,63.44
63.14,61.97,64.44,61.09
62.31,62.38,64.32,61.60
62.59,65.19,65.94,62.51
65.15,65.39,65.97,64.34
65.09,63.07,65.14,62.51
62.56,62.96,63.49,61.58
63.21,62.39,63.47,61.51
62.16,62.28,64.20,61.42
61.83,61.89,62.38,60.84
62.31,63.76,64.23,62.06
64.11,63.74,64.66,62.93
63.92,65.04,65.31,63.19
63.67,62.98,63.70,62.50
64.32,65.53,66.27,64.31
65.21,65.86,67.16,65.20
65.64,65.89,66.12,65.03
66.70,66.75,67.36,65.92
68.65,67.10,69.29,66.27
67.00,64.97,67.43,64.56
65.11,64.50,66.40,63.72
63.59,64.61,65.81,63.05
64.34,61.89,64.68,61.74
62.44,61.30,62.83,61.20
61.72,61.34,62.63,61.03
60.28,60.15,62.40,59.51
59.43,57.93,59.96,57.85
57.94,56.19,58.36,55.32
56.96,56.74,57.74,56.58
56.18,55.71,57.08,55.25
56.73,54.86,56.79,54.38
55.21,53.95,55.38,53.64
53.74,53.94,54.33,53.25
53.86,56.00,56.27,53.68
55.70,54.26,56.15,54.08
53.24,54.78,54.84,52.53
54.96,52.80,55.02,52.62
52.59,52.69,53.20,52.08
53.31,54.89,55.40,53.31
55.29,55.84,56.38,54.29
56.20,56.91,57.02,55.76
56.65,57.54,57.81,55.77
57.27,57.94,58.57,56.69
57.65,58.26,58.76,57.46
59.03,59.54,60.74,59.02
58.41,58.37,58.79,57.58
57.25,55.78,57.30,55.34
55.72,55.57,56.44,55.36
56.10,56.44,57.67,56.10
57.19,55.50,57.45,55.30
58.15,58.48,59.22,57.76
58.09,58.62,59.04,57.65
59.42,60.38,60.39,59.20
60.93,61.50,61.94,60.43
62.01,62.36,63.31,61.82
61.51,62.26,62.29,61.51
61.63,62.55,63.15,61.24
62.81,62.56,62.97,62.00
62.35,61.07,62.49,60.81
54.20,55.76,57.95,53.17
55.17,58.60,59.96,54.85
59.49,59.02,59.77,58.22
58.80,56.77,59.56,56.73
57.05,56.75,57.45,55.15
56.23,52.52,56.92,52.41
53.90,50.98,54.28,47.95
48.17,43.39,48.95,42.92
44.24,47.96,47.98,43.00
46.55,46.92,49.41,45.90
47.39,47.96,48.73,46.22
48.67,49.56,50.55,48.00
50.06,51.23,52.02,50.06
50.20,48.88,50.65,48.39
49.52,49.24,50.33,48.60
47.31,45.21,47.32,44.65
44.36,44.02,46.13,43.84
45.19,41.82,45.76,41.46
42.15,44.15,44.15,40.92
44.04,44.92,44.96,43.36
45.34,43.59,45.98,43.10
42.95,45.28,45.38,42.37
46.18,46.55,46.58,45.65
46.10,46.72,47.08,45.31
47.22,47.11,47.95,46.38
47.24,45.44,47.53,45.27
44.44,44.69,45.10,43.70
43.28,44.57,44.64,42.38
45.66,46.54,46.61,45.04
46.38,45.08,47.12,44.67
44.46,43.67,45.33,42.88
42.46,43.59,43.71,42.39
43.81,44.38,44.69,43.22
44.67,44.82,45.52,43.54
45.40,45.63,45.92,44.67
46.74,46.27,47.22,45.85
45.18,44.12,45.18,43.45
44.57,42.65,44.69,42.55
42.90,41.04,43.91,40.94
39.25,37.41,39.25,36.31
37.07,36.18,37.56,35.79
36.45,36.69,36.83,34.93
38.36,38.60,40.13,38.20
37.52,35.41,38.60,35.32
37.76,36.32,37.90,35.34
35.53,35.08,36.31,34.65
34.71,30.66,34.75,30.39
29.95,32.91,32.92,28.87
32.97,36.03,36.52,32.40
35.96,37.00,37.69,35.31
37.50,35.54,37.75,35.33
36.54,38.51,38.63,36.48
37.43,37.76,38.28,36.85
38.42,38.01,38.97,37.95
37.87,38.07,38.30,36.85
38.98,40.05,40.15,38.75
42.09,40.00,42.16,39.56
40.09,42.29,42.65,38.67
42.46,43.92,46.22,42.01
43.71,44.18,44.83,42.68
45.23,46.22,46.49,45.10
46.50,48.02,48.11,46.42
48.11,44.89,48.25,44.73
45.86,46.51,46.82,44.00
48.60,49.67,50.94,47.85
49.31,50.39,50.53,48.70
48.96,46.55,48.96,46.50
44.09,44.59,45.65,43.00
46.18,48.00,48.05,45.77
48.45,47.88,50.33,45.72
46.29,47.02,47.54,46.26
46.85,48.07,48.25,46.72
48.90,49.06,49.26,47.60
46.87,46.36,47.80,46.04
47.32,47.30,47.93,45.84
48.06,49.20,49.44,47.60
49.73,48.88,49.79,48.20
48.62,49.17,49.63,48.16
48.78,50.39,52.38,48.78
50.43,47.79,50.62,47.38
48.41,47.00,48.49,46.44
45.89,45.16,45.89,43.62
45.00,44.30,45.50,43.90
43.51,41.96,43.63,41.88
41.71,41.27,42.37,41.17
45.28,44.00,45.61,43.43
44.19,44.41,45.18,43.90
46.96,46.51,47.88,45.92
46.68,48.14,48.45,46.57
48.93,49.21,49.85,48.69
50.42,49.36,50.56,48.74
49.32,49.14,49.86,48.48
48.87,48.75,49.11,47.92
48.41,46.73,48.96,46.57
46.59,48.04,48.33,46.47
47.36,46.54,47.36,45.58
47.86,46.41,48.62,45.32
46.23,43.10,46.24,42.95
44.18,43.40,44.33,42.92
43.90,45.27,45.36,43.34
45.59,43.93,45.87,43.69
45.09,46.14,46.85,45.05
46.18,46.73,46.88,45.09
47.07,47.69,47.85,46.70
47.94,47.43,48.04,46.75
47.32,46.86,47.72,46.55
46.85,45.61,47.10,45.23
45.70,46.33,46.38,45.40
46.14,46.69,46.99,46.03
47.98,49.20,49.57,47.98
49.29,50.25,50.34,48.67
49.80,51.83,51.83,49.41
52.07,51.84,53.01,51.64
51.83,52.10,52.31,51.48
52.02,51.50,52.62,50.75
51.35,51.09,51.56,49.98
51.30,50.31,51.50,50.16
49.82,49.81,50.02,48.89
50.79,51.00,52.00,50.58
50.83,51.22,51.51,50.12
51.74,50.72,51.99,50.57
47.91,48.33,48.48,46.55
48.73,50.27,50.40,48.59
49.83,50.53,50.53,49.23
50.43,51.88,52.06,49.88
52.53,50.38,52.70,49.92
50.68,50.74,51.36,50.32
49.90,50.31,50.48,49.65
50.81,50.09,51.18,49.60
50.31,50.12,50.81,49.55
50.26,48.87,50.44,48.76
49.56,49.50,49.72,48.66
49.04,50.51,50.60,48.83
50.77,51.35,51.57,48.92
51.58,52.88,53.86,51.57
53.36,53.09,53.98,52.06
52.52,50.89,52.52,50.26
51.51,51.93,52.16,50.90
51.79,52.90,53.89,51.79
53.46,53.06,54.13,52.75
52.95,54.88,55.13,52.29
55.68,55.16,55.82,54.06
57.75,56.73,57.75,55.56
56.70,56.56,57.04,55.83
59.00,59.93,60.17,57.51
60.56,62.47,63.97,60.15
61.00,61.66,62.84,60.35
61.09,59.94,61.49,59.70
59.95,58.64,60.20,58.30
59.05,59.67,60.65,58.43
59.54,57.95,59.85,57.41
57.81,57.33,57.81,56.24
55.27,55.60,56.35,54.51
56.17,56.72,57.08,55.43
57.00,57.72,58.02,56.29
58.03,57.30,58.46,57.02
56.96,56.28,56.96,55.72
56.70,57.03,57.10,55.44
56.90,57.16,58.12,56.51
57.13,57.53,58.07,56.62
57.59,59.35,59.57,57.54
59.26,59.24,59.72,58.75
58.44,57.14,58.45,56.65
57.01,56.61,57.27,55.88
55.56,54.62,55.92,54.09
54.95,56.22,56.49,54.15
57.04,56.62,57.40,56.24
57.16,55.01,57.16,55.00
54.92,53.58,55.09,53.00
53.04,54.25,54.32,52.86
54.61,54.30,54.91,53.47
54.19,55.12,55.67,53.65
55.12,54.87,55.22,54.21
53.64,53.13,54.42,52.70
52.92,52.92,54.05,52.60
51.86,52.45,52.86,51.00
52.29,51.17,53.17,50.96
52.13,50.50,52.20,50.40
51.06,52.29,52.57,50.80
52.18,52.17,52.58,51.28
52.20,51.52,53.00,50.95
52.16,53.34,53.96,52.07
53.22,53.55,53.94,52.68
53.68,54.23,55.21,53.65
54.91,53.72,55.36,53.71
52.61,53.50,53.78,51.64
53.44,53.91,54.25,52.81
54.78,55.91,56.12,54.11
55.90,56.11,57.11,54.50
56.76,56.79,57.16,55.87
56.72,57.20,57.43,56.18
57.29,57.67,58.33,56.63
56.98,55.75,57.13,55.38
55.44,53.28,55.75,52.86
52.68,51.28,52.78,50.95
50.78,51.41,52.25,50.17
50.76,49.76,50.76,48.31
48.48,49.30,49.65,48.00
50.24,49.25,50.67,49.11
48.75,48.62,50.12,48.45
47.89,47.45,48.68,47.32
47.47,45.22,47.75,44.97
45.51,44.65,46.67,44.54
44.70,44.29,45.55,44.07
44.59,44.20,45.29,43.95
44.56,46.13,46.39,44.51
46.26,45.88,47.68,45.40
45.18,45.57,45.65,43.58
45.76,44.27,45.88,43.39
44.35,44.68,45.05,44.31
45.33,45.92,46.57,45.29
44.75,43.99,44.90,43.63
43.98,43.21,44.11,41.86
42.03,40.24,42.07,40.01
40.27,40.08,40.59,38.80
39.95,41.07,41.35,39.82
41.80,42.50,43.15,41.67
43.62,42.65,44.10,42.29
42.02,42.17,42.29,40.85
42.93,41.07,43.07,41.00
41.43,41.37,42.00,40.53
40.61,39.98,41.35,39.77
40.23,40.18,40.91,39.50
40.22,40.92,41.00,40.02
40.34,39.14,40.36,38.81
39.96,39.93,40.07,39.15
39.81,39.87,40.70,39.40
39.80,36.70,39.87,36.54
37.17,37.19,37.74,36.38
36.37,36.41,36.65,35.75
36.34,36.97,37.06,35.68
37.35,37.76,38.04,36.94
37.47,38.35,38.45,37.11
39.83,41.12,41.14,39.59
40.97,41.25,41.41,40.09
42.06,43.58,43.63,41.97
43.00,43.17,43.91,42.48
42.03,41.41,42.26,40.80
41.24,40.61,41.26,40.15
40.72,38.64,41.07,38.29
39.02,39.74,39.92,38.48
38.80,39.00,39.50,38.32
40.23,40.04,40.51,39.40
39.90,39.93,40.18,39.24
40.42,41.14,41.26,39.44
40.87,41.74,42.32,40.77
42.00,43.39,43.76,42.00
42.66,43.14,43.23,42.09
42.03,41.82,42.25,41.22
41.70,40.69,42.03,40.01
40.93,40.38,41.36,39.85
39.50,39.52,40.89,38.65
39.72,42.23,42.70,39.52
42.60,41.56,42.70,40.86
41.50,40.40,41.77,40.36
40.70,40.56,40.95,39.91
39.86,39.21,40.27,38.41
40.41,41.22,41.82,40.25
41.25,42.13,42.70,41.25
42.68,44.64,44.79,42.60
44.14,44.78,45.17,43.82
44.69,45.00,45.34,44.60
44.35,45.42,45.50,44.08
44.77,44.13,45.65,44.03
44.51,43.95,45.04,43.74
44.11,44.57,44.80,43.58
44.69,45.40,45.69,44.50
45.36,45.00,45.44,44.52
44.96,44.57,45.16,44.28
45.00,44.36,45.24,44.09
44.17,44.79,44.89,43.69
44.57,43.75,45.00,43.72
43.97,44.77,44.92,43.65
44.82,44.52,45.35,44.42
44.71,45.08,45.24,44.59
45.07,44.54,45.16,44.37
44.30,43.67,44.42,43.58
44.12,44.52,44.85,43.81
44.56,45.45,45.78,43.86
46.16,47.04,47.50,45.99
47.81,47.39,48.02,47.23
47.74,49.18,49.55,47.67
48.96,48.60,49.72,48.52
48.97,49.77,50.03,48.84
50.07,49.37,50.22,49.17
49.87,51.75,52.25,48.59
52.51,52.97,54.86,52.38
52.58,50.99,53.20,50.88
50.77,49.38,50.81,48.90
49.48,48.61,49.48,48.32
48.12,48.79,49.19,47.81
49.62,49.16,49.85,49.10
48.33,48.33,48.73,47.57
48.82,47.26,48.82,47.26
47.00,46.24,47.00,45.80
46.81,47.08,47.40,46.60
47.03,47.38,47.69,46.40
47.75,47.10,48.18,46.83
46.68,47.09,47.28,45.49
47.07,45.91,47.23,45.37
46.35,46.60,46.93,45.85
46.93,45.79,46.97,45.54
45.27,46.04,46.23,44.89
46.14,46.89,47.59,45.86
46.80,46.27,47.32,45.91
47.26,46.55,47.81,46.52
46.61,46.41,46.99,45.91
46.41,46.93,47.01,45.61
47.07,48.02,48.32,47.00
48.06,48.53,48.87,47.88
48.55,48.16,48.73,47.84
48.02,47.27,48.36,47.10
47.11,46.37,47.48,45.70
45.02,44.45,45.04,44.21
44.88,43.68,45.36,43.52
43.82,42.91,44.47,41.79
41.82,42.07,42.44,41.67
42.36,42.02,42.55,41.76
42.15,42.95,43.35,42.06
43.07,41.59,43.17,41.43
42.00,42.29,42.50,41.61
42.19,43.10,43.31,41.88
42.51,42.04,42.51,41.49
47.25,43.52,48.67,42.76
43.23,44.02,44.67,42.80
44.05,43.43,44.13,43.04
42.82,43.26,44.21,42.50
43.27,43.25,43.88,42.96
42.44,42.83,43.39,42.01
42.86,43.06,43.19,42.07
43.82,44.88,44.91,43.57
44.63,44.54,44.80,44.12
44.63,44.36,44.70,44.08
44.58,44.97,45.08,44.34
44.66,43.72,44.72,43.64
43.65,42.37,43.67,42.32
41.89,42.28,42.40,41.40
42.78,40.94,46.79,40.19
41.25,41.94,42.10,40.88
42.32,42.54,43.17,42.07
42.40,42.52,42.76,42.06
43.15,44.36,44.51,43.12
44.23,43.59,44.55,43.38
44.09,43.65,44.53,43.36
43.52,42.75,43.87,42.46
42.76,42.69,43.35,42.46
43.07,42.61,43.28,42.47
42.51,42.07,42.51,41.71
42.08,41.91,42.29,41.80
42.06,42.40,42.52,41.85
42.43,43.49,44.02,42.30
43.44,43.11,43.94,43.11
42.95,43.13,43.27,42.41
42.14,42.77,42.85,42.01
42.34,42.49,42.96,42.16
42.84,43.04,43.32,42.72
43.05,42.57,43.06,41.92
42.29,41.67,42.29,41.58
41.40,43.37,43.50,41.40
44.44,44.99,45.00,43.60
44.77,45.33,45.80,44.69
45.33,46.27,46.29,45.33
46.10,45.78,46.38,45.56
45.76,46.10,46.55,45.53
46.13,46.40,47.04,46.13
47.08,47.49,47.99,46.93
47.37,47.55,47.87,46.66
47.38,47.19,48.00,47.01
46.91,47.23,47.48,46.83
47.78,48.07,48.25,47.43
48.43,48.90,49.12,48.32
48.30,48.30,48.50,47.56
48.07,48.47,48.61,47.69
48.21,47.53,48.46,47.11
47.73,47.41,48.21,47.07
47.56,47.75,48.02,47.31
47.90,47.64,48.07,47.27
47.80,48.55,48.60,47.76
48.44,47.72,48.99,47.59
47.44,47.58,47.97,46.82
47.80,48.09,48.43,47.29
47.55,47.78,47.93,46.97
48.09,49.99,50.50,47.94
49.71,49.72,50.16,49.38
49.72,49.39,49.79,48.89
49.52,49.25,49.94,49.08
49.16,49.01,49.31,48.60
49.22,48.91,49.25,48.66
48.99,49.31,49.47,48.78
49.92,50.67,50.81,49.68
50.62,49.82,50.66,49.39
49.89,50.19,50.29,49.89
49.98,48.59,50.35,48.50
48.50,48.13,48.69,47.25
48.45,49.62,49.75,48.26
50.00,48.08,50.60,48.08
48.51,48.26,48.69,47.15
48.00,49.16,49.88,47.83
47.68,48.70,49.91,47.01
48.30,47.64,48.68,47.39
47.65,46.62,47.88,45.68
47.05,47.69,47.85,46.72
48.13,48.61,48.77,47.99
48.78,50.39,50.79,48.74
50.80,50.43,50.99,49.81
50.09,50.43,50.76,49.27
50.54,50.50,50.58,49.91
50.48,50.92,51.06,50.28
51.02,51.94,52.02,50.95
51.55,51.44,52.01,51.11
50.50,50.78,51.65,50.44
50.97,49.94,51.21,49.40
50.27,50.63,50.86,50.15
50.25,49.24,50.55,49.24
49.55,48.92,50.23,48.84
49.21,49.72,50.20,49.21
50.15,50.94,51.17,50.02
50.46,50.84,50.86,49.95
51.00,50.84,51.56,50.73
50.66,50.31,50.96,50.05
50.28,49.07,50.32,48.84
49.15,47.13,49.25,46.77
46.98,46.51,47.04,45.82
45.65,47.52,47.72,45.53
48.38,48.59,48.99,48.00
48.85,50.18,50.56,48.49
50.17,49.86,50.47,49.73
50.09,49.86,50.32,49.45
49.27,48.81,49.55,47.96
47.74,44.83,47.83,44.79
45.57,46.23,46.50,44.86
45.54,44.55,45.54,44.18
44.82,44.57,44.89,43.65
44.89,43.99,45.15,43.41
44.24,44.53,44.71,43.71
44.62,44.40,44.67,43.70
44.87,45.75,46.00,44.53
45.28,45.55,46.60,44.10
45.63,44.60,45.63,43.93
45.09,45.26,45.57,44.58
45.27,44.50,45.37,43.95
44.06,42.48,44.07,42.44
43.04,43.20,43.47,42.50
43.83,45.38,45.77,43.83
45.43,46.54,47.09,45.24
46.84,47.31,47.75,46.61
47.32,47.83,48.32,47.07
47.83,46.90,47.90,46.64
46.38,46.66,46.84,45.73
46.06,45.73,46.76,45.34
45.59,46.29,46.35,45.45
45.86,45.99,46.74,45.73
46.00,45.31,46.15,45.27
45.90,46.54,46.75,45.66
46.74,47.38,47.57,46.55
47.32,46.80,47.75,46.65
46.61,46.13,47.47,45.72
45.00,45.79,45.82,44.92
46.00,45.59,46.04,44.67
46.55,45.87,46.67,45.47
45.75,46.97,47.20,45.64
46.61,47.76,48.15,46.25
47.37,46.07,47.57,46.07
46.24,46.70,47.12,46.17
46.51,46.62,46.88,45.98
46.30,45.54,46.38,45.51
45.53,46.16,46.32,45.05
46.60,46.94,47.32,45.91
47.23,47.80,48.10,46.93
47.46,47.29,47.72,46.77
47.74,47.58,48.06,47.33
47.46,48.72,48.86,47.36
49.36,48.07,49.36,47.70
48.57,48.83,49.23,48.42
48.92,48.66,49.31,48.58
48.70,48.55,49.66,48.48
